Item	Site_Code	Site_Name	Current_Reviewed_Transcription	Prior_Source_Key	Prior_Site_Code	Prior_Reviewed_Transcription	Match_Status	Notes
21	PAR	Kinumun Parenga Parja	buk	mathew-chamberlain2022bonda-didayi	PAR	buk	exact-diplomatic-match	current and prior reviewed strings are identical
21	RON	Malenga Rona Desiya	mən	mathew-chamberlain2022bonda-didayi	RON	mɔn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
21	ODI	Cuttack Oriya	həɾud̪aio	mathew-chamberlain2022bonda-didayi	ODI	həɾud̪ɑio	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	KAD	Kadamguda L. Bonda	bəni	mathew-chamberlain2022bonda-didayi	KAD	bɔni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	KEN	Kendhuguda L. Bonda	bəni	mathew-chamberlain2022bonda-didayi	KEN	bɔni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	RAS	Rasabeda L. Bonda	bəni	mathew-chamberlain2022bonda-didayi	RAS	bɔni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	GUT	Tikrapada Gadaba	jem	mathew-chamberlain2022bonda-didayi	GUT	jɐm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	BIA	Biapada U. Didayi	miã	mathew-chamberlain2022bonda-didayi	BIA	miã	exact-diplomatic-match	current and prior reviewed strings are identical
22	PAR	Kinumun Parenga Parja	mɪjəŋ	mathew-chamberlain2022bonda-didayi	PAR	mɪjɐŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	RON	Malenga Rona Desiya	bəni	mathew-chamberlain2022bonda-didayi	RON	bɔnɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
22	ODI	Cuttack Oriya	ɾakto	mathew-chamberlain2022bonda-didayi	ODI	ɾɑkto	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
23	KAD	Kadamguda L. Bonda		mathew-chamberlain2022bonda-didayi	KAD		exact-diplomatic-match	current and prior reviewed strings are identical
23	KEN	Kendhuguda L. Bonda		mathew-chamberlain2022bonda-didayi	KEN		exact-diplomatic-match	current and prior reviewed strings are identical
23	RAS	Rasabeda L. Bonda		mathew-chamberlain2022bonda-didayi	RAS		exact-diplomatic-match	current and prior reviewed strings are identical
23	GUT	Tikrapada Gadaba		mathew-chamberlain2022bonda-didayi	GUT		exact-diplomatic-match	current and prior reviewed strings are identical
23	BIA	Biapada U. Didayi		mathew-chamberlain2022bonda-didayi	BIA		exact-diplomatic-match	current and prior reviewed strings are identical
23	PAR	Kinumun Parenga Parja		mathew-chamberlain2022bonda-didayi	PAR		exact-diplomatic-match	current and prior reviewed strings are identical
23	RON	Malenga Rona Desiya		mathew-chamberlain2022bonda-didayi	RON		exact-diplomatic-match	current and prior reviewed strings are identical
23	ODI	Cuttack Oriya		mathew-chamberlain2022bonda-didayi	ODI		exact-diplomatic-match	current and prior reviewed strings are identical
24	KAD	Kadamguda L. Bonda		mathew-chamberlain2022bonda-didayi	KAD		exact-diplomatic-match	current and prior reviewed strings are identical
24	KEN	Kendhuguda L. Bonda		mathew-chamberlain2022bonda-didayi	KEN		exact-diplomatic-match	current and prior reviewed strings are identical
24	RAS	Rasabeda L. Bonda		mathew-chamberlain2022bonda-didayi	RAS		exact-diplomatic-match	current and prior reviewed strings are identical
24	GUT	Tikrapada Gadaba		mathew-chamberlain2022bonda-didayi	GUT		exact-diplomatic-match	current and prior reviewed strings are identical
24	BIA	Biapada U. Didayi		mathew-chamberlain2022bonda-didayi	BIA		exact-diplomatic-match	current and prior reviewed strings are identical
24	PAR	Kinumun Parenga Parja		mathew-chamberlain2022bonda-didayi	PAR		exact-diplomatic-match	current and prior reviewed strings are identical
24	RON	Malenga Rona Desiya		mathew-chamberlain2022bonda-didayi	RON		exact-diplomatic-match	current and prior reviewed strings are identical
24	ODI	Cuttack Oriya		mathew-chamberlain2022bonda-didayi	ODI		exact-diplomatic-match	current and prior reviewed strings are identical
25	KAD	Kadamguda L. Bonda	uŋgəm	mathew-chamberlain2022bonda-didayi	KAD	uŋgɔm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
25	KEN	Kendhuguda L. Bonda	uŋgəm	mathew-chamberlain2022bonda-didayi	KEN	uŋgɔm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
25	RAS	Rasabeda L. Bonda	uŋgəm	mathew-chamberlain2022bonda-didayi	RAS	uŋgɔm	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
25	GUT	Tikrapada Gadaba	ʊŋgom	mathew-chamberlain2022bonda-didayi	GUT	ʊŋgom	exact-diplomatic-match	current and prior reviewed strings are identical
25	BIA	Biapada U. Didayi	gʊɖa	mathew-chamberlain2022bonda-didayi	BIA	gʊɖa	exact-diplomatic-match	current and prior reviewed strings are identical
25	PAR	Kinumun Parenga Parja	bɪlɪŋ	mathew-chamberlain2022bonda-didayi	PAR	bɪlɪŋ	exact-diplomatic-match	current and prior reviewed strings are identical
25	RON	Malenga Rona Desiya	gẽ	mathew-chamberlain2022bonda-didayi	RON	gɐ̃	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
25	ODI	Cuttack Oriya	gɾa:mõ	mathew-chamberlain2022bonda-didayi	ODI	gɾɑːmõ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	KAD	Kadamguda L. Bonda	d̪ijo	mathew-chamberlain2022bonda-didayi	KAD	ɖɪjo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	KEN	Kendhuguda L. Bonda	d̪ijo	mathew-chamberlain2022bonda-didayi	KEN	ɖɪjo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	RAS	Rasabeda L. Bonda	d̪ijo	mathew-chamberlain2022bonda-didayi	RAS	ɖɪjo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	GUT	Tikrapada Gadaba	d̪iɛn	mathew-chamberlain2022bonda-didayi	GUT	ɖɪɛn	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	BIA	Biapada U. Didayi	d̪ʊa	mathew-chamberlain2022bonda-didayi	BIA	ɖʊa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	PAR	Kinumun Parenga Parja	ʌsuŋ	mathew-chamberlain2022bonda-didayi	PAR	ʌsuŋ	exact-diplomatic-match	current and prior reviewed strings are identical
26	RON	Malenga Rona Desiya	gəɾ	mathew-chamberlain2022bonda-didayi	RON	gɔɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
26	ODI	Cuttack Oriya	gɦoɾo	mathew-chamberlain2022bonda-didayi	ODI	gɦoɽo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
27	KAD	Kadamguda L. Bonda	bɪleŋ	mathew-chamberlain2022bonda-didayi	KAD	bɪlɛŋ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
27	KEN	Kendhuguda L. Bonda	gʊd̪aŋbale	mathew-chamberlain2022bonda-didayi	KEN	gʊɖaŋbale	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
27	RAS	Rasabeda L. Bonda	tʃʌuɳi	mathew-chamberlain2022bonda-didayi	RAS	tʃʌuɳi	exact-diplomatic-match	current and prior reviewed strings are identical
27	GUT	Tikrapada Gadaba	bɪlei	mathew-chamberlain2022bonda-didayi	GUT	bɪlei	exact-diplomatic-match	current and prior reviewed strings are identical
27	BIA	Biapada U. Didayi	blesaŋ	mathew-chamberlain2022bonda-didayi	BIA	blesaŋ	exact-diplomatic-match	current and prior reviewed strings are identical
27	PAR	Kinumun Parenga Parja	bʌlɪŋsuŋ	mathew-chamberlain2022bonda-didayi	PAR	bʌlɪŋsuŋ	exact-diplomatic-match	current and prior reviewed strings are identical
27	RON	Malenga Rona Desiya	tʃɛɳɪ	mathew-chamberlain2022bonda-didayi	RON	tʃɐnɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
27	ODI	Cuttack Oriya	tʃha:to	mathew-chamberlain2022bonda-didayi	ODI	tʃhɑːto	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	KAD	Kadamguda L. Bonda	kəpat̪h	mathew-chamberlain2022bonda-didayi	KAD	kɔpaʈh	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	KEN	Kendhuguda L. Bonda	kəpat̪	mathew-chamberlain2022bonda-didayi	KEN	kɔpaʈ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	RAS	Rasabeda L. Bonda	kəpa	mathew-chamberlain2022bonda-didayi	RAS	kɔpa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	GUT	Tikrapada Gadaba	kəpet̪	mathew-chamberlain2022bonda-didayi	GUT	kəpɐʈ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	BIA	Biapada U. Didayi	kəpat̪	mathew-chamberlain2022bonda-didayi	BIA	kɔpaʈ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	PAR	Kinumun Parenga Parja	nʌŋenu	mathew-chamberlain2022bonda-didayi	PAR	nʌŋɐnu	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	RON	Malenga Rona Desiya	kɛpet̪	mathew-chamberlain2022bonda-didayi	RON	kɐpɐʈ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
28	ODI	Cuttack Oriya	kəbato	mathew-chamberlain2022bonda-didayi	ODI	kɔbɑtɔ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
29	KAD	Kadamguda L. Bonda	suŋɔ	mathew-chamberlain2022bonda-didayi	KAD	suŋɔ	exact-diplomatic-match	current and prior reviewed strings are identical
29	KEN	Kendhuguda L. Bonda	suŋɔ	mathew-chamberlain2022bonda-didayi	KEN	suŋɔ	exact-diplomatic-match	current and prior reviewed strings are identical
29	RAS	Rasabeda L. Bonda	suŋɔ	mathew-chamberlain2022bonda-didayi	RAS	suŋɔ	exact-diplomatic-match	current and prior reviewed strings are identical
29	GUT	Tikrapada Gadaba	sʊø	mathew-chamberlain2022bonda-didayi	GUT	sʊø	exact-diplomatic-match	current and prior reviewed strings are identical
29	BIA	Biapada U. Didayi	sʊa	mathew-chamberlain2022bonda-didayi	BIA	sʊa	exact-diplomatic-match	current and prior reviewed strings are identical
29	PAR	Kinumun Parenga Parja	ʌŋʌl	mathew-chamberlain2022bonda-didayi	PAR	ʌŋʌl	exact-diplomatic-match	current and prior reviewed strings are identical
29	RON	Malenga Rona Desiya	d̪eɾʊ	mathew-chamberlain2022bonda-didayi	RON	d̪ɐɾʊ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
29	ODI	Cuttack Oriya	ka:to	mathew-chamberlain2022bonda-didayi	ODI	kɑːto	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
30	KAD	Kadamguda L. Bonda	sunu	mathew-chamberlain2022bonda-didayi	KAD	sunu	exact-diplomatic-match	current and prior reviewed strings are identical
30	KEN	Kendhuguda L. Bonda	sunu	mathew-chamberlain2022bonda-didayi	KEN	sunu	exact-diplomatic-match	current and prior reviewed strings are identical
30	RAS	Rasabeda L. Bonda	sunu	mathew-chamberlain2022bonda-didayi	RAS	sunu	exact-diplomatic-match	current and prior reviewed strings are identical
30	GUT	Tikrapada Gadaba	sʊnoq	mathew-chamberlain2022bonda-didayi	GUT	sʊnoq	exact-diplomatic-match	current and prior reviewed strings are identical
30	BIA	Biapada U. Didayi	tʃʊnɔ	mathew-chamberlain2022bonda-didayi	BIA	tʃʊnɔ	exact-diplomatic-match	current and prior reviewed strings are identical
30	PAR	Kinumun Parenga Parja	dʒɔnɔ	mathew-chamberlain2022bonda-didayi	PAR	dʒɔnɔ	exact-diplomatic-match	current and prior reviewed strings are identical
30	RON	Malenga Rona Desiya	bed̪ɳɪ	mathew-chamberlain2022bonda-didayi	RON	bɐɖnɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
30	ODI	Cuttack Oriya	tʃantʃoni	mathew-chamberlain2022bonda-didayi	ODI	tʃɑntʃoni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
31	KAD	Kadamguda L. Bonda	sʌŋsʌŋbeɾ	mathew-chamberlain2022bonda-didayi	KAD	sʌŋsʌŋbeɾ	exact-diplomatic-match	current and prior reviewed strings are identical
31	KEN	Kendhuguda L. Bonda	sʌŋsʌŋbeɾ	mathew-chamberlain2022bonda-didayi	KEN	sʌŋsʌŋbeɾ	exact-diplomatic-match	current and prior reviewed strings are identical
31	RAS	Rasabeda L. Bonda	bɪt̪:morsiŋbire	mathew-chamberlain2022bonda-didayi	RAS	bɪtː̪ɪmorsiŋbɪɾe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
31	GUT	Tikrapada Gadaba	səʔel	mathew-chamberlain2022bonda-didayi	GUT	səʔɐl	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
31	BIA	Biapada U. Didayi	husembaɾ	mathew-chamberlain2022bonda-didayi	BIA	husembaɾ	exact-diplomatic-match	current and prior reviewed strings are identical
31	PAR	Kinumun Parenga Parja	el	mathew-chamberlain2022bonda-didayi	PAR	ɐl	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
31	RON	Malenga Rona Desiya	kət̪nɪ	mathew-chamberlain2022bonda-didayi	RON	kɔʈnɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
31	ODI	Cuttack Oriya	silɔ | kot̪t̪uni	mathew-chamberlain2022bonda-didayi	ODI	siɭɔ | kott̪u̪ni	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	KAD	Kadamguda L. Bonda	bʌt̪ibeɾ	mathew-chamberlain2022bonda-didayi	KAD	bʌʈɪbeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	KEN	Kendhuguda L. Bonda	bʌt̪ibeɾ	mathew-chamberlain2022bonda-didayi	KEN	bʌʈɪbeɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	RAS	Rasabeda L. Bonda	d̪aubaibire	mathew-chamberlain2022bonda-didayi	RAS	ɖaubaibɪɾe	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	GUT	Tikrapada Gadaba	t̪ɪk:i	mathew-chamberlain2022bonda-didayi	GUT	tɪ̪kːi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	BIA	Biapada U. Didayi	d̪hahusembaɾ	mathew-chamberlain2022bonda-didayi	BIA	ɖhahusembaɾ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	PAR	Kinumun Parenga Parja	indɾɪ	mathew-chamberlain2022bonda-didayi	PAR	ɪndɾɪ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	RON	Malenga Rona Desiya	mʊsəl	mathew-chamberlain2022bonda-didayi	RON	mʊsɔl	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
32	ODI	Cuttack Oriya	pothoɾo	mathew-chamberlain2022bonda-didayi	ODI	pothoɽo	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	KAD	Kadamguda L. Bonda	mutuɭe	mathew-chamberlain2022bonda-didayi	KAD	muʈuɭɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	KEN	Kendhuguda L. Bonda	mutuɭe	mathew-chamberlain2022bonda-didayi	KEN	muʈuɭɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	RAS	Rasabeda L. Bonda	mutuɭe	mathew-chamberlain2022bonda-didayi	RAS	muʈuɭɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	GUT	Tikrapada Gadaba	mʊtɭe	mathew-chamberlain2022bonda-didayi	GUT	mʊʈlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	BIA	Biapada U. Didayi	mʊtɭa	mathew-chamberlain2022bonda-didayi	BIA	mʊʈɭa	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	PAR	Kinumun Parenga Parja	mutɭe	mathew-chamberlain2022bonda-didayi	PAR	muʈlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	RON	Malenga Rona Desiya	mʊtɭe	mathew-chamberlain2022bonda-didayi	RON	mʊʈlɐ	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
33	ODI	Cuttack Oriya	hatud̪i	mathew-chamberlain2022bonda-didayi	ODI	hɑtu̪ɖi	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
34	KAD	Kadamguda L. Bonda	ʊntʃu	mathew-chamberlain2022bonda-didayi	KAD	ʊntʃu	exact-diplomatic-match	current and prior reviewed strings are identical
34	KEN	Kendhuguda L. Bonda	nsu	mathew-chamberlain2022bonda-didayi	KEN	n̩su	different-current-printing	retain both reviewed source readings in audit; do not overwrite prior source
