Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Raw_Response	Raw_Line	Extraction_Status
17	fingernail	KAD	Kadamguda L. Bonda	23	18	1	4 kɪɾime	Kadamguda L. Bonda 4 kɪɾime	text-layer
17	fingernail	DUM	Dumripada U. Bonda	23	18	1	4 kɪɾime	Dumripada U. Bonda 4 kɪɾime	text-layer
17	fingernail	GUT	Tikrapada Gutob	23	18	1	2 ɾʊmɐi, 3 noq	Tikrapada Gutob 2 ɾʊmɐi, 3 noq	text-layer
17	fingernail	PAR	Kinumun Parenga Parja	23	18	1	2 ɾuʋɐɪ	Kinumun Parenga Parja 2 ɾuʋɐɪ	text-layer
17	fingernail	RON	Malenga Rona Desiya	23	18	1	3 nɔk	Malenga Rona Desiya 3 nɔk	text-layer
17	fingernail	ODI	Cuttack Oriya	23	18	1	3 noːkho	Cuttack Oriya 3 noːkho	text-layer
18	leg	BIA	Biapada U. Didayi	23	18	1	1 ʊntʃɔ	Biapada U. Didayi 1 ʊntʃɔ	text-layer
18	leg	CHI	Chitrakonda L. Didayi	23	18	1	1 ʊntʃɔ	Chitrakonda L. Didayi 1 ʊntʃɔ	text-layer
18	leg	KAL	Kaluguda U. Didayi	23	18	1	1 n̩tʃiŋ	Kaluguda U. Didayi 1 n̩tʃiŋ	text-layer
18	leg	ORA	Orapadar U. Didayi	23	18	1	1 n̩tʃɔ̃	Orapadar U. Didayi 1 n̩tʃɔ̃	text-layer
18	leg	ORI	Oringi L. Didayi	23	18	1	1 ʊntʃɔ	Oringi L. Didayi 1 ʊntʃɔ	text-layer
18	leg	RAS	Rasabeda L. Bonda	23	18	1	6 te̪suŋ	Rasabeda L. Bonda 6 te̪suŋ	text-layer
18	leg	KEN	Kendhuguda L. Bonda	23	18	1	6 te̪ksuŋ	Kendhuguda L. Bonda 6 te̪ksuŋ	text-layer
18	leg	KAD	Kadamguda L. Bonda	23	18	1	6 te̪ksuŋ	Kadamguda L. Bonda 6 te̪ksuŋ	text-layer
18	leg	DUM	Dumripada U. Bonda	23	18	1	6 tɪ̪ksʊŋ	Dumripada U. Bonda 6 tɪ̪ksʊŋ	text-layer
18	leg	GUT	Tikrapada Gutob	23	18	1	2 sʊsʊŋ	Tikrapada Gutob 2 sʊsʊŋ	text-layer
18	leg	PAR	Kinumun Parenga Parja	23	18	1	5 dʒɪŋ	Kinumun Parenga Parja 5 dʒɪŋ	text-layer
18	leg	RON	Malenga Rona Desiya	23	18	1	4 gɔɽ	Malenga Rona Desiya 4 gɔɽ	text-layer
18	leg	ODI	Cuttack Oriya	23	18	1	3 gudo	Cuttack Oriya 3 gudo	text-layer
19	skin	BIA	Biapada U. Didayi	23	18	1	1 ʊksa	Biapada U. Didayi 1 ʊksa	text-layer
19	skin	CHI	Chitrakonda L. Didayi	23	18	1	1 ʊksa	Chitrakonda L. Didayi 1 ʊksa	text-layer
19	skin	KAL	Kaluguda U. Didayi	23	18	1	1 ʊksa	Kaluguda U. Didayi 1 ʊksa	text-layer
19	skin	ORA	Orapadar U. Didayi	23	18	1	1 ʊksa	Orapadar U. Didayi 1 ʊksa	text-layer
19	skin	ORI	Oringi L. Didayi	23	18	1	1 ʊksa	Oringi L. Didayi 1 ʊksa	text-layer
19	skin	RAS	Rasabeda L. Bonda	23	18	1	1 ʊsa	Rasabeda L. Bonda 1 ʊsa	text-layer
19	skin	KEN	Kendhuguda L. Bonda	23	18	1	1 ʊsa	Kendhuguda L. Bonda 1 ʊsa	text-layer
19	skin	KAD	Kadamguda L. Bonda	23	18	1	1 ʊsa	Kadamguda L. Bonda 1 ʊsa	text-layer
19	skin	DUM	Dumripada U. Bonda	23	18	2	1 ɪsa, 2 ɪsa	Dumripada U. Bonda 1 ɪsa, 2 ɪsa	text-layer
19	skin	GUT	Tikrapada Gutob	23	18	2	2 ɪsɐl	Tikrapada Gutob 2 ɪsɐl	text-layer
19	skin	PAR	Kinumun Parenga Parja	23	18	2	4 sɪsɪ	Kinumun Parenga Parja 4 sɪsɪ	text-layer
19	skin	RON	Malenga Rona Desiya	23	18	2	5 tʃɐm	Malenga Rona Desiya 5 tʃɐm	text-layer
19	skin	ODI	Cuttack Oriya	23	18	2	3 tʃɑɾəmõ	Cuttack Oriya 3 tʃɑɾəmõ	text-layer
20	bone	BIA	Biapada U. Didayi	23	18	2	1 ɪntʃia	Biapada U. Didayi 1 ɪntʃia	text-layer
20	bone	CHI	Chitrakonda L. Didayi	23	18	2	1 ɪntʃia	Chitrakonda L. Didayi 1 ɪntʃia	text-layer
20	bone	KAL	Kaluguda U. Didayi	23	18	2	1 n̩tʃi	Kaluguda U. Didayi 1 n̩tʃi	text-layer
20	bone	ORA	Orapadar U. Didayi	23	18	2	1 n̩tʃẽ	Orapadar U. Didayi 1 n̩tʃẽ	text-layer
20	bone	ORI	Oringi L. Didayi	23	18	2	1 ɪntʃia	Oringi L. Didayi 1 ɪntʃia	text-layer
20	bone	RAS	Rasabeda L. Bonda	23	18	2	2 sɪksɐŋ	Rasabeda L. Bonda 2 sɪksɐŋ	text-layer
20	bone	KEN	Kendhuguda L. Bonda	23	18	2	2 sɪksɐŋ	Kendhuguda L. Bonda 2 sɪksɐŋ	text-layer
20	bone	KAD	Kadamguda L. Bonda	23	18	2	2 sɪksɐŋ	Kadamguda L. Bonda 2 sɪksɐŋ	text-layer
20	bone	DUM	Dumripada U. Bonda	23	18	2	2 sɪksɐŋ	Dumripada U. Bonda 2 sɪksɐŋ	text-layer
20	bone	GUT	Tikrapada Gutob	23	18	2	2 sɪsɐŋ	Tikrapada Gutob 2 sɪsɐŋ	text-layer
20	bone	PAR	Kinumun Parenga Parja	23	18	2	3 dʒɐ	Kinumun Parenga Parja 3 dʒɐ	text-layer
20	bone	RON	Malenga Rona Desiya	23	18	2	5 ɐɽ	Malenga Rona Desiya 5 ɐɽ	text-layer
20	bone	ODI	Cuttack Oriya	23	18	2	4 hɑːdo	Cuttack Oriya 4 hɑːdo	text-layer
21	heart	BIA	Biapada U. Didayi	23	18	2	1 dʒɪbon	Biapada U. Didayi 1 dʒɪbon	text-layer
21	heart	CHI	Chitrakonda L. Didayi	23	18	2	1 dʒɪbon, 6 gɾi	Chitrakonda L. Didayi 1 dʒɪbon, 6 gɾi	text-layer
21	heart	KAL	Kaluguda U. Didayi	23	18	2	1 dʒɪbon	Kaluguda U. Didayi 1 dʒɪbon	text-layer
21	heart	ORA	Orapadar U. Didayi	23	18	2	1 dʒɪbon	Orapadar U. Didayi 1 dʒɪbon	text-layer
21	heart	ORI	Oringi L. Didayi	23	18	2	1 dʒɪbon	Oringi L. Didayi 1 dʒɪbon	text-layer
21	heart	RAS	Rasabeda L. Bonda	23	18	2	1 dʒɪmon, 5 d̪ʊkd̪ukɪ	Rasabeda L. Bonda 1 dʒɪmon, /continued/ 5 d̪ʊkd̪ukɪ	text-layer
21	heart	KEN	Kendhuguda L. Bonda	23	18	2	6 gɪɾɛ	Kendhuguda L. Bonda 6 gɪɾɛ	text-layer
21	heart	KAD	Kadamguda L. Bonda	23	18	2	1 dʒɪmon	Kadamguda L. Bonda 1 dʒɪmon	text-layer
21	heart	DUM	Dumripada U. Bonda	23	18	2	1 dʒɪbon	Dumripada U. Bonda 1 dʒɪbon	text-layer
21	heart	GUT	Tikrapada Gutob	23	18	2	2 buq	Tikrapada Gutob 2 buq	text-layer
21	heart	PAR	Kinumun Parenga Parja	23	18	2	2 buk	Kinumun Parenga Parja 2 buk	text-layer
21	heart	RON	Malenga Rona Desiya	23	18	2	4 mɔn	Malenga Rona Desiya 4 mɔn	text-layer
21	heart	ODI	Cuttack Oriya	23	18	2	3 həɾud̪ɑio	Cuttack Oriya 3 həɾud̪ɑio	text-layer
22	blood	BIA	Biapada U. Didayi	23	18	2	1 miã	Biapada U. Didayi 1 miã	text-layer
22	blood	CHI	Chitrakonda L. Didayi	23	18	2	1 miã	Chitrakonda L. Didayi 1 miã	text-layer
22	blood	KAL	Kaluguda U. Didayi	23	18	2	1 mia	Kaluguda U. Didayi 1 mia	text-layer
22	blood	ORA	Orapadar U. Didayi	23	18	2	1 miã	Orapadar U. Didayi 1 miã	text-layer
22	blood	ORI	Oringi L. Didayi	23	18	2	1 miã	Oringi L. Didayi 1 miã	text-layer
22	blood	RAS	Rasabeda L. Bonda	23	18	2	4 bɔni	Rasabeda L. Bonda 4 bɔni	text-layer
22	blood	KEN	Kendhuguda L. Bonda	23	18	2	4 bɔni	Kendhuguda L. Bonda 4 bɔni	text-layer
22	blood	KAD	Kadamguda L. Bonda	23	18	2	4 bɔni	Kadamguda L. Bonda 4 bɔni	text-layer
22	blood	DUM	Dumripada U. Bonda	23	18	2	4 bɔni	Dumripada U. Bonda 4 bɔni	text-layer
22	blood	GUT	Tikrapada Gutob	23	18	2	2 jɐm	Tikrapada Gutob 2 jɐm	text-layer
22	blood	PAR	Kinumun Parenga Parja	23	18	2	1 mɪjɐŋ	Kinumun Parenga Parja 1 mɪjɐŋ	text-layer
22	blood	RON	Malenga Rona Desiya	23	18	2	4 bɔnɪ	Malenga Rona Desiya 4 bɔnɪ	text-layer
22	blood	ODI	Cuttack Oriya	23	18	2	3 ɾɑkto	Cuttack Oriya 3 ɾɑkto	text-layer
23	urine	BIA	Biapada U. Didayi	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	CHI	Chitrakonda L. Didayi	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	KAL	Kaluguda U. Didayi	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	ORA	Orapadar U. Didayi	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	ORI	Oringi L. Didayi	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	RAS	Rasabeda L. Bonda	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	KEN	Kendhuguda L. Bonda	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	KAD	Kadamguda L. Bonda	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	DUM	Dumripada U. Bonda	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	GUT	Tikrapada Gutob	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	PAR	Kinumun Parenga Parja	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	RON	Malenga Rona Desiya	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
23	urine	ODI	Cuttack Oriya	23	18	2	DISQUALIFIED	23. urine DISQUALIFIED	disqualified
24	feces	BIA	Biapada U. Didayi	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	CHI	Chitrakonda L. Didayi	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	KAL	Kaluguda U. Didayi	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	ORA	Orapadar U. Didayi	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	ORI	Oringi L. Didayi	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	RAS	Rasabeda L. Bonda	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	KEN	Kendhuguda L. Bonda	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	KAD	Kadamguda L. Bonda	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	DUM	Dumripada U. Bonda	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	GUT	Tikrapada Gutob	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	PAR	Kinumun Parenga Parja	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	RON	Malenga Rona Desiya	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
24	feces	ODI	Cuttack Oriya	23	18	2	DISQUALIFIED	24. feces DISQUALIFIED	disqualified
25	village	BIA	Biapada U. Didayi	24	19	1	6 gʊɖa	Biapada U. Didayi 6 gʊɖa	text-layer
25	village	CHI	Chitrakonda L. Didayi	24	19	1	1 hɪni	Chitrakonda L. Didayi 1 hɪni	text-layer
25	village	KAL	Kaluguda U. Didayi	24	19	1	1 hɪɾi	Kaluguda U. Didayi 1 hɪɾi	text-layer
25	village	ORA	Orapadar U. Didayi	24	19	1	6 gʊɖa	Orapadar U. Didayi 6 gʊɖa	text-layer
25	village	ORI	Oringi L. Didayi	24	19	1	1 ɪni	Oringi L. Didayi 1 ɪni	text-layer
25	village	RAS	Rasabeda L. Bonda	24	19	1	2 uŋgɔm	Rasabeda L. Bonda 2 uŋgɔm	text-layer
25	village	KEN	Kendhuguda L. Bonda	24	19	1	2 uŋgɔm	Kendhuguda L. Bonda 2 uŋgɔm	text-layer
25	village	KAD	Kadamguda L. Bonda	24	19	1	2 uŋgɔm	Kadamguda L. Bonda 2 uŋgɔm	text-layer
25	village	DUM	Dumripada U. Bonda	24	19	1	2 ŋgɔm	Dumripada U. Bonda 2 ŋgɔm	text-layer
25	village	GUT	Tikrapada Gutob	24	19	1	2 ʊŋgom	Tikrapada Gutob 2 ʊŋgom	text-layer
25	village	PAR	Kinumun Parenga Parja	24	19	1	5 bɪlɪŋ	Kinumun Parenga Parja 5 bɪlɪŋ	text-layer
25	village	RON	Malenga Rona Desiya	24	19	1	4 gɐ̃	Malenga Rona Desiya 4 gɐ̃	text-layer
25	village	ODI	Cuttack Oriya	24	19	1	3 gɾɑːmõ	Cuttack Oriya 3 gɾɑːmõ	text-layer
26	house	BIA	Biapada U. Didayi	24	19	1	1 ɖʊa	Biapada U. Didayi 1 ɖʊa	text-layer
26	house	CHI	Chitrakonda L. Didayi	24	19	1	1 ɖʊa	Chitrakonda L. Didayi 1 ɖʊa	text-layer
26	house	KAL	Kaluguda U. Didayi	24	19	1	6 ɖohõ	Kaluguda U. Didayi 6 ɖohõ	text-layer
26	house	ORA	Orapadar U. Didayi	24	19	1	6 ɖʊhõ	Orapadar U. Didayi 6 ɖʊhõ	text-layer
26	house	ORI	Oringi L. Didayi	24	19	1	1 ɖʊa	Oringi L. Didayi 1 ɖʊa	text-layer
26	house	RAS	Rasabeda L. Bonda	24	19	1	5 ɖɪjo	Rasabeda L. Bonda 5 ɖɪjo	text-layer
26	house	KEN	Kendhuguda L. Bonda	24	19	1	5 ɖɪjo	Kendhuguda L. Bonda 5 ɖɪjo	text-layer
26	house	KAD	Kadamguda L. Bonda	24	19	1	5 ɖɪjo	Kadamguda L. Bonda 5 ɖɪjo	text-layer
26	house	DUM	Dumripada U. Bonda	24	19	1	5 ɖɪŋõ	Dumripada U. Bonda 5 ɖɪŋõ	text-layer
26	house	GUT	Tikrapada Gutob	24	19	1	2 ɖɪɛn	Tikrapada Gutob 2 ɖɪɛn	text-layer
26	house	PAR	Kinumun Parenga Parja	24	19	1	4 ʌsuŋ	Kinumun Parenga Parja 4 ʌsuŋ	text-layer
26	house	RON	Malenga Rona Desiya	24	19	1	3 gɔɾ	Malenga Rona Desiya 3 gɔɾ	text-layer
26	house	ODI	Cuttack Oriya	24	19	1	3 gɦoɽo	Cuttack Oriya 3 gɦoɽo	text-layer
27	roof	BIA	Biapada U. Didayi	24	19	1	1 blesaŋ	Biapada U. Didayi 1 blesaŋ	text-layer
27	roof	CHI	Chitrakonda L. Didayi	24	19	1	1 blesaŋ	Chitrakonda L. Didayi 1 blesaŋ	text-layer
27	roof	KAL	Kaluguda U. Didayi	24	19	1	1 blesaŋ	Kaluguda U. Didayi 1 blesaŋ	text-layer
27	roof	ORA	Orapadar U. Didayi	24	19	1	1 bɭesaŋ	Orapadar U. Didayi 1 bɭesaŋ	text-layer
27	roof	ORI	Oringi L. Didayi	24	19	1	1 blesaŋ	Oringi L. Didayi 1 blesaŋ	text-layer
27	roof	RAS	Rasabeda L. Bonda	24	19	1	4 tʃʌuɳi	Rasabeda L. Bonda 4 tʃʌuɳi	text-layer
27	roof	KEN	Kendhuguda L. Bonda	24	19	1	7 gʊɖaŋbale	Kendhuguda L. Bonda 7 gʊɖaŋbale	text-layer
27	roof	KAD	Kadamguda L. Bonda	24	19	1	6 bɪlɛŋ	Kadamguda L. Bonda 6 bɪlɛŋ	text-layer
27	roof	DUM	Dumripada U. Bonda	24	19	1	7 gɪɾaŋbʊlei	Dumripada U. Bonda 7 gɪɾaŋbʊlei	text-layer
27	roof	GUT	Tikrapada Gutob	24	19	1	2 bɪlei	Tikrapada Gutob 2 bɪlei	text-layer
27	roof	PAR	Kinumun Parenga Parja	24	19	1	5 bʌlɪŋsuŋ	Kinumun Parenga Parja 5 bʌlɪŋsuŋ	text-layer
27	roof	RON	Malenga Rona Desiya	24	19	1	4 tʃɐnɪ	Malenga Rona Desiya 4 tʃɐnɪ	text-layer
27	roof	ODI	Cuttack Oriya	24	19	1	3 tʃhɑːto	Cuttack Oriya 3 tʃhɑːto	text-layer
28	door	BIA	Biapada U. Didayi	24	19	1	1 kɔpaʈ	Biapada U. Didayi 1 kɔpaʈ	text-layer
28	door	CHI	Chitrakonda L. Didayi	24	19	1	1 kɔpaʈ	Chitrakonda L. Didayi 1 kɔpaʈ	text-layer
28	door	KAL	Kaluguda U. Didayi	24	19	1	1 kʌpaʈ	Kaluguda U. Didayi 1 kʌpaʈ	text-layer
28	door	ORA	Orapadar U. Didayi	24	19	1	1 kʌpaʈh	Orapadar U. Didayi 1 kʌpaʈh	text-layer
28	door	ORI	Oringi L. Didayi	24	19	1	1 kɔpaʈ	Oringi L. Didayi 1 kɔpaʈ	text-layer
28	door	RAS	Rasabeda L. Bonda	24	19	1	1 kɔpa	Rasabeda L. Bonda 1 kɔpa	text-layer
28	door	KEN	Kendhuguda L. Bonda	24	19	1	1 kɔpaʈ	Kendhuguda L. Bonda 1 kɔpaʈ	text-layer
28	door	KAD	Kadamguda L. Bonda	24	19	1	1 kɔpaʈh	Kadamguda L. Bonda 1 kɔpaʈh	text-layer
28	door	DUM	Dumripada U. Bonda	24	19	2	3 pʌʈa	Dumripada U. Bonda 3 pʌʈa	text-layer
28	door	GUT	Tikrapada Gutob	24	19	2	1 kəpɐʈ	Tikrapada Gutob 1 kəpɐʈ	text-layer
28	door	PAR	Kinumun Parenga Parja	24	19	2	2 nʌŋɐnu	Kinumun Parenga Parja 2 nʌŋɐnu	text-layer
28	door	RON	Malenga Rona Desiya	24	19	2	1 kɐpɐʈ	Malenga Rona Desiya 1 kɐpɐʈ	text-layer
28	door	ODI	Cuttack Oriya	24	19	2	1 kɔbɑtɔ	Cuttack Oriya 1 kɔbɑtɔ	text-layer
29	firewood	BIA	Biapada U. Didayi	24	19	2	2 sʊa	Biapada U. Didayi 2 sʊa	text-layer
29	firewood	CHI	Chitrakonda L. Didayi	24	19	2	1 lapeso, 2 sʊa	Chitrakonda L. Didayi 1 lapeso, 2 sʊa	text-layer
29	firewood	KAL	Kaluguda U. Didayi	24	19	2	2 suŋhõ	Kaluguda U. Didayi 2 suŋhõ	text-layer
29	firewood	ORA	Orapadar U. Didayi	24	19	2	2 suhõ	Orapadar U. Didayi 2 suhõ	text-layer
29	firewood	ORI	Oringi L. Didayi	24	19	2	1 lapeso	Oringi L. Didayi 1 lapeso	text-layer
29	firewood	RAS	Rasabeda L. Bonda	24	19	2	2 suŋɔ	Rasabeda L. Bonda 2 suŋɔ	text-layer
29	firewood	KEN	Kendhuguda L. Bonda	24	19	2	2 suŋɔ	Kendhuguda L. Bonda 2 suŋɔ	text-layer
29	firewood	KAD	Kadamguda L. Bonda	24	19	2	2 suŋɔ	Kadamguda L. Bonda 2 suŋɔ	text-layer
29	firewood	DUM	Dumripada U. Bonda	24	19	2	2 suŋɔ	Dumripada U. Bonda 2 suŋɔ	text-layer
29	firewood	GUT	Tikrapada Gutob	24	19	2	2 sʊø	Tikrapada Gutob 2 sʊø	text-layer
29	firewood	PAR	Kinumun Parenga Parja	24	19	2	4 ʌŋʌl	Kinumun Parenga Parja 4 ʌŋʌl	text-layer
29	firewood	RON	Malenga Rona Desiya	24	19	2	5 d̪ɐɾʊ	Malenga Rona Desiya 5 d̪ɐɾʊ	text-layer
29	firewood	ODI	Cuttack Oriya	24	19	2	3 kɑːto	Cuttack Oriya 3 kɑːto	text-layer
30	broom	BIA	Biapada U. Didayi	24	19	2	1 tʃʊnɔ	Biapada U. Didayi 1 tʃʊnɔ	text-layer
30	broom	CHI	Chitrakonda L. Didayi	24	19	2	1 tʃʊnɔ	Chitrakonda L. Didayi 1 tʃʊnɔ	text-layer
30	broom	KAL	Kaluguda U. Didayi	24	19	2	5 tʃɪnik	Kaluguda U. Didayi 5 tʃɪnik	text-layer
30	broom	ORA	Orapadar U. Didayi	24	19	2	1 tʃʊnɔ̃	Orapadar U. Didayi 1 tʃʊnɔ̃	text-layer
30	broom	ORI	Oringi L. Didayi	24	19	2	1 tʃʊnɔ	Oringi L. Didayi 1 tʃʊnɔ	text-layer
30	broom	RAS	Rasabeda L. Bonda	24	19	2	2 sunu	Rasabeda L. Bonda 2 sunu	text-layer
30	broom	KEN	Kendhuguda L. Bonda	24	19	2	2 sunu	Kendhuguda L. Bonda 2 sunu	text-layer
30	broom	KAD	Kadamguda L. Bonda	24	19	2	2 sunu	Kadamguda L. Bonda 2 sunu	text-layer
30	broom	DUM	Dumripada U. Bonda	24	19	2	2 sʊnʊk	Dumripada U. Bonda 2 sʊnʊk	text-layer
30	broom	GUT	Tikrapada Gutob	24	19	2	2 sʊnoq	Tikrapada Gutob 2 sʊnoq	text-layer
30	broom	PAR	Kinumun Parenga Parja	24	19	2	1 dʒɔnɔ	Kinumun Parenga Parja 1 dʒɔnɔ	text-layer
30	broom	RON	Malenga Rona Desiya	24	19	2	4 bɐɖnɪ	Malenga Rona Desiya 4 bɐɖnɪ	text-layer
30	broom	ODI	Cuttack Oriya	24	19	2	3 tʃɑntʃoni	Cuttack Oriya 3 tʃɑntʃoni	text-layer
31	mortar	BIA	Biapada U. Didayi	24	19	2	1 husembaɾ	Biapada U. Didayi 1 husembaɾ	text-layer
31	mortar	CHI	Chitrakonda L. Didayi	24	19	2	9 sɪsiambʌɾ	Chitrakonda L. Didayi 9 sɪsiambʌɾ	text-layer
31	mortar	KAL	Kaluguda U. Didayi	24	19	2	1 munuisembaɾ	Kaluguda U. Didayi 1 munuisembaɾ	text-layer
31	mortar	ORA	Orapadar U. Didayi	24	19	2	1 husembaɾ	Orapadar U. Didayi 1 husembaɾ	text-layer
31	mortar	ORI	Oringi L. Didayi	24	19	2	1 usembaɾ	Oringi L. Didayi 1 usembaɾ	text-layer
31	mortar	RAS	Rasabeda L. Bonda	24	19	2	7 bɪtː̪ɪmorsiŋbɪɾe	Rasabeda L. Bonda 7 bɪtː̪ɪmorsiŋbɪɾe	text-layer
31	mortar	KEN	Kendhuguda L. Bonda	24	19	2	8 sʌŋsʌŋbeɾ	Kendhuguda L. Bonda 8 sʌŋsʌŋbeɾ	text-layer
31	mortar	KAD	Kadamguda L. Bonda	24	19	2	8 sʌŋsʌŋbeɾ	Kadamguda L. Bonda 8 sʌŋsʌŋbeɾ	text-layer
31	mortar	DUM	Dumripada U. Bonda	24	19	2	---	Dumripada U. Bonda ---	text-layer
31	mortar	GUT	Tikrapada Gutob	24	19	2	2 səʔɐl	Tikrapada Gutob 2 səʔɐl	text-layer
31	mortar	PAR	Kinumun Parenga Parja	24	19	2	5 ɐl	Kinumun Parenga Parja 5 ɐl	text-layer
31	mortar	RON	Malenga Rona Desiya	24	19	2	4 kɔʈnɪ	Malenga Rona Desiya 4 kɔʈnɪ	text-layer
31	mortar	ODI	Cuttack Oriya	24	19	2	3 siɭɔ, 4 kott̪u̪ni	Cuttack Oriya 3 siɭɔ, 4 kott̪u̪ni	text-layer
32	pestle	BIA	Biapada U. Didayi	24	19	2	1 ɖhahusembaɾ	Biapada U. Didayi 1 ɖhahusembaɾ	text-layer
32	pestle	CHI	Chitrakonda L. Didayi	24	19	2	8 humbʌɾ	Chitrakonda L. Didayi 8 humbʌɾ	text-layer
32	pestle	KAL	Kaluguda U. Didayi	24	19	2	8 huimbaɾ	Kaluguda U. Didayi 8 huimbaɾ	text-layer
32	pestle	ORA	Orapadar U. Didayi	25	20	1	9 ɖhabɾi	Orapadar U. Didayi 9 ɖhabɾi	text-layer
32	pestle	ORI	Oringi L. Didayi	25	20	1	1 huʔusembaɾ	Oringi L. Didayi 1 huʔusembaɾ	text-layer
32	pestle	RAS	Rasabeda L. Bonda	25	20	1	6 ɖaubaibɪɾe	Rasabeda L. Bonda 6 ɖaubaibɪɾe	text-layer
32	pestle	KEN	Kendhuguda L. Bonda	25	20	1	7 bʌʈɪbeɾ	Kendhuguda L. Bonda 7 bʌʈɪbeɾ	text-layer
32	pestle	KAD	Kadamguda L. Bonda	25	20	1	7 bʌʈɪbeɾ	Kadamguda L. Bonda 7 bʌʈɪbeɾ	text-layer
32	pestle	DUM	Dumripada U. Bonda	25	20	1	no entry	Dumripada U. Bonda no entry	text-layer
32	pestle	GUT	Tikrapada Gutob	25	20	1	2 tɪ̪kːi	Tikrapada Gutob 2 tɪ̪kːi	text-layer
32	pestle	PAR	Kinumun Parenga Parja	25	20	1	5 ɪndɾɪ	Kinumun Parenga Parja 5 ɪndɾɪ	text-layer
32	pestle	RON	Malenga Rona Desiya	25	20	1	4 mʊsɔl	Malenga Rona Desiya 4 mʊsɔl	text-layer
32	pestle	ODI	Cuttack Oriya	25	20	1	3 pothoɽo	Cuttack Oriya 3 pothoɽo	text-layer
33	hammer	BIA	Biapada U. Didayi	25	20	1	1 mʊʈɭa	Biapada U. Didayi 1 mʊʈɭa	text-layer
33	hammer	CHI	Chitrakonda L. Didayi	25	20	1	1 mʊʈɭa	Chitrakonda L. Didayi 1 mʊʈɭa	text-layer
33	hammer	KAL	Kaluguda U. Didayi	25	20	1	1 mʊʈɭa	Kaluguda U. Didayi 1 mʊʈɭa	text-layer
33	hammer	ORA	Orapadar U. Didayi	25	20	1	1 mʊʈɭa	Orapadar U. Didayi 1 mʊʈɭa	text-layer
33	hammer	ORI	Oringi L. Didayi	25	20	1	1 mʊʈɭa	Oringi L. Didayi 1 mʊʈɭa	text-layer
33	hammer	RAS	Rasabeda L. Bonda	25	20	1	1 muʈuɭɐ	Rasabeda L. Bonda 1 muʈuɭɐ	text-layer
33	hammer	KEN	Kendhuguda L. Bonda	25	20	1	1 muʈuɭɐ	Kendhuguda L. Bonda 1 muʈuɭɐ	text-layer
33	hammer	KAD	Kadamguda L. Bonda	25	20	1	1 muʈuɭɐ	Kadamguda L. Bonda 1 muʈuɭɐ	text-layer
33	hammer	DUM	Dumripada U. Bonda	25	20	1	1 mʊʈɭa	Dumripada U. Bonda 1 mʊʈɭa	text-layer
33	hammer	GUT	Tikrapada Gutob	25	20	1	1 mʊʈlɐ	Tikrapada Gutob 1 mʊʈlɐ	text-layer
33	hammer	PAR	Kinumun Parenga Parja	25	20	1	1 muʈlɐ	Kinumun Parenga Parja 1 muʈlɐ	text-layer
33	hammer	RON	Malenga Rona Desiya	25	20	1	1 mʊʈlɐ	Malenga Rona Desiya 1 mʊʈlɐ	text-layer
33	hammer	ODI	Cuttack Oriya	25	20	1	2 hɑtu̪ɖi	Cuttack Oriya 2 hɑtu̪ɖi	text-layer
34	knife	BIA	Biapada U. Didayi	25	20	1	1 suɾisɔg̚	Biapada U. Didayi 1 suɾisɔg̚	text-layer
34	knife	CHI	Chitrakonda L. Didayi	25	20	1	1 suɾisɔg̚	Chitrakonda L. Didayi 1 suɾisɔg̚	text-layer
