Parameter_ID,Headword,Strategy,Source_Form_ID,Source_Language_ID,Source,Tags,Note
d163,amaram,dedr-reflex,f_w7tx57nb2rhba,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d164,amal,dedr-reflex,f_y3wemaswadhes,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d165,amaḷi,dedr-reflex,f_nuqnzwqanvpws,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d166,amaḷi,dedr-reflex,f_fpryd2woqkngo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d167,amiṛ̆,dedr-reflex,f_jgtva6kfxety6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d168,amukkirā,dedr-reflex,f_zabvjsdy2ddco,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d169,*am-,merriam-pdr,f_gtiuew3kc7xs2,PDr,"merriam2026dravidiandb[record 181, DEDR 169];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d170,amai,dedr-reflex,f_rrcq566r6gjlq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d171,*amai,merriam-pdr,f_sfzxoqq4uiqsc,PDr,"merriam2026dravidiandb[record 183, DEDR 171]",,First source-ordered Merriam database reconstruction classified as PDr.
d172,amparakka,dedr-reflex,f_jkczrzmu2orgg,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d173,ampalam,dedr-reflex,f_3x547owzeknew,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d174,*amp-ali,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d175,ambā,dedr-reflex,f_hujqsjm5oubum,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d176,ambāre,dedr-reflex,f_ljksw5z5gad3y,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d177,*amp-i,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d178,*amb-,merriam-pdr,f_5tn7dn6cvjmls,PDr,"merriam2026dravidiandb[record 190, DEDR 178];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d179,ampuli,dedr-reflex,f_2ur4moa72ynb4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d180,**ampVkār-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d181,ammam,dedr-reflex,f_p375y4cfv52f2,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d182,ammaṉai,dedr-reflex,f_b4ziskacmt4em,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d183,*amm-a,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d184,ammi,dedr-reflex,f_uxxvnemk3533e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d185,ammu,dedr-reflex,f_4f5bknu5vqeh6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d186,ammu,dedr-reflex,f_hffkrjtwzl76y,Telugu,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d187,**am,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d188,ayam,dedr-reflex,f_vylqhlxn6bh26,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d189,ayal,dedr-reflex,f_oq2mkjs6tjig6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d190,ayir,dedr-reflex,f_fkrubnawwmy3e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d191,ayirai,dedr-reflex,f_56wnlt76qx64s,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d192,ayil,dedr-reflex,f_kl5d3ql5blf44,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d193,ayil,dedr-reflex,f_3o56acysjsojc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d194,ayk- (ayakt-),dedr-reflex,f_tcjpfk3ejumii,Kolami,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d195,ayk,dedr-reflex,f_wlkvjepsgqz3i,Parji,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d196,*ája-,merriam-pdr,f_j35wb62padgug,PDr,"merriam2026dravidiandb[record 211, DEDR 196];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d197,ērg,dedr-reflex,f_cnancx4xhf44e,Gondi,"dedr;burrow-emeneau1972den1[p. 416, entry S29]",not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d198,*ar-V-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d199,arakku,dedr-reflex,f_o6afabhcniuqy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d200,*argil-,merriam-pdr,f_nz7t7kczxgdqi,PDr,"merriam2026dravidiandb[record 215, DEDR 200];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d201,aracaṉ,dedr-reflex,f_ulwxszxdmnopo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d202,*ar-ac,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d203,araṇa,dedr-reflex,f_olxdegrefg5e6,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d204,araṇai,dedr-reflex,f_rmxlo2i5zryi4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d205,*ar-Vṇṭṭi,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d206,arattai,dedr-reflex,f_2ltwayxhrx67c,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d207,aril,dedr-reflex,f_uvhkyxhfecovc,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d208,arāntal,dedr-reflex,f_u6xfuqrdzmjzo,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d209,aralai,dedr-reflex,f_mgwvnv3zt2gu6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d210,araḷi,dedr-reflex,f_jiuwbzsppvnue,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d211,*rāḍ,merriam-pdr,f_f6pfynz26kwfc,PDr,"merriam2026dravidiandb[record 227, DEDR 211]",,First source-ordered Merriam database reconstruction classified as PDr.
d212,*ar-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d213,ari-,dedr-reflex,f_i7g5zwf4lfz7e,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d214,ari,dedr-reflex,f_nvcttahuj6d3w,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d215,ari,dedr-reflex,f_te7uxaya43rom,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d216,*ar-i,krishnamurti-pfeiffer,,PDr,krishnamurti,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d217,ari,dedr-reflex,f_luexpgxvkmfou,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d218,ari,dedr-reflex,f_oyqoinjdu6otq,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d219,ari,dedr-reflex,f_y5zmcgpivdmk4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d220,aricaṉam,dedr-reflex,f_4mn55ig3nqejy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d221,"aru (arum, ār)",dedr-reflex,f_xetbzxfy7fvaw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d222,**arVvV,krishnamurti-pfeiffer,,PDr,pfeiffer2018,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d223,arukku,dedr-reflex,f_ql4dlvpy5q2aw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d224,arumpu,dedr-reflex,f_nbbsk3c5tbeqy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d225,aruvi,dedr-reflex,f_mvd3sswscoooy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d226,aruvu,dedr-reflex,f_bjoiieextohys,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d227,aruḷ,dedr-reflex,f_i35jsfzoshqni,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d228,*arái-,merriam-pdr,f_fqift3zodaaoe,PDr,"merriam2026dravidiandb[record 244, DEDR 228];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d229,*arai,merriam-pdr,f_qgn2ku7dzapms,PDr,"merriam2026dravidiandb[record 245, DEDR 229];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d230,arai,dedr-reflex,f_qwjt4s5ajgs76,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d231,*ar[V]-,merriam-pdr,f_t5c5phhylzcji,PDr,"merriam2026dravidiandb[record 247, DEDR 231];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d232,arb,dedr-reflex,f_btgb4qu7eath6,Kota,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d233,*arí-,merriam-pdr,f_uvobh4u5rcbjc,PDr,"merriam2026dravidiandb[record 249, DEDR 233];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d234,*al-,merriam-pdr,f_5u6oqq2bfmoww,PDr,"merriam2026dravidiandb[record 251, DEDR 234];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d235,*jal-,merriam-pdr,f_rbyqm2vxzvoza,PDr,"merriam2026dravidiandb[record 252, DEDR 235];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d236,*al-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d237,alaku,dedr-reflex,f_kqitmcynpqwwe,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d238,alaku,dedr-reflex,f_6hjhcorgbbjcu,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d239,alaku,dedr-reflex,f_c2eypow35jjx6,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d240,**alVr-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
d241,alaŋkōlam,dedr-reflex,f_6xsdy5jwbu4z4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d242,alaśaṇṭa,dedr-reflex,f_t4dnae4nuxmci,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d243,alaṭṭu,dedr-reflex,f_b3ctsk5vvewyy,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d244,alabu,dedr-reflex,f_in2jmf2huqkao,Kannada,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d245,allappaṉ,dedr-reflex,f_zq35sgg5n7t2k,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d246,alampu,dedr-reflex,f_u3njvedfdhxma,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d247,alar,dedr-reflex,f_gunqjoqtmdjvw,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d248,alari,dedr-reflex,f_mowksvbuu3iig,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d249,alavāṭṭu,dedr-reflex,f_uh4ofdnmaepu4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d250,aliyuka,dedr-reflex,f_qd3de2przrp6i,Malayalam,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d251,*alé,merriam-pdr,f_zsv3iaypjnbqw,PDr,"merriam2026dravidiandb[record 268, DEDR 251];starostin2006dravidian",,First source-ordered Merriam database reconstruction classified as PDr.
d252,alku,dedr-reflex,f_nwblhoribg3e4,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d253,alkul,dedr-reflex,f_ffa4x2zejfaba,Tamil,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d254,alkʰnā,dedr-reflex,f_yi6xx75i3sxvi,Kurux,dedr,not-reconstructed,No PDr reconstruction is available; the display head is the first surviving DEDR reflex and is not a reconstruction.
d255,*al-ak-,krishnamurti-pfeiffer,,,,,Existing curated Krishnamurti/Pfeiffer reconstruction retained.
