Cognateset_ID,Language_ID,Form,Description,Source
126,Indo-Aryan,aŋgāraka,"<html><body><number>126</number> <b>aṅgāraka</b> '*red like embers', m. 'charcoal; name of various plants' (<i>aṅgārikā</i>- f. 'stalk of sugar-cane, flowerof Butea frondosa'). 2. m. 'the planet Mars'. [<smallcaps>áṅgāra</smallcaps>-]",cdial
127,Indo-Aryan,aŋgāradʰānī,"<html><body><number>127</number> <b>aṅgāradhānī-,</b> <i>°ikā</i>- f. 'portable stove' lex. [<smallcaps>áṅgāra-, dhā́na</smallcaps>-]",cdial
128,Indo-Aryan,*aŋgāravarta,"<html><body><number>128</number> <b>*aṅgāravarta</b> m. 'fire stone'. [<smallcaps>áṅgāra-, *varta</smallcaps>-³]",cdial
129,Indo-Aryan,*aŋgārastʰāna,"<html><body><number>129</number> <b>*aṅgārasthāna</b> n. 'fireplace'. [<smallcaps>áṅgāra-, sthā́na</smallcaps>-]",cdial
130,Indo-Aryan,aŋgāri,"<html><body><number>130</number> <b>aṅgāri</b> f., <i>aṅgāritā</i>- f. 'portable brazier' lex. [<smallcaps>áṅgāra</smallcaps>-]",cdial
130a,Indo-Aryan,*aŋgāriṣṭʰa,"<html><body><number>130a</number> †<b>*aṅgāriṣṭha-</b> 'portable brazier'. [<smallcaps>aṅgāri-, stha</smallcaps>-: cf. <smallcaps>agniṣṭhá</smallcaps>-]",cdial
131,Indo-Aryan,aŋgāryā́,"<html><body><number>131</number> <b>aṅgāryā́-,</b> <i>*aṅgāriyā</i>-, f. 'heap of embers'. [Cf. <i>aṅgā- rīya</i>- 'fit for making charcoal', <i>aṅgārikā</i>- f., <i>angāritā</i>- f.'portable fireplace' lex.: <smallcaps>áṅgāra</smallcaps>-]",cdial
132,Indo-Aryan,aŋgikā,"<html><body><number>132</number> <b>aṅgikā</b> f. 'woman's bodice'. [<smallcaps>áṅga</smallcaps>-¹: perh. replacing <i>*aṅgiya</i>-, <i>áṅgya</i>- 'belonging to the limbs' RV.]",cdial
133,Indo-Aryan,aŋgīkarōti,"<html><body><number>133</number> <b>aṅgīkarōti</b> 'agrees to, promises' Hit. [<smallcaps>aṅgá², karṓti</smallcaps>]",cdial
134,Indo-Aryan,aŋgula,"<html><body><number>134</number> <b>aṅgula</b> m. 'finger's breadth' R., Mit. [<smallcaps>aṅgúli</smallcaps>-]",cdial
135,Indo-Aryan,aŋgúli,"<html><body><number>135</number> <b>aṅgúli</b> f. 'finger, toe' VS., ŚBr., <i>aṅgúri</i>- f. AV., <i>svaṅgurí</i>- RV. 2. <b>*aṅgūḍi-</b> [2 &lt; <i>*aṅguẓ-ḍi</i>- with <i>*aṅguṣ</i>- in<i>aṅguṣ-ṭhá</i>-, cf. H. Frisk Suffixales -i&gt;th</body></html>",cdial
136,Indo-Aryan,aŋgulī́ya,<html><body><number>136</number> <b>aṅgulīˊya</b> m.n. 'finger-ring' R. [<smallcaps>aṅgúli</smallcaps>-],cdial
137,Indo-Aryan,aŋguṣṭʰá,"<html><body><number>137</number> <b>aṅguṣṭhá-,</b> <i>°gú°</i> m. 'thumb' ĀśvGr̥., 'big toe' KātyŚr. [<i>aṅgu-ṣ-ṭhá</i>-, cf. <i>*aṅgu-ẓ-ḍi</i>- and <smallcaps>aṅgú-li</smallcaps>-]",cdial
138,Indo-Aryan,aŋguṣṭʰya,<html><body><number>138</number> <b>aṅguṣṭhya</b> 'pertaining to thumb or big toe'. 2. <b>*aṅguṣṭhiya-.</b> [<smallcaps>aṅguṣṭhá</smallcaps>-],cdial
139,Indo-Aryan,aŋgōñcʰa,"<html><body><number>139</number> <b>aṅgōñcha</b> m., <i>aṅgōñchana</i>- n. 'towel' lex. [Poss. <smallcaps>áṅga-¹, uñchá</smallcaps>- m. 'gleaning esp. of single grains' (formeaning 'sweeping together, wiping' cf. development ofmeaning under <smallcaps>úñchati</smallcaps> and <smallcaps>prōñchati</smallcaps>). But N. Bi. H.point to MIA. <i>*aṅga-uñcha</i>- (with <i>aṅgōñcha</i>- as lateSanskritization), poss. a MIA. form with *-<i>vuñcha</i>-anal. replacing <i>puñcha</i>- &lt; <i>prōñcha</i>- (as suggested byPlatts UD s.v. and P. Tedesco JAOS 77. 195). In eithercase loss of second nasal, through dissimilation, wasearly (contrast <smallcaps>úñchati, prōñchati</smallcaps>). In any case BlochLM 286 wrongly &lt; <i>aṅgavastra</i>.]",cdial
140,Indo-Aryan,*acaṣṭa,<html><body><number>140</number> <b>*acaṣṭa</b> 'untasted'. [*<smallcaps>caṣṭa-: √*cakṣ</smallcaps>²],cdial
141,Indo-Aryan,*acca,<html><body><number>141</number> <b>*acca</b> 'sudden shock'. 2. <b>*accakka-.</b>,cdial
142,Indo-Aryan,accʰa,"<html><body><number>142</number> <b>accha</b>¹ 'clear, transparent' Suśr. [Poss. 'shadowless' cf. <i>acchāyá</i>- RV. Neither <i>*r̥kṣa</i>- (Mayrhofer EWA i 22)nor <i>ā̆rca</i>- (P. Tedesco JAOS 77, 197) are phonet. satisfactory.]",cdial
143,Indo-Aryan,*accʰādana,<html><body><number>143</number> <b>*acchādana</b> 'without covering'. [<smallcaps>chādana</smallcaps>-],cdial
144,Indo-Aryan,accʰidat,"<html><body><number>144</number> <b>acchidat</b> 3 sg. aor. ind. 'has cut' Pāṇ., subj. <i>chidati</i>) ŚBr. [√<smallcaps>chid</smallcaps>]",cdial
145,Indo-Aryan,ajá,"<html><body><number>145</number> <b>ajá</b> m. 'goat', <i>ajā́</i>- f. RV., <i>ajakā</i>-, -<i>ikā</i>- f. 'small or young goat' Pāṇ.",cdial
146,Indo-Aryan,*ajakaṭa,<html><body><number>146</number> <b>*ajakaṭa</b> m. 'flock of goats'. [,cdial
147,Indo-Aryan,ajakarṇa,"<html><body><number>147</number> <b>ajakarṇa</b> m. 'a goat's ear' KātyŚr., 'the tree Terminalia alata tomentosa' Suśr., <i>°aka</i>- m. 'the tree Shorearobusta' lex. [<smallcaps>ajá-, kárṇa</smallcaps>-]",cdial
148,Indo-Aryan,ajagará,"<html><body><number>148</number> <b>ajagará</b> m. 'boa constrictor' AV. [<smallcaps>ajá-, gará</smallcaps>-]",cdial
149,Indo-Aryan,*ajanikā,"<html><body><number>149</number> <b>*ajanikā</b> 'she-goat', or <b>*ajānī-</b>? [<smallcaps>ajá</smallcaps>-]",cdial
150,Indo-Aryan,*ajapaṣṭʰa,"<html><body><number>150</number> <b>*ajapaṣṭha</b> 'young goat'. [<smallcaps>ajá-, *paṣṭha</smallcaps>-]",cdial
151,Indo-Aryan,ajapālá,"<html><body><number>151</number> <b>ajapālá</b> m. 'goatherd' VS. [<smallcaps>ajá-, pālá</smallcaps>-]",cdial
152,Indo-Aryan,ajamōda,"<html><body><number>152</number> <b>ajamōda</b> m.,-<i>ā</i>-, -<i>ikā</i>- f. 'carroway, parsley, Ligusticum ajwaen' Suśr. [Pop. etym. <smallcaps>ajá-, mōda</smallcaps>-: cf.<smallcaps>ajāji-, yavānī</smallcaps>-]",cdial
153,Indo-Aryan,ajarā,"<html><body><number>153</number> <b>ajarā</b> f. 'Aloe perfoliata, Argyreia speciosa' lex. [Cf. <i>ajāgara</i>- m. 'Eclipta or Verbesina prostrata']",cdial
154,Indo-Aryan,*ajavāṭa,"<html><body><number>154</number> <b>*ajavāṭa</b> m. 'goat-pen'. [<smallcaps>ajá-, vāṭa</smallcaps>-¹: with EH. -<i>r</i>- &lt; -<i>ṭ</i>- rather than &lt; -<i>vāra</i>-]",cdial
155,Indo-Aryan,ajavītʰi,"<html><body><number>155</number> <b>ajavīthi</b> f. 'path of the constellation Aries' Yājñ. [<smallcaps>ajá-, vīthi</smallcaps>-]",cdial
156,Indo-Aryan,ajāji,"<html><body><number>156</number> <b>ajājĭ̄</b> f. 'Cuminum cyminum, Ficus oppositifolia, Nigella indica' Suśr. [Cf. <smallcaps>ajamōda-, yavānī</smallcaps>-]",cdial
157,Indo-Aryan,ajānant,<html><body><number>157</number> <b>ajānant</b> 'not knowing'. [<smallcaps>jā́nant-: √jñā</smallcaps>] MW.,cdial
158,Indo-Aryan,ajína,<html><body><number>158</number> <b>ajína</b> n. 'skin of esp. the black antelope used by ascetics' AV. [<smallcaps>ajá</smallcaps>-],cdial
159,Indo-Aryan,*ajr̩ta,"<html><body><number>159</number> <b>*ajr̥ta</b> 'undigested'. [Cf. <i>jīryatē</i> 'is digested' Yājñ., <i>ajīrṇa</i>- 'undigested' Mn., <i>ajīrti</i>- f. 'indigestibleness':√<smallcaps>jr̥̄</smallcaps>]",cdial
160,Indo-Aryan,ajña,"<html><body><number>160</number> <b>ajña</b> 'ignorant, foolish' Mn., <i>ajñakā</i>-, -<i>ikā</i>- f. 'ignorant woman' Pāṇ. [√<smallcaps>jñā</smallcaps>]",cdial
161,Indo-Aryan,ájñāta,<html><body><number>161</number> <b>ájñāta</b> 'unknown' RV. [<smallcaps>jñātá-: √jñā</smallcaps>],cdial
162,Indo-Aryan,ajñānin,"<html><body><number>162</number> <b>ajñānin-,</b> f. -<i>inī</i> 'ignorant, unwise' MW. [<smallcaps>jñā́na-: √jñā</smallcaps>]",cdial
163,Indo-Aryan,*ajya,<html><body><number>163</number> <b>*ajya</b> 'flock of goats'. [<smallcaps>ajá</smallcaps>-],cdial
164,Indo-Aryan,*ajvara,<html><body><number>164</number> <b>*ajvara</b> 'free from fever'. [<smallcaps>jvará</smallcaps>-],cdial
165,Indo-Aryan,*añca,<html><body><number>165</number> <b>*añca</b> 'curve'. [Cf. <i>rōmāñca</i>- m. 'thrill of the hair': √<smallcaps>añc</smallcaps>],cdial
166,Indo-Aryan,áñcati,"<html><body><number>166</number> <b>áñcati</b> 'bends' ŚBr., <b>ā́ñcati</b> 'bends, curves' AV. [√<smallcaps>añc</smallcaps>]",cdial
167,Indo-Aryan,añcana,<html><body><number>167</number> <b>añcana</b> n. 'bending' Nir. [√<smallcaps>añc</smallcaps>],cdial
168,Indo-Aryan,añcala,<html><body><number>168</number> <b>añcala</b> m.n. 'border or end of a garment' Pañcat. [√<smallcaps>añc</smallcaps>],cdial
169,Indo-Aryan,añjáti,"<html><body><number>169</number> <b>añjáti</b> ~ <i>anákti</i> 'anoints, smears, decorates' RV.; or <i>*āñjati</i> ~ <i>ā́nakti</i> AV. [√<smallcaps>añj</smallcaps>]",cdial
170,Indo-Aryan,añjana,"<html><body><number>170</number> <b>añjana</b> n. 'anointing, ointment' ĀśvŚr. [√<smallcaps>añj</smallcaps>]",cdial
171,Indo-Aryan,añjalí,<html><body><number>171</number> <b>añjalí</b> m. 'the hollowed hands placed together' ŚBr.,cdial
172,Indo-Aryan,áñjas,"<html><body><number>172</number> <b>áñjas</b> n. 'ointment, mixture' RV. [√<smallcaps>añj</smallcaps>]",cdial
173,Indo-Aryan,*añjita,<html><body><number>173</number> <b>*añjita</b> 'anointed'. [Cf. <i>añjayati</i> ĀśvŚr.: √<smallcaps>añj</smallcaps>],cdial
174,Indo-Aryan,añjīra,<html><body><number>174</number> <b>añjīra</b> m. 'fig-tree'. [← Pers. Mayrhofer EWA i 24],cdial
175,Indo-Aryan,aṭani,"<html><body><number>175</number> <b>aṭani-,</b> -<i>ī</i>- f. 'notched extremity of a bow'. [i.e. supporter of the string ? — cf. *<smallcaps>aḍ</smallcaps>- ?]",cdial
176,Indo-Aryan,aṭaruṣa,"<html><body><number>176</number> <b>aṭaruṣa</b> m. 'the shrub Justicia adhatoda' lex., <i>°rūṣaka</i>- m. Suśr.",cdial
177,Indo-Aryan,aṭavī,<html><body><number>177</number> <b>aṭavī</b> f. 'forest' R.,cdial
178,Indo-Aryan,*aṭṭ,"<html><body><number>178</number> <b>*aṭṭ</b>¹ 'contain, be contained, fit into'. [Poss. &lt; <i>ā́rta</i>-¹ '*brought', cf. <i>ā́-r̥ṇvati</i> 'brings, reaches, obtains' RV.,despite <i>ă</i> of P.: √<smallcaps>r̥</smallcaps>]",cdial
179,Indo-Aryan,*aṭṭ,"<html><body><number>179</number> <b>*aṭṭ</b>² 'obstruct, stop'. [Cf. *<smallcaps>aṭṭha-², *aḍ-, *aḍḍ</smallcaps>-: prob. ← Drav. see *<smallcaps>aḍ</smallcaps>-]",cdial
180,Indo-Aryan,aṭṭa,"<html><body><number>180</number> <b>aṭṭa</b>² 'high', m. 'tower, watchtower' Kālid., <i>aṭṭaka</i>- m. 'tower' lex. [Non-aryan Mayrhofer EWA i 25]",cdial
181,Indo-Aryan,*aṭṭa,<html><body><number>181</number> <b>*aṭṭa</b>³ 'bundle'. 2. <b>*aṇṭa-.</b> 3. <b>*aṭṭha-</b>¹. 4. <b>*aṇṭha-.</b>,cdial
182,Indo-Aryan,*aṭṭakk,"<html><body><number>182</number> <b>*aṭṭakk</b> 'obstruct, stop'. [*<smallcaps>aṭṭ</smallcaps>-²]",cdial
183,Indo-Aryan,*aṭṭakkalā,<html><body><number>183</number> <b>*aṭṭakkalā</b> 'guess'. [Poss. contains <i>kalā́</i>-: for first part cf. L. <i>aṭṭā-saṭṭā</i> m. 'rough guess' and *<smallcaps>aṇṭ</smallcaps>-],cdial
184,Indo-Aryan,aṭṭahāsa,"<html><body><number>184</number> <b>aṭṭahāsa</b> m. 'loud laughter' Kālid. [<smallcaps>aṭṭa-², hāsa</smallcaps>-]",cdial
185,Indo-Aryan,aṭṭāla,"<html><body><number>185</number> <b>aṭṭāla</b> m. 'watch-tower' R., <i>°laka</i>- m. MBh., <i>°likā</i>- f. 'palace'. [<smallcaps>aṭṭa</smallcaps>-²]",cdial
186,Indo-Aryan,*aṭṭʰa,<html><body><number>186</number> <b>*aṭṭha</b>² 'gum'. 2. <b>*attha-.</b>,cdial
187,Indo-Aryan,*aḍ,"<html><body><number>187</number> <b>*aḍ</b> 'obstruct, stop'. [Cf. *<smallcaps>aḍḍ-, *aṭṭ</smallcaps>-², poss. *<smallcaps>aṭṭha</smallcaps>-²; — ← Drav. cf. Tam. <i>aṭai</i> 'to be obstructed', Kan.<i>aḍḍa</i> 'obstructing, transverse', Tu. <i>aṭaka</i>, <i>aḍaka</i>'obstacle', Kui <i>aḍa</i> 'screen', Brah. <i>aṛ</i> 'obstruction':T. Burrow TPS 1945, 79.]",cdial
188,Indo-Aryan,*aḍḍ,"<html><body><number>188</number> <b>*aḍḍ</b> 'obstruct, stop'. [← Drav., see *<smallcaps>aḍ</smallcaps>-]",cdial
189,Indo-Aryan,*aḍḍa,"<html><body><number>189</number> <b>*aḍḍa</b> 'transverse'. [Same as prec.? — ← Drav., see *<smallcaps>aḍ</smallcaps>-]",cdial
190,Indo-Aryan,aḍḍana,<html><body><number>190</number> <b>aḍḍana</b> n. 'shield' lex. [Mayrhofer EWA i 25 connects with <smallcaps>aṭṭa</smallcaps>-²; perh. rather to *<smallcaps>aḍḍ</smallcaps>- 'obstruct'],cdial
191,Indo-Aryan,*aḍḍi,"<html><body><number>191</number> <b>*aḍḍi</b> 'heel'. 2. <b>*aḍi-.</b> 3. <b>*ēḍḍi-.</b> 4. <b>*ēḍi-.</b> [J. Bloch BSOS v 738 ← Drav., cf. Tam. Kan. <i>aḍi</i>, Tel. <i>aḍugu</i>'foot, footstep']",cdial
192,Indo-Aryan,áṇu,<html><body><number>192</number> <b>áṇu</b>¹ m. 'the grain-plant Panicum miliaceum' VS. [Same as <smallcaps>aṇu</smallcaps>-² ?],cdial
193,Indo-Aryan,aṇu,"<html><body><number>193</number> <b>aṇu</b>² 'fine, minute' Br̥ĀrUp.; <i>áṇvī</i>- f. 'epithet of the fingers preparing Soma-juice' RV., <i>aṇú</i> 'minutely' ŚBr.",cdial
194,Indo-Aryan,áṇuka,"<html><body><number>194</number> <b>áṇuka</b> 'fine, minute' Suśr. [<smallcaps>aṇu</smallcaps>-²]",cdial
195,Indo-Aryan,*aṇuni,<html><body><number>195</number> <b>*aṇuni</b> 'millet'. [Cf. <i>áṇu</i>-¹ NTS xii 156],cdial
196,Indo-Aryan,*aṇuvaṁśa,"<html><body><number>196</number> <b>*aṇuvaṁśa</b> 'small share'. [<smallcaps>aṇu-², áṁśa</smallcaps>-]",cdial
197,Indo-Aryan,*aṇṭ,"<html><body><number>197</number> <b>*aṇṭ</b> 'presume, be bold'. [Cf. *<smallcaps>aṭṭakkalā</smallcaps>-]",cdial
198,Indo-Aryan,atasī́,<html><body><number>198</number> <b>atasīˊ</b> f. 'flax' Suśr. 2. <b>*tissi-.</b> [Cf. <i>atasá</i>- n. 'bush' RV.],cdial
199,Indo-Aryan,*atārita,"<html><body><number>199</number> <b>*atārita</b> 'unrescued'. [Cf. <i>tārá</i>- m. 'rescuer' VS., <i>tārita</i>- 'ferried across' MBh.: √<smallcaps>tr̥̄</smallcaps>]",cdial
200,Indo-Aryan,áti,"<html><body><number>200</number> <b>áti</b> 'beyond, over' RV.",cdial
201,Indo-Aryan,atikrámaṇa,<html><body><number>201</number> <b>atikrámaṇa</b> n. 'act of passing over' ŚBr. [√<smallcaps>kram</smallcaps>],cdial
202,Indo-Aryan,átikramati,<html><body><number>202</number> <b>átikramati</b> 'passes over' RV. [√<smallcaps>kram</smallcaps>],cdial
203,Indo-Aryan,átikrānta,<html><body><number>203</number> <b>átikrānta</b> 'gone beyond' ŚBr. [√<smallcaps>kram</smallcaps>],cdial
204,Indo-Aryan,atikrāmayati,"<html><body><number>204</number> <b>atikrāmayati</b> 'lets elapse, leaves unnoticed' R. [√<smallcaps>kram</smallcaps>]",cdial
204a,Indo-Aryan,*aticcʰardati,<html><body><number>204a</number> †<b>*aticchardati</b> 'casts on'. [√<smallcaps>chr̥d</smallcaps>],cdial
205,Indo-Aryan,átitarati,<html><body><number>205</number> <b>átitarati</b> 'crosses over' RV. [√<smallcaps>tr̥̄</smallcaps>],cdial
206,Indo-Aryan,*atipāra,"<html><body><number>206</number> <b>*atipāra</b> m. 'bringing across'. [Cf. <i>átipārayati</i> 'leads across' RV.: √<smallcaps>pr̥</smallcaps>; — or <i>*atipāra</i>- 'fulfilment', cf. <i>pāráyati</i>'fulfils' RV., <i>atipūryati</i> 'becomes full' MBh.:√ <smallcaps>pr̥̄</smallcaps>]",cdial
207,Indo-Aryan,*atipuṣṭa,<html><body><number>207</number> <b>*atipuṣṭa</b> 'very fat'. [√<smallcaps>puṣ</smallcaps>],cdial
208,Indo-Aryan,atipraṇīta,<html><body><number>208</number> <b>atipraṇīta</b> 'led beyond' ĀśvŚr. [√<smallcaps>nī</smallcaps>],cdial
209,Indo-Aryan,*atimahānt,<html><body><number>209</number> <b>*atimahānt</b> 'very great'. [<smallcaps>mahat</smallcaps>-],cdial
210,Indo-Aryan,*atiyañcati,<html><body><number>210</number> <b>*atiyañcati</b> 'pulls across'. [For <i>áti</i> with a verb 'to pull' cf. <i>atikarṣati</i> 'pulls (ploughshare)' Kauś.: √<smallcaps>añc</smallcaps>],cdial
211,Indo-Aryan,átirikta,"<html><body><number>211</number> <b>átirikta</b> 'excessive' AV., 'left apart' R. 2. <b>*atirikṇa-.</b> [√<smallcaps>ric</smallcaps>]",cdial
212,Indo-Aryan,atirēka,"<html><body><number>212</number> <b>atirēka-,</b> <i>atīrḗka</i>- m. 'surplus' ŚBr. [√<smallcaps>ric</smallcaps>]",cdial
213,Indo-Aryan,*ativr̩tta,"<html><body><number>213</number> <b>*ativr̥tta</b> 'passed beyond'. [Cf. <i>ativivartayati</i> 'separates too far' RV.Prāt., <i>ativr̥tti</i>- f. 'excess' Pāṇ.Kāś.: √<smallcaps>vr̥t</smallcaps>¹]",cdial
214,Indo-Aryan,*atiśōdʰanī,"<html><body><number>214</number> <b>*atiśōdhanī</b> 'broom'. [Cf. <i>śōdhanī</i>- f. 'broom', <i>°naka</i>- m. 'sweeper' Mr̥cch.: √<smallcaps>śudh</smallcaps>]",cdial
215,Indo-Aryan,*atiśōdʰi,<html><body><number>215</number> <b>*atiśōdhi</b> 'cleaning'. [Cf. *<smallcaps>śōdhi-: √śudh</smallcaps>],cdial
216,Indo-Aryan,atiṣṭígʰam,<html><body><number>216</number> <b>atiṣṭígham</b> 'so as to overwhelm' MaitrS. [√<smallcaps>stigh</smallcaps>],cdial
217,Indo-Aryan,atiṣṭʰā́,<html><body><number>217</number> <b>atiṣṭhā́</b> '*jutting out' (f. 'superiority' ŚBr.) [<i>átitiṣṭhati</i> 'juts out or over' TBr.: √<smallcaps>sthā</smallcaps>],cdial
218,Indo-Aryan,*atiṣpʰāyatē,"<html><body><number>218</number> <b>*atiṣphāyatē</b> 'swells, is complete, arrives'. [For semantic development cf. <smallcaps>sphā́yatē, *niṣphāyatē,pūryatē, prábhūta-: √sphāy</smallcaps>]",cdial
219,Indo-Aryan,atihr̩ta,"<html><body><number>219</number> <b>atihr̥ta</b> 'added to'. [<i>átiharati</i> 'stands out above' ŚBr., Pa. <i>atiharati</i> 'brings over': √<smallcaps>hr̥</smallcaps>]",cdial
220,Indo-Aryan,atīta,"<html><body><number>220</number> <b>atīta</b> 'gone by, past' MBh. Mn. [√<smallcaps>i</smallcaps>²]",cdial
221,Indo-Aryan,*atta,"<html><body><number>221</number> <b>*atta</b>² 'father, grandfather'. 2. <b>*adda-.</b> [Cf. <smallcaps>attā</smallcaps>-]",cdial
222,Indo-Aryan,attā,"<html><body><number>222</number> <b>attā</b> f. 'mother, mother's sister, elder sister' lex., <i>attikā</i>)-, <i>antikā</i>)- f. 'elder sister' lex. 2. <b>*addā-.</b>[← Drav. Tam. <i>attai</i> 'aunt, mother-in-law' T. BurrowBSOAS xii 366. Cf. *<smallcaps>atta</smallcaps>-²]",cdial
223,Indo-Aryan,atyadbʰuta,<html><body><number>223</number> <b>atyadbhuta</b> 'very wonderful' VP. [<smallcaps>ádbhuta</smallcaps>-],cdial
224,Indo-Aryan,*atyākʰēṭyati,<html><body><number>224</number> <b>*atyākhēṭyati</b> 'hunts' [<smallcaps>ākhēṭa</smallcaps>-],cdial
225,Indo-Aryan,*atyāgata,<html><body><number>225</number> <b>*atyāgata</b> 'entered'. [√<smallcaps>gam</smallcaps>],cdial
226,Indo-Aryan,atyādʰāna,<html><body><number>226</number> <b>atyādhāna</b> n. 'act of placing on' Pāṇ. [√<smallcaps>dhā</smallcaps>],cdial
226a,Indo-Aryan,*atyuṣati,"<html><body><number>226a</number> †<b>*atyuṣati</b> 'burns'. 2. †<b>*atyōṣati</b>. 3. †<b>*atyuṣyatē</b> 'is burnt'. [Semant. rather than with Him.I 52 &lt;<i>cūṣati</i>: cf. <i>uṣṇánt</i>- RV., <i>ōṣati</i> Pāṇ., †*<smallcaps>atyuṣṇa</smallcaps>-,<i>átidahati</i> ŚBr., and †*<smallcaps>adhyuṣyatē: √vas</smallcaps>³]",cdial
226b,Indo-Aryan,*atyuṣṇa,<html><body><number>226b</number> †<b>*atyuṣṇa-</b> 'very hot'. [<i>uṣṇá</i>- RV.: √<smallcaps>vas</smallcaps>³],cdial
227,Indo-Aryan,átyēti,"<html><body><number>227</number> <b>átyēti</b> 'comes upon, goes by' RV., 'enters' MBh. 2. <b>*átiyēti.</b> [√<smallcaps>i</smallcaps>²]",cdial
228,Indo-Aryan,átra,"<html><body><number>228</number> <b>átra,</b> -<i>ā</i> 'here' RV. [<smallcaps>a</smallcaps>-¹]",cdial
229,Indo-Aryan,*atrastʰa,"<html><body><number>229</number> <b>*atrastha</b> 'situated here', cf. <smallcaps>tatrastha-. [átra, stha</smallcaps>-]",cdial
230,Indo-Aryan,átʰa,"<html><body><number>230</number> <b>átha,</b> -<i>ā</i> 'then, and' RV. [<smallcaps>a</smallcaps>-¹]",cdial
231,Indo-Aryan,atʰavā,"<html><body><number>231</number> <b>athavā</b> 'or' Mn. [<smallcaps>átha, vā</smallcaps>¹]",cdial
232,Indo-Aryan,*adati,"<html><body><number>232</number> <b>*adati</b> 'eats'. [<i>átti</i> RV., <i>ādáyati</i> 'feeds' ŚBr., <i>adayati</i> ĀpŚr.: √<smallcaps>ad</smallcaps>]",cdial
233,Indo-Aryan,ádana,<html><body><number>233</number> <b>ádana</b> n. 'eating' RV. [√<smallcaps>ad</smallcaps>],cdial
234,Indo-Aryan,*adapara,"<html><body><number>234</number> <b>*adapara</b> 'devoted to eating'. [<smallcaps>ada-, para</smallcaps>-]",cdial
