ID,Name,Language_ID,Description,Etyma
132,aŋgikā,Indo-Aryan,"<html><body><number>132</number> <b>aṅgikā</b> f. 'woman's bodice'. [<smallcaps>áṅga</smallcaps>-¹: perh. replacing <i>*aṅgiya</i>-, <i>áṅgya</i>- 'belonging to the limbs' RV.]",
133,aŋgīkarōti,Indo-Aryan,"<html><body><number>133</number> <b>aṅgīkarōti</b> 'agrees to, promises' Hit. [<smallcaps>aṅgá², karṓti</smallcaps>]",
134,aŋgula,Indo-Aryan,"<html><body><number>134</number> <b>aṅgula</b> m. 'finger's breadth' R., Mit. [<smallcaps>aṅgúli</smallcaps>-]",
135,aŋgúli,Indo-Aryan,"<html><body><number>135</number> <b>aṅgúli</b> f. 'finger, toe' VS., ŚBr., <i>aṅgúri</i>- f. AV., <i>svaṅgurí</i>- RV. 2. <b>*aṅgūḍi-</b> [2 &lt; <i>*aṅguẓ-ḍi</i>- with <i>*aṅguṣ</i>- in <i>aṅguṣ-ṭhá</i>-, cf. H. Frisk Suffixales -i&gt;th- im Indogermanischen 17.]",
136,aŋgulī́ya,Indo-Aryan,<html><body><number>136</number> <b>aṅgulī́ya</b> m.n. 'finger-ring' R. [<smallcaps>aṅgúli</smallcaps>-],
137,aŋguṣṭʰá,Indo-Aryan,"<html><body><number>137</number> <b>aṅguṣṭhá-,</b> <i>°gú°</i> m. 'thumb' ĀśvGr̥., 'big toe' KātyŚr. [<i>aṅgu-ṣ-ṭhá</i>-, cf. <i>*aṅgu-ẓ-ḍi</i>- and <smallcaps>aṅgú-li</smallcaps>-]",
138,aŋguṣṭʰya,Indo-Aryan,<html><body><number>138</number> <b>aṅguṣṭhya</b> 'pertaining to thumb or big toe'. 2. <b>*aṅguṣṭhiya-.</b> [<smallcaps>aṅguṣṭhá</smallcaps>-],
139,aŋgōñcʰa,Indo-Aryan,"<html><body><number>139</number> <b>aṅgōñcha</b> m., <i>aṅgōñchana</i>- n. 'towel' lex. [Poss. <smallcaps>áṅga-¹, uñchá</smallcaps>- m. 'gleaning esp. of single grains' (for   meaning 'sweeping together, wiping' cf. development of meaning under <smallcaps>úñchati</smallcaps> and <smallcaps>prōñchati</smallcaps>). But N. Bi. H. point to MIA. <i>*aṅga-u{ñ}cha</i>- (with <i>aṅgōñcha</i>- as late Sanskritization), poss. a MIA. form with *-<i>vuñcha</i>- anal. replacing <i>puñcha</i>- &lt; <i>prōñcha</i>- (as suggested by Platts UD s.v. and P. Tedesco JAOS 77. 195). In either case loss of second nasal, through dissimilation, was early (contrast <smallcaps>úñchati, prōñchati</smallcaps>). In any case Bloch LM 286 wrongly &lt; <i>aṅgavastra</i>.]",
140,*acaṣṭa,Indo-Aryan,<html><body><number>140</number> <b>*acaṣṭa</b> 'untasted'. [*<smallcaps>caṣṭa-: √*cakṣ</smallcaps>²],
141,*acca,Indo-Aryan,<html><body><number>141</number> <b>*acca</b> 'sudden shock'. 2. <b>*accakka-.</b>,
142,accʰa,Indo-Aryan,"<html><body><number>142</number> <b>accha</b>¹ 'clear, transparent' Suśr. [Poss. 'shadowless' cf. <i>acchāyá</i>- RV. Neither <i>*r̥kṣa</i>- (Mayrhofer EWA i 22) nor <i>ā̆rca</i>- (P. Tedesco JAOS 77, 197) are phonet. satisfactory.]",
143,*accʰādana,Indo-Aryan,<html><body><number>143</number> <b>*acchādana</b> 'without covering'. [<smallcaps>chādana</smallcaps>-],
144,accʰidat,Indo-Aryan,"<html><body><number>144</number> <b>acchidat</b> 3 sg. aor. ind. 'has cut' Pāṇ., subj. <i>chidat{i}</i> ŚBr. [√<smallcaps>chid</smallcaps>]",
145,ajá,Indo-Aryan,"<html><body><number>145</number> <b>ajá</b> m. 'goat', <i>ajā́</i>- f. RV., <i>ajakā</i>-, -<i>ikā</i>- f. 'small or young goat' Pāṇ.",
146,*ajakaṭa,Indo-Aryan,<html><body><number>146</number> <b>*ajakaṭa</b> m. 'flock of goats'. [,
147,ajakarṇa,Indo-Aryan,"<html><body><number>147</number> <b>ajakarṇa</b> m. 'a goat's ear' KātyŚr., 'the tree Terminalia alata tomentosa' Suśr., <i>°aka</i>- m. 'the tree Shorea robusta' lex. [<smallcaps>ajá-, kárṇa</smallcaps>-]",
148,ajagará,Indo-Aryan,"<html><body><number>148</number> <b>ajagará</b> m. 'boa constrictor' AV. [<smallcaps>ajá-, gará</smallcaps>-]",
149,*ajanikā,Indo-Aryan,"<html><body><number>149</number> <b>*ajanikā</b> 'she-goat', or <b>*ajānī-</b>? [<smallcaps>ajá</smallcaps>-]",
150,*ajapaṣṭʰa,Indo-Aryan,"<html><body><number>150</number> <b>*ajapaṣṭha</b> 'young goat'. [<smallcaps>ajá-, *paṣṭha</smallcaps>-]",
151,ajapālá,Indo-Aryan,"<html><body><number>151</number> <b>ajapālá</b> m. 'goatherd' VS. [<smallcaps>ajá-, pālá</smallcaps>-]",
152,ajamōda,Indo-Aryan,"<html><body><number>152</number> <b>ajamōda</b> m.,-<i>ā</i>-, -<i>ikā</i>- f. 'carroway, parsley, Ligusticum ajwaen' Suśr. [Pop. etym. <smallcaps>ajá-, mōda</smallcaps>-: cf. <smallcaps>ajāji-, yavānī</smallcaps>-]",
153,ajarā,Indo-Aryan,"<html><body><number>153</number> <b>ajarā</b> f. 'Aloe perfoliata, Argyreia speciosa' lex. [Cf. <i>ajāgara</i>- m. 'Eclipta or Verbesina prostrata']",
154,*ajavāṭa,Indo-Aryan,"<html><body><number>154</number> <b>*ajavāṭa</b> m. 'goat-pen'. [<smallcaps>ajá-, vāṭa</smallcaps>-¹: with EH. -<i>r</i>- &lt; -<i>ṭ</i>- rather than &lt; -<i>vāra</i>-]",
155,ajavītʰi,Indo-Aryan,"<html><body><number>155</number> <b>ajavīthi</b> f. 'path of the constellation Aries' Yājñ. [<smallcaps>ajá-, vīthi</smallcaps>-]",
156,ajāji,Indo-Aryan,"<html><body><number>156</number> <b>ajājĭ̄</b> f. 'Cuminum cyminum, Ficus oppositifolia, Nigella indica' Suśr. [Cf. <smallcaps>ajamōda-, yavānī</smallcaps>-]",
157,ajānant,Indo-Aryan,<html><body><number>157</number> <b>ajānant</b> 'not knowing'. [<smallcaps>jā́nant-: √jñā</smallcaps>] MW.,
158,ajína,Indo-Aryan,<html><body><number>158</number> <b>ajína</b> n. 'skin of esp. the black antelope used by ascetics' AV. [<smallcaps>ajá</smallcaps>-],
159,*ajr̩ta,Indo-Aryan,"<html><body><number>159</number> <b>*ajr̥ta</b> 'undigested'. [Cf. <i>jīryatē</i> 'is digested' Yājñ., <i>ajīrṇa</i>- 'undigested' Mn., <i>ajīrti</i>- f. 'indigestibleness': √<smallcaps>jr̥̄</smallcaps>]",
160,ajña,Indo-Aryan,"<html><body><number>160</number> <b>ajña</b> 'ignorant, foolish' Mn., <i>ajñakā</i>-, -<i>ikā</i>- f. 'ignorant woman' Pāṇ. [√<smallcaps>jñā</smallcaps>]",
161,ájñāta,Indo-Aryan,<html><body><number>161</number> <b>ájñāta</b> 'unknown' RV. [<smallcaps>jñātá-: √jñā</smallcaps>],
162,ajñānin,Indo-Aryan,"<html><body><number>162</number> <b>ajñānin-,</b> f. -<i>inī</i> 'ignorant, unwise' MW. [<smallcaps>jñā́na-: √jñā</smallcaps>]",
163,*ajya,Indo-Aryan,<html><body><number>163</number> <b>*ajya</b> 'flock of goats'. [<smallcaps>ajá</smallcaps>-],
164,*ajvara,Indo-Aryan,<html><body><number>164</number> <b>*ajvara</b> 'free from fever'. [<smallcaps>jvará</smallcaps>-],
165,*añca,Indo-Aryan,<html><body><number>165</number> <b>*añca</b> 'curve'. [Cf. <i>rōmāñca</i>- m. 'thrill of the hair': √<smallcaps>añc</smallcaps>],
166,áñcati,Indo-Aryan,"<html><body><number>166</number> <b>áñcati</b> 'bends' ŚBr., <b>ā́ñcati</b> 'bends, curves' AV. [√<smallcaps>añc</smallcaps>]",
167,añcana,Indo-Aryan,<html><body><number>167</number> <b>añcana</b> n. 'bending' Nir. [√<smallcaps>añc</smallcaps>],
168,añcala,Indo-Aryan,<html><body><number>168</number> <b>añcala</b> m.n. 'border or end of a garment' Pañcat. [√<smallcaps>añc</smallcaps>],
169,añjáti,Indo-Aryan,"<html><body><number>169</number> <b>añjáti</b> ~ <i>anákti</i> 'anoints, smears, decorates' RV.; or <i>*āñjati</i> ~ <i>ā́nakti</i> AV. [√<smallcaps>añj</smallcaps>]",
170,añjana,Indo-Aryan,"<html><body><number>170</number> <b>añjana</b> n. 'anointing, ointment' ĀśvŚr. [√<smallcaps>añj</smallcaps>]",
171,añjalí,Indo-Aryan,<html><body><number>171</number> <b>añjalí</b> m. 'the hollowed hands placed together' ŚBr.,
172,áñjas,Indo-Aryan,"<html><body><number>172</number> <b>áñjas</b> n. 'ointment, mixture' RV. [√<smallcaps>añj</smallcaps>]",
173,*añjita,Indo-Aryan,<html><body><number>173</number> <b>*añjita</b> 'anointed'. [Cf. <i>añjayati</i> ĀśvŚr.: √<smallcaps>añj</smallcaps>],
174,añjīra,Indo-Aryan,<html><body><number>174</number> <b>añjīra</b> m. 'fig-tree'. [← Pers. Mayrhofer EWA i 24],
175,aṭani,Indo-Aryan,"<html><body><number>175</number> <b>aṭani-,</b> -<i>ī</i>- f. 'notched extremity of a bow'. [i.e. supporter of the string ",
176,aṭaruṣa,Indo-Aryan,"<html><body><number>176</number> <b>aṭaruṣa</b> m. 'the shrub Justicia adhatoda' lex., <i>°rūṣaka</i>- m. Suśr.",
177,aṭavī,Indo-Aryan,<html><body><number>177</number> <b>aṭavī</b> f. 'forest' R.,
178,*aṭṭ,Indo-Aryan,"<html><body><number>178</number> <b>*aṭṭ</b>¹ 'contain, be contained, fit into'. [Poss. &lt; <i>ā́rta</i>-¹ '*brought', cf. <i>ā́-r̥ṇvati</i> 'brings, reaches, obtains' RV., despite <i>ă</i> of P.: √<smallcaps>r̥</smallcaps>]",
179,*aṭṭ,Indo-Aryan,"<html><body><number>179</number> <b>*aṭṭ</b>² 'obstruct, stop'. [Cf. *<smallcaps>aṭṭha-², *aḍ-, *aḍḍ</smallcaps>-: prob. ← Drav. see *<smallcaps>aḍ</smallcaps>-]",
180,aṭṭa,Indo-Aryan,"<html><body><number>180</number> <b>aṭṭa</b>² 'high', m. 'tower, watchtower' Kālid., <i>aṭṭaka</i>- m. 'tower' lex. [Non-aryan Mayrhofer EWA i 25]",
181,*aṭṭa,Indo-Aryan,<html><body><number>181</number> <b>*aṭṭa</b>³ 'bundle'. 2. <b>*aṇṭa-.</b> 3. <b>*aṭṭha-</b>¹. 4. <b>*aṇṭha-.</b>,
182,*aṭṭakk,Indo-Aryan,"<html><body><number>182</number> <b>*aṭṭakk</b> 'obstruct, stop'. [*<smallcaps>aṭṭ</smallcaps>-²]",
183,*aṭṭakkalā,Indo-Aryan,<html><body><number>183</number> <b>*aṭṭakkalā</b> 'guess'. [Poss. contains <i>kalā́</i>-: for first part cf. L. <i>aṭṭā-saṭṭā</i> m. 'rough guess' and *<smallcaps>aṇṭ</smallcaps>-],
184,aṭṭahāsa,Indo-Aryan,"<html><body><number>184</number> <b>aṭṭahāsa</b> m. 'loud laughter' Kālid. [<smallcaps>aṭṭa-², hāsa</smallcaps>-]",
185,aṭṭāla,Indo-Aryan,"<html><body><number>185</number> <b>aṭṭāla</b> m. 'watch-tower' R., <i>°laka</i>- m. MBh., <i>°likā</i>- f. 'palace'. [<smallcaps>aṭṭa</smallcaps>-²]",
186,*aṭṭʰa,Indo-Aryan,<html><body><number>186</number> <b>*aṭṭha</b>² 'gum'. 2. <b>*attha-.</b>,
187,*aḍ,Indo-Aryan,"<html><body><number>187</number> <b>*aḍ</b> 'obstruct, stop'. [Cf. *<smallcaps>aḍḍ-, *aṭṭ</smallcaps>-², poss. *<smallcaps>aṭṭha</smallcaps>-²",
188,*aḍḍ,Indo-Aryan,"<html><body><number>188</number> <b>*aḍḍ</b> 'obstruct, stop'. [← Drav., see *<smallcaps>aḍ</smallcaps>-]",
189,*aḍḍa,Indo-Aryan,<html><body><number>189</number> <b>*aḍḍa</b> 'transverse'. [Same as prec.,
190,aḍḍana,Indo-Aryan,<html><body><number>190</number> <b>aḍḍana</b> n. 'shield' lex. [Mayrhofer EWA i 25 connects with <smallcaps>aṭṭa</smallcaps>-²; perh. rather to *<smallcaps>aḍḍ</smallcaps>- 'obstruct'],
191,*aḍḍi,Indo-Aryan,"<html><body><number>191</number> <b>*aḍḍi</b> 'heel'. 2. <b>*aḍi-.</b> 3. <b>*ēḍḍi-.</b> 4. <b>*ēḍi-.</b> [J. Bloch BSOS v 738 ← Drav., cf. Tam. Kan. <i>aḍi</i>, Tel. <i>aḍugu</i> 'foot, footstep']",
192,áṇu,Indo-Aryan,<html><body><number>192</number> <b>áṇu</b>¹ m. 'the grain-plant Panicum miliaceum' VS. [Same as <smallcaps>aṇu</smallcaps>-² ?],
193,aṇu,Indo-Aryan,"<html><body><number>193</number> <b>aṇu</b>² 'fine, minute' Br̥ĀrUp.; <i>áṇvī</i>- f. 'epithet of the fingers preparing Soma-juice' RV., <i>aṇú</i> 'minutely' ŚBr.",
194,áṇuka,Indo-Aryan,"<html><body><number>194</number> <b>áṇuka</b> 'fine, minute' Suśr. [<smallcaps>aṇu</smallcaps>-²]",
195,*aṇuni,Indo-Aryan,<html><body><number>195</number> <b>*aṇuni</b> 'millet'. [Cf. <i>áṇu</i>-¹ NTS xii 156],
196,*aṇuvaṁśa,Indo-Aryan,"<html><body><number>196</number> <b>*aṇuvaṁśa</b> 'small share'. [<smallcaps>aṇu-², áṁśa</smallcaps>-]",
197,*aṇṭ,Indo-Aryan,"<html><body><number>197</number> <b>*aṇṭ</b> 'presume, be bold'. [Cf. *<smallcaps>aṭṭakkalā</smallcaps>-]",
198,atasī́,Indo-Aryan,<html><body><number>198</number> <b>atasī́</b> f. 'flax' Suśr. 2. <b>*tissi-.</b> [Cf. <i>atasá</i>- n. 'bush' RV.],
199,*atārita,Indo-Aryan,"<html><body><number>199</number> <b>*atārita</b> 'unrescued'. [Cf. <i>tārá</i>- m. 'rescuer' VS., <i>tārita</i>- 'ferried across' MBh.: √<smallcaps>tr̥̄</smallcaps>]",
200,áti,Indo-Aryan,"<html><body><number>200</number> <b>áti</b> 'beyond, over' RV.",
201,atikrámaṇa,Indo-Aryan,<html><body><number>201</number> <b>atikrámaṇa</b> n. 'act of passing over' ŚBr. [√<smallcaps>kram</smallcaps>],
202,átikramati,Indo-Aryan,<html><body><number>202</number> <b>átikramati</b> 'passes over' RV. [√<smallcaps>kram</smallcaps>],
203,átikrānta,Indo-Aryan,<html><body><number>203</number> <b>átikrānta</b> 'gone beyond' ŚBr. [√<smallcaps>kram</smallcaps>],
204,atikrāmayati,Indo-Aryan,"<html><body><number>204</number> <b>atikrāmayati</b> 'lets elapse, leaves unnoticed' R. [√<smallcaps>kram</smallcaps>]",
204a,*aticcʰardati,Indo-Aryan,<html><body><number>204a</number> †<b>*aticchardati</b> 'casts on'. [√<smallcaps>chr̥d</smallcaps>],
205,átitarati,Indo-Aryan,<html><body><number>205</number> <b>átitarati</b> 'crosses over' RV. [√<smallcaps>tr̥̄</smallcaps>],
206,*atipāra,Indo-Aryan,<html><body><number>206</number> <b>*atipāra</b> m. 'bringing across'. [Cf. <i>átipārayati</i> 'leads across' RV.: √<smallcaps>pr̥</smallcaps>,
207,*atipuṣṭa,Indo-Aryan,<html><body><number>207</number> <b>*atipuṣṭa</b> 'very fat'. [√<smallcaps>puṣ</smallcaps>],
208,atipraṇīta,Indo-Aryan,<html><body><number>208</number> <b>atipraṇīta</b> 'led beyond' ĀśvŚr. [√<smallcaps>nī</smallcaps>],
209,*atimahānt,Indo-Aryan,<html><body><number>209</number> <b>*atimahānt</b> 'very great'. [<smallcaps>mahat</smallcaps>-],
210,*atiyañcati,Indo-Aryan,<html><body><number>210</number> <b>*atiyañcati</b> 'pulls across'. [For <i>áti</i> with a verb 'to pull' cf. <i>atikarṣati</i> 'pulls (ploughshare)' Kauś.: √<smallcaps>añc</smallcaps>],
211,átirikta,Indo-Aryan,"<html><body><number>211</number> <b>átirikta</b> 'excessive' AV., 'left apart' R. 2. <b>*atirikṇa-.</b> [√<smallcaps>ric</smallcaps>]",
212,atirēka,Indo-Aryan,"<html><body><number>212</number> <b>atirēka-,</b> <i>atīrḗka</i>- m. 'surplus' ŚBr. [√<smallcaps>ric</smallcaps>]",
213,*ativr̩tta,Indo-Aryan,"<html><body><number>213</number> <b>*ativr̥tta</b> 'passed beyond'. [Cf. <i>ativivartayati</i> 'separates too far' RV.Prāt., <i>ativr̥tti</i>- f. 'excess' Pāṇ.Kāś.: √<smallcaps>vr̥t</smallcaps>¹]",
214,*atiśōdʰanī,Indo-Aryan,"<html><body><number>214</number> <b>*atiśōdhanī</b> 'broom'. [Cf. <i>śōdhanī</i>- f. 'broom', <i>°naka</i>- m. 'sweeper' Mr̥cch.: √<smallcaps>śudh</smallcaps>]",
215,*atiśōdʰi,Indo-Aryan,<html><body><number>215</number> <b>*atiśōdhi</b> 'cleaning'. [Cf. *<smallcaps>śōdhi-: √śudh</smallcaps>],
216,atiṣṭígʰam,Indo-Aryan,<html><body><number>216</number> <b>atiṣṭígham</b> 'so as to overwhelm' MaitrS. [√<smallcaps>stigh</smallcaps>],
217,atiṣṭʰā́,Indo-Aryan,<html><body><number>217</number> <b>atiṣṭhā́</b> '*jutting out' (f. 'superiority' ŚBr.) [<i>átitiṣṭhati</i> 'juts out or over' TBr.: √<smallcaps>sthā</smallcaps>],
218,*atiṣpʰāyatē,Indo-Aryan,"<html><body><number>218</number> <b>*atiṣphāyatē</b> 'swells, is complete, arrives'. [For semantic development cf. <smallcaps>sphā́yatē, *niṣphāyatē, pūryatē, prábhūta-: √sphāy</smallcaps>]",
219,atihr̩ta,Indo-Aryan,"<html><body><number>219</number> <b>atihr̥ta</b> 'added to'. [<i>átiharati</i> 'stands out above' ŚBr., Pa. <i>atiharati</i> 'brings over': √<smallcaps>hr̥</smallcaps>]",
220,atīta,Indo-Aryan,"<html><body><number>220</number> <b>atīta</b> 'gone by, past' MBh. Mn. [√<smallcaps>i</smallcaps>²]",
221,*atta,Indo-Aryan,"<html><body><number>221</number> <b>*atta</b>² 'father, grandfather'. 2. <b>*adda-.</b> [Cf. <smallcaps>attā</smallcaps>-]",
222,attā,Indo-Aryan,"<html><body><number>222</number> <b>attā</b> f. 'mother, mother's sister, elder sister' lex., <i>atti{kā}</i>-, <i>anti{kā}</i>- f. 'elder sister' lex. 2. <b>*addā-.</b> [← Drav. Tam. <i>attai</i> 'aunt, mother-in-law' T. Burrow BSOAS xii 366. Cf. *<smallcaps>atta</smallcaps>-²]",
223,atyadbʰuta,Indo-Aryan,<html><body><number>223</number> <b>atyadbhuta</b> 'very wonderful' VP. [<smallcaps>ádbhuta</smallcaps>-],
224,*atyākʰēṭyati,Indo-Aryan,<html><body><number>224</number> <b>*atyākhēṭyati</b> 'hunts' [<smallcaps>ākhēṭa</smallcaps>-],
225,*atyāgata,Indo-Aryan,<html><body><number>225</number> <b>*atyāgata</b> 'entered'. [√<smallcaps>gam</smallcaps>],
226,atyādʰāna,Indo-Aryan,<html><body><number>226</number> <b>atyādhāna</b> n. 'act of placing on' Pāṇ. [√<smallcaps>dhā</smallcaps>],
226a,*atyuṣati,Indo-Aryan,"<html><body><number>226a</number> †<b>*atyuṣati</b> 'burns'. 2. †<b>*atyōṣati</b>. 3. †<b>*atyuṣyatē</b> 'is burnt'. [Semant. rather than with Him.I 52 &lt; <i>cūṣati</i>: cf. <i>uṣṇánt</i>- RV., <i>ōṣati</i> Pāṇ., †*<smallcaps>atyuṣṇa</smallcaps>-, <i>átidahati</i> ŚBr., and †*<smallcaps>adhyuṣyatē: √vas</smallcaps>³]",
226b,*atyuṣṇa,Indo-Aryan,<html><body><number>226b</number> †<b>*atyuṣṇa-</b> 'very hot'. [<i>uṣṇá</i>- RV.: √<smallcaps>vas</smallcaps>³],
227,átyēti,Indo-Aryan,"<html><body><number>227</number> <b>átyēti</b> 'comes upon, goes by' RV., 'enters' MBh. 2. <b>*átiyēti.</b> [√<smallcaps>i</smallcaps>²]",
228,átra,Indo-Aryan,"<html><body><number>228</number> <b>átra,</b> -<i>ā</i> 'here' RV. [<smallcaps>a</smallcaps>-¹]",
229,*atrastʰa,Indo-Aryan,"<html><body><number>229</number> <b>*atrastha</b> 'situated here', cf. <smallcaps>tatrastha-. [átra, stha</smallcaps>-]",
230,átʰa,Indo-Aryan,"<html><body><number>230</number> <b>átha,</b> -<i>ā</i> 'then, and' RV. [<smallcaps>a</smallcaps>-¹]",
231,atʰavā,Indo-Aryan,"<html><body><number>231</number> <b>athavā</b> 'or' Mn. [<smallcaps>átha, vā</smallcaps>¹]",
232,*adati,Indo-Aryan,"<html><body><number>232</number> <b>*adati</b> 'eats'. [<i>átti</i> RV., <i>ādáyati</i> 'feeds' ŚBr., <i>adayati</i> ĀpŚr.: √<smallcaps>ad</smallcaps>]",
233,ádana,Indo-Aryan,<html><body><number>233</number> <b>ádana</b> n. 'eating' RV. [√<smallcaps>ad</smallcaps>],
234,*adapara,Indo-Aryan,"<html><body><number>234</number> <b>*adapara</b> 'devoted to eating'. [<smallcaps>ada-, para</smallcaps>-]",
235,*adinna,Indo-Aryan,"<html><body><number>235</number> <b>*adinna</b> 'not given'. [Cf. <i>ádatta</i>- 'not having given' AV., 'not given' Mn.: *<smallcaps>dinna</smallcaps>-]",
236,ádīrgʰa,Indo-Aryan,<html><body><number>236</number> <b>ádīrgha</b> 'not long'. [<smallcaps>dīrghá</smallcaps>-],
237,adr̩śya,Indo-Aryan,"<html><body><number>237</number> <b>adr̥śya</b> 'not to be seen' TUp. [Cf. <i>adrēśya</i>- s.v. *<smallcaps>dēkṣati: dr̥śya-, √dr̥ś</smallcaps>]",
238,adŕ̩ṣṭa,Indo-Aryan,"<html><body><number>238</number> <b>adŕ̥ṣṭa-,</b> or <i>á°</i> 'unseen' ŚBr. [<smallcaps>dr̥ṣṭá-, √dr̥ś</smallcaps>]",
239,addʰā́,Indo-Aryan,"<html><body><number>239</number> <b>addhā́</b> 'in this way, certainly' RV. [<smallcaps>a</smallcaps>-¹]",
240,ádbʰuta,Indo-Aryan,<html><body><number>240</number> <b>ádbhuta</b> (once <i>°tá</i>-) 'wonderful' RV. [Mayrhofer EWA i 547: √<smallcaps>dabh</smallcaps>],
241,admasád,Indo-Aryan,"<html><body><number>241</number> <b>admasád</b> m. 'guest at a meal', perh. 'fly' at RV. i 124, 4 K. F. Geldner Vedische Studien ii 179, but disputed by H. Oldenberg Vedaforschung 90. [<smallcaps>ádman-, √sad</smallcaps>-]",
242,adyá,Indo-Aryan,"<html><body><number>242</number> <b>adyá,</b> -<i>ā́</i> 'today' RV. [<smallcaps>a</smallcaps>-¹]",
243,adyāpi,Indo-Aryan,"<html><body><number>243</number> <b>adyāpi</b> 'even now, still now' R. [<smallcaps>adyá, ápi</smallcaps>]",
244,*adyāhnaḣ,Indo-Aryan,"<html><body><number>244</number> <b>*adyāhnaḥ</b> 'this very day'. [Cf. <i>idā́nīm</i> and <i>idā́ áhnaḥ</i> RV.: <smallcaps>adyá, áhar</smallcaps>-]",
245,adyaiva,Indo-Aryan,"<html><body><number>245</number> <b>adyaiva</b> 'even today'. [<smallcaps>adyá, ēvá</smallcaps>¹]",
245a,*adʰaōṣṭʰa,Indo-Aryan,"<html><body><number>245a</number> †<b>*adhaōṣṭha-</b> 'lower lip' (cf. <i>adharauṣṭha</i>- m. n. 'upper and lower lip, the lips' Kālid.) suggested by K. R. Norman (quoted by J. D. Smith Vīsaḷa 335). [<smallcaps>adháḥ, ṓṣṭha</smallcaps>-]",
246,adʰáḣ,Indo-Aryan,"<html><body><number>246</number> <b>adháḥ</b> 'below, under' RV.",
