Cell_Key,PDF_Page,Printed_Page,Row,Item,List_Key,Scope,Language_ID,Dialect_ID,Manual_Gloss,Manual_Form,Cell_Status,Confidence,Review_Method,Status,Reason,Citation,Entry_Key,Integration_Status,Integration_Reason
kurumba2012:tamil_madras:i064,219,214,14,64,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,head,ʈʌla',attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 64 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 64, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i064,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i065,219,214,15,65,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,face,mugʌm,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 65 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 65, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i065,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i066,219,214,16,66,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,forehead,netrɪ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 66 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 66, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i066,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i067,219,214,17,67,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,hair,mʌjɪr,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 67 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 67, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i067,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i068,219,214,18,68,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,body hair,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.219 / printed p.214 / item 68 / Tamil; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 214, item 68, list Standard Tamil, Madras]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:tamil_madras:i069,219,214,19,69,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,eye,kʌn,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 69 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 69, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i069,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i070,219,214,20,70,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,nose,mu:kku,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 70 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 70, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i070,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i071,219,214,21,71,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,mouth,va',attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 71 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 71, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i071,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i072,219,214,22,72,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,lip,wuɖʌɖu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 72 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 72, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i072,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i073,219,214,23,73,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,tooth,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.219 / printed p.214 / item 73 / Tamil; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 214, item 73, list Standard Tamil, Madras]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:tamil_madras:i074,219,214,24,74,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,tongue,nakku,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 74 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 74, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i074,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i075,219,214,25,75,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,ear,kadu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.219 / printed p.214 / item 75 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 214, item 75, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i075,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i076,220,215,1,76,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,neck,kuɭuʈʈu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 76 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 76, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i076,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i077,220,215,2,77,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,throat,ʈoɳɖa',attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 77 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 77, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i077,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i078,220,215,3,78,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,shoulder,ʈoɭ,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 78 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 78, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i078,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i079,220,215,4,79,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,back,muɖugu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 79 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 79, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i079,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i080,220,215,5,80,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,rib,vɪla,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 80 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 80, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i080,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i081,220,215,6,81,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,chest,mʌrbu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 81 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 81, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i081,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i082,220,215,7,82,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,breast,mʌrbu,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 82 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 82, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i082,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i083,220,215,8,83,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,milk,pal,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 83 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 83, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i083,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i084,220,215,9,84,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,arm,ka',attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 84 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 84, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i084,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i085,220,215,10,85,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,"arm, upper",,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.220 / printed p.215 / item 85 / Tamil; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 215, item 85, list Standard Tamil, Madras]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:tamil_madras:i086,220,215,11,86,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,hand,,blank,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,missing,physical PDF p.220 / printed p.215 / item 86 / Tamil; four printed dashes confirmed in enlarged 450/900 dpi rendered cell,"blairetal2012kurumba[Appendix C, printed p. 215, item 86, list Standard Tamil, Madras]",,excluded_blank_control,printed dash in a comparison-control list
kurumba2012:tamil_madras:i087,220,215,12,87,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,palm,uɭɭʌŋka',attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 87 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 87, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i087,excluded_control,comparison-control attestation retained audit-only
kurumba2012:tamil_madras:i088,220,215,13,88,tamil_madras,control,Tamil,sil-kurumba-1985-tamil-madras,finger,vɪrʌl,attested,high,manual visual transcription from rendered source scan; OCR used only as locator/comparison scaffold,staged,physical PDF p.220 / printed p.215 / item 88 / Tamil; read directly from enlarged 450/900 dpi rendered cell; source notation retained diplomatically,"blairetal2012kurumba[Appendix C, printed p. 215, item 88, list Standard Tamil, Madras]",kurumba2012-tamil_madras-i088,excluded_control,comparison-control attestation retained audit-only
