entry_key	item	site_code	manual_variant_rank	role	source_variety	language_id	dialect_id	status	form	visible_base	gloss	group	physical_page	printed_page	evidence_sha256	manual_note	disposition	reason
silkochbd2011:i015:m:1	15	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	haʔ		soil/ground	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i015:0:1	15	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	maʈi		soil/ground	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i016:b:1	16	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	haʔdilɛka / kadoŋ		mud	2 | 3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	staged_target	resolved Koch target-site attestation
silkochbd2011:i016:c:1	16	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	haʔdilɛka / kadoŋ		mud	2 | 3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	staged_target	resolved Koch target-site attestation
silkochbd2011:i016:q:1	16	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	hadlika		mud	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i016:r:1	16	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	haʔdilɛka / kadoŋ		mud	2 | 3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Exact repeated source response printed again under similarity group 3; preserve the repeated group in the conceptual-cell audit.	staged_target	resolved Koch target-site attestation
silkochbd2011:i016:l:1	16	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	doba		mud	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i016:m:1	16	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	doba		mud	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i016:0:1	16	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	kada		mud	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i017:b:1	17	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	hapu		dust	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i017:c:1	17	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	ambiguous		haput	dust	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	A small upper-right corner-like modifier follows final t; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i017:q:1	17	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	haʃɛŋ		dust	5	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i017:r:1	17	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	ambiguous		haput	dust	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	A small upper-right corner-like modifier follows final t; its value is not inferred.	excluded_ambiguous	visible base retained but an unresolved modifier is not inferred
silkochbd2011:i017:l:1	17	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	habukʰu		dust	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i017:m:1	17	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	hadula		dust	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i017:0:1	17	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	dʰula		dust	4	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i018:b:1	18	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	loŋtʰai̯		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i018:c:1	18	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	loŋtʰai̯		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i018:q:1	18	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	loŋtʰɛŋ		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i018:r:1	18	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	loŋtʰai̯		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i018:l:1	18	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	roŋtʰai̯		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i018:m:1	18	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	roŋtʰai̯		stone	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i018:0:1	18	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	patʰor		stone	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i019:b:1	19	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	hasɛŋ		sand	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i019:c:1	19	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	hatʃɛŋ		sand	1 | 2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Exact repeated source response printed again under similarity group 2; preserve the repeated group in the conceptual-cell audit.	staged_target	resolved Koch target-site attestation
silkochbd2011:i019:q:1	19	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	haʃɛŋ		sand	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i019:r:1	19	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	hasɛŋ		sand	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i019:l:1	19	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	hatʃɛŋ		sand	1 | 2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Exact repeated source response printed again under similarity group 2; preserve the repeated group in the conceptual-cell audit.	excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i019:m:1	19	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	hanʔtʃɛŋ		sand	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i019:0:1	19	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	bali		sand	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i020:b:1	20	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i020:c:1	20	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i020:q:1	20	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i020:r:1	20	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i020:l:1	20	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i020:m:1	20	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i020:0:1	20	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	ʃona		gold	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i021:b:1	21	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i021:c:1	21	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i021:q:1	21	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i021:r:1	21	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i021:l:1	21	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i021:m:1	21	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i021:0:1	21	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	rupa		silver	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i022:b:1	22	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	tai̯ni		today	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i022:c:1	22	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	tai̯ni		today	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i022:q:1	22	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	tini		today	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i022:r:1	22	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	tai̯ni		today	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i022:l:1	22	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	taan		today	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i022:m:1	22	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	tani		today	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i022:0:1	22	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	adʒ		today	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i023:b:1	23	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	mui̯ja		yesterday	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i023:c:1	23	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	mui̯ja		yesterday	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i023:q:1	23	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ganɛkai̯		yesterday	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i023:r:1	23	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	mui̯ja		yesterday	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i023:l:1	23	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	blank			yesterday	0	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Printed `no entry`.	excluded_blank	printed no-entry cell
silkochbd2011:i023:m:1	23	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	mɨja		yesterday	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i023:0:1	23	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	gɔtokal / kalke		yesterday	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i024:b:1	24	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	gɛnɛ		tomorrow	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i024:c:1	24	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	gɛnɛ		tomorrow	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i024:q:1	24	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	oi̯dina		tomorrow	4	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i024:r:1	24	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	gɛnɛ		tomorrow	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i024:l:1	24	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	blank			tomorrow	0	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a	Printed `no entry`.	excluded_blank	printed no-entry cell
silkochbd2011:i024:m:1	24	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	hanɛp		tomorrow	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i024:0:1	24	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	agamikal		tomorrow	3	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i025:b:1	25	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	hatai̯		week	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i025:c:1	25	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	hatai̯		week	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i025:q:1	25	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	ʃɔpta		week	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i025:r:1	25	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	ʃɔpta		week	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i025:l:1	25	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	ʃɔpta		week	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i025:m:1	25	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	ʃɔpta		week	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i025:0:1	25	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	ʃɔpta		week	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i026:b:1	26	b	1	target	Tintekiya Koch	Koch	kochbd2011-b-nokshi	attested	maʃ		month	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i026:c:1	26	c	1	target	Tintekiya Koch	Koch	kochbd2011-c-kholchanda	attested	maʃ		month	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i026:q:1	26	q	1	target	Chapra Koch	Koch	kochbd2011-q-uttor-nokshi	attested	maʃ		month	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i026:r:1	26	r	1	target	Tintekiya Koch	Koch	kochbd2011-r-chandabhoi	attested	maʃ		month	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		staged_target	resolved Koch target-site attestation
silkochbd2011:i026:l:1	26	l	1	control	A’tong	Garo	kochbd2011-l-bharatpur	attested	dʒa		month	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i026:m:1	26	m	1	control	A’tong	Garo	kochbd2011-m-nalchapra	attested	dʒa		month	1	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
silkochbd2011:i026:0:1	26	0	1	control	Standard Bangla	B	kochbd2011-0-bangla	attested	maʃ		month	2	44	43	9130020f377bfb4fe457bb9f566ce8a06dfa3bd2ab69c5e71a8da3cd85ef8d4a		excluded_control	A’tong or standard Bangla comparison form retained audit-only
