Item	Gloss	Site	Response	Group	PDF_Page	Printed_Page	Column	Raw_OCR	Palakkad_Kunjapana_Control	Transcription	Review	Uncertainty
96	younger brother	MAV	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	ANA	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	BOO	1	1	42	37	1	tamma	tʌ̪ mmʌ	t̪ʌmmʌ	reviewed	source-raster-coronal
96	younger brother	THA	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
96	younger brother	NEL	1	1	42	37	1	tambi	tʌ̪ mmʌ	t̪ʌmbi	reviewed	source-raster-coronal
97	older sister	KUN	1	1	42	37	1	akke	ʌkke	ʌkke	reviewed	
97	older sister	KOL	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	CHE	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	KIL	1	1	42	37	1	akke	ʌkke	ʌkke	reviewed	
97	older sister	MET	1	2	42	37	1	akketSi	ʌkke	ʌkketʃi	reviewed	source-raster-affricate
97	older sister	CHO	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	MAV	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	ANA	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	BOO	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	THA	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
97	older sister	NEL	1	1	42	37	1	akka	ʌkke	ʌkkʌ	reviewed	
98	younger sister	KUN	1	1	42	37	1	tange	tʌ̪ ŋge	t̪ʌŋge	reviewed	source-raster-coronal
98	younger sister	KOL	1	2	42	37	1	tangatSsi	tʌ̪ ŋge	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
98	younger sister	CHE	1	1	42	37	1	tange	tʌ̪ ŋge	t̪ʌŋge	reviewed	source-raster-coronal
98	younger sister	KIL	1	1	42	37	1	tange	tʌ̪ ŋge	t̪ʌŋge	reviewed	source-raster-coronal
98	younger sister	MET	1	2	42	37	1	tangetsi	tʌ̪ ŋge	t̪ʌŋgetʃi	reviewed	source-raster-coronal; source-raster-affricate
98	younger sister	CHO	1	1	42	37	1	tange	tʌ̪ ŋge	t̪ʌŋge	reviewed	source-raster-coronal
98	younger sister	MAV	1	1	42	37	1	tange	tʌ̪ ŋge	t̪ʌŋge	reviewed	source-raster-coronal
98	younger sister	ANA	1	1	42	37	1	tanga	tʌ̪ ŋge	t̪ʌŋgʌ	reviewed	source-raster-coronal
98	younger sister	BOO	1	1	42	37	1	tonga	tʌ̪ ŋge	t̪oŋgʌ	reviewed	source-raster-coronal
98	younger sister	THA	1	2	42	37	1	tangatsi	tʌ̪ ŋge	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
98	younger sister	NEL	1	2	42	37	1	tangatsi	tʌ̪ ŋge	t̪ʌŋgʌtʃi	reviewed	source-raster-coronal; source-raster-affricate
99	son	KUN	1	2,3	42	37	2	maga	mʌgʌ	mʌgʌ	reviewed	
99	son	KOL	1	2,3	42	37	2	maga	mʌgʌ	mʌgʌ	reviewed	
99	son	CHE	1	1,2	42	37	2	mahe	mʌgʌ	mʌhe	reviewed	
99	son	KIL	1	2,3	42	37	2	mage	mʌgʌ	mʌge	reviewed	
99	son	MET	1	2,3	42	37	2	maga	mʌgʌ	mʌgʌ	reviewed	
99	son	CHO	1	5	42	37	2	manga	mʌgʌ	mʌŋgʌ	reviewed	
99	son	MAV	1	5	42	37	2	manga	mʌgʌ	mʌŋgʌ	reviewed	
99	son	ANA	1	5	42	37	2	manga	mʌgʌ	mʌŋgʌ	reviewed	
99	son	BOO	1	5	42	37	2	manga	mʌgʌ	mʌŋgʌ	reviewed	
99	son	THA	1	1,2	42	37	2	maha	mʌgʌ	mʌhʌ	reviewed	
99	son	NEL	1	7	42	37	2	pa‘ jan	mʌgʌ	pʌɪ jʌn	reviewed	source-raster-legacy-glyph-ɪ
100	daughter	KUN	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	KOL	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	CHE	1	4	42	37	2	pode	mʌgɑ	poɖɛ	reviewed	source-raster-coronal
100	daughter	KIL	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	MET	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	CHO	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	MAV	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	ANA	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	BOO	1	2,3	42	37	2	maga	mʌgɑ	mʌgʌ	reviewed	
100	daughter	THA	1	3	42	37	2	maha	mʌgɑ	mʌhʌ	reviewed	
100	daughter	NEL	1	3	42	37	2	maha	mʌgɑ	mʌhʌ	reviewed	
101	husband	KUN	1	1	42	37	2	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	KOL	1	1	42	37	2	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	CHE	1	2	42	37	2	bave	aːɭə	bʌʋɛ	reviewed	
101	husband	KIL	1	1	42	37	2	ale	aːɭə	ʌɭɛ	reviewed	source-raster-coronal
101	husband	MET	1	1	42	37	2	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	CHO	1	1	42	37	3	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	MAV	1	1	42	37	3	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	ANA	1	1	42	37	3	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	BOO	1	3	42	37	3	ganda	aːɭə	gʌɳɖʌ	reviewed	source-raster-coronal
101	husband	THA	1	1	42	37	3	ala	aːɭə	ʌɭʌ	reviewed	source-raster-coronal
101	husband	NEL	1	4	42	37	3	pusuSa	aːɭə	pusuʃʌ	reviewed	
102	wife	KUN	1	1	42	37	3	pend	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	KOL	1	1	42	37	3	pends	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	CHE	1	1	42	37	3	pends	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	KIL	1	1	42	37	3	pondé	pɛɳɖɨ	poɳɖɨ	reviewed	source-raster-coronal
102	wife	MET	1	1	42	37	3	pend	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	CHO	1	1	42	37	3	pend:	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	MAV	1	1	42	37	3	pendu	pɛɳɖɨ	peɳɖu	reviewed	source-raster-coronal
102	wife	ANA	1	1	42	37	3	pendé	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	BOO	1	4	42	37	3	equtti	pɛɳɖɨ	eɖuʈʈi	reviewed	source-raster-coronal
102	wife	THA	1	1	42	37	3	pend:	pɛɳɖɨ	peɳɖɨ	reviewed	source-raster-coronal
102	wife	NEL	1	2	42	37	3	pondati	pɛɳɖɨ	poɳɖʌt̪i	reviewed	source-raster-coronal
103	boy	KUN	1	1	42	37	3	pa'é	aːɳɨmʌ	pʌɪɛ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-vowel
103	boy	KOL	1	3,4	42	37	3	maga	aːɳɨmʌ	mʌgʌ	reviewed	
103	boy	CHE	1	5	42	37	3	pilla	aːɳɨmʌ	piɭɭʌ	reviewed	source-raster-coronal
103	boy	KIL	1	6	42	37	3	orme	aːɳɨmʌ	oɾmɛ	reviewed	
103	boy	MET	1	1	42	37	3	pa‘ ja	aːɳɨmʌ	pʌɪ jʌ	reviewed	source-raster-legacy-glyph-ɪ
103	boy	CHO	1	3	42	37	3	mugaA	aːɳɨmʌ	mugʌ	reviewed	
103	boy	MAV	1	4	42	37	3	manga	aːɳɨmʌ	mʌŋgʌ	reviewed	
103	boy	ANA	1	4	42	37	3	manga	aːɳɨmʌ	mʌŋgʌ	reviewed	
103	boy	BOO	1	7	42	37	3	gandé	aːɳɨmʌ	gʌɳɖɨ	reviewed	source-raster-coronal
103	boy	THA	1	8	42	37	3	anima	aːɳɨmʌ	ʌɳimʌ	reviewed	source-raster-coronal
103	boy	NEL	1	1	42	37	3	pa‘ jan	aːɳɨmʌ	pʌɪ jʌn	reviewed	source-raster-legacy-glyph-ɪ
104	girl	KUN	1	1	43	38	1	prila	pɛɳɨpod̪ɨ	piɭɭʌ	reviewed	source-raster-coronal
104	girl	KOL	1	3	43	38	1	maga	pɛɳɨpod̪ɨ	mʌgʌ	reviewed	
104	girl	CHE	1	4	43	38	1	pode	pɛɳɨpod̪ɨ	poɖe	reviewed	source-raster-coronal
104	girl	KIL	1	3	43	38	1	maga	pɛɳɨpod̪ɨ	mʌgʌ	reviewed	
104	girl	MET	1	1	43	38	1	prlle	pɛɳɨpod̪ɨ	piɭɭe	reviewed	source-raster-coronal
104	girl	CHO	1	3	43	38	1	muga	pɛɳɨpod̪ɨ	mugʌ	reviewed	
104	girl	MAV	1	4	43	38	1	pude	pɛɳɨpod̪ɨ	puɖe	reviewed	source-raster-coronal
104	girl	ANA	1	1	43	38	1	prlla	pɛɳɨpod̪ɨ	piɭɭʌ	reviewed	source-raster-coronal
104	girl	BOO	1	5	43	38	1	enni	pɛɳɨpod̪ɨ	ɛɳɳɨ	reviewed	source-raster-coronal
104	girl	THA	1	2	43	38	1	pettaprlla	pɛɳɨpod̪ɨ	peʈʈʌpiɭɭʌ	reviewed	source-raster-coronal
104	girl	NEL	1	1	43	38	1	pulla	pɛɳɨpod̪ɨ	puɭɭʌ	reviewed	source-raster-coronal
105	day	KUN	1	1	43	38	1	pakal	n̪ɑɭɨ	pʌkʌl	reviewed	
105	day	KOL	1	1	43	38	1	pagal	n̪ɑɭɨ	pʌgʌl	reviewed	
105	day	CHE	1	1,4	43	38	1	pahalé	n̪ɑɭɨ	pʌhʌlɨ	reviewed	
105	day	KIL	1	1,4	43	38	1	pagal:	n̪ɑɭɨ	pʌgʌlɨ	reviewed	
105	day	MET	1	1,4	43	38	1	pagali	n̪ɑɭɨ	pʌgʌlɨ	reviewed	
105	day	CHO	1	1	43	38	1	pahal	n̪ɑɭɨ	pʌhʌl	reviewed	
105	day	MAV	1	1	43	38	1	pagal	n̪ɑɭɨ	pʌgʌl	reviewed	
105	day	ANA	1	3	43	38	1	ora	n̪ɑɭɨ	oɾʌ	reviewed	
105	day	BOO	1	2	43	38	1	ottara	n̪ɑɭɨ	oʈʈʌɾʌ	reviewed	source-raster-coronal
105	day	THA	1	1	43	38	1	pakal	n̪ɑɭɨ	pʌkʌl	reviewed	
105	day	NEL	1	1,4	43	38	1	pahalé	n̪ɑɭɨ	pʌhʌlɨ	reviewed	
106	night	KUN	1	1	43	38	1	rcapodé	dʒamʌ	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	night	KOL	1	1	43	38	1	rapodé	dʒamʌ	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	night	CHE	1	1	43	38	1	rapod4	dʒamʌ	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	night	KIL	1	2	43	38	1	jama	dʒamʌ	jʌmʌ	reviewed	
106	night	MET	1	1	43	38	1	rcapodi	dʒamʌ	ɾʌpoɖɨ	reviewed	source-raster-coronal
106	night	CHO	1	3	43	38	1	ravi	dʒamʌ	ɾʌʋɨ	reviewed	
106	night	MAV	1	11	43	38	1	rapodgu	dʒamʌ	ɾʌpoɖu	reviewed	source-raster-coronal
106	night	MAV	2	3	43	38	1	rave	dʒamʌ	ɾʌʋe	reviewed	
106	night	ANA	1	3	43	38	1	ravé	dʒamʌ	ɾʌʋɨ	reviewed	
106	night	BOO	1	4	43	38	1	sandanattu	dʒamʌ	sʌɳɖʌnʌʈʈu	reviewed	source-raster-coronal
106	night	THA	1	5	43	38	1	cutté	dʒamʌ	ɾuʈʈɨ	reviewed	source-raster-coronal
106	night	NEL	1	6	43	38	1	ratri	dʒamʌ	ɾʌt̪ɾi	reviewed	source-raster-coronal
107	morning	KUN	1	1	43	38	2	cave	ɾɑʋe	ɾʌʋɛ	reviewed	
107	morning	KOL	1	1	43	38	2	rave	ɾɑʋe	ɾʌʋe	reviewed	
107	morning	CHE	1	1	43	38	2	rave	ɾɑʋe	ɾʌʋɛ	reviewed	
107	morning	KIL	1	1	43	38	2	rave	ɾɑʋe	ɾʌʋe	reviewed	
107	morning	MET	1	2	43	38	2	rcavepod:	ɾɑʋe	ɾʌʋepoɖɨ	reviewed	source-raster-coronal
107	morning	CHO	1	3	43	38	2	oramé	ɾɑʋe	oɾʌmɨ	reviewed	
107	morning	MAV	1	3	43	38	2	orame	ɾɑʋe	oɾʌme	reviewed	
107	morning	ANA	1	5	43	38	2	endalike	ɾɑʋe	eɳɖʌlike	reviewed	source-raster-coronal
107	morning	BOO	1	4	43	38	2	ottunanda	ɾɑʋe	oʈʈunʌɳɖʌ	reviewed	source-raster-coronal
107	morning	THA	1	6	43	38	2	kalame	ɾɑʋe	kʌlʌme	reviewed	
107	morning	NEL	1	6	43	38	2	Kalame	ɾɑʋe	kʌlʌme	reviewed	
108	noon	KUN	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	KOL	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	CHE	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	KIL	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	MET	1	1	43	38	2	madina	mʌd̪d̪ɪnʌ	mʌɖinʌ	reviewed	source-raster-coronal
108	noon	CHO	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	MAV	1	1	43	38	2	madena	mʌd̪d̪ɪnʌ	mʌɖenʌ	reviewed	source-raster-coronal
108	noon	ANA	1	1,2	43	38	2	madjana	mʌd̪d̪ɪnʌ	mʌɖjʌnʌ	reviewed	source-raster-coronal
108	noon	BOO	1	4	43	38	2	annadiganta	mʌd̪d̪ɪnʌ	ʌɳɳʌɖɨgʌnt̪ʌ	reviewed	source-raster-coronal
108	noon	THA	1	1	43	38	2	maddina	mʌd̪d̪ɪnʌ	mʌɖɖinʌ	reviewed	source-raster-coronal
108	noon	NEL	1	1	43	38	2	madina	mʌd̪d̪ɪnʌ	mʌɖinʌ	reviewed	source-raster-coronal
109	evening/afternoon	KUN	1	1	43	38	2	jama	ʌlʊgɨneɾʌ	jʌmʌ	reviewed	
109	evening/afternoon	KOL	1	2	43	38	2	aluganera	ʌlʊgɨneɾʌ	ʌlugʌneɾʌ	reviewed	
109	evening/afternoon	CHE	1	3	43	38	2	algapodé	ʌlʊgɨneɾʌ	ʌlgʌpoɖɨ	reviewed	source-raster-coronal
109	evening/afternoon	KIL	1	2,3	43	38	2	alugapodé	ʌlʊgɨneɾʌ	ʌlugʌpoɖɨ	reviewed	source-raster-coronal
109	evening/afternoon	MET	1	3	43	38	2	algapod4	ʌlʊgɨneɾʌ	ʌlgʌpoɖɨ	reviewed	source-raster-coronal
109	evening/afternoon	CHO	1	4	43	38	3	sande	ʌlʊgɨneɾʌ	sʌɳɖe	reviewed	source-raster-coronal
109	evening/afternoon	MAV	1	6	43	38	3	sangala	ʌlʊgɨneɾʌ	sʌŋgʌlʌ	reviewed	
109	evening/afternoon	ANA	1	6	43	38	3	Sankala	ʌlʊgɨneɾʌ	sʌŋkʌlʌ	reviewed	
109	evening/afternoon	BOO	1	5	43	38	3	sandanattu	ʌlʊgɨneɾʌ	sʌɳɖʌnʌʈʈu	reviewed	source-raster-coronal
109	evening/afternoon	THA	1	7	43	38	3	Sajangal	ʌlʊgɨneɾʌ	sʌjʌŋgʌl	reviewed	
109	evening/afternoon	NEL	1	8	43	38	3	poduvontu	ʌlʊgɨneɾʌ	poɖuʋontu	reviewed	source-raster-coronal
110	yesterday	KUN	1	1	43	38	3	narré	nettɨ	nʌɾɾɨ	reviewed	
110	yesterday	KOL	1	1	43	38	3	narré	nettɨ	nʌɾɾɨ	reviewed	
110	yesterday	CHE	1	1	43	38	3	narré	nettɨ	nʌɾɾɨ	reviewed	
110	yesterday	KIL	1	1	43	38	3	nerré	nettɨ	neɾɾɨ	reviewed	
110	yesterday	MET	1	1	43	38	3	nercé	nettɨ	neɾɾɨ	reviewed	
110	yesterday	CHO	1	2	43	38	3	na‘ tt	nettɨ	nʌɪʈʈɨ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	yesterday	MAV	1	2	43	38	3	na‘ ttu	nettɨ	nʌɪʈʈu	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	yesterday	ANA	1	2	43	38	3	na'tt#	nettɨ	nʌɪʈʈɨ	reviewed	source-raster-legacy-glyph-ɪ; source-raster-coronal
110	yesterday	BOO	1	3	43	38	3	nenna	nettɨ	nennʌ	reviewed	
110	yesterday	THA	1	4	43	38	3	nagat	nettɨ	nʌgʌʈ	reviewed	source-raster-coronal
110	yesterday	NEL	1	4	43	38	3	nagattu	nettɨ	nʌgʌʈʈu	reviewed	source-raster-coronal
111	today	KUN	1	1	43	38	3	tnré	ɪntɨ	inɾɨ	reviewed	
111	today	KOL	1	1	43	38	3	inré	ɪntɨ	inɾɨ	reviewed	
111	today	CHE	1	1	43	38	3	incé	ɪntɨ	inɾɨ	reviewed	
111	today	KIL	1	1	43	38	3	inré	ɪntɨ	inɾɨ	reviewed	
111	today	MET	1	2	43	38	3	innike	ɪntɨ	innike	reviewed	
111	today	CHO	1	1	43	38	3	indé	ɪntɨ	inɖɨ	reviewed	source-raster-coronal
111	today	MAV	1	1	43	38	3	Indu	ɪntɨ	inɖu	reviewed	source-raster-coronal
111	today	ANA	1	1	43	38	3	india	ɪntɨ	inɖɨ	reviewed	source-raster-coronal
111	today	BOO	1	3	43	38	3	rvatté	ɪntɨ	iʋʌʈʈɨ	reviewed	source-raster-coronal
111	today	THA	1	1	43	38	3	indé	ɪntɨ	inɖɨ	reviewed	source-raster-coronal
111	today	NEL	1	1	43	38	3	tndu	ɪntɨ	inɖu	reviewed	source-raster-coronal
112	tomorrow	KUN	1	1	44	39	1	orange	oɾʌŋge	oɾʌŋge	reviewed	
112	tomorrow	KOL	1	1	44	39	1	orange	oɾʌŋge	oɾʌŋge	reviewed	
112	tomorrow	CHE	1	1	44	39	1	orange	oɾʌŋge	oɾʌŋge	reviewed	
112	tomorrow	KIL	1	1	44	39	1	orange	oɾʌŋge	oɾʌŋge	reviewed	
112	tomorrow	MET	1	1	44	39	1	orakange	oɾʌŋge	oɾʌkʌŋge	reviewed	
112	tomorrow	CHO	1	2	44	39	1	nalakka	oɾʌŋge	nʌɭʌkkʌ	reviewed	source-raster-coronal
112	tomorrow	MAV	1	2	44	39	1	nalaka	oɾʌŋge	nʌɭʌkʌ	reviewed	source-raster-coronal
112	tomorrow	ANA	1	3	44	39	1	nala	oɾʌŋge	nʌɭʌ	reviewed	source-raster-coronal
112	tomorrow	BOO	1	3	44	39	1	nala	oɾʌŋge	nʌɭʌ	reviewed	source-raster-coronal
112	tomorrow	THA	1	3	44	39	1	nala'	oɾʌŋge	nʌɭʌɪ	reviewed	source-raster-coronal; source-raster-legacy-glyph-ɪ
112	tomorrow	NEL	1	3	44	39	1	nala	oɾʌŋge	nʌɭʌ	reviewed	source-raster-coronal
113	week	KUN	1	1,2	44	39	1	vera	bɑɾɑ	ʋeɾʌ	reviewed	
113	week	KOL	1	1	44	39	1	bera	bɑɾɑ	beɾʌ	reviewed	
113	week	CHE	1	1	44	39	1	bera	bɑɾɑ	beɾʌ	reviewed	
113	week	KIL	1	1	44	39	1	bera	bɑɾɑ	beɾʌ	reviewed	
113	week	MET	1	1	44	39	1	bera	bɑɾɑ	beɾʌ	reviewed	
113	week	CHO	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
113	week	MAV	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
113	week	ANA	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
113	week	BOO	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
113	week	THA	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
113	week	NEL	1	1,2	44	39	1	vara	bɑɾɑ	ʋʌɾʌ	reviewed	
114	month	KUN	1	1	44	39	1	mesa	maːsʌ	mesʌ	reviewed	
114	month	KOL	1	3	44	39	1	t1nga	maːsʌ	t̪iŋgʌ	reviewed	source-raster-coronal
114	month	CHE	1	3	44	39	1	tinga	maːsʌ	t̪iŋgʌ	reviewed	source-raster-coronal
114	month	KIL	1	1,2	44	39	1	masa	maːsʌ	mʌsʌ	reviewed	
114	month	MET	1	2	44	39	1	matSfa	maːsʌ	mʌtʃʌ	reviewed	source-raster-affricate
114	month	CHO	1	3	44	39	1	tinga	maːsʌ	t̪iŋgʌ	reviewed	source-raster-coronal
114	month	MAV	1	3	44	39	1	t1ngala	maːsʌ	t̪iŋgʌlʌ	reviewed	source-raster-coronal
114	month	ANA	1	3	44	39	1	tingala	maːsʌ	t̪iŋgʌlʌ	reviewed	source-raster-coronal
114	month	BOO	1	3	44	39	1	tinga	maːsʌ	t̪iŋgʌ	reviewed	source-raster-coronal
114	month	THA	1	1,2	44	39	1	masA	maːsʌ	mʌsã	reviewed	source-raster-nasalization
114	month	NEL	1	1,2	44	39	1	masa	maːsʌ	mʌsʌ	reviewed	
115	year	KUN	1	1	44	39	2	varata	ʋʌɾʃʌ	ʋʌɾɨʃʌ	reviewed	
115	year	KOL	1	1	44	39	2	varisa	ʋʌɾʃʌ	ʋʌɾiʃʌ	reviewed	
115	year	CHE	1	1	44	39	2	varuSsa	ʋʌɾʃʌ	ʋʌɾuʃʌ	reviewed	
115	year	KIL	1	1	44	39	2	varSa	ʋʌɾʃʌ	ʋʌɾʃʌ	reviewed	
115	year	MET	1	1	44	39	2	varusa	ʋʌɾʃʌ	ʋʌɾuʃʌ	reviewed	
115	year	CHO	1	1	44	39	2	varsa	ʋʌɾʃʌ	ʋʌɾʃʌ	reviewed	
115	year	MAV	1	1	44	39	2	varusa	ʋʌɾʃʌ	ʋʌɾuʃʌ	reviewed	
115	year	ANA	1	1	44	39	2	varsa	ʋʌɾʃʌ	ʋʌɾʃʌ	reviewed	
115	year	BOO	1	1	44	39	2	varusa	ʋʌɾʃʌ	ʋʌɾuʃʌ	reviewed	
115	year	THA	1	1	44	39	2	varasaA	ʋʌɾʃʌ	ʋʌɾɨsã	reviewed	source-raster-nasalization
115	year	NEL	1	1	44	39	2	varfa	ʋʌɾʃʌ	ʋʌɾʃʌ	reviewed	
116	old (object)	KUN	1	1	44	39	2	pajadé	pʌjʌd̪ɨ	pʌjʌd̪ɨ	reviewed	source-raster-coronal
116	old (object)	KOL	1	2	44	39	2	paja	pʌjʌd̪ɨ	pʌjʌ	reviewed	
116	old (object)	CHE	1	2	44	39	2	paja	pʌjʌd̪ɨ	pʌjʌ	reviewed	
116	old (object)	KIL	1	1	44	39	2	pajadu	pʌjʌd̪ɨ	pʌjʌd̪u	reviewed	source-raster-coronal
116	old (object)	MET	1	1	44	39	2	pajadé	pʌjʌd̪ɨ	pʌjʌd̪ɨ	reviewed	source-raster-coronal
116	old (object)	CHO	1	2	44	39	2	paja	pʌjʌd̪ɨ	pʌjʌ	reviewed	
116	old (object)	MAV	1	1	44	39	2	pajadu	pʌjʌd̪ɨ	pʌjʌd̪u	reviewed	source-raster-coronal
116	old (object)	ANA	1	4	44	39	2	palasé	pʌjʌd̪ɨ	pʌɭʌsɨ	reviewed	source-raster-coronal
116	old (object)	BOO	1	3	44	39	2	alajadé	pʌjʌd̪ɨ	ʌlʌjʌd̪ɨ	reviewed	source-raster-coronal
116	old (object)	THA	1	1,3	44	39	2	palijadé	pʌjʌd̪ɨ	pʌɭijʌd̪ɨ	reviewed	source-raster-coronal
116	old (object)	NEL	1	4	44	39	2	palasé	pʌjʌd̪ɨ	pʌɭʌsɨ	reviewed	source-raster-coronal
117	new (object)	KUN	1	1,7	44	39	2	pudusu	pud̪usɨ	pud̪usu	reviewed	source-raster-coronal
117	new (object)	KOL	1	2,7	44	39	2	pudija	pud̪usɨ	pud̪ijʌ	reviewed	source-raster-coronal
117	new (object)	CHE	1	1	44	39	2	puusu	pud̪usɨ	puusu	reviewed	
117	new (object)	KIL	1	1,7	44	39	2	pudusu	pud̪usɨ	pud̪usu	reviewed	source-raster-coronal
117	new (object)	MET	1	1	44	39	2	pudusi	pud̪usɨ	pud̪uʃɨ	reviewed	source-raster-coronal
117	new (object)	CHO	1	2	44	39	3	pudija	pud̪usɨ	pud̪ijʌ	reviewed	source-raster-coronal
117	new (object)	MAV	1	2	44	39	3	pudijadu	pud̪usɨ	pud̪ijʌd̪u	reviewed	source-raster-coronal
117	new (object)	ANA	1	1,7	44	39	3	pudis4	pud̪usɨ	pud̪ɨsɨ	reviewed	source-raster-coronal
117	new (object)	BOO	1	3	44	39	3	vastu	pud̪usɨ	ʋʌsʈu	reviewed	source-raster-coronal
117	new (object)	THA	1	1,7	44	39	3	pudésu	pud̪usɨ	pud̪ɨsu	reviewed	source-raster-coronal
117	new (object)	NEL	1	1,7	44	39	3	pudusu	pud̪usɨ	pud̪usu	reviewed	source-raster-coronal
118	good	KUN	1	1	44	39	3	nalladi	nʌllʌ	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	good	KOL	1	2	44	39	3	nalla	nʌllʌ	nʌllʌ	reviewed	
118	good	CHE	1	1	44	39	3	nallad4	nʌllʌ	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	good	KIL	1	1	44	39	3	nalladu	nʌllʌ	nʌllʌd̪u	reviewed	source-raster-coronal
118	good	MET	1	1	44	39	3	nalladé	nʌllʌ	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	good	CHO	1	4	44	39	3	arumanda	nʌllʌ	ʌɾumʌɳɖʌ	reviewed	source-raster-coronal
118	good	MAV	1	4	44	39	3	arumanda	nʌllʌ	ʌɾumʌɳɖʌ	reviewed	source-raster-coronal
118	good	ANA	1	2	44	39	3	nalla	nʌllʌ	nʌllʌ	reviewed	
118	good	BOO	1	5	44	39	3	olli	nʌllʌ	olli	reviewed	
118	good	THA	1	1	44	39	3	nalladé	nʌllʌ	nʌllʌd̪ɨ	reviewed	source-raster-coronal
118	good	NEL	1	2	44	39	3	nalla	nʌllʌ	nʌllʌ	reviewed	
119	bad	KUN	1	1	44	39	3	kedi	mosʌ	keɖɨ	reviewed	source-raster-coronal
119	bad	KOL	1	1	44	39	3	ketta	mosʌ	keʈʈʌ	reviewed	source-raster-coronal
119	bad	CHE	1	3	44	39	3	kettadi	mosʌ	keʈʈʌɖɨ	reviewed	source-raster-coronal
119	bad	KIL	1	1	44	39	3	keds	mosʌ	keɖɨ	reviewed	source-raster-coronal
119	bad	MET	1	3	44	39	3	kattadé	mosʌ	kʌʈʈʌɖɨ	reviewed	source-raster-coronal
119	bad	CHO	1	1	44	39	3	ketta	mosʌ	keʈʈʌ	reviewed	source-raster-coronal
