Proto_Nuristani_ID,Proto_Nuristani_Form,Indo_Aryan_ID,Indo_Aryan_Form,Indo_Aryan_Gloss,Target_Language,Target_Form,Target_Gloss,Form_Similarity,Gloss_Overlap,Score,Runner_Up_Score,Structural_ID
n3149,čâm maṛa,4701,cárman,"hide, skin",OIA,č′ar-man-,hide; skin,1.000,hide;skin,1.250,1.000,
n3152,kaṭâ,2853,*karta,knife,PAr,kart-′a-,knife,1.000,knife,1.250,1.159,
n3155,kâṭi,3069,*kārti,knife,PAr,kârt-i-,knife,1.000,knife,1.250,1.089,
n3158,kâtara,2860,*karttāra,knife,PAr,kart-târ-a-,knife,1.000,knife,1.250,1.019,
n3165,c̣uṛi,3727,kṣurá,"razor; sharp barb of arrow; knife, dagger",OIA,kṣur-′a-,razor; knife; dagger,1.000,dagger;knife;razor,1.200,1.109,
n3171,kaṇišta,2718,kaniṣṭʰá,youngest; smallest; younger brother,PAr,kan-išt′a-,youngest; smallest,1.000,smallest;youngest,1.200,1.000,
n3175,sat,13073,saktʰán,"thigh, thighbone",PAr,sakth′an-,thigh,0.923,thigh,1.123,0.833,
n3180,čiava-,4939,cyávatē,"moves to and fro, retires; drops from, trickles from; falls; perishes",OIA,čyʹav-a-te,moves to and fro,1.000,fro;moves,1.200,1.000,
n3181,kr̥ṣ,3441,kr̩śá,"lean, thin",OIA,kr̥š′a-,lean; thin,1.000,lean;thin,1.250,1.000,3441
n3182,kumalik,3440,kr̩muká,"a kind of tree; betelnut tree; id.; mulberry, Symplocos racemosa, Cyperus; kernel of areca nut; a piece of wood used to catch the sacrificial fire when kindled by friction",OIA,kr̥muka-li:-,mulberry,0.857,mulberry,1.057,0.857,3440.4
n3183,kundalik,3440,kr̩muká,"a kind of tree; betelnut tree; id.; mulberry, Symplocos racemosa, Cyperus; kernel of areca nut; a piece of wood used to catch the sacrificial fire when kindled by friction",OIA,kr̥muka-li:-,mulberry,0.857,mulberry,1.057,0.857,3440.4
n3185,kušula,3365,kúśala,"right, proper; competent, clever; healthy, prosperous; well-being",OIA,k′uša-la-,right; proper,1.000,proper;right,1.200,0.923,3365
n3190,kuṛa,3245,*kuḍa,"boy, son; girl, daughter; boy; young; girl; acts like a child",OIA,*kuḍa-,boy; son,1.000,boy;son,1.200,1.089,3245
n3193,ko˜,3255,kuṇa,an insect living in clothes,OIA,kuṇa-,insect living on clothes,1.000,clothes;insect;living,1.200,1.000,3255
n3194,kuṇ-,3255,kuṇa,an insect living in clothes,OIA,kuṇa-,insect living on clothes,1.000,clothes;insect;living,1.200,1.000,3255
n3196,kuta,3273,kutū,leather oil vessel; small do.,OIA,*kuttu:-,leather vessel,0.889,leather;vessel,1.089,0.833,3273
n3197,kusa-,14401,kuśa-,,PAr,kus-′a-,strikes; tears asunder,1.000,,1.000,1.000,3369.1
n3199,kuṇḍi,3265,kuṇḍa,son of a woman during husband's life by another man; pot-bastard; widow's bastard; defective; mutilation; mutilates,OIA,kunḍ′a-,bowl; waterpot,1.000,,1.000,1.000,3264.1
n3203,kač-,2588,kákṣa,"armpit; AV., <i>kakṣā</i>- f.; girdle",PAr,k′ač-ša-,armpit; groin,0.800,armpit,1.000,0.889,
n3204,koṭ,3500,kōṭṭa,fort,OIA,koṭṭa-,fort,1.000,fort,1.250,1.000,3500
n3209,kreć,14375,*kāca,,PAr,kraiča-,pressing; *threshing,0.800,,0.800,0.800,3605
n3212,krâma-,3579,kramatē,steps,OIA,kram-a-te,steps,1.000,steps,1.250,0.857,3579
n3213,krâmkrama,3580,*kramīkrama,trampling,OIA,kram-i:-kram-a-,trampling,1.000,trampling,1.250,0.737,3580
n3221,ṣipa-,3687,kṣípyati,throws,OIA,kṣ′ip-ya-ti,throws,1.000,throws,1.250,1.133,n3220
n3224,ṣipâ-,3687,kṣípyati,throws,OIA,kṣ′ip-yâ-ti,throws,1.000,throws,1.250,1.133,
n3227,ṣipâ˜,3686,*kṣipya,to be thrown out,PAr,kš′ip-yâ-na-,flute,0.857,,0.857,0.800,
n3231,vaćava-,11654,*vikṣuvati,sneezes,PAr,vi-čšuv-a-,sneezes,0.750,sneezes,1.000,0.833,
n3245,kârva,3832,kʰarvá,"mutilated, imperfect; dwarfish; bald; Defective; bald; decayed teeth; is haughty",OIA,kharv′a-,imperfect,0.909,imperfect,1.109,0.909,3832
n3247,kaṇḍara,3792,kʰaṇḍá,"broken, crippled; having gaps or chasms; fragment; having no nails; defective",OIA,khanḍ-′a-,broken; gapped,0.909,broken,1.109,0.923,3792
n3248,kanda-,3815,*kʰandati,laughs; to laugh,OIA,khand-a-ti,laughs,0.933,laughs,1.133,0.917,3815
n3249,keṛa,3915,kʰēṭa-,shield,OIA,kheṭa-,shield,0.889,shield,1.139,0.889,3915
n3250,kuča-,3890,*kʰucc,"pierce, tear",OIA,*khučč-,pierce; tear,0.889,pierce;tear,1.139,0.867,3890.1
n3251,kuṣa,14401,kuśa-,,OIA,*khušša-,crippled,0.800,,0.800,0.800,14401.3
n3252,kuṛa-,3892,*kʰuṭati,"breaks, pierces",OIA,*khuṭ-a-ti,breaks; pierces,0.923,breaks;pierces,1.173,0.923,3892.1
n3253,kuṭa,3260,*kuṇṭa,defective; cripple; lame,OIA,*khuṭṭa-,lame,0.727,lame,0.927,0.909,3941.4
n3254,kuṭa-âv-,3260,*kuṇṭa,defective; cripple; lame,OIA,*khuṭṭa-,lame,0.727,lame,0.927,0.909,3941.4
n3255,kur,3906,kʰura,hoof,OIA,khura-,hoof,0.889,hoof,1.139,0.889,3906.1
n3256,kur-,3906,kʰura,hoof,OIA,khura-,hoof,0.889,hoof,1.139,0.889,3906.1
n3257,küdâv-,3929-3,*kʰuddati,,OIA,*khudd-a-ti,tracks; seeks,0.933,,0.933,0.800,3929.3
n3258,koṛ,2607,kaŋkōla,a kind of plant,OIA,khoḍa-; khola-,kind of hat,0.750,kind,0.950,0.706,3942
n3259,koṛ-,2607,kaŋkōla,a kind of plant,OIA,khoḍa-; khola-,kind of hat,0.750,kind,0.950,0.706,3942
n3260,gora,4345,gaurá,"white, yellowish, pale red",OIA,gaur′a-,white; yellow; pale red,1.000,pale;red;white,1.200,0.909,4345
n3261,goraṇa,4345,gaurá,"white, yellowish, pale red",OIA,gaur′a-,white; yellow; pale red,1.000,pale;red;white,1.200,0.909,4345
n3262,gaṛak,14444,gāḍʰa,,OIA,*gaḍa-,throat; neck,1.000,,1.000,1.000,4070.2
n3264,gada,4054,gardabʰá,ass; anyone resembling an ass,OIA,garda-bʱ′a-,donkey,1.000,,1.000,0.833,4054
n3265,gaṇa,3988,gaṇá,"troop, flock; telling",OIA,gaṇ-′a-,troop; flock,1.000,flock;troop,1.200,1.000,3988
n3266,gâṇe-,3993,gaṇáyati,"counts; addresses, praises; teaches",OIA,gaṇ-′aya-ti,counts,1.000,counts,1.200,1.000,3993
n3269,gaṇḍa,3997,gaṇḍá,goitre; boil,OIA,ganḍa-,trunk of tree,1.000,,1.000,1.000,3998.1
n3271,go,4104,gavēdʰuka,a kind of snake,OIA,gavedʱu-ka-,kind of snake,1.000,kind;snake,1.250,1.000,4104
n3272,gok,4104,gavēdʰuka,a kind of snake,OIA,gavedʱu-ka-,kind of snake,1.000,kind;snake,1.250,1.000,4104
n3280,guṇ,4190,guṇá,"single thread or strand of a cord, rope; species, quality, good quality",PAr,guṇ′a-,strand of cord; rope,1.000,cord;rope;strand,1.200,1.000,
n3283,gr̥˜ṭ-e-,4353,grantʰáyati,ties,PAr,gr̥-n-th-′aya-,tie,0.778,,0.778,0.750,
n3286,gr̥˜ṭ,4350,grantʰa,knot; book,PAr,gr̥-n-th-a-,tie,0.833,,0.833,0.800,
n3287,goṭ,4177,*guṭṭʰa,"clump, lump",OIA,*guṭṭha-,clump; lump,0.909,clump;lump,1.159,0.909,4177
n3292,guča,4269,gōccʰā,furrow of upper lip,OIA,goččha-,furrow of upper lip,0.909,furrow;lip;upper,1.159,0.800,4269
n3293,goṇi,14454,gōṇī,,OIA,goṇ′i-:-,sack; blanket,1.000,,1.000,0.750,4275
n3294,gom,4287,gōdʰū́ma,wheat,OIA,godʱ′u:ma-,wheat,1.000,wheat,1.250,0.800,4287
n3297,geria,4396,*graíviya,relating to the neck; elephant's neck chain,PAr,*graiv-iya-,relating to the neck,1.000,neck;relating,1.200,1.057,4396
n3299,grâm,4368,grā́ma,"troop, village",OIA,gr′âma-,,1.000,,1.000,0.889,
n3302,gâtara,4399,glātr̩,one who feels tired,OIA,glâ-tr̥-,one who is tired,1.000,tired;who,1.200,1.000,4399
n3304,přa˜-gs-,4471,gʰāsá,"food, pasture grass",OIA,gʱas,eat,0.857,,0.857,0.800,
n3305,gal,4453,*gʰala,stream,OIA,gʱala-,stream,1.000,stream,1.250,1.050,4453
n3310,gângâṇi,4444,gʰargʰarī,girdle of small bells worn by women,OIA,gʱar-gʱar-i:-,girdle of small bells worn by women,1.000,bells;by;girdle;small;women;worn,1.250,0.867,
n3315,gârṣ,4448,gʰarṣa,friction,OIA,gʱar-ṣ-a-,friction,1.000,friction,1.250,0.889,
n3316,guṛik,14449,gūtʰa,,OIA,gʱuṭa-,ankle,1.000,,1.000,1.000,4479.3
n3320,ge-,3975,gaḍi,young steer,PAr,gʱa-i-,such,0.857,,0.857,0.857,
n3321,ge-sta,3975,gaḍi,young steer,PAr,gʱa-i-,such,0.857,,0.857,0.857,
n3325,goṛa,4516,gʰōṭa,horse,OIA,gʱoṭa-,horse,1.000,horse,1.250,0.889,4516
n3326,goṛa-i,4516,gʰōṭa,horse,OIA,gʱoṭa-,horse,1.000,horse,1.250,0.889,4516
n3330,ǰire-,4169,gīrṇá,swallowed,PAr,ĝʱi:r-′a-,shame,0.889,,0.889,0.857,
n3331,ǰirik,4169,gīrṇá,swallowed,PAr,ĝʱi:r-′a-,shame,0.889,,0.889,0.857,
n3335,gâi-,4236,gr̩bʰāyáti,"takes, seizes",PAr,gr̥bʱ-a-ay′a-,takes; seizes,0.800,seizes;takes,1.050,0.800,
n3366,gaviṣ,4102,gaviṣá,"wishing for cows, eager; eagerness, battle",OIA,gav-iṣ′a-,wishing (for cows),1.000,cows;for;wishing,1.200,1.033,
n3370,vo,726,áva,"away, down",PAr,′ava,away; down,1.000,away;down,1.250,0.867,
n3371,vo-i,726,áva,"away, down",PAr,′ava,away; down,1.000,away;down,1.250,0.867,
n3375,vâǰ,11511,vā́dya,to be said; to be played; speech; musical instrument; music,PAr,v′âd-ya-,"to be said, played; musical instrument",1.000,instrument;musical;played;said,1.200,1.089,
n3378,vâ-la,11507,vāda,speech; sounding a musical instrument,PAr,vâd-a-,speech; sounding a musical instrument,1.000,instrument;musical;sounding;speech,1.250,1.089,
n3381,vâće-,11476,vācyá,relating to speech; to be spoken; blame,PAr,v′âč-ya-,utters a cry [animal],1.000,,1.000,0.889,
n3384,vâćiv,11416,valūka,red or black; root of a lotus,PAr,vâč-u-ka-,crowing; calling (bird),0.833,,0.833,0.833,
n3389,udosik,2015,uddʰāna,*rising up; act of ejecting; rises up,OIA,ud-n′a-,springs up,0.800,up,1.000,1.000,
n3393,ue˜,1926,*udadʰānī,holding water; reservoir for water,OIA,uda-dʱâ-n-i:-,holding water,1.000,holding;water,1.200,1.000,
n3394,ueṇ,1926,*udadʰānī,holding water; reservoir for water,OIA,uda-dʱâ-n-i:-,holding water,1.000,holding;water,1.200,1.000,
n3397,uć,1869,útsa,spring of water,PAr,′ut-sa-,spring of water,1.000,spring;water,1.250,1.000,
n3401,vaṣ,11392,varṣá,rain; the Rains,OIA,varṣ′a-,rain,1.000,rain,1.200,1.200,
n3402,vaṣ-,11392,varṣá,rain; the Rains,OIA,varṣ′a-,rain,1.000,rain,1.200,1.200,
n3406,vautri,11495,*vātaputrī,"daughter of the wind; name of Bhīma and Hanumant, cheat; dissolute companion of a king; pimp",PAr,vata-putr-i:-,daughter of the wind,1.000,daughter;wind,1.200,1.000,
n3411,âgâl,1007,ākāla,just at the time of; until the same time on the following day; unseasonable,OIA,a-kâla-,out of time; unseasonable,1.000,time;unseasonable,1.200,1.200,11
n3415,âća,1452,āśá,"food, eating; eating",PAr,âč-′a-,food; eating,0.667,eating;food,0.917,0.857,
n3417,prâć,8966,prāśa,"eating, food; food",PAr,pra-ač-a-,eating; food,0.727,eating;food,0.977,0.867,
n3421,âc̣u,919,áśru,tear; eye,PAr,′ačru-,tear,0.750,tear,0.950,0.857,
n3422,âṭâl,185,aṭṭāla,watch-tower; palace,OIA,aṭṭâ-la-,watch-tower,1.000,tower;watch,1.200,1.000,185
n3426,ârźu˜,636,*arjana,millet,PAr,arǰana-,millet,1.000,millet,1.250,0.909,636
n3427,âro,1103,*āḍu,peach; plum,PAr,arddʱu-,peach,0.750,peach,0.950,0.750,1103
n3428,âru,1103,*āḍu,peach; plum,PAr,arddʱu-,peach,0.750,peach,0.950,0.750,1103
n3432,di,200,áti,"beyond, over",PAr,′ati,beyond; over,1.000,beyond;over,1.250,1.000,
n3434,âša-,989,ásyati,"throws, shoots",OIA,′as-ya-ti,throws; shoots,1.000,shoots;throws,1.250,1.000,989
n3438,arâ-,2457-3,r̩ddʰa,"*cooks, is cooked",PAr,r̥ddʱa-,prosperous,1.000,,1.000,1.000,
n3442,âṇa,192,áṇu,the grain-plant Panicum miliaceum,PAr,′aṇu-,millet,1.000,,1.000,1.000,
n3443,âṇa-,192,áṇu,the grain-plant Panicum miliaceum,PAr,′aṇu-,millet,1.000,,1.000,1.000,
n3444,alâv,711,alā́bu,bottle-gourd; vessel made of it; its fruit,OIA,al′âbu-,bottle-gourd,1.000,bottle;gourd,1.200,0.750,711
n3445,apiliak,722,álpa,small; a little,OIA,′alpa-,small,1.000,small,1.200,0.889,722
n3454,aŋ,114,áŋga,limb; body,PAr,′anga-,limb,0.857,limb,1.057,0.889,
n3457,aŋu,135,aŋgúli,"finger, toe",PAr,angu-,finger; toe,0.667,finger;toe,0.917,0.867,
n3459,âkra,109,aŋkurá,*hooked; sprout; tumour,PAr,ank-u-r′a-,hooked; crooked,0.909,hooked,1.109,0.909,
n3463,anguṛi,135,aŋgúli,"finger, toe",OIA,ang′u-:-ḍi-,finger; toe,0.727,finger;toe,0.977,0.909,
n3465,âŋusti,136,aŋgulī́ya,finger-ring,PAr,angu-s-th-iya-,finger(-ring),0.706,finger;ring,0.956,0.889,
n3470,âta,356,antár,inside,PAr,ant′ar,inside,1.000,inside,1.250,1.109,
n3471,âtar,356,antár,inside,PAr,ant′ar,inside,1.000,inside,1.250,1.109,
n3473,âtari,374,antaryà,inner,PAr,antar-′iya-,inner,0.933,inner,1.183,0.956,
n3476,ât-,377,antiká,near; nearness; in the presence of; near,PAr,anti-,near,0.800,near,1.000,0.950,
n3477,âti,377,antiká,near; nearness; in the presence of; near,PAr,anti-,near,0.800,near,1.000,0.950,
n3478,ât-ki,377,antiká,near; nearness; in the presence of; near,PAr,anti-,near,0.800,near,1.000,0.950,
n3482,andara,386,andʰakāra,darkness,PAr,andʱa-kâra-,darkness,1.000,darkness,1.250,1.000,
n3487,-âv-,481,apāya,"departure, death, misfortune",OIA,-âp-′aya-,,1.000,,1.000,0.959,
n3491,âve-,1200,āpayati,causes to reach; came towards,OIA,âp-′aya-ti,causes to reach,1.000,causes;reach,1.200,1.133,
n3495,prâv-,8943,prāpayati,causes to be obtained; obtains,OIA,pr-âp-aya-ti,obtains,1.000,obtains,1.200,0.906,
n3496,au,14232,*appa,,OIA,apu:p′a-,cake of flour,0.889,,0.889,0.889,491.1
n3502,vâlai,434,ápara,"posterior; different, other",PAr,′apa-ra-,posterior; other,1.000,other;posterior,1.200,1.000,
n3503,vârai,434,ápara,"posterior; different, other",PAr,′apa-ra-,posterior; other,1.000,other;posterior,1.200,1.000,
n3504,vârkâ,434,ápara,"posterior; different, other",PAr,′apa-ra-,posterior; other,1.000,other;posterior,1.200,1.000,
n3507,avuta,540,abʰukta,"not eaten, who has not eaten",OIA,a-bʱuk-ta,not eaten,1.000,eaten;not,1.200,1.033,540
n3508,amâ,560,amā́,"at home, in the house",OIA,am′â,at home,1.000,at;home,1.200,1.000,560
n3512,avi-du,1230,*ābʰiṭ,meet,PAr,abʱi-,both,0.857,,0.857,0.857,
n3513,âvi-du,1230,*ābʰiṭ,meet,PAr,abʱi-,both,0.857,,0.857,0.857,
n3516,avi-dva,1230,*ābʰiṭ,meet,PAr,abʱi-,both,0.857,,0.857,0.857,
n3519,-â-,1,a,,OIA,-â-,,1.000,,1.050,0.717,
n3531,âroga,1330,ārōgya,health,OIA,â-rog-ya-,health,1.000,health,1.250,0.909,1330.1
n3532,iei,1351,āryikā,respectable woman,OIA,âry-ika-:-,respectable woman,1.000,respectable;woman,1.250,1.033,1351
n3538,âtri,318,*anutr̩tīyam,on the third day; in the night,OIA,*â-tr̥ti:yam,on the third day,0.889,day;on;third,1.089,1.000,1130
n3543,âsa,1476,ā́sa,"*throwing; ashes, light dust",PAr,′âs-a-,throwing; dust; ashes,1.000,ashes;dust;throwing,1.200,1.000,
n3545,âsku˜,1503,ā́skauti,pulls,OIA,′â-skau-ti,pulls,1.000,pulls,1.250,0.917,1503
n3553,âlu,1388,ālu,esculent root of Amorphophallus campanulatus,PAr,âlu-,edible root,1.000,root,1.200,0.950,
n3555,vâṇḍ,1111,āṇḍá,"egg; testicles; egg, scrotum",OIA,ânḍ′a-,egg; testicle,1.000,egg,1.200,1.000,1111
n3562,divaṛ,6693,*dvīpākāra,island-shape,OIA,dvi:pâ-kâra-,island-shape,1.000,island;shape,1.250,0.914,
n3565,âv,407-2,ā́paḣ,waters,PAr,′âpaḥ,waters,1.000,waters,1.250,0.857,
n3566,âva,407-2,ā́paḣ,waters,PAr,′âpaḥ,waters,1.000,waters,1.250,0.857,
n3572,âmaǰe˜,1238,āmañju,charming,OIA,â-manǰu-,charming,1.000,charming,1.250,0.769,1238
n3573,âmuǰa-,1260,āmuñcati,puts off or on; discharges,OIA,â-munč-a-ti,puts on [clothes],1.000,on;puts,1.200,0.933,1260
n3577,kâsa-,3135,kā́satē,coughs,PAr,k′âs-a-te,coughs,1.000,coughs,1.250,1.000,
n3589,karâ-,2779,kará,"doing, causing; hand",PAr,kâr-a-,making; doing,1.000,doing,1.200,1.200,
n3592,kara˜,2790,káraṇa,"act, deed",PAr,k′ar-a-na-,act; deed,1.000,act;deed,1.250,1.123,
n3603,kâra,3066,kārú,artisan,PAr,kâr-u-ka-,artisan,0.800,artisan,1.050,0.923,
n3606,ka-ti,2800-3,karṇāṭī,a kind of mimosa; oleander,PAr,kr̥-ṇ′au-ti,do,0.857,,0.857,0.857,
n3607,ko-,2800-3,karṇāṭī,a kind of mimosa; oleander,PAr,kr̥-ṇ′au-ti,do,0.857,,0.857,0.857,
n3608,ko˜-,2800-3,karṇāṭī,a kind of mimosa; oleander,PAr,kr̥-ṇ′au-ti,do,0.857,,0.857,0.857,
n3610,ka-ka,14360,karṓti,,OIA,kr̥-ṇ′o-ti,do,0.833,,0.833,0.833,
n3614,čatavâ,2693,katará,which of two?,PAr,k̂atv′âr-as,four,0.857,,0.857,0.857,
n3617,čatruć,2868,kardaṭa,mud,PAr,k̂atru-dača,fourteen,0.750,,0.750,0.750,
n3618,čatruić,2868,kardaṭa,mud,PAr,k̂atru-dača,fourteen,0.750,,0.750,0.750,
n3619,čatvudać,2868,kardaṭa,mud,PAr,k̂atru-dača,fourteen,0.750,,0.750,0.750,
n3625,â-čauṭ,2643,kaṭutva,"pungency, bitterness",PAr,k̂atur-th′a-,fourth,0.800,,0.800,0.769,
n3626,nu-čauṭ,2643,kaṭutva,"pungency, bitterness",PAr,k̂atur-th′a-,fourth,0.800,,0.800,0.769,
n3630,čâl,2926,kalā́,a small part,PAr,k̂al-a-,goes away,1.000,,1.000,1.000,
n3633,čâl,2926,kalā́,a small part,PAr,k̂al-a-,movement,1.000,,1.000,1.000,
n3635,čâr,4755,cāra,"motion, course; *grazing, *fodder",OIA,čâr-a-,motion; course; way,1.000,course;motion,1.200,1.000,
n3639,kiṣa,3441,kr̩śá,"lean, thin",OIA,kr̥ṣ-′a-,plowing,1.000,,1.000,0.889,
n3642,kiṣa-,2908,kárṣati,"draws, pulls",OIA,kr̥ṣ-′a-ti,*pulls; plows,0.923,pulls,1.123,1.000,
n3645,kiṣâv-,2908,kárṣati,"draws, pulls",OIA,kr̥ṣ-âp-aya-ti,draws; pulls,0.706,draws;pulls,0.956,0.947,
n3648,kiṣ,3448,kr̩ṣí,ploughing,OIA,kr̥ṣ-′i-,plowing,1.000,,1.000,0.889,
n3652,kaṣa-,2908,kárṣati,"draws, pulls",OIA,k′arṣ-a-ti,draws; pulls,1.000,draws;pulls,1.250,0.964,
n3655,kaṣi,2909,karṣí,"furrowing; ploughing; furrow, trench",OIA,karṣ-′i-,furrowing,1.000,furrowing,1.200,0.909,
n3659,kul,3330,kúla,"herd, troop; race, family; noble family; house",PAr,k′ula-,herd; troop; race; family; house,1.000,family;herd;house;race;troop,1.200,1.089,
n3661,sauli,13895,*svakuliya,of one's own family,OIA,sva-kul-iya-,of one's own family,1.000,family;own;s,1.250,1.050,
n3665,kâm,3042,kā́ma,"wish, love, sexual love",PAr,kâm-,uvula,0.857,,0.857,0.857,
n3670,k′i-ti,3167,*kiyatta,how great?,OIA,ki-yatta-,how great?,1.000,great;how,1.250,1.075,
n3673,kai,2574,ká,,PAr,k′a-,someone; anyone,1.000,,1.000,0.800,
n3674,ka,2574,ká,,PAr,k′a-,someone; anyone,1.000,,1.000,0.800,
n3675,kâi,2574,ká,,PAr,k′a-,someone; anyone,1.000,,1.000,0.800,
n3681,kâči,2967,káścid,"some one, anyone",OIA,k′aš-čid,,1.000,,1.000,0.857,
n3685,kâća-,14375,*kāca,,PAr,kâč-a-,shines; is visible,1.000,,1.000,1.000,
n3689,kâšira,3116,*kāśira,bright,OIA,kâš-i-ra-,bright,1.000,bright,1.250,0.923,
n3693,viâ˜s,11629,vikāśa,brightness; shines,OIA,vi-kâš-a-,brightness,1.000,brightness,1.200,1.000,
n3701,ǰi,4226,*gūniya,mason's square,PAr,ĝiy′a-:-,sinew; bowstring,0.800,,0.800,0.750,
n3705,ǰiva-,14450-2,*girati,,PAr,ĝ′i:v-a-ti,is alive,0.833,,0.833,0.833,
n3708,ǰe˜ta,4112-2,*gāṇṭa,,PAr,ĝi:v-ant′a-,living,0.833,,0.833,0.833,
n3709,ǰi˜ta,4112-2,*gāṇṭa,,PAr,ĝi:v-ant′a-,living,0.833,,0.833,0.833,
n3717,ǰesṭa,5286,jyḗṣṭʰa,"first, chief; eldest; eldest brother; eldest wife",OIA,ǰy′eṣṭha-,first; chief; eldest,0.923,chief;eldest;first,1.123,0.923,
n3718,ǰesṭi,5286,jyḗṣṭʰa,"first, chief; eldest; eldest brother; eldest wife",OIA,ǰy′eṣṭha-,first; chief; eldest,0.923,chief;eldest;first,1.123,0.923,
n3731,gund,4014,gandʰá,smell; perfumes,PAr,gandʱ′a-,smell,1.000,smell,1.200,1.000,
n3735,grap,4055,gárbʰa,"womb, foetus, offspring; inside, middle",PAr,g′arbʱa-,womb,1.000,womb,1.200,1.200,
n3739,′âća-,294,anāgata,not come; future,PAr,′â-ga-sča-,come to,0.615,come,0.815,0.800,
n3741,preć,8470,*pragāra,flowing forth,PAr,pra-ti-ga˜-sča-,go forth,0.706,forth,0.906,0.906,
n3744,â-,415,apagata,"gone away, disappeared",PAr,′â-ga-ta-,gone,0.833,gone,1.033,1.000,
n3746,ga-,4008,gatá,gone; shining of the sun,PAr,ga-t′a-,gone,1.000,gone,1.200,1.000,
n3747,gava-,4008,gatá,gone; shining of the sun,PAr,ga-t′a-,gone,1.000,gone,1.200,1.000,
n3750,prâma,8469,*pragāmaka,yearling; kid; springtime; those moving in front,PAr,pra-gâm-a-ka-,yearling,1.000,yearling,1.200,1.000,
n3754,gâtr,4124,gā́tra,"limb, member of body; body",OIA,g′â-tra-,limb (“go-er”),1.000,limb,1.200,1.000,
n3758,gâ,4147,*gāva,ox,PAr,gâv-a-,ox,1.000,ox,1.250,1.000,
n3761,gâ,4147-2,*gāvā,cow,PAr,gâv-a-:-,cow,1.000,cow,1.250,1.200,
n3766,gu,4225,gūtʰa,excrement,OIA,gu:tha-,excrement,0.889,excrement,1.139,0.889,
n3770,garaš,4440,*gʰarasya,sun's heat; day,PAr,gʱar-asya-,sun's heat,1.000,heat;s;sun,1.200,1.050,
n3772,garašvâr,4058,*garbʰavāra,hair of foetus,PAr,gʱar-asya-vâra-,warm-time,0.800,,0.800,0.800,
n3776,ǰana-,14468,gʰaná-,,PAr,ĝʱ′an-a-,strikes; kills,1.000,,1.000,1.000,
n3779,ǰa˜t,14445,gā́tra,,PAr,ĝʱan-t′r̥-,killer,0.800,,0.800,0.800,
n3782,ǰa˜t,14445,gā́tra,,PAr,ĝʱan-t′r̥-,killer,0.800,,0.800,0.800,
n3818,-â,1,a,,PAr,-a:,,1.000,,1.050,0.717,
