source_index,id,parent_index,parent_id,level,language_id,form,gloss,comment,page
425,9354,424,9354,1,PNur,baŋâ-,,,bAsp
426,n324,,,0,PIE Root,bʱaɦ,shine,"[Pok. 104  *bhâ-1  PIE formula: *ᴘ̬-ɦ-
]",bAsp
427,n325,426,n324,1,PIE Form,bʱeɦ-s-o-,,,bAsp
428,n326,427,n325,2,PAr,bʱa:s′a-,light; shine; glory; magnificence; power,,bAsp
429,n327,428,n326,3,PNur,bâs,,,bAsp
430,n328,,,0,PIE Root,bʱâgʱú,elbow; arm,"[Pok. 108  *bhâghú-  PIE formula: *ᴘ̬-k̰-u-
]",bAsp
431,n329,430,n328,1,PIE Form,bʱeɦ-ĝʱ-′u-,,,bAsp
432,n330,431,n329,2,PAr,ba:ǰʱ′u-,arm,,bAsp
433,n331,432,n330,3,PNur,baz,,,bAsp
434,9493,,,0,OIA,bʱit-ta-,split timber,[T. 9493],bAsp
435,9493,434,9493,1,PNur,bitala,,,bAsp
436,n332,,,0,PIE Root,bʱeu,be; grow,"[Pok. 146  *bheu-  PIE formula: *ᴘ̬-u-
1]",bAsp
437,n333,436,n332,1,PIE Form,bʱeu-e-,,,bAsp
438,n334,437,n333,2,PAr,bʱ′av-a-ti,becomes,,bAsp
439,n335,438,n334,3,PNur,bo-,,,bAsp
440,n336,438,n334,3,PNur,bu,,,bAsp
441,n337,436,n332,1,PIE Form,bʱōu-′eio-,,,bAsp
442,n338,441,n337,2,PAr,bʱâv-′aya-,,,bAsp
443,n339,442,n338,3,OIA,bʱâv-aya-ti,causes to be,,bAsp
444,n340,443,n339,4,PNur,ba-,,,bAsp
445,n341,443,n339,4,PNur,bâ-,,,bAsp
446,n342,443,n339,4,PNur,bo-,,,bAsp
447,n343,442,n338,3,OIA,sa˜-bʱâv-aya-ti,produces; fosters; honors,,bAsp
448,n344,447,n343,4,PNur,samâ-,,,bAsp
449,n345,436,n332,1,PIE Form,bʱōu-o-,,,bAsp
450,n346,449,n345,2,PAr,bʱ′âv-a-,it happened,,bAsp
451,n347,450,n346,3,PNur,bo-,,,bAsp
452,n348,436,n332,1,PIE Form,bʱu-ɦ-men-,,,bAsp
453,n349,452,n348,2,PAr,bʱ′u:-man-,earth; world,,bAsp
454,n350,453,n349,3,PNur,bum,,,bAsp
455,n351,,,0,PIE Root,bʱeudʱ,be awake; aware,"[Pok. 150  *bheudh-  PIE formula: *ᴘ̬-u-t̬-
]",bAsp
456,n352,455,n351,1,PIE Form,budʱ-io-,,,bAsp
457,n353,456,n352,2,PAr,budʱ-ya-,,,bAsp
458,n354,457,n353,3,OIA,pari-budʱ-ya-te,understands,,bAsp
459,n355,458,n354,4,PNur,puruǰe-,,,bAsp
460,n356,455,n351,1,PIE Form,budʱ-t′o-,,,bAsp
461,n357,460,n356,2,PAr,buddʱa-,known; understood,,bAsp
462,n358,461,n357,3,PNur,bud,,,bAsp
463,n359,455,n351,1,PIE Form,budʱ-ti-,,,bAsp
464,n360,463,n359,2,PAr,buddʱi-,intelligence,,bAsp
465,n361,464,n360,3,PNur,bud,,,bAsp
466,n362,464,n360,3,PNur,budi,,,bAsp
467,n363,455,n351,1,PIE Form,budʱ-ti- +,,,bAsp
468,n364,467,n363,2,PAr,buddʱi˜ šri,intelligence,,bAsp
469,n365,468,n364,3,PNur,buduṣ-,,,bAsp
470,9604,,,0,OIA,bʱeḍa-,sheep,[T. 9604],bAsp
471,n366,,,0,PIE Root,bʱer,bear; carry,"[Pok. 128  *bher-1  PIE formula: *ᴘ̬-r-
1]",bAsp
472,n367,471,n366,1,PIE Form,bʱor-o-,,,bAsp
473,n368,472,n367,2,PAr,bʱâr-′a-,burden,,bAsp
474,n369,473,n368,3,PNur,bâr,,,bAsp
475,n370,471,n366,1,PIE Form,bʱr-t′o-,,,bAsp
476,n371,475,n370,2,PAr,bʱr̥-ta-,brought; carried,,bAsp
477,n372,476,n371,3,PNur,baṛa-,,,bAsp
478,n373,476,n371,3,OIA,s′a˜-bʱr̥-ta-,collected,,bAsp
479,n374,478,n373,4,PNur,samaṛa-,,,bAsp
480,n375,471,n366,1,PIE Form,bʱor-i-ko-,,,bAsp
481,n376,480,n375,2,PAr,bʱâr-i-ka-,porter,,bAsp
482,n377,481,n376,3,PNur,bâri,,,bAsp
483,n378,,,0,PIE Root,bʱerem,buzz; drone,"[Pok. 142  *bherem-2  PIE formula: *ᴘ̬-r-m-
]",bAsp
484,n379,483,n378,1,PIE Form,bʱr-em-,,,bAsp
485,n380,484,n379,2,PAr,bʱramar′a-,large black bee,,bAsp
486,n381,483,n378,1,PIE Form,bʱr-m-gʱ-aɦ-,,,bAsp
487,n382,486,n381,2,PAr,bʱ′r̥ngʱa-:-,large black bee,,bAsp
488,n383,,,0,PIE Root,bʱerhĝ,shine; white; birch tree,"[Pok. 139  *bherəĝ-  PIE formula: *ᴘ̬-r-h-k̰̂-
]",bAsp
489,n384,488,n383,1,PIE Form,bʱer-ɦ-ĝ-o-,,,bAsp
490,n385,489,n384,2,PAr,bʱu:rǰa-,birch,,bAsp
491,n386,490,n385,3,PNur,buǰra,,,bAsp
492,n387,488,n383,1,PIE Form,bʱr-eɦ-ĝ-e-,,,bAsp
493,n388,492,n387,2,PAr,bʱr′a:ǰ-a-te,shines,,bAsp
494,n389,493,n388,3,PNur,brâź-,,,bAsp
495,n390,488,n383,1,PIE Form,bʱr-eɦ-ĝ-os-,,,bAsp
496,n391,495,n390,2,PAr,bʱr′a:ǰ-as-,shine; spark,,bAsp
497,n392,496,n391,3,PNur,brâź-,,,bAsp
498,n393,,,0,PIE Root,bʱel,sound; speak; onomatopoeic words,[Pok. 123  *bhel-6  PIE formula: *ᴘ̬-l-],bAsp
499,n394,498,n393,1,PIE Form,bʱel-s-aɦ-,,,bAsp
500,n395,499,n394,2,PAr,bʱal-ša:-,,,bAsp
501,n396,500,n395,3,OIA,bʱâṣa:-,speech,,bAsp
502,n397,498,n393,1,PIE Form,bʱōl-′eio-,,,bAsp
503,n398,502,n397,2,PAr,bʱâl-′aya-,,,bAsp
504,n399,503,n398,3,OIA,bʱâl-′aya-te,describes; beholds,,bAsp
505,n400,504,n399,4,PNur,bale-,,,bAsp
506,n401,,,0,PIE Root,bʱendʱ,bind,"[Pok. 127  *bhendh-  PIE formula: *ᴘ̬-n-t̬-
]",bAsp
507,n402,506,n401,1,PIE Form,bʱendʱ-o-,,,bAsp
508,n403,507,n402,2,PAr,bandʱ-′a-,bond; dam,,bAsp
509,n404,508,n403,3,PNur,mande,,,bAsp
510,n405,507,n402,2,PAr,bandʱ-a-ti,binds,,bAsp
511,n406,510,n405,3,PNur,manda-,,,bAsp
512,n407,,,0,OIA,bʱuǰ,enjoy,,bAsp
513,n408,512,n407,1,PNur,buc̣a,,,bAsp
514,n409,,,0,PIE Root,bʱōi,fear,"[Pok. 161  *bhōi-  PIE formula: *ᴘ̬-ōi-
",bAsp
515,n410,514,n409,1,PIE Form,bʱi-h-lo-,,,bAsp
516,n411,515,n410,2,PAr,bʱi:-la-,,,bAsp
517,n412,516,n411,3,OIA,bʱi:-la-,dreadful,,bAsp
518,n413,517,n412,4,PNur,bil-a˜,,,bAsp
519,n414,517,n412,4,PNur,bil-aṇ-i,,,bAsp
520,n415,517,n412,4,PNur,bili,,,bAsp
521,n416,517,n412,4,PNur,bili-â˜,,,bAsp
522,n417,,,0,PIE Root,bʱraɦter,brother,"[Pok. 163  *bhrā́ter-  PIE formula: *ᴘ̬-r-eɦ-t-r-
]",bAsp
523,n418,522,n417,1,PIE Form,bʱr-aɦ-ter-,,,bAsp
524,n419,523,n418,2,PAr,bʱr′a:tr̥-,brother,,bAsp
525,n420,524,n419,3,PNur,brâ,,,bAsp
526,n421,524,n419,3,PNur,brâk,,,bAsp
527,n422,524,n419,3,PNur,brâya,,,bAsp
528,9686,,,0,OIA,bʱri:,injure [> *cut],[following  T. 9686],bAsp
529,n423,,,0,PIE Root,bʱruh,brow,"[Pok. 172  *bhrū-1  PIE formula: *ᴘ̬-r-u h-
]",bAsp
530,n424,529,n423,1,PIE Form,bʱr-u-h-,,,bAsp
531,n425,530,n424,2,PAr,bʱr′u:-,brow,,bAsp
532,n426,531,n425,3,PNur,bruv,,,bAsp
533,n427,,,0,PIE Root,bʱlagʱmen,priest,"[Pok. 154  *bhlagh-men-  PIE formula: *ᴘ̬-l-ak̬-m-n-
]",bAsp
534,n428,533,n427,1,PIE Form,bʱl-agʱ-men-,,,bAsp
535,n429,534,n428,2,PAr,brâgʱ-man-′a-,,,bAsp
536,n430,535,n429,3,OIA,brâɦmaṇ′a-,Brahman,,bAsp
537,n431,536,n430,4,PNur,bâmbaṇ,,,bAsp
538,n432,,,0,Arb,fakat,only,,f
539,n433,,,0,Arb,fahm,understanding,,f
540,n434,,,0,Prs,ferang,European; Frank,,f
541,12111,,,0,PAr,vain-,sees; looks,[T. 12111],v
542,12111,541,12111,1,OIA,v′en-a-ti,sees; looks,,v
543,12111,542,12111,2,PNur,vâṇ-a-,,,v
544,12111,542,12111,2,PNur,vâṇ-e-,,,v
545,12111,542,12111,2,PNur,veṇ-a-,,,v
546,12111,542,12111,2,PNur,veṇ-e-,,,v
547,12111,541,12111,1,OIA,ven-to-,was seen,,v
548,12111,547,12111,2,PNur,ve˜-ta,,,v
549,12111,541,12111,1,PNur,-vâṇi,,,v
550,n435,,,0,PNur,vakama,dandruff,,v
551,n436,,,0,Arb,vakīl,deputy,,v
552,11353,,,0,OIA,*vart-a-druṇa-,stone-bow,[T. 11353],v
553,11353,552,11353,1,PNur,vaṭdroṇ,,,v
554,11353,552,11353,1,PNur,vaṭdroṇ-,,,v
555,11385,,,0,OIA,*vardʱ-ira-,axe; hammer,[T. 11385],v
556,11385,555,11385,1,PNur,baḍil,,,v
557,n437,,,0,Arb,vaδ̣īfat,job; duty,,v
558,n438,,,0,PNur,valama,freeman without rank,,v
559,11258,,,0,OIA,v′ana-,forest; timber,[T. 11258],v
560,11258,559,11258,1,PNur,ban,,,v
561,11258,559,11258,1,PNur,bana,,,v
562,11233,,,0,PAr,vaniǰ-y′a-,trade,[T. 11233],v
563,11209,,,0,PAr,vanǰa-,oak,[T. 11209],v
564,11209,563,11209,1,PNur,vanźi,,,v
565,11209,563,11209,1,PNur,manźi,,,v
566,11209,563,11209,1,PNur,manź,,,v
567,11235.1,,,0,OIA,vanṭ-a-,share,[T. 11235.1],v
568,11235.1,567,11235.1,1,PNur,baṭa,,,v
569,11235.1,567,11235.1,1,PNur,maṭa,,,v
570,11235.1,567,11235.1,1,PNur,maṭa,,,v
571,11235.1,567,11235.1,1,PNur,maṭa,,,v
572,n439,,,0,Arb,vabâl,sin,,v
573,11296,,,0,OIA,vamr-i:-,ant,[T. 11296],v
574,11296,573,11296,1,PNur,vrâmik,,,v
575,n440,,,0,PNur,vâi,Vâi,,v
576,n441,,,0,PNur,vâigal,Wâigal,,v
577,11588,,,0,PAr,v′âči-:-,adze,[T. 11588],v
578,11588,577,11588,1,OIA,v′âši-:-,adze,,v
579,11588,578,11588,2,PNur,vâš,,,v
580,11588,578,11588,2,PNur,vâš-,,,v
581,11477,,,0,OIA,v′âǰa-,strength; vigor,[T. 11477],v
582,n442,,,0,PNur,vâṭalâ,landslide,,v
583,11550,,,0,OIA,vâra-ka-,door,[T. 11550],v
584,n443,,,0,PNur,vâṛâu mandâṛi,pole to which are tied strings to separate warp threads,,v
585,n444,,,0,PNur,vâṇ,mortar,,v
586,11592,,,0,OIA,vâsa-,perfume,[T. 11592],v
587,n445,,,0,PNur,vâsari,male goat (18-24 months),,v
588,11598,,,0,OIA,v′âs-a-na-,covering; dress,[T. 11598],v
589,n446,,,0,Arb,vâlī,governor,,v
590,n447,,,0,PNur,vâ˜-dâma-,"seize, grasp; take; grab; hold",,v
591,11514,,,0,OIA,vâ-na-,weaving,[T. 11514],v
592,n448,,,0,PNur,vion,boundary,,v
593,11663,,,0,OIA,*vi-khand-a-ti,laughs,[T. 11663],v
594,11694,,,0,OIA,*vič-ya-te,is contained,[T. 11694],v
595,n449,,,0,PNur,višaṇ-,card,,v
596,5450,,,0,OIA,*vi-ṭal-a-ti,moves aside; is disturbed,[T. 5450],v
597,5450,596,5450,1,PNur,viṭala-,,,v
598,n450,,,0,PNur,viric̣,terraced field,,v
599,11732,,,0,OIA,vi-dar-a-ti,breaks,[T. 11732],v
600,11732,,,0,OIA,v′i-dīr-ya-te,is rent,[T. 11732],v
601,11738,,,0,OIA,vi-deš-y`a-,foreign,[T. 11738],v
602,11738,601,11738,1,PNur,vidišâ,,,v
603,n451,,,0,OIA,*vi-lard-âp-a-,load out,,v
604,n452,,,0,Arb,vilâyat,province,,v
605,11773.1,,,0,OIA,*vi-nâ-ti,weaves,[T. 11773.1],v
606,n453,,,0,PNur,vind,zinc,,v
607,n454,,,0,PNur,vinn,lightning-bolt,,v
608,12052,,,0,OIA,*vi:dʱra-dʱanus-,rainbow in clear sky,[T. 12052],v
609,12109,,,0,OIA,vedʱ-a-ti,pierces,[T. 12109],v
610,12109,609,12109,1,PNur,vea-,,,v
611,12115,,,0,OIA,v′ela-:-,limit; time,[T. 12115],v
612,12115,611,12115,1,PNur,vel,,,v
613,n455,,,0,PNur,v′e-ma,toward speaker (in a horizontal plane),,v
614,12067,,,0,PAr,vr̥č-s′a-,tree,[T. 12067],v
615,12067,614,12067,1,PNur,âc̣,,,v
616,12083,,,0,OIA,vr̥ṣa-,kind of plant,[T. 12083],v
617,12079,,,0,OIA,vr̥mra-,walnut,[T. 12079],v
618,12079,617,12079,1,PNur,iamra,,,v
619,n456,,,0,PNur,vučak,small louse,,v
620,12181,,,0,OIA,vy-`as-ya-ti,throws away; separates,[T. 12181],v
621,12218,,,0,OIA,vy-ut-pâd-ay-a-ti,causes to arise,[T. 12218],v
622,12218,621,12218,1,PNur,iupa-,,,v
623,n457,,,0,PNur,vrâ-,bark [dog],,v
624,12233,,,0,PAr,vri:ǰʱ′i-,rice,[T. 12233],v
625,12233,624,12233,1,PNur,rić,,,v
626,12233,624,12233,1,PNur,vrić,,,v
627,12234,,,0,OIA,vle-p-i-ta-,crushed,[T. 12234],v
628,12234,627,12234,1,PNur,bre,,,v
629,12234,627,12234,1,PNur,vrei,,,v
630,n458,,,0,Eng,w′eskət,waistcoat,,w
631,n459,,,0,EurAs,m,,"[G. 1, 24, 27]",m
632,n460,631,n459,1,PIE Form,-m,,,m
633,n461,632,n460,2,PAr,-m,,,m
634,n462,631,n459,1,PIE Form,-m-o,,,m
635,n463,634,n462,2,PAr,-m-a,,,m
636,n464,635,n463,3,PNur,-ma,,,m
637,n465,631,n459,1,PIE Form,-m-i,,,m
638,n466,637,n465,2,PAr,-m-i,,,m
639,n467,638,n466,3,PNur,-m,,,m
640,n468,631,n459,1,PIE Form,m-oi,,"[Pok. 702  *me-1  PIE formula: *m-
2]",m
641,n469,640,n468,2,PAr,m-ai,,,m
642,n470,641,n469,3,PNur,iam,,,m
643,n471,631,n459,1,PIE Form,-m-es-i,,,m
644,n472,643,n471,2,PAr,-mas-i,,,m
645,n473,644,n472,3,PNur,-miš,,,m
646,n474,631,n459,1,PIE Form,mē-,,"[Pok. 703  *mē-1  PIE formula: *m-
h4]",m
647,n475,646,n474,2,PAr,m′â,,,m
648,n476,647,n475,3,PNur,mâ,,,m
649,n477,,,0,Arb,maūlawī,learned man,,m
650,9711,,,0,OIA,m′aǰǰ-a-ti,sinks,[T. 9711],m
651,9711,650,9711,1,PNur,maǰa-,,,m
652,9713,,,0,OIA,maǰǰika-:-,female crane,[T. 9713],m
653,9917,,,0,OIA,maš′aka-,mosquito,[T. 9917],m
654,9917,653,9917,1,PNur,mâ˜ša,,,m
655,9917,653,9917,1,PNur,mâša,,,m
656,9746.5,,,0,OIA,*maṭra-kka-,frog,[T. 9746.5],m
657,9727,,,0,OIA,maṭha-,hut; cottage,[T. 9727],m
658,9727,657,9727,1,PNur,maṛa,,,m
659,9919,,,0,OIA,maṣ-a-ti,rubs; crushes,[T. 9919],m
660,9875.3,,,0,OIA,*maručča-,peppercorn,[T. 9875.3],m
661,9882,,,0,OIA,mark′aṭa-,monkey,[T. 9882],m
662,9882,661,9882,1,PNur,markâṛa,,,m
663,9892,,,0,OIA,mard-a-l′a-,kind of drum,[T. 9892],m
664,9892,663,9892,1,PNur,maḍu,,,m
665,9892,663,9892,1,PNur,maṇḍu,,,m
666,9731,,,0,OIA,maṇ′i-,jewel; ornament,[T. 9731],m
667,9731,666,9731,1,PNur,maṇik,,,m
668,n478,,,0,PIE Root,mad,wet; glossy; fat; well-fed,"[Pok. 694  *mad-  PIE formula: *m-at̰-
]",m
669,n479,668,n478,1,PIE Form,mad-s-i-,,,m
670,n480,669,n479,2,PAr,m′ad-sya-,fish,,m
671,n481,670,n480,3,PNur,mać,,,m
672,n482,670,n480,3,PNur,mâći,,,m
673,9773,,,0,OIA,m′ada-,intoxication,[T. 9773],m
674,n483,,,0,Arb,masǰid,mosque,,m
675,n484,,,0,PNur,malai,mother's brother's wife,,m
676,n485,,,0,Arb,malak,headman,,m
677,n486,,,0,PNur,malik,Malik,,m
678,n487,,,0,OIA,-ma-na-,,,m
679,n488,,,0,PIE Root,manus,man,"[Pok. 700  *manu-s; monu-s  PIE formula: *m-an-u-
]",m
680,n489,679,n488,1,PIE Form,manu-s-,,,m
681,n490,680,n489,2,PAr,manu-s-a-,,,m
682,n491,681,n490,3,OIA,m′anu-ṣ-a-,man,,m
683,n492,682,n491,4,PNur,mannaṣ,,,m
684,n493,682,n491,4,PNur,mannuṣ,,,m
685,n494,679,n488,1,PIE Form,manu-s-i-,,,m
686,n495,685,n494,2,PAr,manu-s-i-a-,human; man,,m
687,n496,686,n495,3,PNur,mannuši,,,m
688,n497,686,n495,3,PNur,muša,,,m
689,n498,686,n495,3,PNur,muša-i,,,m
690,9716,,,0,OIA,manǰari,cluster of blossoms,[T. 9716],m
691,9742.3,,,0,OIA,*manḍa-,disc; ball,[T. 9742.3],m
692,9746.2,,,0,OIA,*manḍu-kka-,frog,[T. 9746.2],m
693,9746.2,692,9746.2,1,PNur,maṇḍuk,,,m
694,n499,,,0,PNur,mandâṛi,walking-stick,,m
695,n500,,,0,PIE Root,maɦ,mother,"[Pok. 700  *mâtér-  PIE formula: *m-ɦ-t-r-
1]",m
696,n501,695,n500,1,PIE Form,maɦ-ter-,,,m
697,n502,696,n501,2,PAr,mât′ar-,mother,,m
698,n503,695,n500,1,PIE Form,maɦ-tr-,,,m
699,n504,698,n503,2,PAr,mâtu-,mother's brother,,m
700,n505,699,n504,3,OIA,mâtu-l′a-,mother's brother,,m
701,n506,700,n505,4,PNur,mâli,,,m
702,n507,695,n500,1,PIE Form,maɦ-maɦ,,,m
703,n508,702,n507,2,PAr,mâma-,,,m
704,n509,703,n508,3,OIA,ma:m-ika:-,mother,,m
705,n510,,,0,PNur,mâ,hulled grain,,m
706,n511,,,0,PNur,mâkaṛik,post to hold eave beam,,m
707,9989.1,,,0,OIA,mâkṣ-i-k′a-,apian; honey,[T. 9989.1],m
708,9989.1,707,9989.1,1,PNur,mâc̣i,,,m
709,9990,,,0,OIA,*mâkṣ-i-ka-kar-a-,bee,[T. 9990],m
710,9990,709,9990,1,PNur,mac̣arik,,,m
711,9990,709,9990,1,PNur,mac̣ikarik,,,m
712,n512,,,0,PNur,mâč-čâila,go-between,,m
713,10097,,,0,OIA,m′âṣa-,bean,[T. 10097],m
714,10079,,,0,OIA,mârǰa-,cleaning,[T. 10079],m
715,n513,,,0,PNur,mâṇu,Munjâni,,m
716,n514,,,0,Psht,mâz digar,afternoon prayer,,m
717,n515,,,0,Arb,mâl,property; livestock,,m
718,9996,,,0,OIA,mâla-ka-,raised pavillion; upper storey,[T. 9996],m
719,9996,718,9996,1,PNur,mâla,,,m
720,10092,,,0,OIA,m′âla-:-,wreath; garland,[T. 10092],m
721,10092,720,10092,1,PNur,mâl,,,m
722,n516,,,0,PNur,mâlâda,man that held rank for merit-feast giving (pre-Islamic),,m
723,10044,,,0,OIA,*mâna-,skin bag,[T. 10044],m
724,10044,723,10044,1,PNur,mâṇa,,,m
725,10041,,,0,OIA,m′â-na-,measure,[T. 10041],m
726,n517,,,0,PNur,mânšor,lifetime,,m
727,10117.1,,,0,OIA,*mikka-ra-,lump,[T. 10117.1],m
728,10117.1,727,10117.1,1,PNur,miki,,,m
729,10117.1,727,10117.1,1,PNur,minki,,,m
730,10133.1,,,0,OIA,mil-′a-ti,meets; encounters,[T. 10133.1],m
731,10133.1,,,0,OIA,mil-′a-ti,meets; encounters,[T. 10133.1],m
732,10134,,,0,OIA,mil-a-na-,meeting,[T. 10134],m
733,n518,,,0,Arb,mīrâθ,inheritance,,m
734,n519,,,0,PIE Root,mei,bind,"[Pok. 710  *mei-4  PIE formula: *m-i-
1]",m
735,n520,734,n519,1,PIE Form,mei-tro-,,,m
736,n521,735,n520,2,PAr,m′itra-,friend; Mithra,,m
737,n522,736,n521,3,PNur,mer,,,m
738,n523,736,n521,3,PNur,merak,,,m
739,n524,736,n521,3,PNur,mer-kân,,,m
740,n525,734,n519,1,PIE Form,n-mei-tro-,,,m
741,n526,740,n525,2,PAr,a-m′itra-,enemy,,m
742,n527,,,0,PIE Root,meik̂,mix,"[Pok. 714  *mei-k̂-  PIE formula: *m-i-k̂-
1]",m
743,n528,742,n527,1,PIE Form,mei-k̂-ro-,,,m
744,n529,743,n528,2,PAr,mišr′a-,mixed,,m
745,n530,744,n529,3,PNur,meṣ,,,m
746,n531,742,n527,1,PIE Form,mei-k̂-ro-io-,,,m
747,n532,746,n531,2,PAr,mišra-ya-,mixes,,m
748,n533,747,n532,3,PNur,miṣi,,,m
749,n534,742,n527,1,PIE Form,mei-k̂-ro-io-,,,m
750,n535,749,n534,2,PAr,mišra-ya-,,,m
751,n536,750,n535,3,OIA,mišra-ya-ti,mixes,,m
752,n537,751,n536,4,PNur,miṣi-,,,m
753,n538,742,n527,1,PIE Form,mei-k̂-r-eio-,,,m
754,n539,753,n538,2,PAr,mišra-aya-,,,m
755,n540,754,n539,3,OIA,mišr-âp-aya-ti,mixes,,m
756,n541,755,n540,4,PNur,miṣâv-,,,m
757,n542,742,n527,1,PIE Form,mei-k̂-to-,,,m
758,n543,757,n542,2,PAr,â-miš-ta-,,,m
759,n544,758,n543,3,OIA,â-miṣ-ṭa-,mixed; mixture of boiled and curdled milk,,m
760,n545,759,n544,4,PNur,âmiṣ,,,m
761,n546,,,0,PIE Root,meiĝʱ,urinate,"[Pok. 713  *mei-ĝh-  PIE formula: *m-i-k̬̂-
]",m
762,n547,761,n546,1,PIE Form,mei-ĝʱ-,,,m
763,n548,762,n547,2,PAr,meǰʱa-,urine,,m
764,n549,,,0,PIE Root,meu,wet; dirt; to wash; etc.,"[Pok. 741  *meu-1  PIE formula: *m-u-
]",m
765,n550,764,n549,1,PIE Form,mu-h-tro-,,,m
766,n551,765,n550,2,PAr,m′u:tra-,urine,,m
767,n552,766,n551,3,PNur,mutr,,,m
768,n553,,,0,PIE Root,meuk,slide; slip,"[Pok. 744  *meug-, meuk-2  PIE formula: *m-u-k-
1]",m
769,n554,768,n553,1,PIE Form,muk-no-,,,m
770,n555,769,n554,2,PAr,muk-na-,loosed,,m
771,n556,770,n555,3,PNur,muka-,,,m
772,n557,768,n553,1,PIE Form,muk-io-,,,m
773,n558,772,n557,2,PAr,muk̂-ya-,,,m
774,n559,773,n558,3,OIA,pr′a-muč-ya-te,is loosened,,m
775,10302,,,0,OIA,megʱ′a-,cloud; rain,[T. 10302],m
776,10302,775,10302,1,PNur,me,,,m
777,1000,,,0,OIA,*megʱa-âkara-,big accumulation,[T. 1000],m
778,n560,,,0,PIE Root,meĝʱ,big,"[Pok. 708  *meĝ(h)-  PIE formula: *m-k̰̂-h-
]",m
779,n561,778,n560,1,PIE Form,meĝ-eh-,,,m
780,n562,779,n561,2,PAr,maǰʱa:-,,,m
781,n563,780,n562,3,OIA,maɦa:-dev′a-,Great God,,m
782,n564,781,n563,4,PNur,mâande,,,m
783,n565,780,n562,3,OIA,maɦa-ll-a-ka-,old; feeble,,m
784,n566,778,n560,1,PIE Form,meĝ-h-s-o-,,,m
785,n567,784,n566,2,PAr,maǰʱi-ša-,,,m
786,n568,785,n567,3,OIA,maɦ-i-ṣ′a-,great; powerful; buffalo,,m
787,n569,786,n568,4,PNur,meṣ,,,m
788,n570,786,n568,4,PNur,meṣi,,,m
789,n571,,,0,PIE Root,mer,shimmer; shine,"[Pok. 734  *mer-2  PIE formula: *m-r-
]",m
790,n572,789,n571,1,PIE Form,mer-gʷ-aɦ-,,,m
791,n573,790,n572,2,PAr,marga-:-,wild goat,,m
792,n574,791,n573,3,PNur,mrâŋ,,,m
793,n575,789,n571,1,PIE Form,mer-gʷ-ɦ-k̂i-ɦ-,,,m
794,n576,793,n575,2,PAr,marg-a:-či:-,bird,,m
795,n577,794,n576,3,PNur,mraŋâća,,,m
796,n578,789,n571,1,PIE Form,mr-gʷ-o-i-aɦ-,,,m
797,n579,796,n578,2,PAr,mr̥ga-y′a-:-,hunting,,m
798,n580,789,n571,1,PIE Form,mr-gʷ-o-k̂i-ɦ,,,m
799,n581,798,n580,2,PAr,mr̥ga-či-:-,small animal; bird,,m
800,n582,799,n581,3,PNur,ningaća,,,m
801,n583,,,0,PIE Root,mer,die,"[Pok. 735  *mer-4  PIE formula: *m-r-
1]",m
802,n584,801,n583,1,PIE Form,mr-i′o-,,,m
803,n585,802,n584,2,PAr,mr̥-y′a-te,,,m
804,n586,803,n585,3,OIA,mri-y′a-te,dies,,m
805,n587,804,n586,4,PNur,mre-,,,m
806,n588,801,n583,1,PIE Form,mōr-′eio-,,,m
807,n589,806,n588,2,PAr,mâr-′aya-,,,m
808,n590,807,n589,3,OIA,mâr-′aya-ti,kills,,m
809,n591,808,n590,4,PNur,mâ-,,,m
810,n592,801,n583,1,PIE Form,mr-t′o-,,,m
811,n593,810,n592,2,PAr,mr̥-t′a-,dead,,m
812,n594,810,n592,2,PAr,mr̥-t′a-ka-,corpse,,m
813,n595,801,n583,1,PIE Form,m′or-o-no-,,,m
814,n596,813,n595,2,PAr,mar-a-na-,,,m
815,n597,814,n596,3,OIA,mar-a-ṇa-,dying,,m
816,n598,815,n597,4,PNur,mârâ˜,,,m
817,n599,801,n583,1,PIE Form,m′oro-,,,m
818,n600,817,n599,2,PAr,mâra-,death,,m
819,n601,818,n600,3,PNur,mâra,,,m
820,n602,818,n600,3,PNur,mrâra,,,m
821,n603,801,n583,1,PIE Form,mor-t-io-,,,m
822,n604,821,n603,2,PAr,m′art-ya-,mortal; man,,m
823,n605,822,n604,3,PNur,mâč,,,m
824,n606,,,0,PIE Root,mer,bother; anger; etc.,"[Pok. 737  *mer-6  PIE formula: *m-r-
]",m
825,n607,824,n606,1,PIE Form,mer-s-o-,,,m
826,n608,825,n607,2,PAr,marš-a-,,,m
827,n609,826,n608,3,OIA,marṣ-a-,non-endurance; impatience; anger,,m
828,n610,827,n609,4,PNur,maṣa,,,m
829,n611,824,n606,1,PIE Form,mr-s-i′o-,,,m
830,n612,829,n611,2,PAr,mr̥š-y′a-,in vain; falsely,,m
831,n613,830,n612,3,PNur,miš-,,,m
832,n614,824,n606,1,PIE Form,mr-s-to-,,,m
833,n615,832,n614,2,PAr,pra-mr̥š-ta-,,,m
834,n616,833,n615,3,OIA,pra-mr̥ṣ-ṭa-,forgotten,,m
835,n617,,,0,PIE Root,mereĝ,edge; border,"[Pok. 738  *mereĝ-  PIE formula: *m-r-k̰̂-
]",m
836,n618,835,n617,1,PIE Form,mer-ĝ-o-,,,m
837,n619,836,n618,2,PAr,marǰa-,meadow,,m
838,n620,837,n619,3,PNur,branź,,,m
839,n621,837,n619,3,PNur,mranź,,,m
