PDF_Page	Printed_Page	Page_Line	Item	Gloss	Site	Similarity_Group	Extracted_Form	Record_Type	Extraction_Note
41	31	85	20	gold	Mikirgaon, Nagaon	2	seɾ	response	
41	31	86	20	gold	Sardoka Ingti, E K A	2	seɾ	response	
42	32	4	21	silver	Holanki, Papumpare AP	1	ɾup	response	
42	32	5	21	silver	S Cherrapunjee	1	ɾupa	response	
42	32	6	21	silver	Hajarongpi, E K A	1	ɾup	response	
42	32	7	21	silver	Amguri, Kamrup	1	ɾup	response	
42	32	8	21	silver	PaboiMisamari, Sonitpur	1	ɾup	response	
42	32	9	21	silver	Maina Kharong, Kamrup	1	ɾupa	response	
42	32	10	21	silver	RongjariPlasha, Ri-Bhoi	1	ɾupa	response	
42	32	11	21	silver	Assamese, Dibrugarh	1	ɾup	response	
42	32	12	21	silver	Amguri, W K A	1	ɾup	response	
42	32	13	21	silver	Sermansingner, E K A	1	ɾup	response	
42	32	14	21	silver	Langhemphi, W K A	1	ɾup	response	
42	32	15	21	silver	Umrinti, W K A	1	ɾup	response	
42	32	16	21	silver	Bankri, W K A	1	ɾup	response	
42	32	17	21	silver	Rongtheang, E K A	1	ɾup	response	
42	32	18	21	silver	Sunajoli, Lakhimpur	1	ɾup	response	
42	32	19	21	silver	Mikirgaon, Nagaon	1	ɾup	response	
42	32	20	21	silver	Sardoka Ingti, E K A	1	ɾup	response	
42	32	23	22	today	Holanki, Papumpare AP	2	pĭni	response	
42	32	24	22	today	S Cherrapunjee	3	mĭnt̪a	response	
42	32	25	22	today	Hajarongpi, E K A	2	pĭni	response	
42	32	26	22	today	Amguri, Kamrup	2	mini	response	
42	32	27	22	today	PaboiMisamari, Sonitpur	2	pĭni	response	
42	32	28	22	today	Maina Kharong, Kamrup	2	amini	response	
42	32	29	22	today	RongjariPlasha, Ri-Bhoi	2	mini	response	
42	32	30	22	today	Assamese, Dibrugarh	1	adʒi	response	
42	32	31	22	today	Amguri, W K A	2	pĭni	response	
42	32	32	22	today	Sermansingner, E K A	2	pĭni	response	
42	32	33	22	today	Langhemphi, W K A	2	pĭni	response	
42	32	34	22	today	Umrinti, W K A	2	pĭni	response	
42	32	35	22	today	Bankri, W K A	2	pĭni	response	
42	32	36	22	today	Rongtheang, E K A	2	pĭnni	response	
42	32	37	22	today	Sunajoli, Lakhimpur	2	pĭni	response	
42	32	38	22	today	Mikirgaon, Nagaon	2	pĭni	response	
42	32	39	22	today	Sardoka Ingti, E K A	2	pĭnni	response	
42	32	42	23	yesterday	Holanki, Papumpare AP	2	t̪ŭmi	response	
42	32	43	23	yesterday	Holanki, Papumpare AP	2	ʌ̆t̪ŭmi	response	
42	32	44	23	yesterday	Holanki, Papumpare AP	3	ʌ̆t̪ŭmi	response	
42	32	45	23	yesterday	S Cherrapunjee	5	mĕnhĕnen	response	
42	32	46	23	yesterday	Hajarongpi, E K A	2	t̪umi	response	
42	32	47	23	yesterday	Amguri, Kamrup	2	timi	response	
42	32	48	23	yesterday	Amguri, Kamrup	3	pʌtumi	response	
42	32	49	23	yesterday	PaboiMisamari, Sonitpur	2	t̪ŭmi	response	
42	32	50	23	yesterday	PaboiMisamari, Sonitpur	4	pĕnap	response	
42	32	51	23	yesterday	Maina Kharong, Kamrup	2	timi	response	
42	32	52	23	yesterday	RongjariPlasha, Ri-Bhoi	2	t̪ĭmi	response	
42	32	53	23	yesterday	Assamese, Dibrugarh	1	dʒua kali	response	
42	32	54	23	yesterday	Amguri, W K A	2	tŭmi	response	
42	32	55	23	yesterday	Sermansingner, E K A	2	ʌ̆t̪ŭmi	response	
42	32	56	23	yesterday	Sermansingner, E K A	3	ʌ̆t̪ŭmi	response	
42	32	57	23	yesterday	Langhemphi, W K A	2	ʌ̆tŭmi	response	
42	32	58	23	yesterday	Langhemphi, W K A	3	ʌ̆tŭmi	response	
42	32	59	23	yesterday	Umrinti, W K A	2	ʌ̆tŭmi	response	
42	32	60	23	yesterday	Umrinti, W K A	3	ʌ̆tŭmi	response	
42	32	61	23	yesterday	Bankri, W K A	2	ʌ̆tŭmi	response	
42	32	62	23	yesterday	Bankri, W K A	3	ʌ̆tŭmi	response	
42	32	63	23	yesterday	Rongtheang, E K A	2	t̪umi	response	
42	32	64	23	yesterday	Sunajoli, Lakhimpur	2	ʌ̆t̪ŭmi	response	
42	32	65	23	yesterday	Sunajoli, Lakhimpur	3	ʌ̆t̪ŭmi	response	
42	32	66	23	yesterday	Mikirgaon, Nagaon	2	t̪ŭmi	response	
42	32	67	23	yesterday	Mikirgaon, Nagaon	3	pat̪ŭmi	response	
42	32	68	23	yesterday	Sardoka Ingti, E K A	2	ʌ̆t̪ŭmi	response	
42	32	69	23	yesterday	Sardoka Ingti, E K A	3	ʌ̆t̪ŭmi	response	
42	32	72	24	tomorrow	Holanki, Papumpare AP	3	penap	response	
42	32	73	24	tomorrow	S Cherrapunjee	5	lʌ̆ʃai	response	
42	32	74	24	tomorrow	Hajarongpi, E K A	3	penap	response	
42	32	75	24	tomorrow	Amguri, Kamrup	3	minʌp	response	
42	32	76	24	tomorrow	Amguri, Kamrup	3	penʌp	response	
42	32	77	24	tomorrow	PaboiMisamari, Sonitpur	3	pĕnapdip	response	
42	32	78	24	tomorrow	PaboiMisamari, Sonitpur	4	t̪ŭmidip	response	
42	32	79	24	tomorrow	Maina Kharong, Kamrup	3	mina	response	
42	32	80	24	tomorrow	RongjariPlasha, Ri-Bhoi	1	aha kali	response	
42	32	81	24	tomorrow	RongjariPlasha, Ri-Bhoi	2	nʌbʌʔ	response	
42	32	82	24	tomorrow	Assamese, Dibrugarh	1	aha kali	response	
42	32	83	24	tomorrow	Amguri, W K A	3	penap	response	
42	32	84	24	tomorrow	Sermansingner, E K A	3	penap	response	
42	32	85	24	tomorrow	Langhemphi, W K A	3	penap	response	
42	32	86	24	tomorrow	Umrinti, W K A	3	penap	response	
42	32	87	24	tomorrow	Bankri, W K A	3	pĕnapde	response	
42	32	88	24	tomorrow	Bankri, W K A	3	penap	response	
42	32	89	24	tomorrow	Rongtheang, E K A	3	pĭnap	response	
42	32	90	24	tomorrow	Sunajoli, Lakhimpur	3	penap	response	
42	32	91	24	tomorrow	Mikirgaon, Nagaon	3	pĭnap	response	
42	32	92	24	tomorrow	Sardoka Ingti, E K A	3	pĭnap	response	
43	33	4	25	week	Holanki, Papumpare AP	1	ʌ̆ɾui	response	
43	33	5	25	week	S Cherrapunjee	4	t̪ʌ̆jɔ	response	
43	33	6	25	week	Hajarongpi, E K A	1	ĭɾoj	response	
43	33	7	25	week	Amguri, Kamrup	2	ɾʌuol	response	
43	33	8	25	week	PaboiMisamari, Sonitpur	3	hopt̪a	response	
43	33	9	25	week	Maina Kharong, Kamrup	1	ʌ̆ɾuliʃi	response	
43	33	10	25	week	RongjariPlasha, Ri-Bhoi	1	ʌ̆ɾŭɭ	response	
43	33	11	25	week	Assamese, Dibrugarh	3	hopt̪ʌ	response	
43	33	12	25	week	Amguri, W K A	1	ʌ̆ɾui	response	
43	33	13	25	week	Sermansingner, E K A	1	ʌ̆ɾui	response	
43	33	14	25	week	Sermansingner, E K A	3	hopt̪a	response	
43	33	15	25	week	Langhemphi, W K A	1	ʌ̆ɾui	response	
43	33	16	25	week	Umrinti, W K A	1	ʌ̆ɾui	response	
43	33	17	25	week	Bankri, W K A	1	ĭɾui	response	
43	33	18	25	week	Rongtheang, E K A	1	ʌ̆ɾoi	response	
43	33	19	25	week	Sunajoli, Lakhimpur	1	ʌ̆ɾui	response	
43	33	20	25	week	Mikirgaon, Nagaon	1	eɾui	response	
43	33	21	25	week	Sardoka Ingti, E K A	1	ĭthiĭɾui	response	
43	33	24	26	month	Holanki, Papumpare AP	2	ʌ̆tʃekɭo	response	
43	33	25	26	month	S Cherrapunjee	3	bnai	response	
43	33	26	26	month	Hajarongpi, E K A	2	tʃekɭoĕdʒoŋ	response	
43	33	27	26	month	Amguri, Kamrup	1	mah	response	
43	33	28	26	month	Amguri, Kamrup	2	tʃikɭo	response	
43	33	29	26	month	PaboiMisamari, Sonitpur	2	atʃikɭu	response	
43	33	30	26	month	Maina Kharong, Kamrup	2	tʃikɭo	response	
43	33	31	26	month	RongjariPlasha, Ri-Bhoi	2	tʃikɭo	response	
43	33	32	26	month	Assamese, Dibrugarh	1	mah	response	
43	33	33	26	month	Amguri, W K A	2	tʃikɭo	response	
43	33	34	26	month	Sermansingner, E K A	2	ʌ̆tʃekɭo	response	
43	33	35	26	month	Langhemphi, W K A	2	tʃekɭo	response	
43	33	36	26	month	Umrinti, W K A	2	ʌ̆tʃĭkɭo	response	
43	33	37	26	month	Bankri, W K A	2	tʃekɭo	response	
43	33	38	26	month	Bankri, W K A	2	tʃekɭoĕdʒon	response	
43	33	39	26	month	Rongtheang, E K A	2	tʃĭklo	response	
43	33	40	26	month	Sunajoli, Lakhimpur	2	tʃekɭo	response	
43	33	41	26	month	Mikirgaon, Nagaon	2	tʃikɭu	response	
43	33	42	26	month	Sardoka Ingti, E K A	2	tʃikɭo	response	
43	33	45	27	year	Holanki, Papumpare AP	2	niŋkan	response	
43	33	46	27	year	S Cherrapunjee	3	snʌ̆m	response	
43	33	47	27	year	Hajarongpi, E K A	2	niŋkan	response	
43	33	48	27	year	Amguri, Kamrup	1	bosoɾ	response	
43	33	49	27	year	Amguri, Kamrup	2	niŋkan	response	
43	33	50	27	year	PaboiMisamari, Sonitpur	2	ʌ̆nĭŋkan	response	
43	33	51	27	year	Maina Kharong, Kamrup	2	niŋkan	response	
43	33	52	27	year	RongjariPlasha, Ri-Bhoi	2	niŋkan	response	
43	33	53	27	year	Assamese, Dibrugarh	1	bosoɾ	response	
43	33	54	27	year	Amguri, W K A	2	niŋkan	response	
43	33	55	27	year	Sermansingner, E K A	2	ʌ̆nĭŋkan	response	
43	33	56	27	year	Langhemphi, W K A	2	niŋkan	response	
43	33	57	27	year	Umrinti, W K A	2	niŋkan	response	
43	33	58	27	year	Bankri, W K A	2	niŋkan	response	
43	33	59	27	year	Rongtheang, E K A	2	niŋkan	response	
43	33	60	27	year	Sunajoli, Lakhimpur	2	niŋkan	response	
43	33	61	27	year	Mikirgaon, Nagaon	2	nĕŋkan	response	
43	33	62	27	year	Sardoka Ingti, E K A	2	niŋkan	response	
43	33	65	28	day	Holanki, Papumpare AP	2	ʌ̆ɾni	response	
43	33	66	28	day	S Cherrapunjee	3	sŋi	response	
43	33	67	28	day	S Cherrapunjee	4	sun	response	
43	33	68	28	day	Hajarongpi, E K A	2	ʌ̆ɾni	response	
43	33	69	28	day	Amguri, Kamrup	1	d̪ĭn	response	
43	33	70	28	day	Amguri, Kamrup	2	ʌ̆ɾni	response	
43	33	71	28	day	PaboiMisamari, Sonitpur	2	ʌ̆ɾni	response	
43	33	72	28	day	Maina Kharong, Kamrup	1	dĭn	response	
43	33	73	28	day	RongjariPlasha, Ri-Bhoi	1	d̪ĭn	response	
43	33	74	28	day	RongjariPlasha, Ri-Bhoi	2	ʌɾni	response	
43	33	75	28	day	Assamese, Dibrugarh	1	d̪ĭn	response	
43	33	76	28	day	Amguri, W K A	2	ʌ̆ɾni	response	
43	33	77	28	day	Sermansingner, E K A	2	ʌ̆ɾni	response	
43	33	78	28	day	Langhemphi, W K A	2	ʌ̆ɾni	response	
43	33	79	28	day	Umrinti, W K A	2	ʌ̆ɾni	response	
43	33	80	28	day	Bankri, W K A	2	ʌ̆ɾni	response	
43	33	81	28	day	Rongtheang, E K A	2	ʌ̆ɾni	response	
43	33	82	28	day	Sunajoli, Lakhimpur	2	ʌ̆ɾni	response	
43	33	83	28	day	Mikirgaon, Nagaon	2	ʌ̆ɾni	response	
43	33	84	28	day	Sardoka Ingti, E K A	2	ʌ̆ɾni	response	
44	34	4	29	morning	Holanki, Papumpare AP	2	ʌ̆dap	response	
44	34	5	29	morning	S Cherrapunjee	4	mʌ̆nstĕp	response	
44	34	6	29	morning	Hajarongpi, E K A	2	ʌ̆dap	response	
44	34	7	29	morning	Amguri, Kamrup	2	ʌ̆dap	response	
44	34	8	29	morning	PaboiMisamari, Sonitpur	2	ʌ̆dap	response	
44	34	9	29	morning	PaboiMisamari, Sonitpur	2	ʌ̆dapɾaŋ	response	
44	34	10	29	morning	Maina Kharong, Kamrup	2	ʌ̆dap	response	
44	34	11	29	morning	RongjariPlasha, Ri-Bhoi	1	ɾaʈĭpuʌ̆	response	
44	34	12	29	morning	RongjariPlasha, Ri-Bhoi	2	ʌdʌp	response	
44	34	13	29	morning	Assamese, Dibrugarh	1	ɾaʈĭpuʌ̆	response	
44	34	14	29	morning	Amguri, W K A	2	ʌ̆dap	response	
44	34	15	29	morning	Sermansingner, E K A	2	ʌ̆dap	response	
44	34	16	29	morning	Langhemphi, W K A	2	ʌ̆dap	response	
44	34	17	29	morning	Langhemphi, W K A	2	ʌ̆dapɾaŋ	response	
44	34	18	29	morning	Umrinti, W K A	2	ʌ̆dapɾaŋ	response	
44	34	19	29	morning	Bankri, W K A	2	ʌ̆dapɾaŋ	response	
44	34	20	29	morning	Rongtheang, E K A	2	ʌ̆dap	response	
44	34	21	29	morning	Sunajoli, Lakhimpur	2	ʌ̆dap	response	
44	34	22	29	morning	Sunajoli, Lakhimpur	2	ʌ̆dapɾaŋ	response	
44	34	23	29	morning	Mikirgaon, Nagaon	2	ʌ̆dap	response	
44	34	24	29	morning	Sardoka Ingti, E K A	2	ʌ̆dap	response	
44	34	25	29	morning	Sardoka Ingti, E K A	2	ʌ̆dapɾaŋ	response	
44	34	28	30	noon	Holanki, Papumpare AP	2	ʌ̆naɾlo	response	
44	34	29	30	noon	S Cherrapunjee	5	mʌ̆nsni	response	
44	34	30	30	noon	Hajarongpi, E K A	2	ʌ̆naɾlo	response	
44	34	31	30	noon	Amguri, Kamrup	2	ʌ̆neɾlo	response	
44	34	32	30	noon	PaboiMisamari, Sonitpur	2	ʌ̆neɾlo	response	
44	34	33	30	noon	PaboiMisamari, Sonitpur	3	baɾobʌ̆dʒĕ	response	
44	34	34	30	noon	Maina Kharong, Kamrup	2	ʌ̆nerlo	response	
44	34	35	30	noon	RongjariPlasha, Ri-Bhoi	2	ʌ̆nerlo	response	
44	34	36	30	noon	Assamese, Dibrugarh	1	d̪upuɾijʌ	response	
44	34	37	30	noon	Amguri, W K A	2	ʌ̆neɾlo	response	
44	34	38	30	noon	Sermansingner, E K A	2	ʌ̆naɾlo	response	
44	34	39	30	noon	Langhemphi, W K A	2	ʌ̆naɾlo	response	
44	34	40	30	noon	Umrinti, W K A	2	ʌ̆naɾlo	response	
44	34	41	30	noon	Bankri, W K A	2	ʌ̆naɾlo	response	
44	34	42	30	noon	Rongtheang, E K A	6	naɾlotsit̪im	response	
44	34	43	30	noon	Sunajoli, Lakhimpur	2	ʌ̆naɾlo	response	
44	34	44	30	noon	Mikirgaon, Nagaon	1	ʌ̆depoɾdʒa	response	
44	34	45	30	noon	Mikirgaon, Nagaon	3	baɾobʌ̆dʒĕ	response	
44	34	46	30	noon	Sardoka Ingti, E K A	2	ʌ̆neɾlo	response	
44	34	49	31	evening	Holanki, Papumpare AP	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	50	31	evening	S Cherrapunjee	5	dʒanmiɾ	response	
44	34	51	31	evening	Hajarongpi, E K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	52	31	evening	Amguri, Kamrup	3	ʌ̆nethu	response	
44	34	53	31	evening	PaboiMisamari, Sonitpur	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	54	31	evening	Maina Kharong, Kamrup	3	ʌ̆net̪hu	response	
44	34	55	31	evening	RongjariPlasha, Ri-Bhoi	3	ʌ̆nethu	response	
44	34	56	31	evening	Assamese, Dibrugarh	1	goɖɦuɭi	response	
44	34	57	31	evening	Amguri, W K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	58	31	evening	Amguri, W K A	4	ʌ̆neʋithu	response	
44	34	59	31	evening	Sermansingner, E K A	2	ʌ̆nĭkʌ̆ŋsam	response	
44	34	60	31	evening	Langhemphi, W K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	61	31	evening	Umrinti, W K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	62	31	evening	Bankri, W K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	63	31	evening	Rongtheang, E K A	2	ʌ̆ɾnikaŋsam	response	
44	34	64	31	evening	Sunajoli, Lakhimpur	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	65	31	evening	Mikirgaon, Nagaon	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	66	31	evening	Sardoka Ingti, E K A	2	ʌ̆ɾnikʌ̆ŋsam	response	
44	34	69	32	night	Holanki, Papumpare AP	2	ʌ̆nuwe	response	
44	34	70	32	night	Holanki, Papumpare AP	3	ʌ̆dʒo	response	
44	34	71	32	night	S Cherrapunjee	4	mʌ̆nmiɾ	response	
44	34	72	32	night	Hajarongpi, E K A	3	ʌ̆dʒo	response	
44	34	73	32	night	Amguri, Kamrup	2	ʌ̆nuwe	response	
44	34	74	32	night	PaboiMisamari, Sonitpur	2	ʌ̆nuŋwe	response	
44	34	75	32	night	PaboiMisamari, Sonitpur	3	ʌ̆dʒu	response	
44	34	76	32	night	Maina Kharong, Kamrup	2	ʌ̆nuhe	response	
44	34	77	32	night	RongjariPlasha, Ri-Bhoi	2	ʌnuwe	response	
44	34	78	32	night	Assamese, Dibrugarh	1	ɾat̪i	response	
44	34	79	32	night	Amguri, W K A	3	ʌ̆dʒo	response	
44	34	80	32	night	Sermansingner, E K A	3	ʌ̆dʒo	response	
44	34	81	32	night	Langhemphi, W K A	2	ʌ̆nuŋwe	response	
44	34	82	32	night	Langhemphi, W K A	3	ʌ̆dʒo	response	
44	34	83	32	night	Umrinti, W K A	2	ʌ̆niŋwe	response	
44	34	84	32	night	Umrinti, W K A	3	ʌ̆dʒo	response	
44	34	85	32	night	Bankri, W K A	3	ʌ̆dʒo	response	
44	34	86	32	night	Rongtheang, E K A	3	ʌ̆dʒo	response	
44	34	87	32	night	Sunajoli, Lakhimpur	3	ʌ̆dʒo	response	
44	34	88	32	night	Mikirgaon, Nagaon	3	ʌ̆dʒu	response	
44	34	89	32	night	Sardoka Ingti, E K A	3	ʌ̆dʒu	response	
45	35	4	33	paddy rice	Holanki, Papumpare AP	2	sok	response	
45	35	5	33	paddy rice	S Cherrapunjee	3	kʌ̆baɾ	response	
45	35	6	33	paddy rice	Hajarongpi, E K A	2	sok	response	
45	35	7	33	paddy rice	Amguri, Kamrup	2	soʔ	response	
45	35	8	33	paddy rice	PaboiMisamari, Sonitpur	2	sok	response	
45	35	9	33	paddy rice	Maina Kharong, Kamrup	2	sok	response	
45	35	10	33	paddy rice	RongjariPlasha, Ri-Bhoi	2	sok	response	
45	35	11	33	paddy rice	Assamese, Dibrugarh	1	d̪ɦan	response	
45	35	12	33	paddy rice	Amguri, W K A	2	sok	response	
45	35	13	33	paddy rice	Sermansingner, E K A	2	sok	response	
45	35	14	33	paddy rice	Langhemphi, W K A	2	sok	response	
45	35	15	33	paddy rice	Umrinti, W K A	2	sok	response	
45	35	16	33	paddy rice	Bankri, W K A	2	sok	response	
45	35	17	33	paddy rice	Rongtheang, E K A	2	sok	response	
45	35	18	33	paddy rice	Sunajoli, Lakhimpur	2	sok	response	
45	35	19	33	paddy rice	Mikirgaon, Nagaon	2	sok	response	
45	35	20	33	paddy rice	Sardoka Ingti, E K A	2	sok	response	
45	35	23	34	uncooked rice	Holanki, Papumpare AP	2	saŋ	response	
45	35	24	34	uncooked rice	S Cherrapunjee	3	khaw	response	
45	35	25	34	uncooked rice	Hajarongpi, E K A	2	saŋ	response	
45	35	26	34	uncooked rice	Amguri, Kamrup	2	saŋ	response	
45	35	27	34	uncooked rice	PaboiMisamari, Sonitpur	2	saŋ	response	
45	35	28	34	uncooked rice	Maina Kharong, Kamrup	2	saŋ	response	
45	35	29	34	uncooked rice	RongjariPlasha, Ri-Bhoi	2	saŋ	response	
45	35	30	34	uncooked rice	Assamese, Dibrugarh	1	saul	response	
45	35	31	34	uncooked rice	Amguri, W K A	2	saŋ	response	
45	35	32	34	uncooked rice	Sermansingner, E K A	2	saŋ	response	
45	35	33	34	uncooked rice	Langhemphi, W K A	2	saŋ	response	
45	35	34	34	uncooked rice	Umrinti, W K A	2	saŋ	response	
45	35	35	34	uncooked rice	Bankri, W K A	2	saŋ	response	
45	35	36	34	uncooked rice	Rongtheang, E K A	2	saŋ	response	
45	35	37	34	uncooked rice	Sunajoli, Lakhimpur	2	saŋ	response	
45	35	38	34	uncooked rice	Mikirgaon, Nagaon	2	saŋ	response	
45	35	39	34	uncooked rice	Sardoka Ingti, E K A	2	saŋ	response	
45	35	42	35	cooked rice	Holanki, Papumpare AP	2	an	response	
45	35	43	35	cooked rice	S Cherrapunjee	3	dʒa	response	
45	35	44	35	cooked rice	Hajarongpi, E K A	2	ʌ̆n	response	
45	35	45	35	cooked rice	Amguri, Kamrup	2	an	response	
45	35	46	35	cooked rice	PaboiMisamari, Sonitpur	2	an	response	
45	35	47	35	cooked rice	Maina Kharong, Kamrup	2	an	response	
45	35	48	35	cooked rice	RongjariPlasha, Ri-Bhoi	2	an	response	
45	35	49	35	cooked rice	Assamese, Dibrugarh	1	bɦaʈ	response	
45	35	50	35	cooked rice	Amguri, W K A	2	an	response	
45	35	51	35	cooked rice	Sermansingner, E K A	2	an	response	
45	35	52	35	cooked rice	Langhemphi, W K A	2	an	response	
45	35	53	35	cooked rice	Umrinti, W K A	2	an	response	
45	35	54	35	cooked rice	Bankri, W K A	2	an	response	
45	35	55	35	cooked rice	Rongtheang, E K A	2	ʌ̆n	response	
45	35	56	35	cooked rice	Sunajoli, Lakhimpur	2	an	response	
45	35	57	35	cooked rice	Mikirgaon, Nagaon	2	an	response	
45	35	58	35	cooked rice	Sardoka Ingti, E K A	2	an	response	
45	35	61	36	wheat	Holanki, Papumpare AP	1	gĕ̃hu	response	
45	35	62	36	wheat	Holanki, Papumpare AP	4	sʌ̆btĭpɭi	response	
45	35	63	36	wheat	S Cherrapunjee	3	kĕu	response	
45	35	64	36	wheat	Hajarongpi, E K A	1	gĕ̃hu	response	
45	35	65	36	wheat	Amguri, Kamrup	1	gehu	response	
45	35	66	36	wheat	PaboiMisamari, Sonitpur	2	gɦum	response	
45	35	67	36	wheat	Maina Kharong, Kamrup	2	gum	response	
45	35	68	36	wheat	RongjariPlasha, Ri-Bhoi	0		blank	0. no entry
45	35	69	36	wheat	Assamese, Dibrugarh	1	gehu	response	
45	35	70	36	wheat	Assamese, Dibrugarh	1	gɦeh̃u	response	
45	35	71	36	wheat	Amguri, W K A	1	gĕ̃hu	response	
45	35	72	36	wheat	Sermansingner, E K A	1	gĕ̃hu	response	
45	35	73	36	wheat	Langhemphi, W K A	4	soktepli	response	
45	35	74	36	wheat	Umrinti, W K A	4	soktepli	response	
45	35	75	36	wheat	Bankri, W K A	1	gĕ̃hu	response	
45	35	76	36	wheat	Rongtheang, E K A	1	gĕ̃hu	response	
45	35	77	36	wheat	Sunajoli, Lakhimpur	1	gĕ̃hu	response	
45	35	78	36	wheat	Mikirgaon, Nagaon	1	gĕ̃hu	response	
45	35	79	36	wheat	Sardoka Ingti, E K A	1	gĕ̃hu	response	
46	36	4	37	corn	Holanki, Papumpare AP	5	ʌ̆tʃĭli	response	
46	36	5	37	corn	S Cherrapunjee	6	ɾĕɔhʌ̆dʌ̆m	response	
46	36	6	37	corn	Hajarongpi, E K A	5	tʃĭli	response	
46	36	7	37	corn	Amguri, Kamrup	5	tʃili	response	
46	36	8	37	corn	PaboiMisamari, Sonitpur	5	ʌ̆tʃĭli	response	
46	36	9	37	corn	Maina Kharong, Kamrup	5	tʃili	response	
46	36	10	37	corn	RongjariPlasha, Ri-Bhoi	2	ʌte	response	
46	36	11	37	corn	RongjariPlasha, Ri-Bhoi	3	mikhor	response	
46	36	12	37	corn	Assamese, Dibrugarh	1	gumd̪ɦan	response	
46	36	13	37	corn	Amguri, W K A	5	tʃĭli	response	
46	36	14	37	corn	Sermansingner, E K A	0		blank	0. No entry
46	36	15	37	corn	Langhemphi, W K A	5	ʌ̆tʃĭli	response	
46	36	16	37	corn	Umrinti, W K A	5	tʃĭlːi	response	
46	36	17	37	corn	Bankri, W K A	5	ʌ̆tʃĭli	response	
46	36	18	37	corn	Rongtheang, E K A	4	tsutheʔ	response	
46	36	19	37	corn	Sunajoli, Lakhimpur	5	ʌ̆tʃĭli	response	
46	36	20	37	corn	Mikirgaon, Nagaon	5	tʃĭlːi	response	
46	36	21	37	corn	Sardoka Ingti, E K A	5	ʌ̆tʃĭli	response	
46	36	24	38	potato	Holanki, Papumpare AP	2	phĭɾui	response	
46	36	25	38	potato	S Cherrapunjee	3	phʌ̆n	response	
46	36	26	38	potato	Hajarongpi, E K A	2	phuɾui	response	
46	36	27	38	potato	Amguri, Kamrup	2	phurul	response	
46	36	28	38	potato	PaboiMisamari, Sonitpur	2	phuɾui	response	
46	36	29	38	potato	Maina Kharong, Kamrup	2	phurul	response	
46	36	30	38	potato	RongjariPlasha, Ri-Bhoi	2	phŭrul	response	
46	36	31	38	potato	Assamese, Dibrugarh	1	alu	response	
46	36	32	38	potato	Amguri, W K A	2	phuɾui	response	
46	36	33	38	potato	Sermansingner, E K A	2	phĭɾui	response	
46	36	34	38	potato	Langhemphi, W K A	2	phuɾui	response	
46	36	35	38	potato	Umrinti, W K A	2	phuɾui	response	
46	36	36	38	potato	Bankri, W K A	2	phuɾui	response	
46	36	37	38	potato	Rongtheang, E K A	2	phoroiʌ̆the	response	
46	36	38	38	potato	Sunajoli, Lakhimpur	2	pheɾoi	response	
46	36	39	38	potato	Mikirgaon, Nagaon	2	phuɾui	response	
46	36	40	38	potato	Sardoka Ingti, E K A	2	phĭɾui	response	
46	36	43	39	cauliflower	Holanki, Papumpare AP	1	phulkobi	response	
46	36	44	39	cauliflower	S Cherrapunjee	1	phulkubi	response	
46	36	45	39	cauliflower	Hajarongpi, E K A	1	phulkubi	response	
46	36	46	39	cauliflower	Amguri, Kamrup	1	phulkobi	response	
46	36	47	39	cauliflower	PaboiMisamari, Sonitpur	1	phulkobi	response	
46	36	48	39	cauliflower	Maina Kharong, Kamrup	1	ɸulkobi	response	
46	36	49	39	cauliflower	RongjariPlasha, Ri-Bhoi	1	ʌ̆ŋphaɾkŭbi	response	
46	36	50	39	cauliflower	Assamese, Dibrugarh	1	ɸulkobi	response	
46	36	51	39	cauliflower	Amguri, W K A	1	phulkobi	response	
46	36	52	39	cauliflower	Sermansingner, E K A	1	phulkobi	response	
46	36	53	39	cauliflower	Langhemphi, W K A	1	phulkobi	response	
46	36	54	39	cauliflower	Umrinti, W K A	1	phulkobi	response	
46	36	55	39	cauliflower	Bankri, W K A	1	phulkobi	response	
46	36	56	39	cauliflower	Rongtheang, E K A	1	kŭbiʌ̆ŋphaɾ	response	
46	36	57	39	cauliflower	Sunajoli, Lakhimpur	1	phulkobi	response	
46	36	58	39	cauliflower	Mikirgaon, Nagaon	1	phulkobi	response	
46	36	59	39	cauliflower	Sardoka Ingti, E K A	1	phulkobi	response	
46	36	62	40	cabbage	Holanki, Papumpare AP	1	bʌ̆ndakobi	response	
46	36	63	40	cabbage	S Cherrapunjee	1	kubi	response	
46	36	64	40	cabbage	Hajarongpi, E K A	1	bʌ̆ndakobi	response	
46	36	65	40	cabbage	Amguri, Kamrup	1	bʌndʌkobi	response	
46	36	66	40	cabbage	Amguri, Kamrup	1	bʌnd̪akobi	response	
46	36	67	40	cabbage	PaboiMisamari, Sonitpur	1	bʌ̆ndakobi	response	
46	36	68	40	cabbage	Maina Kharong, Kamrup	1	bʌndhkobi	response	
