Item	Site	Site_Name	PDF_Page	Printed_Page	Column	Cell_Image	Raw_OCR	OCR_Alternates	Transcription	Review	Uncertainty	Blank	Notes
17	MNK	Manikaran	46	39	1	cells/i017-MNK-pdf046.png	punzeba			pending manual source-image review			
17	RAI	Raila Village	43	36	2	cells/i017-RAI-pdf043.png	vJelpur£p			pending manual source-image review			
17	SHA	Shalwar Village	42	35	1	cells/i017-SHA-pdf042.png	laygiri/pe:ze			pending manual source-image review			
17	SHG	Shangarh	42	35	3	cells/i017-SHG-pdf042.png	badze:br			pending manual source-image review			
17	SID	Sidua	44	37	1	cells/i017-SID-pdf044.png	1 dzandzesa			pending manual source-image review			
18	ANI	Ani	46	39	2	cells/i018-ANI-pdf046.png	bedi			pending manual source-image review			
18	BAT	Bathad	44	37	3	cells/i018-BAT-pdf044.png	mundadi			pending manual source-image review			
18	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i018-BHU-pdf045.png	mondln			pending manual source-image review			
18	CHI	Chinninal Village	42	35	2	cells/i018-CHI-pdf042.png	mondli			pending manual source-image review			
18	CHU	Churla / Lag Valley	41	34	2	cells/i018-CHU-pdf041.png	'mondli			pending manual source-image review			
18	GAR	Garsah	45	38	1	cells/i018-GAR-pdf045.png	I8. mandali			pending manual source-image review			
18	JIB	Jibhi	44	37	2	cells/i018-JIB-pdf044.png	mondali			pending manual source-image review			
18	KUL	Kullu (District Headquarters)	45	38	2	cells/i018-KUL-pdf045.png	mondli/grthir			pending manual source-image review			
18	LOR	Loren / South Kullu Valley	41	34	3	cells/i018-LOR-pdf041.png	!!сриои,			pending manual source-image review			
18	MAN	Manali	43	36	1	cells/i018-MAN-pdf043.png	mun'dadi			pending manual source-image review			
18	MAR	Maraur Village	43	36	3	cells/i018-MAR-pdf043.png	mond!			pending manual source-image review			
18	MNK	Manikaran	46	39	1	cells/i018-MNK-pdf046.png	mundaği			pending manual source-image review			
18	RAI	Raila Village	43	36	2	cells/i018-RAI-pdf043.png	•Jeplnu			pending manual source-image review			
18	SHA	Shalwar Village	42	35	1	cells/i018-SHA-pdf042.png	!leprom			pending manual source-image review			
18	SHG	Shangarh	42	35	3	cells/i018-SHG-pdf042.png	mondali			pending manual source-image review			
18	SID	Sidua	44	37	1	cells/i018-SID-pdf044.png	mundadi			pending manual source-image review			
19	ANI	Ani	46	39	2	cells/i019-ANI-pdf046.png				pending manual source-image review			
19	BAT	Bathad	44	37	3	cells/i019-BAT-pdf044.png	buth/tjap:+l			pending manual source-image review			
19	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i019-BHU-pdf045.png				pending manual source-image review			
19	CHI	Chinninal Village	42	35	2	cells/i019-CHI-pdf042.png	buth			pending manual source-image review			
19	CHU	Churla / Lag Valley	41	34	2	cells/i019-CHU-pdf041.png	dzo'r=			pending manual source-image review			
19	GAR	Garsah	45	38	1	cells/i019-GAR-pdf045.png	fi. buth			pending manual source-image review			
19	JIB	Jibhi	44	37	2	cells/i019-JIB-pdf044.png				pending manual source-image review			
19	KUL	Kullu (District Headquarters)	45	38	2	cells/i019-KUL-pdf045.png				pending manual source-image review			
19	LOR	Loren / South Kullu Valley	41	34	3	cells/i019-LOR-pdf041.png	dzuțe/pol'se			pending manual source-image review			
19	MAN	Manali	43	36	1	cells/i019-MAN-pdf043.png	19. 'bu:tha			pending manual source-image review			
19	MAR	Maraur Village	43	36	3	cells/i019-MAR-pdf043.png				pending manual source-image review			
19	MNK	Manikaran	46	39	1	cells/i019-MNK-pdf046.png				pending manual source-image review			
19	RAI	Raila Village	43	36	2	cells/i019-RAI-pdf043.png	bu:th/t/npl			pending manual source-image review			
19	SHA	Shalwar Village	42	35	1	cells/i019-SHA-pdf042.png	pu:l^			pending manual source-image review			
19	SHG	Shangarh	42	35	3	cells/i019-SHG-pdf042.png	vle|nd/ e)no			pending manual source-image review			
19	SID	Sidua	44	37	1	cells/i019-SID-pdf044.png	pula			pending manual source-image review			
20	ANI	Ani	46	39	2	cells/i020-ANI-pdf046.png				pending manual source-image review			
20	BAT	Bathad	44	37	3	cells/i020-BAT-pdf044.png				pending manual source-image review			
20	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i020-BHU-pdf045.png				pending manual source-image review			
20	CHI	Chinninal Village	42	35	2	cells/i020-CHI-pdf042.png	ecothons			pending manual source-image review			
20	CHU	Churla / Lag Valley	41	34	2	cells/i020-CHU-pdf041.png	'tol:e			pending manual source-image review			
20	GAR	Garsah	45	38	1	cells/i020-GAR-pdf045.png	-			pending manual source-image review			
20	JIB	Jibhi	44	37	2	cells/i020-JIB-pdf044.png				pending manual source-image review			
20	KUL	Kullu (District Headquarters)	45	38	2	cells/i020-KUL-pdf045.png				pending manual source-image review			
20	LOR	Loren / South Kullu Valley	41	34	3	cells/i020-LOR-pdf041.png	'tolie			pending manual source-image review			
20	MAN	Manali	43	36	1	cells/i020-MAN-pdf043.png	20.			pending manual source-image review			
20	MAR	Maraur Village	43	36	3	cells/i020-MAR-pdf043.png				pending manual source-image review			
20	MNK	Manikaran	46	39	1	cells/i020-MNK-pdf046.png				pending manual source-image review			
20	RAI	Raila Village	43	36	2	cells/i020-RAI-pdf043.png	ko:t			pending manual source-image review			
20	SHA	Shalwar Village	42	35	1	cells/i020-SHA-pdf042.png	Kotlahabln			pending manual source-image review			
20	SHG	Shangarh	42	35	3	cells/i020-SHG-pdf042.png	azık(e/ kot			pending manual source-image review			
20	SID	Sidua	44	37	1	cells/i020-SID-pdf044.png				pending manual source-image review			
21	ANI	Ani	46	39	2	cells/i021-ANI-pdf046.png				pending manual source-image review			
21	BAT	Bathad	44	37	3	cells/i021-BAT-pdf044.png				pending manual source-image review			
21	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i021-BHU-pdf045.png				pending manual source-image review			
21	CHI	Chinninal Village	42	35	2	cells/i021-CHI-pdf042.png	sathonn			pending manual source-image review			
21	CHU	Churla / Lag Valley	41	34	2	cells/i021-CHU-pdf041.png	"""betoli/dzukalt"			pending manual source-image review			
21	GAR	Garsah	45	38	1	cells/i021-GAR-pdf045.png				pending manual source-image review			
21	JIB	Jibhi	44	37	2	cells/i021-JIB-pdf044.png				pending manual source-image review			
21	KUL	Kullu (District Headquarters)	45	38	2	cells/i021-KUL-pdf045.png				pending manual source-image review			
21	LOR	Loren / South Kullu Valley	41	34	3	cells/i021-LOR-pdf041.png	patu/dzukle/dolu			pending manual source-image review			
21	MAN	Manali	43	36	1	cells/i021-MAN-pdf043.png	21.			pending manual source-image review			
21	MAR	Maraur Village	43	36	3	cells/i021-MAR-pdf043.png				pending manual source-image review			
21	MNK	Manikaran	46	39	1	cells/i021-MNK-pdf046.png				pending manual source-image review			
21	RAI	Raila Village	43	36	2	cells/i021-RAI-pdf043.png	dzikaln			pending manual source-image review			
21	SHA	Shalwar Village	42	35	1	cells/i021-SHA-pdf042.png	"'pslu:/tsnd""s"""			pending manual source-image review			
21	SHG	Shangarh	42	35	3	cells/i021-SHG-pdf042.png	dzuk°l^/palu			pending manual source-image review			
21	SID	Sidua	44	37	1	cells/i021-SID-pdf044.png				pending manual source-image review			
22	ANI	Ani	46	39	2	cells/i022-ANI-pdf046.png	buzar			pending manual source-image review			
22	BAT	Bathad	44	37	3	cells/i022-BAT-pdf044.png	buzar			pending manual source-image review			
22	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i022-BHU-pdf045.png	5i3)/I:ozeq			pending manual source-image review			
22	CHI	Chinninal Village	42	35	2	cells/i022-CHI-pdf042.png	1: 5 e1:33			pending manual source-image review			
22	CHU	Churla / Lag Valley	41	34	2	cells/i022-CHU-pdf041.png	JE:G			pending manual source-image review			
22	GAR	Garsah	45	38	1	cells/i022-GAR-pdf045.png	J:0zVa			pending manual source-image review			
22	JIB	Jibhi	44	37	2	cells/i022-JIB-pdf044.png	JE:s/baza:f			pending manual source-image review			
22	KUL	Kullu (District Headquarters)	45	38	2	cells/i022-KUL-pdf045.png	3=3/			pending manual source-image review			
22	LOR	Loren / South Kullu Valley	41	34	3	cells/i022-LOR-pdf041.png	SE: 5°			pending manual source-image review			
22	MAN	Manali	43	36	1	cells/i022-MAN-pdf043.png	22. ''shef			pending manual source-image review			
22	MAR	Maraur Village	43	36	3	cells/i022-MAR-pdf043.png	baza:s/ fE:s			pending manual source-image review			
22	MNK	Manikaran	46	39	1	cells/i022-MNK-pdf046.png	bızas			pending manual source-image review			
22	RAI	Raila Village	43	36	2	cells/i022-RAI-pdf043.png	j:es			pending manual source-image review			
22	SHA	Shalwar Village	42	35	1	cells/i022-SHA-pdf042.png	Si: =/bx (4)z			pending manual source-image review			
22	SHG	Shangarh	42	35	3	cells/i022-SHG-pdf042.png	sa:E			pending manual source-image review			
22	SID	Sidua	44	37	1	cells/i022-SID-pdf044.png	buzas			pending manual source-image review			
23	ANI	Ani	46	39	2	cells/i023-ANI-pdf046.png	gorõ			pending manual source-image review			
23	BAT	Bathad	44	37	3	cells/i023-BAT-pdf044.png	vJCy6			pending manual source-image review			
23	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i023-BHU-pdf045.png	gău / gfa:			pending manual source-image review			
23	CHI	Chinninal Village	42	35	2	cells/i023-CHI-pdf042.png	дай			pending manual source-image review			
23	CHU	Churla / Lag Valley	41	34	2	cells/i023-CHU-pdf041.png	gcã			pending manual source-image review			
23	GAR	Garsah	45	38	1	cells/i023-GAR-pdf045.png	23 giã :			pending manual source-image review			
23	JIB	Jibhi	44	37	2	cells/i023-JIB-pdf044.png	g=ã:			pending manual source-image review			
23	KUL	Kullu (District Headquarters)	45	38	2	cells/i023-KUL-pdf045.png				pending manual source-image review			
23	LOR	Loren / South Kullu Valley	41	34	3	cells/i023-LOR-pdf041.png	grã(n)			pending manual source-image review			
23	MAN	Manali	43	36	1	cells/i023-MAN-pdf043.png	23 g°:ã			pending manual source-image review			
23	MAR	Maraur Village	43	36	3	cells/i023-MAR-pdf043.png	9=ã			pending manual source-image review			
23	MNK	Manikaran	46	39	1	cells/i023-MNK-pdf046.png	gară			pending manual source-image review			
23	RAI	Raila Village	43	36	2	cells/i023-RAI-pdf043.png	.grã:			pending manual source-image review			
23	SHA	Shalwar Village	42	35	1	cells/i023-SHA-pdf042.png	g=à:			pending manual source-image review			
23	SHG	Shangarh	42	35	3	cells/i023-SHG-pdf042.png	9rã			pending manual source-image review			
23	SID	Sidua	44	37	1	cells/i023-SID-pdf044.png	охсуб			pending manual source-image review			
24	ANI	Ani	46	39	2	cells/i024-ANI-pdf046.png	суб			pending manual source-image review			
24	BAT	Bathad	44	37	3	cells/i024-BAT-pdf044.png	лсцБ			pending manual source-image review			
24	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i024-BHU-pdf045.png	- УБ			pending manual source-image review			
24	CHI	Chinninal Village	42	35	2	cells/i024-CHI-pdf042.png	ghara			pending manual source-image review			
24	CHU	Churla / Lag Valley	41	34	2	cells/i024-CHU-pdf041.png	ґаб			pending manual source-image review			
24	GAR	Garsah	45	38	1	cells/i024-GAR-pdf045.png	24. icyG			pending manual source-image review			
24	JIB	Jibhi	44	37	2	cells/i024-JIB-pdf044.png	ghat			pending manual source-image review			
24	KUL	Kullu (District Headquarters)	45	38	2	cells/i024-KUL-pdf045.png	Jayb			pending manual source-image review			
24	LOR	Loren / South Kullu Valley	41	34	3	cells/i024-LOR-pdf041.png	дaf			pending manual source-image review			
24	MAN	Manali	43	36	1	cells/i024-MAN-pdf043.png	24, лоув,			pending manual source-image review			
24	MAR	Maraur Village	43	36	3	cells/i024-MAR-pdf043.png	ghar			pending manual source-image review			
24	MNK	Manikaran	46	39	1	cells/i024-MNK-pdf046.png	ghas			pending manual source-image review			
24	RAI	Raila Village	43	36	2	cells/i024-RAI-pdf043.png	ghas			pending manual source-image review			
24	SHA	Shalwar Village	42	35	1	cells/i024-SHA-pdf042.png	ghas			pending manual source-image review			
24	SHG	Shangarh	42	35	3	cells/i024-SHG-pdf042.png	5буб			pending manual source-image review			
24	SID	Sidua	44	37	1	cells/i024-SID-pdf044.png	ghar			pending manual source-image review			
25	ANI	Ani	46	39	2	cells/i025-ANI-pdf046.png	ле: doft			pending manual source-image review			
25	BAT	Bathad	44	37	3	cells/i025-BAT-pdf044.png	7 sap:ar			pending manual source-image review			
25	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i025-BHU-pdf045.png	tjapias			pending manual source-image review			
25	CHI	Chinninal Village	42	35	2	cells/i025-CHI-pdf042.png	tEnt'o			pending manual source-image review			
25	CHU	Churla / Lag Valley	41	34	2	cells/i025-CHU-pdf041.png	tfap°r°			pending manual source-image review			
25	GAR	Garsah	45	38	1	cells/i025-GAR-pdf045.png	25. ts1p?s			pending manual source-image review			
25	JIB	Jibhi	44	37	2	cells/i025-JIB-pdf044.png	Es^p°s			pending manual source-image review			
25	KUL	Kullu (District Headquarters)	45	38	2	cells/i025-KUL-pdf045.png	J. dvf			pending manual source-image review			
25	LOR	Loren / South Kullu Valley	41	34	3	cells/i025-LOR-pdf041.png	ts1p°s			pending manual source-image review			
25	MAN	Manali	43	36	1	cells/i025-MAN-pdf043.png	25. tshapar			pending manual source-image review			
25	MAR	Maraur Village	43	36	3	cells/i025-MAR-pdf043.png	tfap'=			pending manual source-image review			
25	MNK	Manikaran	46	39	1	cells/i025-MNK-pdf046.png	tshap:ar			pending manual source-image review			
25	RAI	Raila Village	43	36	2	cells/i025-RAI-pdf043.png	"tsap""!"			pending manual source-image review			
25	SHA	Shalwar Village	42	35	1	cells/i025-SHA-pdf042.png	1S^p=			pending manual source-image review			
25	SHG	Shangarh	42	35	3	cells/i025-SHG-pdf042.png	tfap s			pending manual source-image review			
25	SID	Sidua	44	37	1	cells/i025-SID-pdf044.png	tsap:af			pending manual source-image review			
26	ANI	Ani	46	39	2	cells/i026-ANI-pdf046.png	duwar			pending manual source-image review			
26	BAT	Bathad	44	37	3	cells/i026-BAT-pdf044.png	duwar			pending manual source-image review			
26	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i026-BHU-pdf045.png	descwadza:			pending manual source-image review			
26	CHI	Chinninal Village	42	35	2	cells/i026-CHI-pdf042.png	qu'aco			pending manual source-image review			
26	CHU	Churla / Lag Valley	41	34	2	cells/i026-CHU-pdf041.png	vÉprmJop			pending manual source-image review			
26	GAR	Garsah	45	38	1	cells/i026-GAR-pdf045.png	2i_ dua:s			pending manual source-image review			
26	JIB	Jibhi	44	37	2	cells/i026-JIB-pdf044.png	duas			pending manual source-image review			
26	KUL	Kullu (District Headquarters)	45	38	2	cells/i026-KUL-pdf045.png	dorwndzs/dua:			pending manual source-image review			
26	LOR	Loren / South Kullu Valley	41	34	3	cells/i026-LOR-pdf041.png	dorwadza			pending manual source-image review			
26	MAN	Manali	43	36	1	cells/i026-MAN-pdf043.png	26. 'duwar			pending manual source-image review			
26	MAR	Maraur Village	43	36	3	cells/i026-MAR-pdf043.png	duas			pending manual source-image review			
26	MNK	Manikaran	46	39	1	cells/i026-MNK-pdf046.png	duwaer			pending manual source-image review			
26	RAI	Raila Village	43	36	2	cells/i026-RAI-pdf043.png	duas			pending manual source-image review			
26	SHA	Shalwar Village	42	35	1	cells/i026-SHA-pdf042.png	dua:s			pending manual source-image review			
26	SHG	Shangarh	42	35	3	cells/i026-SHG-pdf042.png	dwa:f			pending manual source-image review			
26	SID	Sidua	44	37	1	cells/i026-SID-pdf044.png	duwar			pending manual source-image review			
27	ANI	Ani	46	39	2	cells/i027-ANI-pdf046.png	iro			pending manual source-image review			
27	BAT	Bathad	44	37	3	cells/i027-BAT-pdf044.png	thaki			pending manual source-image review			
27	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i027-BHU-pdf045.png	tuki			pending manual source-image review			
27	CHI	Chinninal Village	42	35	2	cells/i027-CHI-pdf042.png	:!) Fak'i			pending manual source-image review			
27	CHU	Churla / Lag Valley	41	34	2	cells/i027-CHU-pdf041.png	L^k:i			pending manual source-image review			
27	GAR	Garsah	45	38	1	cells/i027-GAR-pdf045.png	27. tnki			pending manual source-image review			
27	JIB	Jibhi	44	37	2	cells/i027-JIB-pdf044.png	țnki			pending manual source-image review			
27	KUL	Kullu (District Headquarters)	45	38	2	cells/i027-KUL-pdf045.png	Eaki			pending manual source-image review			
27	LOR	Loren / South Kullu Valley	41	34	3	cells/i027-LOR-pdf041.png	'Inki			pending manual source-image review			
27	MAN	Manali	43	36	1	cells/i027-MAN-pdf043.png	27. 'tkaki			pending manual source-image review			
27	MAR	Maraur Village	43	36	3	cells/i027-MAR-pdf043.png	Erki			pending manual source-image review			
27	MNK	Manikaran	46	39	1	cells/i027-MNK-pdf046.png	Laki			pending manual source-image review			
27	RAI	Raila Village	43	36	2	cells/i027-RAI-pdf043.png	Inki			pending manual source-image review			
27	SHA	Shalwar Village	42	35	1	cells/i027-SHA-pdf042.png	kuaki/t'set			pending manual source-image review			
27	SHG	Shangarh	42	35	3	cells/i027-SHG-pdf042.png	taki:			pending manual source-image review			
27	SID	Sidua	44	37	1	cells/i027-SID-pdf044.png	thaki			pending manual source-image review			
28	ANI	Ani	46	39	2	cells/i028-ANI-pdf046.png	un/			pending manual source-image review			
28	BAT	Bathad	44	37	3	cells/i028-BAT-pdf044.png	buhar			pending manual source-image review			
28	BHU	Bhutti Village / Lag Valley	45	38	3	cells/i028-BHU-pdf045.png	buhait			pending manual source-image review			
28	CHI	Chinninal Village	42	35	2	cells/i028-CHI-pdf042.png	buar?			pending manual source-image review			
28	CHU	Churla / Lag Valley	41	34	2	cells/i028-CHU-pdf041.png	bhulha: s			pending manual source-image review			
