PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Continuation	Raw_Fragments	Source_Status
89	82	8	mouth	Rathwi Bareli-Chiklia	2	1	mʊjə		0	Rathwi Bareli-Chiklia 2 mʊjə	response
89	82	8	mouth	Rathwi-Chenpur	2	1	mui		0	Rathwi-Chenpur 2 mui	response
89	82	8	mouth	Rathwi-Dongargaon	2	1	mũh		0	Rathwi-ðongargaon 2 mũh	response
89	82	8	mouth	Bhilali-Bodugam	2	1	mʊj		0	Bhilali-Bodugam 2 mʊj	response
89	82	8	mouth	Bhili-Punyawat	2	1	mũi		0	Bhili-Punyawat 2 mũi	response
89	82	8	mouth	Bhili-Anjhera	1	1	munɖũ		0	Bhili-Anjhera 1 munɖũ	response
89	82	8	mouth	Bhilali-Anjhera	1	1	muɳɖɑ		0	Bhilali-Anjhera 1 muɳɖɑ	response
89	82	8	mouth	Bhilali-Mandwi	1	1	mũhɖɑ		0	Bhilali-Mandwi 1 mũhɖɑ	response
89	82	8	mouth	Bhilali-Navalpura	1	1	muɳɖo		0	Bhilali-Navalpura 1 muɳɖo	response
89	82	8	mouth	Bhilali-Agar	1	1	muɳɖɑ		0	Bhilali-Agar 1 muɳɖɑ	response
89	82	8	mouth	Bhilali-Udaigadh	1	1	munɖɑ		0	Bhilali-Udaigadh 1 munɖɑ	response
89	82	8	mouth	Bhilali-Kattivada	2	1	mɔh		0	Bhilali-Kattivada 2 mɔh	response
89	82	8	mouth	Parya Bhilali-Bhorwada	1	1	muɳɖɑ		0	Parya Bhilali- Bhorwada 1 muɳɖɑ	response
89	82	8	mouth	Bhili-Piplia	2	1	mɔh		0	Bhili-Piplia 2 mɔh	response
89	82	8	mouth	Bhili-Kharod	1	1	moɖu		0	Bhili-Kharod 1 moɖu	response
89	82	8	mouth	Bhilali-Aspai	1	1	moɖʊ		0	Bhilali-Aspai 1 moɖʊ	response
89	82	8	mouth	Rathawi-Mankodi	1	1	moɖu		0	Rathawi-Mankodi 1 moɖu	response
89	82	8	mouth	Palya-Choutharya	1	1	moɖu		0	Palya-Choutharya 1 moɖu	response
89	82	8	mouth	Palya-Natvada	1	1	moɖʊ		0	Palya-Natvada 1 moɖʊ	response
89	82	8	mouth	Bareli Pauri-Shahana	2	1	mui		0	Bareli Pauri-Shahana 2 mui	response
89	82	8	mouth	Bareli Pauri-Mandvi	2	1	mui		0	Bareli Pauri-Mandvi 2 mui	response
89	82	8	mouth	Bareli Pauri-Khadki	2	1	mui		0	Bareli Pauri-Khadki 2 mui	response
89	82	8	mouth	Nimadi-Khargone	1	1	munɖɔ		0	Nimadi-Khargone 1 munɖɔ	response
89	82	8	mouth	Nimadi-Awlia	1	1	munɖho		0	Nimadi-Awlia 1 munɖho	response
89	82	8	mouth	Nimadi-Ashapur	1	1	munɖɔ		0	Nimadi-Ashapur 1 munɖɔ	response
89	82	8	mouth	Ahirani-Dhule	3	1	to̪ɳɖ		0	Ahirani-Dhule 3 to̪ɳɖ	response
89	82	8	mouth	Hindi	2	1	mũh		0	Hindi 2 mũh	response
89	82	8	mouth	Gujarati	2	1	mõh		0	Gujarati 2 mõh	response
89	82	8	mouth	Marathi	3	1	tõ̪ɳɖ		0	Marathi 3 tõ̪ɳɖ	response
89	82	8	mouth	Marathi	4	2	mukh		1	4 mukh	response
89	82	9	tooth	Rathwi Pauri-Amalwadi	1	1	da̪t̪		0	Rathwi Pauri-Amalwadi 1 da̪t ̪	response
89	82	9	tooth	Rathwi Pauri-Segwi	1	1	da̪th̪		0	Rathwi Pauri-Segwi 1 da̪th̪	response
89	82	9	tooth	Rathwi Bareli-Tharadpura	1	1	dɑ̪t̪		0	Rathwi Bareli-Tharadpura 1 dɑ̪t ̪	response
89	82	9	tooth	Rathwi Bareli-Udainagar	1	1	dɑ̪t̪		0	Rathwi Bareli-Udainagar 1 dɑ̪t ̪	response
89	82	9	tooth	Rathwi Bareli-Chiklia	1	1	dɑ̪t̪		0	Rathwi Bareli-Chiklia 1 dɑ̪t ̪	response
89	82	9	tooth	Rathwi-Chenpur	1	1	dɑ̪t̪		0	Rathwi-Chenpur 1 dɑ̪t ̪	response
89	82	9	tooth	Rathwi-Dongargaon	1	1	dɑ̪t̪		0	Rathwi-Dongargaon 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Bodugam	1	1	dɑ̪t̪		0	Bhilali-Bodugam 1 dɑ̪t ̪	response
89	82	9	tooth	Bhili-Punyawat	1	1	dɑ̪t̪		0	Bhili-Punyawat 1 dɑ̪t ̪	response
89	82	9	tooth	Bhili-Anjhera	1	1	dɑ̪t̪		0	Bhili-Anjhera 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Anjhera	1	1	dɑ̪t̪		0	Bhilali-Anjhera 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Mandwi	1	1	dɑ̪t̪		0	Bhilali-Mandwi 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Navalpura	1	1	dɑ̪t̪		0	Bhilali-Navalpura 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Agar	1	1	dɑ̪t̪		0	Bhilali-Agar 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Udaigadh	1	1	dɑ̪t̪		0	Bhilali-Udaigadh 1 dɑ̪t ̪	response
89	82	9	tooth	Bhilali-Kattivada	1	1	dɑ̪t̪		0	Bhilali-Kattivada 1 dɑ̪t ̪	response
89	82	9	tooth	Parya Bhilali-Bhorwada	1	1	dɑ̪t̪		0	Parya Bhilali- Bhorwada 1 dɑ̪t ̪	response
89	82	9	tooth	Bhili-Piplia	1	1	dɑ̪t̪̃		0	Bhili-Piplia 1 dɑ̪t̃ ̪	response
89	82	9	tooth	Bhili-Kharod	1	1	dã̪t̪		0	Bhili-Kharod 1 dã̪t ̪	response
89	82	9	tooth	Bhilali-Aspai	1	1	dɑ̪t̪̃		0	Bhilali-Aspai 1 dɑ̪t̃ ̪	response
89	82	9	tooth	Rathawi-Mankodi	1	1	dɑ̪t̪		0	Rathawi-Mankodi 1 dɑ̪t ̪	response
89	82	9	tooth	Palya-Choutharya	1	1	dɑ̪t̪		0	Palya-Choutharya 1 dɑ̪t ̪	response
89	82	9	tooth	Palya-Natvada	1	1	dɑ̪t̪		0	Palya-Natvada 1 dɑ̪t ̪	response
89	82	9	tooth	Bareli Pauri-Shahana	1	1	da̪t̪		0	Bareli Pauri-Shahana 1 da̪t ̪	response
89	82	9	tooth	Bareli Pauri-Mandvi	1	1	da̪th̪		0	Bareli Pauri-Mandvi 1 da̪th̪	response
89	82	9	tooth	Bareli Pauri-Khadki	1	1	dɑ̪t̪		0	Bareli Pauri-Khadki 1 dɑ̪t ̪	response
89	82	9	tooth	Nimadi-Khargone	1	1	dɑ̪t̪̃		0	Nimadi-Khargone 1 dɑ̪t̃ ̪	response
89	82	9	tooth	Nimadi-Awlia	1	1	dɑ̪t̪		0	Nimadi-Awlia 1 dɑ̪t ̪	response
89	82	9	tooth	Nimadi-Ashapur	1	1	dɑ̪t̪		0	Nimadi-Ashapur 1 dɑ̪t ̪	response
89	82	9	tooth	Ahirani-Dhule	1	1	dɑ̪t̪		0	Ahirani-Dhule 1 dɑ̪t ̪	response
89	82	9	tooth	Hindi	1	1	dɑ̪t̪̃		0	Hindi 1 dɑ̪t̃ ̪	response
89	82	9	tooth	Gujarati	1	1	dɑ̪nt̪		0	Gujarati 1 dɑ̪nt ̪	response
89	82	9	tooth	Marathi	1	1	dɑ̪tə̪		0	Marathi 1 dɑ̪tə̪	response
90	83	10	tongue	Rathwi Pauri-Amalwadi	1	1	dʒip		0	Rathwi Pauri-Amalwadi 1 dʒip	response
90	83	10	tongue	Rathwi Pauri-Segwi	1	1	dʒip		0	Rathwi Pauri-Segwi 1 dʒip	response
90	83	10	tongue	Rathwi Bareli-Tharadpura	1	1	dʒip		0	Rathwi Bareli-Tharadpura 1 dʒip	response
90	83	10	tongue	Rathwi Bareli-Udainagar	1	1	dʒip		0	Rathwi Bareli-Udainagar 1 dʒip	response
90	83	10	tongue	Rathwi Bareli-Chiklia	1	1	dʒip		0	Rathwi Bareli-Chiklia 1 dʒip	response
90	83	10	tongue	Rathwi-Chenpur	1	1	dʒib		0	Rathwi-Chenpur 1 dʒib	response
90	83	10	tongue	Rathwi-Dongargaon	1	1	dʒib		0	Rathwi-Dongargaon 1 dʒib	response
90	83	10	tongue	Bhilali-Bodugam	1	1	dʒib		0	Bhilali-Bodugam 1 dʒib	response
90	83	10	tongue	Bhili-Punyawat	1	1	dʒib		0	Bhili-Punyawat 1 dʒib	response
90	83	10	tongue	Bhili-Anjhera	1	1	dʒib		0	Bhili-Anjhera 1 dʒib	response
90	83	10	tongue	Bhilali-Anjhera	1	1	dʒib		0	Bhilali-Anjhera 1 dʒib	response
90	83	10	tongue	Bhilali-Mandwi	1	1	dʒib		0	Bhilali-Mandwi 1 dʒib	response
90	83	10	tongue	Bhilali-Navalpura	1	1	dʒib		0	Bhilali-Navalpura 1 dʒib	response
90	83	10	tongue	Bhilali-Agar	1	1	dʒib		0	Bhilali-Agar 1 dʒib	response
90	83	10	tongue	Bhilali-Udaigadh	1	1	dʒib		0	Bhilali-Udaigadh 1 dʒib	response
90	83	10	tongue	Bhilali-Kattivada	1	1	dʒib		0	Bhilali-Kattivada 1 dʒib	response
90	83	10	tongue	Parya Bhilali-Bhorwada	1	1	dʒib		0	Parya Bhilali- Bhorwada 1 dʒib	response
90	83	10	tongue	Bhili-Piplia	1	1	dʒib		0	Bhili-Piplia 1 dʒib	response
90	83	10	tongue	Bhili-Kharod	1	1	dzibh		0	Bhili-Kharod 1 dzibh	response
90	83	10	tongue	Bhilali-Aspai	1	1	dʒibɦ		0	Bhilali-Aspai 1 dʒibɦ	response
90	83	10	tongue	Rathawi-Mankodi	1	1	dʒib		0	Rathawi-Mankodi 1 dʒib	response
90	83	10	tongue	Palya-Choutharya	1	1	dʒib		0	Palya-Choutharya 1 dʒib	response
90	83	10	tongue	Palya-Natvada	1	1	dʒib		0	Palya-Natvada 1 dʒib	response
90	83	10	tongue	Bareli Pauri-Shahana	1	1	dʒib		0	Bareli Pauri-Shahana 1 dʒib	response
90	83	10	tongue	Bareli Pauri-Mandvi	1	1	dz̪i̪b		0	Bareli Pauri-Mandvi 1 dz̪i̪b	response
90	83	10	tongue	Bareli Pauri-Khadki	1	1	dʒib		0	Bareli Pauri-Khadki 1 dʒib	response
90	83	10	tongue	Nimadi-Khargone	1	1	dʒibɑɳ		0	Nimadi-Khargone 1 dʒibɑɳ	response
90	83	10	tongue	Nimadi-Awlia	1	1	dʒib		0	Nimadi-Awlia 1 dʒib	response
90	83	10	tongue	Nimadi-Ashapur	1	1	dʒibɑn		0	Nimadi-Ashapur 1 dʒibɑn	response
90	83	10	tongue	Ahirani-Dhule	1	1	dʒibɦ		0	Ahirani-Dhule 1 dʒibɦ	response
90	83	10	tongue	Hindi	1	1	dʒibɦ		0	Hindi 1 dʒibɦ	response
90	83	10	tongue	Gujarati	1	1	dʒibɦ		0	Gujarati 1 dʒibɦ	response
90	83	10	tongue	Marathi	1	1	dʒibɦ		0	Marathi 1 dʒibɦ	response
90	83	11	breast	Rathwi Pauri-Amalwadi	4	1	dɦ̪ai		0	Rathwi Pauri-Amalwadi 4 dɦ̪ai	response
90	83	11	breast	Rathwi Pauri-Segwi	4	1	dɦ̪ai		0	Rathwi Pauri-Segwi 4 dɦ̪ai	response
90	83	11	breast	Rathwi Bareli-Tharadpura	0	1	NO ENTRY		0	Rathwi Bareli-Tharadpura 0 NO ENTRY	response
90	83	11	breast	Rathwi Bareli-Udainagar	0	1	NO ENTRY		0	Rathwi Bareli-Udainagar 0 NO ENTRY	response
90	83	11	breast	Rathwi Bareli-Chiklia	0	1	NO ENTRY		0	Rathwi Bareli-Chiklia 0 NO ENTRY	response
90	83	11	breast	Rathwi-Chenpur	0	1	NO ENTRY		0	Rathwi-Chenpur 0 NO ENTRY	response
90	83	11	breast	Rathwi-Dongargaon	0	1	NO ENTRY		0	Rathwi-Dongargaon 0 NO ENTRY	response
90	83	11	breast	Bhilali-Bodugam	0	1	NO ENTRY		0	Bhilali-Bodugam 0 NO ENTRY	response
90	83	11	breast	Bhili-Punyawat	0	1	NO ENTRY		0	Bhili-Punyawat 0 NO ENTRY	response
90	83	11	breast	Bhili-Anjhera	0	1	NO ENTRY		0	Bhili-Anjhera 0 NO ENTRY	response
90	83	11	breast	Bhilali-Anjhera	0	1	NO ENTRY		0	Bhilali-Anjhera 0 NO ENTRY	response
90	83	11	breast	Bhilali-Mandwi	0	1	NO ENTRY		0	Bhilali-Mandwi 0 NO ENTRY	response
90	83	11	breast	Bhilali-Navalpura	0	1	NO ENTRY		0	Bhilali-Navalpura 0 NO ENTRY	response
90	83	11	breast	Bhilali-Agar	0	1	NO ENTRY		0	Bhilali-Agar 0 NO ENTRY	response
90	83	11	breast	Bhilali-Udaigadh	0	1	NO ENTRY		0	Bhilali-Udaigadh 0 NO ENTRY	response
90	83	11	breast	Bhilali-Kattivada	0	1	NO ENTRY		0	Bhilali-Kattivada 0 NO ENTRY	response
90	83	11	breast	Parya Bhilali-Bhorwada	0	1	NO ENTRY		0	Parya Bhilali- Bhorwada 0 NO ENTRY	response
90	83	11	breast	Bhili-Piplia	0	1	NO ENTRY		0	Bhili-Piplia 0 NO ENTRY	response
90	83	11	breast	Bhili-Kharod	0	1	NO ENTRY		0	Bhili-Kharod 0 NO ENTRY	response
90	83	11	breast	Bhilali-Aspai	1	1	sɑti̪		0	Bhilali-Aspai 1 sɑti̪	response
90	83	11	breast	Rathawi-Mankodi	0	1	NO ENTRY		0	Rathawi-Mankodi 0 NO ENTRY	response
90	83	11	breast	Palya-Choutharya	0	1	NO ENTRY		0	Palya-Choutharya 0 NO ENTRY	response
90	83	11	breast	Palya-Natvada	0	1	NO ENTRY		0	Palya-Natvada 0 NO ENTRY	response
90	83	11	breast	Bareli Pauri-Shahana	4	1	dæhai		0	Bareli Pauri-Shahana 4 dæhai	response
90	83	11	breast	Bareli Pauri-Mandvi	4	1	da̪i		0	Bareli Pauri-Mandvi 4 da̪i	response
90	83	11	breast	Bareli Pauri-Khadki	0	1	NO ENTRY		0	Bareli Pauri-Khadki 0 NO ENTRY	response
90	83	11	breast	Nimadi-Khargone	0	1	NO ENTRY		0	Nimadi-Khargone 0 NO ENTRY	response
90	83	11	breast	Nimadi-Awlia	0	1	NO ENTRY		0	Nimadi-Awlia 0 NO ENTRY	response
90	83	11	breast	Nimadi-Ashapur	0	1	NO ENTRY		0	Nimadi-Ashapur 0 NO ENTRY	response
90	83	11	breast	Ahirani-Dhule	2	1	th̪ʌna		0	Ahirani-Dhule 2 th̪ʌna	response
90	83	11	breast	Hindi	1	1	tʃɑti̪		0	Hindi 1 tʃɑti̪	response
90	83	11	breast	Hindi	2	2	stʌ̪n		1	2 stʌ̪n	response
90	83	11	breast	Gujarati	1	1	tʃɑti̪		0	Gujarati 1 tʃɑti̪	response
90	83	11	breast	Marathi	2	1	stʌ̪n		0	Marathi 2 stʌ̪n	response
90	83	12	belly	Rathwi Pauri-Amalwadi	1	1	peʈ		0	Rathwi Pauri-Amalwadi 1 peʈ	response
90	83	12	belly	Rathwi Pauri-Segwi	1	1	peʈ		0	Rathwi Pauri-Segwi 1 peʈ	response
90	83	12	belly	Rathwi Bareli-Tharadpura	1	1	peʈ		0	Rathwi Bareli-Tharadpura 1 peʈ	response
90	83	12	belly	Rathwi Bareli-Udainagar	1	1	pɛʈ		0	Rathwi Bareli-Udainagar 1 pɛʈ	response
90	83	12	belly	Rathwi Bareli-Chiklia	1	1	peʈ		0	Rathwi Bareli-Chiklia 1 peʈ	response
90	83	12	belly	Rathwi-Chenpur	1	1	peʈh		0	Rathwi-Chenpur 1 peʈh	response
90	83	12	belly	Rathwi-Dongargaon	1	1	pɛʈh		0	Rathwi-Dongargaon 1 pɛʈh	response
90	83	12	belly	Bhilali-Bodugam	1	1	peʈ		0	Bhilali-Bodugam 1 peʈ	response
90	83	12	belly	Bhili-Punyawat	1	1	pɛʈ		0	Bhili-Punyawat 1 pɛʈ	response
90	83	12	belly	Bhili-Anjhera	1	1	pɛʈ		0	Bhili-Anjhera 1 pɛʈ	response
90	83	12	belly	Bhilali-Anjhera	1	1	peʈ		0	Bhilali-Anjhera 1 peʈ	response
90	83	12	belly	Bhilali-Mandwi	1	1	peʈ		0	Bhilali-Mandwi 1 peʈ	response
90	83	12	belly	Bhilali-Navalpura	1	1	peʈ		0	Bhilali-Navalpura 1 peʈ	response
90	83	12	belly	Bhilali-Agar	1	1	peʈ		0	Bhilali-Agar 1 peʈ	response
90	83	12	belly	Bhilali-Udaigadh	1	1	peʈ		0	Bhilali-Udaigadh 1 peʈ	response
90	83	12	belly	Bhilali-Kattivada	1	1	peʈ		0	Bhilali-Kattivada 1 peʈ	response
90	83	12	belly	Parya Bhilali-Bhorwada	1	1	peʈ		0	Parya Bhilali- Bhorwada 1 peʈ	response
90	83	12	belly	Bhili-Piplia	1	1	pɛʈ		0	Bhili-Piplia 1 pɛʈ	response
90	83	12	belly	Bhili-Kharod	1	1	peth		0	Bhili-Kharod 1 peth	response
90	83	12	belly	Bhili-Kharod	2	2	odzru		1	2 odzru	response
90	83	12	belly	Bhilali-Aspai	1	1	peʈ		0	Bhilali-Aspai 1 peʈ	response
90	83	12	belly	Rathawi-Mankodi	1	1	peʈ		0	Rathawi-Mankodi 1 peʈ	response
90	83	12	belly	Palya-Choutharya	1	1	peʈ		0	Palya-Choutharya 1 peʈ	response
90	83	12	belly	Palya-Natvada	1	1	peʈ		0	Palya-Natvada 1 peʈ	response
90	83	12	belly	Bareli Pauri-Shahana	1	1	peʈ		0	Bareli Pauri-Shahana 1 peʈ	response
90	83	12	belly	Bareli Pauri-Mandvi	1	1	pɛʈ		0	Bareli Pauri-Mandvi 1 pɛʈ	response
90	83	12	belly	Bareli Pauri-Khadki	1	1	peʈ		0	Bareli Pauri-Khadki 1 peʈ	response
90	83	12	belly	Nimadi-Khargone	1	1	pɛʈ		0	Nimadi-Khargone 1 pɛʈ	response
90	83	12	belly	Nimadi-Awlia	1	1	pɛʈ		0	Nimadi-Awlia 1 pɛʈ	response
90	83	12	belly	Nimadi-Ashapur	1	1	peʈ		0	Nimadi-Ashapur 1 peʈ	response
90	83	12	belly	Ahirani-Dhule	1	1	poʈ		0	Ahirani-Dhule 1 poʈ	response
90	83	12	belly	Hindi	1	1	pɛʈ		0	Hindi 1 pɛʈ	response
90	83	12	belly	Gujarati	1	1	pɛʈh		0	Gujarati 1 pɛʈh	response
90	83	12	belly	Marathi	1	1	poʈ		0	Marathi 1 poʈ	response
90	83	12	belly	Marathi	1	2	poʈ		1	1 poʈ	response
91	84	13	arm	Rathwi Pauri-Amalwadi	1	1	hath̪		0	Rathwi Pauri-Amalwadi 1 hath̪	response
91	84	13	arm	Rathwi Pauri-Segwi	1	1	hath̪		0	Rathwi Pauri-Segwi 1 hath̪	response
91	84	13	arm	Rathwi Bareli-Tharadpura	7	1	pɑkəɽo		0	Rathwi Bareli-Tharadpura 7 pɑkəɽo	response
91	84	13	arm	Rathwi Bareli-Udainagar	8	1	bʌhʈɔ		0	Rathwi Bareli-Udainagar 8 bʌhʈɔ	response
91	84	13	arm	Rathwi Bareli-Chiklia	1	1	hɑt̪		0	Rathwi Bareli-Chiklia 1 hɑt ̪	response
91	84	13	arm	Rathwi-Chenpur	1	1	hɑt̪		0	Rathwi-Chenpur 1 hɑt ̪	response
91	84	13	arm	Rathwi-Dongargaon	1	1	hɑt̪		0	Rathwi-Dongargaon 1 hɑt ̪	response
91	84	13	arm	Bhilali-Bodugam	1	1	hɑt̪		0	Bhilali-Bodugam 1 hɑt ̪	response
91	84	13	arm	Bhili-Punyawat	8	1	bʌxʈũ		0	Bhili-Punyawat 8 bʌxʈũ	response
91	84	13	arm	Bhili-Anjhera	8	1	bɑsʈũ		0	Bhili-Anjhera 8 bɑsʈũ	response
91	84	13	arm	Bhilali-Anjhera	8	1	bɑʃʈɑ		0	Bhilali-Anjhera 8 bɑʃʈɑ	response
91	84	13	arm	Bhilali-Mandwi	1	1	hɑt̪		0	Bhilali-Mandwi 1 hɑt ̪	response
91	84	13	arm	Bhilali-Navalpura	1	1	purɑ hɑt̪		0	Bhilali-Navalpura 1 purɑ hɑt ̪	response
91	84	13	arm	Bhilali-Agar	1	1	hɑt̪		0	Bhilali-Agar 1 hɑt ̪	response
91	84	13	arm	Bhilali-Udaigadh	1	1	hɑt̪		0	Bhilali-Udaigadh 1 hɑt ̪	response
91	84	13	arm	Bhilali-Kattivada	1	1	hɑt̪		0	Bhilali-Kattivada 1 hɑt ̪	response
91	84	13	arm	Bhilali-Kattivada	8	2	bʌhʈu		1	8 bʌhʈu	response
91	84	13	arm	Parya Bhilali-Bhorwada	1	1	hɑt̪		0	Parya Bhilali- Bhorwada 1 hɑt ̪	response
91	84	13	arm	Bhili-Piplia	1	1	hɑt̪		0	Bhili-Piplia 1 hɑt ̪	response
91	84	13	arm	Bhili-Kharod	1	1	hat̪		0	Bhili-Kharod 1 hat ̪	response
91	84	13	arm	Bhilali-Aspai	1	1	hɑt̪		0	Bhilali-Aspai 1 hɑt ̪	response
91	84	13	arm	Rathawi-Mankodi	1	1	hɑt̪		0	Rathawi-Mankodi 1 hɑt ̪	response
91	84	13	arm	Palya-Choutharya	1	1	hɑt̪		0	Palya-Choutharya 1 hɑt ̪	response
91	84	13	arm	Palya-Natvada	1	1	hɑt̪		0	Palya-Natvada 1 hɑt ̪	response
91	84	13	arm	Bareli Pauri-Shahana	1	1	at̪		0	Bareli Pauri-Shahana 1 at ̪	response
91	84	13	arm	Bareli Pauri-Mandvi	1	1	at̪		0	Bareli Pauri-Mandvi 1 at ̪	response
91	84	13	arm	Bareli Pauri-Khadki	1	1	hɑth̪		0	Bareli Pauri-Khadki 1 hɑth̪	response
91	84	13	arm	Nimadi-Khargone	1	1	hɑth̪		0	Nimadi-Khargone 1 hɑth̪	response
91	84	13	arm	Nimadi-Awlia	1	1	hɑth̪		0	Nimadi-Awlia 1 hɑth̪	response
91	84	13	arm	Nimadi-Awlia	2	2	bɑh̃		1	2 bɑh̃	response
91	84	13	arm	Nimadi-Ashapur	2	1	bɑj̃		0	Nimadi-Ashapur 2 bɑj̃	response
91	84	13	arm	Ahirani-Dhule	1	1	hɑt̪		0	Ahirani-Dhule 1 hɑt ̪	response
91	84	13	arm	Hindi	1	1	hɑth̪		0	Hindi 1 hɑth̪	response
91	84	13	arm	Hindi	2	2	bɑh̃		1	2 bɑh̃	response
91	84	13	arm	Gujarati	1	1	hɑth̪		0	Gujarati 1 hɑth̪	response
91	84	13	arm	Marathi	1	1	hɑth̪		0	Marathi 1 hɑth̪	response
91	84	13	arm	Marathi	2	2	bɑh̃		1	2 bɑh̃	response
91	84	14	elbow	Rathwi Pauri-Amalwadi	1	1	kohoɳi		0	Rathwi Pauri-Amalwadi 1 kohoɳi	response
91	84	14	elbow	Rathwi Pauri-Segwi	1	1	kuhuɳi		0	Rathwi Pauri-Segwi 1 kuhuɳi	response
91	84	14	elbow	Rathwi Bareli-Tharadpura	1	1	kɔhəɳi		0	Rathwi Bareli-Tharadpura 1 kɔhəɳi	response
91	84	14	elbow	Rathwi Bareli-Udainagar	1	1	kɔhɳi		0	Rathwi Bareli-Udainagar 1 kɔhɳi	response
91	84	14	elbow	Rathwi Bareli-Chiklia	1	1	kʊhəɳi		0	Rathwi Bareli-Chiklia 1 kʊhəɳi	response
91	84	14	elbow	Rathwi-Chenpur	1	1	kuhɳɪ		0	Rathwi-Chenpur 1 kuhɳɪ	response
91	84	14	elbow	Rathwi-Dongargaon	1	1	kʊhɳi		0	Rathwi-Dongargaon 1 kʊhɳi	response
91	84	14	elbow	Bhilali-Bodugam	1	1	kʊhɳi		0	Bhilali-Bodugam 1 kʊhɳi	response
91	84	14	elbow	Bhili-Punyawat	1	1	kuhɳɪ		0	Bhili-Punyawat 1 kuhɳɪ	response
91	84	14	elbow	Bhili-Anjhera	1	1	kuɳi		0	Bhili-Anjhera 1 kuɳi	response
91	84	14	elbow	Bhilali-Anjhera	1	1	kʊkɳi		0	Bhilali-Anjhera 1 kʊkɳi	response
91	84	14	elbow	Bhilali-Mandwi	1	1	kɔhɳi		0	Bhilali-Mandwi 1 kɔhɳi	response
91	84	14	elbow	Bhilali-Navalpura	1	1	kɔhɳi		0	Bhilali-Navalpura 1 kɔhɳi	response
91	84	14	elbow	Bhilali-Agar	1	1	kʌhɳi		0	Bhilali-Agar 1 kʌhɳi	response
91	84	14	elbow	Bhilali-Udaigadh	1	1	koɳi		0	Bhilali-Udaigadh 1 koɳi	response
91	84	14	elbow	Bhilali-Kattivada	1	1	kɔhɳi		0	Bhilali-Kattivada 1 kɔhɳi	response
91	84	14	elbow	Parya Bhilali-Bhorwada	1	1	kɔiɳi		0	Parya Bhilali- Bhorwada 1 kɔiɳi	response
91	84	14	elbow	Bhili-Piplia	1	1	kʊhɳi		0	Bhili-Piplia 1 kʊhɳi	response
91	84	14	elbow	Bhili-Kharod	1	1	kuhuni		0	Bhili-Kharod 1 kuhuni	response
91	84	14	elbow	Bhilali-Aspai	1	1	koɳɪ		0	Bhilali-Aspai 1 koɳɪ	response
91	84	14	elbow	Rathawi-Mankodi	1	1	koɳi		0	Rathawi-Mankodi 1 koɳi	response
91	84	14	elbow	Palya-Choutharya	1	1	koɳi		0	Palya-Choutharya 1 koɳi	response
91	84	14	elbow	Palya-Natvada	1	1	koɳi		0	Palya-Natvada 1 koɳi	response
91	84	14	elbow	Bareli Pauri-Shahana	1	1	khum		0	Bareli Pauri-Shahana 1 khum	response
91	84	14	elbow	Bareli Pauri-Mandvi	1	1	khumi		0	Bareli Pauri-Mandvi 1 khumi	response
91	84	14	elbow	Bareli Pauri-Khadki	1	1	khum		0	Bareli Pauri-Khadki 1 khum	response
91	84	14	elbow	Nimadi-Khargone	1	1	kɔiɳi		0	Nimadi-Khargone 1 kɔiɳi	response
91	84	14	elbow	Nimadi-Awlia	1	1	kɔhinɪ		0	Nimadi-Awlia 1 kɔhinɪ	response
91	84	14	elbow	Nimadi-Ashapur	1	1	koɳi		0	Nimadi-Ashapur 1 koɳi	response
91	84	14	elbow	Ahirani-Dhule	2	1	kopʊrʌ		0	Ahirani-Dhule 2 kopʊrʌ	response
91	84	14	elbow	Hindi	1	1	kohəni		0	Hindi 1 kohəni	response
91	84	14	elbow	Gujarati	1	1	kõɳi		0	Gujarati 1 kõɳi	response
91	84	14	elbow	Marathi	2	1	kopʌɾ		0	Marathi 2 kopʌɾ	response
91	84	15	palm	Rathwi Pauri-Amalwadi	1	1	hɛtewi		0	Rathwi Pauri-Amalwadi 1 hɛtewi	response
91	84	15	palm	Rathwi Pauri-Segwi	1	1	hɛteɭi		0	Rathwi Pauri-Segwi 1 hɛteɭi	response
91	84	15	palm	Rathwi Bareli-Tharadpura	1	1	hetə̪ɭi		0	Rathwi Bareli-Tharadpura 1 hetə̪ɭi	response
91	84	15	palm	Rathwi Bareli-Udainagar	1	1	hetə̪ɭi		0	Rathwi Bareli-Udainagar 1 hetə̪ɭi	response
91	84	15	palm	Rathwi Bareli-Chiklia	1	1	hete̪ɭi		0	Rathwi Bareli-Chiklia 1 hete̪ɭi	response
91	84	15	palm	Rathwi Bareli-Chiklia	1	2	hʌʈeli		1	1 hʌʈeli	response
91	84	15	palm	Rathwi-Chenpur	1	1	hʌte̪ɭi		0	Rathwi-Chenpur 1 hʌte̪ɭi	response
91	84	15	palm	Rathwi-Dongargaon	1	1	hʌte̪ɭi		0	Rathwi-Dongargaon 1 hʌte̪ɭi	response
