Item	Gloss	Bhumij_Site_Code	Ho2024_Site_Code	Locality	Elicitation_Date	Durable_List_ID	Durable_Cell_ID	Bhumij_2015_Status	Bhumij_2015_Forms	Bhumij_2015_Cognate_Labels	Bhumij_2015_Citation	Ho_2024_Status	Ho_2024_Transcription	Ho_2024_Citation	Status_Parity	Representation_Comparison	Canonical_Publication	Disposition
64	thorn	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i064	attested	dʒɑnum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 64, list BAI]	attested	dʒanum	varenkamp2024ho[Appendix D.3, printed p. 84, item 64, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
65	flower	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i065	attested	boʔɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 65, list BAI]	attested	bo?a	varenkamp2024ho[Appendix D.3, printed p. 84, item 65, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
66	fruit	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i066	attested	dʒʌʔo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 41, item 66, list BAI]	attested	dʒʌ?o	varenkamp2024ho[Appendix D.3, printed p. 84, item 66, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
67	mango	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i067	attested	uli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 67, list BAI]	attested	uli	varenkamp2024ho[Appendix D.3, printed p. 85, item 67, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
68	banana	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i068	attested	kɑd̪ɑlɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 68, list BAI]	attested	kaɖala	varenkamp2024ho[Appendix D.3, printed p. 85, item 68, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
69	wheat	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i069	attested	gʌm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 69, list BAI]	attested	gʌm	varenkamp2024ho[Appendix D.3, printed p. 85, item 69, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
70	millet	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i070	attested	dʒʌndʒʌdɑ	3	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 70, list BAI]	attested	dʒandʒada	varenkamp2024ho[Appendix D.3, printed p. 86, item 70, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
71	rice	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i071	attested	tʃʌuli	1	baileymaggard2015bhumij[Appendix B.3, printed p. 42, item 71, list BAI]	attested	tʃauli	varenkamp2024ho[Appendix D.3, printed p. 86, item 71, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
72	potato	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i072	attested	sɑŋgɑ	2	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 72, list BAI]	attested	saŋga	varenkamp2024ho[Appendix D.3, printed p. 86, item 72, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
73	eggplant	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i073	attested	bejgɑdɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 73, list BAI]	attested	beŋgaɖa	varenkamp2024ho[Appendix D.3, printed p. 87, item 73, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
74	groundnut	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i074	attested	bɑɖɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 74, list BAI]	attested	baɖam	varenkamp2024ho[Appendix D.3, printed p. 87, item 74, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
75	chili	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i075	attested	muɾtʃi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 75, list BAI]	attested	murtʃi	varenkamp2024ho[Appendix D.3, printed p. 87, item 75, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
76	turmeric	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i076	attested	sɑsɑŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 43, item 76, list BAI]	attested	sasaŋ	varenkamp2024ho[Appendix D.3, printed p. 88, item 76, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
77	garlic	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i077	attested	ɾɑsuɳi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 77, list BAI]	attested	rasuŋi	varenkamp2024ho[Appendix D.3, printed p. 88, item 77, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
78	onion	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i078	attested	piɑdʒu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 78, list BAI]	attested	piadʒu	varenkamp2024ho[Appendix D.3, printed p. 88, item 78, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
79	cauliflower	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i079	attested	bɑ kobi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 79, list BAI]	attested	ba kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 79, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
80	tomato	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i080	attested	bilɑʈi beŋgedɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 80, list BAI]	attested	bilaṯi beŋgeɖa	varenkamp2024ho[Appendix D.3, printed p. 89, item 80, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
81	cabbage	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i081	attested	bondɑ kobi	2	baileymaggard2015bhumij[Appendix B.3, printed p. 44, item 81, list BAI]	attested	boṇɖa kobi	varenkamp2024ho[Appendix D.3, printed p. 89, item 81, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
82	oil	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i082	attested	sunum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 82, list BAI]	attested	sunum	varenkamp2024ho[Appendix D.3, printed p. 90, item 82, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
83	salt	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i083	attested	buluŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 83, list BAI]	attested	buluŋ	varenkamp2024ho[Appendix D.3, printed p. 90, item 83, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
84	meat	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i084	attested	tʃilu	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 84, list BAI]	attested	tʃilu	varenkamp2024ho[Appendix D.3, printed p. 90, item 84, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
85	fat	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i085	attested	iʈil	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 85, list BAI]	attested	iṯil	varenkamp2024ho[Appendix D.3, printed p. 91, item 85, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
86	fish	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i086	attested	hai	1	baileymaggard2015bhumij[Appendix B.3, printed p. 45, item 86, list BAI]	attested	hai	varenkamp2024ho[Appendix D.3, printed p. 91, item 86, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
87	chicken	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i087	attested	sim	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 87, list BAI]	attested	sim	varenkamp2024ho[Appendix D.3, printed p. 91, item 87, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
88	egg	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i088	attested	peʈɑɭi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 88, list BAI]	attested	petal	varenkamp2024ho[Appendix D.3, printed p. 92, item 88, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
89	cow	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i089	attested	gai	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 89, list BAI]	attested	gai	varenkamp2024ho[Appendix D.3, printed p. 92, item 89, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
90	water buffalo	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i090	attested	keɖɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 90, list BAI]	attested	keɖa	varenkamp2024ho[Appendix D.3, printed p. 92, item 90, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
91	milk	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i091	attested	ʈuwɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 46, item 91, list BAI]	attested	ṯuwa	varenkamp2024ho[Appendix D.3, printed p. 93, item 91, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
92	horns	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i092	attested	ɖiriŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 92, list BAI]	attested	ḏiriŋ	varenkamp2024ho[Appendix D.3, printed p. 93, item 92, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
93	tail	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i093	attested	tʃɑʔtlɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 93, list BAI]	attested	tʃa?tlam	varenkamp2024ho[Appendix D.3, printed p. 93, item 93, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
94	goat	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i094	attested	meɾɑm	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 94, list BAI]	attested	meram	varenkamp2024ho[Appendix D.3, printed p. 94, item 94, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
95	dog	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i095	attested	seʈɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 95, list BAI]	attested	seṯa	varenkamp2024ho[Appendix D.3, printed p. 94, item 95, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
96	snake	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i096	attested	biŋ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 47, item 96, list BAI]	attested	biŋ	varenkamp2024ho[Appendix D.3, printed p. 94, item 96, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
97	monkey	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i097	attested	gɑɭi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 97, list BAI]	attested	gaɭi	varenkamp2024ho[Appendix D.3, printed p. 95, item 97, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
98	mosquito	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i098	attested	sikɳi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 98, list BAI]	attested	sikŋi	varenkamp2024ho[Appendix D.3, printed p. 95, item 98, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
99	ant	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i099	attested	mũʔi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 99, list BAI]	attested	mɨ?i	varenkamp2024ho[Appendix D.3, printed p. 95, item 99, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
100	spider	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i100	attested	binɖiri	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 100, list BAI]	attested	bindiri	varenkamp2024ho[Appendix D.3, printed p. 96, item 100, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
101	name	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i101	attested	nuʈum	1	baileymaggard2015bhumij[Appendix B.3, printed p. 48, item 101, list BAI]	attested	nutum	varenkamp2024ho[Appendix D.3, printed p. 96, item 101, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
102	man	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i102	attested	hɔɾo	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 102, list BAI]	attested	horo	varenkamp2024ho[Appendix D.3, printed p. 96, item 102, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
103	woman	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i103	attested	kuɖi hon	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 103, list BAI]	attested	kuɖi hon	varenkamp2024ho[Appendix D.3, printed p. 97, item 103, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
104	child	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i104	attested	hon	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 104, list BAI]	attested	hon	varenkamp2024ho[Appendix D.3, printed p. 97, item 104, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
105	father	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i105	attested	ɑbɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 105, list BAI]	attested	aba	varenkamp2024ho[Appendix D.3, printed p. 97, item 105, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
106	mother	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i106	attested	mɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 49, item 106, list BAI]	attested	ma	varenkamp2024ho[Appendix D.3, printed p. 98, item 106, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
107	older brother	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i107	attested	mɑɾɑɳɖɑɖɑ	1	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 107, list BAI]	attested	maraŋ ɖaɖa	varenkamp2024ho[Appendix D.3, printed p. 98, item 107, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
108	younger brother	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i108	attested	bɑbu	6	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 108, list BAI]	attested	babu	varenkamp2024ho[Appendix D.3, printed p. 98, item 108, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
109	older sister	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i109	attested	ɖɑi	1	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 109, list BAI]	attested	ɖai	varenkamp2024ho[Appendix D.3, printed p. 99, item 109, list BOP]	yes	publication-transcription-differs	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
110	younger sister	BAI	BOP	Baigodia, Opada, Balasore	1989-04-01	bhumij1989-baigodia	bhumij1989-baigodia-i110	attested	buɖi	2	baileymaggard2015bhumij[Appendix B.3, printed p. 50, item 110, list BAI]	attested	buɖi	varenkamp2024ho[Appendix D.3, printed p. 99, item 110, list BOP]	yes	unicode-exact-after-label-removal	baileymaggard2015bhumij	install-primary-bhumij-2015; exclude-ho-2024-same-elicitation-republication
