PDF_Page	Printed_Page	Line	Item	Gloss	Site	Manual_Form	Similarity_Group	Confidence	Review_Method	Review_Status	Source_Text
81	72	R43@577.09	9	tooth	Sourakundi	d̪ɔt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi d̪ɔt ̪ 1
81	72	R45@609.30	10	tongue	Aunli	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli dʒib 1
81	72	R46@621.31	10	tongue	Bodgaon	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon dʒib 1
81	72	R47@633.31	10	tongue	Burja	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja dʒib 1
81	72	R48@645.32	10	tongue	Chhatrabor	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor dʒib 1
81	72	R49@657.32	10	tongue	Dame side	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side dʒib 1
81	72	R50@669.32	10	tongue	Gagnapur	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur dʒib 1
81	72	R51@681.33	10	tongue	Gemelput	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput dʒib 1
81	72	R52@693.33	10	tongue	Ghumar	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar dʒib 1
81	72	R53@705.30	10	tongue	Gumalput	dʒɪb	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput dʒɪb 1
82	73	L01@76.92	10	tongue	Jujhari	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari dʒib 1
82	73	L02@88.92	10	tongue	Kakalpoda	dʒɪb	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda dʒɪb 1
82	73	L03@100.93	10	tongue	Kantigad	dʒɪb	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad dʒɪb 1
82	73	L04@112.93	10	tongue	Konda Maliguda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda dʒib 1
82	73	L05@124.94	10	tongue	Patta Maliguda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda dʒib 1
82	73	L06@136.94	10	tongue	Potenda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda dʒib 1
82	73	L07@148.94	10	tongue	Sabhapatiguda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda dʒib 1
82	73	L08@160.95	10	tongue	Sindhiguda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda dʒib 1
82	73	L09@172.95	10	tongue	Souraguda	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda dʒib 1
82	73	L10@184.96	10	tongue	Sourakundi	dʒib	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi dʒib 1
82	73	L12@217.08	11	breast	Konda Maliguda	bʰuk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda bʰuk 1
82	73	L13@229.09	11	breast	Patta Maliguda	bʰuk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda bʰuk 1
82	73	L14@241.09	11	breast	Sabhapatiguda	bʰuk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda bʰuk 1
82	73	L15@253.10	11	breast	Chhatrabor	buːk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor buːk 1
82	73	L16@265.10	11	breast	Aunli	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli buk 1
82	73	L17@277.10	11	breast	Bodgaon	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon buk 1
82	73	L18@289.11	11	breast	Burja	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja buk 1
82	73	L19@301.11	11	breast	Gagnapur	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur buk 1
82	73	L20@313.12	11	breast	Gemelput	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput buk 1
82	73	L21@325.12	11	breast	Ghumar	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar buk 1
82	73	L22@337.12	11	breast	Gumalput	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput buk 1
82	73	L23@349.13	11	breast	Jujhari	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari buk 1
82	73	L24@361.13	11	breast	Kantigad	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad buk 1
82	73	L25@373.14	11	breast	Potenda	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda buk 1
82	73	L26@385.14	11	breast	Sindhiguda	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda buk 1
82	73	L27@397.14	11	breast	Souraguda	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda buk 1
82	73	L28@409.15	11	breast	Sourakundi	buk	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi buk 1
82	73	L29@421.15	11	breast	Kakalpoda	buk	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda buk 3
82	73	L30@433.16	11	breast	Sindhiguda	buku	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda buku 1
82	73	L31@445.16	11	breast	Kantigad	d̪ʊd̪	3	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad d̪ʊd̪ 3
82	73	L32@457.16	11	breast	Dame side	tʃat̪i	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side tʃati̪ 2
82	73	L33@469.17	11	breast	Sourakundi	tʃat̪i	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi tʃati̪ 2
82	73	L34@481.17	11	breast	Burja	tʃʰat̪i	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja tʃʰati̪ 2
82	73	L36@513.30	12	belly	Bodgaon	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon pet 1
82	73	L37@525.31	12	belly	Burja	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja pet 1
82	73	L38@537.31	12	belly	Chhatrabor	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor pet 1
82	73	L39@549.32	12	belly	Dame side	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side pet 1
82	73	L40@561.32	12	belly	Ghumar	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar pet 1
82	73	L41@573.32	12	belly	Konda Maliguda	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda pet 1
82	73	L42@585.33	12	belly	Potenda	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda pet 1
82	73	L43@597.33	12	belly	Sabhapatiguda	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda pet 1
82	73	L44@609.34	12	belly	Souraguda	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda pet 1
82	73	L45@621.34	12	belly	Sourakundi	pet	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi pet 1
82	73	L46@633.30	12	belly	Aunli	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli peʈ 1
82	73	L47@645.30	12	belly	Gagnapur	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur peʈ 1
82	73	L48@657.31	12	belly	Gemelput	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput peʈ 1
82	73	L49@669.31	12	belly	Gumalput	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput peʈ 1
82	73	L50@681.32	12	belly	Jujhari	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari peʈ 1
82	73	L51@693.32	12	belly	Kakalpoda	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda peʈ 1
82	73	L52@705.32	12	belly	Kantigad	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad peʈ 1
82	73	R02@76.94	12	belly	Patta Maliguda	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda peʈ 1
82	73	R03@88.94	12	belly	Sindhiguda	peʈ	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda peʈ 1
82	73	R05@121.08	13	arm	Gemelput	aːːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput aːːt ̪ 1
82	73	R06@133.09	13	arm	Aunli	aːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Aunli aːt ̪ 1
82	73	R07@145.09	13	arm	Bodgaon	aːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Bodgaon aːt ̪ 1
82	73	R08@157.10	13	arm	Potenda	aːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Potenda aːt ̪ 1
82	73	R09@169.10	13	arm	Gagnapur	at̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur at ̪ 1
82	73	R10@181.10	13	arm	Ghumar	at̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar at ̪ 1
82	73	R11@193.11	13	arm	Sindhiguda	at̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda at ̪ 1
82	73	R12@205.11	13	arm	Sourakundi	at̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi at ̪ 1
82	73	R13@217.12	13	arm	Gumalput	ɐt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gumalput ɐt ̪ 1
82	73	R14@229.12	13	arm	Kantigad	ɐt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kantigad ɐt ̪ 1
82	73	R15@241.12	13	arm	Burja	haːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja haːt ̪ 1
82	73	R16@253.13	13	arm	Chhatrabor	haːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor haːt ̪ 1
82	73	R17@265.13	13	arm	Dame side	haːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side haːt ̪ 1
82	73	R18@277.14	13	arm	Jujhari	haːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Jujhari haːt ̪ 1
82	73	R19@289.14	13	arm	Sabhapatiguda	haːt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sabhapatiguda haːt ̪ 1
82	73	R20@301.14	13	arm	Gagnapur	hat̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gagnapur hat ̪ 1
82	73	R21@313.15	13	arm	Konda Maliguda	hat̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Konda Maliguda hat ̪ 1
82	73	R22@325.15	13	arm	Patta Maliguda	hat̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Patta Maliguda hat ̪ 1
82	73	R23@337.16	13	arm	Souraguda	hat̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda hat ̪ 1
82	73	R24@349.16	13	arm	Kakalpoda	hɐt̪	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Kakalpoda hɐt ̪ 1
82	73	R25@361.16	13	arm	Gemelput	pɔɖia	2	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Gemelput pɔɖia 2
82	73	R27@393.30	14	elbow	Sourakundi	kɔːni	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sourakundi kɔːni 1
82	73	R28@405.31	14	elbow	Burja	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Burja kɔini 1
82	73	R29@417.31	14	elbow	Chhatrabor	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Chhatrabor kɔini 1
82	73	R30@429.32	14	elbow	Dame side	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Dame side kɔini 1
82	73	R31@441.32	14	elbow	Ghumar	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Ghumar kɔini 1
82	73	R32@453.32	14	elbow	Sindhiguda	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Sindhiguda kɔini 1
82	73	R33@465.33	14	elbow	Souraguda	kɔini	1	high	manual visual comparison against rendered source image; embedded text used only as scaffold	complete	Souraguda kɔini 1
