Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration	Scope	Disposition	Citation	Installed_Count	Entry_Keys
16	anklet	NET	Nethanar	17	12	2	peɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 16, list NET]	1	dhurwa2021:p017:i016:NET:a1
16	anklet	DHA	Dharba	17	12	3	peɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 16, list DHA]	1	dhurwa2021:p017:i016:DHA:a1
16	anklet	KUK	Kukanar	17	12	4	peɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 16, list KUK]	1	dhurwa2021:p017:i016:KUK:a1
16	anklet	U5	Unlabeled fifth printed column	17	12	5	peɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 16, list U5]	0	
17	ring	TIR	Tiriya	17	12	1	bʌʈ:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 17, list TIR]	1	dhurwa2021:p017:i017:TIR:a1
17	ring	NET	Nethanar	17	12	2	vʌʈ:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 17, list NET]	1	dhurwa2021:p017:i017:NET:a1
17	ring	DHA	Dharba	17	12	3	vʌʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 17, list DHA]	1	dhurwa2021:p017:i017:DHA:a1
17	ring	KUK	Kukanar	17	12	4	vʌʈ:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 17, list KUK]	1	dhurwa2021:p017:i017:KUK:a1
17	ring	U5	Unlabeled fifth printed column	17	12	5	vʌʈ:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 17, list U5]	0	
18	footwear	TIR	Tiriya	17	12	1	pʌnʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 18, list TIR]	1	dhurwa2021:p017:i018:TIR:a1
18	footwear	NET	Nethanar	17	12	2	pʌnʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 18, list NET]	1	dhurwa2021:p017:i018:NET:a1
18	footwear	DHA	Dharba	17	12	3	pʌnʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 18, list DHA]	1	dhurwa2021:p017:i018:DHA:a1
18	footwear	KUK	Kukanar	17	12	4	pʌnʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 18, list KUK]	1	dhurwa2021:p017:i018:KUK:a1
18	footwear	U5	Unlabeled fifth printed column	17	12	5	cɛrp	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 18, list U5]	0	
19	dhoti	TIR	Tiriya	17	12	1	pʌʈʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 19, list TIR]	1	dhurwa2021:p017:i019:TIR:a1
19	dhoti	NET	Nethanar	17	12	2	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 19, list NET]	1	dhurwa2021:p017:i019:NET:a1
19	dhoti	DHA	Dharba	17	12	3	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 19, list DHA]	1	dhurwa2021:p017:i019:DHA:a1
19	dhoti	KUK	Kukanar	17	12	4	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 19, list KUK]	1	dhurwa2021:p017:i019:KUK:a1
19	dhoti	U5	Unlabeled fifth printed column	17	12	5	ɖo:ʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 19, list U5]	0	
20	saree	TIR	Tiriya	17	12	1	pʌʈʌy	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 20, list TIR]	1	dhurwa2021:p017:i020:TIR:a1
20	saree	NET	Nethanar	17	12	2	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 20, list NET]	1	dhurwa2021:p017:i020:NET:a1
20	saree	DHA	Dharba	17	12	3	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 20, list DHA]	1	dhurwa2021:p017:i020:DHA:a1
20	saree	KUK	Kukanar	17	12	4	eadi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 20, list KUK]	1	dhurwa2021:p017:i020:KUK:a1
20	saree	U5	Unlabeled fifth printed column	17	12	5	gʌɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 20, list U5]	0	
21	town	TIR	Tiriya	17	12	1	geɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 21, list TIR]	1	dhurwa2021:p017:i021:TIR:a1
21	town	NET	Nethanar	17	12	2	geɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 21, list NET]	1	dhurwa2021:p017:i021:NET:a1
21	town	DHA	Dharba	17	12	3	geɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 21, list DHA]	1	dhurwa2021:p017:i021:DHA:a1
21	town	KUK	Kukanar	17	12	4		source_blank	high	source prints double hyphen	manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-explicit blank	josephmichael2021dhurwa[Appendix B, printed p. 12, item 21, list KUK]	0	
21	town	U5	Unlabeled fifth printed column	17	12	5		source_blank	high	source prints double hyphen	manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 21, list U5]	0	
22	village	TIR	Tiriya	17	12	1	polu:b	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 22, list TIR]	1	dhurwa2021:p017:i022:TIR:a1
22	village	NET	Nethanar	17	12	2	polu:b	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 22, list NET]	1	dhurwa2021:p017:i022:NET:a1
22	village	DHA	Dharba	17	12	3	polu:b	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 22, list DHA]	1	dhurwa2021:p017:i022:DHA:a1
22	village	KUK	Kukanar	17	12	4	polu:b	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 22, list KUK]	1	dhurwa2021:p017:i022:KUK:a1
22	village	U5	Unlabeled fifth printed column	17	12	5	polu:b	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 22, list U5]	0	
23	house	TIR	Tiriya	17	12	1	olek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 23, list TIR]	1	dhurwa2021:p017:i023:TIR:a1
23	house	NET	Nethanar	17	12	2	olek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 23, list NET]	1	dhurwa2021:p017:i023:NET:a1
23	house	DHA	Dharba	17	12	3	olek	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 23, list DHA]	1	dhurwa2021:p017:i023:DHA:a1
23	house	KUK	Kukanar	17	12	4	ole	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 23, list KUK]	1	dhurwa2021:p017:i023:KUK:a1
23	house	U5	Unlabeled fifth printed column	17	12	5	o:le	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 23, list U5]	0	
24	door	TIR	Tiriya	17	12	1	kapaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 24, list TIR]	1	dhurwa2021:p017:i024:TIR:a1
24	door	NET	Nethanar	17	12	2	kapaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 24, list NET]	1	dhurwa2021:p017:i024:NET:a1
24	door	DHA	Dharba	17	12	3	kʌpaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 24, list DHA]	1	dhurwa2021:p017:i024:DHA:a1
24	door	KUK	Kukanar	17	12	4	kapaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 24, list KUK]	1	dhurwa2021:p017:i024:KUK:a1
24	door	U5	Unlabeled fifth printed column	17	12	5	kapaʈ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 24, list U5]	0	
25	wall	TIR	Tiriya	17	12	1	biʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 25, list TIR]	1	dhurwa2021:p017:i025:TIR:a1
25	wall	NET	Nethanar	17	12	2	biʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 25, list NET]	1	dhurwa2021:p017:i025:NET:a1
25	wall	DHA	Dharba	17	12	3	biʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 25, list DHA]	1	dhurwa2021:p017:i025:DHA:a1
25	wall	KUK	Kukanar	17	12	4	biʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 25, list KUK]	1	dhurwa2021:p017:i025:KUK:a1
25	wall	U5	Unlabeled fifth printed column	17	12	5	biʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	unresolved_list_identity	audit-only: fifth printed header is blank; identity unresolved	josephmichael2021dhurwa[Appendix B, printed p. 12, item 25, list U5]	0	
26	window	TIR	Tiriya	17	12	1	kiɖ kiɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied	known_dhurwa_target	source-local exhaustive staging	josephmichael2021dhurwa[Appendix B, printed p. 12, item 26, list TIR]	1	dhurwa2021:p017:i026:TIR:a1
