Record_Type,Item,Gloss,Site_Code,Site_Name,Role,Dialect_Group,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Alternate_Digital_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,11,breast,BHM,Bhamani Madia,target,western Madia,92,87,3,bokˑu,manual-source-image,,tesseract_raw.txt#pdf92,bokˑu,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 11, Bhamani Madia]",silkoya1985:bhm:i011:v1
wordlist cell,11,breast,CHI,Chintoor Koya,target,eastern Koya,82,77,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf82,,missing,source prints a blank or ruled missing cell,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 11, Chintoor Koya]",
wordlist cell,11,breast,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,bʰomːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 11, Jaganathapuram Koya]",silkoya1985:jag:i011:v1
wordlist cell,11,breast,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,bomːa,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 11, Malakanagiri Koya]",silkoya1985:mal:i011:v1
wordlist cell,11,breast,ORI,Oriya,comparison control,,113,108,2,tʃati,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 11, Oriya]",
wordlist cell,11,breast,POD,Podia Koya,target,eastern Koya,82,77,3,bomːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 11, Podia Koya]",silkoya1985:pod:i011:v1
wordlist cell,11,breast,TEL,Telugu,comparison control,,113,108,1,tʃanulu,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 11, Telugu]",
wordlist cell,11,breast,UTN,Utnoor Gondi,target,western Gondi,92,87,1,tsaˑt̪ʰi,manual-source-image,,tesseract_raw.txt#pdf92,tsaˑt̪ʰi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 11, Utnoor Gondi]",silkoya1985:utn:i011:v1
wordlist cell,12,belly,BHG,Bhamani Gondi,target,western Gondi,92,87,2,piru/bʰot̪a,manual-source-image,,tesseract_raw.txt#pdf92,piru/bʰot̪a,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 12, Bhamani Gondi]",silkoya1985:bhg:i012:v1|silkoya1985:bhg:i012:v2
wordlist cell,12,belly,BHM,Bhamani Madia,target,western Madia,92,87,3,bot̪ʰa,manual-source-image,,tesseract_raw.txt#pdf92,bot̪ʰa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 12, Bhamani Madia]",silkoya1985:bhm:i012:v1
wordlist cell,12,belly,CHI,Chintoor Koya,target,eastern Koya,82,77,2,dokːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 12, Chintoor Koya]",silkoya1985:chi:i012:v1
wordlist cell,12,belly,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,dokːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 12, Jaganathapuram Koya]",silkoya1985:jag:i012:v1
wordlist cell,12,belly,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,dooka,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 12, Malakanagiri Koya]",silkoya1985:mal:i012:v1
wordlist cell,12,belly,ORI,Oriya,comparison control,,113,108,2,petːo,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 12, Oriya]",
wordlist cell,12,belly,POD,Podia Koya,target,eastern Koya,82,77,3,dokːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 12, Podia Koya]",silkoya1985:pod:i012:v1
wordlist cell,12,belly,TEL,Telugu,comparison control,,113,108,1,kadupu/potːu,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 12, Telugu]",
wordlist cell,12,belly,UTN,Utnoor Gondi,target,western Gondi,92,87,1,pɛʈˑi,manual-source-image,,tesseract_raw.txt#pdf92,pɛʈˑi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 12, Utnoor Gondi]",silkoya1985:utn:i012:v1
wordlist cell,13,arm,BHG,Bhamani Gondi,target,western Gondi,92,87,2,d̪anda,manual-source-image,,tesseract_raw.txt#pdf92,d̪anda,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 13, Bhamani Gondi]",silkoya1985:bhg:i013:v1
wordlist cell,13,arm,BHM,Bhamani Madia,target,western Madia,92,87,3,atæ,manual-source-image,,tesseract_raw.txt#pdf92,atæ,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 13, Bhamani Madia]",silkoya1985:bhm:i013:v1
wordlist cell,13,arm,CHI,Chintoor Koya,target,eastern Koya,82,77,2,dʒabːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 13, Chintoor Koya]",silkoya1985:chi:i013:v1
wordlist cell,13,arm,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,guda,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 13, Jaganathapuram Koya]",silkoya1985:jag:i013:v1
wordlist cell,13,arm,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,danda,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 13, Malakanagiri Koya]",silkoya1985:mal:i013:v1
wordlist cell,13,arm,ORI,Oriya,comparison control,,113,108,2,hato,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 13, Oriya]",
wordlist cell,13,arm,POD,Podia Koya,target,eastern Koya,82,77,3,danda,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 13, Podia Koya]",silkoya1985:pod:i013:v1
wordlist cell,13,arm,TEL,Telugu,comparison control,,113,108,1,tʃeːi,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 13, Telugu]",
wordlist cell,13,arm,UTN,Utnoor Gondi,target,western Gondi,92,87,1,kai̯,manual-source-image,,tesseract_raw.txt#pdf92,kai̯,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 13, Utnoor Gondi]",silkoya1985:utn:i013:v1
wordlist cell,14,elbow,BHG,Bhamani Gondi,target,western Gondi,92,87,2,kundakai,manual-source-image,,tesseract_raw.txt#pdf92,kundakai,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 14, Bhamani Gondi]",silkoya1985:bhg:i014:v1
wordlist cell,14,elbow,BHM,Bhamani Madia,target,western Madia,92,87,3,kunamkai,manual-source-image,,tesseract_raw.txt#pdf92,kunamkai,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 14, Bhamani Madia]",silkoya1985:bhm:i014:v1
wordlist cell,14,elbow,CHI,Chintoor Koya,target,eastern Koya,82,77,2,kundawangai,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 14, Chintoor Koya]",silkoya1985:chi:i014:v1
wordlist cell,14,elbow,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,kondakai,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 14, Jaganathapuram Koya]",silkoya1985:jag:i014:v1
wordlist cell,14,elbow,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,minda,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 14, Malakanagiri Koya]",silkoya1985:mal:i014:v1
wordlist cell,14,elbow,ORI,Oriya,comparison control,,113,108,2,koini,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 14, Oriya]",
wordlist cell,14,elbow,POD,Podia Koya,target,eastern Koya,82,77,3,kuggai,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 14, Podia Koya]",silkoya1985:pod:i014:v1
wordlist cell,14,elbow,TEL,Telugu,comparison control,,113,108,1,mautʃei,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 14, Telugu]",
wordlist cell,14,elbow,UTN,Utnoor Gondi,target,western Gondi,92,87,1,ʈoŋɡi,manual-source-image,,tesseract_raw.txt#pdf92,ʈoŋɡi,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 14, Utnoor Gondi]",silkoya1985:utn:i014:v1
wordlist cell,15,palm,BHG,Bhamani Gondi,target,western Gondi,92,87,2,aɾikaiˑu,manual-source-image,,tesseract_raw.txt#pdf92,aɾikaiˑu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 15, Bhamani Gondi]",silkoya1985:bhg:i015:v1
wordlist cell,15,palm,BHM,Bhamani Madia,target,western Madia,92,87,3,halˑa,manual-source-image,,tesseract_raw.txt#pdf92,halˑa,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 15, Bhamani Madia]",silkoya1985:bhm:i015:v1
wordlist cell,15,palm,CHI,Chintoor Koya,target,eastern Koya,82,77,2,labːa,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 15, Chintoor Koya]",silkoya1985:chi:i015:v1
wordlist cell,15,palm,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,aɾikai,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 15, Jaganathapuram Koya]",silkoya1985:jag:i015:v1
wordlist cell,15,palm,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,labːa,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 15, Malakanagiri Koya]",silkoya1985:mal:i015:v1
wordlist cell,15,palm,ORI,Oriya,comparison control,,113,108,2,tolohato,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 15, Oriya]",
wordlist cell,15,palm,POD,Podia Koya,target,eastern Koya,82,77,3,kailabe,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 15, Podia Koya]",silkoya1985:pod:i015:v1
wordlist cell,15,palm,TEL,Telugu,comparison control,,113,108,1,aɾutʃei,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 15, Telugu]",
wordlist cell,15,palm,UTN,Utnoor Gondi,target,western Gondi,92,87,1,t̪aɽkai̯,manual-source-image,,tesseract_raw.txt#pdf92,t̪aɽkai̯,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 15, Utnoor Gondi]",silkoya1985:utn:i015:v1
wordlist cell,16,finger,BHG,Bhamani Gondi,target,western Gondi,92,87,2,u̯elu,manual-source-image,,tesseract_raw.txt#pdf92,u̯elu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 16, Bhamani Gondi]",silkoya1985:bhg:i016:v1
wordlist cell,16,finger,BHM,Bhamani Madia,target,western Madia,92,87,3,aɖusku,manual-source-image,,tesseract_raw.txt#pdf92,aɖusku,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 16, Bhamani Madia]",silkoya1985:bhm:i016:v1
wordlist cell,16,finger,CHI,Chintoor Koya,target,eastern Koya,82,77,2,tadugu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 16, Chintoor Koya]",silkoya1985:chi:i016:v1
wordlist cell,16,finger,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,veliku,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 16, Jaganathapuram Koya]",silkoya1985:jag:i016:v1
wordlist cell,16,finger,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,vanisk,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 16, Malakanagiri Koya]",silkoya1985:mal:i016:v1
wordlist cell,16,finger,ORI,Oriya,comparison control,,113,108,2,anguti,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 16, Oriya]",
wordlist cell,16,finger,POD,Podia Koya,target,eastern Koya,82,77,3,vanstuku,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 16, Podia Koya]",silkoya1985:pod:i016:v1
wordlist cell,16,finger,TEL,Telugu,comparison control,,113,108,1,velu,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 16, Telugu]",
wordlist cell,16,finger,UTN,Utnoor Gondi,target,western Gondi,92,87,1,boʈʌ,manual-source-image,,tesseract_raw.txt#pdf92,boʈʌ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 16, Utnoor Gondi]",silkoya1985:utn:i016:v1
wordlist cell,17,nail,BHG,Bhamani Gondi,target,western Gondi,92,87,2,ɡʰoɾu,manual-source-image,,tesseract_raw.txt#pdf92,ɡʰoɾu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 17, Bhamani Gondi]",silkoya1985:bhg:i017:v1
wordlist cell,17,nail,BHM,Bhamani Madia,target,western Madia,92,87,3,idiŋɡ,manual-source-image,,tesseract_raw.txt#pdf92,idiŋɡ,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 17, Bhamani Madia]",silkoya1985:bhm:i017:v1
wordlist cell,17,nail,CHI,Chintoor Koya,target,eastern Koya,82,77,2,goɾu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 17, Chintoor Koya]",silkoya1985:chi:i017:v1
wordlist cell,17,nail,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,goɾu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 17, Jaganathapuram Koya]",silkoya1985:jag:i017:v1
wordlist cell,17,nail,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,insk,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 17, Malakanagiri Koya]",silkoya1985:mal:i017:v1
wordlist cell,17,nail,ORI,Oriya,comparison control,,113,108,2,noːkʰo,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 17, Oriya]",
wordlist cell,17,nail,POD,Podia Koya,target,eastern Koya,82,77,3,gɾos,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 17, Podia Koya]",silkoya1985:pod:i017:v1
wordlist cell,17,nail,TEL,Telugu,comparison control,,113,108,1,goɾu,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 17, Telugu]",
wordlist cell,17,nail,UTN,Utnoor Gondi,target,western Gondi,92,87,1,t̪ʰɪdɪndʒ,manual-source-image,,tesseract_raw.txt#pdf92,t̪ʰɪdɪndʒ,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 17, Utnoor Gondi]",silkoya1985:utn:i017:v1
wordlist cell,18,leg,BHG,Bhamani Gondi,target,western Gondi,92,87,2,kalu,manual-source-image,,tesseract_raw.txt#pdf92,kalu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 18, Bhamani Gondi]",silkoya1985:bhg:i018:v1
wordlist cell,18,leg,BHM,Bhamani Madia,target,western Madia,92,87,3,kalku,manual-source-image,,tesseract_raw.txt#pdf92,kalku,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 18, Bhamani Madia]",silkoya1985:bhm:i018:v1
wordlist cell,18,leg,CHI,Chintoor Koya,target,eastern Koya,82,77,2,kalu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 18, Chintoor Koya]",silkoya1985:chi:i018:v1
wordlist cell,18,leg,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,kalu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 18, Jaganathapuram Koya]",silkoya1985:jag:i018:v1
wordlist cell,18,leg,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,kal,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 18, Malakanagiri Koya]",silkoya1985:mal:i018:v1
wordlist cell,18,leg,ORI,Oriya,comparison control,,113,108,2,gudo,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 18, Oriya]",
wordlist cell,18,leg,POD,Podia Koya,target,eastern Koya,82,77,3,kalu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-podia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 18, Podia Koya]",silkoya1985:pod:i018:v1
wordlist cell,18,leg,TEL,Telugu,comparison control,,113,108,1,kaːlu,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 18, Telugu]",
wordlist cell,18,leg,UTN,Utnoor Gondi,target,western Gondi,92,87,1,kaˑl,manual-source-image,,tesseract_raw.txt#pdf92,kaˑl,installed,,Gondi,sil-koya-1985-utnoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 18, Utnoor Gondi]",silkoya1985:utn:i018:v1
wordlist cell,19,skin,BHG,Bhamani Gondi,target,western Gondi,92,87,2,t̪olu,manual-source-image,,tesseract_raw.txt#pdf92,t̪olu,installed,,Gondi,sil-koya-1985-bhamani-gondi,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 19, Bhamani Gondi]",silkoya1985:bhg:i019:v1
wordlist cell,19,skin,BHM,Bhamani Madia,target,western Madia,92,87,3,t̪ol,manual-source-image,,tesseract_raw.txt#pdf92,t̪ol,installed,,Gondi,sil-koya-1985-bhamani-madia,"devagnanavaram-et-al2021koya[Appendix E, printed p. 87, item 19, Bhamani Madia]",silkoya1985:bhm:i019:v1
wordlist cell,19,skin,CHI,Chintoor Koya,target,eastern Koya,82,77,2,tolːka,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-chintoor,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 19, Chintoor Koya]",silkoya1985:chi:i019:v1
wordlist cell,19,skin,JAG,Jaganathapuram Koya,target,eastern Koya,82,77,1,tolu,manual-source-image,,tesseract_raw.txt#pdf82,,installed,,Gondi,sil-koya-1985-jaganathapuram,"devagnanavaram-et-al2021koya[Appendix E, printed p. 77, item 19, Jaganathapuram Koya]",silkoya1985:jag:i019:v1
wordlist cell,19,skin,MAL,Malakanagiri Koya,target,eastern Koya,103,98,1,tolka,manual-source-image,,tesseract_raw.txt#pdf103,,installed,,Gondi,sil-koya-1985-malakanagiri,"devagnanavaram-et-al2021koya[Appendix E, printed p. 98, item 19, Malakanagiri Koya]",silkoya1985:mal:i019:v1
wordlist cell,19,skin,ORI,Oriya,comparison control,,113,108,2,tʃaɾmõ,manual-source-image,,tesseract_raw.txt#pdf113,,excluded,excluded comparison control,,,"devagnanavaram-et-al2021koya[Appendix E, printed p. 108, item 19, Oriya]",
