Stable_Key,Installed_Key,PDF_Page,Printed_Page,Column,Entry_Ordinal,OCR_Form,Legacy_Form,Method,Score
berger:p023:c2:e001,berger-entry-302,14,23,2,1,aśuṅoő,aśuṅoő,page-sequence,1.0000
berger:p023:c2:e002,berger-entry-303,14,23,2,2,aśúuś,aśúuś ét-,page-sequence,0.8333
berger:p023:c2:e002:dialect:1,berger-entry-302-dialect-1,14,23,2,2,aśúś,aśúś,exact-variant,1.0000
berger:p023:c2:e003,berger-entry-304,14,23,2,3,aścçúm,aścçúm,page-sequence,1.0000
berger:p023:c2:e004,berger-entry-305,14,23,2,4,aśgáali,aśgáali,page-sequence,1.0000
berger:p023:c2:e006,berger-entry-306,14,23,2,6,áśkiltar,áśkiltar,page-sequence,1.0000
berger:p023:c2:e007,berger-entry-307,14,23,2,7,aśúga,aśúga,page-sequence,1.0000
berger:p023:c2:e008,berger-entry-310,14,23,2,8,atúulo,atúulo,printed-form,1.0000
berger:p023:c2:e009,berger-entry-311,14,23,2,9,athéero,(a)théero,printed-form,1.0000
berger:p023:c2:e010,berger-entry-312,14,23,2,10,atheerí,atheerí,page-sequence,1.0000
berger:p023:c2:e011,berger-entry-313,14,23,2,11,at,at,page-sequence,1.0000
berger:p024:c1:e001,berger-entry-314,15,24,1,1,aṭar,aṭar,page-sequence,1.0000
berger:p024:c1:e002,berger-entry-315,15,24,1,2,ate,ate,page-sequence,1.0000
berger:p024:c1:e003,berger-entry-315-attached-742-1,15,24,1,3,aṭłar,-yaṭa,unique-page-form,0.7500
berger:p024:c1:e004,berger-entry-317,15,24,1,4,aṭum,aṭum,page-sequence,1.0000
berger:p024:c1:e005,berger-entry-318,15,24,1,5,aṭhágar,aṭhágar,page-sequence,1.0000
berger:p024:c1:e006,berger-entry-319,15,24,1,6,auláat,auláat,page-sequence,1.0000
berger:p024:c1:e007,berger-entry-323,15,24,1,7,awá,awá,printed-form,1.0000
berger:p024:c1:e008,berger-entry-328,15,24,1,8,awaáji,awaáji,printed-form,1.0000
berger:p024:c1:e009,berger-entry-329,15,24,1,9,awáaz,awaáji,printed-form,0.7273
berger:p024:c2:e001,berger-entry-330,15,24,2,1,awál,awáaz,page-sequence,0.6667
berger:p024:c2:e002,berger-entry-331,15,24,2,2,awálmuċčum,awálmuċčum,page-sequence,1.0000
berger:p024:c2:e003,berger-entry-332,15,24,2,3,awalkamáas,awalkamáas,page-sequence,1.0000
berger:p024:c2:e004,berger-entry-334-dialect-1,15,24,2,4,ayáa,ayáś,printed-form,0.7500
berger:p024:c2:e005,berger-entry-335,15,24,2,5,áyalum,ayáśulum,page-sequence,0.8571
berger:p024:c2:e006,berger-entry-333,15,24,2,6,ayár,ayár,printed-form,1.0000
berger:p024:c2:e007,berger-entry-334,15,24,2,7,ayáś,ayáś,printed-form,1.0000
berger:p024:c2:e008,berger-entry-336,15,24,2,8,ayáśkuś,ayáśkuś,page-sequence,1.0000
berger:p024:c2:e010,berger-entry-337,15,24,2,10,ya,ya,page-sequence,1.0000
berger:p024:c2:e012,berger-entry-338,15,24,2,12,áyalei,áyalei,page-sequence,1.0000
berger:p024:c2:e013,berger-entry-339,15,24,2,13,áyayo,áyayo,page-sequence,1.0000
berger:p025:c1:e001,berger-entry-345,15,25,1,1,bá-/b-,ba,unique-page-form,0.8000
berger:p025:c1:e002,berger-entry-346,15,25,1,2,ba,baɣ,printed-form,1.0000
berger:p025:c1:e003,berger-entry-347,15,25,1,3,báabo,báabo,printed-form,1.0000
berger:p025:c1:e004,berger-entry-348,15,25,1,4,baaćáa,baaćáa,page-sequence,1.0000
berger:p025:c1:e004:dialect:1,berger-entry-348-dialect-1,15,25,1,4,baadśáa,baadśáa,exact-variant,1.0000
berger:p025:c2:e001,berger-entry-350,15,25,2,1,baadśaahátkuś,baadśaahátkuś,page-sequence,1.0000
berger:p025:c2:e002,berger-entry-351,15,25,2,2,baadúr,baadúr,page-sequence,1.0000
berger:p025:c2:e003,berger-entry-352,15,25,2,3,bahaadurí,bahaadurí,page-sequence,1.0000
berger:p025:c2:e004,berger-entry-353,15,25,2,4,baadigáar,baadigáar,page-sequence,1.0000
berger:p025:c2:e005,berger-entry-354,15,25,2,5,báago,báago,page-sequence,1.0000
berger:p025:c2:e005:dialect:1,berger-entry-355-dialect-1,15,25,2,5,bágu,bágu,exact-variant,1.0000
berger:p025:c2:e006,berger-entry-356,15,25,2,6,báagum,báagum,page-sequence,1.0000
berger:p025:c2:e006:dialect:1,berger-entry-356-dialect-1,15,25,2,6,báago,báago,exact-variant,1.0000
berger:p025:c2:e007,berger-entry-357,15,25,2,7,baagawáan,baagawáan,page-sequence,1.0000
berger:p025:c2:e008,berger-entry-358,15,25,2,8,baagićá,baagićá,page-sequence,1.0000
berger:p025:c2:e009,berger-entry-359,15,25,2,9,báai,báai,printed-form,1.0000
berger:p025:c2:e010,berger-entry-360,15,25,2,10,báai,báai,page-sequence,1.0000
berger:p025:c2:e011,berger-entry-361,15,25,2,11,baajá,baajá,page-sequence,1.0000
berger:p025:c2:e012,berger-entry-362,15,25,2,12,baajwáala,baajwáala,page-sequence,1.0000
berger:p026:c1:e001,berger-entry-364,16,26,1,1,báak,baák,printed-form,1.0000
berger:p026:c1:e002,berger-entry-363,16,26,1,2,baák,báak,page-sequence,1.0000
berger:p026:c1:e003,berger-entry-365,16,26,1,3,baalagí,baalagí,page-sequence,1.0000
berger:p026:c1:e004,berger-entry-366,16,26,1,4,báalt,báalt,page-sequence,1.0000
berger:p026:c1:e005,berger-entry-367,16,26,1,5,båalt- -lć-,båalt- -lć-,page-sequence,1.0000
berger:p026:c1:e006,berger-entry-366-dialect-1,16,26,1,6,+-balt-,balt,unique-page-form,1.0000
berger:p026:c1:e007,berger-entry-369,16,26,1,7,du-wáalt- -lć-,du-wáalt- -lć-,page-sequence,1.0000
berger:p026:c2:e002,berger-entry-371,16,26,2,2,baáů,baáů,page-sequence,1.0000
berger:p026:c2:e003,berger-entry-372,16,26,2,3,baṅaálo,baṅaálo,page-sequence,1.0000
berger:p026:c2:e004,berger-entry-373,16,26,2,4,baaqaaidá,baaqaaidá,page-sequence,1.0000
berger:p026:c2:e005,berger-entry-374,16,26,2,5,baaqí,baaqí,page-sequence,1.0000
berger:p026:c2:e006,berger-entry-375,16,26,2,6,báar,báar,page-sequence,1.0000
berger:p027:c1:e002,berger-entry-378,16,27,1,2,baará,baará,page-sequence,1.0000
berger:p027:c1:e003,berger-entry-379,16,27,1,3,báardum,báardum,page-sequence,1.0000
berger:p027:c1:e004,berger-entry-379-dialect-1,16,27,1,4,jar-báardum,bárdum,unique-page-form,0.7500
berger:p027:c1:e005,berger-entry-381,16,27,1,5,baaśáa,baaśáa,page-sequence,1.0000
berger:p027:c1:e007,berger-entry-383,16,27,1,7,báaś,báaś,page-sequence,1.0000
berger:p027:c1:e008,berger-entry-384,16,27,1,8,báaśqar,báaśqar,page-sequence,1.0000
berger:p027:c1:e009,berger-entry-386,16,27,1,9,bá-at-,baát,printed-form,1.0000
berger:p027:c1:e010,berger-entry-386-cdial-2,16,27,1,10,báat,baát,unique-page-form,1.0000
berger:p027:c2:e001,berger-entry-385,16,27,2,1,baát,bá-at-,page-sequence,1.0000
berger:p027:c2:e004,berger-entry-387,16,27,2,4,baáy,baáy,page-sequence,1.0000
berger:p027:c2:e005,berger-entry-388,16,27,2,5,biç,biç,page-sequence,1.0000
berger:p027:c2:e006,berger-entry-389,16,27,2,6,babá,babá,page-sequence,1.0000
berger:p027:c2:e007,berger-entry-390,16,27,2,7,babáaq,babáaq,page-sequence,1.0000
berger:p027:c2:e010,berger-entry-391,16,27,2,10,babál,bábal,page-sequence,1.0000
berger:p027:c2:e012,berger-entry-395,16,27,2,12,babalóo,babalóo,page-sequence,1.0000
berger:p027:c2:e013,berger-entry-396,16,27,2,13,bában,bában,page-sequence,1.0000
berger:p028:c1:e001,berger-entry-397,17,28,1,1,bábańù,bábańù,page-sequence,1.0000
berger:p028:c1:e002,berger-entry-398,17,28,1,2,babár,babár,page-sequence,1.0000
berger:p028:c1:e003,berger-entry-400,17,28,1,3,babáris,babáris,page-sequence,1.0000
berger:p028:c1:e004,berger-entry-401,17,28,1,4,babárum,babárum,page-sequence,1.0000
berger:p028:c1:e006,berger-entry-403,17,28,1,6,bábask,bábask,page-sequence,1.0000
berger:p028:c1:e007,berger-entry-404,17,28,1,7,bábat man,bábat man,page-sequence,1.0000
berger:p028:c1:e009,berger-entry-407,17,28,1,9,babúk,babúk,page-sequence,1.0000
berger:p028:c1:e010,berger-entry-408,17,28,1,10,baċ,baċ,page-sequence,1.0000
berger:p028:c2:e001,berger-entry-409,17,28,2,1,báċin,báċin,page-sequence,1.0000
berger:p028:c2:e002,berger-entry-410,17,28,2,2,baċháariś,baċháariś,page-sequence,1.0000
berger:p028:c2:e003,berger-entry-411,17,28,2,3,baċhár,baċhár,page-sequence,1.0000
berger:p028:c2:e004,berger-entry-412,17,28,2,4,baćán,baċhár duún-,page-sequence,0.6667
berger:p028:c2:e005,berger-entry-413,17,28,2,5,baćán,baćán,page-sequence,1.0000
berger:p028:c2:e005:dialect:1,berger-entry-414-dialect-1,17,28,2,5,schön,schön,exact-variant,1.0000
berger:p028:c2:e006,berger-entry-415,17,28,2,6,baćpáanć,baćpáanć,page-sequence,1.0000
berger:p028:c2:e008,berger-entry-417,17,28,2,8,baçík,baçík dusú-,page-sequence,0.7143
berger:p029:c1:e001,berger-entry-418,17,29,1,1,badá,badá,page-sequence,1.0000
berger:p029:c1:e002,berger-entry-419,17,29,1,2,badákiś,badá biśá-,page-sequence,0.8000
berger:p029:c1:e003,berger-entry-418-dialect-1,17,29,1,3,?badá,bayá,unique-page-form,0.7500
berger:p029:c1:e004,berger-entry-420,17,29,1,4,badákiś,badákiś,page-sequence,1.0000
berger:p029:c1:e005,berger-entry-423,17,29,1,5,badál,badál,page-sequence,1.0000
berger:p029:c2:e001,berger-entry-425,17,29,2,1,hadál-badál,badál man,page-sequence,0.5556
berger:p029:c2:e002,berger-entry-429,17,29,2,2,badalá,badalá,page-sequence,1.0000
berger:p029:c2:e003,berger-entry-430,17,29,2,3,badám,badám,page-sequence,1.0000
berger:p029:c2:e004,berger-entry-431,17,29,2,4,badbát,badbát,page-sequence,1.0000
berger:p029:c2:e005,berger-entry-432,17,29,2,5,badéi,badéi,page-sequence,1.0000
berger:p029:c2:e006,berger-entry-433,17,29,2,6,badniát,badniát,page-sequence,1.0000
berger:p029:c2:e007,berger-entry-434,17,29,2,7,bádo,bádo,page-sequence,1.0000
berger:p029:c2:e009,berger-entry-436,17,29,2,9,báda-báda,báda-báda,page-sequence,1.0000
berger:p029:c2:e010,berger-entry-437,17,29,2,10,bagdalík,bagdalík,page-sequence,1.0000
berger:p029:c2:e011,berger-entry-438,17,29,2,11,bagaálo,bagaálo,page-sequence,1.0000
berger:p029:c2:e012,berger-entry-439,17,29,2,12,bagareéś,bagareéś,page-sequence,1.0000
berger:p029:c2:e013,berger-entry-440,17,29,2,13,bageéś,bageéś,page-sequence,1.0000
berger:p029:c2:e013:dialect:1,berger-entry-440-dialect-1,17,29,2,13,bagareéś,bagareéś,exact-variant,1.0000
berger:p030:c1:e008,berger:gold:cdial9237:biedo,18,30,1,8,bagbiédo,biéḍo,printed-form,0.7692
berger:p031:c1:e002,berger:gold:cdial11225:baidaar,18,31,1,2,baidaár,baiḍaár,printed-form,1.0000
berger:p031:c1:e014,berger:gold:cdial8431:bakor,18,31,1,14,bakór,bakór,printed-form,1.0000
berger:p031:c2:e001,berger-entry-441,18,31,2,1,bákur,bákur,printed-form,1.0000
berger:p031:c2:e002,berger-entry-442,18,31,2,2,bal,bal,page-sequence,1.0000
berger:p031:c2:e003,berger-entry-446-dialect-1,18,31,2,3,?bal,bal,unique-page-form,1.0000
berger:p031:c2:e004,berger-entry-445,18,31,2,4,bal,bále,page-sequence,0.8571
berger:p031:c2:e006,berger-entry-447,18,31,2,6,balbál herunter-,balbál herunter-,page-sequence,1.0000
berger:p031:c2:e007,berger-entry-447-dialect-1,18,31,2,7,tbálbal man,bálbaľ,unique-page-form,0.7500
berger:p032:c2:e002,berger:gold:cdial9408:bala,19,32,2,2,balá,balá,printed-form,1.0000
berger:p032:c2:e004,berger:gold:cdial6658:balaac-man,19,32,2,4,baláaç,baláac̣ man-́,printed-form,0.8000
berger:p033:c1:e004,berger-entry-453-dialect-1,19,33,1,4,baláċ,baláċ,unique-page-form,1.0000
berger:p033:c1:e007,berger:gold:cdial11406:balan-man,19,33,1,7,balán,balán man-́,printed-form,0.7692
berger:p033:c1:e009,berger:gold:cdial9166:balando,19,33,1,9,balándo,balándo,printed-form,1.0000
berger:p033:c1:e010,berger-entry-450,19,33,1,10,baláṅ,baláṅ,printed-form,1.0000
berger:p033:c2:e002,berger-entry-452,19,33,2,2,biliṅćék,biliṅćék,page-sequence,1.0000
berger:p033:c2:e003,berger-entry-453,19,33,2,3,balás,balás,page-sequence,1.0000
berger:p033:c2:e007,berger-entry-450-dialect-1,19,33,2,7,balbán,balóṅ,printed-form,0.7273
berger:p039:c2:e001,berger-entry-457,22,39,2,1,baraqbéeś,baraqbéeś,page-sequence,1.0000
berger:p039:c2:e002,berger-entry-458,22,39,2,2,barayoó,barayoó,page-sequence,1.0000
berger:p039:c2:e003,berger-entry-459,22,39,2,3,barbáato,barbáato,page-sequence,1.0000
berger:p039:c2:e004,berger-entry-460,22,39,2,4,barbáiń,barbáiń,page-sequence,1.0000
berger:p039:c2:e005,berger-entry-461,22,39,2,5,barċí,barċí,page-sequence,1.0000
berger:p039:c2:e006,berger-entry-462,22,39,2,6,bárċhil,bárċhil,page-sequence,1.0000
berger:p039:c2:e006:dialect:1,berger-entry-462-dialect-1,22,39,2,6,bálċir,bálċir,exact-variant,1.0000
berger:p039:c2:e007,berger-entry-461-dialect-1,22,39,2,7,barć,barċé,unique-page-form,0.8889
berger:p041:c2:e002:dialect:1,berger-entry-463-attached-1471-1,23,41,2,2,basźś,basźś,exact-variant,1.0000
berger:p042:c1:e001,berger-entry-465,24,42,1,1,basá,basá,page-sequence,1.0000
berger:p042:c1:e003,berger-entry-486,24,42,1,3,?basáy,bastáo,unique-page-form,0.7273
berger:p042:c1:e004,berger-entry-466,24,42,1,4,basákuin,basákuin,page-sequence,1.0000
berger:p042:c1:e005,berger-entry-469,24,42,1,5,basál,basál,page-sequence,1.0000
berger:p042:c1:e006,berger-entry-470,24,42,1,6,basí,basí,page-sequence,1.0000
berger:p042:c1:e007,berger-entry-471,24,42,1,7,basíkuin,basíkuin,page-sequence,1.0000
berger:p042:c1:e008,berger-entry-472,24,42,1,8,basíkiś,basíkiś,page-sequence,1.0000
berger:p042:c1:e009,berger-entry-473,24,42,1,9,basít,basít,page-sequence,1.0000
berger:p042:c2:e003,berger-entry-475,24,42,2,3,?bask,bask,page-sequence,1.0000
berger:p042:c2:e004,berger-entry-478,24,42,2,4,baskáayo,baskáayo,page-sequence,1.0000
berger:p042:c2:e005,berger-entry-479,24,42,2,5,baskárat,baskárat,page-sequence,1.0000
berger:p042:c2:e006,berger-entry-480,24,42,2,6,baskí,baskí,page-sequence,1.0000
berger:p042:c2:e007,berger-entry-481,24,42,2,7,baskóćo,baskóćo,page-sequence,1.0000
berger:p042:c2:e008,berger-entry-482,24,42,2,8,baspín,baspín,page-sequence,1.0000
berger:p042:c2:e009,berger-entry-483,24,42,2,9,baspúr,baspúr,page-sequence,1.0000
berger:p042:c2:e010,berger-entry-484,24,42,2,10,bastá,bastá,page-sequence,1.0000
berger:p042:c2:e011,berger-entry-485,24,42,2,11,bastaaná,bastaaná,page-sequence,1.0000
berger:p043:c1:e004,berger-entry-479-dialect-1,24,43,1,4,baśabákar ét-,beskåret,unique-page-form,0.7368
berger:p043:c1:e005,berger-entry-487,24,43,1,5,usw,aus,page-sequence,0.6667
berger:p043:c1:e006,berger-entry-488,24,43,1,6,baś-talénum,bastóiù,page-sequence,0.5882
berger:p043:c1:e014,berger-entry-490,24,43,1,14,báśan,baśabákar,page-sequence,0.5714
berger:p043:c2:e001,berger-entry-491,24,43,2,1,baśá,baś,page-sequence,0.8571
berger:p043:c2:e002,berger-entry-498,24,43,2,2,baśbáś,baśbáś,page-sequence,1.0000
berger:p043:c2:e003,berger-entry-500,24,43,2,3,baśçán,baśá,page-sequence,0.8000
berger:p043:c2:e004,berger-entry-502,24,43,2,4,baśçár,baśçán,page-sequence,0.8333
berger:p043:c2:e004:dialect:1,berger-entry-503-dialect-1,24,43,2,4,baçár,baçár,exact-variant,1.0000
berger:p043:c2:e005,berger-entry-492,24,43,2,5,báśkum,báśkum,unique-page-form,1.0000
berger:p043:c2:e006,berger-entry-503,24,43,2,6,báśqar,baśçár,page-sequence,0.8333
berger:p043:c2:e007,berger-entry-505,24,43,2,7,baśqát,báśqar,page-sequence,0.8333
berger:p043:c2:e008,berger-entry-506,24,43,2,8,bat,baśqát,page-sequence,0.6667
berger:p043:c2:e009,berger-entry-507,24,43,2,9,?bat,bat,page-sequence,1.0000
berger:p044:c1:e003,berger-entry-511,25,44,1,3,batqismatí,batqismatí,page-sequence,1.0000
berger:p044:c1:e004,berger-entry-512,25,44,1,4,batsuurát,batsuurát,page-sequence,1.0000
berger:p044:c1:e005,berger-entry-513,25,44,1,5,batšákal,batšákal,page-sequence,1.0000
berger:p044:c1:e006,berger-entry-514,25,44,1,6,bathúr,bathúr,page-sequence,1.0000
berger:p044:c1:e007,berger-entry-515,25,44,1,7,bat,bat,page-sequence,1.0000
berger:p044:c2:e002,berger-entry-518,25,44,2,2,báṭłkuś,báṭłkuś,page-sequence,1.0000
berger:p044:c2:e003,berger-entry-519,25,44,2,3,baṭá,baṭá,page-sequence,1.0000
berger:p044:c2:e005,berger-entry-522,25,44,2,5,bátaa-béeṭi,bátaa-béeṭi,page-sequence,1.0000
berger:p044:c2:e006,berger-entry-523,25,44,2,6,batá-beéti,batá-beéti,page-sequence,1.0000
berger:p044:c2:e006:dialect:1,berger-entry-523-dialect-1,25,44,2,6,bátaa-béeṭi,bátaa-béeṭi,exact-variant,1.0000
berger:p044:c2:e007,berger-entry-525,25,44,2,7,báṭakus,báṭakus,page-sequence,1.0000
berger:p044:c2:e008,berger-entry-526,25,44,2,8,bátaqur,bátaqur,page-sequence,1.0000
berger:p044:c2:e009,berger-entry-527,25,44,2,9,baṭér,baṭér,page-sequence,1.0000
berger:p044:c2:e009:dialect:1,berger-entry-527-dialect-1,25,44,2,9,batór,batór,exact-variant,1.0000
berger:p044:c2:e010,berger-entry-528,25,44,2,10,baṭí,baṭí,page-sequence,1.0000
berger:p044:c2:e011,berger-entry-529,25,44,2,11,baṭiáak,baṭiáak,page-sequence,1.0000
berger:p045:c1:e001,berger-entry-530,25,45,1,1,báṭiù,báṭiù,page-sequence,1.0000
berger:p045:c1:e001:dialect:1,berger-entry-530-dialect-1,25,45,1,1,báṭiṅ,báṭiṅ,exact-variant,1.0000
berger:p045:c1:e002,berger-entry-531,25,45,1,2,batkakáay,batkakáay,page-sequence,1.0000
berger:p045:c1:e003,berger-entry-532,25,45,1,3,batmaraáko,batmaraáko,page-sequence,1.0000
berger:p045:c1:e005,berger-entry-534,25,45,1,5,báṭo,báṭo,page-sequence,1.0000
berger:p045:c1:e005:dialect:1,berger-entry-534-dialect-1,25,45,1,5,báṭu,báṭu,exact-variant,1.0000
berger:p045:c1:e007,berger-entry-536,25,45,1,7,batóħù,batóù,page-sequence,1.0000
berger:p045:c1:e008,berger-entry-538,25,45,1,8,baṭoőó,baṭoőó,page-sequence,1.0000
berger:p045:c1:e009,berger-entry-539,25,45,1,9,báuć,báuć,page-sequence,1.0000
berger:p045:c1:e010,berger-entry-540,25,45,1,10,bayáan,bayáan,page-sequence,1.0000
berger:p045:c1:e011,berger-entry-541,25,45,1,11,bayú,bayú,page-sequence,1.0000
berger:p045:c2:e002,berger-entry-543,25,45,2,2,bayúltur,bayúltur,page-sequence,1.0000
berger:p045:c2:e003,berger-entry-544,25,45,2,3,bay,bay,page-sequence,1.0000
berger:p045:c2:e003:dialect:2,berger-entry-544-dialect-1,25,45,2,3,báyiù,báyiù,exact-variant,1.0000
berger:p045:c2:e004,berger-entry-545,25,45,2,4,báygal,báygal,page-sequence,1.0000
berger:p045:c2:e005,berger-entry-546,25,45,2,5,báyum,báyum,page-sequence,1.0000
berger:p045:c2:e006,berger-entry-547,25,45,2,6,ba-zarúur,ba-zarúur,page-sequence,1.0000
berger:p045:c2:e007,berger-entry-548,25,45,2,7,bazoóṭi,bazoóṭi,page-sequence,1.0000
berger:p046:c1:e019,berger-entry-550,26,46,1,19,be,be,page-sequence,1.0000
berger:p046:c1:e022,berger-entry-577,26,46,1,22,be át-,beezatí,unique-page-form,0.7273
berger:p046:c1:e023,berger-entry-552,26,46,1,23,bébijána,bébijána,page-sequence,1.0000
berger:p046:c2:e001,berger-entry-553,26,46,2,1,bećaará,bećaará,page-sequence,1.0000
berger:p046:c2:e002,berger-entry-554,26,46,2,2,bé-ćoq,bé-ćoq,page-sequence,1.0000
berger:p046:c2:e003:dialect:1,berger-entry-567-dialect-1,26,46,2,3,béerumkuċ,béerumkuċ,exact-variant,1.0000
berger:p046:c2:e004,berger-entry-556,26,46,2,4,bédiċ,bédiċ,page-sequence,1.0000
berger:p046:c2:e006,berger-entry-557,26,46,2,6,beegám,beegám,page-sequence,1.0000
berger:p046:c2:e007,berger-entry-558,26,46,2,7,beehóoś -mán-,beehóoś -mán-,page-sequence,1.0000
berger:p046:c2:e008,berger-entry-559,26,46,2,8,beehoosí,beehoosí,page-sequence,1.0000
berger:p046:c2:e009,berger-entry-560,26,46,2,9,beemáar,beemáar,page-sequence,1.0000
berger:p046:c2:e010,berger-entry-562,26,46,2,10,beemazá,beemazá,page-sequence,1.0000
berger:p046:c2:e011,berger-entry-564,26,46,2,11,béens,béens,page-sequence,1.0000
berger:p047:c1:e001,berger-entry-567,26,47,1,1,(béerum,béerukuċ,page-sequence,0.7143
berger:p047:c1:e003,berger-entry-568-dialect-2,26,47,1,3,béuruman-béuruman,béurumaan,unique-page-form,0.7200
berger:p047:c1:e004,berger-entry-568,26,47,1,4,béuruman,béerum,page-sequence,0.7143
berger:p047:c2:e001,berger-entry-569,26,47,2,1,beezatí,béeriki,page-sequence,0.5714
berger:p047:c2:e002,berger-entry-572,26,47,2,2,behél,béesa,page-sequence,0.6000
berger:p047:c2:e003,berger-entry-574,26,47,2,3,behéśt,beéś ét-,page-sequence,0.8333
berger:p047:c2:e004,berger-entry-578,26,47,2,4,bel,behél,page-sequence,0.7500
berger:p047:c2:e005,berger-entry-579,26,47,2,5,?bel,bel,page-sequence,1.0000
berger:p047:c2:e006,berger-entry-581,26,47,2,6,bel,bel,page-sequence,1.0000
berger:p047:c2:e007,berger-entry-583,26,47,2,7,tbél- j-,tbél- j-,page-sequence,1.0000
berger:p048:c1:e004,berger-entry-585,27,48,1,4,bél- -j-,bél- -j-,page-sequence,1.0000
berger:p048:c1:e005,berger-entry-588,27,48,1,5,bélate,bélate,page-sequence,1.0000
berger:p048:c1:e006,berger-entry-589,27,48,1,6,bélatum,bélatum,page-sequence,1.0000
berger:p048:c1:e006:dialect:1,berger-entry-589-dialect-1,27,48,1,6,bóltum,bóltum,exact-variant,1.0000
berger:p048:c1:e006:dialect:2,berger-entry-589-dialect-3,27,48,1,6,béltum,béltum,exact-variant,1.0000
berger:p048:c1:e007,berger-entry-590,27,48,1,7,belç,belç,page-sequence,1.0000
berger:p048:c1:e008,berger-entry-591,27,48,1,8,bélis,bélis,page-sequence,1.0000
berger:p048:c1:e009,berger-entry-592,27,48,1,9,béljuko,béljuko,page-sequence,1.0000
