Status,Reason,Entry_Key,PDF_Page,Printed_Page,Printed_Head,Form,Variants,Sense,Definition,Tags,References,DEDR_IDs,Unresolved_DEDR_IDs,Variant_Of_Key,Raw_Entry
ingested,,bhaskararao-toda2025:p4:e25,20,4,ar-k,ar-k,,,"uptothemiddle, uptohalf, aṇḍaː-sar-̱kniːrwïḍḍi ‘Inthe(largemetal) pot, there is water up to the middle.’",adv,bhaskararao-toda-notes[p. 8],,,,"ar-k adv. uptothemiddle, uptohalf, aṇḍaː-sar-̱kniːrwïḍḍi ‘Inthe(largemetal) pot, there is water up to the middle.’ PB 8"
ingested,,bhaskararao-toda2025:p4:e26,20,4,ark,ark,,,"glass piece; ark-kaḷaːs ‘glass tumbler’, ark-kïṟm ‘glass bowl’, ark-faḷ ‘glass bangle(s)’",noun,bhaskararao-toda-notes[p. 8],,,,"ark n. glass piece; ark-kaḷaːs ‘glass tumbler’, ark-kïṟm ‘glass bowl’, ark-faḷ ‘glass bangle(s)’. PB 8, Sak. 268"
ingested,,bhaskararao-toda2025:p4:e27,20,4,ark- (arky-),ark-,arky-,,"(1) to chip, cut square (end of plank or post)",verb tr,emeneau-toda1984[p. 120],212,,,"ark- (arky-) vt. (1) to chip, cut square (end of plank or post). DEDR 212, TGT 120"
ingested,,bhaskararao-toda2025:p4:e28,20,4,ark- (arky-),ark-,arky-,,"(2) to file, rub (to be checked)",verb tr,bhaskararao-toda-notes[p. 8],,,,"ark- (arky-) vt. (2) to file, rub (to be checked). PB 8"
ingested,,bhaskararao-toda2025:p5:e1,21,5,ark- (arky-),ark-,arky-,,(3) to subdue,verb tr,"emeneau-toda1984[p. 120, 127]|bhaskararao-toda-notes[p. 8]",212|221,,,"ark- (arky-) vt. (3) to subdue. DEDR 212, 0221, TGT 120, 127, PB 8"
ingested,,bhaskararao-toda2025:p5:e2,21,5,arkïl,arkïl,,,"sorrow, arkïl oːyp oːɫ ‘persoṇwhoissuffering’",noun,bhaskararao-toda-notes[p. 8],,,,"arkïl n. sorrow, arkïl oːyp oːɫ ‘persoṇwhoissuffering’. PB 8"
ingested,,bhaskararao-toda2025:p5:e3,21,5,arkïl fuːf,arkïl fuːf,,,the arkïl flower,noun,bhaskararao-toda-notes[p. 8],,,,arkïl fuːf n. the arkïl flower. PB 8
ingested,,bhaskararao-toda2025:p5:e4,21,5,arkïl poːr- (pod-),arkïl poːr-,pod-,,"(pain) to come; arkïl pod enk muːxč-fiṭṣi ‘Troubles having come, drowned me.’",verb,bhaskararao-toda-notes[p. 8],,,,"arkïl poːr- (pod-) v. (pain) to come; arkïl pod enk muːxč-fiṭṣi ‘Troubles having come, drowned me.’ PB 8"
ingested,,bhaskararao-toda2025:p5:e5,21,5,arkm,arkm,,,state of being subdued,noun,emeneau-toda1984[p. 23],221,,,"arkm n. state of being subdued. DEDR 221, TGT 23"
ingested,,bhaskararao-toda2025:p5:e6,21,5,arkoj,arkoj,,,"the demon, devil (< Badaga arakasi < Skt. rākṣasa)",noun,emeneau-toda1984[p. 210]|bhaskararao-toda-notes[p. 156],,,,"arkoj n. the demon, devil (< Badaga arakasi < Skt. rākṣasa). TGT 210, PB 156"
ingested,,bhaskararao-toda2025:p5:e7,21,5,ar-koṇ,ar-koṇ,,,half-blind (either both eyes are working but half-sighted or one eye is blind and the other is sighted),adj,bhaskararao-toda-notes[p. 8],,,,ar-koṇ a. half-blind (either both eyes are working but half-sighted or one eye is blind and the other is sighted). PB 8
ingested,,bhaskararao-toda2025:p5:e8,21,5,ar-koy,ar-koy,,,half-sleeved shirt,noun,bhaskararao-toda-notes[p. 8],,,,ar-koy n. half-sleeved shirt. PB 8
ingested,,bhaskararao-toda2025:p5:e9,21,5,ar-koːl saray,ar-koːl saray,,,half pants,noun,bhaskararao-toda-notes[p. 8],,,,ar-koːl saray n. half pants. PB 8
ingested,,bhaskararao-toda2025:p5:e10,21,5,ar-koːl soṭ,ar-koːl soṭ,,,shirt covering half the legs,noun,,,,,ar-koːl soṭ n. shirt covering half the legs. Sak. 268
ingested,,bhaskararao-toda2025:p5:e11,21,5,ar-koːy,ar-koːy,,,half-ripened fruit,noun,bhaskararao-toda-notes[p. 8],,,,ar-koːy n. half-ripened fruit. PB 8 2
ingested,,bhaskararao-toda2025:p5:e12,21,5,arky-,arky-,,,S of ark-,verb,,,,,arky- v. S of ark-
ingested,,bhaskararao-toda2025:p5:e13,21,5,arkym,arkym,,,a vow(to a god to offer something) (obl. arkyt-); the actual object that will be offered to akuṛy after the vow is taken; ïr-k toṇ-ïḏn-wïṛ ïr-urp kïs arkym taš-k-ïn ïḏs arkym wïtspïmi ‘We undertook (to the god at peṭxon temple) that if (our) buffalos are kept cool (=blessed) we will make a replica of buffalo and presentittogodat peṭxontemple’; pïnïr-arkympïṭ-speṭxoṇ-gpiːyṣpumi ‘Then wetook the replica and went to peṭxoṇ temple.’,noun,"emeneau-toda1984[p. 23]|bhaskararao-toda-notes[p. 8, 117]",3951,,,"arkym n. a vow(to a god to offer something) (obl. arkyt-); the actual object that will be offered to akuṛy after the vow is taken; ïr-k toṇ-ïḏn-wïṛ ïr-urp kïs arkym taš-k-ïn ïḏs arkym wïtspïmi ‘We undertook (to the god at peṭxon temple) that if (our) buffalos are kept cool (=blessed) we will make a replica of buffalo and presentittogodat peṭxontemple’; pïnïr-arkympïṭ-speṭxoṇ-gpiːyṣpumi ‘Then wetook the replica and went to peṭxoṇ temple.’ DEDR 3951, TGT 23, PB 8, 117"
ingested,,bhaskararao-toda2025:p5:e14,21,5,arkym wïr- (wït-),arkym wïr-,wït-,,to undertake a vow,verb tr,bhaskararao-toda-notes[p. 117],,,,arkym wïr- (wït-) vt. to undertake a vow. PB 117
ingested,,bhaskararao-toda2025:p5:e15,21,5,arkyn,arkyn,,,passionate woman,noun,emeneau-toda1984[p. 23],281,,,"arkyn n. passionate woman. DEDR 281, TGT 23"
ingested,,bhaskararao-toda2025:p5:e16,21,5,arkyt-,arkyt-,,,obl. of arkym ‘a vow (to a god to offer something)’,noun,,,,,arkyt- n. obl. of arkym ‘a vow (to a god to offer something)’
ingested,,bhaskararao-toda2025:p5:e17,21,5,arl,arl,,,"jackstraws, pebbles (used for counters)",noun,emeneau-toda1984[p. 22],209,,,"arl n. jackstraws, pebbles (used for counters). RSLST 87, DEDR 209, TGT 22"
ingested,,bhaskararao-toda2025:p5:e18,21,5,arl-meːṇ oːk- (oːky-),arl-meːṇ oːk-,oːky-,,place something ritually,verb tr,bhaskararao-toda-notes[p. 8],,,,arl-meːṇ oːk- (oːky-) vt. place something ritually. PB 8
ingested,,bhaskararao-toda2025:p5:e19,21,5,arl oːk- (oːky-),arl oːk-,oːky-,,toputpofeṭkoːy whilementioningnamesofsacredplaces(this is a part of ceremony for praying to various gods),verb,bhaskararao-toda-notes[p. 8],,,,arl oːk- (oːky-) v. toputpofeṭkoːy whilementioningnamesofsacredplaces(this is a part of ceremony for praying to various gods). PB 8
ingested,,bhaskararao-toda2025:p5:e20,21,5,arm,arm,,,file (for rubbing),noun,bhaskararao-toda-notes[p. 8],,,,arm n. file (for rubbing). PB 8
ingested,,bhaskararao-toda2025:p5:e21,21,5,arman,arman,,,"palace (Ta. ara-maṉai ‘king’s house’, Ka. ara-mane), arman oːḍ ‘groundinfrontofapalace(oːḍ ‘turf’)’, arman aːs ‘m̱ansion (palatial house)’",noun,emeneau-toda1984[p. 364]|bhaskararao-toda-notes[p. 9],201,,,"arman n. palace (Ta. ara-maṉai ‘king’s house’, Ka. ara-mane), arman oːḍ ‘groundinfrontofapalace(oːḍ ‘turf’)’, arman aːs ‘m̱ansion (palatial house)’. DEDR 201, TGT 364, PB 9"
ingested,,bhaskararao-toda2025:p5:e22,21,5,armanïr,armanïr,,,palace buffaloes,noun,,,,,armanïr n. palace buffaloes. RSLST 52
ingested,,bhaskararao-toda2025:p5:e23,21,5,armanoːɫ̣,armanoːɫ̣,,,palace people,noun,,,,,armanoːɫ̣ n. palace people. Sak. 268
ingested,,bhaskararao-toda2025:p5:e24,21,5,ar nïṇ,ar nïṇ,,,silver waist-string (ar ‘waist’; PB ar nïːṇ),noun,bhaskararao-toda-notes[p. 9],230|3668,,,"ar nïṇ n. silver waist-string (ar ‘waist’; PB ar nïːṇ). DEDR 230, 3668, PB 9"
ingested,,bhaskararao-toda2025:p6:e1,22,6,arofoːyn,arofoːyn,,,"nickname (of Tïːfoːṇynïs̱, lit. ‘half mouth’, i.e. whose mouth is always gaping; < Badaga)",proper-noun,emeneau-toda1984[p. 294],,,,"arofoːyn prop. nickname (of Tïːfoːṇynïs̱, lit. ‘half mouth’, i.e. whose mouth is always gaping; < Badaga). TGT 294"
ingested,,bhaskararao-toda2025:p6:e2,22,6,arpas̱ noːɫ̣,arpas̱ noːɫ̣,,,sacred day,noun,,,,,arpas̱ noːɫ̣ n. sacred day. Sak. 268
ingested,,bhaskararao-toda2025:p6:e3,22,6,arpocaːṇ,arpocaːṇ,,,"hospitable, hospitality (in songs)",noun adj,,,,,"arpocaːṇ n., a. hospitable, hospitality (in songs). Sak. 268"
ingested,,bhaskararao-toda2025:p6:e4,22,6,arpoṛkt,arpoṛkt,,,rest (in songs),noun,,,,,arpoṛkt n. rest (in songs). Sak. 268
ingested,,bhaskararao-toda2025:p6:e5,22,6,ar-puṭy,ar-puṭy,,,half bottle,noun,bhaskararao-toda-notes[p. 8],,,,ar-puṭy n. half bottle. PB 8
ingested,,bhaskararao-toda2025:p6:e6,22,6,ars,ars,,,"king; European man, English-man; white man (voc. arsyaː¿; borrowed from Kannaḍa arasu, Sanskrit rāja-)",noun,"emeneau-toda1984[p. 22, 195]|bhaskararao-toda-notes[p. 9]",201,,,"ars n. king; European man, English-man; white man (voc. arsyaː¿; borrowed from Kannaḍa arasu, Sanskrit rāja-). RSLST 31, 54, DEDR 201, TGT 22, 195, PB 9"
ingested,,bhaskararao-toda2025:p6:e7,22,6,arsaːrpy,arsaːrpy,,,trouser,noun,,,,,arsaːrpy n. trouser. Sak. 268
ingested,,bhaskararao-toda2025:p6:e8,22,6,arsïn,arsïn,,,yellow colour,noun,bhaskararao-toda-notes[p. 9],,,,arsïn n. yellow colour. PB 9
ingested,,bhaskararao-toda2025:p6:e9,22,6,ars maḍč,ars maḍč,,,"English woman, white woman",noun,"bhaskararao-toda-notes[p. 9, 73]",,,,"ars maḍč n. English woman, white woman. PB 9, 73"
ingested,,bhaskararao-toda2025:p6:e10,22,6,arsn,arsn,,,"saffron, yellow (PB arsïn)",noun adj,emeneau-toda1984[p. 23],220,,,"arsn n., a. saffron, yellow (PB arsïn). DEDR 220, TGT 23"
ingested,,bhaskararao-toda2025:p6:e11,22,6,artm,artm,,,meaning,noun,bhaskararao-toda-notes[p. 9],,,,artm n. meaning. PB 9
ingested,,bhaskararao-toda2025:p6:e12,22,6,artoːl,artoːl,,,nameofamund,proper-noun,,,,,artoːl prop. nameofamund. Sak. 268
ingested,,bhaskararao-toda2025:p6:e13,22,6,arθ- (arθy-),arθ-,arθy-,,to sharpen,verb tr,emeneau-toda1984[p. 119],228,,,"arθ- (arθy-) vt. to sharpen. DEDR 228, TGT 119 2"
ingested,,bhaskararao-toda2025:p6:e14,22,6,arθy-,arθy-,,,S of arθ-,verb,,,,,arθy- v. S of arθ-
ingested,,bhaskararao-toda2025:p6:e15,22,6,arx- (arxy-),arx-,arxy-,,to be subdued,verb intr,emeneau-toda1984[p. 120],221,,,"arx- (arxy-) vi. to be subdued. DEDR 221, TGT 120 2"
ingested,,bhaskararao-toda2025:p6:e16,22,6,arxy-,arxy-,,,S of arx-,verb,,,,,arxy- v. S of arx-
ingested,,bhaskararao-toda2025:p6:e17,22,6,ary- (arc-),ary-,arc-,,"(for woman) to desire sexual intercourse, arc-foy xuːx ‘passionate woman’",verb intr,emeneau-toda1984[p. 124],214,,,"ary- (arc-) vi. (for woman) to desire sexual intercourse, arc-foy xuːx ‘passionate woman’. DEDR 214, TGT 124, Sak. 268"
ingested,,bhaskararao-toda2025:p6:e18,22,6,arybeṯ- (arybeṯy-),arybeṯ-,arybeṯy-,,see aṟynbeṯ- (aṟynbeṯy-).,verb intr,,,,,arybeṯ- (arybeṯy-) vi. see aṟynbeṯ- (aṟynbeṯy-).
ingested,,bhaskararao-toda2025:p6:e19,22,6,arz̡on,arz̡on,,,Arjuna,proper-noun,,,,,arz̡on prop. Arjuna. Sak. 268
ingested,,bhaskararao-toda2025:p6:e20,22,6,aṟ,aṟ,,,"flat rock, stone",noun,emeneau-toda1984[p. 74]|bhaskararao-toda-notes[p. 9],321,,,"aṟ n. flat rock, stone. RSLST 21, DEDR 321, TGT 74, PB 9"
ingested,,bhaskararao-toda2025:p6:e21,22,6,aṟ- (aṟθ-),aṟ-,aṟθ-,,"to get lost in crowd or forest, wander (TGT); to be fatigued",verb intr,emeneau-toda1984[p. 29]|bhaskararao-toda-notes[p. 9],404,,,"aṟ- (aṟθ-) vi. to get lost in crowd or forest, wander (TGT); to be fatigued. DEDR 404, TGT 29; PB 9"
ingested,,bhaskararao-toda2025:p6:e22,22,6,aṟf- (aṟt-),aṟf-,aṟt-,,"to reap, to cut (a rope, vegetable, grass)",verb tr,emeneau-toda1984[p. 115]|bhaskararao-toda-notes[p. 9],315,,,"aṟf- (aṟt-) vt. to reap, to cut (a rope, vegetable, grass). DEDR 315, TGT 115, PB 9"
ingested,,bhaskararao-toda2025:p6:e23,22,6,aṟkoːy,aṟkoːy,,,useless fruit (in songs),noun,,,,,aṟkoːy n. useless fruit (in songs). Sak. 269
ingested,,bhaskararao-toda2025:p6:e24,22,6,aṟl oːk- (oːky-),aṟl oːk-,oːky-,,"toputaṟl ritually(toplant=toputcarefully, becausebyputting aṟl some good result will come; similarly, by planting seeds, plants will grow)",verb tr,"bhaskararao-toda-notes[p. 103, 104]",,,,"aṟl oːk- (oːky-) vt. toputaṟl ritually(toplant=toputcarefully, becausebyputting aṟl some good result will come; similarly, by planting seeds, plants will grow). PB 103,104"
ingested,,bhaskararao-toda2025:p6:e25,22,6,aṟmaṟ,aṟmaṟ,,,"lossofmemoryandrelatedmemoryproblemsassociatedwitholdage, senility",noun,bhaskararao-toda-notes[p. 30],,,,"aṟmaṟ n. lossofmemoryandrelatedmemoryproblemsassociatedwitholdage, senility. PB 30"
ingested,,bhaskararao-toda2025:p6:e26,22,6,aṟmaṟ köṛ- (köṭ-),aṟmaṟ köṛ-,köṭ-,,"to blabber, to talk unwantedly",verb intr,bhaskararao-toda-notes[p. 10],,,,"aṟmaṟ köṛ- (köṭ-) vi. to blabber, to talk unwantedly. PB 10"
ingested,,bhaskararao-toda2025:p6:e27,22,6,aṟn,aṟn,,,dry dung (obl. aṟn-),noun,,404,,,aṟn n. dry dung (obl. aṟn-). DEDR 404
ingested,,bhaskararao-toda2025:p7:e1,23,7,aṟnelgwïṛ,aṟnelgwïṛ,,,stream near Kaṣwïː mund,proper-noun,,,,,aṟnelgwïṛ prop. stream near Kaṣwïː mund. Sak. 269
ingested,,bhaskararao-toda2025:p7:e2,23,7,aṟoθ,aṟoθ,,,sixty,num,emeneau-toda1984[p. 105]|bhaskararao-toda-notes[p. 9],2485|3918,,,"aṟoθ num. sixty. DEDR 2485, 3918, TGT 105, PB 9"
ingested,,bhaskararao-toda2025:p7:e3,23,7,aṟp,aṟp,,,a rest,noun,,404,,,aṟp n. a rest. DEDR 404
ingested,,bhaskararao-toda2025:p7:e4,23,7,aṟp eːf- (eːt-),aṟp eːf-,eːt-,,"to be thirsty (dative subject), en-k aṟp eːtsi ‘I am thirsty.’",verb intr,bhaskararao-toda-notes[p. 9],,,,"aṟp eːf- (eːt-) vi. to be thirsty (dative subject), en-k aṟp eːtsi ‘I am thirsty.’ PB 9"
ingested,,bhaskararao-toda2025:p7:e5,23,7,aṟp oḍg- (oḍgy-),aṟp oḍg-,oḍgy-,,to take a rest (especially after doing work),verb intr,bhaskararao-toda-notes[p. 9],404,,,"aṟp oḍg- (oḍgy-) vi. to take a rest (especially after doing work). DEDR 404, PB 9"
ingested,,bhaskararao-toda2025:p7:e6,23,7,aṟp-pïḍθ-fy,aṟp-pïḍθ-fy,,,"refers to the dead husband of a woman, en-n aṟp-pïḍθ-fy ‘my dead husband’ (pïḍ- (pïḍθ-) ‘fall’)",noun,bhaskararao-toda-notes[p. 9],,,,"aṟp-pïḍθ-fy n. refers to the dead husband of a woman, en-n aṟp-pïḍθ-fy ‘my dead husband’ (pïḍ- (pïḍθ-) ‘fall’). PB 9"
ingested,,bhaskararao-toda2025:p7:e7,23,7,"aṟp-pïḍθ noːɫ, arp-pïḍθ-fy noːɫ̣","aṟp-pïḍθ noːɫ, arp-pïḍθ-fy noːɫ̣",,,"the day of the week on which somebody has died —onthisdayoftheweekcertainthingsarenotdone(suchastakingbath, nail cutting)",noun,bhaskararao-toda-notes[p. 9],,,,"aṟp-pïḍθ noːɫ, arp-pïḍθ-fy noːɫ̣ n. the day of the week on which somebody has died —onthisdayoftheweekcertainthingsarenotdone(suchastakingbath, nail cutting). PB 9"
ingested,,bhaskararao-toda2025:p7:e8,23,7,aṟpuːfad,aṟpuːfad,,,useless flower (in songs),noun,,,,,aṟpuːfad n. useless flower (in songs). Sak. 269 2
ingested,,bhaskararao-toda2025:p7:e9,23,7,aṟs-,aṟs-,,,S of aṟy-,verb,,,,,aṟs- v. S of aṟy-
ingested,,bhaskararao-toda2025:p7:e10,23,7,aṟsp oːɫ̣,aṟsp oːɫ̣,,,a person who knows,noun,bhaskararao-toda-notes[p. 10],,,,aṟsp oːɫ̣ n. a person who knows. PB 10 2
ingested,,bhaskararao-toda2025:p7:e11,23,7,aṟt-,aṟt-,,,S ofaṟf-,verb,,,,,aṟt- v. S ofaṟf-
ingested,,bhaskararao-toda2025:p7:e12,23,7,aṟt-,aṟt-,,,(S does not occur) to be thirsty,verb intr,emeneau-toda1984[p. 123],404,,,"aṟt- vi. (S does not occur) to be thirsty. DEDR 404, TGT 123 1"
ingested,,bhaskararao-toda2025:p7:e13,23,7,aṟtm,aṟtm,,,"a proverbial saying; meaning, usefulness (obl. aṟtt-)",noun,"emeneau-toda1984[p. 23, 32, 71]",,,,"aṟtm n. a proverbial saying; meaning, usefulness (obl. aṟtt-). TGT 23, 32, 71"
ingested,,bhaskararao-toda2025:p7:e14,23,7,aṟtoːɫ̣,aṟtoːɫ̣,,,name of place with a slope,proper-noun,bhaskararao-toda-notes[p. 175],,,,aṟtoːɫ̣ prop. name of place with a slope. PB 175
ingested,,bhaskararao-toda2025:p7:e15,23,7,aṟtt-,aṟtt-,,,"obl. of aṟtm ‘meaning, usefulness’ 2",noun,,,,,"aṟtt- n. obl. of aṟtm ‘meaning, usefulness’ 2"
ingested,,bhaskararao-toda2025:p7:e16,23,7,aṟθ-,aṟθ-,,,S of aṟ-,verb,,,,,aṟθ- v. S of aṟ-
ingested,,bhaskararao-toda2025:p7:e17,23,7,aṟxo oːɫ̣,aṟxo oːɫ̣,,,manwhoisuncontrollable,noun,,,,,aṟxo oːɫ̣ n. manwhoisuncontrollable. Sak. 269
ingested,,bhaskararao-toda2025:p7:e18,23,7,aṟ xwaːw,aṟ xwaːw,,,six kwaːx measures,num,emeneau-toda1984[p. 107],2485,,,"aṟ xwaːw num. six kwaːx measures. DEDR 2485, TGT 107"
ingested,,bhaskararao-toda2025:p7:e19,23,7,aṟ xwaːx,aṟ xwaːx,,,a measure of 60 kwaːx (aṟ-oːθ-kwaːx),noun,bhaskararao-toda-notes[p. 9],,,,aṟ xwaːx n. a measure of 60 kwaːx (aṟ-oːθ-kwaːx). PB 9
ingested,,bhaskararao-toda2025:p7:e20,23,7,aṟxwïːṛ,aṟxwïːṛ,,,stony stream,noun,,,,,aṟxwïːṛ n. stony stream. RSLST 21
ingested,,bhaskararao-toda2025:p7:e21,23,7,aṟy- (aṟs-),aṟy-,aṟs-,,"to know, recognize, aθ koḷḷ-uː-s pöḷḷ-uː aṟy-ïni ‘He does not know what is good or bad.’",verb tr,emeneau-toda1984[p. 29]|bhaskararao-toda-notes[p. 10],314,,,"aṟy- (aṟs-) vt. to know, recognize, aθ koḷḷ-uː-s pöḷḷ-uː aṟy-ïni ‘He does not know what is good or bad.’ DEDR 314, TGT 29, PB 10"
ingested,,bhaskararao-toda2025:p7:e22,23,7,aṟybeṯ-,aṟybeṯ-,,,see aṟynbeṯ-,verb,,,,,aṟybeṯ- v. see aṟynbeṯ-
ingested,,bhaskararao-toda2025:p7:e23,23,7,aṟyfu,aṟyfu,,,knowledge,noun,,,,,aṟyfu n. knowledge. Sak. 269
ingested,,bhaskararao-toda2025:p7:e24,23,7,aṟynbeṯ- (aṟynbeṯy-),aṟynbeṯ-,aṟynbeṯy-,,"(also arybeṯ- (arybeṯy-)) to be insane, mad",verb intr,emeneau-toda1984[p. 29],314,,,"aṟynbeṯ- (aṟynbeṯy-) vi. (also arybeṯ- (arybeṯy-)) to be insane, mad. DEDR 314, TGT 29 2"
ingested,,bhaskararao-toda2025:p7:e25,23,7,aṟynbeṯy-,aṟynbeṯy-,,,S ofaṟynbeṯ-,verb,,,,,aṟynbeṯy- v. S ofaṟynbeṯ-
ingested,,bhaskararao-toda2025:p7:e26,23,7,aṛ- (aṛθ-),aṛ-,aṛθ-,,"to block, e.g. a canal",verb tr,"bhaskararao-toda-notes[p. 10, 11]",,,,"aṛ- (aṛθ-) vt. to block, e.g. a canal. PB 10, 11"
ingested,,bhaskararao-toda2025:p7:e27,23,7,aṛf- (aṛt-),aṛf-,aṛt-,,"to shut, to stop functioning, to close an opening by a door etc.; paːfaːṟ aṛtsi ‘door closed’, poɫỵ aṛtsi ‘temple functions stopped.’",verb tr,emeneau-toda1984[p. 124]|bhaskararao-toda-notes[p. 10],83,,,"aṛf- (aṛt-) vt. to shut, to stop functioning, to close an opening by a door etc.; paːfaːṟ aṛtsi ‘door closed’, poɫỵ aṛtsi ‘temple functions stopped.’ DEDR 83, TGT 124, PB 10"
ingested,,bhaskararao-toda2025:p8:e1,24,8,aṛ-koṟ,aṛ-koṟ,,,"the calf that drinks milk (sucks) from a buffalo that is not its mother (either the mother is dead, or sick or the calf needs more milk but its mother’s milk is needed for household purpose and in such a case a postïr can be used sinceits milk cannot be used for household purposes). This calf drinks from the tail side of the udder and the real calf of the mother drinks from the head side, thus hiding theaṛ-koṟ from the sight of the buffalo. Thus, the calf is hidden — aṛθt",noun,bhaskararao-toda-notes[p. 10],,,,"aṛ-koṟ n. the calf that drinks milk (sucks) from a buffalo that is not its mother (either the mother is dead, or sick or the calf needs more milk but its mother’s milk is needed for household purpose and in such a case a postïr can be used sinceits milk cannot be used for household purposes). This calf drinks from the tail side of the udder and the real calf of the mother drinks from the head side, thus hiding theaṛ-koṟ from the sight of the buffalo. Thus, the calf is hidden — aṛθt. PB 10"
ingested,,bhaskararao-toda2025:p8:e2,24,8,aṛ-koṟad,aṛ-koṟad,,,orphan calves (in songs),noun,,,,,aṛ-koṟad n. orphan calves (in songs). Sak. 269
ingested,,bhaskararao-toda2025:p8:e3,24,8,aṛmil,aṛmil,,,udder (in songs),noun,,,,,aṛmil n. udder (in songs). Sak. 269
ingested,,bhaskararao-toda2025:p8:e4,24,8,aṛoc- (aṛoč-),aṛoc-,aṛoč-,,to make orphan calf suck another buffalo,verb tr,emeneau-toda1984[p. 121],,,,aṛoc- (aṛoč-) vt. to make orphan calf suck another buffalo. TGT 121 2
ingested,,bhaskararao-toda2025:p8:e5,24,8,aṛoč-,aṛoč-,,,S of aṛoc-,verb,,,,,aṛoč- v. S of aṛoc-
ingested,,bhaskararao-toda2025:p8:e6,24,8,aṛ-öṣt- (öṣty-),aṛ-öṣt-,öṣty-,,to decide (öṣt- ‘say’) about a calf to drink milk from a buffalo other than its mother (see aṛ-koṟ),verb,bhaskararao-toda-notes[p. 10],,,,aṛ-öṣt- (öṣty-) v. to decide (öṣt- ‘say’) about a calf to drink milk from a buffalo other than its mother (see aṛ-koṟ). PB 10
ingested,,bhaskararao-toda2025:p8:e7,24,8,aṛpïn,aṛpïn,,,dowry (given by an older man to a younger man or woman also by a brother to his sister),noun,emeneau-toda1984[p. 26]|bhaskararao-toda-notes[p. 10],79,,,"aṛpïn n. dowry (given by an older man to a younger man or woman also by a brother to his sister). DEDR 79, TGT 26, PB 10"
ingested,,bhaskararao-toda2025:p8:e8,24,8,aṛpït ïr,aṛpït ïr,,,buffaloes of the dowry,noun,emeneau-toda1984[p. 26],79,,,"aṛpït ïr n. buffaloes of the dowry. DEDR 79, TGT 26"
ingested,,bhaskararao-toda2025:p8:e9,24,8,aṛpoːs̱,aṛpoːs̱,,,"coagulated milk. moz̡ used for coagulating milk is pep. In a vessel, pepiskeptandtoitmilkisadded. Afterthemilkcoagulates, itiscalledaṛpoːs. (cf. aṛ- (aṛθ-) ‘block’)",noun,bhaskararao-toda-notes[p. 11],,,,"aṛpoːs̱ n. coagulated milk. moz̡ used for coagulating milk is pep. In a vessel, pepiskeptandtoitmilkisadded. Afterthemilkcoagulates, itiscalledaṛpoːs. (cf. aṛ- (aṛθ-) ‘block’). PB 11 2"
