Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,11,breast,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 11, Jammat Jalgaon Nihali]",
wordlist cell,11,breast,WAR,Warsari Ruma,target,57,52,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf57,missing,source prints a ruled blank,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 11, Warsari Ruma]",
wordlist cell,12,belly,AMD,Amdhana Mawasi,target,79,74,1,lei,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 12, Amdhana Mawasi]",silkorku1985:amd:i012:v1
wordlist cell,12,belly,BAG,Bagdara Ruma,target,57,52,1,laɖʒ,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 12, Bagdara Ruma]",silkorku1985:bag:i012:v1
wordlist cell,12,belly,CHI,Chikli Ruma,target,46,41,1,laɖʒ,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 12, Chikli Ruma]",silkorku1985:chi:i012:v1
wordlist cell,12,belly,KHA,Khanapur Ruma,target,46,41,2,laɖʒ,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 12, Khanapur Ruma]",silkorku1985:kha:i012:v1
wordlist cell,12,belly,KHM,Khamalpur Bondoy,target,79,74,2,lai,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 12, Khamalpur Bondoy]",silkorku1985:khm:i012:v1
wordlist cell,12,belly,LAH,Lahi Bouriya,target,68,63,2,lei,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 12, Lahi Bouriya]",silkorku1985:lah:i012:v1
wordlist cell,12,belly,MOR,Moragao Bouriya,target,68,63,1,latʃ,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 12, Moragao Bouriya]",silkorku1985:mor:i012:v1
wordlist cell,12,belly,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,pʰopo,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 12, Jammat Jalgaon Nihali]",
wordlist cell,12,belly,WAR,Warsari Ruma,target,57,52,2,latʃ,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 12, Warsari Ruma]",silkorku1985:war:i012:v1
wordlist cell,13,arm,AMD,Amdhana Mawasi,target,79,74,1,ti,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 13, Amdhana Mawasi]",silkorku1985:amd:i013:v1
wordlist cell,13,arm,BAG,Bagdara Ruma,target,57,52,1,ti,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 13, Bagdara Ruma]",silkorku1985:bag:i013:v1
wordlist cell,13,arm,CHI,Chikli Ruma,target,46,41,1,ti,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 13, Chikli Ruma]",silkorku1985:chi:i013:v1
wordlist cell,13,arm,KHA,Khanapur Ruma,target,46,41,2,ti,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 13, Khanapur Ruma]",silkorku1985:kha:i013:v1
wordlist cell,13,arm,KHM,Khamalpur Bondoy,target,79,74,2,ti,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 13, Khamalpur Bondoy]",silkorku1985:khm:i013:v1
wordlist cell,13,arm,LAH,Lahi Bouriya,target,68,63,2,ti,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 13, Lahi Bouriya]",silkorku1985:lah:i013:v1
wordlist cell,13,arm,MOR,Moragao Bouriya,target,68,63,1,ti,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 13, Moragao Bouriya]",silkorku1985:mor:i013:v1
wordlist cell,13,arm,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,bakra,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 13, Jammat Jalgaon Nihali]",
wordlist cell,13,arm,WAR,Warsari Ruma,target,57,52,2,bawa,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 13, Warsari Ruma]",silkorku1985:war:i013:v1
wordlist cell,14,elbow,AMD,Amdhana Mawasi,target,79,74,1,tʰoni,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 14, Amdhana Mawasi]",silkorku1985:amd:i014:v1
wordlist cell,14,elbow,BAG,Bagdara Ruma,target,57,52,1,kʰuːni,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 14, Bagdara Ruma]",silkorku1985:bag:i014:v1
wordlist cell,14,elbow,CHI,Chikli Ruma,target,46,41,1,koni,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 14, Chikli Ruma]",silkorku1985:chi:i014:v1
wordlist cell,14,elbow,KHA,Khanapur Ruma,target,46,41,2,kʰoni,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 14, Khanapur Ruma]",silkorku1985:kha:i014:v1
wordlist cell,14,elbow,KHM,Khamalpur Bondoy,target,79,74,2,tauni,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 14, Khamalpur Bondoy]",silkorku1985:khm:i014:v1
wordlist cell,14,elbow,LAH,Lahi Bouriya,target,68,63,2,kuni,manual-source-image,collector question mark,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 14, Lahi Bouriya]",silkorku1985:lah:i014:v1
wordlist cell,14,elbow,MOR,Moragao Bouriya,target,68,63,1,kʰuni,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 14, Moragao Bouriya]",silkorku1985:mor:i014:v1
wordlist cell,14,elbow,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,keddu,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 14, Jammat Jalgaon Nihali]",
wordlist cell,14,elbow,WAR,Warsari Ruma,target,57,52,2,koini,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 14, Warsari Ruma]",silkorku1985:war:i014:v1
wordlist cell,15,palm,AMD,Amdhana Mawasi,target,79,74,1,hateli,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 15, Amdhana Mawasi]",silkorku1985:amd:i015:v1
wordlist cell,15,palm,BAG,Bagdara Ruma,target,57,52,1,ti tala,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 15, Bagdara Ruma]",silkorku1985:bag:i015:v1
wordlist cell,15,palm,CHI,Chikli Ruma,target,46,41,1,tla,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 15, Chikli Ruma]",silkorku1985:chi:i015:v1
wordlist cell,15,palm,KHA,Khanapur Ruma,target,46,41,2,ti tɛlɛ,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 15, Khanapur Ruma]",silkorku1985:kha:i015:v1
wordlist cell,15,palm,KHM,Khamalpur Bondoy,target,79,74,2,ti,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 15, Khamalpur Bondoy]",silkorku1985:khm:i015:v1
wordlist cell,15,palm,LAH,Lahi Bouriya,target,68,63,2,hetele,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 15, Lahi Bouriya]",silkorku1985:lah:i015:v1
wordlist cell,15,palm,MOR,Moragao Bouriya,target,68,63,1,ti,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 15, Moragao Bouriya]",silkorku1985:mor:i015:v1
wordlist cell,15,palm,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,boko,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 15, Jammat Jalgaon Nihali]",
wordlist cell,15,palm,WAR,Warsari Ruma,target,57,52,2,ti,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 15, Warsari Ruma]",silkorku1985:war:i015:v1
wordlist cell,16,finger,AMD,Amdhana Mawasi,target,79,74,1,uŋeli,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 16, Amdhana Mawasi]",silkorku1985:amd:i016:v1
wordlist cell,16,finger,BAG,Bagdara Ruma,target,57,52,1,boʈo,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 16, Bagdara Ruma]",silkorku1985:bag:i016:v1
wordlist cell,16,finger,CHI,Chikli Ruma,target,46,41,1,boʈo,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 16, Chikli Ruma]",silkorku1985:chi:i016:v1
wordlist cell,16,finger,KHA,Khanapur Ruma,target,46,41,2,aduka,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 16, Khanapur Ruma]",silkorku1985:kha:i016:v1
wordlist cell,16,finger,KHM,Khamalpur Bondoy,target,79,74,2,ãduka,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 16, Khamalpur Bondoy]",silkorku1985:khm:i016:v1
wordlist cell,16,finger,LAH,Lahi Bouriya,target,68,63,2,uŋeli,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 16, Lahi Bouriya]",silkorku1985:lah:i016:v1
wordlist cell,16,finger,MOR,Moragao Bouriya,target,68,63,1,diŋgu,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 16, Moragao Bouriya]",silkorku1985:mor:i016:v1
wordlist cell,16,finger,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,akʰanda,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 16, Jammat Jalgaon Nihali]",
wordlist cell,16,finger,WAR,Warsari Ruma,target,57,52,2,boʈo,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 16, Warsari Ruma]",silkorku1985:war:i016:v1
wordlist cell,17,nail,AMD,Amdhana Mawasi,target,79,74,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf79,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 17, Amdhana Mawasi]",
wordlist cell,17,nail,BAG,Bagdara Ruma,target,57,52,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf57,missing,source prints a ruled blank,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 17, Bagdara Ruma]",
wordlist cell,17,nail,CHI,Chikli Ruma,target,46,41,1,nɛkko,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 17, Chikli Ruma]",silkorku1985:chi:i017:v1
wordlist cell,17,nail,KHA,Khanapur Ruma,target,46,41,2,nɛkʰo,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 17, Khanapur Ruma]",silkorku1985:kha:i017:v1
wordlist cell,17,nail,KHM,Khamalpur Bondoy,target,79,74,2,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf79,missing,source prints a ruled blank,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 17, Khamalpur Bondoy]",
wordlist cell,17,nail,LAH,Lahi Bouriya,target,68,63,2,nukʰo,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 17, Lahi Bouriya]",silkorku1985:lah:i017:v1
wordlist cell,17,nail,MOR,Moragao Bouriya,target,68,63,1,nakʰo,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 17, Moragao Bouriya]",silkorku1985:mor:i017:v1
wordlist cell,17,nail,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,nekkʰa,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 17, Jammat Jalgaon Nihali]",
wordlist cell,17,nail,WAR,Warsari Ruma,target,57,52,2,nekʰo,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 17, Warsari Ruma]",silkorku1985:war:i017:v1
wordlist cell,18,leg,AMD,Amdhana Mawasi,target,79,74,1,tẽŋla,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 18, Amdhana Mawasi]",silkorku1985:amd:i018:v1
wordlist cell,18,leg,BAG,Bagdara Ruma,target,57,52,1,naŋga,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 18, Bagdara Ruma]",silkorku1985:bag:i018:v1
wordlist cell,18,leg,CHI,Chikli Ruma,target,46,41,1,naŋa,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 18, Chikli Ruma]",silkorku1985:chi:i018:v1
wordlist cell,18,leg,KHA,Khanapur Ruma,target,46,41,2,naŋa,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 18, Khanapur Ruma]",silkorku1985:kha:i018:v1
wordlist cell,18,leg,KHM,Khamalpur Bondoy,target,79,74,2,dʒaɖa,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 18, Khamalpur Bondoy]",silkorku1985:khm:i018:v1
wordlist cell,18,leg,LAH,Lahi Bouriya,target,68,63,2,naŋga,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 18, Lahi Bouriya]",silkorku1985:lah:i018:v1
wordlist cell,18,leg,MOR,Moragao Bouriya,target,68,63,1,naŋa,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 18, Moragao Bouriya]",silkorku1985:mor:i018:v1
wordlist cell,18,leg,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,mate,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 18, Jammat Jalgaon Nihali]",
wordlist cell,18,leg,WAR,Warsari Ruma,target,57,52,2,bulu,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 18, Warsari Ruma]",silkorku1985:war:i018:v1
wordlist cell,19,skin,AMD,Amdhana Mawasi,target,79,74,1,tʃemnda,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 19, Amdhana Mawasi]",silkorku1985:amd:i019:v1
wordlist cell,19,skin,BAG,Bagdara Ruma,target,57,52,1,kaʈaʈe,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 19, Bagdara Ruma]",silkorku1985:bag:i019:v1
wordlist cell,19,skin,CHI,Chikli Ruma,target,46,41,1,kaʈrɛ,manual-source-image,collector question mark,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 19, Chikli Ruma]",silkorku1985:chi:i019:v1
wordlist cell,19,skin,KHA,Khanapur Ruma,target,46,41,2,tʃamɛʈɛ,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 19, Khanapur Ruma]",silkorku1985:kha:i019:v1
wordlist cell,19,skin,KHM,Khamalpur Bondoy,target,79,74,2,katere,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 19, Khamalpur Bondoy]",silkorku1985:khm:i019:v1
wordlist cell,19,skin,LAH,Lahi Bouriya,target,68,63,2,kaʈere,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 19, Lahi Bouriya]",silkorku1985:lah:i019:v1
wordlist cell,19,skin,MOR,Moragao Bouriya,target,68,63,1,koʈali,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 19, Moragao Bouriya]",silkorku1985:mor:i019:v1
wordlist cell,19,skin,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,tol,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 19, Jammat Jalgaon Nihali]",
wordlist cell,19,skin,WAR,Warsari Ruma,target,57,52,2,tʃembʈe,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 19, Warsari Ruma]",silkorku1985:war:i019:v1
wordlist cell,20,bone,AMD,Amdhana Mawasi,target,79,74,1,heddi,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 74, item 20, Amdhana Mawasi]",silkorku1985:amd:i020:v1
wordlist cell,20,bone,BAG,Bagdara Ruma,target,57,52,1,haɖe,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 52, item 20, Bagdara Ruma]",silkorku1985:bag:i020:v1
wordlist cell,20,bone,CHI,Chikli Ruma,target,46,41,1,haɖɖeɟ,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-chikli-ruma,"stahl2021korku[Appendix F, printed p. 41, item 20, Chikli Ruma]",silkorku1985:chi:i020:v1
wordlist cell,20,bone,KHA,Khanapur Ruma,target,46,41,2,haʈeɟe,manual-source-image,,tesseract_raw.txt#pdf46,installed,,ko,sil-korku-1985-khanapur-ruma,"stahl2021korku[Appendix F, printed p. 41, item 20, Khanapur Ruma]",silkorku1985:kha:i020:v1
wordlist cell,20,bone,KHM,Khamalpur Bondoy,target,79,74,2,hade,manual-source-image,,tesseract_raw.txt#pdf79,installed,,ko,sil-korku-1985-khamalpur-bondoy,"stahl2021korku[Appendix F, printed p. 74, item 20, Khamalpur Bondoy]",silkorku1985:khm:i020:v1
wordlist cell,20,bone,LAH,Lahi Bouriya,target,68,63,2,haɖai,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-lahi-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 20, Lahi Bouriya]",silkorku1985:lah:i020:v1
wordlist cell,20,bone,MOR,Moragao Bouriya,target,68,63,1,haɖe,manual-source-image,,tesseract_raw.txt#pdf68,installed,,ko,sil-korku-1985-moragao-bouriya,"stahl2021korku[Appendix F, printed p. 63, item 20, Moragao Bouriya]",silkorku1985:mor:i020:v1
wordlist cell,20,bone,NIH,Jammat Jalgaon Nihali,comparison control,90,85,1,pakti,manual-source-image,,tesseract_raw.txt#pdf90,excluded,excluded comparison control,Ni,,"stahl2021korku[Appendix F, printed p. 85, item 20, Jammat Jalgaon Nihali]",
wordlist cell,20,bone,WAR,Warsari Ruma,target,57,52,2,haɖage,manual-source-image,,tesseract_raw.txt#pdf57,installed,,ko,sil-korku-1985-warsari-ruma,"stahl2021korku[Appendix F, printed p. 52, item 20, Warsari Ruma]",silkorku1985:war:i020:v1
wordlist cell,21,heart,AMD,Amdhana Mawasi,target,80,75,1,,manual-source-image,confirmed ruled blank,tesseract_raw.txt#pdf80,missing,source prints a ruled blank,ko,sil-korku-1985-amdhana-mawasi,"stahl2021korku[Appendix F, printed p. 75, item 21, Amdhana Mawasi]",
wordlist cell,21,heart,BAG,Bagdara Ruma,target,58,53,1,jiw,manual-source-image,,tesseract_raw.txt#pdf58,installed,,ko,sil-korku-1985-bagdara-ruma,"stahl2021korku[Appendix F, printed p. 53, item 21, Bagdara Ruma]",silkorku1985:bag:i021:v1
