Status,Reason,Review_State,Review_Reason,Entry_Key,PDF_Page,Printed_Page,Column,Top,Raw_OCR,Raw_Head,Form,Variants,POS,Gloss,Tags,Reference,DEDR_IDs,Unresolved_DEDR_IDs,Etymology,OCR_Confidence
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0119,25,5,2,119,"akkure n. dandruff, scurf DEDR
3811",akkure,akkure,,n.,"dandruff, scurf",noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",3811,,Hockings and Pilot-Raichoor cite DEDR 3811,94.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0141,25,5,2,141,"aga- adj. interior, local DEDR 7",aga-,aga-,,adj.,"interior, local",adj uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",7,,Hockings and Pilot-Raichoor cite DEDR 7,95.13
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0154,25,5,2,154,"agacu n. cloister, enclosed space;
vt. to enclose (as within the arm-
pit)",agacu,agacu,,n.,"cloister, enclosed space; to enclose (as within the armpit)",noun verb tr uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",,,,96.09
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0186,25,5,2,186,"agaṭi n. bench, seat
jji illada agaṭi holla...’ —Without an old
lady [there, the] bench is bad... (Prov.
722b)",agaṭi,agaṭi,,n.,"bench, seat",noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",,,,82.30
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0229,25,5,2,229,"agatu madilu n. front edge
of a bench, “the spot by the hearth
where the Badagas like to sleep”
(Bühler 1853:382, no. 6) DEDR
4692",agatu madilu,agatu madilu,,n.,"front edge of a bench, “the spot by the hearth where the Badagas like to sleep”",noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",4692,,"(Bühler 1853:382, no. 6); Hockings and Pilot-Raichoor cite DEDR 4692",94.08
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0285,25,5,2,285,agate n. spread-out thighs,agate,agate,,n.,spread-out thighs,noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",,,,44.16
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0296,25,5,2,296,"agaṭti/aga haṭṭti n. local settle-
ment; adj. inside (cf. aratṭti, kav-
vatti) DEDR 7,3868",agaṭti/aga haṭṭti,agaṭti,aga haṭṭti,n.,local settlement; inside,noun adj uncertain alternate,"hockings-pilotraichoor1992[p. 5, col. 2]",7|3868,,"(cf. aratṭti, kavvatti); Hockings and Pilot-Raichoor cite DEDR 7, 3868",81.99
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0328,25,5,2,328,"agatti/a:gotṭu n. wide-mouthed
earthen vessel in which the embers
of the fire are kept during the cold
season; it is used for keeping food
warm, and afterwards left in the
corner of a sleeping-room to keep
it warm ? DEDR 9",agatti/a:gotṭu,agatti,a:gotṭu,n.,"wide-mouthed earthen vessel in which the embers of the fire are kept during the cold season; it is used for keeping food warm, and afterwards left in the corner of a sleeping-room to keep it warm",noun uncertain alternate,"hockings-pilotraichoor1992[p. 5, col. 2]",9,,Hockings and Pilot-Raichoor cite DEDR 9,88.09
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0404,25,5,2,404,"agandam n. eternity, that which
is without beginning or end and
cannot be seen (symbolized by the
rounded end of the Jinga ; cf. Ta.
akaṇtam, ‘that which is without
parts, expanse’)",agandam,agandam,,n.,"eternity, that which is without beginning or end and cannot be seen",noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",,,"(symbolized by the rounded end of the Jinga; cf. Ta. akaṇtam, ‘that which is without parts, expanse’)",93.13
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0469,25,5,2,469,"aga na:du n. interior, interior reg-
ion DEDR 7, 3638",aga na:du,aga na:du,,n.,"interior, interior region",noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",7|3638,,"Hockings and Pilot-Raichoor cite DEDR 7, 3638",80.03
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p5:c2:y0491,25,5,2,491,"Agana:dumandu np. name of two
Toda hamlets: 1. Aganadmand,
Ageanadu, Nasmiòdr, Naesminoṭ,
Naesmior, a usually unoccupied
sacred site of Ka:ṣ clan 6.5 km. NE
of Ootacamund (occupied only for
grazing, December to January; No-
ble 1977: 61, 64); 2. Aganadmund,
Òdr, Or, a hamlet of No'ṣ clan 7.5
km. W of Ootacamund (14.1 ha in
1893; still occupied; Rivers 1906:
645-47, 650, 735-36; Walker 1986:
298; < agatna:du+mandu, ʻinte-
rior+regiontToda hamlet) DEDR 7,
36638,4777",Agana:dumandu,Agana:dumandu,,np.,"name of two Toda hamlets: 1. Aganadmand, Ageanadu, Nasmiòdr, Naesminoṭ, Naesmior, a usually unoccupied sacred site of Ka:ṣ clan 6.5 km. NE of Ootacamund ; 2. Aganadmund, Òdr, Or, a hamlet of No'ṣ clan 7.5 km. W of Ootacamund",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 5, col. 2]",7|4777,36638,"(occupied only for grazing, December to January; Noble 1977: 61, 64); (14.1 ha in 1893; still occupied; Rivers 1906: 645-47, 650, 735-36; Walker 1986: 298; < agatna:du+mandu, ʻinterior+regiontToda hamlet); Hockings and Pilot-Raichoor cite DEDR 7, 4777; Unresolved printed DEDR citation(s): 36638",83.51
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0148,26,6,1,148,"agaru/hagaru n. wooden bat (used
in ball-playing) DEDR 3808",agaru/hagaru,agaru,hagaru,n.,wooden bat (used in ball-playing),noun uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 1]",3808,,Hockings and Pilot-Raichoor cite DEDR 3808,94.04
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0170,26,6,1,170,"agala adj. wide, large, broad; n.
width, division, rift DEDR 8
agala ale haridara | udda ale muridara
,
—{[If you make it too) wide iťll get torn;
[if you make it too] long itll! break (Prov.
198)",agala,agala,,adj.,"wide, large, broad; width, division, rift agala ale haridara | udda ale muridara",adj noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 1]",8,,Hockings and Pilot-Raichoor cite DEDR 8,85.12
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0236,26,6,1,236,"agalu/hagalu n. day, daylight
DEDR 3805",agalu/hagalu,agalu,hagalu,n.,"day, daylight",noun uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 1]",3805,,Hockings and Pilot-Raichoor cite DEDR 3805,64.76
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0258,26,6,1,258,"agalottu/hagalottu n. 1. daytime;
2. midday, afternoon (< agalu+
hottu, ‘day+time’) DEDR 3805, 4559",agalottu/hagalottu,agalottu,hagalottu,n.,"1. daytime; 2. midday, afternoon",noun uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 1]",3805|4559,,"(< agalu+ hottu, ‘day+time’); Hockings and Pilot-Raichoor cite DEDR 3805, 4559",91.15
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0292,26,6,1,292,"agasene n. tree bean, Agastya’s
plant, agatty, buko, great-flowered
agatty, West Indian pea tree, West
Indian sesban (Sesbania grandi-
flora, Hooker 1872-97: II, 115;
Macieane 1893: 805-06; Nairne
1894: 80; Watt 1908: 287, 895;
Lushington 1915: 199; Gamble
1922: 235-36; Maharashtra 1953:
193; Gamble & Fischer 1956-57:
228; Maharashtra 1957:215; Cooke
1958:I, 350-51; Maharashtra 1961:
298, 424, 494-95; Matthew 1983:
458; Chandrabose & Nair 1987:76)
DEDR5",agasene,agasene,,n.,"tree bean, Agastya’s plant, agatty, buko, great-flowered agatty, West Indian pea tree, West Indian sesban DEDR5",noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 1]",,,"(Sesbania grandiflora, Hooker 1872-97: II, 115; Macieane 1893: 805-06; Nairne 1894: 80; Watt 1908: 287, 895; Lushington 1915: 199; Gamble 1922: 235-36; Maharashtra 1953: 193; Gamble & Fischer 1956-57: 228; Maharashtra 1957:215; Cooke 1958:I, 350-51; Maharashtra 1961: 298, 424, 494-95; Matthew 1983: 458; Chandrabose & Nair 1987:76)",92.43
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0454,26,6,1,454,"aga haṭttṭti/agaṭṭti cf. above, agatti/
aga hatti",aga haṭttṭti/agaṭṭti,aga haṭttṭti,agaṭṭti,cf.,"above, agatti/ aga hatti",uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 1]",,,,85.78
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0475,26,6,1,475,"agaḷu n. grain (a food), lump
DEDR 270
attugattugo:le | agaḷa:ru ganji ——Though
you may go hither and yon, [you only find
poor] gruel made from finger-millet (Prov.
228)",agaḷu,agaḷu,,n.,"grain (a food), lump",noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 1]",270,,Hockings and Pilot-Raichoor cite DEDR 270,86.39
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0541,26,6,1,541,aga:la nudi n. unwarranted rebuke,aga:la nudi,aga:la nudi,,n.,unwarranted rebuke,noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 1]",,,,91.76
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c1:y0552,26,6,1,552,"aga:la pa:du n. untold suffering,
unnecessary hardship",aga:la pa:du,aga:la pa:du,,n.,"untold suffering, unnecessary hardship",noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 1]",,,,92.46
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0071,26,6,2,71,"aga:la maraṇna/aga:la sa:vu n.
untimely death, sudden and unex-
pected death, suicidal death, state
of a soul when the person has died
before God ordained it (as in a sui-
cide; cf. ka:la marapa; cf. Skt. a-
kālatmaraṇa, ‘without limit+dy-
ing, death’)",aga:la maraṇna/aga:la sa:vu,aga:la maraṇna,aga:la sa:vu,n.,"untimely death, sudden and unexpected death, suicidal death, state of a soul when the person has died before God ordained it",noun uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 2]",,,"(as in a suicide; cf. ka:la marapa; cf. Skt. akālatmaraṇa, ‘without limit+dying, death’)",91.31
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0157,26,6,2,157,"aga:la ma:tu n. tactless talk
DEDR 4834",aga:la ma:tu,aga:la ma:tu,,n.,tactless talk,noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",4834,,Hockings and Pilot-Raichoor cite DEDR 4834,93.28
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0180,26,6,2,180,"aga:la sa:vu/aga:la maraṇa
cf. above, aga:la maraṇa/aga:la
sa:vu (cf. Skt. akāla+tBad. sa:vu,
‘without limit+death’) DEDR 2426",aga:la sa:vu/aga:la maraṇa,aga:la sa:vu,aga:la maraṇa,cf.,"above, aga:la maraṇa/aga:la sa:vu (cf. Skt. akāla+tBad. sa:vu",uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 2]",2426,,Hockings and Pilot-Raichoor cite DEDR 2426,84.60
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0224,26,6,2,224,aga:la huṭtu n. unlucky progeny,aga:la huṭtu,aga:la huṭtu,,n.,unlucky progeny,noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",,,,86.15
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0235,26,6,2,235,"aga:sa n. sky, the heavens (cf.
Skt. akāśam, idem.)
aga:sava no:duvaduga | talji taḷḷi no:da
e:n2? — In order to see the sky, why
should you be pushing for an appealing
sight? (Prov. 610)",aga:sa,aga:sa,,n.,"sky, the heavens aga:sava no:duvaduga | talji taḷḷi no:da",noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",,,"(cf. Skt. akāśam, idem.)",87.43
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0300,26,6,2,300,"agi/ai vt. to munch, chew (cf.
agidu tinnu/ agisi tinnu/ agisu;
aiv-, aid-, or agib-, agid-)",agi/ai,agi,ai,vt.,"to munch, chew",verb tr uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 2]",,,"(cf. agidu tinnu/ agisi tinnu/ agisu; aiv-, aid-, or agib-, agid-)",89.81
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0332,26,6,2,332,"agida/aida adj. P. munching,
chewing (< ai, ‘to munch’+S2+ a)",agida/aida,agida,aida,adj.p.,"munching, chewing",adj participle uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 2]",,,"(< ai, ‘to munch’+S2+ a)",90.37
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0353,26,6,2,353,"agidu tinnu/agisi tinnu vt. 1. to
feed, digest, cause to bite and chew
(lit.); 2. to provide (cf. agi/ ai; <
PP of agi+ tinnu, ‘chew+eat’)
DEDR 3263a",agidu tinnu/agisi tinnu,agidu tinnu,agisi tinnu,vt.,"1. to feed, digest, cause to bite and chew (lit.); 2. to provide",verb tr pp participle uncertain alternate,"hockings-pilotraichoor1992[p. 6, col. 2]",3263,,"(cf. agi/ ai; < PP of agi+ tinnu, ‘chew+eat’); Hockings and Pilot-Raichoor cite DEDR 3263",91.87
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0408,26,6,2,408,agisi tinnu/agidu tinnu idem.,agisi tinnu/agidu tinnu,agisi tinnu,agidu tinnu,idem.,same as the preceding dictionary entry,alternate uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",,,,93.63
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0419,26,6,2,419,"agisu vt. to cause to bite, make to
chew",agisu,agisu,,vt.,"to cause to bite, make to chew",verb tr uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",,,,92.17
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0442,26,6,2,442,"aguru n. resin from certain trees,
tree-gum",aguru,aguru,,n.,"resin from certain trees, tree-gum",noun uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",,,,79.46
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0465,26,6,2,465,"age vt. to dig, burrow, exca-
vate, exhume, dig up, make a hole
(agev-, aged-) DEDR 11
‘agadale mannu | nudidale ma:tu’ — If
[you go on] digging, [there's only] mud; if
[you go on] talking, [its only a] chat
(Prov. 423b)",age,age,,vt.,"to dig, burrow, excavate, exhume, dig up, make a hole (agev-, aged-)",verb tr uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",11,,Hockings and Pilot-Raichoor cite DEDR 11,75.11
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p6:c2:y0548,26,6,2,548,"age vt. to loosen, untie, unknot,
slacken (agep-, agat-); vi. to loo-
sen (agev-, aged-) DEDR 14",age,age,,vt.,"to loosen, untie, unknot, slacken (agep-, agat-); to loosen (agev-, aged-)",verb tr intr uncertain,"hockings-pilotraichoor1992[p. 6, col. 2]",14,,Hockings and Pilot-Raichoor cite DEDR 14,92.91
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p7:c1:y0071,27,7,1,71,"age/hage adj. hostile, unfriendly;
n. 1. unfriendliness, hostility, en-
mity, hatred; 2. enemy, foe DEDR
3808
‘Ha:ruvana hage holla...’ —Enmity with a
Haruva [priest is] bad... (Prov. 682a)",age/hage,age,hage,adj.,"hostile, unfriendly; 1. unfriendliness, hostility, enmity, hatred; 2. enemy, foe",adj noun uncertain alternate,"hockings-pilotraichoor1992[p. 7, col. 1]",3808,,Hockings and Pilot-Raichoor cite DEDR 3808,89.20
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p7:c1:y0137,27,7,1,137,(agent) n. agent (K Eng.),(agent),(agent),,n.,agent (K Eng.),noun uncertain,"hockings-pilotraichoor1992[p. 7, col. 1]",,,,85.44
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p7:c1:y0148,27,7,1,148,"Age Halḷa np. Aggi halla, name
of a stream which flows NE to join
the Ku:ruve:nu Halla (q.v.) at a
point 6.5 km. WNW of Kotagiri
(cf. A:ranjuveli, < age+thalla,
‘dig up+stream’) DEDR 11,4016",Age Halḷa,Age Halḷa,,np.,"Aggi halla, name of a stream which flows NE to join the Ku:ruve:nu Halla at a point 6.5 km. WNW of Kotagiri (cf. A:ranjuveli, < age+thalla",noun proper-noun uncertain,"hockings-pilotraichoor1992[p. 7, col. 1]",11|4016,,"(q.v.); Hockings and Pilot-Raichoor cite DEDR 11, 4016",80.06
ingested,,needs_transcription_review,fresh unreviewed OCR; plain t/d/n/l may conceal a lost printed retroflex dot,hockings-pilotraichoor1992:p7:c1:y0212,27,7,1,212,"agga/hagga n. 1. rope, strings,
cord; 2. plough rope (leather rope
made by Kotas, which runs from
the plough to the patti and back to
the plough again; cf. jote, patti);
3. connection DEDR App. 2
haggava korada:le:yu: | hatteya koreya
be:da—Even if you cut that connection,
don't break up a row [of people] eating
@Prov.259)",agga/hagga,agga,hagga,n.,"1. rope, strings, cord; 2. plough rope ; 3. connection haggava korada:le:yu: | hatteya koreya",noun uncertain alternate,"hockings-pilotraichoor1992[p. 7, col. 1]",,App. 2,"(leather rope made by Kotas, which runs from the plough to the patti and back to the plough again; cf. jote, patti); Unresolved printed DEDR citation(s): App. 2",89.98
