Record_Type,Report,PDF_Page,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Source_Label,Comparison_Role,Response,Similarity_Group,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
wordlist response,john2008jaunsari,41,41,7,nose,G,Sirmauri,Sirmauri,comparison control,1,1,nak,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 7, Sirmauri]",
wordlist response,john2008jaunsari,41,41,8,mouth,K,Korwa,Jaunsari-Korwa,target,1,2,kha,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Korwa]",siljaunsari2008:g008:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,41,41,8,mouth,D,Khanaad,Jaunsari-Khanaad,target,1,1,mũh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Khanaad]",siljaunsari2008:g008:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,41,41,8,mouth,D,Khanaad,Jaunsari-Khanaad,target,2,2,khab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Khanaad]",siljaunsari2008:g008:sil-jaunsari-2008-khanaad:i2
wordlist response,john2008jaunsari,41,41,8,mouth,C,Chapnu,Jaunsari-Chapnu,target,1,1,muː,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Chapnu]",siljaunsari2008:g008:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,41,41,8,mouth,B,Bhandroli,Jaunsari-Bhandroli,target,1,2,khab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Bhandroli]",siljaunsari2008:g008:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,41,41,8,mouth,M,Maindrath,MixedJB-Maindrath,target,1,2,khab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Maindrath]",siljaunsari2008:g008:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,41,41,8,mouth,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,2,khab,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Lakhamandal]",siljaunsari2008:g008:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,41,41,8,mouth,A,Chakrata,Jaunsari-Chakratha,target,1,1,mũh,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Chakrata]",siljaunsari2008:g008:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,41,41,8,mouth,h,Hindi,Hindi,comparison control,1,1,mũh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Hindi]",
wordlist response,john2008jaunsari,41,41,8,mouth,S,Bangani,Bangani,comparison control,1,1,mũh,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Bangani]",
wordlist response,john2008jaunsari,41,41,8,mouth,J,Jaunpuri,Jaunpuri,comparison control,1,3,gɪtʃu,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Jaunpuri]",
wordlist response,john2008jaunsari,41,41,8,mouth,N,Nagpuriya,Nagpuriya,comparison control,1,3,gitʃə,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Nagpuriya]",
wordlist response,john2008jaunsari,41,41,8,mouth,G,Sirmauri,Sirmauri,comparison control,1,4,dʒat,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 8, Sirmauri]",
wordlist response,john2008jaunsari,41,41,9,tooth,K,Korwa,Jaunsari-Korwa,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Korwa]",siljaunsari2008:g009:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,41,41,9,tooth,D,Khanaad,Jaunsari-Khanaad,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Khanaad]",siljaunsari2008:g009:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,41,41,9,tooth,C,Chapnu,Jaunsari-Chapnu,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Chapnu]",siljaunsari2008:g009:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,41,41,9,tooth,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Bhandroli]",siljaunsari2008:g009:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,41,41,9,tooth,M,Maindrath,MixedJB-Maindrath,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Maindrath]",siljaunsari2008:g009:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,41,41,9,tooth,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,d̪ant̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Lakhamandal]",siljaunsari2008:g009:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,41,41,9,tooth,A,Chakrata,Jaunsari-Chakratha,target,1,1,d̪ãnd̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Chakrata]",siljaunsari2008:g009:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,41,41,9,tooth,h,Hindi,Hindi,comparison control,1,1,d̪ɐ̃t̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Hindi]",
wordlist response,john2008jaunsari,41,41,9,tooth,S,Bangani,Bangani,comparison control,1,1,d̪ãt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Bangani]",
wordlist response,john2008jaunsari,41,41,9,tooth,J,Jaunpuri,Jaunpuri,comparison control,1,1,d̪ãt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Jaunpuri]",
wordlist response,john2008jaunsari,41,41,9,tooth,N,Nagpuriya,Nagpuriya,comparison control,1,1,d̪ãt̪,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Nagpuriya]",
wordlist response,john2008jaunsari,41,41,9,tooth,G,Sirmauri,Sirmauri,comparison control,1,1,dãnd,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 9, Sirmauri]",
wordlist response,john2008jaunsari,41,41,10,tongue,K,Korwa,Jaunsari-Korwa,target,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Korwa]",siljaunsari2008:g010:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,41,41,10,tongue,D,Khanaad,Jaunsari-Khanaad,target,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Khanaad]",siljaunsari2008:g010:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,41,41,10,tongue,C,Chapnu,Jaunsari-Chapnu,target,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Chapnu]",siljaunsari2008:g010:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,41,41,10,tongue,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Bhandroli]",siljaunsari2008:g010:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,41,41,10,tongue,M,Maindrath,MixedJB-Maindrath,target,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Maindrath]",siljaunsari2008:g010:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,41,41,10,tongue,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Lakhamandal]",siljaunsari2008:g010:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,41,41,10,tongue,A,Chakrata,Jaunsari-Chakratha,target,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Chakrata]",siljaunsari2008:g010:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,41,41,10,tongue,h,Hindi,Hindi,comparison control,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Hindi]",
wordlist response,john2008jaunsari,41,41,10,tongue,S,Bangani,Bangani,comparison control,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Bangani]",
wordlist response,john2008jaunsari,41,41,10,tongue,J,Jaunpuri,Jaunpuri,comparison control,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Jaunpuri]",
wordlist response,john2008jaunsari,41,41,10,tongue,N,Nagpuriya,Nagpuriya,comparison control,1,1,dʒib,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Nagpuriya]",
wordlist response,john2008jaunsari,41,41,10,tongue,N,Nagpuriya,Nagpuriya,comparison control,2,1,dzibɽi,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Nagpuriya]",
wordlist response,john2008jaunsari,41,41,10,tongue,G,Sirmauri,Sirmauri,comparison control,1,1,dʒibɦ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 10, Sirmauri]",
wordlist response,john2008jaunsari,41,41,12,belly,K,Korwa,Jaunsari-Korwa,target,1,2,gɦeɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Korwa]",siljaunsari2008:g012:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,41,41,12,belly,D,Khanaad,Jaunsari-Khanaad,target,1,2,gɦeɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Khanaad]",siljaunsari2008:g012:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,41,41,12,belly,C,Chapnu,Jaunsari-Chapnu,target,1,2,gɦeɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Chapnu]",siljaunsari2008:g012:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,41,41,12,belly,B,Bhandroli,Jaunsari-Bhandroli,target,1,1,pend̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Bhandroli]",siljaunsari2008:g012:sil-jaunsari-2008-bhandroli:i1
wordlist response,john2008jaunsari,41,41,12,belly,M,Maindrath,MixedJB-Maindrath,target,1,1,peɳɖ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-maindrath,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Maindrath]",siljaunsari2008:g012:sil-jaunsari-2008-maindrath:i1
wordlist response,john2008jaunsari,41,41,12,belly,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,1,1,peʈ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Lakhamandal]",siljaunsari2008:g012:sil-jaunsari-2008-lakhamandal:i1
wordlist response,john2008jaunsari,41,41,12,belly,L,Lakhamandal,Jr-Glmix-Lakhamandal,target,2,2,gɦeɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-lakhamandal,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Lakhamandal]",siljaunsari2008:g012:sil-jaunsari-2008-lakhamandal:i2
wordlist response,john2008jaunsari,41,41,12,belly,A,Chakrata,Jaunsari-Chakratha,target,1,2,gɛɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chakrata,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Chakrata]",siljaunsari2008:g012:sil-jaunsari-2008-chakrata:i1
wordlist response,john2008jaunsari,41,41,12,belly,h,Hindi,Hindi,comparison control,1,1,peʈ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Hindi]",
wordlist response,john2008jaunsari,41,41,12,belly,S,Bangani,Bangani,comparison control,1,1,peʈ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Bangani]",
wordlist response,john2008jaunsari,41,41,12,belly,J,Jaunpuri,Jaunpuri,comparison control,1,2,gɛɾ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Jaunpuri]",
wordlist response,john2008jaunsari,41,41,12,belly,N,Nagpuriya,Nagpuriya,comparison control,1,1,peʈ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Nagpuriya]",
wordlist response,john2008jaunsari,41,41,12,belly,G,Sirmauri,Sirmauri,comparison control,1,1,peʈ,decoded from the SAG-IPA text layer with SIL's official converter map,,excluded,comparison-language control; not a Jaunsari target list,,,"john2008jaunsari[Appendix A.2, printed p. 41, item 12, Sirmauri]",
wordlist response,john2008jaunsari,41,41,13,arm,K,Korwa,Jaunsari-Korwa,target,1,2,bah,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-korwa,"john2008jaunsari[Appendix A.2, printed p. 41, item 13, Korwa]",siljaunsari2008:g013:sil-jaunsari-2008-korwa:i1
wordlist response,john2008jaunsari,41,41,13,arm,D,Khanaad,Jaunsari-Khanaad,target,1,1,hat̪,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 13, Khanaad]",siljaunsari2008:g013:sil-jaunsari-2008-khanaad:i1
wordlist response,john2008jaunsari,41,41,13,arm,D,Khanaad,Jaunsari-Khanaad,target,2,2,bah,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-khanaad,"john2008jaunsari[Appendix A.2, printed p. 41, item 13, Khanaad]",siljaunsari2008:g013:sil-jaunsari-2008-khanaad:i2
wordlist response,john2008jaunsari,41,41,13,arm,C,Chapnu,Jaunsari-Chapnu,target,1,2,baw,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-chapnu,"john2008jaunsari[Appendix A.2, printed p. 41, item 13, Chapnu]",siljaunsari2008:g013:sil-jaunsari-2008-chapnu:i1
wordlist response,john2008jaunsari,41,41,13,arm,B,Bhandroli,Jaunsari-Bhandroli,target,1,2,bah,decoded from the SAG-IPA text layer with SIL's official converter map,,installed,,jaun,sil-jaunsari-2008-bhandroli,"john2008jaunsari[Appendix A.2, printed p. 41, item 13, Bhandroli]",siljaunsari2008:g013:sil-jaunsari-2008-bhandroli:i1
