Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,Excluded_From_Similarity,Raw_Lect_Code,Lect_Code,Site,District,Reliability,Raw_Form,Form,Review,Source_Scope,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,DUN,DUN,Dunga Gali,Abbottabad District,A,kʌṇ,kʌṇ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, DUN]",silpaharipothwari2010:g006:dun
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,BHA,BHA,Bharakoh,Islamabad District,B,kaṇ,kaṇ,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, BHA]",silpaharipothwari2010:g006:bha
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,ABB,ABB,Abbottabad,Abbottabad District,B,kan,kan,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, ABB]",
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,MAN,MAN,Mansehra,Mansehra District,B,kan,kan,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, MAN]",
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,kʌṇ,kʌṇ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, MIR]",silpaharipothwari2010:g006:mir
wordlist cell,lothers-lothers2010pahari,155,149,6,ear,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,kʌn,kʌn,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 6, GUJ]",silpaharipothwari2010:g006:guj
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,MOS,MOS,Mosyari,Rawalpindi District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, MOS]",silpaharipothwari2010:g007:mos
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, GHO]",silpaharipothwari2010:g007:gho
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,DEW,DEW,Dewal,Rawalpindi District,B,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, DEW]",silpaharipothwari2010:g007:dew
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,AYU,AYU,Ayubia,Abbottabad District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, AYU]",silpaharipothwari2010:g007:ayu
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,KOH,KOH,Kohala,Rawalpindi District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, KOH]",silpaharipothwari2010:g007:koh
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, NIL]",silpaharipothwari2010:g007:nil
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,THA,THA,Thandiani,Abbottabad District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, THA]",silpaharipothwari2010:g007:tha
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,LOR,LOR,Lora,Abbottabad District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, LOR]",silpaharipothwari2010:g007:lor
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,OSI,OSI,Osia,Rawalpindi District,A,nʌk,nʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, OSI]",silpaharipothwari2010:g007:osi
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,nʌk,nʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, MUZ]",silpaharipothwari2010:g007:muz
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,DUN,DUN,Dunga Gali,Abbottabad District,A,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, DUN]",silpaharipothwari2010:g007:dun
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,BHA,BHA,Bharakoh,Islamabad District,B,ṇʌk,ṇʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, BHA]",silpaharipothwari2010:g007:bha
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,ABB,ABB,Abbottabad,Abbottabad District,B,nʌk,nʌk,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, ABB]",
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,MAN,MAN,Mansehra,Mansehra District,B,nʌk,nʌk,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, MAN]",
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,nʌk,nʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, MIR]",silpaharipothwari2010:g007:mir
wordlist cell,lothers-lothers2010pahari,155,149,7,nose,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,nʌk,nʌk,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 7, GUJ]",silpaharipothwari2010:g007:guj
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,MOS,MOS,Mosyari,Rawalpindi District,A,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, MOS]",silpaharipothwari2010:g008:mos
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, GHO]",silpaharipothwari2010:g008:gho
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,DEW,DEW,Dewal,Rawalpindi District,B,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, DEW]",silpaharipothwari2010:g008:dew
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,AYU,AYU,Ayubia,Abbottabad District,A,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, AYU]",silpaharipothwari2010:g008:ayu
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,KOH,KOH,Kohala,Rawalpindi District,A,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, KOH]",silpaharipothwari2010:g008:koh
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, NIL]",silpaharipothwari2010:g008:nil
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,THA,THA,Thandiani,Abbottabad District,A,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, THA]",silpaharipothwari2010:g008:tha
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,LOR,LOR,Lora,Abbottabad District,A,mṳ̃,mṳ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, LOR]",silpaharipothwari2010:g008:lor
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,OSI,OSI,Osia,Rawalpindi District,A,mṳ̃,mṳ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, OSI]",silpaharipothwari2010:g008:osi
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, MUZ]",silpaharipothwari2010:g008:muz
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,DUN,DUN,Dunga Gali,Abbottabad District,A,mṳ̃,mṳ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, DUN]",silpaharipothwari2010:g008:dun
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,BHA,BHA,Bharakoh,Islamabad District,B,mṳ̃,mṳ̃,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, BHA]",silpaharipothwari2010:g008:bha
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,ABB,ABB,Abbottabad,Abbottabad District,B,mũ,mũ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, ABB]",
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,MAN,MAN,Mansehra,Mansehra District,B,mũ,mũ,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, MAN]",
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, MIR]",silpaharipothwari2010:g008:mir
wordlist cell,lothers-lothers2010pahari,155,149,8,mouth,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,mũ,mũ,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 149, item 8, GUJ]",silpaharipothwari2010:g008:guj
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,MOS,MOS,Mosyari,Rawalpindi District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, MOS]",silpaharipothwari2010:g009:mos
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, GHO]",silpaharipothwari2010:g009:gho
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,DEW,DEW,Dewal,Rawalpindi District,B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, DEW]",silpaharipothwari2010:g009:dew
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,AYU,AYU,Ayubia,Abbottabad District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, AYU]",silpaharipothwari2010:g009:ayu
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,KOH,KOH,Kohala,Rawalpindi District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, KOH]",silpaharipothwari2010:g009:koh
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, NIL]",silpaharipothwari2010:g009:nil
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,THA,THA,Thandiani,Abbottabad District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, THA]",silpaharipothwari2010:g009:tha
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,LOR,LOR,Lora,Abbottabad District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, LOR]",silpaharipothwari2010:g009:lor
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,OSI,OSI,Osia,Rawalpindi District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, OSI]",silpaharipothwari2010:g009:osi
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, MUZ]",silpaharipothwari2010:g009:muz
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,DUN,DUN,Dunga Gali,Abbottabad District,A,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, DUN]",silpaharipothwari2010:g009:dun
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,BHA,BHA,Bharakoh,Islamabad District,B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, BHA]",silpaharipothwari2010:g009:bha
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,ABB,ABB,Abbottabad,Abbottabad District,B,dʌnd,dʌnd,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, ABB]",
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,MAN,MAN,Mansehra,Mansehra District,B,dʌnd,dʌnd,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, MAN]",
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, MIR]",silpaharipothwari2010:g009:mir
wordlist cell,lothers-lothers2010pahari,156,150,9,teeth,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,dʌnd,dʌnd,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 9, GUJ]",silpaharipothwari2010:g009:guj
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,MOS,MOS,Mosyari,Rawalpindi District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, MOS]",silpaharipothwari2010:g010:mos
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, GHO]",silpaharipothwari2010:g010:gho
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,DEW,DEW,Dewal,Rawalpindi District,B,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, DEW]",silpaharipothwari2010:g010:dew
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,AYU,AYU,Ayubia,Abbottabad District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-ayu,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, AYU]",silpaharipothwari2010:g010:ayu
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,KOH,KOH,Kohala,Rawalpindi District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-koh,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, KOH]",silpaharipothwari2010:g010:koh
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,NIL,NIL,Nilabutt,"Bagh, Azad Kashmir",B,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-nil,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, NIL]",silpaharipothwari2010:g010:nil
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,THA,THA,Thandiani,Abbottabad District,A,ǰiv,ǰiv,,target,response,installed,,poth,sil-pahari-pothwari-2010-tha,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, THA]",silpaharipothwari2010:g010:tha
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,LOR,LOR,Lora,Abbottabad District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-lor,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, LOR]",silpaharipothwari2010:g010:lor
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,OSI,OSI,Osia,Rawalpindi District,A,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-osi,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, OSI]",silpaharipothwari2010:g010:osi
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,MUZ,MUZ,Muzaffarabad,Muzaffarabad District,B,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-muz,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, MUZ]",silpaharipothwari2010:g010:muz
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,DUN,DUN,Dunga Gali,Abbottabad District,A,ǰiv,ǰiv,,target,response,installed,,poth,sil-pahari-pothwari-2010-dun,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, DUN]",silpaharipothwari2010:g010:dun
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,BHA,BHA,Bharakoh,Islamabad District,B,ǰĩˑv,ǰĩˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-bha,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, BHA]",silpaharipothwari2010:g010:bha
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,ABB,ABB,Abbottabad,Abbottabad District,B,ǰib,ǰib,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, ABB]",
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,MAN,MAN,Mansehra,Mansehra District,B,ǰĩˑb,ǰĩˑb,,hindko_control,response,excluded,Abbottabad/Mansehra Hindko comparison list retained audit-only,,,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, MAN]",
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,MIR,MIR,Mirpur,"Mirpur, Azad Kashmir",B,ǰiˑv,ǰiˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-mir,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, MIR]",silpaharipothwari2010:g010:mir
wordlist cell,lothers-lothers2010pahari,156,150,10,tongue,No,GUJ,GUJ,Gujarkhan,Rawalpindi District,B,ǰiˑv,ǰiˑv,,target,response,installed,,poth,sil-pahari-pothwari-2010-guj,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 10, GUJ]",silpaharipothwari2010:g010:guj
wordlist cell,lothers-lothers2010pahari,156,150,11,breast,No,MOS,MOS,Mosyari,Rawalpindi District,A,čʰati,čʰati,,target,response,installed,,poth,sil-pahari-pothwari-2010-mos,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 11, MOS]",silpaharipothwari2010:g011:mos
wordlist cell,lothers-lothers2010pahari,156,150,11,breast,No,GHO,GHO,Ghora Gali,Rawalpindi District,A,čʰati,čʰati,,target,response,installed,,poth,sil-pahari-pothwari-2010-gho,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 11, GHO]",silpaharipothwari2010:g011:gho
wordlist cell,lothers-lothers2010pahari,156,150,11,breast,No,DEW,DEW,Dewal,Rawalpindi District,B,čʰati,čʰati,,target,response,installed,,poth,sil-pahari-pothwari-2010-dew,"lothers-lothers2010pahari[Appendix B.1, printed p. 150, item 11, DEW]",silpaharipothwari2010:g011:dew
