Entry_Key,Form,Raw_Gloss_German,English_Gloss,Review,Translator,Model,Source_SHA256
berger-entry-84,ajóo,s. ajőono,see ajőono,machine-translated-unreviewed,Argos Translate,de_en 1.3,d1829388799399babd05f112714bf420e6fed206691da859bd4a6099d1e70436
berger-entry-85,ajőóo-kalóonta,ein best. Hochzeitslied (zu ajoól?),a best. wedding song (to ajoól?),machine-translated-unreviewed,Argos Translate,de_en 1.3,8c68206ec9de1030df4fad1fe7d0ea742fc1ee7005cdd0703cd499eec50174b7
berger-entry-86,ajoóli,hajoóli -miṅ Hochzeitslied ; 190,hajoóli -miṅ Wedding Song ; 190,machine-translated-unreviewed,Argos Translate,de_en 1.3,3f9a6a0ffb3709072fdbb7e507ea80618674a0ea2ebce26ac35070ad8087546d
berger-entry-87,(a)jóono,"stranger, stranger","stranger, stranger",machine-translated-unreviewed,Argos Translate,de_en 1.3,3d4907a8a07c7fa13739da9c930234d53dcd33002e8e42b214cc6043fb9bc36d
berger-entry-88,ajáalo,"sehr großer Mensch (abwertend), ng. groß und faul","very large man (deprecating), ng. large and lazy",machine-translated-unreviewed,Argos Translate,de_en 1.3,731f6ff179e617bf0cacb87eefdbe3bb9588de93f4a4faaccfa8a2dcb3f2fad6
berger:p013:c2:e010,ak,uċ¢ runde harte Klümpchen im Fleisch von schwachen Tieren; ng. harte Stelle in einer Wunde,uċ¢ round hard lumps in the flesh of weak animals; ng. hard spot in a wound,machine-translated-unreviewed,Argos Translate,de_en 1.3,0ce79d03a778fa506eb408f8e63e3c7377599989856464d82cee34b7eed67165
berger-entry-89,ak,s. -k,see -k,machine-translated-unreviewed,Argos Translate,de_en 1.3,ae7b0f170b557dbd0523f9cb52b0dabe9caa929985bfbbec7a6f8e5bba049342
berger-entry-91,akaabír,"L auch -taro -daro Angehöriger der obersten Schicht der traditionellen Hz.-Gesellschaft, Adeliger","l also -taro -daro member of the uppermost layer of the traditional Hz. society, nobleman",machine-translated-unreviewed,Argos Translate,de_en 1.3,0c7ee5d7bca0fea0573a254729c1f16a8680803d7a9cf9563c0ce501cd35e2c6
berger-entry-92,akaabíriski,"nach Art des Adels, wie ein Adeliger (sich gebärden usw.)","according to the type of nobility, like a nobleman (behaving, etc.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,b9294e2a0a292fb27bfa0ed3c3a6dd106a8b805256ae55e2b71a4849e3c61e4b
berger-entry-93,ákar,in,in,machine-translated-unreviewed,Argos Translate,de_en 1.3,582967534d0f909d196b97f9e6921342777aea87b46fa52df165389db1fb8ccf
berger-entry-94,akára,"ohne es zu wissen, ohne Grund, ohne Berechtigung","without knowing it, without reason, without justification",machine-translated-unreviewed,Argos Translate,de_en 1.3,85b17f52b4e7a23d01a3b0610132ffc436f43b4387f5bdaf5ab5b018a4e6ae5c
berger-entry-95,akáś,"Unglück, Pech, was man notgedrungen, wohl oder übel, machen muß (Opp. sukáś)","misfortune, bad luck, what one must do forcibly, good or bad (Opp. sukáś)",machine-translated-unreviewed,Argos Translate,de_en 1.3,1eb8ebdb60fe8cee7357b1c19f9013cd0197cb038b882e786852140222f4dadb
berger-entry-96,áki,Exkremente (Kindersprache),excrement (children's language),machine-translated-unreviewed,Argos Translate,de_en 1.3,ddb63821330bd7b280df07b12a7043e3cad6ff18920c193fee723c466da7daab
berger-entry-97,akírċum,"furchtbar, schrecklich aussehend, ng. häßlich (auch moralisch)","terrible, terrible-looking, ng. ugly (also moral)",machine-translated-unreviewed,Argos Translate,de_en 1.3,704fbdbc781bdc89c2ae0131bbd91efc39168d9e7910b8b61f9c75b6dcd1839a
berger-entry-97:dialect:1,häßlich,"furchtbar, schrecklich aussehend, ng. häßlich (auch moralisch)","terrible, terrible-looking, ng. ugly (also moral)",machine-translated-unreviewed,Argos Translate,de_en 1.3,704fbdbc781bdc89c2ae0131bbd91efc39168d9e7910b8b61f9c75b6dcd1839a
berger-entry-98,śaośáo-akírċum,ganz furchtbar usw,"quite terrible, etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,f2dad6ab76cd0661222cff459c8e44a32007fb98d0cbf2b47a7c591de8ae0dbb
berger-entry-100,akíyum,"häßlich, abstoßend, trübe, trostlos; unrecht, unpassend (Neg. von giyúmo)","ugly, repugnant, dim, desolate; wrong, inappropriate (Neg. of giyúmo)",machine-translated-unreviewed,Argos Translate,de_en 1.3,1189912c4ab9ba5cc9a9b32ef78a09f5b41d3c09b9bc7605ff84b4728eb6df01
berger-entry-101,akíiyumkuśs,Häßlichkeit usw,"ugliness, etc",machine-translated-unreviewed,Argos Translate,de_en 1.3,a514fb6ccd39657417c28b6d94f0494df6b5f55ab7d999c06e48325a461972e9
berger-entry-102,akóći,s. kóći,see also kóći,machine-translated-unreviewed,Argos Translate,de_en 1.3,85888dcf887692cedf41feb24f72f0ab80cfb76edb0b2d9485497aa1fc4bb6f9
berger-entry-103,aksár,"viel, häufig, oft ; ; adv. ; (bloßBes Füllsel)","much, often, often ; ; adv. ; (merely filling)",machine-translated-unreviewed,Argos Translate,de_en 1.3,8c28b935c943341d578f216255ecdbc43a629d1a542fd165ad520b9047da46f4
berger-entry-104,akhén-,s. hén,see Hén,machine-translated-unreviewed,Argos Translate,de_en 1.3,e5a2f565a040d43b78d3f4cb35b164a1ae3e9d37d07d03f92b0d2955c21a39e8
berger-entry-104:dialect:1,akhéś,s. hén,see Hén,machine-translated-unreviewed,Argos Translate,de_en 1.3,e5a2f565a040d43b78d3f4cb35b164a1ae3e9d37d07d03f92b0d2955c21a39e8
berger-entry-106,akhí,s. akhíl,see akhíl,machine-translated-unreviewed,Argos Translate,de_en 1.3,f7ddcb73735222b647cccac0da12e3491877c35d462b966b177df5b561b9b107
berger-entry-107,akhíile,"hier, an dieser Stelle (z.B. auf einen Körperteil zeigend)","here, at this point (pointing at a body part, for example)",machine-translated-unreviewed,Argos Translate,de_en 1.3,2f727a3e01003f54a971113ac7ec1b886e5496dacbb2902b91c985004760b736
berger-entry-108,akhil,"(-īī-); ; , pl. -juko h ; ; y ; ; und akhi ; ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 solch, derartig; adv. so, auf diese Art","(-īī-); ; , pl. -juko h; ; y; ; and akhi ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 such; adv. so, in this way",machine-translated-unreviewed,Argos Translate,de_en 1.3,433f612f75dc1edcd596c1eacfe6bc971b771fc5fde8cdf4f9a04a0e5b30a4ec
berger-entry-108-dialect-1,akhi,"(-īī-); ; , pl. -juko h ; ; y ; ; und akhi ; ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 solch, derartig; adv. so, auf diese Art","(-īī-); ; , pl. -juko h; ; y; ; and akhi ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 such; adv. so, in this way",machine-translated-unreviewed,Argos Translate,de_en 1.3,433f612f75dc1edcd596c1eacfe6bc971b771fc5fde8cdf4f9a04a0e5b30a4ec
berger-entry-109,akhílpa,"dakhíilpa NH an, von dieser Seite (kommen u. dgl.) (akhil, dakhíl + £pa; vgl. taílpa)","dakhíilpa NH an, from this side (come and the like) (akhil, dakhíl + £pa; cf. taílpa)",machine-translated-unreviewed,Argos Translate,de_en 1.3,80fa1c47cefc5987e6599ab41dab71234b3dc0ba0c277ed021a7575f02911867
berger-entry-110,akhóle,"akhólar, akhólum s. khóle Burushaski - Deutsch - 15","akhólar, akhólum s. khóle Burushaski - German - 15",machine-translated-unreviewed,Argos Translate,de_en 1.3,90819bec8a382157db3ada40edcf59f2fb4640f04a12ed2ee82282b6a2c39223
berger-entry-111,akhúrum,"an 8. 23; , akhūūruman ; ; ng. akhkúrumaan ; ; ; und dakhúrum(aan)","at 8.23; , akhūūruman; ; ng. akhkúrumaan; ; ; and dakhúrum(aan)",machine-translated-unreviewed,Argos Translate,de_en 1.3,58ebf2b2bf394743a0aad48ecfdea3bcca4bddfae2c39c6d90282ee7585649cb
berger-entry-111-dialect-2,akhkúrumaan,"an 8. 23; , akhūūruman ; ; ng. akhkúrumaan ; ; ; und dakhúrum(aan)","at 8.23; , akhūūruman; ; ng. akhkúrumaan; ; ; and dakhúrum(aan)",machine-translated-unreviewed,Argos Translate,de_en 1.3,58ebf2b2bf394743a0aad48ecfdea3bcca4bddfae2c39c6d90282ee7585649cb
berger-entry-113,akhúrus,"und dakhúrus hx, a","and dakhúrus hx, a",machine-translated-unreviewed,Argos Translate,de_en 1.3,e8c033338824acdfc27ccb9f8c3beeb4411d14fb7b6aaa87ec7bc7062e4f7f92
berger-entry-114,akhúriki,"und dakhúriki (jedem) soviel, jeweils soviel","and dakhúriki (every one) so much, so much each",machine-translated-unreviewed,Argos Translate,de_en 1.3,596d8bc4f18c8a8fce78e51fd9404a47cb5d10e0e2291284102e0709513ccdda
berger-entry-115,akhuúlo,s. khuúlo,see also Khuúlo,machine-translated-unreviewed,Argos Translate,de_en 1.3,006658ec170428e4ca2b649da14171ea9773b097ad01882ba90ae03314cff6d7
berger-entry-116,ála,"Verbot, Einwand, Hindernis, Tabu","prohibition, objection, obstacle, taboo",machine-translated-unreviewed,Argos Translate,de_en 1.3,cc1f5d9f75a7b1d690b546630de744527ac5309c615668c81a908f326221eb1a
berger:p015:c1:e006,alaaqá,"und alaqá Gegend, Region ; ; ; 17","and alaqá area, region ; ; ; 17",machine-translated-unreviewed,Argos Translate,de_en 1.3,fe55a2bfda07ee62b00fec4a9a0487d401641440337f2448562e8123d3a0b536
berger:p015:c1:e007,aláća,Art Tuch,art cloth,machine-translated-unreviewed,Argos Translate,de_en 1.3,f1235a923ef4f7becb4267c16c18f41c9f0e2832c6ef7a21aef587534480a2ab
berger-entry-117,alaláso,"weak, weak (people, plants)","weak, weak (people, plants)",machine-translated-unreviewed,Argos Translate,de_en 1.3,9a0d29a71f72cc43155aad5377d35dc189b545d86cd87be861908242d7a3f3ef
berger-entry-118,alaleéś ét-,zusammenmischen,mix together,machine-translated-unreviewed,Argos Translate,de_en 1.3,d0e8b519b3d0d8ac8494d338b305b4d1521627de44be6916f16f779467157ed8
berger:p015:c1:e010,alaqá,s. alaaqá,see alaaqá,machine-translated-unreviewed,Argos Translate,de_en 1.3,87a29be44a1885db74b21e63f7f9c73642733ce41a530e5a9d429dce13b79e3f
berger:p015:c1:e011,alar,s. -ale,see -ale,machine-translated-unreviewed,Argos Translate,de_en 1.3,b755d49263022bd5e8853fe8f727169edd000b6af02a5de6adb71cd8f81c0b6a
berger-entry-119,alawá,"elawå außerdem, ferner","elawå besides, further",machine-translated-unreviewed,Argos Translate,de_en 1.3,4c8fe0ead3af7268f322b3a23aba2408c3e3ae70762471a504aa5c8a3742e31e
berger-entry-121,albatá,"sicherlich, natürlich","certainly, of course",machine-translated-unreviewed,Argos Translate,de_en 1.3,ff48ea54f27aaeaaee1ed4622cad75d921c990745ac217fe6389eb0914327f1c
berger-entry-122,aldá-aldá,"mein Gott!, o Gott!","my God!, O God!",machine-translated-unreviewed,Argos Translate,de_en 1.3,e0a37b73f426ba3c687a0c3473acbffec168616cca737ba4d8dc6fb46fc0e772
berger-entry-123,ale,"nur hz. bei (nur mit hx-Nomina), vgl. Gr. .; zur Umschreibung von ""haben"", vgl. Gr. . (< háale, vgl. ha)","only hz. at (only with hx-nomina), cf. Gr.; for the circumscription of ""have"", cf. Gr. (< háale, cf. ha)",machine-translated-unreviewed,Argos Translate,de_en 1.3,0dd728593d501d54b06e4d2a5ef38373833e92291d535e18cc84a755a08ab2c3
berger-entry-124,alar,zu ... hin,to ..,machine-translated-unreviewed,Argos Translate,de_en 1.3,60e29f9dee682fe5c6b56a807863d95a4e8d942ad4222a1432c6881666c86daf
berger-entry-125,alum,von ... her,from ..,machine-translated-unreviewed,Argos Translate,de_en 1.3,3eca50cf05c5e480dd43a0e94de30b047186452ba5961af184d765c6b53ef8b6
berger:p015:c2:e006,aléċ¢,s. alés,see also Ales,machine-translated-unreviewed,Argos Translate,de_en 1.3,78716651221694cae843456bd23ac749fa47b52845c799a4b13851ba40e2f387
berger-entry-127,alégan,"die drūübere Seite, d.h. in Hunza Nager, in Nager Hunza","the overhead side, i.e. in Hunza Nager, in Nager Hunza",machine-translated-unreviewed,Argos Translate,de_en 1.3,3d4140d57332d8d07783735633a160750d64d19c61630b01cab4234501598810
berger-entry-128-dialect-1,alégane,"die drūübere Seite, d.h. in Hunza Nager, in Nager Hunza","the overhead side, i.e. in Hunza Nager, in Nager Hunza",machine-translated-unreviewed,Argos Translate,de_en 1.3,3d4140d57332d8d07783735633a160750d64d19c61630b01cab4234501598810
berger:p015:c2:e008,aléi,s. éle,see éle,machine-translated-unreviewed,Argos Translate,de_en 1.3,64db9a36c4b629559fe77cd40d531d5d04c8f911646e4626eb34a1a7edb22cc4
berger:p015:c2:e009,?aléi,in aléi saláam der Friede sei mit ihm,in aléi saláam peace be with him,machine-translated-unreviewed,Argos Translate,de_en 1.3,9092341771ce75d3722141a9fd10980d19f8e9a542f9e038a5cf76592dbe2ff6
berger-entry-131,aléikum,s. saláam,see saláam,machine-translated-unreviewed,Argos Translate,de_en 1.3,edfdd5a4e75e18f2d2cd6178f12f7102aecd280b49d6cf9f63ecce0d35aefe0f
berger-entry-132,alék,s. das Fg,see the following entry,machine-translated-unreviewed,Argos Translate,de_en 1.3,61dbdc58a24dd8de76a6987c796fd2730b8f76898a55eb0948e60abbd67eb0a0
berger-entry-133,alés,"hx ; , pl. alés oder alé","hx ; , pl. alés or alé",machine-translated-unreviewed,Argos Translate,de_en 1.3,26b0b421fc5cf97f1d8db83ec08a65a0990a3096e55934591e0daef66c1a82fd
berger:p016:c1:e001,inaalín,"uaalú h pl., isa","uaalú h pl., isa",machine-translated-unreviewed,Argos Translate,de_en 1.3,6fe5a00f71be358f701483174325a1b081fe2f2aa416b496c008c340a1743acf
berger-entry-135,algám,"alán saure Milch, Dickmilch (nach LN Sarikoli-Bur.)","alán acidic milk, thick milk (according to LN Sarikoli-Bur.)",machine-translated-unreviewed,Argos Translate,de_en 1.3,f798379f92d204e2f899db7ff0d4c140594910a40122294eb25cb59febc84748
berger:p016:c1:e003,Alí,"der Erhabene, d.i. Gott, in dem Ausruf yáa Alí madát o Gott!, (zu) Hilfe! ; 8","the Exalted, i.e. God, in the exclamation yáa Alí madát o God!, (to) help! ; 8",machine-translated-unreviewed,Argos Translate,de_en 1.3,b35fb136cc7ba84619a5960ce190d09a4a06f9c6a5a9c7a75d4e095447c3bec4
berger-entry-140,Aliáar,s. śikandá,see śikandá,machine-translated-unreviewed,Argos Translate,de_en 1.3,0ca3e14fedea2a477d4d8b239eebee4118c485e36a00cf3c9c156589fd6badf5
berger-entry-138,aliboói,"alí bőoyo -mut Art schwarzer Vogel, frißt in Scharen die Sanddornbeeren","alí bőoyo -mut kind black bird, eats in droves the sand thornberries",machine-translated-unreviewed,Argos Translate,de_en 1.3,81e8151abc4519ab9a6dec2ab160973ccbb1842448a83ddbf5d167bad1141e9d
berger-entry-139,alin,s.alés,s.alés,machine-translated-unreviewed,Argos Translate,de_en 1.3,d4d15bba7cce16126a47dce5d2c54bdffba16b844d5411fcf442a4b7f8b59d1d
berger-entry-142,almáåas,Diamant,diamond,machine-translated-unreviewed,Argos Translate,de_en 1.3,a5181bf31d0aebba541e40d4a205643bdbab43e68afed8152fb7df8f97afaf63
berger-entry-143,álo,"schmutzig, dreckig (Ķindersprache)","dirty, dirty (Ķindersprache)",machine-translated-unreviewed,Argos Translate,de_en 1.3,9a0fc46a4eb89c254a82e0e92de649add60e0cb0ddc456f6ec8fe8de25357a96
berger-entry-144,altáaṅuċ,acht Tage,eight days,machine-translated-unreviewed,Argos Translate,de_en 1.3,ff9f3cd37b2129cda0eb0768f4ac40779141ece1c53694ff93dfeaed4cc28d8c
berger-entry-145,altá,s. altó,see altó,machine-translated-unreviewed,Argos Translate,de_en 1.3,843cd8ed25ea9a845f871e9f437e957dd304c0f4b4246ce489e638a9ea9ad876
berger-entry-146,altám,"bi, altámbilum s. das Fg","bi, altámbilum s. the Fg",machine-translated-unreviewed,Argos Translate,de_en 1.3,03f7213a30260b7c9d29479766b6376f002693ee62d9bd7936308f97616fe51d
berger-entry-147,altámbo,"hxy ; , altámbi und","hxy ; , altámbi and",machine-translated-unreviewed,Argos Translate,de_en 1.3,c378f616e375518cfa16b52507d0d7e100e2999d63b8e7b1e7a3f77be510f29a
berger-entry-147-dialect-1,altámbu,"hxy ; , altámbi und","hxy ; , altámbi and",machine-translated-unreviewed,Argos Translate,de_en 1.3,c378f616e375518cfa16b52507d0d7e100e2999d63b8e7b1e7a3f77be510f29a
berger-entry-147-dialect-3,althámbo,"hxy ; , altámbi und","hxy ; , altámbi and",machine-translated-unreviewed,Argos Translate,de_en 1.3,c378f616e375518cfa16b52507d0d7e100e2999d63b8e7b1e7a3f77be510f29a
berger-entry-148,altámbilum,"der (die, das) achte","the (the, that) eighth",machine-translated-unreviewed,Argos Translate,de_en 1.3,9203563efdf8e1661aa135eab97f6ebbccaced4fd294cdd191b3987cdd36c5a7
berger-entry-149,áltar,álthar zwanzig,álthar twenty,machine-translated-unreviewed,Argos Translate,de_en 1.3,b968f718b12152b402403ce9b074608c881d218ce80f4437ead89094f3501bb4
berger-entry-149:dialect:1,álthar,álthar zwanzig,álthar twenty,machine-translated-unreviewed,Argos Translate,de_en 1.3,b968f718b12152b402403ce9b074608c881d218ce80f4437ead89094f3501bb4
berger-entry-151,althámbi,althámbo ng. s. altámbo,althámbo ng. s. altámbo,machine-translated-unreviewed,Argos Translate,de_en 1.3,d834aeb7c7e873201fc8f48a86d4da208ef6ffeb40cc6dc3c0a7aeabb1913b19
berger-entry-152,altó,"yz ; ; ; altá x ; ; - ; , altá x ; , altán h ; ; ; zwei; ein paar, einige ; 300; ; 3 (z auch äiti) (s. altó, -á, -áċ, -án)","yz; ; ; altá x; ; - ;, altá x; , altán h; ; ; two; a few, some; 300; ; 3 (z also äiti) (s. altó, -á, -áċ, -án)",machine-translated-unreviewed,Argos Translate,de_en 1.3,a241770646879cf459a461842262b15677aa9ff1eaed059c4782906d19bf4113
berger-entry-153,altőulum,"der (die, das) zweite, weitere ; ; ; adv. zweitens, ferner","the (the, the) second, further ; ; ; adv. second, further",machine-translated-unreviewed,Argos Translate,de_en 1.3,47d30655e6b520a883acf2462c813f761767c1e3d1df0dce88f2e05f0f160823
berger-entry-154,altő-áltar,"vierzig , ng. altó-álthar","forty, ng. altó-álthar",machine-translated-unreviewed,Argos Translate,de_en 1.3,8811a3a5e5f87efcf425cace9b9e7b372c04351dcb0057f70a4ebe162b1095b5
berger-entry-154-dialect-1,altó-ál-,"vierzig , ng. altó-álthar","forty, ng. altó-álthar",machine-translated-unreviewed,Argos Translate,de_en 1.3,8811a3a5e5f87efcf425cace9b9e7b372c04351dcb0057f70a4ebe162b1095b5
berger-entry-155,altőman,zwei Zentner (altő + man),two centners (altő + man),machine-translated-unreviewed,Argos Translate,de_en 1.3,3e3c4c157e0851f0d3a6e199f63208ebb6af903e9289e444e7f681e695f2a4dd
berger-entry-156,altósa,zwei Monate ; ; ; Qs. altő-sa; altó + ?sa),two months ; ; ; Qs. altő-sa; altó + ?sa,machine-translated-unreviewed,Argos Translate,de_en 1.3,2275e13449cdb184681f0afd981f20d16138b9760528c048a32c987833879e09
berger:p017:c1:e001,altóulum,s. altó,see altó,machine-translated-unreviewed,Argos Translate,de_en 1.3,843cd8ed25ea9a845f871e9f437e957dd304c0f4b4246ce489e638a9ea9ad876
berger-entry-158,altúl,"zwei Tage, für zwei Tage","two days, for two days",machine-translated-unreviewed,Argos Translate,de_en 1.3,feb800a9f336f02a19c34d036ade08cd5820f3d1266c7dd31d7e255662aaa492
berger-entry-159,altúliki,nur zwei Tage während (von der Kürze des menschlichen Lebens),only two days during (from the shortness of human life),machine-translated-unreviewed,Argos Translate,de_en 1.3,8bf5e2ce479563fd41a2f27496b75524c8ca5125ae4d8aca72aed5f4643972e0
berger-entry-160,altún-,Gold (selten für géniś),gold (rarely for géniś),machine-translated-unreviewed,Argos Translate,de_en 1.3,bbd0546e48e8f26dfbb7c1e254753ee83fd2ee77f9df34499a5b1277eff68435
berger-entry-161,altúu,"hx, ng. auch altúukiś Zwillinge, Zwillings- (Menschen und Tiere)","hx, ng. also altúukiś twins, twins (humans and animals)",machine-translated-unreviewed,Argos Translate,de_en 1.3,834afa15bd07e9cde885714670355f478b77e172e0df2f5d99dd87048298718f
berger-entry-162,altúukiś,Zwilling,twin,machine-translated-unreviewed,Argos Translate,de_en 1.3,b0a8eded8df3a984b36adf21cb290bf642c512897c15ff01babf31eba223fa43
berger-entry-164,alú,e s. alés,e s. alés,machine-translated-unreviewed,Argos Translate,de_en 1.3,0c42cac32afdf02c4670f47ffa59fa686440b4dc1ee75dd37a9fcfe66d52e066
berger:p017:c1:e008,alum,s. -ale,see -ale,machine-translated-unreviewed,Argos Translate,de_en 1.3,b755d49263022bd5e8853fe8f727169edd000b6af02a5de6adb71cd8f81c0b6a
berger-entry-166,alúuśo,see alaláso,see alaláso,machine-translated-unreviewed,Argos Translate,de_en 1.3,b82375bd8e6ef5b70db79d3788f2a2dc9ade36360a5616661345f8ed23d11b74
