Snapshot_Date,Entry_Key,GUID,Letter,Page,Entry_Kind,Headword,Homograph,IPA,Part_Of_Speech,Sense_Count,Sense_Number,Gloss_English,Gloss_Hindi,Definition_Kind,Usage_Note,Semantic_Domains,Example,Example_Translation,Complex_Form_Type,Complex_Form_Parts,Variant_Of_Type,Variant_Of_Target,Variant_Of_Key,Variant_Backref_Type,Variant_Backref_Target,Cross_Reference_Type,Cross_Reference_Target,Status,Reason,Record_SHA256
2026-08-26,woods2019halbi:g0217d30f-fd5d-4107-944c-8e2f09719efb,g0217d30f-fd5d-4107-944c-8e2f09719efb,फ,2,entry,फापड़ूक,,pʰapɽuk,v,2,2,to remove by shaking,,definition,,,,,,,,,,,,,,installed,,3b7df23ae2982c9d15606f338dda50f6455c33e2e881642b159c904516da7894
2026-08-26,woods2019halbi:g021bf2a5-852c-4d15-bb98-33048ad27b2e,g021bf2a5-852c-4d15-bb98-33048ad27b2e,झ,1,minorentrycomplex,झगड़ा गारी,,dʒʰəɡɽa ɡari,cn,1,,fight,,definition,,4.8.2 Fight; 4.8.3 War,,,comp. of,झगड़ा,,,,,,,,installed,,eed21f72256960f7e09b5195d28a4d1c2b11a10f38e5e4fa06cd690e79e1c7cd
2026-08-26,woods2019halbi:g021d69be-6ce6-4524-9893-a569174d5067,g021d69be-6ce6-4524-9893-a569174d5067,छ,3,entry,छापा,,tʃʰapa,n,1,,picture,चित्र,definition,,"6.6.5 Art; 6.6.5.2 Photography; 6.6.5.1 Draw, paint",,,,,,,,,,,,installed,,6f9cae6887a3b6d03954b0f316b5ebb9a3ce698e9da8f1749f10136cbf6eaa99
2026-08-26,woods2019halbi:g02248523-2532-4b38-9dc9-c9176f52f01b,g02248523-2532-4b38-9dc9-c9176f52f01b,प,21,entry,पोराऊक,,porauk,v,2,1,to run,दौड़ना,definition,,1.1.1.1 Moon; 1.1.1 Sun,पोराते रूआस गूने हून बेका चो आएआ मन गेला गूनके।,You were running (after the car) because Becca's people had thus left.,,,,,,,,,,installed,,b9f1e588a738a57db6cc84701e1e5368e24a44bf4544a2a2f3ffe70f53a1fe9e
2026-08-26,woods2019halbi:g02248523-2532-4b38-9dc9-c9176f52f01b,g02248523-2532-4b38-9dc9-c9176f52f01b,प,21,entry,पोराऊक,,porauk,v,2,2,moon to set,चाँद डूबना,definition,,,,,,,,,,,,,,installed,,818bfe24c0d80f366096a36fa395c81422d2ff1f195a5691d49e822b507ab5f1
2026-08-26,woods2019halbi:g023be7ab-621a-4380-ba03-219b53418fe5,g023be7ab-621a-4380-ba03-219b53418fe5,म,7,minorentrycomplex,लगीन मारूक,,ləɡin maruk,comVb,1,,to make bride and groom walk around worship centre at wedding,,definition,"done separately, behind blankets, opposite each other",7.2.1.1 Walk; 8.5.1.2.1 Around; 2.6.1 Marriage,लगीन मारून भाती पासे हात के धराऊआत।,"After having sat on opposite sides, afterwards, they will make them join hands.",ph. v. of,लगीन + मारूक,,,,,,,,installed,,16660ae99f03eb75973025954dc0f4948054d6791001ca59acc671df423a7edd
2026-08-26,woods2019halbi:g023f806e-5615-4b37-b6c6-e50e77d57058,g023f806e-5615-4b37-b6c6-e50e77d57058,स,3,entry,सजारूक,,sədʒaruk,v,1,,to get ready; to beautify; to make beautiful; to repair items needed for a ceremony,तैयारी होना,definition,"such as preparing hurricane lamp, wash glass, trim wick, fix",6.1.2.6 Prepare,,,,,,,,,,,,installed,,15d57b472bb3a75f86e29feee8d4f6a7d025c6c550c2bd503dbfaf9194cbc9a6
2026-08-26,woods2019halbi:g02498366-adc5-4163-8754-2a21b1f155bf,g02498366-adc5-4163-8754-2a21b1f155bf,प,18,minorentrycomplex,लीखा पोड़ा करूक,,likʰa poɽa kəruk,comVb,1,,to write official record,कार्यालयिक रिकॉर्ड लिखना,definition,,,तो अरजीनामीस लीखा पोड़ा करेदे।,Then the Revenue Officer will write (the record).,ph. v. of,लीखा पोड़ा + करूक,,,,,,,,installed,,a3224b2e4c7fa644b279fca4fa09755be2b9654f0f49bf913e7245b80323e72b
2026-08-26,woods2019halbi:g0252c64d-b7ea-446e-82df-acbd5d5f865a,g0252c64d-b7ea-446e-82df-acbd5d5f865a,क,22,entry,कोचेआ,,kotʃea,n,1,,owl,उल्‍लू,definition,,,"आऊर हून थाने कोचेआ, हूता कचीम, हूता नाँगर बोएला, हूता मचरी, हून थाने जीतलो जात जान्तर चड़े चूड़ूम जमा बोनान दीला मने।","And at that place, owls turtles, oxen, fish, however many species, he made them all.",,,,,,,,,,installed,,17ff5305cfb716d8209e43ef461ff2ae5eb711382599524871c5f1d6fd01f317
2026-08-26,woods2019halbi:g0263f162-8c47-4df4-a58e-1e090796bd0f,g0263f162-8c47-4df4-a58e-1e090796bd0f,क,11,minorentrycomplex,काँडा कूटा,,kãɖa kuʈa,cn,1,,husking,,definition,,6.2.6 Process harvest; 6.2.5 Harvest,काँडा कूटा करतोर आए।,Husking is to be done.,comp. of,काँडूक + कूटूक + आ,,,,fr. var.,कूटा काँडा,,,installed,,d5766df8c03fca1fbc666c6263ae0e76a531983cac5a1994db850f22e316fc30
2026-08-26,woods2019halbi:g02749dee-68a8-4587-a980-3d6b125a0703,g02749dee-68a8-4587-a980-3d6b125a0703,म,16,entry,मोंजा,1,mõdʒa,n,1,,central part of fruit or vegetable; inside part,अंदर का हिस्सा; गिरी,definition,"where seeds are in fruits and vegetables such as like watermelon, cucumber, pumpkin, etc",,,,,,,,,,,cf,नरमोंजा,installed,,78c2747b543ebcaff157c2459187fd8e9bca7017b374f3fd6088fb040ab94d52
2026-08-26,woods2019halbi:g028d20a1-bcd1-435e-9b88-9e0bc82a73e2,g028d20a1-bcd1-435e-9b88-9e0bc82a73e2,ज,1,minorentrycomplex,जड़ी बूटी,,dʒəɽi buʈi,cn,2,1,bush type; shrub,,definition,,"1.5.2 Bush, shrub; 1.5.3 Grass, herb, vine",हून लसून तेल आऊर गुर के फेर हून जड़ी बूटी पानी ने भोगारूआए।,She will put in that garlic and raw canesugar with the water of the ' bush.,comp. of,बूटी + जड़ + ई,,,,,,,,installed,,eae1abf317488405024499e040f905490f2fc35d4552d4b594df24bf77121502
2026-08-26,woods2019halbi:g028d20a1-bcd1-435e-9b88-9e0bc82a73e2,g028d20a1-bcd1-435e-9b88-9e0bc82a73e2,ज,1,minorentrycomplex,जड़ी बूटी,,dʒəɽi buʈi,cn,2,2,medicine from priest,,definition,,2.5.7.5 Traditional medicine; 2.5.7.2 Medicine,,,comp. of,बूटी + जड़ + ई,,,,,,,,installed,,c27636c9b574f4b9413914fc01cb465ceb8deec0cd9447d18353a298593fd2c2
2026-08-26,woods2019halbi:g0291105e-d898-4b24-a7ee-8acefb59e54c,g0291105e-d898-4b24-a7ee-8acefb59e54c,ध,4,entry,धोऊक,,dʰouk,v,1,,to wash,धोना,definition,,5.6.3 Wash dishes; 5.6 Cleaning; 5.6.4 Wash clothes; 5.6.2 Bathe,छाड़ा देऊन भाती हात पाएँ धोऊआऊँ।,Having plastered (the courtyard) we will wash our hands and feet.,,,,,,,,cf; cf,धोआऊक; धोआ पोछा करूक,installed,,f18e73bdf15069081d7f48fd4e5dcdde87f01842825bf5656970b5e114c404c9
2026-08-26,woods2019halbi:g02a9a22c-6a19-4741-95e3-eeefc0489624,g02a9a22c-6a19-4741-95e3-eeefc0489624,क,19,entry,कूसटो,,kusʈo,pn,1,,Kusto,,definition,name of a god,,,,,,,,,,,,,installed,,e1acb868f90dec7511d53c6190608314876b8673e1de387ffcd4ba1e7b6c275b
2026-08-26,woods2019halbi:g02aa3946-3530-40a4-8286-5b6123e71fe6,g02aa3946-3530-40a4-8286-5b6123e71fe6,ख,7,entry,खूबड़ी,,kʰubɽi,adj,1,,female hunchback,कुब्जा,definition,,2.6.5.2 Woman; 2.5.4 Disabled,,,,,,,,,,cf,खूबड़ा,installed,,8f3cd43bd6da7e8be21ee6165b9c863cf985ddf0b5a5cdbf843321d516fe9f58
2026-08-26,woods2019halbi:g02ad5eed-b61b-4fe7-9a6a-4481d2c589fe,g02ad5eed-b61b-4fe7-9a6a-4481d2c589fe,ज,11,minorentrycomplex,जोड़ दार,,dʒoɽ dar,comAdv,1,,forcefully,जोर जबरदसती,definition,,4.7.9.5 Act harshly,,,comp. of,जोड़ + दार,,,,,,,,installed,,762c1c1987fce956f6939d8177741708af2fac658dbbc72d828481ef126c8486
2026-08-26,woods2019halbi:g02aeec02-645a-45c8-aa6e-0b9fa280607b,g02aeec02-645a-45c8-aa6e-0b9fa280607b,प,2,minorentrycomplex,पाहाड़ परभत,,pahaɽ pərbʰət,cn,1,,mountain,,definition,,1.2.1.1 Mountain,,,comp. of,पाहाड़ + परभत,,,,,,,,installed,,2dd867aa11869dae6bcee0cac7e29493227ea34d2761c7aacd7405b228350a40
2026-08-26,woods2019halbi:g02c0d5e2-65a5-4c41-89e9-cbd2cf583b59,g02c0d5e2-65a5-4c41-89e9-cbd2cf583b59,न,3,minorentrycomplex,रूटनाएँ,,ruʈnaẽ,adv,1,,repeatedly,बार बार,definition,,"8.4.7 Continue, persevere",,,der. of,नाएँ,,,,,,,,installed,,dedd6c1bbe65dcfd6619c919c277a55ed38152bef3b0104718db21e3c2ce7f35
2026-08-26,woods2019halbi:g02c6db27-3de3-4b14-a9ac-f4966b3fab73,g02c6db27-3de3-4b14-a9ac-f4966b3fab73,भ,4,entry,भासूक,,bʰasuk,v,1,,to cover,ढकना,definition,,7.3.7 Cover,,,,,,,,,,,,installed,,c9b9152bb8941dba835da230b6894fd78d90e2b9804231c5edeaf0a0fcc1bb11
2026-08-26,woods2019halbi:g02cee3ec-dce3-46e2-bf13-7f32baf798f6,g02cee3ec-dce3-46e2-bf13-7f32baf798f6,ग,10,minorentrycomplex,गूनी झूलाऊक,,ɡuni dʒʰulauk,comVb,1,,to do spirit's song; supernatural,,definition,,4.9.2 Supernatural being; 4.2.3.3 Sing,,,ph. v. of,गूनी + झूलाऊक,,,,,,,,installed,,0979504f28b0e5fe51fbb235500a0791dc4ae00a736d6e7724b3a1297bd5d865
2026-08-26,woods2019halbi:g02eade69-af4c-46b6-8570-d052b4efd665,g02eade69-af4c-46b6-8570-d052b4efd665,ग,9,entry,गूड़ीन,,ɡuɽin,n,1,,villager,गाँववाला; ग्राम-निवासी; देहाती,definition,,"2 Person; 5.9 Live, stay",,,,,,,,,,cf,गाओंरेआ,installed,,d70049775788d9cb362c29c793c0f2d095743917bbfb2d2d65f1b9673d13dbfc
2026-08-26,woods2019halbi:g02ecab92-8833-4b3c-bc08-111ca1278de9,g02ecab92-8833-4b3c-bc08-111ca1278de9,ऊ,1,minorentrycomplex,ऊकर फूकूक,,ukər pʰukuk,comVb,1,,to blow a on shell,,definition,,,,,ph. v. of,फूकूक,,,,,,,,installed,,4b0c2d102c20032551ae82f075b47f78b938e66af3fdbe2f6d7cbb4fa676efb2
2026-08-26,woods2019halbi:g02f40856-3a4e-4edf-b499-7bbc9332fe26,g02f40856-3a4e-4edf-b499-7bbc9332fe26,ड,4,entry,डूमूक,,ɖumuk,v,1,,to dip up liquid,डूबना,definition,"such as water, milk and other liquids",,,,,,,,,,,,,installed,,bc52124c7a5acf3bae19e047fec474d6a008ec5416e148a4be4d87b63726824b
2026-08-26,woods2019halbi:g02f4837d-e95b-4076-aaf1-1ac0394b8c75,g02f4837d-e95b-4076-aaf1-1ac0394b8c75,प,20,entry,पोरजा,,pordʒa,n,2,1,caste name (masc),,definition,make baskets,4.1.4.1 Social class,,,,,,,,,,cf,पोरजीन,installed,,528565dd3d5bd32b1b7b437e537f86ba33a10c70506b52d274753443df79ba71
2026-08-26,woods2019halbi:g02f4837d-e95b-4076-aaf1-1ac0394b8c75,g02f4837d-e95b-4076-aaf1-1ac0394b8c75,प,20,entry,पोरजा,,pordʒa,n,2,2,king's subject,प्रजा,definition,,,,,,,,,,,,cf,पोरजीन,installed,,0b304ab65088592ac9fd30ae4ad9deba6e15a475587b9f4954c92705882ffe82
2026-08-26,woods2019halbi:g02f92ba9-09ce-474e-8f5c-67c13d1b710f,g02f92ba9-09ce-474e-8f5c-67c13d1b710f,क,24,entry,कोला,,kola,n,2,1,maimed male person,अपंग पुरुष व्यक्ति,definition,,2 Person,,,,,,,,,,cf,कोली,installed,,3a06af04dca99653dc71865e9b051c5e576fe09380302d5b40fe343424cd2b3e
2026-08-26,woods2019halbi:g02f92ba9-09ce-474e-8f5c-67c13d1b710f,g02f92ba9-09ce-474e-8f5c-67c13d1b710f,क,24,entry,कोला,,kola,n,2,2,one-handed male person,एकहाथी पुरुष,definition,,2 Person; 2.1.3.1 Arm,,,,,,,,,,cf,कोली,installed,,414d641fbeed1df5f607d511b3f1b8eddad1f5dad183abe6d9c394cf9047ca26
2026-08-26,woods2019halbi:g02fd6ff7-8719-44ab-b595-df388883991c,g02fd6ff7-8719-44ab-b595-df388883991c,क,6,minorentrycomplex,सरा बाड़ा करूक,,səra baɽa kəruk,comVb,1,,to perform housework; to do housework; to sweep and plaster,घरेलू काम करना,definition,,"5 Daily life; 9.6.1.1 And, also",सरा बाड़ा करली सरली मने।,She swept and plastered and finished it all.,ph. v. of,सरा बाड़ा + करूक,,,,,,,,installed,,86496b578cf8659e85e653f5c4ab625e2889d11f0a6edede486aba8780ac16ae
2026-08-26,woods2019halbi:g030e39cf-9d2d-4c3b-8af7-f4c483c29385,g030e39cf-9d2d-4c3b-8af7-f4c483c29385,क,15,minorentrycomplex,पोंडरी सूँदरी कीड़ा,,põɖri sũdri kiɽa,cn,1,,type of wasp,,definition,"red, wasp-like with yellow feelers and legs; builds nest of mud",1.6.1.7 Insect,,,comp. of,पोंडरी + सूँदरी + कीड़ा,,,,,,cf,ठेकार,installed,,1bc95e4c6f9278be59da2e6f509396a01059e9404f391f8068b5c1067b842938
2026-08-26,woods2019halbi:g0313bab7-2695-47d9-95e4-5346820a9ed3,g0313bab7-2695-47d9-95e4-5346820a9ed3,ल,7,minorentryvariant,लाना,1,lana,,0,,,,,,,,,,,borr. fr. Hin,आनूक,woods2019halbi:g3de6c59a-88bb-42dc-9fed-7f4330e1025b,,,,,installed,,97bcffa0423508e63b6ab3e826193cb7a11d875a33112b6ee8d05445f41d94e4
2026-08-26,woods2019halbi:g0316bcef-0e33-4aa6-86fc-746e57f96f8c,g0316bcef-0e33-4aa6-86fc-746e57f96f8c,ल,4,entry,लबीन,,ləbin,n,1,,female spendthrift,फ़िजूलखर्च,definition,,6.8.4.7 Spend,,,,,,,,,,cf,लब,installed,,c8a12a242e8d108b764847864e0d3a3f0d68b2d03575106ab4822ba3a9d42305
2026-08-26,woods2019halbi:g031c3ff1-cc71-471a-b8f4-e3b491fc4b74,g031c3ff1-cc71-471a-b8f4-e3b491fc4b74,त,4,entry,तीआरूक,,tiaruk,v,1,,to get ready,यैयार करना; यैयार होना,definition,,6.8.2 Accumulate wealth; 6.1.2.6 Prepare,"आऊर बाचलो लोग के तीआरतो के कोनी नी एओत मने, डर काजे।","And at the time of the leftover people getting ready, no one comes because of fear.",,,,,,,,,,installed,,6ee0dfa59df96577485a107f3f94f14e4790cc0d0b19ae58fa40d56a9676010b
2026-08-26,woods2019halbi:g031ffa4c-ff25-4d6b-8655-1bc4ed667456,g031ffa4c-ff25-4d6b-8655-1bc4ed667456,ब,12,entry,बीड़ी,,biɽi,n,1,,cigarette,बीड़ी; सिगरेट,definition,locally made and rolled in a leaf,6.2.5.4 Plant product,"दूई कटा बीड़ी आनून देतोर आए, दूई कप चाहा।","Two boxes of cigarettes (he) is to be bringing, (and) two cups of tea.",,,,,,,,cf,बीड़ा,installed,,675781faf5b0388be179c5280669275bd649771cf9c1c6862be049bf5c7c5918
2026-08-26,woods2019halbi:g0321b02f-52e7-4118-9fe9-1ec6d1bc3894,g0321b02f-52e7-4118-9fe9-1ec6d1bc3894,ब,12,entry,बीजली,,bidʒli,n,1,,electricity; electric light,बिजली,definition,,,घरे बीजली आनलो मने।,"He brought electricity to the house, so I'm told.",,,,,,,,,,installed,,84063760a76d8e51de5cb2958615abb119e049a417ac83652d0428186a821c0d
2026-08-26,woods2019halbi:g032eeeb8-1eda-483c-afc4-72a423e2d90b,g032eeeb8-1eda-483c-afc4-72a423e2d90b,फ,1,minorentrycomplex,फदम फूर,,pʰədəm pʰur,cn,1,,under world,,definition,,,,,comp. of,फूर,,,,,,,,installed,,0a4853805b6f8f9ecfa12b2c817d2acf76e7b4893ae2342f1746d1380f1337e5
2026-08-26,woods2019halbi:g032f1c23-f5a9-4ebb-a75b-99c3702d2583,g032f1c23-f5a9-4ebb-a75b-99c3702d2583,च,2,entry,चन चनूक,,tʃən tʃənuk,comVb,1,,to annoy,नाराज़ करना,definition,,4.4.2 Trouble; 3.4.2.3.1 Annoyed,तूचो गोट के सूनून मके चन चनून गेली।,Having listened to what you said I became annoyed.,,,,,,,,,,installed,,de25f5ebc7e0be84929901debfcb2a97beb9174a8aea87e865f1931b974a45bc
2026-08-26,woods2019halbi:g03370090-9b49-4aa0-aa0e-473baffdfec1,g03370090-9b49-4aa0-aa0e-473baffdfec1,ब,25,minorentrycomplex,बोला बोली होऊक,,bola boli houk,comVb,2,1,to converse,बातचीत करना,definition,,3.5.1.4 Speak with others,,,ph. v. of,बोला बोली + होऊक,,,,,,,,installed,,821c41b3786e46d3ba483dc8419eb402cf27caec52941e5a07befc944e65c2a5
2026-08-26,woods2019halbi:g03370090-9b49-4aa0-aa0e-473baffdfec1,g03370090-9b49-4aa0-aa0e-473baffdfec1,ब,25,minorentrycomplex,बोला बोली होऊक,,bola boli houk,comVb,2,2,to talk together,बातचीत करना,definition,,,दूनो बोला बोली होला मने।,They talked together.,ph. v. of,बोला बोली + होऊक,,,,,,,,installed,,0953fac8e23d5d0693ee8597dc22f708471fb7c718ed0bf463aab29779078b04
2026-08-26,woods2019halbi:g033bca5f-27f4-4b29-b41b-2b4400521cb3,g033bca5f-27f4-4b29-b41b-2b4400521cb3,ट,5,entry,टेम,,ʈem,n,2,1,wick,बाती,definition,,8.3.3.1.1 Light source,,,,,,,,,,,,installed,,256039569586587afb3373f0b4d62f098d956cc950bcb0141fc277e986201630
2026-08-26,woods2019halbi:g033bca5f-27f4-4b29-b41b-2b4400521cb3,g033bca5f-27f4-4b29-b41b-2b4400521cb3,ट,5,entry,टेम,,ʈem,n,2,2,time,समय,definition,may be a borrowing from English,8.4 Time,,,,,,,,,,,,installed,,3f385e1c0122ab730d7b62c59b20a54bf4c48539eedd96e454257fbc00ec47fc
2026-08-26,woods2019halbi:g03415d7d-7909-4c5c-9a22-665711ca61f2,g03415d7d-7909-4c5c-9a22-665711ca61f2,न,4,minorentrycomplex,लोंडा पाड़ा नाचूक,,lõɖa paɽa natʃuk,comVb,1,,young men to wrestle during the tʃʰerta festival,,definition,,"4.2.6.2 Sports; 4.2.2.2 Festival, show; 2.6.4.3 Youth",,,ph. v. of,नाचूक + लोंडा पाड़ा,,,,,,cf,नकटा लड़ाऊक,installed,,3dcfb60ca1764abb4520b8c75218e81487344b43061556a545680a3ec3aeb654
2026-08-26,woods2019halbi:g034ada7a-9647-4516-a56f-9ce9d6f2ae73,g034ada7a-9647-4516-a56f-9ce9d6f2ae73,आ,4,entry,आनलो,,anlo,adj,1,,broughten; something brought,लाया गया,definition,,7.3.2 Move something in a direction,,,,,,,,,,,,installed,,bbae13b7dad03cdd9b8f94ca85377bdc9b83badda8a7ddebbd9c6d9c9bd067e1
2026-08-26,woods2019halbi:g034ade6a-fd58-44b3-9a0b-5e0284217ccf,g034ade6a-fd58-44b3-9a0b-5e0284217ccf,न,11,entry,नोमी,,nomi,num,1,,ninth,नौवां,definition,,8.1.1.2 Ordinal numbers,,,,,,,,,,,,installed,,ea116912c2f2614df0b00765d87949ab89b7d5e45f95fe8a1b01b76b3441cebd
2026-08-26,woods2019halbi:g0357c897-a75a-4380-8576-c2c0c38a1858,g0357c897-a75a-4380-8576-c2c0c38a1858,ऊ,3,entry,ऊतूक,,utuk,v,1,,ghee to melt on fire; milk to boil over; fumes to rise up; candle to melt as it burns,पिघलना,definition,,5.2.3.3.5 Cooking oil; 5.2.1.1 Cooking methods; 5.5 Fire,,,,,,,,,,cf,पीगलूक,installed,,04368d89bb83b609d99a10add31ec88745fdcf42978c5674f7439442f4d5f1b6
2026-08-26,woods2019halbi:g03780b58-22d5-4ad5-b579-5e0adc2ed815,g03780b58-22d5-4ad5-b579-5e0adc2ed815,ई,2,entry,ईदलाहान,,idlahan,adj,1,,this size (medium-largish),इस आकार का,definition,,8.2.8 Measure,,,,,,,,,,cf,ईदलीहीन,installed,,ba1349e1eb267b3e4b8e7f79bdcc19314f4a2d1451dc6a360879fae6349c1fd8
2026-08-26,woods2019halbi:g03791c0b-923b-4eea-ac2f-2319ede36c00,g03791c0b-923b-4eea-ac2f-2319ede36c00,भ,5,minorentrycomplex,भूक साड़ी,,bʰuk saɽi,cn,1,,prostration toward death,,definition,,2.6.6 Die,"भूक साड़ी मारेदे, सक सूकेदे, थूक नी नीकरे, पोसना फूटेदे।","Prostration will strike,  won't dry, no saliva, they'll sweat.",comp. of,भूक + साड़ी,,,,,,,,installed,,90e9df6a832b1b51974ff57845c80559549640ae1432bdbbf9c06f504ce36b4d
2026-08-26,woods2019halbi:g037b96e3-d0ea-4849-8426-d8f65611726e,g037b96e3-d0ea-4849-8426-d8f65611726e,ऊ,7,minorentrycomplex,ऊल‍ठान देऊक,,ulʈʰan deuk,comVb,1,,to repay loan,पटाना देना,definition,,6.8.4.5 Pay; 6.8.5.3 Owe,,,ph. v. of,देऊक + ऊल‍ठाऊक + ऊन,,,,,,,,installed,,a1ff17466d5c29803910d7e62d44cd45c6a9c5af28a07fbeb9fabaff5022f391
2026-08-26,woods2019halbi:g037c922f-a9ef-4338-9c04-67f1f3fd0bb0,g037c922f-a9ef-4338-9c04-67f1f3fd0bb0,र,7,entry,रूपर,1,rupər,pn,1,,Rooper,,definition,,,,,,,,,,,,,,installed,,385633e44c57b567e6876a4aaa1171ad4c96bcf7d81d1a85e7208d13a56d3a54
2026-08-26,woods2019halbi:g038ac00b-c4e5-47f4-8c79-7cdd419a34ac,g038ac00b-c4e5-47f4-8c79-7cdd419a34ac,ध,2,minorentrycomplex,बेमार धरूक,,bemar dʰəruk,comVb,1,,to become sick,बीमार पड़ना,definition,,,,,ph. v. of,बेमार + धरूक,,,,,,,,installed,,e86bd1c70ad6ff7ff53e89484dc99f03dbff4fdc39f64dc3ad0ab3878ff5b70d
2026-08-26,woods2019halbi:g038cd4c6-fbf3-47e8-b787-6536ad509005,g038cd4c6-fbf3-47e8-b787-6536ad509005,प,11,entry,पीसूक,,pisuk,trVb,1,,to grind on a grinding stone,,definition,"grains, chillies, chutney, etc",6.6.2.7 Working with stone; 7.7.6 Grind; 5.2.1.2.3 Grind flour,आऊर घर चो लोग आऊर आनून धोऊन पीसतोर आए।,"And the house's people having brought (them), having washed (them) is to be grinding (the roots).",,,,,,,,cf; cf,चाऊर पीसान; पीसूक,installed,,f2b1583763c729a6681cc2165de4c610f3191d7cc6c96bea4b16926cac225687
2026-08-26,woods2019halbi:g03a1eaae-a0c9-4e26-b15a-a9f2c2f18ac5,g03a1eaae-a0c9-4e26-b15a-a9f2c2f18ac5,ए,2,minorentrycomplex,एक झान,,ek dʒʰan,cn,1,,one person alone,,definition,,2 Person,,,comp. of,एक + झान,,,,,,cf,एके झान,installed,,070937135c6dbba045a4d7a727c538f0929835646f0733f5ab37cad18e7f5b5b
2026-08-26,woods2019halbi:g03a71458-e475-462d-8dd6-c532b64a0586,g03a71458-e475-462d-8dd6-c532b64a0586,छ,4,minorentrycomplex,छूत ने रोऊक,,tʃʰut ne rouk,comVb,1,,to be unclean; to be defiled,बिराद्रीसे बाहर करना,definition,refers mainly to women but whole house becomes defiled with death,4.9.5.6 Religious purification,,,ph. v. of,छूत + ने + रोऊक,,,,,,,,installed,,81de45b886aaf7016a2aa32941f1899c0df56a42346fef57195759379c2efea6
