Record_Type,Report,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,0,Standard Bangla,comparison control,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,a,Tilakpur,Madoi Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Tilakpur]",silbishnupriya2008:g011:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,b,Soi Sri,Rajar Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Soi Sri]",silbishnupriya2008:g011:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,c,Gulerhaor,Rajar Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Gulerhaor]",silbishnupriya2008:g011:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,d,Dhonitila,Rajar Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Dhonitila]",silbishnupriya2008:g011:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,e,Machimpur,Rajar Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Machimpur]",silbishnupriya2008:g011:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,11,sea,f,Madhapur,Madoi Gang,1,1,mudo,ʃɔmudɾo,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 11, Madhapur]",silbishnupriya2008:g011:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,0,Standard Bangla,comparison control,1,1,paha,pahaɽ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,a,Tilakpur,Madoi Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Tilakpur]",silbishnupriya2008:g012:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,b,Soi Sri,Rajar Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Soi Sri]",silbishnupriya2008:g012:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,c,Gulerhaor,Rajar Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Gulerhaor]",silbishnupriya2008:g012:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,d,Dhonitila,Rajar Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Dhonitila]",silbishnupriya2008:g012:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,e,Machimpur,Rajar Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Machimpur]",silbishnupriya2008:g012:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,12,mountain,f,Madhapur,Madoi Gang,1,2,taa,tɛŋŋaɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 12, Madhapur]",silbishnupriya2008:g012:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,0,Standard Bangla,comparison control,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,a,Tilakpur,Madoi Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Tilakpur]",silbishnupriya2008:g013:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,b,Soi Sri,Rajar Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Soi Sri]",silbishnupriya2008:g013:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,c,Gulerhaor,Rajar Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Gulerhaor]",silbishnupriya2008:g013:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,d,Dhonitila,Rajar Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Dhonitila]",silbishnupriya2008:g013:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,e,Machimpur,Rajar Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Machimpur]",silbishnupriya2008:g013:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,13,water,f,Madhapur,Madoi Gang,1,1,pani,pani,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 13, Madhapur]",silbishnupriya2008:g013:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,0,Standard Bangla,comparison control,1,1,nodi,nodi,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,a,Tilakpur,Madoi Gang,1,2,at,ɡat,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Tilakpur]",silbishnupriya2008:g014:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,d,Dhonitila,Rajar Gang,1,2,at,ɡat,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Dhonitila]",silbishnupriya2008:g014:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,e,Machimpur,Rajar Gang,1,2,at,ɡat,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Machimpur]",silbishnupriya2008:g014:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,f,Madhapur,Madoi Gang,1,2,at,ɡat,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Madhapur]",silbishnupriya2008:g014:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,c,Gulerhaor,Rajar Gang,1,3,oa,ʃoɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Gulerhaor]",silbishnupriya2008:g014:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,14,river,b,Soi Sri,Rajar Gang,1,3,soa,soɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 14, Soi Sri]",silbishnupriya2008:g014:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,0,Standard Bangla,comparison control,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,a,Tilakpur,Madoi Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Tilakpur]",silbishnupriya2008:g015:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,b,Soi Sri,Rajar Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Soi Sri]",silbishnupriya2008:g015:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,c,Gulerhaor,Rajar Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Gulerhaor]",silbishnupriya2008:g015:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,d,Dhonitila,Rajar Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Dhonitila]",silbishnupriya2008:g015:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,e,Machimpur,Rajar Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Machimpur]",silbishnupriya2008:g015:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,35,2,15,soil/ground,f,Madhapur,Madoi Gang,1,1,mai,mati,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 35, item 15, Madhapur]",silbishnupriya2008:g015:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,0,Standard Bangla,comparison control,1,1,kada,kada,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,a,Tilakpur,Madoi Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Tilakpur]",silbishnupriya2008:g016:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,b,Soi Sri,Rajar Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Soi Sri]",silbishnupriya2008:g016:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,c,Gulerhaor,Rajar Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Gulerhaor]",silbishnupriya2008:g016:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,d,Dhonitila,Rajar Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Dhonitila]",silbishnupriya2008:g016:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,e,Machimpur,Rajar Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Machimpur]",silbishnupriya2008:g016:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,16,mud,f,Madhapur,Madoi Gang,1,2,or,or,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 16, Madhapur]",silbishnupriya2008:g016:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,0,Standard Bangla,comparison control,1,1,d ula,dʰula,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,a,Tilakpur,Madoi Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Tilakpur]",silbishnupriya2008:g017:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,b,Soi Sri,Rajar Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Soi Sri]",silbishnupriya2008:g017:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,c,Gulerhaor,Rajar Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Gulerhaor]",silbishnupriya2008:g017:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,d,Dhonitila,Rajar Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Dhonitila]",silbishnupriya2008:g017:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,e,Machimpur,Rajar Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Machimpur]",silbishnupriya2008:g017:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,17,dust,f,Madhapur,Madoi Gang,1,1,d uli,dʰuli,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 17, Madhapur]",silbishnupriya2008:g017:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,18,stone,0,Standard Bangla,comparison control,1,1,pat or,patʰor,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 18, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,18,stone,a,Tilakpur,Madoi Gang,1,2,hil,hil,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 18, Tilakpur]",silbishnupriya2008:g018:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,18,stone,b,Soi Sri,Rajar Gang,1,2,hil,hil,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 18, Soi Sri]",silbishnupriya2008:g018:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,36,1,18,stone,c,Gulerhaor,Rajar Gang,1,2,hil,hil,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 36, item 18, Gulerhaor]",silbishnupriya2008:g018:sil-bishnupriya-2008-gulerhaor:i1
