Sequence|Unit_ID|Region|Section|Printed_Page|Raw_Form|Raw_Phonetic|Raw_Before|Raw_Gloss|Raw_After|Raw_Context
83|s1.2:q21|prose|1.2 Consonants|7|xašt|| “bed” (< colloquial Arabic taxt , originally a loan from Persian), |hand|, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the |s very common and appears in all layers of the language: taxt “bed” (< colloquial Arabic taxt , originally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar
84|s1.2:q22|prose|1.2 Consonants|7|xāzə́me||quial Arabic taxt , originally a loan from Persian), xašt “hand”, |I laugh|. The voiced velar / ġ / appears mainly in the Arabic component: ġa|appears in all layers of the language: taxt “bed” (< colloquial Arabic taxt , originally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainl
85|s1.2:q23|prose|1.2 Consonants|7|ġabre||gh”. The voiced velar / ġ / appears mainly in the Arabic component: |dust|, ġalaṭ “wrong”, ġēr “other”. It was also recorded in čāġã “chil|iginally a loan from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was
86|s1.2:q24|prose|1.2 Consonants|7|ġalaṭ||velar / ġ / appears mainly in the Arabic component: ġabre “dust”, |wrong|, ġēr “other”. It was also recorded in čāġã “child”, probably borr|from Persian), xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in
87|s1.2:q25|prose|1.2 Consonants|7|ġēr||ears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, |other|. It was also recorded in čāġã “child”, probably borrowed from Kurdi|xašt “hand”, xāzə́me “I laugh”. The voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in čāġã “child”
88|s1.2:q26|prose|1.2 Consonants|7|čāġã||abre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in |child|, probably borrowed from Kurdish. In rapid speech, voiceless consonant|voiced velar / ġ / appears mainly in the Arabic component: ġabre “dust”, ġalaṭ “wrong”, ġēr “other”. It was also recorded in čāġã “child”, probably borrowed from Kurdish. In rap
89|s1.2:q27|prose|1.2 Consonants|7|mə-ġaztī́||m Kurdish. In rapid speech, voiceless consonants may undergo voicing: |donʾt laugh!| (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly rea|was also recorded in čāġã “child”, probably borrowed from Kurdish. In rapid speech, voiceless consonants may undergo voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced post
90|s1.2:q28|prose|1.2 Consonants|7|xaz-||iceless consonants may undergo voicing: mə-ġaztī́ “don’t laugh!” (< |to laugh|). The voiced postalveolar / ǧ / is mainly realised as an affricate:|“child”, probably borrowed from Kurdish. In rapid speech, voiceless consonants may undergo voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is ma
91|s1.2:q29|prose|1.2 Consonants|7|ǧāftã́||. The voiced postalveolar / ǧ / is mainly realised as an affricate: |groom|, áǧã “today”, ǧānə́me “I know”. It may alternate with the fricati|go voicing: mə-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It
92|s1.2:q30|prose|1.2 Consonants|7|áǧã||lveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, |today|, ǧānə́me “I know”. It may alternate with the fricative reflex [ ž|-ġaztī́ “donʾt laugh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate w
93|s1.2:q31|prose|1.2 Consonants|7|ǧānə́me|| is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, |I know|. It may alternate with the fricative reflex [ ž ] in some items lik|gh!” (< xaz - “to laugh”). The voiced postalveolar / ǧ / is mainly realised as an affricate: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate with the fricative re
94|s1.2:q32|prose|1.2 Consonants|7|xəǧã ~ xəžã||It may alternate with the fricative reflex [ ž ] in some items like |yesterday|, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. The fricative a|e: ǧāftã́ “groom”, áǧã “today”, ǧānə́me “I know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “t
95|s1.2:q33|prose|1.2 Consonants|7|ǧu ~ žu||ricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, |go!|, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commo|ǧã “today”, ǧānə́me “I know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. Th
96|s1.2:q34|prose|1.2 Consonants|7|laǧi ~ laži kar-|| ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, |to be ashamed|. The fricative also appears commonly in items borrowed from Arabic: |know”. It may alternate with the fricative reflex [ ž ] in some items like xəǧã ~ xəžã “yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in
97|s1.2:q35|prose|1.2 Consonants|7|sižn||”. The fricative also appears commonly in items borrowed from Arabic: |prison|, miḥtāž=ištōme “I need”. This, surprisingly, cannot be attributed t|“yesterday”, ǧu ~ žu “go!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in items borrowed from Arabic: sižn “prison”, miḥtāž=ištōme “I need”. This, surpri
98|s1.2:q36|prose|1.2 Consonants|7|miḥtāž=ištōme||also appears commonly in items borrowed from Arabic: sižn “prison”, |I need|. This, surprisingly, cannot be attributed to an influence from the Ar|!”, laǧi ~ laži kar- “to be ashamed”. The fricative also appears commonly in items borrowed from Arabic: sižn “prison”, miḥtāž=ištōme “I need”. This, surprisingly, cannot be attribut
99|s1.2:q37|prose|1.2 Consonants|7|lāftʸī ~ lāfčī ~ lāftī||d [ t ] seem to be in free variation, as in the following variants: |girl|. Such a variation is also common in the subjunctive extension -č- :|recorded. In some cases, [ č ], [ tʸ ] and [ t ] seem to be in free variation, as in the following variants: lāftʸī ~ lāfčī ~ lāftī “girl”. Such a variation is also common in the
100|s1.2:q38|prose|1.2 Consonants|7|pārčəm ~ pārtʸəm|| Such a variation is also common in the subjunctive extension -č- : |(that) I come back|, kā (h)ōčəm ~ kā (h)ōtʸəm “I will be(come)”. It must be added howev|ollowing variants: lāftʸī ~ lāfčī ~ lāftī “girl”. Such a variation is also common in the subjunctive extension -č- : pārčəm ~ pārtʸəm “(that) I come back”, kā (h)ōčəm ~ kā (h)ōtʸəm “I will be(
101|s1.2:q39|prose|1.2 Consonants|7|kā (h)ōčəm ~ kā (h)ōtʸəm||ubjunctive extension -č- : pārčəm ~ pārtʸəm “(that) I come back”, |I will be(come)|. It must be added however, that [ č ] and [ tʸ ] are not in free |”. Such a variation is also common in the subjunctive extension -č- : pārčəm ~ pārtʸəm “(that) I come back”, kā (h)ōčəm ~ kā (h)ōtʸəm “I will be(come)”. It must be added however, that [ č ]
102|s1.2:q40|prose|1.2 Consonants|7|xāšt||uliarity of the dialect of Aleppo is the cluster / št / in the word |hand| (Palestinian Domari xast ). The velarised consonants / ḍ /, / ṭ|peakers consistently use either one variant or the other. A peculiarity of the dialect of Aleppo is the cluster / št / in the word xāšt “hand” (Palestinian Domari xast ). The velar
103|s1.2:q41|prose|1.2 Consonants|7|faḍḍil kar-||, not retroflexion) are commonly found in items borrowed from Arabic: |prefer| (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Ar|and / ẓ / (the underdot symbol refers to velarisation, not retroflexion) are commonly found in items borrowed from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, maṭba
104|s1.2:q42|prose|1.2 Consonants|7|faḍḍal||y found in items borrowed from Arabic: faḍḍil kar- “prefer” (Arabic |he preferred|, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã|symbol refers to velarisation, not retroflexion) are commonly found in items borrowed from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arab
105|s1.2:q43|prose|1.2 Consonants|7|maṭbax-ə́-mã|| from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, |in the kichen| (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “ta|not retroflexion) are commonly found in items borrowed from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́
106|s1.2:q44|prose|1.2 Consonants|7|maṭbax||bic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic |kitchen|), ṭāwlã́ “table” (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think|nd in items borrowed from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “t
107|s1.2:q45|prose|1.2 Consonants|7|ṭāwlã́||erred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), |table| (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think” (< Arabic ẓann |from Arabic: faḍḍil kar- “prefer” (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “table”), ẓənn (h)ōm
108|s1.2:q46|prose|1.2 Consonants|7|ṭāwle||the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic |table|), ẓənn (h)ōme “I think” (< Arabic ẓann “he thought”). Velarised r|“prefer” (Arabic faḍḍal “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think” (< Arabic ẓa
109|s1.2:q47|prose|1.2 Consonants|7|ẓənn (h)ōme||bic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “table”), |I think| (< Arabic ẓann “he thought”). Velarised realisations were also reco|l “he preferred”, maṭbax-ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think” (< Arabic ẓann “he thought”). Velaris
110|s1.2:q48|prose|1.2 Consonants|7|ẓann||“table” (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think” (< Arabic |he thought|). Velarised realisations were also recorded in the following items: |ə́-mã “in the kichen” (< Arabic maṭbax “kitchen”), ṭāwlã́ “table” (< Arabic ṭāwle “table”), ẓənn (h)ōme “I think” (< Arabic ẓann “he thought”). Velarised realisations were also reco
111|s1.2:q49|prose|1.2 Consonants|7|pēṭ||”). Velarised realisations were also recorded in the following items: |belly| (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “|“table”), ẓənn (h)ōme “I think” (< Arabic ẓann “he thought”). Velarised realisations were also recorded in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “
112|s1.2:q50|prose|1.2 Consonants|7|pēṭṭa||ere also recorded in the following items: pēṭ “belly” (< Indo-Aryan |belly|), wāṭ “stone” (< Indo-Aryan varta “round stone”), təllã “fat” (|hink” (< Arabic ẓann “he thought”). Velarised realisations were also recorded in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “
113|s1.2:q51|prose|1.2 Consonants|7|wāṭ||in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), |stone| (< Indo-Aryan varta “round stone”), təllã “fat” (< Indo-Aryan st|ẓann “he thought”). Velarised realisations were also recorded in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “round stone”)
114|s1.2:q52|prose|1.2 Consonants|7|varta|| “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan |round stone|), təllã “fat” (< Indo-Aryan sthūlá ). Peculiar to the dialect of |d realisations were also recorded in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “round stone”), təllã “fat” (< Indo-Aryan sthūlá
115|s1.2:q53|prose|1.2 Consonants|7|təllã||pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “round stone”), |fat| (< Indo-Aryan sthūlá ). Peculiar to the dialect of Aleppo is the ap|recorded in the following items: pēṭ “belly” (< Indo-Aryan pēṭṭa “belly”), wāṭ “stone” (< Indo-Aryan varta “round stone”), təllã “fat” (< Indo-Aryan sthūlá ). Peculiar to t
116|s1.2:q54|prose|1.2 Consonants|7|ʋāl||ūlá ). Peculiar to the dialect of Aleppo is the approximant / ʋ /: |hair|, ʋāy “air”, ʋyār “city, market”, lʋā kar- “open”. The allophone|o-Aryan varta “round stone”), təllã “fat” (< Indo-Aryan sthūlá ). Peculiar to the dialect of Aleppo is the approximant / ʋ /: ʋāl “hair”, ʋāy “air”, ʋyār “city, market”, l
117|s1.2:q55|prose|1.2 Consonants|7|ʋāy||ar to the dialect of Aleppo is the approximant / ʋ /: ʋāl “hair”, |air|, ʋyār “city, market”, lʋā kar- “open”. The allophone [ w ] appe|“round stone”), təllã “fat” (< Indo-Aryan sthūlá ). Peculiar to the dialect of Aleppo is the approximant / ʋ /: ʋāl “hair”, ʋāy “air”, ʋyār “city, market”, lʋā kar- “ope
118|s1.2:q56|prose|1.2 Consonants|7|ʋyār||lect of Aleppo is the approximant / ʋ /: ʋāl “hair”, ʋāy “air”, |city, market|, lʋā kar- “open”. The allophone [ w ] appears in the vicinity of |”), təllã “fat” (< Indo-Aryan sthūlá ). Peculiar to the dialect of Aleppo is the approximant / ʋ /: ʋāl “hair”, ʋāy “air”, ʋyār “city, market”, lʋā kar- “open”. The allophone [ w
119|s1.2:q57|prose|1.2 Consonants|7|lʋā kar-||pproximant / ʋ /: ʋāl “hair”, ʋāy “air”, ʋyār “city, market”, |open|. The allophone [ w ] appears in the vicinity of back vowels: wāṭ |ryan sthūlá ). Peculiar to the dialect of Aleppo is the approximant / ʋ /: ʋāl “hair”, ʋāy “air”, ʋyār “city, market”, lʋā kar- “open”. The allophone [ w ] appears in the v
120|s1.2:q58|prose|1.2 Consonants|7|wāṭ|wɑːt̴|“open”. The allophone [ w ] appears in the vicinity of back vowels: |stone|, kōwirōm “I fell”, kā ǧirsāwōča “You will get married”, awāsār |ir”, ʋāy “air”, ʋyār “city, market”, lʋā kar- “open”. The allophone [ w ] appears in the vicinity of back vowels: wāṭ [ wɑːt̴ ] “stone”, kōwirōm “I fell”, kā ǧirsāwōča “Yo
121|s1.2:q59|prose|1.2 Consonants|7|kōwirōm|| ] appears in the vicinity of back vowels: wāṭ [ wɑːt̴ ] “stone”, |I fell|, kā ǧirsāwōča “You will get married”, awāsār “summer”; and in loa|ʋyār “city, market”, lʋā kar- “open”. The allophone [ w ] appears in the vicinity of back vowels: wāṭ [ wɑːt̴ ] “stone”, kōwirōm “I fell”, kā ǧirsāwōča “You will get married”
122|s1.2:q60|prose|1.2 Consonants|7|kā ǧirsāwōča||cinity of back vowels: wāṭ [ wɑːt̴ ] “stone”, kōwirōm “I fell”, |You will get married|, awāsār “summer”; and in loans from Arabic : sēwi “straight”, ʿā|ā kar- “open”. The allophone [ w ] appears in the vicinity of back vowels: wāṭ [ wɑːt̴ ] “stone”, kōwirōm “I fell”, kā ǧirsāwōča “You will get married”, awāsār “summer”; and in loans from A
