PDF_Page,Printed_Page,OIA_Source,OIA_Match_Form,CDIAL_ID,Match_Status,Candidates,RHS_Source,Indus_Kohistani_Forms
17,493,*rulla- or *lulla,rulla- or *lulla,,unmatched,,rū̀l 1,rū̀l
17,493,rūkṣá,rūkṣá,10799,exact,10799,rùṣ,rùṣ
17,493,rū́pya,rū́pya,10805,exact,10805,rū̀ph 2,rū̀ph
17,493,*revaḍa,revaḍa,10822,loose,10822,reoṛī́,reoṛī́
17,493,róka,róka,10826,loose,10826,rī̃̀,rī̃̀
17,493,*rokka,rokka,10828,loose,10828,rū́kh,rū́kh
17,493,*roṭṭa-1,roṭṭa,10837,loose,10837,rʌṭū́,rʌṭū́
17,493,*roḍa-2,roḍa,10769-2,loose,10769-2,rōṛī̀,rōṛī̀
17,493,róda,róda,10839,disambiguated,10839;10769-2;10770-8,rui diō̃́,rui diō̃́
17,493,*romantra,romantra,10852-2,loose,10852-2,oṛmā̃́ṣ,oṛmā̃́ṣ
17,493,roṣa,roṣa,10856,loose,10856,rṑṣ,rṑṣ
17,493,róhiṇī,róhiṇī,10864,loose,10864,rùī̃ 1,rùī̃
17,493,*lakkuṭa,lakkuṭa,10875-2,exact,10875-2,lakʌ̀y,lakʌ̀y
17,493,lagna,lagna,10893,exact,10893,lʌgɑ̄̀,lʌgɑ̄̀
17,493,laṅga-1,laṅga,10900,exact,10900,lʌ́ṅg 2 -lʌṅg karʌ́ṽ,lʌ́ṅg  -lʌṅg karʌ́ṽ
17,493,laṅgháyati,laṅgháyati,10905,exact,10905,lhaṅgʌ́ṽ,lhaṅgʌ́ṽ
17,493,*laccha,laccha,10908,exact,10908,lʌčiū́ (G),lʌčiū́
17,493,lajjáte,lajjáte,10909,loose,10909,lazʌ́ṽ,lazʌ́ṽ
18,494,lɑtɑti,lɑtɑti,10916,loose,10916,laṛʌ́ṽ 2,laṛʌ́ṽ
18,494,*lɑttɑ-2,lɑttɑ,10918-5,exact,10918-5,lʌṭī̀,lʌṭī̀
18,494,*laṭṭha-1,laṭṭha,10917-2,exact,10917-2,lhʌ́ṭh,lhʌ́ṭh
18,494,*laḍa,laḍa,10921,exact,10921,lʌ́ṛ,lʌ́ṛ
18,494,laḍḍa,laḍḍa,10917-4,exact,10917-4,lʌ́ṛī karʌ́ṽ,lʌ́ṛī karʌ́ṽ
18,494,*laḍḍu-2,laḍḍu,10927,exact,10927,laḍḍū́,laḍḍū́
18,494,*laṇḍa-1,laṇḍa,10917-8,exact,10917-8,lɑ̄̀ṇḍ˚,lɑ̄̀ṇḍ˚
18,494,**laṇḍa1-vīra,laṇḍa1-vīra,,unmatched,,lhʌṇḍī́r,lhʌṇḍī́r
18,494,latā-1,latā,10928,exact,10928,lɑ̄̀ 3,lɑ̄̀
18,494,latikā,latikā,10928-2,exact,10928-2,lʌ̀y 1,lʌ̀y
18,494,*latta-2,latta,10918-5,exact,10918-5,latʌ́r-latʌr ho-,latʌ́r-latʌr ho-
18,494,*lattā,lattā,10931,exact,10931,lʌ̀th,lʌ̀th
18,494,*latra,latra,10930-8,exact,10930-8,lʌ̀c̣,lʌ̀c̣
18,494,lápati,lápati,10935,exact,10935,in lʌ̀v 3 -c̣ʌv,lʌ̀v  -c̣ʌv
18,494,*lappa-2,lappa,10940,exact,10940,lʌpkī̀,lʌpkī̀
18,494,*lappha-1,lappha,10943,exact,10943,laphʌ́ṽ,laphʌ́ṽ
18,494,*lappha-2,lappha,10943,exact,10943,"lapʌ́ṅg, líphʌṛ",lapʌ́ṅg;líphʌṛ
18,494,lambayati,lambayati,10956,exact,10956,lamʌ́ṽ 2,lamʌ́ṽ
18,494,lambhayati,lambhayati,10961,exact,10961,lemʌ́ṽ 2,lemʌ́ṽ
18,494,láya,láya,10962,exact,10962,lʌ̀y 2,lʌ̀y
18,494,lardayati,lardayati,10966,exact,10966,laṛʌ́ṽ 1,laṛʌ́ṽ
18,494,láva-1,láva,10974,exact,10974,lʌ́v 1,lʌ́v
18,494,lavaṇá,lavaṇá,10978,exact,10978,lū̃́,lū̃́
18,494,*lavaṇḍa,lavaṇḍa,10984,exact,10984,lavʌ́ṇḍ˚,lavʌ́ṇḍ˚
18,494,lavítra,lavítra,10988,exact,10988,lī̀ẓ,lī̀ẓ
18,494,*laṣṭi,laṣṭi,10991,exact,10991,lhʌṭàh,lhʌṭàh
18,494,lasīkā,lasīkā,,unmatched,,in kʌčh lʌsī́,kʌčh lʌsī́
18,494,*lasta,lasta,10995,exact,10995,lhāt (G); lhʌ́th (J),lhāt;lhʌ́th
18,494,lālā-1,lālā,11027,exact,11027,lɑ̄̀l 2,lɑ̄̀l
18,494,likṣā́,likṣā́,11045,exact,11045,lhī́ṣ,lhī́ṣ
18,494,*litta,litta,11056,exact,11056,lī́thi,lī́thi
18,494,limpáti,limpáti,11066,exact,11066,lemʌ́ṽ 1,lemʌ́ṽ
18,494,*lukka-1,lukka,11072,exact,11072,lʌ̀k 2 and in lukùiṭā,lʌ̀k;lukùiṭā
18,494,*lucca,lucca,11073,exact,11073,lučàh,lučàh
18,494,*luṭṭa-1,luṭṭa,11076,exact,11076,in ṣiṣlū́ṭh,ṣiṣlū́ṭh
18,494,*luṭṭati,luṭṭati,11078,exact,11078,luṭʌ́ṽ,luṭʌ́ṽ
18,494,*luḍa,luḍa,11076-3,manual,11076-3;11077-2,lùṛ mɑ̄̀s,lùṛ mɑ̄̀s
18,494,*luṇḍa,luṇḍa,11076-7,manual,11076-7,luṇḍābɑ̄̀z,luṇḍābɑ̄̀z
18,494,lunɑ̄́ti,lunɑ̄́ti,11082,loose,11082,ĺǖ́ (B); lō̃́ (J),ĺǖ́;lō̃́
18,494,*lumba-1,lumba,11087,exact,11087,in lumbúṛ,lumbúṛ
18,494,*lūṭati,lūṭati,11078-2,exact,11078-2,lū̀ 1,lū̀
18,494,lūma- plus *laṭṭa-2,lūma,11096,exact,11096,lavã̀ṭh,lavã̀ṭh
18,494,lūṣáyati1,lūṣáyati,11098,exact,11098,lhúṣ (J); lúṣo (Š),lhúṣ;lúṣo
18,494,lekhya,lekhya,11108,loose,11108,lēkháh (G),lēkháh
18,494,*leṭṭha,leṭṭha,11054-6,manual,11054-6;11056-7,lhèṭh,lhèṭh
18,494,*leṇḍa-1,leṇḍa,11054-9,loose,11054-9,lēṇḍɑ̄́,lēṇḍɑ̄́
18,494,leśa,leśa,11117,loose,11117,lhī́š,lhī́š
18,494,loká-1,loká,11119,loose,11119,lū́ (G),lū́
18,494,*loka-2,loka,11120,loose,11120,"lʌ́v 2 , lṑ 2",lʌ́v;lṑ
18,494,*loka-2 plus tārā,loka,11120,loose,11120,lōtɑ̄́r,lōtɑ̄́r
18,494,**loka2-maśaka,loka2-maśaka,,unmatched,,lavʌỹ́ši,lavʌỹ́ši
18,494,*locis,locis,11129,loose,11129,lui (G),lui
18,494,*loṭṭa-2,loṭṭa,11076-9,loose,11076-9,lòṭh,lòṭh
18,494,*loṭṭa-3,loṭṭa,11133,loose,11133,lōṭàh,lōṭàh
18,494,*lopi,lopi,11142,loose,11142,lō 1 (G),lō
18,494,*lomaka,lomaka,11153-2,loose,11153-2,lavā̃̀ (J),lavā̃̀
18,494,lṓhita,lṓhita,11165,exact,11165,lhū̀,lhū̀
18,494,*lohiṣṭha,lohiṣṭha,11169,loose,11169,lēṣṭ (G); lhḕṭh (J); lḕṣ (Š),lēṣṭ;lhḕṭh;lḕṣ
18,494,vaṁśá,vaṁśá,11175,exact,11175,bā̃̀z,bā̃̀z
18,494,*vaṁśiya,vaṁśiya,11182-2,exact,11182-2,bhē̃š (B); bē̃́š (J),bhē̃š;bē̃́š
18,494,vaṁśī,vaṁśī,11180,exact,11180,bašʌỳli,bašʌỳli
18,494,vacyáte,vacyáte,11208-2,loose,11208-2,bačʌ́ṽ,bačʌ́ṽ
18,494,vaṭa-1,vaṭa,11211,exact,11211,bʌ́ṛ,bʌ́ṛ
18,494,vaṭa-3,vaṭa,11213,exact,11213,bhāṛàh 2,bhāṛàh
18,494,*vaṇijyākāra,vaṇijyākāra,11234,exact,11234,bʌnžāràh,bʌnžāràh
18,494,*vaṇṭha-1,vaṇṭha,11235-2,exact,11235-2,bʌṭhàh,bʌṭhàh
18,494,vatsá-1,vatsá,11239,exact,11239,baċhū́,baċhū́
18,494,vadhū́,vadhū́,11250,exact,11250,bʌ́ū,bʌ́ū
18,494,vadhūṭī,vadhūṭī,11251,exact,11251,bhōṭhi,bhōṭhi
18,494,vána-1,vána,11258,exact,11258,in bā̃kükúh (B),bā̃kükúh
18,494,**vana1-kaṇṭha,vana1-kaṇṭha,,unmatched,,bɑ̄̀ṇḍ˚,bɑ̄̀ṇḍ˚
18,494,**vana1-mandurɑ̄́-1,vana1-mandurɑ̄́,,unmatched,,bhʌnvī́ri,bhʌnvī́ri
18,494,ványa,ványa,11277,exact,11277,bʌḗni,bʌḗni
18,494,*vaptra,vaptra,11289,exact,11289,vàtʌr,vàtʌr
19,495,vɑyɑ́m,vɑyɑ́m,11302,loose,11302,bèh,bèh
19,495,*vɑyitrɑkɑ,vɑyitrɑkɑ,11307,exact,11307,bic̣hʌ́ṽ,bic̣hʌ́ṽ
19,495,vára-1,vára,11308,exact,11308,bʌ́r,bʌ́r
19,495,*vari,vari,11327,exact,11327,in gošvārī̀,gošvārī̀
19,495,varṇayati,varṇayati,11342,exact,11342,banʌ́ṽ,banʌ́ṽ
19,495,vartáyati,vartáyati,11356,exact,11356,"baṭhʌ́ṽ, vaṭʌ́ṽ",baṭhʌ́ṽ;vaṭʌ́ṽ
19,495,varta-1,varta,11346,exact,11346,vʌ́ṭ 2 -vʌ́ṭh,vʌ́ṭ  -vʌ́ṭh
19,495,*varta-3,varta,11348,exact,11348,bɑ̄́ṭh,bɑ̄́ṭh
19,495,várti-1,várti,11359,exact,11359,bātī̀ and in čurbāṭī̀,bātī̀;čurbāṭī̀
19,495,várdhamāna,várdhamāna,11380,exact,11380,vʌdɑ̄̀n,vʌdɑ̄̀n
19,495,varṣá,varṣá,11392,exact,11392,baríṣ,baríṣ
19,495,válati,válati,11405,exact,11405,"in ʌ̀ṛ-vʌ́l, kuṛvìli, kōdāvʌ́l, bʌ́l 1",ʌ̀ṛ-vʌ́l;kuṛvìli;kōdāvʌ́l;bʌ́l
19,495,valayati,valayati,11405-2,exact,11405-2,bhalʌ́ṽ,bhalʌ́ṽ
19,495,valīka,valīka,11220-2,exact,11220-2,bʌỳli,bʌỳli
19,495,vásati,vásati,11435,manual,11435;14796a,bhayʌ́ṽ,bhayʌ́ṽ
19,495,vasantá,vasantá,11439,exact,11439,bʌsɑ̄́n,bʌsɑ̄́n
19,495,váhati,váhati,11453,exact,11453,bʌĩ (G),bʌĩ
19,495,vahyá,vahyá,11465,exact,11465,bū̀ž,bū̀ž
19,495,vākya,vākya,11468,exact,11468,bɑ̄̀kh,bɑ̄̀kh
19,495,vāṭa-1,vāṭa,11480,exact,11480,bɑ̄̀ 2,bɑ̄̀
19,495,vātá- plus *ṭuṇḍa,vātá,11491,exact,11491,bāṭùṇḍ˚ (Š),bāṭùṇḍ˚
19,495,vātala,vātala,11497-2,exact,11497-2,bālé.e (B),bālé.e
19,495,vātiṅgaṇa,vātiṅgaṇa,11503,exact,11503,bātiṅgʌ́ṛ,bātiṅgʌ́ṛ
19,495,vā́dya,vā́dya,11511,exact,11511,"bānžàh, vɑ̄̀z 1",bānžàh;vɑ̄̀z
19,495,vāyú-1,vāyú,11544,exact,11544,bayáv (G),bayáv
19,495,vāráyate,vāráyate,11554,loose,11554,"bāeriʌ́ṽ, vɑ̄̀r 4",bāeriʌ́ṽ;vɑ̄̀r
19,495,vāra-2,vāra,11547,exact,11547,"in ċhoṭi-vār and ẓhō-vār (G); bɑ̄́r,",ċhoṭi-vār and ẓhō-vār;bɑ̄́r
19,495,vā́ra-4,vā́ra,11549,exact,11549,bāràh 3,bāràh
19,495,vāraka,vāraka,11550,exact,11550,bāràh 2,bāràh
19,495,vɑ̄́ri,vɑ̄́ri,11327,exact,11327,bhʌýri and in c̣hʌ̀mbʌr,bhʌýri;c̣hʌ̀mbʌr
19,495,vārttā,vārttā,11564-2,exact,11564-2,bɑ̄́l 1,bɑ̄́l
19,495,**vārttā-ālāpa,vārttā-ālāpa,,unmatched,,bɑ̄́lalā̃,bɑ̄́lalā̃
19,495,vɑ̄́la,vɑ̄́la,11403,exact,11403,bɑ̄̀l 2,bɑ̄̀l
19,495,vɑ̄́śyate,vɑ̄́śyate,11589,loose,11589;11435-4,bāšʌ́ṽ,bāšʌ́ṽ
19,495,vāsá-2,vāsá,11591,exact,11591,bhɑ̄́,bhɑ̄́
19,495,**vāśukapakṣin,vāśukapakṣin,,unmatched,,bʌc̣āc̣ (G),bʌc̣āc̣
19,495,vāhayati1,vāhayati,11612,exact,11612,bʌ́ṽ 1,bʌ́ṽ
19,495,viṁśatí,viṁśatí,11616,exact,11616,bī́š,bī́š
19,495,vikartati,vikartati,11621,exact,11621,bēc̣ʌ́ṽ,bēc̣ʌ́ṽ
19,495,vikāla,vikāla,11625,exact,11625,bìāl,bìāl
19,495,*vikālakāla,vikālakāla,11626,exact,11626,bilɑ̄́l,bilɑ̄́l
19,495,*vigrucyate,vigrucyate,11671-3,loose,11671-3,bigōṣʌ́ṽ,bigōṣʌ́ṽ
19,495,vighraha,vighraha,,unmatched,,bilgɑ̄̀ 2,bilgɑ̄̀
19,495,virudhyate,virudhyate,11866,loose,11866,biržʌ́ṽ,biržʌ́ṽ
19,495,vílīyate,vílīyate,11906,loose,11906,bilzʌ́ṽ,bilzʌ́ṽ
19,495,**vilopa-kuṣṭa,vilopa-kuṣṭa,,unmatched,,bilū́ṭh,bilū́ṭh
19,495,vivāhá,vivāhá,11920,exact,11920,biɑ̄́o (G),biɑ̄́o
19,495,viṣá,viṣá,11968,exact,11968,bíṣ (Š),bíṣ
19,495,viṣṭara,viṣṭara,11987,exact,11987,biṭhʌỳri,biṭhʌỳri
19,495,vistārita,vistārita,12008,exact,12008,bʌthḕr,bʌthḕr
19,495,*vīdhradhanus,vīdhradhanus,12052,exact,12052,biẓō̃́ṛ,biẓō̃́ṛ
19,495,vīrá,vīrá,12056,exact,12056,bī̀r 1,bī̀r
19,495,*vunāti,vunāti,11773-2,exact,11773-2,bʌ́ṽ 2,bʌ́ṽ
19,495,vṛkká,vṛkká,12064,loose,12064,ẓū́kh,ẓū́kh
19,495,vṛkṣá,vṛkṣá,12067,loose,12067,bī̀c̣h,bī̀c̣h
19,495,vŕ.kṣate,vŕ.kṣate,12080-3,loose,12080-3,vʌ̀ṣ karʌ́ṽ,vʌ̀ṣ karʌ́ṽ
19,495,vṛddhatara,vṛddhatara,12074,loose,12074,vʌḍḕr,vʌḍḕr
19,495,veṇí-1,veṇí,12093,loose,12093,ēṇ (G),ēṇ
19,495,*vetuka,vetuka,12097-2,loose,12097-2,biyʌ́ṽ 2,biyʌ́ṽ
19,495,veṣṭáyati,veṣṭáyati,12132,loose,12132,bēṭhō̃́ (G),bēṭhō̃́
19,495,veṣṭá,veṣṭá,12130,loose,12130,bēṛī̀,bēṛī̀
19,495,vesana,vesana,12133,loose,12133,vesʌ́ṇ (G),vesʌ́ṇ
19,495,vyāghrá- plus biḍāla,vyāghrá,12193,exact,12193,bhʌgiɑ̄́ṛ (G),bhʌgiɑ̄́ṛ
19,495,vyɑ̄́tta,vyɑ̄́tta,12196,loose,12196,bɑ̄̀tū,bɑ̄̀tū
19,495,vyuṣati,vyuṣati,12220,exact,12220,bhū̀ṣ1,bhū̀ṣ
19,495,*vrajyati,vrajyati,12225-3,exact,12225-3,biyʌ́ṽ 1 (see also ápaiti),biyʌ́ṽ
19,495,śákti-1,śákti,12250,exact,12250,šʌ̀th,šʌ̀th
19,495,śakvara,śakvara,12256,exact,12256,šàkhur,šàkhur
19,495,śatá,śatá,12278,exact,12278,šav (G); šʌ́l 1 (J),šav;šʌ́l
19,495,śamáyati,śamáyati,12303,exact,12303,šamʌ́ṽ,šamʌ́ṽ
19,495,śámba,śámba,12311,exact,12311,šʌ̀m 2,šʌ̀m
19,495,śámyā,śámyā,12317,exact,12317,šamkéy (G),šamkéy
20,496,śɑ́yɑnɑ,śɑ́yɑnɑ,12323,loose,12323,šʌ̀ṽ 1,šʌ̀ṽ
20,496,*śɑrɑti,śɑrɑti,12328,exact,12328,šarʌ́ṽ,šarʌ́ṽ
20,496,śarád,śarád,12329,exact,12329,šɛrov (B); šárʌv (G); šʌ̀rʌl (J),šɛrov;šárʌv;šʌ̀rʌl
20,496,śarabhá-1,śarabhá,12331,exact,12331,šʌrɑ̄́,šʌrɑ̄́
20,496,*śarṇa,śarṇa,12326-2,exact,12326-2,šān (B); in šʌndɑ̄̀l (J),šān;šʌndɑ̄̀l
20,496,*śalakka,śalakka,12345,exact,12345,šʌlɑ̄́kh,šʌlɑ̄́kh
20,496,śalyá-1,śalyá,12352,exact,12352,šyäl 1 (B),šyäl
20,496,śāka-2,śāka,12370,exact,12370,šɑ̄̀,šɑ̄̀
20,496,śākhyá,śākhyá,12379,exact,12379,šā̀ko,šā̀ko
20,496,śāṅkhika,śāṅkhika,12380,exact,12380,šōṅg (B),šōṅg
20,496,śārayati,śārayati,12404,exact,12404,šarʌ́ṽ,šarʌ́ṽ
20,496,śāli,śāli,12415,exact,12415,šḗl,šḗl
20,496,śiṁśápā,śiṁśápā,12424,exact,12424,šìšʌṽ,šìšʌṽ
20,496,śiṁhāṇa,śiṁhāṇa,12582-3,exact,12582-3,šā̃̀,šā̃̀
20,496,śíkṣate,śíkṣate,12430,disambiguated,12430;13426,c̣hiʌ́ṽ 2,c̣hiʌ́ṽ
20,496,śītalá,śītalá,12487,exact,12487,šíli,šíli
20,496,śīrṣá,śīrṣá,12497,exact,12497,ṣìṣ,ṣìṣ
20,496,śuktá,śuktá,12504,exact,12504,šū̀th,šū̀th
20,496,śukrá,śukrá,12506,exact,12506,šàkʌr 2,šàkʌr
20,496,śuṇḍā-1,śuṇḍā,12516,exact,12516,šúṇḍʌy,šúṇḍʌy
20,496,śúddhi,śúddhi,12523,exact,12523,šíd,šíd
20,496,śubha,śubha,12532,exact,12532,šṓ 2,šṓ
20,496,śubhāná,śubhāná,12536,exact,12536,šōn (G),šōn
20,496,śuṣkita,śuṣkita,,unmatched,,šìkh,šìkh
20,496,śúṣyati1,śúṣyati,12559,exact,12559,šišʌ́ṽ,šišʌ́ṽ
20,496,śū́la- plus kaṇṭa-1,śū́la,12575,exact,12575,šilkʌṇḍàh,šilkʌṇḍàh
20,496,śūlyati,śūlyati,12576-2,exact,12576-2,šilʌ́ṽ,šilʌ́ṽ
20,496,śṛgālá,śṛgālá,12578,loose,12578,ṣiɑ̄́l (G); šɑ̄̀l (Š),ṣiɑ̄́l;šɑ̄̀l
20,496,*śṛṅkha,śṛṅkha,12582-2,loose,12582-2,ṣī̃̀,ṣī̃̀
20,496,*śṛṅkhati,śṛṅkhati,12579,loose,12579,ṣū̃̀ karʌ́ṽ,ṣū̃̀ karʌ́ṽ
20,496,śŕṇ̇ga,śŕṇ̇ga,12583,loose,12583,ṣíṅg,ṣíṅg
20,496,śṛṅgāṭa,śṛṅgāṭa,12590,loose,12590,ṣiṅgḕl,ṣiṅgḕl
20,496,śṛṇóti,śṛṇóti,12598,loose,12598,ṣuyʌ́ṽ,ṣuyʌ́ṽ
20,496,śṛtaśīta,śṛtaśīta,,unmatched,,in šišā̃̀ ghī́l,šišā̃̀ ghī́l
20,496,śeṣa,śeṣa,12611,loose,12611,in ṣiṣā̃̀ 1,ṣiṣā̃̀
20,496,śyāmá,śyāmá,12664,exact,12664,in šʌ̀ṽ2-nī̀l,šʌ̀ṽ-nī̀l
20,496,*śraṭṭa,śraṭṭa,12675,exact,12675,ṣòṭh,ṣòṭh
20,496,śráyati × sájati,śráyati × sájati,,unmatched,,ṣʌ́ṽ,ṣʌ́ṽ
20,496,*śrāya,śrāya,12694,exact,12694,in ṣòyṇi (Š),ṣòyṇi
20,496,*śrū,śrū,12715,exact,12715,in ṣùl 2,ṣùl
20,496,*śreḍa,śreḍa,12717,loose,12717,ṣṑ,ṣṑ
20,496,śreṇya,śreṇya,12719,loose,12719,ṣĩ́ṛi,ṣĩ́ṛi
20,496,**śróṇi-snāru,śróṇi-snāru,,unmatched,,ṣʌynɑ̄́r (G),ṣʌynɑ̄́r
20,496,ślakṣṇá,ślakṣṇá,12732,exact,12732,ńā̃ṛ (B),ńā̃ṛ
20,496,śváśura,śváśura,12753,exact,12753,šū̀r 3,šū̀r
20,496,*śvaśuriya,śvaśuriya,12757,exact,12757,"šērī̀ (G, Š)",šērī̀
20,496,śvāsá,śvāsá,12769,exact,12769,in dhī̀s,dhī̀s
20,496,ṣáṭka,ṣáṭka,12780,exact,12780,"čhikàh, ṣokàh",čhikàh;ṣokàh
20,496,ṣaṇḍhá,ṣaṇḍhá,12270-5,manual,12270-5,"šʌ̀ṇḍ˚, šã̀ṛ",šʌ̀ṇḍ˚;šã̀ṛ
20,496,ṣáṣ,ṣáṣ,12803,exact,12803,ṣòh,ṣòh
20,496,ṣoḍaśa,ṣoḍaśa,12812,common-base,12812;12812-2,ṣòvʌyši S,ṣòvʌyši S
20,496,sá-1,sá,12815,exact,12815,"sòh, sùh",sòh;sùh
20,496,sa- plus póta-1,sa,12816,exact,12816,sʌpùi (Š),sʌpùi
20,496,saṁkuṭati,saṁkuṭati,12825,exact,12825,sukṛàh,sukṛàh
20,496,saṁbhālayati,saṁbhālayati,12962-2,exact,12962-2,sʌmbɑ̄̀l,sʌmbɑ̄̀l
20,496,saṁmāti,saṁmāti,12975,exact,12975,savʌ́ṽ 2,savʌ́ṽ
20,496,*saṁmāpayati,saṁmāpayati,12977,exact,12977,savʌ́ṽ 1,savʌ́ṽ
20,496,saṁmukha,saṁmukha,12982,manual,12982;13317,in samgõ (B) and in sā̃ aṅgō̃́ (G),samgõ (B);sā̃ aṅgō̃́
20,496,sáktu,sáktu,13070,exact,13070,sʌtū́,sʌtū́
20,496,sakthán,sakthán,13073,exact,13073,sʌỳthi,sʌỳthi
20,496,sákhi,sákhi,13074,exact,13074,suhlī̀,suhlī̀
20,496,*satera-1,satera,13106,loose,13106,sī̀r 1,sī̀r
20,496,satyá,satyá,13112,exact,13112,sāċh (G),sāċh
20,496,sanóti,sanóti,13126,loose,13126,sanʌ́ṽ,sanʌ́ṽ
20,496,saptá,saptá,13139,exact,13139,sɑ̄̀th1,sɑ̄̀th
20,496,saptádaśa,saptádaśa,13146,exact,13146,sʌtɑ̄̀lʌš,sʌtɑ̄̀lʌš
20,496,samá-1,samá,13173,exact,13173,sʌ́ỹ 2,sʌ́ỹ
20,496,**samaka-sanóti,samaka-sanóti,,unmatched,,saṅgsʌ́ṽ,saṅgsʌ́ṽ
21,497,samyák,samyák,13245,exact,13245,sʌ́m,sʌ́m
21,497,sɑ́rɑndɑ,sɑ́rɑndɑ,13248,loose,13248,sā́ṇḍ (G),sā́ṇḍ
21,497,sɑ́rɑs,sɑ́rɑs,13254,manual,12332;13254,sʌ́r 1,sʌ́r
21,497,sarasara,sarasara,13257,exact,13257,sʌ́r 7 -sʌr karʌ́ṽ,sʌ́r  -sʌr karʌ́ṽ
21,497,sarpá,sarpá,13271,exact,13271,sāp 1 (G),sāp
21,497,sarpiṇī,sarpiṇī,13274,exact,13274,sapṇéỹ (G),sapṇéỹ
21,497,sárva,sárva,13276,exact,13276,in sʌb-dū́ or sáv (G); sʌphɑ̄̀ (J),sʌb-dū́;sáv;sʌphɑ̄̀
21,497,salilá,salilá,13288,exact,13288,sʌỳli,sʌỳli
21,497,sahāya,sahāya,13309,exact,13309,sā (G); sʌhɑ̄̀ (J),sā;sʌhɑ̄̀
21,497,**sāṁmukhastha,sāṁmukhastha,,unmatched,,sāmùṭh,sāmùṭh
21,497,sɑ̄́ṇḍa,sɑ̄́ṇḍa,13331,manual,12797;13331,sʌṇḍ (B); sɑ̄́ṇḍ˚ 1 (J),sʌṇḍ;sɑ̄́ṇḍ˚
21,497,sā́pta,sā́pta,13343,exact,13343,sʌtàh,sʌtàh
21,497,sɑ̄́ra-2,sɑ̄́ra,13260,exact,13260,sɑ̄̀r 2,sɑ̄̀r
21,497,siṁhá,siṁhá,13384,exact,13384,in síū 1 -kʌ̀rū,síū  -kʌ̀rū
21,497,sikatā- or sikatilá,sikatā- or sikatilá,,unmatched,,sìgʌl,sìgʌl
21,497,siddha-2,siddha,13401,exact,13401,sìdā,sìdā
21,497,síndhu,síndhu,13415,exact,13415,sī̀n,sī̀n
21,497,*sīṭṭa,sīṭṭa,13427,exact,13427,siṭī̀,siṭī̀
21,497,sī́tā,sī́tā,13428,exact,13428,sī̃̀ 1,sī̃̀
21,497,sīmán,sīmán,13435,exact,13435,"síū̃ 1 , sī̃̀ 2",síū̃;sī̃̀
21,497,sīvana,sīvana,13443,exact,13443,sibʌṇō̃́ (Š),sibʌṇō̃́
21,497,sī́vyati,sī́vyati,13444,exact,13444,siyʌ́ṽ,siyʌ́ṽ
21,497,su- plus dákṣa,su,,unmatched,,sudàc̣h,sudàc̣h
21,497,sukhāyate,sukhāyate,13452,loose,13452,connected with sḕl 1,connected with sḕl
21,497,sughaṭa,sughaṭa,13460,exact,13460,sugɑ̄̀,sugɑ̄̀
21,497,*sutthanā,sutthanā,13468,exact,13468,sutʌ́ỹ (G),sutʌ́ỹ
21,497,suptá,suptá,13479,exact,13479,sùth,sùth
21,497,*supna,supna,13481,exact,13481,sìū̃ 2,sìū̃
21,497,*suppāra,suppāra,13482,exact,13482,sipārī́,sipārī́
21,497,*sumbha,sumbha,13495,exact,13495,sumbàh,sumbàh
21,497,surasa,surasa,,unmatched,,surùs,surùs
21,497,suruṅgā,suruṅgā,13506,exact,13506,surúṅg,surúṅg
21,497,suvárṇa,suvárṇa,13519,exact,13519,suvɑ̄̀n 1,suvɑ̄̀n
21,497,suvā́stu,suvā́stu,13531,exact,13531,"súāth, sṓth",súāth;sṓth
21,497,*suvelā,suvelā,13533,loose,13533,suhíli,suhíli
21,497,*suśobha,suśobha,13534,loose,13534,šṑšā,šṑšā
21,497,susthira,susthira,13541,exact,13541,sutràh,sutràh
21,497,*sūṅkṣa,sūṅkṣa,13548,exact,13548,ṣū̃̀ṣ,ṣū̃̀ṣ
21,497,sūcī́,sūcī́,13551,exact,13551,sùī̃,sùī̃
21,497,sū́tra,sū́tra,13561,exact,13561,sutʌ́r,sutʌ́r
21,497,sū́pya,sū́pya,13573,exact,13573,sū̀ph,sū̀ph
21,497,sūrī,sūrī,13574-4,exact,13574-4,suī̀ri,suī̀ri
21,497,sṛtí,sṛtí,13577,loose,13577,sàṛʌkh,sàṛʌkh
21,497,sétu,sétu,13585,loose,13585,sī̀ 1,sī̀
21,497,sehuṇḍa,sehuṇḍa,13599,loose,13599,sṓṇḍ˚,sṓṇḍ˚
21,497,saira,saira,13602a,exact,13602a,sī́r 3,sī́r
21,497,*sotrī,sotrī,13604,loose,13604,sùīc̣,sùīc̣
21,497,*skar,skar,13645,exact,13645,kharʌ́ṽ,kharʌ́ṽ
21,497,*skāra,skāra,13649,exact,13649,khār (G),khār
21,497,*skuṣṭa,skuṣṭa,13661-2,exact,13661-2,khuth (G),khuth
21,497,*stabhira,stabhira,13680,exact,13680,in ʌ́kh 1 -ṭhērā̀,ʌ́kh  -ṭhērā̀
21,497,sthávi,sthávi,13746,exact,13746,ṭhīlī̀,ṭhīlī̀
21,497,sthūlá- plus *thobba,sthūlá,13776,exact,13776,tholthóph,tholthóph
21,497,**sthūlavṛkṣa,sthūlavṛkṣa,,unmatched,,thulī̀ṣ,thulī̀ṣ
21,497,*sparvati,sparvati,13808,exact,13808,pharʌ́ṽ,pharʌ́ṽ
