Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p5:e19,5,baṭ,baṭ,,"ability (like to compose a koḷ) [EVS feat, clever deed] koḷ kaṭvōṛ idām entl baṭ vēko (koḷ kaṭvōrrām entl baṭ vēko).If you want to to compose a kol you need a lot of talent, ability, cleverness",,,,,"baṭ — ability (like to compose a koḷ) [EVS feat, clever deed] koḷ kaṭvōṛ idām entl baṭ vēko (koḷ kaṭvōrrām entl baṭ vēko).If you want to to compose a kol you need a lot of talent, ability, cleverness"
ingested,wolf-kota:p5:e20,5,batāv īlād,batāv īlād,,without knowing,,,yes,,batāv īlād — [-] without knowing
ingested,wolf-kota:p5:e21,5,baṭbayr,baṭbayr,,clothes and all,,,yes,,baṭbayr — [-] clothes and all
ingested,wolf-kota:p5:e22,5,baytel,baytel,,leaf for rolling tobacco cigar II: 35,,,,,baytel — leaf for rolling tobacco cigar II: 35
ingested,wolf-kota:p5:e23,5,bāgm,bāgm,,"division, portion, part; direction (I: 94)",,,,,"bāgm — division, portion, part; direction (I: 94)"
ingested,wolf-kota:p5:e24,5,bāyk,bāyk,,left over (<H/U),,,,,bāyk — left over (<H/U)
ingested,wolf-kota:p5:e25,5,belm,belm,,"strong, sturdy",,,yes,,"belm — [-] strong, sturdy"
ingested,wolf-kota:p5:e26,5,beṇḍ,beṇḍ,,bend in the road,,,,,beṇḍ — bend in the road
ingested,wolf-kota:p5:e27,5,bējārm,bējārm,,"hard times, extreme difficulty (climbing hill; when no money for important thing like operation; great fear of something happening)",,,yes,,"bējārm — [-] hard times, extreme difficulty (climbing hill; when no money for important thing like operation; great fear of something happening)"
ingested,wolf-kota:p5:e28,5,bēṛ,bēṛ,,terraced land,,,yes,,bēṛ — [-] terraced land
ingested,wolf-kota:p5:e29,5,bēyd,bēyd,,diarrhoea,,,yes,,bēyd — [-] diarrhoea
ingested,wolf-kota:p5:e30,5,bom elk,bom elk,,wooden pestle (form of god V: 243),,,,,bom elk — wooden pestle (form of god V: 243)
ingested,wolf-kota:p5:e31,5,bōckāy,bōckāy,,"a bitter intoxicating decoction made from the spent, dry pods of the opium poppy",,,,,"bōckāy — a bitter intoxicating decoction made from the spent, dry pods of the opium poppy"
ingested,wolf-kota:p5:e32,5,bōgm,bōgm,,agricultural season,,,,,bōgm — agricultural season
ingested,wolf-kota:p5:e33,5,bōnk,bōnk,,hollow in tree,4452,related,,,bōnk — [4452] hollow in tree
ingested,wolf-kota:p5:e34,5,“bore”,“bore”,,"angry, annoyed",,,,,"“bore” — angry, annoyed"
ingested,wolf-kota:p5:e35,5,bujm,bujm,,“shoulder and upper arm” (Skt. bhuja-),,,,,bujm — [EVS] “shoulder and upper arm” (Skt. bhuja-)
ingested,wolf-kota:p5:e36,5,buyd,buyd,,sense (I: 60),,,,,buyd — sense (I: 60)
ingested,wolf-kota:p5:e37,5,būvyḷ,būvyḷ,,"nickname for korykēr people of Ticgar, who kept dying. meaning? II: 42",,,,,"būvyḷ — nickname for korykēr people of Ticgar, who kept dying. meaning? II: 42"
ingested,wolf-kota:p5:e38,5,būym,būym,,land (bhūmī),,,,,būym — land (bhūmī)
ingested,wolf-kota:p6:e1,6,cac- (cac-),cac-,,"“to hammer with heavy blows, [pat, stroke not confirmed] kill (animal)” [esp. Kurgōj mānt, Kolmēl mānt is tac-]; (rain) beats down heavily (I: 65)",2322,direct,,,"cac- (cac-) — (2322) “to hammer with heavy blows, [pat, stroke not confirmed] kill (animal)” [esp. Kurgōj mānt, Kolmēl mānt is tac-]; (rain) beats down heavily (I: 65)"
ingested,wolf-kota:p6:e2,6,cadm,cadm,,"sound (of reed and drum ensemble, etc.)",2352,direct,,,"cadm — (2352c) sound (of reed and drum ensemble, etc.)"
ingested,wolf-kota:p6:e3,6,caganm; cavanm,caganm; cavanm,,bad omen,,,yes,,caganm; cavanm — [-] bad omen
ingested,wolf-kota:p6:e4,6,cakaṭm,cakaṭm,,"difficulty, hardship, weakness caused by illness",,,yes,,"cakaṭm — [-] difficulty, hardship, weakness caused by illness"
ingested,wolf-kota:p6:e5,6,caḷ,caḷ,,“act of troubling or causing trouble”,2414,direct,,,caḷ — (2414) “act of troubling or causing trouble”
ingested,wolf-kota:p6:e6,6,calc- (calc-),calc-,,"“to pay (dept, vow) inform”; to serve (food) I: 153 (offer ney to munisvara)",2781,direct,,,"calc- (calc-) — (2781) “to pay (dept, vow) inform”; to serve (food) I: 153 (offer ney to munisvara)"
ingested,wolf-kota:p6:e7,6,calcād,calcād,,"agreeably, helpfully, without saying “no, enough”; selflessly",,,yes,,"calcād — [-] agreeably, helpfully, without saying “no, enough”; selflessly"
ingested,wolf-kota:p6:e8,6,calg,calg,,"“a grain measure” [T: calakai, 1/3 poti or bullock load]",2365,direct,,,"calg — (2365) “a grain measure” [T: calakai, 1/3 poti or bullock load]"
ingested,wolf-kota:p6:e9,6,caḷnīr,caḷnīr,,water mixed with cow dung,,,,,caḷnīr — water mixed with cow dung
ingested,wolf-kota:p6:e10,6,calugay,calugay,,"patronage, protection I: 92",,,,,"calugay — [Tamil, calikai, calukai] patronage, protection I: 92"
ingested,wolf-kota:p6:e11,6,calv- (cald-),calv-,cald-,to become bored by repeated activity,,,yes,,calv- (cald-) — [-] to become bored by repeated activity
ingested,wolf-kota:p6:e12,6,cambārc- (cambārc-),cambārc-,,collect (wages),,,yes,,cambārc- (cambārc-) — [-] collect (wages)
ingested,wolf-kota:p6:e13,6,camn,camn,,"together, at the same time",,,,,"camn — [Skt. sama?] together, at the same time"
ingested,wolf-kota:p6:e14,6,cand,cand,,"beautiful (=santānam, pasand III: 66a)",,,,,"cand — beautiful (=santānam, pasand III: 66a)"
ingested,wolf-kota:p6:e15,6,candanm,candanm,,neatness,,,yes,,candanm — [-] neatness
ingested,wolf-kota:p6:e16,6,candānm,candānm,,"patience, self control",,,yes,,"candānm — [-] patience, self control"
ingested,wolf-kota:p6:e17,6,candy/candyl,candy,candyl,"(direct/to 3rd person) one who continually asks for money etc./welcher, one unable or unwilling to contribute, pay rent, debt",,,yes,,"candy/candyl — [-] (direct/to 3rd person) one who continually asks for money etc./welcher, one unable or unwilling to contribute, pay rent, debt"
ingested,wolf-kota:p6:e18,6,cangaṛ,cangaṛ,,"helper, assistant, accompanying person; protection",,,yes,,"cangaṛ — [-] helper, assistant, accompanying person; protection"
ingested,wolf-kota:p6:e19,6,cāl,cāl,,furrow,,,,,cāl — furrow
ingested,wolf-kota:p6:e20,6,capār,capār,,ceremonial canopy; II: 32,,,,,capār — [Tamil capparam ?] ceremonial canopy; II: 32
ingested,wolf-kota:p6:e21,6,carcarn,carcarn,,quickly,,,yes,,carcarn – [-] quickly
ingested,wolf-kota:p6:e22,6,cark,cark,,spices or country brew (Tamil: carakku),,,,,cark — spices or country brew (Tamil: carakku)
ingested,wolf-kota:p6:e23,6,carṛ,carṛ,,(2356 carḍ) “flat neckband closely fitting”,,,,,carṛ — (2356 carḍ) “flat neckband closely fitting”
ingested,wolf-kota:p6:e24,6,cat,cat,,chaff,2317,related,,,cat — [2317] chaff
ingested,wolf-kota:p6:e25,6,caṭ,caṭ,,dead (I: 63) [<shut?],,,,,caṭ — dead (I: 63) [<shut?]
ingested,wolf-kota:p6:e26,6,caṭkārn/kārc,caṭkārn,kārc,man/woman of foreign origin settled in India,,,yes,,caṭkārn/kārc — [-] man/woman of foreign origin settled in India
ingested,wolf-kota:p6:e27,6,caṭm,caṭm,,"rule, tribal custom",2304,direct,,,"caṭm — (2304) rule, tribal custom"
ingested,wolf-kota:p6:e28,6,caṭykōl,caṭykōl,,woman’s cooking implement (* tongs or stick for piṭ?),,,,,caṭykōl — woman’s cooking implement (* tongs or stick for piṭ?)
ingested,wolf-kota:p6:e29,6,catyēv,catyēv,,oath (EVS) (I: 65),,,,,catyēv — oath (EVS) (I: 65)
ingested,wolf-kota:p6:e30,6,cavāry,cavāry,,"running (<H/U?), EVS: cavāry viṛ- (viṭ-) “gallop”",,,,,"cavāry — running (<H/U?), EVS: cavāry viṛ- (viṭ-) “gallop”"
ingested,wolf-kota:p6:e31,6,cavn,cavn,,bad omen,,,,,cavn — bad omen
ingested,wolf-kota:p6:e32,6,cayv,cayv,,“taste left in mouth for food just eaten” (used metaphorically for enjoyable things that one has a “taste” of and wants more—like fire on a cold night); burning desire; covetousness cayv āg- (āy-/ān-) — to taste good ōriṛḷk cayvāyṛ oṛo — it is tasteful to hear,2396,direct,,,cayv — (2396) “taste left in mouth for food just eaten” (used metaphorically for enjoyable things that one has a “taste” of and wants more—like fire on a cold night); burning desire; covetousness cayv āg- (āy-/ān-) — to taste good ōriṛḷk cayvāyṛ oṛo — it is tasteful to hear
ingested,wolf-kota:p6:e33,6,cāk- (cāyk-),cāk-,cāyk-,"make grow, rear, support",2427,direct,,,"cāk- (cāyk-) — (2427) make grow, rear, support"
ingested,wolf-kota:p6:e34,6,cākāṛ,cākāṛ,,an untruth,,,yes,,cākāṛ — [-] an untruth
ingested,wolf-kota:p6:e35,6,cākm/cāpm,cākm,cāpm,curse,,,yes,,cākm/cāpm — [-] curse
ingested,wolf-kota:p6:e36,6,cāmbrāṇy/cāmvarāṇi,cāmbrāṇy,cāmvarāṇi,gum benzoine/incense,,,,,cāmbrāṇy/cāmvarāṇi — gum benzoine/incense
ingested,wolf-kota:p7:e1,7,cār- (cāry-),cār-,cāry-,“to tell news of in all places”; confirmed with D. 12/31/00. go to each house and tell of the child naming. this refers only to within the village. for all villages it would be ēyūr oṛvkve,2486,direct,,,cār- (cāry-) — (2486) “to tell news of in all places”; confirmed with D. 12/31/00. go to each house and tell of the child naming. this refers only to within the village. for all villages it would be ēyūr oṛvkve
ingested,wolf-kota:p7:e2,7,cāry,cāry,,“near” next to,2460,direct,,,cāry — (2460) “near” next to
ingested,wolf-kota:p7:e3,7,cāvrm,cāvrm,,"the number 1,000",11,related,,,"cāvrm — (app. 11) the number 1,000"
ingested,wolf-kota:p7:e4,7,ceḷ,ceḷ,,"2790 DEDR long, round stick of fairly large size (see aḍceḷ in funeral)",,,,,"ceḷ — 2790 DEDR long, round stick of fairly large size (see aḍceḷ in funeral)"
ingested,wolf-kota:p7:e5,7,celing,celing,,in celing viydo (?): sprinkling water on ground around cooking area to purify (I: 45) see vid-,,,,,celing — in celing viydo (?): sprinkling water on ground around cooking area to purify (I: 45) see vid-
ingested,wolf-kota:p7:e6,7,cellam (Tamil?),cellam (Tamil?),,"free, full of amusement",,,,,"cellam (Tamil?) — free, full of amusement"
ingested,wolf-kota:p7:e7,7,ceḷ nīr,ceḷ nīr,,dung water (sp?),,,,,ceḷ nīr — dung water (sp?)
ingested,wolf-kota:p7:e8,7,celpārn,celpārn,,"activities one shouln’t talk about, drinking arrack, prostitution, etc. or used so 3rd party does understand what one is referring to (even if the activity is legitimate) (Kurgōj kaṇmara mānt)",,,yes,,"celpārn — [-] activities one shouln’t talk about, drinking arrack, prostitution, etc. or used so 3rd party does understand what one is referring to (even if the activity is legitimate) (Kurgōj kaṇmara mānt)"
ingested,wolf-kota:p7:e9,7,ceḷyceḷyp,ceḷyceḷyp,,"a dancing mood, more generally plentifulness or abundance, [Tamil: celippu]",,,,,"ceḷyceḷyp — a dancing mood, more generally plentifulness or abundance, [Tamil: celippu]"
ingested,wolf-kota:p7:e10,7,ceṇḍ,ceṇḍ,,"a ball made of cow dung, nakarg, pacāl pūdy (ash from the doḍtic at devr), gold, copper, iron, brass, and silver",,,yes,,"ceṇḍ — [-] a ball made of cow dung, nakarg, pacāl pūdy (ash from the doḍtic at devr), gold, copper, iron, brass, and silver"
ingested,wolf-kota:p7:e11,7,cepkoṛm,cepkoṛm,,"copper pot (tamil, ceppukkuṭam); kind of pot used in kotanm ritual II: 25",,,,,"cepkoṛm — copper pot (tamil, ceppukkuṭam); kind of pot used in kotanm ritual II: 25"
ingested,wolf-kota:p7:e12,7,ceṛil,ceṛil,,lightning,,,yes,,ceṛil — [-] lightning
ingested,wolf-kota:p7:e13,7,cerngl,cerngl,,“corner of cloak or piece of cloth”,2796,direct,,,cerngl — (2796) “corner of cloak or piece of cloth”
ingested,wolf-kota:p7:e14,7,cet [ceṭ],cet [ceṭ,,stench,2760,related,,,cet [ceṭ] — [2760] stench
ingested,wolf-kota:p7:e15,7,ceṭṭiyār,ceṭṭiyār,,"Chettiar, a Tamil mercantile caste who used to act as intermediaries of trade between Nilgiri hill communities and peoples of the plains",,,,,"ceṭṭiyār — Chettiar, a Tamil mercantile caste who used to act as intermediaries of trade between Nilgiri hill communities and peoples of the plains"
ingested,wolf-kota:p7:e16,7,cēr- (cēd-) cēd-/cēdy- (cēdy-),cēr- (cēd-) cēd-,cēdy-,"“to arrive, join, gather (intr.)”",2814,direct,,,"cēr- (cēd-) cēd-/cēdy- (cēdy-) — (2814) “to arrive, join, gather (intr.)”"
ingested,wolf-kota:p7:e17,7,cēg-,cēg-,,to throw (gras on side of temple) (sp? I: 44),,,,,cēg- — to throw (gras on side of temple) (sp? I: 44)
ingested,wolf-kota:p7:e18,7,cēl marm,cēl marm,,"has fruit, but no particular significance in Kolmel. The big tree in Mēnāṛ is a cēl tree.",,,,,"cēl marm — has fruit, but no particular significance in Kolmel. The big tree in Mēnāṛ is a cēl tree."
ingested,wolf-kota:p7:e19,7,cēmb,cēmb,,side,,,yes,,cēmb — [-] side
ingested,wolf-kota:p7:e20,7,cēr,cēr,,“mud”,2020,direct,,,cēr — (2020) “mud”
ingested,wolf-kota:p7:e21,7,-cētne,-cētne,,-also; even,2814,related,,,-cētne — [2814] -also; even
ingested,wolf-kota:p7:e22,7,cēv,cēv,,"EVS: appointed place (check) (Duryodana says yes: kimēr cevk vadr, come to the place called kimēr; toḍbāl, vikymarm cēvl ig; where does it hurt? if it hurts in the back somewhere that one can’t point to exactly, one puts the hand behind the back and points and says, in this area “icēv”",,,,,"cēv — EVS: appointed place (check) (Duryodana says yes: kimēr cevk vadr, come to the place called kimēr; toḍbāl, vikymarm cēvl ig; where does it hurt? if it hurts in the back somewhere that one can’t point to exactly, one puts the hand behind the back and points and says, in this area “icēv”"
ingested,wolf-kota:p7:e23,7,cig/cigl,cig,cigl,"“shame, self respect” II: 9",2500,direct,,,"cig/cigl — (2500) “shame, self respect” II: 9"
ingested,wolf-kota:p7:e24,7,cigv- (cigt-),cigv-,cigt-,"to rip, tear (leaf, paper)",,,yes,,"cigv- (cigt-) — [-] to rip, tear (leaf, paper)"
ingested,wolf-kota:p7:e25,7,cik- (ciky-),cik-,ciky-,"“to be cause, get in trouble, be got, obtained”; be entangled, caught up",2498,direct,,,"cik- (ciky-) — (2498) “to be cause, get in trouble, be got, obtained”; be entangled, caught up"
ingested,wolf-kota:p7:e26,7,cikāṭ,cikāṭ,,a ritual game (I: 97),,,,,cikāṭ — a ritual game (I: 97)
ingested,wolf-kota:p7:e27,7,cikc- (cikc-),cikc-,,"wedge, insert “make be caught, get, obtain” (i.e. after searching)",2498,direct,,,"cikc- (cikc-) — (2498) wedge, insert “make be caught, get, obtain” (i.e. after searching)"
ingested,wolf-kota:p7:e28,7,cikmuk gey- (gic),cikmuk gey- (gic),,"make fire by striking iron against flint (kebgal stone) (I: 2). botht his and neyjkol are done in the dodvay, but only neyjkol in the guryval.",,,,,"cikmuk gey- (gic) — make fire by striking iron against flint (kebgal stone) (I: 2). botht his and neyjkol are done in the dodvay, but only neyjkol in the guryval."
ingested,wolf-kota:p7:e29,7,cil,cil,,branch of tree,2587,direct,,,cil — (2587) branch of tree
ingested,wolf-kota:p7:e30,7,cingayṇcīrm,cingayṇcīrm,,"(2596+1184 + 2632) Gotgarn’s pullstring bag with one paṇm gold in it, scepter of office",,,,,"cingayṇcīrm — (2596+1184 + 2632) Gotgarn’s pullstring bag with one paṇm gold in it, scepter of office"
ingested,wolf-kota:p7:e31,7,cingāyṛ bangāyṛ,cingāyṛ bangāyṛ,,beautiful woman adorned with jewelry,,,,,cingāyṛ bangāyṛ — beautiful woman adorned with jewelry
ingested,wolf-kota:p8:e1,8,cinm,cinm,,gold,2596,direct,,,cinm — (2596) gold
ingested,wolf-kota:p8:e2,8,cirdēv,cirdēv,,"state of flourishing, well being",,,,,"cirdēv — [Sri Devi?] state of flourishing, well being"
ingested,wolf-kota:p8:e3,8,ciryavāyn,ciryavāyn,,16-17 years of age,,,yes,,ciryavāyn — [-] 16-17 years of age
ingested,wolf-kota:p8:e4,8,cīl (III:18a),cīl (III:18a),,"breath, life, sound (think about connections between these meanings). (2680 life; air, blast of air from bellows; noise, small noise). play kol without taking a breath, i.e. circular breathing: cīl pact irpkōṛo",,,,,"cīl (III:18a) — breath, life, sound (think about connections between these meanings). (2680 life; air, blast of air from bellows; noise, small noise). play kol without taking a breath, i.e. circular breathing: cīl pact irpkōṛo"
ingested,wolf-kota:p8:e5,8,cīm,cīm,,area (I: 55),,,yes,,cīm — [-] area (I: 55)
ingested,wolf-kota:p8:e6,8,cīpaṛ- (cīpaṭ-),cīpaṛ-,cīpaṭ-,to get scolded,,,yes,,cīpaṛ- (cīpaṭ-) — [-] to get scolded
ingested,wolf-kota:p8:e7,8,cīpaṭṭu,cīpaṭṭu,,experiencing difficulty or hardship (prob. related to tamil cīrkeṭu),,,,,cīpaṭṭu — experiencing difficulty or hardship (prob. related to tamil cīrkeṭu)
ingested,wolf-kota:p8:e8,8,condm,condm,,"(DBIA 177) “close relationship, ownerhip; one’s own”; <Skt. sva- one’s own.",,,,,"condm — (DBIA 177) “close relationship, ownerhip; one’s own”; <Skt. sva- one’s own."
ingested,wolf-kota:p8:e9,8,corv- (cord-),corv-,cord-,“(milk) streams from udder by itself” (milk) flows freely from udders; to salivate under the tongue,2883,direct,,,corv- (cord-) — (2883) “(milk) streams from udder by itself” (milk) flows freely from udders; to salivate under the tongue
ingested,wolf-kota:p8:e10,8,coṭ- (coṭy-),coṭ-,coṭy-,"to leak “fall in drops, drizzle”; to sweat (I: 54)",2835,direct,,,"coṭ- (coṭy-) — (2835) to leak “fall in drops, drizzle”; to sweat (I: 54)"
ingested,wolf-kota:p8:e11,8,cot,cot,,"wealth, property; (cot-kāṛ appear together I: 59)",,,,,"cot — [TL <Skt svam] wealth, property; (cot-kāṛ appear together I: 59)"
ingested,wolf-kota:p8:e12,8,cot,cot,,bald,2838|3,related|related,,,cot — [2838b see Tamil Lexicon coṭṭai 3] bald
ingested,wolf-kota:p8:e13,8,coṭc- (coṭc-),coṭc-,,"to cause to leak, fall in drops, etc.",2835,related,,,"coṭc- (coṭc-) — [2835] to cause to leak, fall in drops, etc."
ingested,wolf-kota:p8:e14,8,coyrājm,coyrājm,,"freedom, independence",,,,,"coyrājm — [Skt svarāra] freedom, independence"
ingested,wolf-kota:p8:e15,8,cōban,cōban,,"happiness, blessing, relief (in Rangan’s song, kōveke mōḷniyo), prob. śōbhana",,,,,"cōban — happiness, blessing, relief (in Rangan’s song, kōveke mōḷniyo), prob. śōbhana"
ingested,wolf-kota:p8:e16,8,cōdan + iḍ- (iṭ-),cōdan + iḍ-,iṭ-,the swaying back and forth motion associated with hoeing. Usually used with verb to put or plant.,,,yes,,cōdan + iḍ- (iṭ-) — [-] the swaying back and forth motion associated with hoeing. Usually used with verb to put or plant.
ingested,wolf-kota:p8:e17,8,cōkm,cōkm,,"misfortune (= Tamil pāvam); Ta: cōkam “distress, calamity, suffering, grief” (Winslow, 522). IV: 33",,,,,"cōkm — [Skt śoka?] misfortune (= Tamil pāvam); Ta: cōkam “distress, calamity, suffering, grief” (Winslow, 522). IV: 33"
