Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,List_Code,List_Name,Source_Group,Reliability,Raw_Form,Form,Continuation_Lines,Review,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,hallberg1992pashto,98,80,2,head,KHR,Kandahar Pashto,Southern,A,sVr,sʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 80, item 2, KHR]",ssnp04:g002:khr
wordlist cell,hallberg1992pashto,98,80,3,hair,KHR,Kandahar Pashto,Southern,A,bes7tàn / wres7tV,beɕtɑn / wreɕtʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 80, item 3, KHR]",ssnp04:g003:khr
wordlist cell,hallberg1992pashto,98,80,1,body,WCI,Harnai Waneci,Waneci,A,bàdVn,bɑdʌn,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 80, item 1, WCI]",ssnp04:g001:wci
wordlist cell,hallberg1992pashto,98,80,2,head,WCI,Harnai Waneci,Waneci,A,sVr,sʌr,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 80, item 2, WCI]",ssnp04:g002:wci
wordlist cell,hallberg1992pashto,98,80,3,hair,WCI,Harnai Waneci,Waneci,A,wEs7tàn,wɛɕtɑn,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 80, item 3, WCI]",ssnp04:g003:wci
wordlist cell,hallberg1992pashto,98,80,1,body,ORM,Kaniguram Ormuri,Ormuri,A,dzàn,dzɑn,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 80, item 1, ORM]",ssnp04:g001:orm
wordlist cell,hallberg1992pashto,98,80,2,head,ORM,Kaniguram Ormuri,Ormuri,A,sVr,sʌr,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 80, item 2, ORM]",ssnp04:g002:orm
wordlist cell,hallberg1992pashto,98,80,3,hair,ORM,Kaniguram Ormuri,Ormuri,A,dre,dre,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 80, item 3, ORM]",ssnp04:g003:orm
wordlist cell,hallberg1992pashto,99,81,4,face,PES,Peshawar Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 81, item 4, PES]",ssnp04:g004:pes
wordlist cell,hallberg1992pashto,99,81,5,eye,PES,Peshawar Pashto,Northern settled,A,'stVrgV,'stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 81, item 5, PES]",ssnp04:g005:pes
wordlist cell,hallberg1992pashto,99,81,6,ear,PES,Peshawar Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 81, item 6, PES]",ssnp04:g006:pes
wordlist cell,hallberg1992pashto,99,81,4,face,CHS,Charsadda Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 81, item 4, CHS]",ssnp04:g004:chs
wordlist cell,hallberg1992pashto,99,81,5,eye,CHS,Charsadda Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 81, item 5, CHS]",ssnp04:g005:chs
wordlist cell,hallberg1992pashto,99,81,6,ear,CHS,Charsadda Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 81, item 6, CHS]",ssnp04:g006:chs
wordlist cell,hallberg1992pashto,99,81,4,face,MAR,Mardan Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MAR]",ssnp04:g004:mar
wordlist cell,hallberg1992pashto,99,81,5,eye,MAR,Mardan Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MAR]",ssnp04:g005:mar
wordlist cell,hallberg1992pashto,99,81,6,ear,MAR,Mardan Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MAR]",ssnp04:g006:mar
wordlist cell,hallberg1992pashto,99,81,4,face,SWA,Swabi Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 81, item 4, SWA]",ssnp04:g004:swa
wordlist cell,hallberg1992pashto,99,81,5,eye,SWA,Swabi Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 81, item 5, SWA]",ssnp04:g005:swa
wordlist cell,hallberg1992pashto,99,81,6,ear,SWA,Swabi Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 81, item 6, SWA]",ssnp04:g006:swa
wordlist cell,hallberg1992pashto,99,81,4,face,MAD,Madyan Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MAD]",ssnp04:g004:mad
wordlist cell,hallberg1992pashto,99,81,5,eye,MAD,Madyan Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MAD]",ssnp04:g005:mad
wordlist cell,hallberg1992pashto,99,81,6,ear,MAD,Madyan Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MAD]",ssnp04:g006:mad
wordlist cell,hallberg1992pashto,99,81,4,face,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MIN]",ssnp04:g004:min
wordlist cell,hallberg1992pashto,99,81,5,eye,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MIN]",ssnp04:g005:min
wordlist cell,hallberg1992pashto,99,81,6,ear,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MIN]",ssnp04:g006:min
wordlist cell,hallberg1992pashto,99,81,4,face,BAT,Batagram Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 81, item 4, BAT]",ssnp04:g004:bat
wordlist cell,hallberg1992pashto,99,81,5,eye,BAT,Batagram Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 81, item 5, BAT]",ssnp04:g005:bat
wordlist cell,hallberg1992pashto,99,81,6,ear,BAT,Batagram Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bat,"hallberg1992pashto[Appendix B, printed p. 81, item 6, BAT]",ssnp04:g006:bat
wordlist cell,hallberg1992pashto,99,81,4,face,BAF,Baffa Pashto,Northern settled,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 81, item 4, BAF]",ssnp04:g004:baf
wordlist cell,hallberg1992pashto,99,81,5,eye,BAF,Baffa Pashto,Northern settled,A,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 81, item 5, BAF]",ssnp04:g005:baf
wordlist cell,hallberg1992pashto,99,81,6,ear,BAF,Baffa Pashto,Northern settled,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baf,"hallberg1992pashto[Appendix B, printed p. 81, item 6, BAF]",ssnp04:g006:baf
wordlist cell,hallberg1992pashto,99,81,4,face,OGI,Oghi Pashto,Northern settled,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 81, item 4, OGI]",ssnp04:g004:ogi
wordlist cell,hallberg1992pashto,99,81,5,eye,OGI,Oghi Pashto,Northern settled,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 81, item 5, OGI]",ssnp04:g005:ogi
wordlist cell,hallberg1992pashto,99,81,6,ear,OGI,Oghi Pashto,Northern settled,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ogi,"hallberg1992pashto[Appendix B, printed p. 81, item 6, OGI]",ssnp04:g006:ogi
wordlist cell,hallberg1992pashto,99,81,4,face,DIR,Dir Pashto,Northern settled,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 81, item 4, DIR]",ssnp04:g004:dir
wordlist cell,hallberg1992pashto,99,81,5,eye,DIR,Dir Pashto,Northern settled,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 81, item 5, DIR]",ssnp04:g005:dir
wordlist cell,hallberg1992pashto,99,81,6,ear,DIR,Dir Pashto,Northern settled,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 81, item 6, DIR]",ssnp04:g006:dir
wordlist cell,hallberg1992pashto,99,81,4,face,BAJ,Bajaur Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 81, item 4, BAJ]",ssnp04:g004:baj
wordlist cell,hallberg1992pashto,99,81,5,eye,BAJ,Bajaur Pashto,Northern tribal,B,stVrgà,stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 81, item 5, BAJ]",ssnp04:g005:baj
wordlist cell,hallberg1992pashto,99,81,6,ear,BAJ,Bajaur Pashto,Northern tribal,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 81, item 6, BAJ]",ssnp04:g006:baj
wordlist cell,hallberg1992pashto,99,81,4,face,MOH,Mohmand Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MOH]",ssnp04:g004:moh
wordlist cell,hallberg1992pashto,99,81,5,eye,MOH,Mohmand Pashto,Northern tribal,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MOH]",ssnp04:g005:moh
wordlist cell,hallberg1992pashto,99,81,6,ear,MOH,Mohmand Pashto,Northern tribal,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MOH]",ssnp04:g006:moh
wordlist cell,hallberg1992pashto,99,81,4,face,NIG,Ningrahar Pashto,Northern tribal,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 81, item 4, NIG]",ssnp04:g004:nig
wordlist cell,hallberg1992pashto,99,81,5,eye,NIG,Ningrahar Pashto,Northern tribal,A,'stVrgà,'stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 81, item 5, NIG]",ssnp04:g005:nig
wordlist cell,hallberg1992pashto,99,81,6,ear,NIG,Ningrahar Pashto,Northern tribal,A,Gwàg,ɣwɑg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 81, item 6, NIG]",ssnp04:g006:nig
wordlist cell,hallberg1992pashto,99,81,4,face,SHN,Shinwari Pashto,Northern tribal,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 81, item 4, SHN]",ssnp04:g004:shn
wordlist cell,hallberg1992pashto,99,81,5,eye,SHN,Shinwari Pashto,Northern tribal,A,'stVrgV,'stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 81, item 5, SHN]",ssnp04:g005:shn
wordlist cell,hallberg1992pashto,99,81,6,ear,SHN,Shinwari Pashto,Northern tribal,A,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 81, item 6, SHN]",ssnp04:g006:shn
wordlist cell,hallberg1992pashto,99,81,4,face,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 81, item 4, BAR]",ssnp04:g004:bar
wordlist cell,hallberg1992pashto,99,81,5,eye,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 81, item 5, BAR]",ssnp04:g005:bar
wordlist cell,hallberg1992pashto,99,81,6,ear,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 81, item 6, BAR]",ssnp04:g006:bar
wordlist cell,hallberg1992pashto,99,81,4,face,MAL,Mallagori Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MAL]",ssnp04:g004:mal
wordlist cell,hallberg1992pashto,99,81,5,eye,MAL,Mallagori Pashto,Northern tribal,B,stVrgà,stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MAL]",ssnp04:g005:mal
wordlist cell,hallberg1992pashto,99,81,6,ear,MAL,Mallagori Pashto,Northern tribal,B,Gwàg,ɣwɑg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MAL]",ssnp04:g006:mal
wordlist cell,hallberg1992pashto,99,81,4,face,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 81, item 4, ZKH]",ssnp04:g004:zkh
wordlist cell,hallberg1992pashto,99,81,5,eye,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,stVrgà,stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 81, item 5, ZKH]",ssnp04:g005:zkh
wordlist cell,hallberg1992pashto,99,81,6,ear,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,Gweg,ɣweg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 81, item 6, ZKH]",ssnp04:g006:zkh
wordlist cell,hallberg1992pashto,99,81,4,face,JAM,Jamrud Afridi Pashto,Northern tribal,A,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 81, item 4, JAM]",ssnp04:g004:jam
wordlist cell,hallberg1992pashto,99,81,5,eye,JAM,Jamrud Afridi Pashto,Northern tribal,A,'stVrgV,'stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 81, item 5, JAM]",ssnp04:g005:jam
wordlist cell,hallberg1992pashto,99,81,6,ear,JAM,Jamrud Afridi Pashto,Northern tribal,A,Gweg,ɣweg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 81, item 6, JAM]",ssnp04:g006:jam
wordlist cell,hallberg1992pashto,99,81,4,face,TIR,Tirah Afridi Pashto,Northern tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 81, item 4, TIR]",ssnp04:g004:tir
wordlist cell,hallberg1992pashto,99,81,5,eye,TIR,Tirah Afridi Pashto,Northern tribal,B,'stVrgV,'stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 81, item 5, TIR]",ssnp04:g005:tir
wordlist cell,hallberg1992pashto,99,81,6,ear,TIR,Tirah Afridi Pashto,Northern tribal,B,Gweg,ɣweg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 81, item 6, TIR]",ssnp04:g006:tir
wordlist cell,hallberg1992pashto,99,81,4,face,JAL,Jallozai Pashto,Northern,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 81, item 4, JAL]",ssnp04:g004:jal
wordlist cell,hallberg1992pashto,99,81,5,eye,JAL,Jallozai Pashto,Northern,B,stVrgà,stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 81, item 5, JAL]",ssnp04:g005:jal
wordlist cell,hallberg1992pashto,99,81,6,ear,JAL,Jallozai Pashto,Northern,B,Gwe{,ɣweʒ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 81, item 6, JAL]",ssnp04:g006:jal
wordlist cell,hallberg1992pashto,99,81,4,face,CHE,Cherat Pashto,Northern,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 81, item 4, CHE]",ssnp04:g004:che
wordlist cell,hallberg1992pashto,99,81,5,eye,CHE,Cherat Pashto,Northern,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 81, item 5, CHE]",ssnp04:g005:che
wordlist cell,hallberg1992pashto,99,81,6,ear,CHE,Cherat Pashto,Northern,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 81, item 6, CHE]",ssnp04:g006:che
wordlist cell,hallberg1992pashto,99,81,4,face,PAR,Parachinar Pashto,Middle settled/tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 81, item 4, PAR]",ssnp04:g004:par
wordlist cell,hallberg1992pashto,99,81,5,eye,PAR,Parachinar Pashto,Middle settled/tribal,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 81, item 5, PAR]",ssnp04:g005:par
wordlist cell,hallberg1992pashto,99,81,6,ear,PAR,Parachinar Pashto,Middle settled/tribal,B,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 81, item 6, PAR]",ssnp04:g006:par
wordlist cell,hallberg1992pashto,99,81,4,face,HAN,Hangu Pashto,Middle settled/tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 81, item 4, HAN]",ssnp04:g004:han
wordlist cell,hallberg1992pashto,99,81,5,eye,HAN,Hangu Pashto,Middle settled/tribal,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 81, item 5, HAN]",ssnp04:g005:han
wordlist cell,hallberg1992pashto,99,81,6,ear,HAN,Hangu Pashto,Middle settled/tribal,B,Gweg,ɣweg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 81, item 6, HAN]",ssnp04:g006:han
wordlist cell,hallberg1992pashto,99,81,4,face,TAL,Thal Pashto,Middle settled/tribal,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 81, item 4, TAL]",ssnp04:g004:tal
wordlist cell,hallberg1992pashto,99,81,5,eye,TAL,Thal Pashto,Middle settled/tribal,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 81, item 5, TAL]",ssnp04:g005:tal
wordlist cell,hallberg1992pashto,99,81,6,ear,TAL,Thal Pashto,Middle settled/tribal,B,Geg,ɣeg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 81, item 6, TAL]",ssnp04:g006:tal
wordlist cell,hallberg1992pashto,99,81,4,face,KRK,Karak Pashto,Central,,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 81, item 4, KRK]",ssnp04:g004:krk
wordlist cell,hallberg1992pashto,99,81,5,eye,KRK,Karak Pashto,Central,,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 81, item 5, KRK]",ssnp04:g005:krk
wordlist cell,hallberg1992pashto,99,81,6,ear,KRK,Karak Pashto,Central,,GwVg,ɣwʌg,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 81, item 6, KRK]",ssnp04:g006:krk
wordlist cell,hallberg1992pashto,99,81,4,face,LAK,Lakki Marwat Pashto,Central,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 81, item 4, LAK]",ssnp04:g004:lak
wordlist cell,hallberg1992pashto,99,81,5,eye,LAK,Lakki Marwat Pashto,Central,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 81, item 5, LAK]",ssnp04:g005:lak
wordlist cell,hallberg1992pashto,99,81,6,ear,LAK,Lakki Marwat Pashto,Central,B,GwV{,ɣwʌʒ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 81, item 6, LAK]",ssnp04:g006:lak
wordlist cell,hallberg1992pashto,99,81,4,face,BAN,Bannu Pashto,Central,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 81, item 4, BAN]",ssnp04:g004:ban
wordlist cell,hallberg1992pashto,99,81,5,eye,BAN,Bannu Pashto,Central,B,stVrgà,stʌrgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 81, item 5, BAN]",ssnp04:g005:ban
wordlist cell,hallberg1992pashto,99,81,6,ear,BAN,Bannu Pashto,Central,B,GwV{,ɣwʌʒ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 81, item 6, BAN]",ssnp04:g006:ban
wordlist cell,hallberg1992pashto,99,81,4,face,MIR,Miran Shah Pashto,Central,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 81, item 4, MIR]",ssnp04:g004:mir
wordlist cell,hallberg1992pashto,99,81,5,eye,MIR,Miran Shah Pashto,Central,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 81, item 5, MIR]",ssnp04:g005:mir
wordlist cell,hallberg1992pashto,99,81,6,ear,MIR,Miran Shah Pashto,Central,B,Ge{,ɣeʒ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 81, item 6, MIR]",ssnp04:g006:mir
wordlist cell,hallberg1992pashto,99,81,4,face,WAA,Wana Pashto,Central,B,mVx,mʌx,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 81, item 4, WAA]",ssnp04:g004:waa
wordlist cell,hallberg1992pashto,99,81,5,eye,WAA,Wana Pashto,Central,B,stVrgV,stʌrgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 81, item 5, WAA]",ssnp04:g005:waa
wordlist cell,hallberg1992pashto,99,81,6,ear,WAA,Wana Pashto,Central,B,Gwo{,ɣwoʒ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 81, item 6, WAA]",ssnp04:g006:waa
