Status,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Top,Raw_Form_POS,Form,POS,Raw_Gloss,Gloss,Duplicate_Raw_Form_POS,Duplicate_Raw_Gloss,Duplicate_Agrees,Reviewed_Form,Reviewed_Parameter_ID,Review_Match_Score
prior_section,thari:p189:c2:e14,4,189,2,14,533.1,Ikyasi(a),ikyasi,adjective,eiehty-one,eiehty-one,IJcyasl(a),eighty-one,no,,,
prior_section,thari:p189:c2:e15,4,189,2,15,558.8,Ikseth^a),ikseth,adjective,sixty-one,sixty-one,IksethU),sixty-one,no,,,
prior_section,thari:p189:c2:e16,4,189,2,16,584.7,"lgyarasi,n.f)",lgyarasi,noun feminine,eleventh day of Indiaix montn,eleventh day of Indiaix montn,IgTares^n.f),"elerenth day of Indian"" Bonth",no,,,
prior_section,thari:p189:c2:e17,4,189,2,17,624.5,IgyaraU),igyarau),,eleven,eleven,Xgsraraia),eleven',no,,,
prior_section,thari:p189:c2:e18,4,189,2,18,648.5,ljet(n.i),ljet,noun,"regard., respect","regard., respect","ije t (n .f} ,",regard* xespect,no,,,
prior_section,thari:p189:c2:e19,4,189,2,19,674.5,Ijg&rCn.iii),ijgarcn.iii),,python,python,I4ger(n.B,python,no,,,
already_reviewed,thari:p189:c2:e20,4,189,2,20,699.9,"lt(ii,f)",lt(iif),,"brick, diamonds (in cardsj","brick, diamonds (in cardsj",it(n.fj,brick* diaaonds cards) . t,no,iṭ,1600,0.785
prior_section,thari:p189:c2:e21,4,189,2,21,725.8,Icfo^aav),icfoaav),,"so Dig, such oig","so Dig, such oig",ZioiadVj,so big* 8ttch bi,no,,,
prior_section,thari:p189:c2:e22,4,189,2,22,751.3,Iti tai^adv),iti tai,adv,"till now, so far","till now, so far",itl taliadt),till ixov* so fa,no,,,
already_reviewed,thari:p189:c2:e23,4,189,2,23,777.7,Ito(a),ito,adjective,so uiUCh,so uiUCh,,,no,ito,1589,0.856
already_reviewed,thari:p190:c1:e1,5,190,1,1,147.7,Itn(adv),itn,adv,here,here,adT) fro,om here,no,ith,1564,1.157
prior_section,thari:p190:c1:e2,5,190,1,2,173.3,Inani(n.iii),inani,noun,"reward, prize","reward, prize",(D.m) rew,ward* prize,no,,,
prior_section,thari:p190:c1:e3,5,190,1,3,199.0,InKfc:iu(n.in},inkfciu,noun,income,income,,,no,,,
prior_section,thari:p190:c1:e4,5,190,1,4,231.7,Inc^n.m),inc,noun masculine,itiCh,itiCh,U*Bl / inc,"ch , , :; - ', '",no,,,
prior_section,thari:p190:c1:e5,5,190,1,5,257.1,lnKla.D(n.iL),lnkla.d,noun,revolution,revolution,lat(n.B) ^rey,yolution,no,,,
prior_section,thari:p190:c1:e6,5,190,1,6,283.3,Intjar(n.a),intjar,noun,"expectaticy, azixiety","expectaticy, azixiety",,,no,,,
prior_section,thari:p190:c1:e7,5,190,1,7,321.9,Imtyan(n.iri),imtyan,noun,examination,examination,yaB(&.n) eza,aaination,no,,,
already_reviewed,thari:p190:c1:e8,5,190,1,8,348.1,lrki(n.f},lrki,noun feminine,elbow,elbow,,,no,iṛkī,603,1.180
prior_section,thari:p190:c1:e9,5,190,1,9,381.2,IrfcoUn.f j,irfcoun.f j,,belch,belch,,,no,,,
prior_section,thari:p190:c1:e10,5,190,1,10,405.9,"llako(*n,m}",llako(nm,,province,province,o(a«m) pro,ovince,no,,,
prior_section,thari:p190:c1:e11,5,190,1,11,432.8,llaj Ui.ii'),llaj ui.ii),,"treatmeiit, remedy education","treatmeiit, remedy education",,,no,,,
prior_section,thari:p190:c1:e12,5,190,1,12,484.1,"lltei (,u* i’j",lltei (u ij,,lir.seed,lir.seed,,,no,,,
prior_section,thari:p190:c1:e13,5,190,1,13,509.3,Itekaut(xi.ffi),itekaut(xi.ffi),,scout,scout,,,no,,,
prior_section,thari:p190:c1:e14,5,190,1,14,541.7,lckarph(n.iL),lckarph,noun,scarf,scarf,,,no,,,
prior_section,thari:p190:c1:e15,5,190,1,15,567.9,lBkru(n.a},lbkru,noun,screw,screw,,,no,,,
prior_section,thari:p190:c1:e16,5,190,1,16,593.8,IskulCn.u.),iskulcn.u.),,school,school,uKa.m) tsch,hoolc,no,,,
prior_section,thari:p190:c1:e17,5,190,1,17,620.0,Istilirx.jiiJ,istilirx.jiij,,steel,steel,X U .a ) ^ste,eel,no,,,
prior_section,thari:p190:c1:e18,5,190,1,18,653.1,X s tpul (n • ui},x s tpul,noun,stool,stool,kto,ool,no,,,
prior_section,thari:p190:c1:e19,5,190,1,19,685.3,"Ist&lal,n.ffi}",istalaln.ffi,,phrase,phrase,Iain .B ) phr,rase,no,,,
prior_section,thari:p190:c1:e20,5,190,1,20,716.9,Istipna^n.f),istipna,noun feminine,refcic.naLion,refcic.naLion,,,no,,,
prior_section,thari:p190:c1:e21,5,190,1,21,750.1,Ifc'triUi.f),ifctriui.f),,"iron, wife","iron, wife",r lU .f) iro,"on, wife",no,,,
prior_section,thari:p190:c1:e22,5,190,1,22,781.7,"Iapfotai(n,1j",iapfotai,noun,hospital,hospital,tos,spital,no,,,
prior_section,thari:p190:c1:e23,5,190,1,23,813.4,Ispiker(n.mj,ispiker,noun,speaKer,speaKer,kor(n.B) spe,eaker,no,,,
prior_section,thari:p190:c1:e24,5,190,1,24,846.1,In'a^auv),inaauv),,from here,from here,adT) fro,om here,no,,,
prior_section,thari:p190:c2:e1,5,190,2,1,173.6,i (ao V j,i (ao v j,,"so, liKe unis","so, liKe unis",iCadv),so» like this,no,,,
prior_section,thari:p190:c2:e2,5,190,2,2,199.0,idfo(n.xi. j,idfo,noun,efie,efie,,,no,,,
prior_section,thari:p190:c2:e3,5,190,2,3,231.2,i,i,,also(eiuphasis),also(eiuphasis),",Icfo(n.fflj",egg alsoiemphasis),no,,,
prior_section,thari:p190:c2:e4,5,190,2,4,257.3,iaipro),iaipro),,"tnese, tneyCobl","tnese, tneyCobl",iaipro),",these, theyCob",no,,,
prior_section,thari:p190:c2:e5,5,190,2,5,283.3,ie(pro),ie,pronoun,"tnie, net obi,}","tnie, net obi,}",,,no,,,
prior_section,thari:p190:c2:e6,5,190,2,6,321.9,ie k&re,ie kare,,so,so,,,no,,,
prior_section,thari:p190:c2:e7,5,190,2,7,348.1,ie jehro,ie jehro,,like this,like this,ie Jehro,like th is,no,,,
prior_section,thari:p190:c2:e8,5,190,2,8,380.0,ie pase,ie pase,,to/on this side,to/on this side,ie pase,"to/on this sid ?' ""i < . ■:",no,,,
prior_section,thari:p190:c2:e9,5,190,2,9,405.7,ie vie mi,ie vie mi,,meanwhile,meanwhile,ie vlp mi,meanwhile ■i- . 's ^,no,,,
prior_section,thari:p190:c2:e10,5,190,2,10,433.0,i d U . f ),i d u . f ),,musliia festival,musliia festival,id U ^ f),muslim festiva,no,,,
prior_section,thari:p190:c2:e11,5,190,2,11,456.5,ia^an^n.ia),iaann.ia),,honesty,honesty,ifflan(n.m),honesty,no,,,
prior_section,thari:p190:c2:e12,5,190,2,12,482.5,iuiandar^aj,iuiandaraj,,honest,honest,iffiandar(a),honest,no,,,
prior_section,thari:p190:c2:e13,5,190,2,13,568.4,DknriU. f),dknriu. f),,marter,marter,Ukhriin.f/,‘marteij,no,,,
prior_section,thari:p190:c2:e14,5,190,2,14,592.9,Ug&n&si(aj,uganasi(aj,,seventy-nine,seventy-nine,Qgenesi(a),seventy*nine,no,,,
prior_section,thari:p190:c2:e15,5,190,2,15,619.0,Ugoncaris^a),ugoncaris,adjective,thirty-iiine,thirty-iiine,Ugencarisia),thirty-nine,no,,,
prior_section,thari:p190:c2:e16,5,190,2,16,652.1,U£t.ntris(a),ugt.ntris,adjective,twenty-nine,twenty-nine,'^Ugentrisia),twenty-nine,no,,,
prior_section,thari:p190:c2:e17,5,190,2,17,684.3,Ugynnlvela),ugynnlvela),,ei£hty-nine,eighty-nine,Ugennlve^a),eighty-nine,no,,,
prior_section,thari:p190:c2:e18,5,190,2,18,715.7,Ugen-pfocasta;,ugen-pfocasta,,forty-iiiae,forty-iiiae,''Ugen'pecas^a/,/ forty-nine,no,,,
prior_section,thari:p190:c2:e19,5,190,2,19,748.1,Ufeh'nvisia),ufehnvisia),,niueteexi,niueteexi,Ugenvis^a),nineteen,no,,,
prior_section,thari:p190:c2:e20,5,190,2,20,780.5,Uc^fansb tn(a j,ucfansb tn,adjective,fif ty-xiix;e,fif ty-xiix; e,UgensethCaJ,fifty-nine,no,,,
prior_section,thari:p190:c2:e21,5,190,2,21,812.2,"U£,c.nbfot&r(a;",ugc.nbfotar,adjective,sixty-nine,sixty-nine,U£enseter(aj,sixty-nine,no,,,
prior_section,thari:p190:c2:e22,5,190,2,22,844.4,Ugltyovalro(iuij,ugltyovalro(iuij,,j )eastern wind,j )eastern wind,U£ltyoyaXro(,(na)easteni wind,no,,,
already_reviewed,thari:p191:c1:e1,6,191,1,1,146.7,U^naroia),unaroia),,naked,naked,ro^a)' nak,ked,no,ughāṛo,1972,1.142
prior_section,thari:p191:c1:e2,6,191,1,2,178.9,Ugnrariiln.f j,ugnrariiln.f j,,coiiectioii,coiiectioii,,,no,,,
prior_section,thari:p191:c1:e3,6,191,1,3,204.8,Ucar(n.in j,ucar,noun,pronunciation,pronunciation,,,no,,,
already_reviewed,thari:p191:c1:e4,6,191,1,4,230.5,Uci.al(n.f;,uci.al,noun feminine,"throw, jerk","throw, jerk",l(n.f) thr,row» jerk,no,uchal,1846,1.194
already_reviewed,thari:p191:c1:e5,6,191,1,5,262.9,Ujfero(aj,ujfero(aj,,pure,pure,,,no,ujaro,1670,1.142
prior_section,thari:p191:c1:e6,6,191,1,6,294.5,UjKi(n.f;,ujki,noun feminine,pasiiion,pasiiion,,,no,,,
prior_section,thari:p191:c1:e7,6,191,1,7,320.2,L tiU n . ffi J,l tiu n . ffi j,,caa.el,caa.el,,,no,,,
prior_section,thari:p191:c1:e8,6,191,1,8,352.6,lithp&khi^n.m;,lithpakhi,noun masculine,ostrich,ostrich,"ekh.ivn,m; ost",trich,no,,,
already_reviewed,thari:p191:c1:e9,6,191,1,9,385.3,Ucfoh^n. f j,ucfohn. f j,,whi te-ant,whi te-ant,,,no,uḍ̠oh,2178,0.822
prior_section,thari:p191:c1:e10,6,191,1,10,417.7,bntUn^n.f;,bntun,noun feminine,anxiety,anxiety,,,no,,,
prior_section,thari:p191:c1:e11,6,191,1,11,450.3,Utfor^n.ui j,utforn.ui j,,"nortn, reply","nortn, reply",\a«a) nort,th* reply,no,,,
prior_section,thari:p191:c1:e12,6,191,1,12,476.2,I-1 y r-a t hun (run),i-i y r-a t hun (run),,) nortn-west,) nortn-west,*athun(na) nort,rth-west,no,,,
prior_section,thari:p191:c1:e13,6,191,1,13,508.6,Utfcr-U£un(n.ffi),utfcr-ugun,noun,) north-eaSL,) north-eaSL,">Ugun(n,m) nort",rth-east,no,,,
already_reviewed,thari:p191:c1:e14,6,191,1,14,540.8,Utavyro(a),utavyro,adjective,"i:i haste, fdSt","i:i haste, fdSt",ero(a) in^ h,"haste, fast,",no,utāvaro,1788,0.827
prior_section,thari:p191:c1:e15,6,191,1,15,566.0,btavferai(n.fj,btavferai,noun,haatiiiess,haatiiiess,,,no,,,
already_reviewed,thari:p191:c1:e16,6,191,1,16,592.1,Uto(acv),uto(acv),,tnat much,tnat much,t^t,t''much,no,uto,1589,0.827
already_reviewed,thari:p191:c1:e17,6,191,1,17,618.1,Lth(adv),lth,adv,tnere,tnere,,,no,uth,1564,0.763
prior_section,thari:p191:c1:e18,6,191,1,18,644.2,utuia(adv),utuia,adv,tnere,tnere,,,no,,,
prior_section,thari:p191:c1:e19,6,191,1,19,670.4,bdyas(a),bdyas,adjective,"£looiuy, £loom","glooiuy, gloom",,,no,,,
prior_section,thari:p191:c1:e20,6,191,1,20,696.3,Uahar(xi.m),uahar(xi.m),,crecit,crecit,,,no,,,
already_reviewed,thari:p191:c1:e21,6,191,1,21,723.2,"Un(n,f}",un,noun feminine,wool,wool,,,no,un,2424,1.250
prior_section,thari:p191:c1:e22,6,191,1,22,774.3,urixiaro Ui.ii j,urixiaro ui.ii j,,suuiii.er,suuiii.er,,,no,,,
prior_section,thari:p191:c1:e23,6,191,1,23,799.3,L'nrio(a;,lnrio,adjective,wariu,wariu,,,no,,,
prior_section,thari:p191:c1:e24,6,191,1,24,824.7,bpa(n.iu),bpa,noun,remedy,remedy,n.B) rem,medy,no,,,
prior_section,thari:p191:c2:e1,6,191,2,1,147.2,UpKarVn.iu),upkarvn.iu),,welfare,welfare,Upkar^n.a),welfare,no,,,
prior_section,thari:p191:c2:e2,6,191,2,2,180.8,UpgrfehUi.mJ,upgrfehui.mj,,satteli te,satteli te,Up£reh(n;ii;,sattellte,no,,,
prior_section,thari:p191:c2:e3,6,191,2,3,205.3,Updes^n.m),updes,noun masculine,sermon,sermon,Updesvn.n),sermon,no,,,
prior_section,thari:p191:c2:e4,6,191,2,4,230.9,UpCet^n.m),upcet,noun masculine,peniiisula,peniiisula,Op£et(n«B),peninsula,no,,,
prior_section,thari:p191:c2:e5,6,191,2,5,262.9,Upsfcued ^n.iij,upsfcued n.iij,,bay,bay,Upsemed^n.D),hay,no,,,
prior_section,thari:p191:c2:e6,6,191,2,6,294.5,"Uphvai,'n.ia j",uphvain.ia j,,ruaour;,ruaour;,,,no,,,
already_reviewed,thari:p191:c2:e7,6,191,2,7,320.5,Ubho(a;,ubho,adjective,"vertical, steep","vertical, steep",Utho(a;,vertical* steep : ' -f A ^,no,ubho,2426,1.250
prior_section,thari:p191:c2:e8,6,191,2,8,352.6,"Ubiirani(n,f;",ubiirani,noun feminine,flat-footed,flat-footed,Uhhrani(n»fi,flat-footed,no,,,
already_reviewed,thari:p191:c2:e9,6,191,2,9,385.0,"UDhrano^a,n.iu)",udhranoan.iu),,flat-footed,flat-footed,Uhhrani(n»fi,flat-footed,no,ubhrāṇo,2426,1.157
prior_section,thari:p191:c2:e10,6,191,2,10,417.2,Umbrvn.f),umbrv,noun feminine,"age, life","age, life","Uaerm.f) """,age* life,no,,,
prior_section,thari:p191:c2:e11,6,191,2,11,450.5,Umeci^n.r j,umecin.r j,,hope,hope,Uaed(n.f),hope,no,,,
prior_section,thari:p191:c2:e12,6,191,2,12,476.9,Umedvaru^.iii j,umedvaru.iii j,,caxiaidaie,caxiaidaie,UaedTar(n.m),candidate,no,,,
already_reviewed,thari:p191:c2:e13,6,191,2,13,507.7,Ured(n.ni;,ured,noun,a Kiad of uean or pulse,a Kiad of uean or pulse,Ured(n.m),a kind of bean pulse,no,urad,1693,0.867
prior_section,thari:p191:c2:e14,6,191,2,14,539.8,Ur^(n.f),ur,noun feminine,chicKen pox,chicKen pox,"Urc(n,f)",chicken pox,no,,,
prior_section,thari:p191:c2:e15,6,191,2,15,565.3,Urho(adv),urho,adv,to this side,to this side,Urho(adv),to this side,yes,,,
already_reviewed,thari:p191:c2:e16,6,191,2,16,591.2,Ulti(n.f),ulti,noun feminine,voiiiitting,voiiiitting,uiW(nlf),vbaitting ',no,ulṭī,2368,0.811
prior_section,thari:p191:c2:e17,6,191,2,17,618.3,livaaUi.iii),livaaui.iii),,"fj.st ,","fj.st,",,,no,,,
prior_section,thari:p191:c2:e18,6,191,2,18,643.3,"Unuo\,n.iij)",unuon.iij),,deoifenation,deoifenation,"Uhdo(n,m)",designation,no,,,
prior_section,thari:p191:c2:e19,6,191,2,19,721.5,u(pp;,u,postposition,"froiu, then","froiu, then",u(pp),froa* then,no,,,
already_reviewed,thari:p191:c2:e20,6,191,2,20,772.4,ufih(n.f),ufih,noun feminine,sleep,sleep,ugh(n.f),sleep,no,ū̃gh,1633,1.130
prior_section,thari:p191:c2:e21,6,191,2,21,799.0,"u^hano Ui. ""i j",uhano ui. i j,,nausea,nausea,ughano(n.B),nausea,no,,,
already_reviewed,thari:p191:c2:e22,6,191,2,22,823.3,uco(a/,uco,adjective,high,high,uco(a),high,yes,ū̃co,1634,1.250
already_reviewed,thari:p192:c1:e1,7,192,1,1,155.6,u(^er(n.iii;,u(er,noun,mouse,mouse,,,no,ū̃ḍ̠ar,2095,1.130
already_reviewed,thari:p192:c1:e2,7,192,1,2,188.2,"Cicfai f ,-vi;",cicfai f -vi,,depth),depth),,,no,ū̃ḍ̠āī,2402,1.056
prior_section,thari:p192:c1:e3,7,192,1,3,220.1,ucfarn^n.f ],ucfarnn.f,,abyaaa,abyaaa,,,no,,,
already_reviewed,thari:p192:c1:e4,7,192,1,4,252.3,■udriCrx.f),■udricrx.f),,mouse,mouse,,,no,ū̃ḍ̠rī,2095,1.157
already_reviewed,thari:p192:c1:e5,7,192,1,5,285.2,udo(a;,udo,adjective,deep,deep,,,no,ūḍo,2402,1.250
already_reviewed,thari:p192:c1:e6,7,192,1,6,317.3,udho(a),udho,adjective,inverted,inverted,o(a) > Inv,verted,no,ūdho,2310,1.250
prior_section,thari:p192:c1:e7,7,192,1,7,343.3,uhujo(a),uhujo,adjective,difficult,difficult,o (a ) .d if,fficu lt,no,,,
prior_section,thari:p192:c1:e8,7,192,1,8,375.4,ua^.pro;,ua,pronoun,"those, theyloLl.j","those, theyloLl.j",,,no,,,
prior_section,thari:p192:c1:e9,7,192,1,9,401.1,ue(pro),ue,pronoun,"that, heiocl.j","that, heiocl.j",,,no,,,
prior_section,thari:p192:c1:e10,7,192,1,10,426.8,ue paafc-(adv),ue paafc,adv,to t...at side’,to t...at side’,,,no,,,
prior_section,thari:p192:c1:e11,7,192,1,11,452.5,ue sfoiiiho^ac; V j,ue sfoiiihoac v j,,j towards him e,j towards him e,,,no,,,
prior_section,thari:p192:c1:e12,7,192,1,12,530.7,eji(n.u),eji,noun,cneLuiic myrotaim,cneLuiic myrotaim,,,no,,,
prior_section,thari:p192:c1:e13,7,192,1,13,557.1,"ei,pro;",ei,pronoun,"ht, bue, it, lai^ only(eiiiphasis;","ht, bue, it, laig only(eiiiphasis;",,,no,,,
prior_section,thari:p192:c1:e14,7,192,1,14,595.5,ekbr(n.iL;,ekbr,noun,acre,acre,,,no,,,
prior_section,thari:p192:c1:e15,7,192,1,15,621.4,ekaiio(a),ekaiio,adjective,nineiy-one,nineiy-one,,,no,,,
prior_section,thari:p192:c1:e16,7,192,1,16,653.6,entkforsfen^n.f,entkforsfen,noun feminine,f) excursion,f) excursion,"kar68n(n,f) exc",cursion,no,,,
prior_section,thari:p192:c1:e17,7,192,1,17,681.9,ej,ej,,very same^ eniphsai,very sameg eniphsai,,,no,,,
already_reviewed,thari:p192:c1:e18,7,192,1,18,711.4,etno^a;,etno,adjective,defiled,defiled,va; ; def,filed,no,eṭho,1067,1.180
prior_section,thari:p192:c1:e19,7,192,1,19,737.6,etbar^n.ui j,etbarn.ui j,,trust,trust,r(n.m) tru,ust,no,,,
prior_section,thari:p192:c1:e20,7,192,1,20,764.7,etraj Ui.ii*/,etraj ui.ii,,protect,protect,,,no,,,
already_reviewed,thari:p192:c1:e21,7,192,1,21,789.2,etro^advj,etroadvj,,"so iLUch, this muc","so iLUch, this muc",ltLdrj' BO,"c.uch', this much",no,etro,1589,0.822
already_reviewed,thari:p192:c1:e22,7,192,1,22,816.8,erfadyoUi.m),erfadyoui.m),,carter oil seed,carter oil seed,yoln.m) cas,ster o il seed,no,eraḍyo,2517,0.834
prior_section,thari:p192:c1:e23,7,192,1,23,848.0,erfodyo tel(n,erfodyo tel,noun,m )caster oil,m )caster oil,yo telln.m)cas,ster o il,no,,,
prior_section,thari:p192:c2:e1,7,192,2,1,156.5,eraji(n.f),eraji,noun feminine,area,area,,,no,,,
prior_section,thari:p192:c2:e2,7,192,2,2,188.9,elci(n.iu),elci,noun,ambassador,ambassador,e lc i(n .a ),affibaesador,no,,,
prior_section,thari:p192:c2:e3,7,192,2,3,221.3,evyjCppj,evyjcppj,,instead of,instead of,v®J(pp) ' >,instead of,no,,,
prior_section,thari:p192:c2:e4,7,192,2,4,253.5,evjo(n.m;,evjo,noun masculine,coxi-pensation,coxi-pensation,vjo(n*Bj<^^,compensation,no,,,
prior_section,thari:p192:c2:e5,7,192,2,5,285.9,estronatCn.ia),estronatcn.ia),,astronaut,astronaut,estronat(n.a),) . astronaut,no,,,
prior_section,thari:p192:c2:e6,7,192,2,6,318.1,ehej Cauv;,ehej cauv,,sai'*ev emphasis;,sai'*ev emphasis;,ehej(adv),’saffleCemphasis),no,,,
already_reviewed,thari:p192:c2:e7,7,192,2,7,343.7,eiir©n(n.m),eiiran,noun masculine,anvil,anvil,,,no,enraṇ,252,1.174
prior_section,thari:p192:c2:e8,7,192,2,8,375.7,"enro(aov,a)",enro(aov,adjective,"sucn, so, like that","sucn, so, like that",«hi^o(adT/a>,"such, so, lik e k",no,,,
prior_section,thari:p192:c2:e9,7,192,2,9,478.6,"CKSbii \,li «u. )",cksbii li «u. ),,action atom borne,action atom borne,,,no,,,
prior_section,thari:p192:c2:e10,7,192,2,10,595.7,o(pro),o,pronoun,"he, she, it, that","he, she, it, that",o(pro),"he, she, it, th",no,,,
prior_section,thari:p192:c2:e11,7,192,2,11,622.9,okrat(n.ni),okrat,noun,CllOCKii.ti,CllOCKii.ti,okratin.a),chocking,no,,,
prior_section,thari:p192:c2:e12,7,192,2,12,653.6,okh&t(xi.ia;,okhat(xi.ia,,treatment,treatment,"okhet(n,m)",treatment,no,,,
already_reviewed,thari:p192:c2:e13,7,192,2,13,679.0,s) okhano(n.ni),s) okhano,noun,provero,provero,okhano(D.iQ),proverb,no,okhāṇo,1043,0.876
already_reviewed,thari:p192:c2:e14,7,192,2,14,711.7,okho^a;,okho,adjective,difficult,difficult,bkhoVa;,d ifficu lt j. ■»,no,okho,414,1.250
prior_section,thari:p192:c2:e15,7,192,2,15,736.9,ogUn(n.m),ogun,noun masculine,defect,defect,ogUn{n.Bi),diefect,no,,,
already_reviewed,thari:p192:c2:e16,7,192,2,16,762.3,"oglai\,n.f;",oglai,noun feminine,belchinj,belchinj,oglai\n.f;,belching,no,oglāī,1960,0.910
prior_section,thari:p192:c2:e17,7,192,2,17,788.5,h ojarln.mj,h ojarln.mj,,tool,tool,ojarjln.B),tool,no,,,
prior_section,thari:p192:c2:e18,7,192,2,18,814.1,oJh9rUc*v),ojh9rucv),,astray,astray,ojher(adv),astray,no,,,
already_reviewed,thari:p192:c2:e19,7,192,2,19,846.3,oto(n.iii),oto,noun,floor,floor,"oto(n ,aj. ;",floor,yes,oṭo,2544,1.250
already_reviewed,thari:p193:c1:e1,8,193,1,1,146.2,otlo(n.m),otlo,noun masculine,raised platforu,raised platforu,,,no,oṭlo,2544,0.952
already_reviewed,thari:p193:c1:e2,8,193,1,2,178.6,otli(n.iii),otli,noun,small platforiii,small platforiii,,,no,oṭlī,2544,0.904
already_reviewed,thari:p193:c1:e3,8,193,1,3,211.0,odhbnyo(n.ffi),odhbnyo,noun,head-^ear-,head-gear-,"y o (n ,in ) b e a d",d - g e a r,no,oḍhaṇyo,2547,0.918
prior_section,thari:p193:c1:e4,8,193,1,4,239.2,otak(n.B!),otak,noun,outer rooru used for £uests,outer rooru used for guests,,,no,,,
prior_section,thari:p193:c1:e5,8,193,1,5,277.6,otar(ri.m),otar(ri.m),,incarnation,incarnation,,,no,,,
prior_section,thari:p193:c1:e6,8,193,1,6,303.2,oparo(n.Bi),oparo,noun,collection of ashes,collection of ashes,,,no,,,
already_reviewed,thari:p193:c1:e7,8,193,1,7,338.7,obasi(n.f),obasi,noun feminine,yav'n,yav'n,,,no,obāsī,e16,0.760
prior_section,thari:p193:c1:e8,8,193,1,8,365.3,oro(a),oro,adjective,left,left,,,no,,,
prior_section,thari:p193:c1:e9,8,193,1,9,397.7,"oro hfc,th(n.m)",oro hfcth,noun masculine,left hand,left hand,,,no,,,
prior_section,thari:p193:c1:e10,8,193,1,10,430.4,osbr(n.m),osbr,noun masculine,twelfth day after c\,twelfth day after c\,,,no,,,
already_reviewed,thari:p193:c1:e11,8,193,1,11,456.3,oei8o(n.m),oei8o,noun masculine,"bolster, pillov;","bolster, pillov;",,,no,osīso,1853,0.837
prior_section,thari:p193:c1:e12,8,193,1,12,488.9,oho(interj),oho,interj,"alas, oh","alas, oh",,,no,,,
prior_section,thari:p193:c1:e13,8,193,1,13,514.4,ohro(adv),ohro,adv,"such, like that k","such, like that k",,,no,,,
prior_section,thari:p193:c1:e14,8,193,1,14,611.3,kfccro(n.m),kfccro,noun masculine,blouse,blouse,,,no,,,
already_reviewed,thari:p193:c1:e15,8,193,1,15,643.7,kfado(n.m),kfado,noun masculine,thorn,thorn,,,no,kaḍo,2668,1.219
already_reviewed,thari:p193:c1:e16,8,193,1,16,676.1,kfodh(n.ni),kfodh,noun,"neck, head","neck, head",,,no,kadh,13627,1.157
already_reviewed,thari:p193:c1:e17,8,193,1,17,702.1,kbVfol(n.m),kbvfol,noun masculine,lotus,lotus,,,no,kaval,2764,1.123
already_reviewed,thari:p193:c1:e18,8,193,1,18,727.7,kbkfcr(n.m),kbkfcr,noun masculine,cloud,cloud,,,no,kakar,e17,1.123
already_reviewed,thari:p193:c1:e19,8,193,1,19,754.4,kbkra(n .c;),kbkra,noun,pebbles,pebbles,,,no,kakrā,2820,1.194
already_reviewed,thari:p193:c1:e20,8,193,1,20,779.6,"kt,kri(n.f)",ktkri,noun feminine,cucuiXiber,cucuiXiber,,,no,kakrī,2817,0.784
prior_section,thari:p193:c1:e21,8,193,1,21,817.5,kfekhin.D.),kfekhin.d.),,"straw, match-stick","straw, match-stick",,,no,,,
prior_section,thari:p193:c1:e22,8,193,1,22,843.7,kokh kana(n.m),kokh kana,noun masculine,"straw, twig","straw, twig",,,no,,,
prior_section,thari:p193:c2:e1,8,193,2,1,146.7,ktcalu(n.uij y,ktcalu,noun,yarn,yarn,,,no,,,
already_reviewed,thari:p193:c2:e2,8,193,2,2,179.3,kbco(a) r,kbco,adjective,raw,raw,"keco(a),",raw,no,kaco,2613,1.180
prior_section,thari:p193:c2:e3,8,193,2,3,211.5,"kfoco narerin,Hi)",kfoco narerinhi),,)green coconut,)green coconut,kecQ narer(¥L.m,m)green. coconut,no,,,
already_reviewed,thari:p193:c2:e4,8,193,2,4,242.7,"kfacori(n,f) f",kfacori,noun feminine,fried pastry,fried pastry,"kecoriCn,/)",pastry,no,kacoṛī,2614,1.228
already_reviewed,thari:p193:c2:e5,8,193,2,5,267.9,kbcri(n.f) d,kbcri,noun feminine,dried vegetable used,dried vegetable used,,,no,kacṛī,2827,0.789
already_reviewed,thari:p193:c2:e7,8,193,2,7,306.5,kbcro(n.in) l,kbcro,noun,"litter, trash","litter, trash",,,no,kacro,2615,1.194
already_reviewed,thari:p193:c2:e8,8,193,2,8,338.7,kfoch(n.f) a,kfoch,noun feminine,arm-pi t ',arm-pi t ',,,no,kach,2588,0.804
already_reviewed,thari:p193:c2:e9,8,193,2,9,364.9,ktjcho(n.m) u,ktjcho,noun masculine,underwear,underwear,,,no,kacho,2592,1.174
already_reviewed,thari:p193:c2:e10,8,193,2,10,397.3,kfacht)o(n.m) t,kfacht)o,noun masculine,tortoise,tortoise,k 6 c h £ o (n .m ),t o r t o i s e,no,kachḇo,2619,1.185
prior_section,thari:p193:c2:e11,8,193,2,11,429.7,"kfatfar(n,m} p",kfatfar,noun masculine,prejudice,prejudice,k & t& r (n .m ),p r e j u d i c e,no,,,
already_reviewed,thari:p193:c2:e12,8,193,2,12,455.6,"kbtori(n,f) s",kbtori,noun feminine,small metal bowl,small metal bowl,kotcro(n.m},em aj^l m e t a l t o w,no,kaṭorī,2648,1.203
already_reviewed,thari:p193:c2:e13,8,193,2,13,488.0,kfeloro(n.i&) E,kfeloro,noun,Email metal bowl,Email metal bowl,kotcro(n.m},em aj^l m e t a l t o w,no,kaṭoro,2648,0.802
