number,gloss,lrp1,lrp2,lrp3
1128,curse (v),ˈpɪʈ.wũ,ˈpɪʈ.wũ,ˈpɪʈ.wũ
1129,curse (n),pɪʈ,pɪʈ,pɪʈ
1130,poison (a person) (v),zeɾ pɪw.ˈɾa.wũ,zeɾ pɪw.ˈɾa.wũ,zeɾ pɪw.ˈɾa.wũ
1131,"amulet, charm, fetish",ta.ˈwit,ta.ˈwiz,ta.ˈwit
1132,protect by charm,ta.ˈwit te ɦɪ.ˈpai,ta.ˈwiz ti ˈɾək.ʃa ˈkəɾ.wũ,ta.ˈwit te ɦə̃.ˈbaɽ.wũ
1133,mask (n),ˈkʰo.pa,ˈkʰo.po,ˈkʰo.po
1134,(be) taboo,na pa.ˈɽəl,na pa.ˈɽəl,na pa.ˈɽəl
1135,exorcise,dʒɪn ˈkaɖ.wũ,dʒɪn ˈɡaɖ.wũ,dʒɪn ˈɡaɖ.wũ
1136,sacrifice,sɪɾ ˈal.wũ,sɪɾ ˈal.wũ,səɾ ˈal.wũ
1137,"tradition, custom",ɾit,ɾit,ɾit
1138,feast (n),ˈnot.ɾũ,ˈnot.ɾũ,ˈnot.ɾũ
1139,naming ceremony (baby),ɾa.ˈnol,ɾa.ˈnol,ɾa.ˈnol
1140,marry,ˈwi.wa ˈkəɾ.wo,ˈwi.wa ˈkəɾ.wũ,ˈwi.wa ˈkəɾ.wo
1141,"(be) engaged, (be) betrothed",ɦə.ɡai.ˈtʰəl,ɦə.ɡai.ˈtʰəl,ɦə.ɡai.ˈtʰəl
1142,brideprice(for bride’s family),ᶑez,ᶑez,ᶑez
1143,wedding(ceremony),ˈwi.wa,ˈwi.wa,ˈwi.wa
1144,bride,ˈla.ᶑi,ˈla.ᶑi,ˈla.ᶑi
1145,groom,ˈla.ᶑo,ˈla.ᶑo,ˈla.ᶑo
1146,adultery,ˈka.ɭo ˈmo.ɖʱũ,ˈka.ɭo ˈmo.ɖʱũ,ˈka.ɭo ˈmo.ɖʱũ
1147,divorce(v),tə.ˈlak ˈal.wũ,ˈlək.tu ˈal.wo,tə.ˈlak ˈal.wo
1148,funeral(at occasion of death),mə.ˈjət,mə.ˈjət,mə.ˈjət
1149,mourning,ɦoɡ,ɦoɡ,soɡ
1150,"condole, comfort(v)",əp.ˈsos ˈkəɾ.wũ,meɽ pə.ˈtʰa.ɾi,meɽ pa.ˈtʰa.ɾi
1151,corpse,laʃ,laʃ,laʃ
1152,grave,mə.ˈkam,mə.ˈkam,mə.ˈkam
1153,cemetery,mə.ˈkam,mə.ˈkam,mə.ˈkam
1154,bull (male cow),ˈa.kʰo,ˈa.kʰo,ˈa.kʰo
1155,cow (female),ɠai,ɠai,ɠai
1156,heifer (young cow not had a calf),ˈɾẽɖ.li,ˈɾeɖ.li,ˈɾẽɖ.li
1157,steer (castrated male cow),ˈɖa.ɡo,ˈɖa.ɡo,ˈɖa.ɡo
1158,calf,ˈɾẽɖ.lo,ˈɾeɖ.lo,ˈɾẽɖ.lũ
1159,herd(of cattle),də̃ɳ,də̃ɳ,də̃ɳ
1160,goat,ˈɓək.ɾã,ˈɓək.ɾo,ˈɓək.ɾã
1161,"he-goat, billy",ˈtʃe.lo,ˈtʃe.lo,ˈtʃe.lo
1162,"she-goat, nanny goat",ˈɓək.ɾi,ˈɓək.ɾi,ˈɓək.ɾi
1163,kid (child goat),pʰəɭ,ˈtʃe.li,fəɭ
1164,sheep,ˈdʒe.ʈũ,ˈdʒe.ʈũ,ˈdʒe.ʈũ
1165,ram,ˈdʒe.ʈũ,ˈdʒe.ʈũ,ˈdʒe.ʈũ
1166,ewe,ˈdʒe.ʈi,ˈdʒe.ʈi,ˈdʒe.ʈi
1167,lamb,ˈdʒe.ʈa nu ˈbə.tʃũ,ˈdʒe.ʈa nu ˈbə.tʃu,ˈdʒe.ʈa nu ˈbə.tʃũ
1168,"flock(of sheep, goats)",də̃ɳ,də̃ɳ,də̃ɳ
1169,rooster(cock),ˈkuk.ɽo,ˈkuk.ɽo,ˈkuk.ɽũ
1170,hen,ˈkuk.ɽi,ˈkuk.ɽi,ˈkuk.ɽi
1171,chick,ˈkuk.ɽi nu ˈbə.tʃũ,ˈkuk.ɽi nu ˈbə.tʃũ,ˈkuk.ɽi nu ˈbə.tʃũ
1172,peacock,ˈmoɾ.jo,ˈmoɾ.jo,ˈmoɾ.jo
1173,guinea fowl,ɖʱel,ˈʈəɾ.ki,ɖʱel
1174,horse,ˈɡo.ɽo,ˈɡo.ɽo,ˈɡo.ɽo
1175,stallion (male horse),ˈɡo.ɽo,ˈɡo.ɽo,ˈɡo.ɽo
1176,mare (female horse),ˈɡo.ɽi,ˈɡo.ɽi,ˈɡo.ɽi
1177,colt,wə.ˈtʃʰe.ɾũ,wə.ˈtʃʰe.ɾũ,wə.ˈtʃʰe.ɾũ
1178,boar (male pig),ɦʊ.ˈwəɾ,ɦʊ.ˈwəɾ,ɦʊ.ˈwəɾ
1179,sow (female pig),ɦʊ.ˈwe.ɽi,ɦʊ.ˈwəɾ,ɦʊ.ˈweɾ
1180,donkey,ɡəd.ˈda.ɽo,ɡə.ˈda.ɽũ,ɡəd.ˈda.ɽũ
1181,puppy,ɡəl.ˈlu.ɽã,ɡə.ˈlʊ.ɽũ,ɡəl.ˈlu.ɽũ
1182,kitten,mən.ˈna.ɽi nu ˈbəs.sũ,mən.ˈna.ɽi nu ˈbəs.sũ,mə.ˈla.ɽi
1183,hippopotamus,-,-,-
1184,rhinoceros,ˈɡəĩ.ɖo,ˈɡẽ.ɖũ,ˈɡẽ.ɖo
1185,warthog,-,-,-
1186,jackal,ʃaɭ,ʃaɭ,ʃaɭ
1187,mouse,ʃə.ˈʃũd.ɾũ,"ʃə,ˈʃõd.ɾũ",ʃək.ˈʃũd.ɾi
1188,mole (animal),-,-,-
1189,mongoose,ˈnoɭ.jo,ˈnoɭ.jo,ˈnoɭ.jo
1190,squirrel,kʰɪl.ˈku.ɽi,kʰɪl.ˈko.ɽi,kʰɪl.ˈku.ɽi
1191,bat,kan.ˈkʊɽ.jo,kan.ˈkʊɽ.jũ,kan.ˈkʊɽ.jũ
1192,wild cat,ˈdʒə̃ŋ.li mən.ˈna.ɽo,dʒə̃ŋ.li mən.ˈna.ɽo,ˈzə̃ŋ.li mɪ.ˈla.ɽo
1193,leopard,ʃiɦ,waɡ,ʃiɦ
1194,lion,ʃiɦ,ʃĩɦ,ʃiɦ
1195,hoof,pəɠ,ˈkʰʊ.ɾi,pəɠ
1196,mane (of horse),ɓal,ɓal,ɓal
1197,elephant’s trunk,pʰə̃ɳ,pʰõɳ,fõɳ
1198,"den, lair, hole",ˈɗəi.ɭo,ˈɗəi.ɭo,ˈɗəi.ɭo
1199,"to bare, show (teeth)",-,ɗãt ˈɡaɖ.wũ,ˈsib.ɾa ˈɡaɖ.wũ
1200,to growl,ˈɡõŋ.ɾa ˈkaɖ.wã,ˈɡõŋ.ɾa ˈɡaɖ.wã,ˈɡõŋ.ɾa ˈɡaɖ.wũ
1201,"to ruminate, chew cud",sə.ˈɡəɽ.wũ,sə.ˈɡəɽ.wũ,sə.ˈɡəɽ.wũ
1202,to crow,ˈsək.la nu ə.ˈwaz,ˈsək.la nu ə.ˈwaz,ˈsək.la nu a.ˈwaz
1203,crow,ˈɦa.ᶑo,ˈɦa.ᶑo,ˈɦa.ᶑo
1204,parrot,po.ˈpəʈ,po.ˈpəʈ,po.ˈpəʈ
1205,duck,ɓə.ˈdək,ɓə.ˈdək,ɓə.ˈdək
1206,kingfisher,ˈsip.jo,ˈsip.jo,ˈsip.jo
1207,hornbill,ʈək.ˈʈək.ɽjũ,ʈək.ˈʈək.ɽjũ,ʈək.ˈʈək.ɽjũ
1208,stork (marabou),ˈbəɡ.lũ,ˈbəɡ.lũ,ˈbə̃ɡ.lũ
1209,owl,ˈsib.ɾi,ˈsib.ɾi,ˈsib.ɾi
1210,hawk,bãz,bãz,bãz
1211,eagle,-,sɪ.ˈɾə̃ɳ,-
1212,vulture,ɡɪdʒ,ɡɪdʒ,ɡɪdʒ
1213,"beak, bill",sãs,sãs,sõs
1214,comb (of rooster),ɖʱel,moɽ,ɖʱel
1215,crop (of bird),poʈ,poʈ,poʈ
1216,gizzard,ˈkaɭ.zũ,ˈkaɭ.zũ,ˈkaɭ.zũ
1217,claw,pəɠ,pəɠ,pəɠ
1218,eggshell,ˈpʰot.ɾũ,ˈpʰot.ɾũ,ˈpʰot.ɾũ
1219,yolk (of egg),-,ˈtɪ.ki,ˈʈi.ki
1220,flock (of birds),wə.ˈləɾ,wə.ˈləɾ,wə.ˈləɾ
1221,dive,ˈʈʊ.ɓi ˈɦə̃ɳ.wi,ˈʈʊ.ɓi ˈɦə̃ɳ.wi,ˈʈʊ.ɓi ˈɦə̃ɳ.wũ
1222,soar,ʊ.ˈseɽ.wũ,ˈʈʰek.ɽũ,ʊ.ˈʧʰəl.wũ
1223,"land (v), alight",ˈne.sũ ʊ.ˈtəɾ.wũ,ˈne.sũ ʊ.ˈtəɾ.wũ,ˈne.sũ ʊ.ˈtəɾ.wũ
1224,perch,ˈɓeɦ.wũ,ˈɓeɦ.wũ,ˈɓeɦ.wũ
1225,flap the wings,pʰəɾ.pʰə.ˈɽa.wũ,pʰəɾ.pʰə.ˈɽa.wũ,pʰəɾ.pʰə.ˈɽa.wũ
1226,cackle (as of chicken),ɾaɽ ˈkəɾ.wũ,ɾaɽ ˈkəɾ.wũ,ɾaɽ ˈkəɾ.wũ
1227,crow (as a rooster) (v),ɓãŋ ˈal.wũ,ɓãŋ ˈal.wi,ɓãŋ ˈal.wũ
1228,peck (tr),ˈsə̃ɳ.wũ,ˈsə̃ɳ.wũ,ˈsə̃ɳ.wũ
1229,lay (eggs),ˈmel.wũ,ˈmel.wa,ˈmel.wã
1230,"incubate, set (on eggs)",ˈa.ɾa ˈma.tʰe ɓe.ˈɦaɾ.wũ,ˈa.ɾa ɓe.ˈɦaɾ.wũ,ˈa.ɾe ɓe.ˈɦaɾ.wũ
1231,hatch,ˈẽ.ɖa ˈpʰoɽ.wũ,ˈẽ.ɖa ˈma.ʧi ˈneɦɾ.wũ,ˈẽ.ɖa ti ˈneɾ.wũ
1232,catfish,ˈkãʈ.jo,ˈkãʈ.jo,ˈkãʈ.jo
1233,mudfish (lives in the mud during dry season),mʊ.ˈkəɾ,mʊ.ˈkəɾ,mʊ.ˈkəɾ
1234,eel,ɦəɾ.ˈpẽɳ ˈməs.si,ɦəɾ.ˈpẽɳ ˈməs.si,ɦəɾ.ˈpẽɳ ˈmə.ʧʰi
1235,fish bone,ˈməs.si nu ˈkã.ʈo,ˈməs.si nu ˈɦaɖ.kũ,ˈmə.ʧʰi nu ˈɦaɖ.kũ
1236,fish-scale,ˈməs.si ni ˈsãb.ɽi,-,ˈmə.ʧʰi ni kʰal
1237,gill,-,ˈkəl.jũ,kəl.jũ
1238,fin,ˈpẽkʰ.ɽã,ˈməs.si na ˈpẽkʰ.ɽã,ˈpẽkʰ.ɽã
1239,crab,ˈkʰek.ɽo,ˈkʰek.ɽo,ˈkʰek.ɽo
1240,shrimp,-,-,-
1241,clam,-,-,-
1242,cobra,ˈka.ɭo ɦə.ˈɾəp,ˈka.ɭo ɦə.ˈɾəp,ˈka.ɭo ɦə.ˈɾəp
1243,puff adder,ˈe.ɾu pʰõ.ˈka.ɾe,ˈe.ɾu,-
1244,python,ˈɡə.ɖo ɦə.ˈɾəp,ˈɡə.ɖo,ˈɡə.ɖo ɦə.ˈɾəp
1245,viper,ˈko.ᶑi ˈja.ɭo ɦə.ˈɾəp,ˈko.ᶑi ˈja.ɭo ɦə.ˈɾəp,ˈko.ᶑi ˈja.ɭo ɦə.ˈɾəp
1246,chameleon,ka.ˈtʃe.ɽo,ka.ˈtʃe.ɽo,ka.ˈtʃe.ɽo
1247,gecko,ɡə.ˈɾo.ɭi,ɡə.ˈɾo.ɭi,ɡə.ˈɾo.ɭi
1248,monitor lizard,ɡoɦ,ɡoɦ,ɡoɦ
1249,frog,ˈᶑeᶑ.kũ,ˈᶑeᶑ.kũ,ˈᶑeᶑ.kũ
1250,shell (of turtle),ˈkas.ba nu ˈkʰop.ɾũ,ˈkas.ba nu ˈkʰo.po,ˈkas.ba nu ˈkʰo.po
1251,slither (snake),ˈɾəɽ.wũ,ˈɾəɽ.wũ,ˈɾəɽ.wũ
1252,hiss,ˈpʰõk.wũ,pʰõ.ˈkaɾ.wũ,ˈfõɡ.ˈɾa.wũ
1253,flea,i.ˈte.ɽa,ˈit.ɽo,i.ˈte.ɽo
1254,bedbug,ɦəɾ.ˈwə.ɭa,ɦəɾ.ˈwə.ɭa,ɦə.ˈɾo.ɭa
1255,maggot (in rotten meat),ˈziw.ɽa,ˈziw.ɽo,ˈziw.ɽo
1256,ant,ˈtʃi.ɽi,ˈtʃiɽ.jũ,ˈtʃiɽ.jũ
1257,"army ant, soldier ant",mə.ˈko.ɽa,mə.ˈko.ɽo,mə.ˈko.ɽo
1258,flying ant,pʰãk ˈwa.ɭa mə.ˈko.ɽa,pʰãk ˈwa.ɭa mə.ˈko.ɽo,pʰãk ˈwa.ɭa mə.ˈko.ɽo
1259,dung beetle,ˈɡu.ɡo,ˈɡu.ɡo,ˈɡu.ɡo
1260,grasshopper,ʈiᶑ,ʈiᶑ,ʈiᶑ
1261,cricket,ˈkaɦ.ɾũ,ˈkaɦ.ɾũ,ˈkaɦ.ɾũ
1262,locust,ʈiᶑ,mə.ˈkəɽ ʈiᶑ,ʈiᶑ
1263,praying mantis,bəɡ.ˈwan ni ˈɡo.ɽi,bəɡ.ˈwan ni ɠai,bəɡ.ˈwan ni ˈɡo.ɽi
1264,caterpillar,ˈziw.ɽo,ˈziw.ɽo,ˈziw.ɽo
1265,centipede,kʰan.kə.ˈzu.ɾo,kʰan.kə.ˈzu.ɾo,kʰan.kə.ˈzu.ɾo
1266,millipede,səw.ˈpe.ɾi,səw.ˈpe.ɾi,səw.ˈpe.ɾi
1267,dragonfly,ɦə.ˈluɾ.ja,ɦə.ˈluɾ.jo,ɦə.ˈluɾ.jo
1268,moth,ˈpʰu.ɗi,ˈpʰu.ɗi,ˈpʰu.ɗi
1269,antenna,ˈmõ.sũ,ˈmõ.sũ,ˈmõ.sũ
1270,sting(v),ᶑə̃ŋ ˈɦə̃ɳ.wũ,ᶑə̃ŋ ˈɦə̃ɳ.wũ,ᶑə̃ŋ ˈɦə̃ɳ.wũ
1271,stinger,ᶑə̃ŋ,ᶑə̃ŋ,ᶑə̃ŋ
1272,cocoon,-,-,-
1273,termite hill,ɦe.ˈdoi nu ɡəɾ,ɦe.ˈdoi nu ɡəɾ,ɦe.ˈdoi na ɡəɾ
1274,beehive,me.ˈna.ɭo,me.ˈɖa.ɾo,me.ˈna.ɾo
1275,beeswax,mẽɳ,mẽɳ,mẽᶑ
1276,honey,məd no ɾaɦ,məd no ɾaɦ,məd no ɾaɦ
1277,swarm(n),ˈziw.ɽa nu də̃ɳ,ˈziw.ɽa nu də̃ɳ,ˈziw.ɽa nu də̃ɳ
1278,teak tree,ɦaɡ nu ˈzaɽ.kũ,ɦaɡ nu ˈzaɽ.kũ,ɦaɡ nu ˈzaɽ.kũ
1279,fig tree,ə̃.ˈdʒis nu ˈzaɽ.kũ,ə̃.ˈdʒiɾ nu ˈzaɽ.kũ,ə̃.ˈdʒiɾ nu ˈzaɽ.kũ
1280,tamarind tree,ɡɪ.ˈdam.ɽi nu ˈzaɽ.kũ,ɡɪ.ˈdam.ɽi nu ˈzaɽ.kũ,ɡɪ.ˈdam.ɽi nu ˈzaɽ.kũ
1281,date palm,ˈkʰə.dʒi nu ˈzaɽ.kũ,ˈkʰə.dʒi nu ˈzaɽ.kũ,ˈkʰə.dʒi nu ˈzaɽ.kũ
1282,coconut palm,naɾ.ˈjoɭ nu ˈzaɽ.kũ,naɾ.ˈjoɭ nu ˈzaɽ.kũ,naɾ.ˈjoɭ nu ˈzaɽ.kũ
1283,bush,ˈɗew.ɾi,ˈɗew.ɾjũ,ˈɗew.ʤũ
1284,weeds,ɡaɦ,ɡaɦ,ɡaɦ
1285,trunk (of tree),tʰʊɽ,tʰəɽ,tʰʊɽ
1286,sap,ɠõd,ɠõd,ɠõd
1287,stump,tʰʊɽ,tʰəɽ,tʰʊɽ
1288,"bulb, tuber",ˈkeɽ.jũ,ˈkeɽ.jũ,paɽ
1289,"stem, stalk (of corn, millet, etc.)",ka.ˈtə.ɭi,ˈᶑa.ʈa,ka.ˈtə.ɭi
1290,"silk, hair (of corn)",ˈᶑo.ᶑa na ɓal,ˈᶑo.ᶑa na ɓal,ˈᶑo.ᶑa na ɓal
1291,blade (of grass),ˈpãd.ɽã,ˈpãd.ɽũ,ˈpãd.ɽũ
1292,bud,ɡəwtʃ,ˈmʊk.ɽi,ˈmuk.ɽi
1293,shoot (new plant),ˈkõ.ʈa,ˈkõ.ʈo,ˈkõ.ʈa
1294,vine,ˈwəl.ɽi,ˈwəl.ɽi,ˈwəl.ɽi
1295,tendril,ˈtãt.ɽo,ˈtãt.ɽo,tãt
1296,juice,ɾaɦ,ɾaɦ,ɾaɦ
1297,regime/hand (of bananas),ˈtʃʰʊɡ.ɡo,ˈtʃʰʊɡ.ɡo,ˈtʃʰʊɡ.ɡo
1298,corn cob,ˈᶑo.ᶑo,ˈᶑo.ᶑo,ˈᶑo.ᶑo
1299,"kernel (of corn, maize)",ˈᶑã.ɳo,ˈᶑã.ɳo,ˈᶑã.ɳo
1300,skin (of fruit),kʰəl,ˈpʰot.ɾũ,kʰəl
1301,shell (of groundnut),ˈpʰot.ɾã,ˈpʰot.ɾã,ˈpʰot.ɾã
1302,corn husk (n),ˈpʰot.ɾã,ˈpʰot.ɾã,ˈpʰot.ɾã
1303,chaff,ˈkʊʈ.ʈi,ˈkʊʈ.ʈi,ˈkʊʈ.ʈi
1304,lemon,ˈle.ɓu,ˈle.ɓu,ˈle.ɓu
1305,orange,na.ˈɾẽ.ɡi,na.ˈɾe.ʤi,na.ˈɾe.ʤi
1306,papaya,pə.ˈpi.to,pə.ˈpi.to,pə.ˈpi.to
1307,pineapple,-,-,-
1308,guava,ze.ˈtʊn,ze.ˈtun,ze.ˈtun
1309,pear,nas.ˈpə.ti,nas.ˈpə.ti,nas.ˈpə.ti
1310,fig,ə̃.ˈdʒis,ə̃.ˈdʒiɾ,ə̃.ˈdʒiɾ
1311,apple,supʰ,suf,sõf
1312,tomato,tʃə.ˈma.ʈã,tʃə.ˈma.ʈũ,tʃə.ˈma.ʈũ
1313,onion,ˈᶑõŋ.ɭi,ˈᶑõŋ.ɭi,ˈᶑõŋ.ɭi
1314,okra,ˈbʱẽ.ᶑi,ˈbʱẽ.ᶑi,ˈbʱẽ.ᶑ.jũ
1315,green onion,ˈpãd.ɽa ˈwa.ɭi ˈɖõŋ.ɭi,pə.ˈne.ɾi,pə.ˈne.ɾi
1316,yam,ˈɡaz.ɾã,ˈɡaz.ɾũ,ˈɡaz.ɾã
1317,sweet potato,ˈɡaz.ɾã,ˈɡaz.ɾũ,ˈɡaz.ɾã
1318,potato,pə.ˈʈa.ʈã,pə.ˈʈa.ʈũ,pə.ˈʈa.ʈũ
1319,"groundnut, peanut",pʰo.ˈpʰəɽ.ja,pʰo.ˈpʰəɽ.ja,pʰo.ˈpʰəɽ.ja
1320,sesame seed,təl,təl,təl
1321,anise seed,wəɾ.ˈja.ɭi,wə.ˈᶑəf,wə.ˈᶑəf
1322,tealeaf,ˈpət.ti,ʧaɦ,ˈpət.ti
1323,rubber,ɾə.ˈbəɽ,ɾə.ˈbəɽ,ɾə.ˈbəɽ
1324,cotton,ɾuɦ,ɾuɦ,ɾuɦ
1325,grow (of plants),ˈuɡ.wũ,ˈuɡ.wũ,ˈuɡ.wũ
1326,sprout (v),ˈkõ.ʈa ˈneɾ.wã,ˈkõ.ʈa ˈneɾ.wã,ˈkõ.ʈa ˈneɾ.wã
1327,(be) unripe,ˈka.so,ˈka.so,ˈka.so
1328,"(be) shrivelled, (be) wrinkled (fruit)",kəɾ.ˈməl,kəɾ.ˈməl,kəɾ.ˈməl
1329,wither (plant),kəɾ.ˈməl,kəɾ.ˈməl,kəɾ.ˈməl
1330,blight (n),ɓə.ˈɭəl,ɓə.ˈɭəl,ɓə.ˈɭəl
1331,world,-,pəɾ.ˈtʰə.ni,pəɾ.tmi
1332,place,dʒə.ˈɡaɦ,dʒai,dʒə.ˈɡaɦ
1333,desert,tʰəɭ,ˈpʰo.ʈʰo,ˈpo.ʈʰo
1334,"ground, land",zə.ˈmɪn,zə.ˈmin,zə.ˈmin
1335,"summit, highest point",ˈtʃo.ʈi,ˈso.ʈi,ˈtʃo.ʈi
1336,cliff,ˈsɪ.dʱo pə.ˈɦaɽ,ˈsɪ.dʱo pə.ˈɦaɽ,ˈsɪ.dʱo pə.ˈɦaɽ
1337,valley,-,-,-
1338,ditch,kʰaᶑ,kʰaᶑ,kʰaᶑ
1339,hole,ˈʃe.ɾũ,ˈʃe.ɾũ,ˈʃəɾ.kũ
1340,crevice,teɽ,tiɽ,teɽ
1341,gravel,ˈpətʰ.ɾi,ˈpətʰ.ɾi,ˈpətʰ.ɾjũ
1342,clay,ˈsik.ɽi ˈma.ʈi,ˈsik.ɽi ˈma.ʈi,ˈsik.ɽi ˈma.ʈi
1343,copper,təˈɾã.ɓa,təˈɾã.ɓu,ˈta.ɓũ
1344,rust (n),kəʈ,kəʈ,kəʈ
1345,lake,ɖə̃ɖ,ɖə̃ɖ,ɖə̃ɖ
1346,marsh,ɗʊ.ˈɓəɳ,ɗʊ.ˈɓə̃ɳ,ɗʊ.ˈɓə̃ɳ
1347,spring,pə.ˈtaɭ,pə.ˈtaɭ,pə.ˈtaɭ
1348,waterfall,-,-,-
1349,"current (river, stream)",ˈpã.ɳi nu ɾʊkʰ,ˈpã.ɳi nu ɾʊkʰ,ˈpã.ɳi nu ɾʊkʰ
1350,riverbed (dry),ɦu.ˈkəl kəp,ɦu.ˈkəl kəp,ɦu.ˈkəl kəp
1351,river bank,kəp,kəp,kəp
1352,bridge,pʰʊɭ,pʰʊɭ,pʰʊɭ
1353,island,-,beʈ,-
1354,beach,ˈdəɾ.ja nu kɪ.ˈna.ɾo,sə.ˈmʊ̃d nu kɪ.ˈna.ɾo,ˈsə.mũd nu kɪ.ˈna.ɾo
1355,wave,ˈtʃʰo.li,ˈtʃʰo.li,ˈtʃʰol.jũ
1356,bubble,bə.ˈbo.ʈa,bə.ˈbo.ʈo,bə.ˈbo.ʈa
1357,foam,ɡoɡʱ,ɡoɡʱ,ɡoɡʱ
1358,slime (organic),ˈƒa.ɾo,ˈƒa.ɾo,ˈƒa.ɾo
1359,flame,ˈʃo.lo,ɦə.ˈɭaʃ,ˈʃo.lo
1360,candle,meɽ.ˈbət.ti,meɽ.ˈbət.ti,meɽ.ˈbət.ti
1361,spark,təb.ˈkol.jã,tə.ˈpol.jũ,tə.ˈpol.jũ
1362,fireplace,də.ˈma.ɽo,də.ˈma.ɽi,də.ˈma.ɽi
1363,charcoal,ˈkoɪ.la,ˈkoɪ.lo,ˈkoɪ.la
1364,air (breathed),ˈwaɪ.ɾo,ˈwaɪ.ɾo,ˈwaɪ.ɾo
1365,full moon,sə.ˈdəɾ.mo,sə.ˈdəɾ.mo,sə.ˈdəɾ.mo
1366,new moon,ɓiz,ɓiz,ɓiz
1367,eclipse (moon),ɡəĩɳ,ɡəĩɳ,ɡəĩɳ
1368,"shooting star, meteor",ˈta.ɾo ˈtʃʰəɽ.jo,ˈta.ɾo ˈtʃʰəɽ.jo,ˈta.ɾo ˈtʃʰəɽ.jo
1369,"noise, sound (n)",ɡoɭ,bə.ˈko.ɽo,ɦul
1370,drizzle,ˈpʰap.li,ˈpʰãp.ɾi,ˈfaf.ɾi
1371,hail,ˈɠə̃.ɖʱa,ˈɠə.ɽa,ˈɠə̃.ɖʱa
1372,flood (n),se.ˈlap,se.ˈlap,se.ˈlap
1373,"drought, famine",ᶑə.ˈkaɭ,ᶑə.ˈkaɭ,ᶑə.ˈkaɾ
1374,season,mo.ˈsəm,mo.ˈsəm,mo.ˈsəm
1375,rainy season,ˈwad.ɭa ni mo.ˈsəm,ˈwad.ɭa ni mo.ˈsəm,ˈwad.ɭa ni mo.ˈsəm
1376,hot weather (hot season),ˈɡəɾ.mi ni mo.ˈsəm,ɦo.ˈna.ɭo,ˈɡəɾ.mja ni mo.ˈsəm
1377,cold weather (cold season),ʃi.ˈja.ɭa ni mo.ˈsəm,ʃi.ˈja.ɭo,ʃi.ˈja.ɭa ni mo.ˈsəm
1378,light,əz.ˈwa.ɭũ,əz.ˈwa.ɭũ,əz.ˈwaɭ.jũ
1379,sunshine,ˈtəɽ.ko,ˈtəɽ.ko,ˈtəɽ.ko
1380,moonlight,sə.ˈdəɾ.ma nu əz.ˈwa.ɭũ,sə.ˈdəɾ.ma nu əz.ˈwa.ɭũ,sə.ˈdəɾ.ma ni ˈɾoʃ.ni
1381,darkness,ə.ˈdʱa.ɾũ,ə.ˈdʱa.ɾũ,ə.ˈdʱa.ɾũ
1382,time,ʈem,ʈem,ʈem
1383,now,ə.ˈta.ɾe,ə.ˈta.ɾe,ə.ˈta.ɾe
1384,before,ˈmoɾ.tʰi,ˈmoɾ.tʰi,ˈmoɾ.tʰi
1385,after,ˈpə.se,ˈpə.se,ˈpə.se
1386,early,ˈwe.lũ,ˈwe.lũ,ˈwe.lũ
1387,late,ˈmo.ɽũ,ˈmo.ɽũ,ˈmo.ɽũ
1388,once,ek.ˈwaɾ,ek.ˈwaɾ,ek.ˈwaɾ
1389,again,ˈwə.ɭi,ˈwə.ɭi,ˈwə.ɭi
1390,sometimes,tʃa.ˈɾek tʃa.ˈɾek,tʃa.ˈɾek tʃa.ˈɾek,tʃa.ˈɾek tʃa.ˈɾek
1391,often,-,tʃa.ˈɾek tʃa.ˈɾek,tʃa.ˈɾek tʃa.ˈɾek
1392,usually,-,-,-
1393,always,ˈɦa.ɾo ˈɗa.ɭo,ˈɦa.ko ˈɗa.ɭo,ˈɦa.ɾo ˈɗa.ɭo
1394,never,koi ˈɗa.ɭo ne,tʃa.ˈɾek ne,koi ˈɗa.ɭo ne
1395,"spend time, pass time",ʈem ˈkaɖ.wũ,ʈem ɡu.ˈzaɾ.wũ,ʈem ɡʊ.ˈzaɾ.wũ
1396,month,ˈməi.no,ˈməi.no,ˈməi.no
1397,today,az,az,az
1398,day before yesterday,pə.ɾəm.ˈɗa.ɭe,pə.ɾəm.ˈɗa.ɭe,pə.ɾəm.ˈɗa.ɭe
1399,day after tomorrow,pə.ɾəm.ˈɗa.ɭe,pə.ɾəm.ˈɗa.ɭe,pə.ɾəm.ˈɗa.ɭe
1400,olden times,pʊ.ˈɾã.ɳo wə.ˈkət,ˈzo.no wəkt,ˈzo.nu wəkt
1401,dawn (before sunrise),pə.ˈɾoɽ.jũ,pə.ˈɾuɽ.jũ,pə.ˈɾoɽ.je
1402,sunrise,ˈɗa.ɭo ˈneɾ.wo,ˈɗa.ɭo ˈʊɡ.wũ,ˈɗa.ɭo ˈneɾ.wo
1403,afternoon,bə.ˈpʰoɾ,bə.ˈpʰoɾ,bə.ˈpʰoɾ
1404,sunset,ˈɗa.ɭo atʰ.ˈmeɾ.wo,ˈɗa.ɭo a.ˈtʰəm.wũ,ˈɗa.ɭo atʰ.ˈmu.wo
1405,"dusk, twilight (after sunset)",mũ ɦə̃.ˈda.ɾũ,ˈmo.ɖa ɦə.ˈda.ɾũ,mũ ɦə̃.ˈda.ɾũ
1406,daytime,ˈɗa.ɭa nu wə.ˈkət,ˈɗa.ɭa nu wəkt,ˈɗa.ɭa nu ʈem
1407,thing,ʃiz,ʃəi,ʃəi
