PDF_Page,Column,Gloss,Site_Code,Lect,Site,Raw_Form,Status,Reason,Entry_Key
12,1,leg,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","t͡ʃədɑm,",installed,,silkoch2011:H:i1:leg
12,1,leg,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃɑpʰɑŋ,installed,,silkoch2011:H:i2:leg
12,1,leg,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",t͡ʃətʰuŋ,installed,,silkoch2011:D:i1:leg
12,1,leg,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃətʰuŋ,installed,,silkoch2011:E:i1:leg
12,1,leg,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",tɑtʰuŋ,installed,,silkoch2011:C:i1:leg
12,1,leg,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",t͡ʃɑkɾeŋ,installed,,silkoch2011:J:i1:leg
12,1,leg,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",t͡ʃɑk̚ɾeŋ,installed,,silkoch2011:K:i1:leg
12,1,skin,A,Garo,"Tura, West Garo Hills district, Meghalaya",biɡɨl,installed,,silkoch2011:A:i1:skin
12,1,skin,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",kʰoɾtʰop,installed,,silkoch2011:B:i1:skin
12,1,skin,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",holop̚,installed,,silkoch2011:F:i1:skin
12,1,skin,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",kʰopɑk,installed,,silkoch2011:I:i1:skin
12,1,skin,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",holop,installed,,silkoch2011:G:i1:skin
12,1,skin,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",holop̚,installed,,silkoch2011:H:i1:skin
12,1,skin,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",hopːɑ,installed,,silkoch2011:D:i1:skin
12,1,skin,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",hopɑ,installed,,silkoch2011:E:i1:skin
12,1,skin,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",hopɑk̚,installed,,silkoch2011:C:i1:skin
12,1,skin,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",kʰopɑk̚,installed,,silkoch2011:J:i1:skin
12,1,skin,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",kʰopɑk̚,installed,,silkoch2011:K:i1:skin
12,1,bone,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɡɾeŋ,installed,,silkoch2011:A:i1:bone
12,1,bone,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",kiŋd͡ʒuŋ,installed,,silkoch2011:B:i1:bone
12,1,bone,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",keɾeŋ,installed,,silkoch2011:F:i1:bone
12,1,bone,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:I:i1:bone
12,1,bone,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:G:i1:bone
12,1,bone,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:H:i1:bone
12,1,bone,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:D:i1:bone
12,1,bone,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:E:i1:bone
12,1,bone,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:C:i1:bone
12,1,bone,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",keɾeŋ,installed,,silkoch2011:J:i1:bone
12,1,bone,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",keɾeŋ,installed,,silkoch2011:K:i1:bone
13,0,heart,A,Garo,"Tura, West Garo Hills district, Meghalaya","kʰɑʔtoŋ,",installed,,silkoch2011:A:i1:heart
13,0,heart,A,Garo,"Tura, West Garo Hills district, Meghalaya",kɑnʔtʃok,installed,,silkoch2011:A:i2:heart
13,0,heart,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",kulidʒ͡ ə,installed,,silkoch2011:B:i1:heart
13,0,heart,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",t͡ʃɨlpɑk̚,installed,,silkoch2011:F:i1:heart
13,0,heart,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",t͡ʃɑli,installed,,silkoch2011:I:i1:heart
13,0,heart,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃɑlpɑk̚,installed,,silkoch2011:G:i1:heart
13,0,heart,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃəlpɑk̚,installed,,silkoch2011:H:i1:heart
13,0,heart,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",t͡ʃɑlpɑk̚,installed,,silkoch2011:D:i1:heart
13,0,heart,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃelpɑk̚,installed,,silkoch2011:E:i1:heart
13,0,heart,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",t͡ʃəlpɑk̚,installed,,silkoch2011:C:i1:heart
13,0,heart,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",t͡ʃɑli,installed,,silkoch2011:J:i1:heart
13,0,heart,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",t͡ʃɑli,installed,,silkoch2011:K:i1:heart
13,0,blood,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑnʔt͡ʃi,installed,,silkoch2011:A:i1:blood
13,0,blood,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",sí,installed,,silkoch2011:B:i1:blood
13,0,blood,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",t͡ʃi,installed,,silkoch2011:F:i1:blood
13,0,blood,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tʰi,installed,,silkoch2011:I:i1:blood
13,0,blood,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃi,installed,,silkoch2011:G:i1:blood
13,0,blood,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃi,installed,,silkoch2011:H:i1:blood
13,0,blood,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",tʰi,installed,,silkoch2011:D:i1:blood
13,0,blood,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",tʰi,installed,,silkoch2011:E:i1:blood
13,0,blood,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",tʰi,installed,,silkoch2011:C:i1:blood
13,0,blood,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tʰi,installed,,silkoch2011:J:i1:blood
13,0,blood,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tʰi,installed,,silkoch2011:K:i1:blood
13,0,village,A,Garo,"Tura, West Garo Hills district, Meghalaya",soŋ,installed,,silkoch2011:A:i1:village
13,0,village,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",soŋ,installed,,silkoch2011:B:i1:village
13,0,village,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",soŋ,installed,,silkoch2011:F:i1:village
13,0,village,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡoŋ,installed,,silkoch2011:I:i1:village
13,0,village,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",soŋ,installed,,silkoch2011:G:i1:village
13,0,village,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ʃoŋ,installed,,silkoch2011:H:i1:village
13,0,village,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",soŋ,installed,,silkoch2011:D:i1:village
13,0,village,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ʃoŋ,installed,,silkoch2011:E:i1:village
13,0,village,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya","pɑɾɑ,",installed,,silkoch2011:C:i1:village
13,0,village,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",soŋ,installed,,silkoch2011:C:i2:village
13,0,village,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡoŋ,installed,,silkoch2011:J:i1:village
13,0,village,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɡoŋ,installed,,silkoch2011:K:i1:village
13,1,house,A,Garo,"Tura, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:A:i1:house
13,1,house,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:B:i1:house
13,1,house,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","nok̚,",installed,,silkoch2011:F:i1:house
13,1,house,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",nɨɡɨu,installed,,silkoch2011:F:i2:house
13,1,house,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:I:i1:house
13,1,house,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya","nok̚,",installed,,silkoch2011:G:i1:house
13,1,house,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",nɨɡɨu,installed,,silkoch2011:G:i2:house
13,1,house,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:H:i1:house
13,1,house,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:D:i1:house
13,1,house,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:E:i1:house
13,1,house,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:C:i1:house
13,1,house,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",nok̚,installed,,silkoch2011:J:i1:house
13,1,house,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",nok̚,installed,,silkoch2011:K:i1:house
13,1,roof,A,Garo,"Tura, West Garo Hills district, Meghalaya",nokɨŋ,installed,,silkoch2011:A:i1:roof
13,1,roof,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",nokʰɾɑŋ,installed,,silkoch2011:B:i1:roof
13,1,roof,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",nuɾ,installed,,silkoch2011:F:i1:roof
13,1,roof,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",nukʰɾuŋ,installed,,silkoch2011:I:i1:roof
13,1,roof,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃɑl,installed,,silkoch2011:G:i1:roof
13,1,roof,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃɑl,installed,,silkoch2011:H:i1:roof
13,1,roof,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",t͡ʃɑl,installed,,silkoch2011:D:i1:roof
13,1,roof,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃɑl,installed,,silkoch2011:E:i1:roof
13,1,roof,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",t͡ʃɑl,installed,,silkoch2011:C:i1:roof
13,1,roof,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","nukʰɾuŋ,",installed,,silkoch2011:J:i1:roof
13,1,roof,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",nukʰɾɑŋ,installed,,silkoch2011:J:i2:roof
13,1,roof,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",nukʰɾuŋ,installed,,silkoch2011:K:i1:roof
14,0,door,A,Garo,"Tura, West Garo Hills district, Meghalaya","duʔɡɑt͡ʃoɾ,",installed,,silkoch2011:A:i1:door
14,0,door,A,Garo,"Tura, West Garo Hills district, Meghalaya",doʔɡɑ,installed,,silkoch2011:A:i2:door
14,0,door,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",noko,installed,,silkoch2011:B:i1:door
14,0,door,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","nɑkɑp̚,",installed,,silkoch2011:F:i1:door
14,0,door,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",nuk̚duɾ,installed,,silkoch2011:F:i2:door
14,0,door,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya","dukɑɾ,",installed,,silkoch2011:I:i1:door
14,0,door,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",duɾkɑt,installed,,silkoch2011:I:i2:door
14,0,door,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",nəkət,installed,,silkoch2011:G:i1:door
14,0,door,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",nɑkət,installed,,silkoch2011:H:i1:door
14,0,door,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",nukɑt̚,installed,,silkoch2011:D:i1:door
14,0,door,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",dʋɑɾ,installed,,silkoch2011:E:i1:door
14,0,door,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya","nokot̚,",installed,,silkoch2011:C:i1:door
14,0,door,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",duɑɾ,installed,,silkoch2011:C:i2:door
14,0,door,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",nokot̚,installed,,silkoch2011:J:i1:door
14,0,door,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",nokot̚,installed,,silkoch2011:K:i1:door
14,0,firewood,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑmʔbol,installed,,silkoch2011:A:i1:firewood
14,0,firewood,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bɑḱ ʰɑn,installed,,silkoch2011:B:i1:firewood
14,0,firewood,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bɑpɑn,installed,,silkoch2011:F:i1:firewood
14,0,firewood,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",wɑɾd͡ʒu,installed,,silkoch2011:I:i1:firewood
14,0,firewood,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",wɑpɑn,installed,,silkoch2011:G:i1:firewood
14,0,firewood,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",wɑpɑn,installed,,silkoch2011:H:i1:firewood
14,0,firewood,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",wɑpɑn,installed,,silkoch2011:D:i1:firewood
14,0,firewood,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",wɑpɑn,installed,,silkoch2011:E:i1:firewood
14,0,firewood,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",nɑpɑn,installed,,silkoch2011:C:i1:firewood
14,0,firewood,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",wɑɾd͡ʒu,installed,,silkoch2011:J:i1:firewood
14,0,firewood,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",wɑɾd͡ʒu,installed,,silkoch2011:K:i1:firewood
14,1,broom,A,Garo,"Tura, West Garo Hills district, Meghalaya",sɑʔwɑ,installed,,silkoch2011:A:i1:broom
14,1,broom,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",nobek̚,installed,,silkoch2011:B:i1:broom
14,1,broom,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",pɨɾsiŋ,installed,,silkoch2011:F:i1:broom
14,1,broom,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",nohek,installed,,silkoch2011:I:i1:broom
14,1,broom,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",nohek,installed,,silkoch2011:G:i1:broom
14,1,broom,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",nohek̚,installed,,silkoch2011:H:i1:broom
14,1,broom,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",kontʃ͡ eŋ,installed,,silkoch2011:D:i1:broom
14,1,broom,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",koŋt͡ʃeŋ,installed,,silkoch2011:E:i1:broom
14,1,broom,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",nohek̚,installed,,silkoch2011:C:i1:broom
14,1,broom,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",nohek̚,installed,,silkoch2011:J:i1:broom
14,1,broom,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",nohek̚,installed,,silkoch2011:K:i1:broom
14,1,mortar,A,Garo,"Tura, West Garo Hills district, Meghalaya","t͡ʃɑʔɑm,",installed,,silkoch2011:A:i1:mortar
14,1,mortar,A,Garo,"Tura, West Garo Hills district, Meghalaya",tʃɑʔsɑm,installed,,silkoch2011:A:i2:mortar
14,1,mortar,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",sʰɑḿ,installed,,silkoch2011:B:i1:mortar
14,1,mortar,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sɑhɑm,installed,,silkoch2011:F:i1:mortar
14,1,mortar,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɑsɑm,installed,,silkoch2011:I:i1:mortar
14,1,mortar,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃɑhɑm,installed,,silkoch2011:G:i1:mortar
14,1,mortar,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃɑhɑm,installed,,silkoch2011:H:i1:mortar
14,1,mortar,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",sɑnkɑm,installed,,silkoch2011:D:i1:mortar
14,1,mortar,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃɑŋkɑm,installed,,silkoch2011:E:i1:mortar
14,1,mortar,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",t͡ʃɑhɑm,installed,,silkoch2011:C:i1:mortar
14,1,mortar,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɑsɑm,installed,,silkoch2011:J:i1:mortar
14,1,mortar,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɑsɑm,installed,,silkoch2011:K:i1:mortar
14,1,pestle,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɾimol,installed,,silkoch2011:A:i1:pestle
14,1,pestle,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɡɑjnɑŋ,installed,,silkoch2011:B:i1:pestle
14,1,pestle,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",məntɾɑj,installed,,silkoch2011:F:i1:pestle
14,1,pestle,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɑmɑn,installed,,silkoch2011:I:i1:pestle
14,1,pestle,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑntɾɑj,installed,,silkoch2011:G:i1:pestle
14,1,pestle,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑntɾɑj,installed,,silkoch2011:H:i1:pestle
14,1,pestle,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑntɾeŋ,installed,,silkoch2011:D:i1:pestle
14,1,pestle,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mɑŋtɾeŋ,installed,,silkoch2011:E:i1:pestle
14,1,pestle,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",mɑŋɾeŋ,installed,,silkoch2011:C:i1:pestle
14,1,pestle,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɑmɑn,installed,,silkoch2011:J:i1:pestle
14,1,pestle,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɑmɑn,installed,,silkoch2011:K:i1:pestle
15,0,hammer,A,Garo,"Tura, West Garo Hills district, Meghalaya",tʰuɾe,installed,,silkoch2011:A:i1:hammer
15,0,hammer,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",hətuɾə,installed,,silkoch2011:B:i1:hammer
15,0,hammer,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",hətuɾ,installed,,silkoch2011:F:i1:hammer
15,0,hammer,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:I:i1:hammer
15,0,hammer,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:G:i1:hammer
15,0,hammer,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:H:i1:hammer
15,0,hammer,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:D:i1:hammer
15,0,hammer,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:E:i1:hammer
15,0,hammer,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:C:i1:hammer
15,0,hammer,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",hətuɾ,installed,,silkoch2011:J:i1:hammer
15,0,hammer,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",hətuɾ,installed,,silkoch2011:K:i1:hammer
15,0,knife (small),A,Garo,"Tura, West Garo Hills district, Meghalaya","t͡ʃɑku,",installed,,silkoch2011:A:i1:knife-small
15,0,knife (small),A,Garo,"Tura, West Garo Hills district, Meghalaya",t͡ʃuɾi,installed,,silkoch2011:A:i2:knife-small
15,0,knife (small),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya","kɑŋkə,",installed,,silkoch2011:B:i1:knife-small
15,0,knife (small),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:B:i2:knife-small
15,0,knife (small),F,Koch-Rabha,"Debitola village, Dhubri district, Assam",kətiɾ,installed,,silkoch2011:F:i1:knife-small
15,0,knife (small),I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:I:i1:knife-small
15,0,knife (small),G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:G:i1:knife-small
15,0,knife (small),H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:H:i1:knife-small
15,0,knife (small),D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:D:i1:knife-small
15,0,knife (small),E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya","kɑtʰuɾi,",installed,,silkoch2011:E:i1:knife-small
15,0,knife (small),E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:E:i2:knife-small
15,0,knife (small),C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",t͡ʃɑku,installed,,silkoch2011:C:i1:knife-small
15,0,knife (small),J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",t͡ʃɑku,installed,,silkoch2011:J:i1:knife-small
