PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Extraction_Note
59	51	99	106	mother	Gilgit/Pak	2  mɑ̃	response	
59	51	100	106	mother	Kaghan/Pak	1  ʌmɑ / 2  mɑ̃	response	
59	51	101	106	mother	North. Azad/Pak	1  ʌmɑ	response	
59	51	102	106	mother	Centr. Azad/Pak	1  ʌmɑ / 2  mɑ̃	response	
59	51	103	106	mother	Udhampur/J&K	1  ʌmɑ	response	
59	51	104	106	mother	Jammu/J&K	1  ʌmɑ / 2  mɑ̃	response	
59	51	105	106	mother	Chamba/H.P.	1  ʌmːɑ / 2  mɑ̃	response	
59	51	106	106	mother	Rampur/H.P.	1  ʌmɑ	response	
59	51	107	106	mother	Nalagarh/H.P.	1  ʌmɑ	response	
59	51	108	106	mother	Dehradun/U.P.	1  ʌmːɑ	response	
59	51	109	106	mother	Kotdwara/U.P.	1  ʌmːɑ	response	
59	51	110	106	mother	Haldwani/U.P.	1  ʌmːɑ	response	
59	51	114	107	older brother	Urdu	1  bʌɽɑ bhɑi	response	
59	51	115	107	older brother	Chitral/Pak	1  bʌɽo bhɑi	response	
59	51	116	107	older brother	Settlet Swat/Pak	1  bʌɽo bhɑi	response	
59	51	117	107	older brother	Gilgit/Pak	1  bʌɽo bhɑi	response	
59	51	118	107	older brother	Kaghan/Pak	1  bʌɽo bhɑi	response	
59	51	119	107	older brother	North. Azad/Pak	1  bʌɽo phɑi	response	
59	51	120	107	older brother	Centr. Azad/Pak	1  bʌɽo bhɑi / 3  lɑlɑ	response	
59	51	121	107	older brother	Udhampur/J&K	1  bhɑi	response	
59	51	122	107	older brother	Jammu/J&K	1  pɑi	response	
59	51	123	107	older brother	Chamba/H.P.	1  bʌɽʌ bɑi	response	
59	51	124	107	older brother	Rampur/H.P.	1  pɑi / 4  pɑgwo	response	
59	51	125	107	older brother	Nalagarh/H.P.	2  pɑu	response	
59	51	126	107	older brother	Dehradun/U.P.	2  pɑu	response	
59	51	127	107	older brother	Kotdwara/U.P.	2  paːu	response	
59	51	128	107	older brother	Haldwani/U.P.	2  paːu	response	
59	51	132	108	younger brother	Urdu	1  tʃoʈɑ bhɑi	response	
59	51	133	108	younger brother	Chitral/Pak	1  nɪko bhɑi	response	
59	51	134	108	younger brother	Settlet Swat/Pak	1  nʌɳɖo bhɑi	response	
59	51	135	108	younger brother	Gilgit/Pak	1  nɪko bhɑi / 1  ɳʌɳɖʌ bhɑi	response	
59	51	136	108	younger brother	Kaghan/Pak	1  nɪko bhɑi	response	
59	51	137	108	younger brother	North. Azad/Pak	1  nɪko phɑi	response	
59	51	138	108	younger brother	Centr. Azad/Pak	1  tʃoto bhɑi / 2  niko piɾɑ	response	
59	51	139	108	younger brother	Udhampur/J&K	1  niko bhɑi	response	
59	51	140	108	younger brother	Jammu/J&K	1  loko bhɑi	response	
59	51	141	108	younger brother	Chamba/H.P.	1  tʃoʈɑ bɑi	response	
59	51	142	108	younger brother	Rampur/H.P.	1  nɪko bhɑi	response	
59	51	143	108	younger brother	Nalagarh/H.P.	1  loko bhɑi	response	
59	51	144	108	younger brother	Dehradun/U.P.	1  bhɑi	response	
59	51	145	108	younger brother	Kotdwara/U.P.	1  bhɑi	response	
59	51	146	108	younger brother	Haldwani/U.P.	1  bhɑi	response	
60	52	24	109	older sister	Urdu	1  bʌɽi bʌhɛn / 4  bɑdʒi	response	
60	52	25	109	older sister	Chitral/Pak	1  bʌɽi bɪn	response	
60	52	26	109	older sister	Settlet Swat/Pak	1  bʌɽi bɪn	response	
60	52	27	109	older sister	Gilgit/Pak	1  bʌɽi bɪn	response	
60	52	28	109	older sister	Kaghan/Pak	1  bʌɽi bɪɳ	response	
60	52	29	109	older sister	North. Azad/Pak	1  bʌɽi bɪɳ / 3  dɪdi	response	
60	52	30	109	older sister	Centr. Azad/Pak	1  bʌɽi bɛn	response	
60	52	31	109	older sister	Udhampur/J&K	1  bʌɽi beɨɳ	response	
60	52	32	109	older sister	Jammu/J&K	1  bʌɽi pɛɳ	response	
60	52	33	109	older sister	Chamba/H.P.	1  bʌɽi pɛɳ	response	
60	52	34	109	older sister	Rampur/H.P.	2  bebu	response	
60	52	35	109	older sister	Nalagarh/H.P.	2  bobo	response	
60	52	36	109	older sister	Dehradun/U.P.	2  bʊbʊ	response	
60	52	37	109	older sister	Kotdwara/U.P.	1  bɛːn / 2  bʊbʊ	response	
60	52	38	109	older sister	Haldwani/U.P.	2  bʊbʊ	response	
60	52	42	110	younger sister	Urdu	1  tʃhoʈi bʌhɛn	response	
60	52	43	110	younger sister	Chitral/Pak	1  nɪki bɪn	response	
60	52	44	110	younger sister	Settlet Swat/Pak	1  nʌɳɖi bɪɳ	response	
60	52	45	110	younger sister	Gilgit/Pak	1  ɳʌɳɖi bhɛːn / 1  nɪki bɪn	response	
60	52	46	110	younger sister	Kaghan/Pak	1  nɪki bɪɳ	response	
60	52	47	110	younger sister	North. Azad/Pak	1  nɪki bɪɳ	response	
60	52	48	110	younger sister	Centr. Azad/Pak	1  nɪki pɛːn / 1  tʃoʈi bɛn	response	
60	52	49	110	younger sister	Udhampur/J&K	1  nɪki beɨɳ	response	
60	52	50	110	younger sister	Jammu/J&K	1  nɪki pɛn	response	
60	52	51	110	younger sister	Chamba/H.P.	1  lɔki pɛɳ	response	
60	52	52	110	younger sister	Rampur/H.P.	2  niki bebu	response	
60	52	53	110	younger sister	Nalagarh/H.P.	1  loki bɛɪn / 1  tʃoʈi bɛn	response	
60	52	54	110	younger sister	Dehradun/U.P.	1  loki bɛɪn	response	
60	52	55	110	younger sister	Kotdwara/U.P.	1  bɛːn	response	
60	52	56	110	younger sister	Haldwani/U.P.	1  tʃhoʈi bhɛn	response	
60	52	60	111	son	Urdu	4  beʈɑ	response	
60	52	61	111	son	Chitral/Pak	5  puth	response	
60	52	62	111	son	Settlet Swat/Pak	1  luɽo / 5  puʈ	response	
60	52	63	111	son	Gilgit/Pak	1  lʊɾo / 5  put	response	
60	52	64	111	son	Kaghan/Pak	1  luɽo	response	
60	52	65	111	son	North. Azad/Pak	6  bʌtʃo	response	
60	52	66	111	son	Centr. Azad/Pak	6  bʌtʃo / 7  putʌɾ	response	
60	52	67	111	son	Udhampur/J&K	1  ɭɛɽo	response	
60	52	68	111	son	Jammu/J&K	3  mʊɳɖɔ / 7  putʌɾ	response	
60	52	69	111	son	Chamba/H.P.	5  pot / 6  bʌtʃo	response	
60	52	70	111	son	Rampur/H.P.	8  dʒɑgt	response	
60	52	71	111	son	Nalagarh/H.P.	3  muɳɖu	response	
60	52	72	111	son	Dehradun/U.P.	4  beʈɑ	response	
60	52	73	111	son	Kotdwara/U.P.	2  lɑɽkɑ / 3  mʊɳɖɔ	response	
60	52	74	111	son	Haldwani/U.P.	3  muɳɖɑ	response	
60	52	96	112	daughter	Urdu	1  beʈi	response	
60	52	97	112	daughter	Chitral/Pak	3  dhi	response	
60	52	98	112	daughter	Settlet Swat/Pak	1  bɛɖki / 3  dhiː	response	
60	52	99	112	daughter	Gilgit/Pak	1  bɛdki / 3  di	response	
60	52	100	112	daughter	Kaghan/Pak	1  bɛɖki	response	
60	52	101	112	daughter	North. Azad/Pak	3  tiː	response	
60	52	102	112	daughter	Centr. Azad/Pak	3  tiː /  4  bʌtʃi	response	
60	52	103	112	daughter	Udhampur/J&K	1  beʈki	response	
60	52	104	112	daughter	Jammu/J&K	2  kuɽi	response	
60	52	105	112	daughter	Chamba/H.P.	2  kuɽi / 3  ti	response	
60	52	106	112	daughter	Rampur/H.P.	2  kuɽi	response	
60	52	107	112	daughter	Nalagarh/H.P.	2  kuɽi	response	
60	52	108	112	daughter	Dehradun/U.P.	1  beʈi	response	
60	52	109	112	daughter	Kotdwara/U.P.	2  kuɽi	response	
60	52	110	112	daughter	Haldwani/U.P.	2  kuɽi	response	
60	52	114	113	husband	Urdu	4  xɑwʌnd / 6  ʃohʌɾ	response	
60	52	115	113	husband	Chitral/Pak	1  dʒʌɳo	response	
60	52	116	113	husband	Settlet Swat/Pak	1  dʒʌɳo / 2  xʌsɪm	response	
60	52	117	113	husband	Gilgit/Pak	1  dʒʌɳo / 2  hʌsʌm	response	
60	52	118	113	husband	Kaghan/Pak	1  dʒʌno / 1  dʒʌɳɑ	response	
60	52	119	113	husband	North. Azad/Pak	5  kɑɾɑlo	response	
60	52	120	113	husband	Centr. Azad/Pak	2  kʌsʌm / 4  xɑbʌnd	response	
60	52	121	113	husband	Udhampur/J&K	1  dʒɛɳo	response	
60	52	122	113	husband	Jammu/J&K	2  khʌsʌm / 5  kɑɾlo	response	
60	52	123	113	husband	Chamba/H.P.	3  gʊdʒʌɾ	response	
60	52	124	113	husband	Rampur/H.P.	2  khʌsʌm	response	
60	52	125	113	husband	Nalagarh/H.P.	2  khʌsʌm / 7  ghʌrwɑlɑ	response	
60	52	126	113	husband	Dehradun/U.P.	2  khʌsɛm	response	
60	52	127	113	husband	Kotdwara/U.P.	2  khʌsɛm	response	
60	52	128	113	husband	Haldwani/U.P.	2  khʌsʌm	response	
60	52	132	114	wife	Urdu	6  bivi	response	
60	52	133	114	wife	Chitral/Pak	1  tɾɛm	response	
60	52	134	114	wife	Settlet Swat/Pak	5  dhiani / 6  bibi	response	
60	52	135	114	wife	Gilgit/Pak	1  tɾɛm	response	
60	52	136	114	wife	Kaghan/Pak	1  tɾimʌth / 3  zʌnɑni	response	
60	52	137	114	wife	North. Azad/Pak	7  kɑɾɑli	response	
60	52	138	114	wife	Centr. Azad/Pak	2  tʌbɾi	response	
60	52	139	114	wife	Udhampur/J&K	1  tɾɪmt / 2  tʌbɾi	response	
60	52	140	114	wife	Jammu/J&K	3  dʒɛnɑni	response	
60	52	141	114	wife	Chamba/H.P.	4  gudʒəɾi	response	
60	52	142	114	wife	Rampur/H.P.	3  dʒɛnɑni / 4  gudʒəɾi	response	
60	52	143	114	wife	Nalagarh/H.P.	3  dʒɛnɑni / 4  gudʒəɾi	response	
60	52	144	114	wife	Dehradun/U.P.	3  dʒɛnɑni	response	
60	52	145	114	wife	Kotdwara/U.P.	3  dʒɛnɑni	response	
60	52	146	114	wife	Haldwani/U.P.	3  dʒɛnɑni	response	
61	53	24	115	boy	Urdu	6  lʌɽkɑ	response	
61	53	25	115	boy	Chitral/Pak	1  ɭʊɾo	response	
61	53	26	115	boy	Settlet Swat/Pak	1  luɽo	response	
61	53	27	115	boy	Gilgit/Pak	1  ɭʊɽo	response	
61	53	28	115	boy	Kaghan/Pak	1  ɭʊɾo / 3  dʒɑtʌk	response	
61	53	29	115	boy	North. Azad/Pak	4  gʌdɾo / 5  nɪko	response	
61	53	30	115	boy	Centr. Azad/Pak	2  mundo/ 4 gɛɾo/ 4 gedɾo	response	
61	53	31	115	boy	Udhampur/J&K	1  ɭʌɽo	response	
61	53	32	115	boy	Jammu/J&K	2  muɳɖo	response	
61	53	33	115	boy	Chamba/H.P.	3  dʒɑgɛt	response	
61	53	34	115	boy	Rampur/H.P.	3  dʒɑgɛt	response	
61	53	35	115	boy	Nalagarh/H.P.	2  muɳɖo	response	
61	53	36	115	boy	Dehradun/U.P.	2  muɳɖo	response	
61	53	37	115	boy	Kotdwara/U.P.	2  muɳɖo	response	
61	53	38	115	boy	Haldwani/U.P.	2  muɳɖo	response	
61	53	42	116	girl	Urdu	4  lʌɽki	response	
61	53	43	116	girl	Chitral/Pak	1  bɛɖki	response	
61	53	44	116	girl	Settlet Swat/Pak	1  bɛɖki	response	
61	53	45	116	girl	Gilgit/Pak	1  bɛdki	response	
61	53	46	116	girl	Kaghan/Pak	1  bɛɖki	response	
61	53	47	116	girl	North. Azad/Pak	3  gʌdɾi	response	
61	53	48	116	girl	Centr. Azad/Pak	2  kuɽi / 3  gɛdri	response	
61	53	49	116	girl	Udhampur/J&K	1  bɛʈki	response	
61	53	50	116	girl	Jammu/J&K	2  kuɽi	response	
61	53	51	116	girl	Chamba/H.P.	2  kuɽi	response	
61	53	52	116	girl	Rampur/H.P.	2  kuɽi	response	
61	53	53	116	girl	Nalagarh/H.P.	2  kuɽi	response	
61	53	54	116	girl	Dehradun/U.P.	2  kuɽi	response	
61	53	55	116	girl	Kotdwara/U.P.	2  kuɽi	response	
61	53	56	116	girl	Haldwani/U.P.	2  kuɽi	response	
61	53	60	117	day	Urdu	1  dɪn / 4  ɾoz	response	
61	53	61	117	day	Chitral/Pak	2  diɑɽi / 3  dĩ	response	
61	53	62	117	day	Settlet Swat/Pak	3  di	response	
61	53	63	117	day	Gilgit/Pak	2  diɑɽi / 3  dĩ	response	
61	53	64	117	day	Kaghan/Pak	2  diɑɽi / 2  tiɑɽi	response	
61	53	65	117	day	North. Azad/Pak	2  tiɑɽo	response	
61	53	66	117	day	Centr. Azad/Pak	1  dɪn / 2  teɑɾo	response	
61	53	67	117	day	Udhampur/J&K	1  dɪn	response	
61	53	68	117	day	Jammu/J&K	2  dejɑɽi	response	
61	53	69	117	day	Chamba/H.P.	2  tejɑɽi	response	
61	53	70	117	day	Rampur/H.P.	2  tejɑɽi	response	
61	53	71	117	day	Nalagarh/H.P.	2  dejɑɽi	response	
61	53	72	117	day	Dehradun/U.P.	2  dejɑɽi	response	
61	53	73	117	day	Kotdwara/U.P.	2  dejɑɽi	response	
61	53	74	117	day	Haldwani/U.P.	2  dejɑɽi	response	
61	53	96	118	night	Urdu	1  ɾɑt / 2  ʃʌb	response	
61	53	97	118	night	Chitral/Pak	1  ɾɑth	response	
61	53	98	118	night	Settlet Swat/Pak	1  ɾɑth	response	
61	53	99	118	night	Gilgit/Pak	1  ɾɑt	response	
61	53	100	118	night	Kaghan/Pak	1  ʌɾɑth	response	
61	53	101	118	night	North. Azad/Pak	1  ɾɑth	response	
61	53	102	118	night	Centr. Azad/Pak	1  ɾɑth	response	
61	53	103	118	night	Udhampur/J&K	1  ɾɑt	response	
61	53	104	118	night	Jammu/J&K	1  ɾɑt	response	
61	53	105	118	night	Chamba/H.P.	1  ɾɑt	response	
61	53	106	118	night	Rampur/H.P.	1  ɾɑt	response	
61	53	107	118	night	Nalagarh/H.P.	1  ɾɑt	response	
61	53	108	118	night	Dehradun/U.P.	1  ɾɑt	response	
61	53	109	118	night	Kotdwara/U.P.	1  ɾɑt	response	
61	53	110	118	night	Haldwani/U.P.	1  ɾɑt	response	
61	53	114	119	morning	Urdu	4  sʌweɾɑ / 6  subʌ	response	
61	53	115	119	morning	Chitral/Pak	3  nɑbo	response	
61	53	116	119	morning	Settlet Swat/Pak	3  nuɑbe	response	
61	53	117	119	morning	Gilgit/Pak	5  mɛdɾe	response	
61	53	118	119	morning	Kaghan/Pak	6  subʌ	response	
61	53	119	119	morning	North. Azad/Pak	6  subo	response	
61	53	120	119	morning	Centr. Azad/Pak	1  nɪkilo / 4  swɛɾɛ	response	
61	53	121	119	morning	Udhampur/J&K	1  nɪkilo	response	
61	53	122	119	morning	Jammu/J&K	4  sʌʋeɾe	response	
61	53	123	119	morning	Chamba/H.P.	1  nɪkilo	response	
61	53	124	119	morning	Rampur/H.P.	2  bʌɽʌ peɾ	response	
61	53	125	119	morning	Nalagarh/H.P.	2  bʌɽʌ peɾ	response	
61	53	126	119	morning	Dehradun/U.P.	2  bʌɽʌ peɾ	response	
61	53	127	119	morning	Kotdwara/U.P.	2  bʌɽʌ peɾ	response	
61	53	128	119	morning	Haldwani/U.P.	2  bʌɽʌ peɾ	response	
61	53	132	120	noon	Urdu	2  dopʌhɛɾ	response	
61	53	133	120	noon	Chitral/Pak	2  dopɑɽ	response	
61	53	134	120	noon	Settlet Swat/Pak	2  dophɑɾ	response	
61	53	135	120	noon	Gilgit/Pak	2  duphɛɾ / 2  dopɑɾ	response	
61	53	136	120	noon	Kaghan/Pak	2  dopeɾ	response	
61	53	137	120	noon	North. Azad/Pak	2  dopɑɾ	response	
61	53	138	120	noon	Centr. Azad/Pak	2  dʌpɛɾ	response	
61	53	139	120	noon	Udhampur/J&K	1  peiʃi / 2  dʊpɛɾ	response	
61	53	140	120	noon	Jammu/J&K	2  dʊpɛɾ / 3  dejɑɽi	response	
61	53	141	120	noon	Chamba/H.P.	2  dupæɾ	response	
61	53	142	120	noon	Rampur/H.P.	2  dɛpɛɾ	response	
61	53	143	120	noon	Nalagarh/H.P.	2  dɛpɛɾ / 3  dejɑɽi	response	
61	53	144	120	noon	Dehradun/U.P.	2  dopeɽɑ	response	
61	53	145	120	noon	Kotdwara/U.P.	2  dopeɽɑ	response	
61	53	146	120	noon	Haldwani/U.P.	2  dʊpɛɾ / 3  dejɑɽi	response	
62	54	24	121	evening/afternoon	Urdu	3  ʃɑm	response	
62	54	25	121	evening/afternoon	Chitral/Pak	2  nɑsɑ̃	response	
62	54	26	121	evening/afternoon	Settlet Swat/Pak	2  nɑ̃sʌ̃	response	
62	54	27	121	evening/afternoon	Gilgit/Pak	1  numɑ̃ʃɑ	response	
62	54	28	121	evening/afternoon	Kaghan/Pak	1  nʊmɑʃʌ	response	
62	54	29	121	evening/afternoon	North. Azad/Pak	1  numɑ̃ʃɑ	response	
62	54	30	121	evening/afternoon	Centr. Azad/Pak	3  ʃɑm	response	
62	54	31	121	evening/afternoon	Udhampur/J&K	1  nʌmɑʃʌ̃	response	
62	54	32	121	evening/afternoon	Jammu/J&K	3  ʃɑm	response	
62	54	33	121	evening/afternoon	Chamba/H.P.	2  nwɑsɛ̃	response	
62	54	34	121	evening/afternoon	Rampur/H.P.	2  nwɑsɑ̃	response	
62	54	35	121	evening/afternoon	Nalagarh/H.P.	2  nwɑsɔ̃	response	
62	54	36	121	evening/afternoon	Dehradun/U.P.	2  nɔsɑ	response	
62	54	37	121	evening/afternoon	Kotdwara/U.P.	2  nwɑsɑ̃	response	
62	54	38	121	evening/afternoon	Haldwani/U.P.	2  nwɑsɑ̃	response	
62	54	42	122	yesterday	Urdu	2  kʌl	response	
62	54	43	122	yesterday	Chitral/Pak	2  kʌl	response	
62	54	44	122	yesterday	Settlet Swat/Pak	2  kʌl	response	
62	54	45	122	yesterday	Gilgit/Pak	2  kʌl	response	
62	54	46	122	yesterday	Kaghan/Pak	2  kʌl	response	
62	54	47	122	yesterday	North. Azad/Pak	2  kʌl	response	
62	54	48	122	yesterday	Centr. Azad/Pak	2  kʌl	response	
62	54	49	122	yesterday	Udhampur/J&K	1  dinʌ / 2  kʌl	response	
62	54	50	122	yesterday	Jammu/J&K	2  kʌl	response	
62	54	51	122	yesterday	Chamba/H.P.	2  kʌl	response	
62	54	52	122	yesterday	Rampur/H.P.	2  kʌl	response	
62	54	53	122	yesterday	Nalagarh/H.P.	2  kʌl	response	
62	54	54	122	yesterday	Dehradun/U.P.	2  kʌl	response	
62	54	55	122	yesterday	Kotdwara/U.P.	2  kʌl	response	
62	54	56	122	yesterday	Haldwani/U.P.	2  kʌl	response	
62	54	60	123	today	Urdu	1  ɑdʒ	response	
62	54	61	123	today	Chitral/Pak	1  ʌdʒ	response	
62	54	62	123	today	Settlet Swat/Pak	1  ʌdʒ	response	
62	54	63	123	today	Gilgit/Pak	1  ʌdʒ	response	
62	54	64	123	today	Kaghan/Pak	1  ɑdʒ	response	
62	54	65	123	today	North. Azad/Pak	1  ʌdʒ	response	
62	54	66	123	today	Centr. Azad/Pak	1  ɑdʒ / 1  ʌdʒ	response	
62	54	67	123	today	Udhampur/J&K	1  ɑdʒ	response	
62	54	68	123	today	Jammu/J&K	1  ʌdʒ	response	
62	54	69	123	today	Chamba/H.P.	1  ɑdʒ	response	
62	54	70	123	today	Rampur/H.P.	1  ʌdʒ	response	
62	54	71	123	today	Nalagarh/H.P.	1  ʌdʒ	response	
62	54	72	123	today	Dehradun/U.P.	1  ɑdʒ	response	
62	54	73	123	today	Kotdwara/U.P.	1  ɑdʒ	response	
62	54	74	123	today	Haldwani/U.P.	1  ʌdʒ	response	
62	54	96	124	tomorrow	Urdu	2  kʌl	response	
62	54	97	124	tomorrow	Chitral/Pak	2  kʌl / 3  bʌɽk	response	
62	54	98	124	tomorrow	Settlet Swat/Pak	1  dɪnʌ	response	
62	54	99	124	tomorrow	Gilgit/Pak	1  dɪnɑ	response	
62	54	100	124	tomorrow	Kaghan/Pak	1  dɪnʌ / 2  kʌl	response	
62	54	101	124	tomorrow	North. Azad/Pak	1  dinʌ	response	
62	54	102	124	tomorrow	Centr. Azad/Pak	2  kʌl	response	
62	54	103	124	tomorrow	Udhampur/J&K	1  dinʌ / 2  kʌl	response	
62	54	104	124	tomorrow	Jammu/J&K	2  kʌl	response	
62	54	105	124	tomorrow	Chamba/H.P.	2  kʌl	response	
62	54	106	124	tomorrow	Rampur/H.P.	2  kʌl	response	
62	54	107	124	tomorrow	Nalagarh/H.P.	2  kʌl	response	
62	54	108	124	tomorrow	Dehradun/U.P.	2  kʌl	response	
62	54	109	124	tomorrow	Kotdwara/U.P.	2  kʌl	response	
62	54	110	124	tomorrow	Haldwani/U.P.	2  kʌl	response	
62	54	114	125	week	Urdu	1  hʌftʌ	response	
62	54	115	125	week	Chitral/Pak	1  hʌftʌ / 2  sʌt di	response	
62	54	116	125	week	Settlet Swat/Pak	1  hʌfto	response	
62	54	117	125	week	Gilgit/Pak	1  hʌftɑ / 2  sʌt di	response	
62	54	118	125	week	Kaghan/Pak	1  hʌfto	response	
62	54	119	125	week	North. Azad/Pak	3  ʌʈh tiɑɽɑ	response	
62	54	120	125	week	Centr. Azad/Pak	1  hʌfto	response	
62	54	121	125	week	Udhampur/J&K	1  ɑfto	response	
62	54	122	125	week	Jammu/J&K	1  hʌfto	response	
62	54	123	125	week	Chamba/H.P.	1  hʌftʌ	response	
62	54	124	125	week	Rampur/H.P.	1  hʌfto	response	
62	54	125	125	week	Nalagarh/H.P.	3  ʌʈh dejɑɽɑ	response	
62	54	126	125	week	Dehradun/U.P.	1  hɑftɑ	response	
62	54	127	125	week	Kotdwara/U.P.	1  ʌfto	response	
62	54	128	125	week	Haldwani/U.P.	1  hʌftʌ	response	
62	54	132	126	month	Urdu	1  mʌhinɑ	response	
62	54	133	126	month	Chitral/Pak	2  tʃʌn	response	
62	54	134	126	month	Settlet Swat/Pak	1  mɑinʌ / 2  tʃʌn	response	
62	54	135	126	month	Gilgit/Pak	2  tʃʌn	response	
62	54	136	126	month	Kaghan/Pak	1  minõ	response	
62	54	137	126	month	North. Azad/Pak	1  minõ	response	
62	54	138	126	month	Centr. Azad/Pak	1  mɑɪno	response	
62	54	139	126	month	Udhampur/J&K	1  minʌ	response	
62	54	140	126	month	Jammu/J&K	1  mino	response	
62	54	141	126	month	Chamba/H.P.	1  menʌ	response	
62	54	142	126	month	Rampur/H.P.	1  mino	response	
62	54	143	126	month	Nalagarh/H.P.	1  mino	response	
62	54	144	126	month	Dehradun/U.P.	1  minɔ	response	
62	54	145	126	month	Kotdwara/U.P.	1  mino	response	
62	54	146	126	month	Haldwani/U.P.	1  mino	response	
63	55	24	127	year	Urdu	1  sɑl / 3  bʌɾʌs	response	
63	55	25	127	year	Chitral/Pak	2  sʌmõ	response	
63	55	26	127	year	Settlet Swat/Pak	2  sʌmõ	response	
63	55	27	127	year	Gilgit/Pak	2  sɑmõ	response	
63	55	28	127	year	Kaghan/Pak	1  sɑl	response	
63	55	29	127	year	North. Azad/Pak	1  sɑl	response	
63	55	30	127	year	Centr. Azad/Pak	1  sɑl	response	
63	55	31	127	year	Udhampur/J&K	1  sɑl	response	
63	55	32	127	year	Jammu/J&K	1  sɑl / 3  bʌɾo / 4  bʌɾo	response	
63	55	33	127	year	Chamba/H.P.	1  sɑl	response	
63	55	34	127	year	Rampur/H.P.	1  sɑl	response	
63	55	35	127	year	Nalagarh/H.P.	4  bʌɾ	response	
63	55	36	127	year	Dehradun/U.P.	1  sɑl	response	
63	55	37	127	year	Kotdwara/U.P.	1  sɑl	response	
63	55	38	127	year	Haldwani/U.P.	4  bʌɾ	response	
63	55	42	128	old (object)	Urdu	1  pʊɾɑnɑ	response	
63	55	43	128	old (object)	Chitral/Pak	1  pʊɾɑɳõ	response	
63	55	44	128	old (object)	Settlet Swat/Pak	1  pʊɾɑno	response	
63	55	45	128	old (object)	Gilgit/Pak	1  pʊɾɑno	response	
63	55	46	128	old (object)	Kaghan/Pak	1  pʊɾɑno	response	
63	55	47	128	old (object)	North. Azad/Pak	1  pʊɾɑnõ	response	
63	55	48	128	old (object)	Centr. Azad/Pak	1  pʌɾɑno	response	
63	55	49	128	old (object)	Udhampur/J&K	1  puɾɑno	response	
63	55	50	128	old (object)	Jammu/J&K	1  pɾɑno	response	
63	55	51	128	old (object)	Chamba/H.P.	1  puɽɑɳe	response	
63	55	52	128	old (object)	Rampur/H.P.	1  pɾɑno	response	
63	55	53	128	old (object)	Nalagarh/H.P.	1  pɾɑno	response	
63	55	54	128	old (object)	Dehradun/U.P.	1  pʊɽɑnɑ	response	
63	55	55	128	old (object)	Kotdwara/U.P.	1  puɽɑno	response	
63	55	56	128	old (object)	Haldwani/U.P.	1  puɾɑno	response	
63	55	60	129	new (object)	Urdu	4  neɑ	response	
63	55	61	129	new (object)	Chitral/Pak	1  nõ	response	
63	55	62	129	new (object)	Settlet Swat/Pak	3  nʊĩ	response	
63	55	63	129	new (object)	Gilgit/Pak	3  nõĩ	response	
63	55	64	129	new (object)	Kaghan/Pak	1  nõ/2 nʌ̃wĩ/2 nõwõ/5 nʌ̃wĩ/5 nõwõ	response	
63	55	65	129	new (object)	North. Azad/Pak	1  nõ / 2  nʌwõ / 5 nʌwõ	response	
63	55	66	129	new (object)	Centr. Azad/Pak	4  nɪo / 5  nʌʋẽ	response	
63	55	67	129	new (object)	Udhampur/J&K	1  nõ	response	
63	55	68	129	new (object)	Jammu/J&K	2  nʌmo	response	
63	55	69	129	new (object)	Chamba/H.P.	2  nʌmĩ	response	
63	55	70	129	new (object)	Rampur/H.P.	2  nʌmo	response	
63	55	71	129	new (object)	Nalagarh/H.P.	5  nʌ̃ʋɑ	response	
63	55	72	129	new (object)	Dehradun/U.P.	2  nomɔ	response	
63	55	73	129	new (object)	Kotdwara/U.P.	2  nʌmo	response	
63	55	74	129	new (object)	Haldwani/U.P.	2  nʌmo	response	
63	55	96	130	good (object)	Urdu	3  ʌtʃːɑ	response	
63	55	97	130	good (object)	Chitral/Pak	4  tʃʌŋgo	response	
63	55	98	130	good (object)	Settlet Swat/Pak	3  ʌtʃho	response	
63	55	99	130	good (object)	Gilgit/Pak	3  ʌtʃo	response	
63	55	100	130	good (object)	Kaghan/Pak	3  ʌtʃo	response	
63	55	101	130	good (object)	North. Azad/Pak	3  ʌtʃo / 4 tʃɛŋgo	response	
63	55	102	130	good (object)	Centr. Azad/Pak	3  ʌtʃo / 4 tʃʌŋgo	response	
63	55	103	130	good (object)	Udhampur/J&K	1  sõɳõ	response	
63	55	104	130	good (object)	Jammu/J&K	1  sõɳõ / 2 ʃɛɭ / 4 tʃɛŋgo	response	
63	55	105	130	good (object)	Chamba/H.P.	1  soɳõ	response	
63	55	106	130	good (object)	Rampur/H.P.	1  soɳõ	response	
63	55	107	130	good (object)	Nalagarh/H.P.	2  ʃɛɭ	response	
63	55	108	130	good (object)	Dehradun/U.P.	2  ʃɛɭ	response	
63	55	109	130	good (object)	Kotdwara/U.P.	2  ʃɛɭ	response	
63	55	110	130	good (object)	Haldwani/U.P.	2  ʃɛɭ	response	
63	55	114	131	bad (object)	Urdu	3  xʌɾɑb	response	
63	55	115	131	bad (object)	Chitral/Pak	3  xʌɾɑb	response	
63	55	116	131	bad (object)	Settlet Swat/Pak	1  mʌndo / 3  xʌɾɑb	response	
63	55	117	131	bad (object)	Gilgit/Pak	1  mʌndo	response	
63	55	118	131	bad (object)	Kaghan/Pak	1  mʌndo / 3  xʌɾɑb	response	
63	55	119	131	bad (object)	North. Azad/Pak	1  mʌndo	response	
