PKher,pkh-644-99,*bɔrɔɽ,slippery,,*bɔrɔɽ,,"munda1968proto[p. 99, SEAlang record 644]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p644.i99,,,,
PKher,pkh-613-97,*bɔtɔɟ,loincloth,,*bɔtɔɟ,,"munda1968proto[p. 97, SEAlang record 613]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p613.i97,,,,
PKher,pkh-552-93,*bɔŋɡa,spirit,,*bɔŋɡa,,"munda1968proto[p. 93, SEAlang record 552]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p552.i93,,,,
PKher,pkh-612-97,*bɔɖɔɟ,to squeeze,,*bɔɖɔɟ,,"munda1968proto[p. 97, SEAlang record 612]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p612.i97,,,,
PKher,pkh-551-93,*bɔɛha,brother,,*bɔɛha,,"munda1968proto[p. 93, SEAlang record 551]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p551.i93,,,,
PKher,pkh-518-90,*bɔɟ,to slip off,,*bɔɟ,,"munda1968proto[p. 90, SEAlang record 518]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p518.i90,,,,
PKher,pkh-553-93,*bɔɽa,blunt,,*bɔɽa,,"munda1968proto[p. 93, SEAlang record 553]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p553.i93,,,,
PKher,pkh-447-85,*bɛdrɛɟ,"tiny, small",,*bɛdrɛɟ,,"munda1968proto[p. 85, SEAlang record 447]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p447.i85,,,,
PKher,pkh-423-83,*bɛnta(r),to tie cloth on; turban,,*bɛnta(r),,"munda1968proto[p. 83, SEAlang record 423]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p423.i83,,,,
PKher,pkh-461-86,*bɛrɛl,raw,,*bɛrɛl,,"munda1968proto[p. 86, SEAlang record 461]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p461.i86,,,,
PKher,pkh-383-80,*bɛsra,kind of bird,,*bɛsra,,"munda1968proto[p. 80, SEAlang record 383]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p383.i80,,,,
PKher,pkh-382-80,*bɛɖa,lowland,,*bɛɖa,,"munda1968proto[p. 80, SEAlang record 382]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p382.i80,,,,
PKher,pkh-408-82,*bɛɲɟaʔ,rheum,,*bɛɲɟaʔ,,"munda1968proto[p. 82, SEAlang record 408]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p408.i82,,,,
PKher,pkh-408-82,*hɛɲɟaʔ,rheum,,*hɛɲɟaʔ,,"munda1968proto[p. 82, SEAlang record 408]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p408.i82:v2,munda1968proto:R:c3.p408.i82,,,
PKher,pkh-372-79,*c/s(h)ɛr,to melt,,*c/s(h)ɛr,,"munda1968proto[p. 79, SEAlang record 372]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p372.i79,,,,
PKher,pkh-1277-143,*caba,to finish,,*caba,,"munda1968proto[p. 143, SEAlang record 1277]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1277.i143,,,,
PKher,pkh-89-58,*cacki,to cheat,,*cacki,,"munda1968proto[p. 58, SEAlang record 89]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p89.i58,,,,
PKher,pkh-872-116,*cacɔ̀,to walk (children),,*cacɔ̀,,"munda1968proto[p. 116, SEAlang record 872]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p872.i116,,,,
PKher,pkh-661-101,*cadlɔm,tail,,*cadlɔm,,"munda1968proto[p. 101, SEAlang record 661]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p661.i101,,,,
PKher,pkh-661-101,*caʔlɔm,tail,,*caʔlɔm,,"munda1968proto[p. 101, SEAlang record 661]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p661.i101:v2,munda1968proto:R:c3.p661.i101,,,
PKher,pkh-988-125,*cahab,to open mouth,,*cahab,,"munda1968proto[p. 125, SEAlang record 988]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p988.i125,,,,
PKher,pkh-885-117,*cakɔb,to bite,,*cakɔb,,"munda1968proto[p. 117, SEAlang record 885]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p885.i117,,,,
PKher,pkh-688-103,*cakɛ̀,heap of something,,*cakɛ̀,,"munda1968proto[p. 103, SEAlang record 688]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p688.i103,,,,
PKher,pkh-284-72,*campur,talkative,,*campur,,"munda1968proto[p. 72, SEAlang record 284]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p284.i72,,,,
PKher,pkh-994-126,*capad,to step on,,*capad,,"munda1968proto[p. 126, SEAlang record 994]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p994.i126,,,,
PKher,pkh-729-106,*capɔ̀,to touch,,*capɔ̀,,"munda1968proto[p. 106, SEAlang record 729]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p729.i106,,,,
PKher,pkh-690-103,*capɛ̀,"to wash, scrub",,*capɛ̀,,"munda1968proto[p. 103, SEAlang record 690]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p690.i103,,,,
PKher,pkh-697-104,*carɛ̀ɟ,wooden pin,,*carɛ̀ɟ,,"munda1968proto[p. 104, SEAlang record 697]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p697.i104,,,,
PKher,pkh-689-103,*caŋkɛ̀,to jump,,*caŋkɛ̀,,"munda1968proto[p. 103, SEAlang record 689]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p689.i103,,,,
PKher,pkh-953-123,*caŋɡa,step,,*caŋɡa,,"munda1968proto[p. 123, SEAlang record 953]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p953.i123,,,,
PKher,pkh-728-106,*caɖɔ̀,to drown,,*caɖɔ̀,,"munda1968proto[p. 106, SEAlang record 728]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p728.i106,,,,
PKher,pkh-1050-129,*caɡaɽ,"to break, split",,*caɡaɽ,,"munda1968proto[p. 129, SEAlang record 1050]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1050.i129,,,,
PKher,pkh-47-54,*cipud,fist; to grasp,,*cipud,,"munda1968proto[p. 54, SEAlang record 47]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p47.i54,,,,
PKher,pkh-47-54,*cupud,fist; to grasp,,*cupud,,"munda1968proto[p. 54, SEAlang record 47]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p47.i54:v2,munda1968proto:R:c3.p47.i54,,,
PKher,pkh-1064-130,*cirɡal,to be aware,,*cirɡal,,"munda1968proto[p. 130, SEAlang record 1064]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1064.i130,,,,
PKher,pkh-54-55,*citri,partridge,,*citri,,"munda1968proto[p. 55, SEAlang record 54]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p54.i55,,,,
PKher,pkh-189-64,*cubaʔ,to get small particle in the eye,,*cubaʔ,,"munda1968proto[p. 64, SEAlang record 189]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p189.i64,,,,part
PKher,pkh-214-66,*cubuɟ,to prick,,*cubuɟ,,"munda1968proto[p. 66, SEAlang record 214]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p214.i66,,,,
PKher,pkh-150-61,*cundi,muskrat,,*cundi,,"munda1968proto[p. 61, SEAlang record 150]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p150.i61,,,,
PKher,pkh-326-75,*cùʈù,rat,,*cùʈù,,"munda1968proto[p. 75, SEAlang record 326]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p326.i75,,,,
PKher,pkh-581-94,*cɔaʔ,to break,,*cɔaʔ,,"munda1968proto[p. 94, SEAlang record 581]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p581.i94,,,,
PKher,pkh-554-93,*cɔpa,kernel,,*cɔpa,,"munda1968proto[p. 93, SEAlang record 554]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p554.i93,,,,
PKher,pkh-614-97,*cɔpɔɟ,to suck,,*cɔpɔɟ,,"munda1968proto[p. 97, SEAlang record 614]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p614.i97,,,,
PKher,pkh-574-94,*cɔʈaʔ,to come off,,*cɔʈaʔ,,"munda1968proto[p. 94, SEAlang record 574]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p574.i94,,,,
PKher,pkh-521-91,*cɔʔ,to kiss,,*cɔʔ,,"munda1968proto[p. 91, SEAlang record 521]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p521.i91,,,,
PKher,pkh-705-104,*cɔ̀d,"to sit high, help climb up",,*cɔ̀d,,"munda1968proto[p. 104, SEAlang record 705]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p705.i104,,,,
PKher,pkh-466-86,*cɛ-p-ɛl,wave,,*cɛ-p-ɛl,,"munda1968proto[p. 86, SEAlang record 466]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p466.i86,,,,
PKher,pkh-1003-126,*cɛcaʔ,to tear off,,*cɛcaʔ,,"munda1968proto[p. 126, SEAlang record 1003]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1003.i126,,,,
PKher,pkh-448-85,*cɛpɛɟ,to suck,,*cɛpɛɟ,,"munda1968proto[p. 85, SEAlang record 448]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p448.i85,,,,
PKher,pkh-414-82,*cɛtan,above,,*cɛtan,,"munda1968proto[p. 82, SEAlang record 414]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p414.i82,,,,
PKher,pkh-675-102,*cɛ̀-ka-,interrogation,,*cɛ̀-ka-,,"munda1968proto[p. 102, SEAlang record 675]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p675.i102,,,,
PKher,pkh-55-55,*d(h)iri,"rock, stone",,*d(h)iri,,"munda1968proto[p. 55, SEAlang record 55]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p55.i55,,,,
PKher,pkh-752-108,*dab,thatch,,*dab,,"munda1968proto[p. 108, SEAlang record 752]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p752.i108,,,,
PKher,pkh-954-123,*daha ~*daka,cooked rice; bee egg,,*daha ~*daka,,"munda1968proto[p. 123, SEAlang record 954]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p954.i123,,,,
PKher,pkh-782-110,*dal,to beat,,*dal,,"munda1968proto[p. 110, SEAlang record 782]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p782.i110,,,,
PKher,pkh-653-100,*dalɔb,to cover,,*dalɔb,,"munda1968proto[p. 100, SEAlang record 653]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p653.i100,,,,
PKher,pkh-1029-127,*danaŋ,to shelter,,*danaŋ,,"munda1968proto[p. 127, SEAlang record 1029]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1029.i127,,,,
PKher,pkh-737-107,*dapɔ̀ɽ,to let,,*dapɔ̀ɽ,,"munda1968proto[p. 107, SEAlang record 737]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p737.i107,,,,
PKher,pkh-1019-127,*darɔm,to welcome,,*darɔm,,"munda1968proto[p. 127, SEAlang record 1019]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1019.i127,,,,
PKher,pkh-989-125,*daɽhab,large-headed,,*daɽhab,,"munda1968proto[p. 125, SEAlang record 989]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p989.i125,,,,
PKher,pkh-691-103,*daɽɛ̀,to be able; strength,,*daɽɛ̀,,"munda1968proto[p. 103, SEAlang record 691]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p691.i103,,,,
PKher,pkh-763-108,*daʔ,water,,*daʔ,,"munda1968proto[p. 108, SEAlang record 763]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p763.i108,,,,
PKher,pkh-9-51,*diɟ,to get something stuck in throat,,*diɟ,,"munda1968proto[p. 51, SEAlang record 9]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p9.i51,,,,
PKher,pkh-134-60,*du(-ɽu-)b,to sit,,*du(-ɽu-)b,,"munda1968proto[p. 60, SEAlang record 134]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p134.i60,,,,
PKher,pkh-170-63,*dubɛ̀,"dunghill, garbage",,*dubɛ̀,,"munda1968proto[p. 63, SEAlang record 170]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p170.i63,,,,
PKher,pkh-235-68,*dudmul,kind of bird,,*dudmul,,"munda1968proto[p. 68, SEAlang record 235]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p235.i68,,,,
PKher,pkh-146-61,*dul,to pour,,*dul,,"munda1968proto[p. 61, SEAlang record 146]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p146.i61,,,,
PKher,pkh-201-65,*dundu,kind of bird,,*dundu,,"munda1968proto[p. 65, SEAlang record 201]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p201.i65,,,,
PKher,pkh-238-68,*dundur,obstinate,,*dundur,,"munda1968proto[p. 68, SEAlang record 238]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p238.i68,,,,
PKher,pkh-78-57,*dupil,to carry on head,,*dupil,,"munda1968proto[p. 57, SEAlang record 78]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p78.i57,,,,
PKher,pkh-215-66,*duɳuɟ,to spill,,*duɳuɟ,,"munda1968proto[p. 66, SEAlang record 215]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p215.i66,,,,
PKher,pkh-294-72,*dìkù,foreigner,,*dìkù,,"munda1968proto[p. 72, SEAlang record 294]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p294.i72,,,,
PKher,pkh-303-73,*dìrìɲ,horn,,*dìrìɲ,,"munda1968proto[p. 73, SEAlang record 303]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p303.i73,,,,
PKher,pkh-303-73,*dìrìŋ,horn,,*dìrìŋ,,"munda1968proto[p. 73, SEAlang record 303]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p303.i73:v2,munda1968proto:R:c3.p303.i73,,,
PKher,pkh-508-89,*dɔ,emphatic,,*dɔ,,"munda1968proto[p. 89, SEAlang record 508]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p508.i89,,,,
PKher,pkh-603-96,*dɔcɔd,beard,,*dɔcɔd,,"munda1968proto[p. 96, SEAlang record 603]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p603.i96,,,,
PKher,pkh-591-95,*dɔhɔ,"to keep, place",,*dɔhɔ,,"munda1968proto[p. 95, SEAlang record 591]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p591.i95,,,,
PKher,pkh-384-80,*dɛa,back,,*dɛa,,"munda1968proto[p. 80, SEAlang record 384]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p384.i80,,,,
PKher,pkh-373-79,*dɛɽ(ɛ),to copulate,,*dɛɽ(ɛ),,"munda1968proto[p. 79, SEAlang record 373]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p373.i79,,,,
PKher,pkh-771-109,*h-an,that,,*h-an,,"munda1968proto[p. 109, SEAlang record 771]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p771.i109,,,,pron
PKher,pkh-876-116,*ha(i)-kɔ,fish,,*ha(i)-kɔ,,"munda1968proto[p. 116, SEAlang record 876]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p876.i116,,,,
PKher,pkh-938-122,*ha-pa-num,young girl,,*ha-pa-num,,"munda1968proto[p. 122, SEAlang record 938]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p938.i122,,,,
PKher,pkh-990-125,*ha-ɖa-b,to bite,,*ha-ɖa-b,,"munda1968proto[p. 125, SEAlang record 990]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p990.i125,,,,
PKher,pkh-753-108,*hab,to bite,,*hab,,"munda1968proto[p. 108, SEAlang record 753]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p753.i108,,,,
PKher,pkh-104-58,*habiɟ,until,,*habiɟ,,"munda1968proto[p. 58, SEAlang record 104]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p104.i58,,,,adv
PKher,pkh-960-123,*haja,greed,,*haja,,"munda1968proto[p. 123, SEAlang record 960]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p960.i123,,,,
PKher,pkh-948-122,*haka,to hang,,*haka,,"munda1968proto[p. 122, SEAlang record 948]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p948.i122,,,,
PKher,pkh-948-122,*àkà,to hang,,*àkà,,"munda1968proto[p. 122, SEAlang record 948]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p948.i122:v2,munda1968proto:R:c3.p948.i122,,,
PKher,pkh-958-123,*hal(a),to repay,,*hal(a),,"munda1968proto[p. 123, SEAlang record 958]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p958.i123,,,,
PKher,pkh-1030-128,*halaŋ,to pick up,,*halaŋ,,"munda1968proto[p. 128, SEAlang record 1030]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1030.i128,,,,
PKher,pkh-731-106,*halɔ̀,to scoop,,*halɔ̀,,"munda1968proto[p. 106, SEAlang record 731]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p731.i106,,,,
PKher,pkh-487-88,*halɛ,halo,,*halɛ,,"munda1968proto[p. 88, SEAlang record 487]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p487.i88,,,,
PKher,pkh-1041-128,*hamal,heavy,,*hamal,,"munda1968proto[p. 128, SEAlang record 1041]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1041.i128,,,,
PKher,pkh-269-70,*hambud,to embrace,,*hambud,,"munda1968proto[p. 70, SEAlang record 269]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p269.i70,,,,
PKher,pkh-273-71,*hambuɟ,sunken,,*hambuɟ,,"munda1968proto[p. 71, SEAlang record 273]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p273.i71,,,,
PKher,pkh-1051-129,*hantaɽ,"to finish, already",,*hantaɽ,,"munda1968proto[p. 129, SEAlang record 1051]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1051.i129,,,,
PKher,pkh-936-122,*hapuʔ,kind of bird,,*hapuʔ,,"munda1968proto[p. 122, SEAlang record 936]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p936.i122,,,,
PKher,pkh-488-88,*hapɛ,quiet,,*hapɛ,,"munda1968proto[p. 88, SEAlang record 488]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p488.i88,,,,
PKher,pkh-265-70,*harub,to cover,,*harub,,"munda1968proto[p. 70, SEAlang record 265]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p265.i70,,,,
PKher,pkh-991-125,*harɔb,to satiate,,*harɔb,,"munda1968proto[p. 125, SEAlang record 991]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p991.i125,,,,
PKher,pkh-959-123,*hasa,soil,,*hasa,,"munda1968proto[p. 123, SEAlang record 959]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p959.i123,,,,
PKher,pkh-285-72,*hasur,"to set (of the sun, moon)",,*hasur,,"munda1968proto[p. 72, SEAlang record 285]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p285.i72,,,,
PKher,pkh-733-106,*hasɔ̀,"pain, fever",,*hasɔ̀,,"munda1968proto[p. 106, SEAlang record 733]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p733.i106,,,,
PKher,pkh-736-107,*hasɔ̀ɽ,to stop raining,,*hasɔ̀ɽ,,"munda1968proto[p. 107, SEAlang record 736]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p736.i107,,,,
PKher,pkh-736-107,*àsɔ̀ɽ,to stop raining,,*àsɔ̀ɽ,,"munda1968proto[p. 107, SEAlang record 736]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p736.i107:v2,munda1968proto:R:c3.p736.i107,,,
PKher,pkh-1031-128,*hataŋ,brain,,*hataŋ,,"munda1968proto[p. 128, SEAlang record 1031]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1031.i128,,,,
PKher,pkh-1005-126,*hatlaʔ,armpit,,*hatlaʔ,,"munda1968proto[p. 126, SEAlang record 1005]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1005.i126,,,,
PKher,pkh-662-101,*hatɔm,aunt,,*hatɔm,,"munda1968proto[p. 101, SEAlang record 662]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p662.i101,,,,
PKher,pkh-726-106,*hatɔ̀,"village, settlement",,*hatɔ̀,,"munda1968proto[p. 106, SEAlang record 726]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p726.i106,,,,
PKher,pkh-726-106,*àtù,"village, settlement",,*àtù,,"munda1968proto[p. 106, SEAlang record 726]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p726.i106:v2,munda1968proto:R:c3.p726.i106,,,
PKher,pkh-732-106,*haɔ̀,red ant,,*haɔ̀,,"munda1968proto[p. 106, SEAlang record 732]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p732.i106,,,,
PKher,pkh-105-58,*haɖi(ɟ),dog,,*haɖi(ɟ),,"munda1968proto[p. 58, SEAlang record 105]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p105.i58,,,,
PKher,pkh-650-100,*haɖɔʔ,connective (and),,*haɖɔʔ,,"munda1968proto[p. 100, SEAlang record 650]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p650.i100,,,,
PKher,pkh-650-100,*àɖɔ̀(ʔ),connective (and),,*àɖɔ̀(ʔ),,"munda1968proto[p. 100, SEAlang record 650]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p650.i100:v2,munda1968proto:R:c3.p650.i100,,,
PKher,pkh-739-107,*haɖɔ̀paʔ,quiet (person),,*haɖɔ̀paʔ,,"munda1968proto[p. 107, SEAlang record 739]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p739.i107,,,,
PKher,pkh-945-121,*haɖɡur,to stir,,*haɖɡur,,"munda1968proto[p. 121, SEAlang record 945]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p945.i121,,,,
PKher,pkh-957-123,*haɡa,brother,,*haɡa,,"munda1968proto[p. 123, SEAlang record 957]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p957.i123,,,,
PKher,pkh-935-121,*haɲɟuʔ,sunken,,*haɲɟuʔ,,"munda1968proto[p. 121, SEAlang record 935]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p935.i121,,,,
PKher,pkh-935-121,*haɲɟuŋ,sunken,,*haɲɟuŋ,,"munda1968proto[p. 121, SEAlang record 935]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p935.i121:v2,munda1968proto:R:c3.p935.i121,,,
PKher,pkh-654-100,*haɳɔb,to put into water,,*haɳɔb,,"munda1968proto[p. 100, SEAlang record 654]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p654.i100,,,,
PKher,pkh-257-69,*haɳɖua,bamboo shoot,,*haɳɖua,,"munda1968proto[p. 69, SEAlang record 257]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p257.i69,,,,
PKher,pkh-778-110,*haɽa,kind of tree,,*haɽa,,"munda1968proto[p. 110, SEAlang record 778]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p778.i110,,,,
PKher,pkh-779-110,*haɽa,to disappear,,*haɽa,,"munda1968proto[p. 110, SEAlang record 779]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p779.i110,,,,
PKher,pkh-1020-127,*haɽam,old,,*haɽam,,"munda1968proto[p. 127, SEAlang record 1020]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1020.i127,,,,
PKher,pkh-1004-126,*haɽaʔ,to stumble,,*haɽaʔ,,"munda1968proto[p. 126, SEAlang record 1004]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p1004.i126,,,,
PKher,pkh-995-126,*haɽhad,"bitter, hot",,*haɽhad,,"munda1968proto[p. 126, SEAlang record 995]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p995.i126,,,,
PKher,pkh-930-121x2,*haɽub,to embrace,,*haɽub,,"munda1968proto[p. 121-2, SEAlang record 930]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p930.i121-2,,,,
PKher,pkh-725-106,*haɽɡɔ̀,to descend,,*haɽɡɔ̀,,"munda1968proto[p. 106, SEAlang record 725]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p725.i106,,,,
PKher,pkh-725-106,*àɽɡɔ̀,to descend,,*àɽɡɔ̀,,"munda1968proto[p. 106, SEAlang record 725]",,Munda's Proto-Kherwarian reconstruction.,munda1968proto:R:c3.p725.i106:v2,munda1968proto:R:c3.p725.i106,,,
