Koch,,sagu,sky,,sagu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 42, wordlist item 1, site b Nokshi]",,,silkochbd2011:i001:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,ʃɔpta,week,,ʃɔpta,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 25, site r Chandabhoi]",,,silkochbd2011:i025:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,maʃ,month,,maʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 26, site b Nokshi]",,,silkochbd2011:i026:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,maʃ,month,,maʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 26, site c Kholchanda]",,,silkochbd2011:i026:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,maʃ,month,,maʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 26, site q Uttor Nokshi]",,,silkochbd2011:i026:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,maʃ,month,,maʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 26, site r Chandabhoi]",,,silkochbd2011:i026:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,bɔtʃʰor,year,,bɔtʃʰor,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 27, site b Nokshi]",,,silkochbd2011:i027:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,bɔtʃʰor,year,,bɔtʃʰor,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 27, site c Kholchanda]",,,silkochbd2011:i027:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bɔtʃʰor,year,,bɔtʃʰor,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 27, site q Uttor Nokshi]",,,silkochbd2011:i027:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,bɔtʃʰor,year,,bɔtʃʰor,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 27, site r Chandabhoi]",,,silkochbd2011:i027:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,sanok,day,,sanok,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 28, site b Nokshi]",,,silkochbd2011:i028:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,sanok,day,,sanok,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 28, site c Kholchanda]",,,silkochbd2011:i028:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,din,day,,din,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 28, site q Uttor Nokshi]",,,silkochbd2011:i028:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,din,day,,din,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 43, wordlist item 28, site r Chandabhoi]",,,silkochbd2011:i028:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,bihan,morning,,bihan,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 29, site q Uttor Nokshi]",,,silkochbd2011:i029:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,manap,morning,,manap,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 29, site r Chandabhoi]",,,silkochbd2011:i029:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dupur,noon,,dupur,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 30, site b Nokshi]",,,silkochbd2011:i030:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dupur,noon,,dupur,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 30, site c Kholchanda]",,,silkochbd2011:i030:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dupur,noon,,dupur,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 30, site q Uttor Nokshi]",,,silkochbd2011:i030:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dupur,noon,,dupur,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 30, site r Chandabhoi]",,,silkochbd2011:i030:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,gasum,evening,,gasum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 31, site b Nokshi]",,,silkochbd2011:i031:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,gasum,evening,,gasum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 31, site c Kholchanda]",,,silkochbd2011:i031:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bɛlabati,evening,,bɛlabati,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 31, site q Uttor Nokshi]",,,silkochbd2011:i031:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dasum,evening,,dasum,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 31, site r Chandabhoi]",,,silkochbd2011:i031:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pʰar,night,,pʰar,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 32, site q Uttor Nokshi]",,,silkochbd2011:i032:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mai̯,paddy rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 33, site b Nokshi]",,,silkochbd2011:i033:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mai̯,paddy rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 33, site c Kholchanda]",,,silkochbd2011:i033:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,mai̯,paddy rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 33, site q Uttor Nokshi]",,,silkochbd2011:i033:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mai̯,paddy rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 33, site r Chandabhoi]",,,silkochbd2011:i033:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mai̯ruŋ,uncooked rice,,mai̯ruŋ,lexical-similarity group not printed,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 34, site b Nokshi]",,,silkochbd2011:i034:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mai̯ruŋ,uncooked rice,,mai̯ruŋ,lexical-similarity group not printed,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 34, site c Kholchanda]",,,silkochbd2011:i034:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,mai̯ruŋ,uncooked rice,,mai̯ruŋ,lexical-similarity group not printed,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 34, site q Uttor Nokshi]",,,silkochbd2011:i034:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mai̯ruŋ,uncooked rice,,mai̯ruŋ,lexical-similarity group not printed,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 34, site r Chandabhoi]",,,silkochbd2011:i034:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mai̯,cooked rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 35, site b Nokshi]",,,silkochbd2011:i035:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mai̯,cooked rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 35, site c Kholchanda]",,,silkochbd2011:i035:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,mai̯,cooked rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 35, site q Uttor Nokshi]",,,silkochbd2011:i035:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mai̯,cooked rice,,mai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 35, site r Chandabhoi]",,,silkochbd2011:i035:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,gɔm,wheat,,gɔm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 36, site b Nokshi]",,,silkochbd2011:i036:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,gɔm,wheat,,gɔm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 36, site c Kholchanda]",,,silkochbd2011:i036:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,gɔm,wheat,,gɔm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 36, site q Uttor Nokshi]",,,silkochbd2011:i036:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,gɔm,wheat,,gɔm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 36, site r Chandabhoi]",,,silkochbd2011:i036:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,makʰu,corn,,makʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 37, site b Nokshi]",,,silkochbd2011:i037:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,makʰu,corn,,makʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 37, site c Kholchanda]",,,silkochbd2011:i037:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,makʰu,corn,,makʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 37, site q Uttor Nokshi]",,,silkochbd2011:i037:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,makʰu,corn,,makʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 37, site r Chandabhoi]",,,silkochbd2011:i037:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kʰan,potato,,kʰan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 38, site b Nokshi]",,,silkochbd2011:i038:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kʰan,potato,,kʰan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 38, site c Kholchanda]",,,silkochbd2011:i038:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,alu,potato,,alu,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 38, site q Uttor Nokshi]",,,silkochbd2011:i038:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kʰan,potato,,kʰan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 38, site r Chandabhoi]",,,silkochbd2011:i038:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pʰulkopi,cauliflower,,pʰulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 39, site b Nokshi]",,,silkochbd2011:i039:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,pʰulkopi,cauliflower,,pʰulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 39, site c Kholchanda]",,,silkochbd2011:i039:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,pʰulkopi,cauliflower,,pʰulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 39, site q Uttor Nokshi]",,,silkochbd2011:i039:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,pʰulkopi,cauliflower,,pʰulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 39, site r Chandabhoi]",,,silkochbd2011:i039:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 40, site b Nokshi]",,,silkochbd2011:i040:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 40, site c Kholchanda]",,,silkochbd2011:i040:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 40, site q Uttor Nokshi]",,,silkochbd2011:i040:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 40, site r Chandabhoi]",,,silkochbd2011:i040:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,bantao̯,eggplant,,bantao̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 41, site b Nokshi]",,,silkochbd2011:i041:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,bantao̯,eggplant,,bantao̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 41, site c Kholchanda]",,,silkochbd2011:i041:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bai̯gon,eggplant,,bai̯gon,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 41, site q Uttor Nokshi]",,,silkochbd2011:i041:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,bantao̯,eggplant,,bantao̯,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 41, site r Chandabhoi]",,,silkochbd2011:i041:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,badam,peanut,,badam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 42, site b Nokshi]",,,silkochbd2011:i042:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,badam,peanut,,badam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 42, site c Kholchanda]",,,silkochbd2011:i042:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,badam,peanut,,badam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 42, site q Uttor Nokshi]",,,silkochbd2011:i042:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,badam,peanut,,badam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 42, site r Chandabhoi]",,,silkochbd2011:i042:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pan,tree,,pan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 43, site b Nokshi]",,,silkochbd2011:i043:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,pan,tree,,pan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 43, site c Kholchanda]",,,silkochbd2011:i043:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,pan,tree,,pan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 43, site q Uttor Nokshi]",,,silkochbd2011:i043:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,pan,tree,,pan,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 43, site r Chandabhoi]",,,silkochbd2011:i043:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dala,branch,,dala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 44, site b Nokshi]",,,silkochbd2011:i044:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dala,branch,,dala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 44, site c Kholchanda]",,,silkochbd2011:i044:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dala,branch,,dala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 44, site q Uttor Nokshi]",,,silkochbd2011:i044:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dala,branch,,dala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 44, site r Chandabhoi]",,,silkochbd2011:i044:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,lai̯tʃak,leaf,,lai̯tʃak,lexical-similarity group 1 | 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 45, site b Nokshi]",,,silkochbd2011:i045:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,lɛsak,leaf,,lɛsak,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 45, site c Kholchanda]",,,silkochbd2011:i045:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,lai̯tʃak,leaf,,lai̯tʃak,lexical-similarity group 1 | 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 45, site q Uttor Nokshi]",,,silkochbd2011:i045:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,lai̯tʃak,leaf,,lai̯tʃak,lexical-similarity group 1 | 2,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 45, site r Chandabhoi]",,,silkochbd2011:i045:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kanta,thorn,,kanta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 46, site b Nokshi]",,,silkochbd2011:i046:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kanta,thorn,,kanta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 46, site c Kholchanda]",,,silkochbd2011:i046:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kanta,thorn,,kanta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 46, site q Uttor Nokshi]",,,silkochbd2011:i046:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kanta,thorn,,kanta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 44, wordlist item 46, site r Chandabhoi]",,,silkochbd2011:i046:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃatal,root,,tʃatal,lexical-similarity group 1 | 4,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 47, site b Nokshi]",,,silkochbd2011:i047:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃatʰal,root,,tʃatʰal,lexical-similarity group 1 | 4,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 47, site c Kholchanda]",,,silkochbd2011:i047:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,hikra,root,,hikra,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 47, site q Uttor Nokshi]",,,silkochbd2011:i047:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃatar,root,,tʃatar,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 47, site r Chandabhoi]",,,silkochbd2011:i047:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,wa,bamboo,,wa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 48, site b Nokshi]",,,silkochbd2011:i048:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,wa,bamboo,,wa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 48, site c Kholchanda]",,,silkochbd2011:i048:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,wa,bamboo,,wa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 48, site q Uttor Nokshi]",,,silkochbd2011:i048:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,wa,bamboo,,wa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 48, site r Chandabhoi]",,,silkochbd2011:i048:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʰai̯,fruit,,tʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 49, site b Nokshi]",,,silkochbd2011:i049:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʰai̯,fruit,,tʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 49, site c Kholchanda]",,,silkochbd2011:i049:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʰai̯,fruit,,tʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 49, site q Uttor Nokshi]",,,silkochbd2011:i049:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʰai̯,fruit,,tʰai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 49, site r Chandabhoi]",,,silkochbd2011:i049:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,paŋtʃuŋ,jackfruit,,paŋtʃuŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 50, site b Nokshi]",,,silkochbd2011:i050:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,paŋtʃuŋ,jackfruit,,paŋtʃuŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 45, wordlist item 50, site c Kholchanda]",,,silkochbd2011:i050:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
