Goj,,dʒhɑn,body,,dʒhɑn,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 42, printed p. 34, item 1, list UDH]",,,sileasterngujari2023:p042:i001:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʒib,tongue,,dʒib,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 10, list DEH]",,,sileasterngujari2023:p043:i010:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dʒib,tongue,,dʒib,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 10, list KOT]",,,sileasterngujari2023:p043:i010:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dʒib,tongue,,dʒib,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 10, list HAL]",,,sileasterngujari2023:p043:i010:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list UDH]",,,sileasterngujari2023:p043:i012:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list JAM]",,,sileasterngujari2023:p043:i012:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list CHA]",,,sileasterngujari2023:p043:i012:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list RAM]",,,sileasterngujari2023:p043:i012:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list NAL]",,,sileasterngujari2023:p043:i012:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list DEH]",,,sileasterngujari2023:p043:i012:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list KOT]",,,sileasterngujari2023:p043:i012:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ʈeɖ,belly,,ʈeɖ,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 43, printed p. 35, item 12, list HAL]",,,sileasterngujari2023:p043:i012:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list UDH]",,,sileasterngujari2023:p044:i013:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list JAM]",,,sileasterngujari2023:p044:i013:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,bʌ̃,arm,,bʌ̃,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list CHA]",,,sileasterngujari2023:p044:i013:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list RAM]",,,sileasterngujari2023:p044:i013:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list NAL]",,,sileasterngujari2023:p044:i013:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list DEH]",,,sileasterngujari2023:p044:i013:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list KOT]",,,sileasterngujari2023:p044:i013:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,bɑ̃,arm,,bɑ̃,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 13, list HAL]",,,sileasterngujari2023:p044:i013:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,kuɳi,elbow,,kuɳi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list UDH]",,,sileasterngujari2023:p044:i014:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,kuni,elbow,,kuni,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list JAM]",,,sileasterngujari2023:p044:i014:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,kɔɳi,elbow,,kɔɳi,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list CHA]",,,sileasterngujari2023:p044:i014:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,kuni,elbow,,kuni,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list RAM]",,,sileasterngujari2023:p044:i014:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,kuɳi,elbow,,kuɳi,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list NAL]",,,sileasterngujari2023:p044:i014:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,kʊɳi,elbow,,kʊɳi,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list DEH]",,,sileasterngujari2023:p044:i014:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,kʊɳi,elbow,,kʊɳi,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list KOT]",,,sileasterngujari2023:p044:i014:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,kuni,elbow,,kuni,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 14, list HAL]",,,sileasterngujari2023:p044:i014:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,tʌɭi,palm,,tʌɭi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list UDH]",,,sileasterngujari2023:p044:i015:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,thʌli,palm,,thʌli,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list JAM]",,,sileasterngujari2023:p044:i015:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,thʌɭi,palm,,thʌɭi,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list CHA]",,,sileasterngujari2023:p044:i015:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,thʌli,palm,,thʌli,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list RAM]",,,sileasterngujari2023:p044:i015:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,thʌɭi,palm,,thʌɭi,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list NAL]",,,sileasterngujari2023:p044:i015:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,thʌli,palm,,thʌli,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list DEH]",,,sileasterngujari2023:p044:i015:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,thʌɭi,palm,,thʌɭi,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list KOT]",,,sileasterngujari2023:p044:i015:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,thʌɭi,palm,,thʌɭi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 15, list HAL]",,,sileasterngujari2023:p044:i015:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ʌŋgəli,finger,,ʌŋgəli,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list UDH]",,,sileasterngujari2023:p044:i016:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʊŋgli,finger,,ʊŋgli,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list JAM]",,,sileasterngujari2023:p044:i016:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʌŋgɭi,finger,,ʌŋgɭi,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list CHA]",,,sileasterngujari2023:p044:i016:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,ʌŋgəli,finger,,ʌŋgəli,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list RAM]",,,sileasterngujari2023:p044:i016:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,ʌŋgli,finger,,ʌŋgli,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list NAL]",,,sileasterngujari2023:p044:i016:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ʌŋgli,finger,,ʌŋgli,source lexical-similarity group 1; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list DEH]",,,sileasterngujari2023:p044:i016:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,ʌŋgli,finger,,ʌŋgli,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list KOT]",,,sileasterngujari2023:p044:i016:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,ʌŋgɭi,finger,,ʌŋgɭi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 16, list HAL]",,,sileasterngujari2023:p044:i016:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,nũ,fingernail,,nũ,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list UDH]",,,sileasterngujari2023:p044:i017:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,nɑu,fingernail,,nɑu,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list JAM]",,,sileasterngujari2023:p044:i017:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ni,fingernail,,ni,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list JAM]",,,sileasterngujari2023:p044:i017:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,nõu,fingernail,,nõu,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list CHA]",,,sileasterngujari2023:p044:i017:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,nũ,fingernail,,nũ,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list RAM]",,,sileasterngujari2023:p044:i017:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,nɛ̃,fingernail,,nɛ̃,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list RAM]",,,sileasterngujari2023:p044:i017:RAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,nĩ,fingernail,,nĩ,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list NAL]",,,sileasterngujari2023:p044:i017:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,ni,fingernail,,ni,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list DEH]",,,sileasterngujari2023:p044:i017:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,nĩ,fingernail,,nĩ,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list KOT]",,,sileasterngujari2023:p044:i017:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,nĩ,fingernail,,nĩ,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 17, list HAL]",,,sileasterngujari2023:p044:i017:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,tʌŋg,leg,,tʌŋg,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list UDH]",,,sileasterngujari2023:p044:i018:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,dʒʌŋg,leg,,dʒʌŋg,source lexical-similarity group 2; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list JAM]",,,sileasterngujari2023:p044:i018:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,lʌth,leg,,lʌth,source lexical-similarity group 4; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list JAM]",,,sileasterngujari2023:p044:i018:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,ʈɑŋ,leg,,ʈɑŋ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list CHA]",,,sileasterngujari2023:p044:i018:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,dʒʌŋg,leg,,dʒʌŋg,source lexical-similarity group 2; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list RAM]",,,sileasterngujari2023:p044:i018:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,dʒʌŋg,leg,,dʒʌŋg,source lexical-similarity group 2; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list NAL]",,,sileasterngujari2023:p044:i018:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dʒɛŋg,leg,,dʒɛŋg,source lexical-similarity group 2; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list DEH]",,,sileasterngujari2023:p044:i018:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,dʒʌŋg,leg,,dʒʌŋg,source lexical-similarity group 2; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list KOT]",,,sileasterngujari2023:p044:i018:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,dʒʌŋg,leg,,dʒʌŋg,source lexical-similarity group 2; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 44, printed p. 36, item 18, list HAL]",,,sileasterngujari2023:p044:i018:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,tʃʌməɽi,skin,,tʃʌməɽi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list UDH]",,,sileasterngujari2023:p045:i019:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,tʃʌməɽi,skin,,tʃʌməɽi,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list JAM]",,,sileasterngujari2023:p045:i019:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,mɑs,skin,,mɑs,source lexical-similarity group 3; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list JAM]",,,sileasterngujari2023:p045:i019:JAM:a2,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
Goj,,tʃʌməɽɑ,skin,,tʃʌməɽɑ,source lexical-similarity group 1; source list Chamba/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list CHA]",,,sileasterngujari2023:p045:i019:CHA:a1,,,,dialect:Goj:sil-eastern-gujari-1996-chamba:Chamba
Goj,,tʃʌməɽi,skin,,tʃʌməɽi,source lexical-similarity group 1; source list Rampur/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list RAM]",,,sileasterngujari2023:p045:i019:RAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-rampur:Rampur
Goj,,tʃʌməɽɑ,skin,,tʃʌməɽɑ,source lexical-similarity group 1; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list NAL]",,,sileasterngujari2023:p045:i019:NAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,dʒɪnd,skin,,dʒɪnd,source lexical-similarity group 4; source list Nalagarh/H.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list NAL]",,,sileasterngujari2023:p045:i019:NAL:a2,,,,dialect:Goj:sil-eastern-gujari-1996-nalagarh:Nalagarh
Goj,,mɑs,skin,,mɑs,source lexical-similarity group 3; source list Dehradun/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list DEH]",,,sileasterngujari2023:p045:i019:DEH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-dehra-dun:Dehra%20Dun
Goj,,tʃʌməɽi,skin,,tʃʌməɽi,source lexical-similarity group 1; source list Kotdwara/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list KOT]",,,sileasterngujari2023:p045:i019:KOT:a1,,,,dialect:Goj:sil-eastern-gujari-1996-kotdwara:Kotdwara
Goj,,tʃʌməɽi,skin,,tʃʌməɽi,source lexical-similarity group 1; source list Haldwani/U.P.,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 19, list HAL]",,,sileasterngujari2023:p045:i019:HAL:a1,,,,dialect:Goj:sil-eastern-gujari-1996-haldwani:Haldwani
Goj,,ʌɖːi,bone,,ʌɖːi,source lexical-similarity group 1; source list Udhampur/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list UDH]",,,sileasterngujari2023:p045:i020:UDH:a1,,,,dialect:Goj:sil-eastern-gujari-1996-udhampur:Udhampur
Goj,,ʌɖːi,bone,,ʌɖːi,source lexical-similarity group 1; source list Jammu/J&K,"hugoniot-polster-ahmad-rajan2023easterngujari[Appendix B, PDF p. 45, printed p. 37, item 20, list JAM]",,,sileasterngujari2023:p045:i020:JAM:a1,,,,dialect:Goj:sil-eastern-gujari-1996-jammu:Jammu
