sec,n144,v′iṣe,heel,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n144,v′iṣa,heel,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n148,u·p′o břâźa,cholera,,,[+],strand,,,,,,,noun dialect:Kamviri
sec,n151,ap′a,scorpion,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n151,up′a,scorpion,,,[whence a?],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n151,u·p′a,scorpion,,,[whence a?],strand,,,,,,,noun f dialect:Kamviri
sanu,n151,up′a,scorpion,,,[whence a?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,n153,vaṭ,wing,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n153,viṭa,wing,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n153,v′âṭaga,letter,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n154,paṭega,feather,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n154,pâṭ′a,feather,,,[+],strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n154,pâṭ′ü,feather,,,[+],strand,,,,,,,noun f dialect:Kamviri
sanu,n154,pâṭ′u,feather,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n154,paṭä,feather; wing,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n156,pṭ′ila,man's name,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
ktivi,n156,pṭ′ila,foliated; shaggy; hairy; having many children,,,[+],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n156,pâṭl′a,foliated; shaggy; hairy; having many children,,,[+],strand,,,,,,,adj dialect:Kamviri
usut,n159,-pt-,go,,,[?],buddruss,,,,,,,verb intr dialect:Prasun%3A%20Usut
sec,n159,paza-,go,,,[? cf. Kmkt.ktv p′eć ‘go on!’],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n163,ubaǰ′ak,life,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n163,up′aǰak,life,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n163,up′aǰa-,"be reared, brought up; grow up; be started up (fight, affair, etc.)",,,[+],strand,,,,,,,verb intr dialect:Kamviri
nis,n163,upuǰe,descendant,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n163,upuǰa-,be born,,,[+],strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n164,-nǰi-,fall,,,[?],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
usut,n167,-piti-,press; stroke,,,,buddruss,,,,,,,verb tr dialect:Prasun%3A%20Usut
sec,n167,-pta-,go,,,[< root pad ‘fall’?],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n167,p′et-,go [past only],,,[< root pad ‘fall’?],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,n171,p′o te-,step,,,[+],strand,,,,,,,verb tr dialect:Kamviri
sec,n173,-val,-foot,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n173,p′u,heel,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n173,p′u,step,,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n173,p′oː,step,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n176,p′ur mos,full moon,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n176,p′ur bu-,be full [moon],,,[+?; probably < Prs. por ‘full’],strand,,,,,,,verb intr dialect:Kamviri
ktivi,n177,par′i mus,full moon,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
nis,n178,mâs-pâr,full moon,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n181,lâ:-r-,fill right up,,,[= T. 14698],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,n181,t-ür-,fill,,,[= T. 14564; - T. 5814 *ti-pu:r-’aya-ti],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,n181,lâ:-r,satisfied,,,[= T. 14698; - T. 6890.2 *dhrâta-],morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
sec,n181,bi-r-,fill from above,,,[= T. 14698],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,n181,lâ:-r-ok-su-m,I've been filled up,,,[= T. 14698; - T. 6890.2 *dhrâta-],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
sec,n181,â-r-,fill up,,,[= T. 14698],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n185,par′e,all; full,,,,strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n185,pâr′ea,all; full,,,,strand,,,,,,,adj num dialect:Kamviri
nis,n186,pâra-,fill up,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n187,pari-sta,all; entire,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n189,pař′as,dust,,,"[- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n189,pâř′asa,gray; dusty,,,"[- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand,,,,,,,adj dialect:Kamviri
Kam,n189,pâř′asa duř,dust,,,"[- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand,,,,,,,noun dialect:Kamviri
sec,n190,parć′a,earth; soil,,,"[- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n194,pal′ol,dirt,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n194,pâl′ol,dirt,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n194,pâl′âl,dirt,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n194,palâl,dirt,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n196,pel,skin used as covering,,,[?; e < ?; ancient loanword from Greek πέλας ‘skin’?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n199,iži-p′âṭek,eyelashes,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n203,pâl′i,gray hair,,,[+],strand,,,,,,,noun f dialect:Kamviri
sanu,n203,pal′u,gray hair,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n203,pali,gray hair,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n207,inik,palm (of hand),,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sanu,n207,pâṇḍavar′a,palm (of hand),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n207,čapâl-pňe,palm (of hand),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n210,duštp′âř,palm (of hand),,,"[+; for Kâmkata - T. 8045 pâṇ′i- ‘hand’, which, however, applies to Kalaṣa-alâ and Saňu- vi:ri]",strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n210,dâšp′âř,palm (of hand),,,"[+; for Kâmkata - T. 8045 pâṇ′i- ‘hand’, which, however, applies to Kalaṣa-alâ and Saňu- vīri]",strand,,,,,,,noun dialect:Kamviri
zumu,n214,vuč,five,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Zumu
sec,n214,v′uču,five,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
ktivi,n214,p′uč,five,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n214,p′uč,five,,,,strand,,,,,,,num dialect:Kamviri
sanu,n214,p′o˜ć,five,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n214,pu˜č,five,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n214,p′o˜č,five,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
ktivi,n216,pč′ić,fifteen,,,,strand,,,,,,,num dialect:Katavari%3A%20Ktivi
Kam,n216,pâč′ić,fifteen,,,,strand,,,,,,,num dialect:Kamviri
sec,n217,viš′ilć,fifteen,,,,morgenstierne,,,,,,,num dialect:Prasun%3A%20Sec
sanu,n219,pâć′aus,fifteen,,,,strand,,,,,,,num dialect:Ashkun%3A%20Sanu
nis,n220,pačiš,fifteen,,,,strand,,,,,,,num dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n220,pâč′e˜š,fifteen,,,[+],morgenstierne,,,,,,,num dialect:Tregami%3A%20Gambir
sec,n223,puć′e,earth; soil,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
nis,n225,pasalä,dust,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,8363,peṣ_vo,,,,[+?],strand,,,,,,,adj dialect:Kamviri
Kam,n226,př′ek,lone; single (immediately before nouns only),,,[+?],strand,,,,,,,adj dialect:Kamviri
nis,n226,pṛöki manaṣ,man without brothers,,,[+?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n226,pṛöki amâ,house standing by itself,,,[+?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
zumu,n230,püp′üs,lungs,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
zumu,n230,püsugu,lungs,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
sec,n230,püb′üs,lungs,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n230,p′is,lung,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n230,pâp′üs,lung,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n230,pâp′us,lung,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n230,papüs,lung,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n230,pap′us,lungs,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
sanu,n232,pus′up,flower,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
usut,n233,višp′ik,flower,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n233,išp′ik,flower,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n236,p′iš,flower,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n236,p′iš,flower,,,,strand,,,,,,,noun f dialect:Kamviri
nis,n236,püš,flower,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n237,pšig′i,cat,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
nis,n237,pišâ˜,cat,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n238,pš′âš,cat,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n238,pš′âš,cat,,,,strand,,,,,,,noun f dialect:Kamviri
sanu,n238,pis′â˜s,cat,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,8255.1,-pürü-,hide,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
nis,n239,-prüi-sta,like __ (with oblique),,,,strand,,,,,,,spatial dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n239,pürük,the same age as ___,,,,strand,,,,,,,num dialect:Kamviri
Kam,n239,pur sta,like (in form or behavior),,,,strand,,,,,,,noun dialect:Kamviri
sec,n240,vy′öinu,male calf,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n240,p′uřa,calf (1-2 years),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n240,p′uň,calf (1-2 years),,,,strand,,,,,,,noun dialect:Kamviri
ktivi,n241,p′itr,son; son of a bř′o,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n241,p′ütr,son; son of a bř′o,,,,strand,,,,,,,noun dialect:Kamviri
vagal,n241,pütr,son,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n241,pütr,son,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n241,-ütr,son of an uncle or aunt,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
gamb,n241,p′utr,son,,,[+],morgenstierne,,,,,,,noun dialect:Tregami%3A%20Gambir
sec,n242,uć′âṭ,comrade,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n242,pâss′oṭ,fellow-traveller; accomplice,,,,strand,,,,,,,noun dialect:Kamviri
sec,n243,ps-,leave behind; lose [?],,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n244,ps′oa-,lose,,,,strand,,,,,,,verb tr dialect:Kamviri
nis,n244,püsâ-,lose,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n245,p′üs bu-,be lost,,,,strand,,,,,,,verb intr dialect:Kamviri
sec,n246,yüṇḍ-,swell up,,,[+],morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
Kam,n246,puṇ′a-,puff up or out; get fat; swell up [animate],,,[+],strand,,,,,,,verb intr dialect:Kamviri
sanu,n246,puṇ′e-,swell up,,,[+],strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
usut,n247,oḍob-ig′i,thumb,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n247,oḍ′ub,kind of tree with fruit (“resembling a chestnut”),,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n247,puṇḍik,knob (on ax),,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n248,yüṇḍo-bokso,swollen (boil),,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
sec,n249,p′uḍo-musuk,calf (of leg),,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n249,puṇ′a,calf (muscle),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
ktivi,n250,puṇ′u,kidney,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
sanu,n250,piṇ′oː,calf (muscle),,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sanu,n250,puṇ′u,kidney,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n251,püṇ′ü,calf (muscle),,,,strand,,,,,,,noun dialect:Kamviri
Kam,n251,püṇ′ü,kidney,,,,strand,,,,,,,noun dialect:Kamviri
nis,n251,püṇi,calf (muscle),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n252,punḍura,round,,,,strand,,,,,,,adj dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n253,puṇr′ik,bullet,,,,strand,,,,,,,noun dialect:Kamviri
sec,n254,puḍ′uk,bullet,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
nis,n254,punḍrok,kidney,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n255,puṇr′aň,round,,,,strand,,,,,,,adj dialect:Kamviri
sec,n256,p′uṭi,red,,,[?],morgenstierne,,,,,,,adj f dialect:Prasun%3A%20Sec
sec,n256,p′uṭu,red; rainbow,,,[?],morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n256,p′uḍ,red; shiny,,,[?],strand,,,,,,,adj dialect:Katavari%3A%20Ktivi
Kam,n256,p′uṭ,red; shiny,,,[?],strand,,,,,,,adj dialect:Kamviri
nis,8329,püri,coal; charcoal,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,8323,pi′u,small intestine,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,8323,p′ü,small intestine,,,[+],strand,,,,,,,noun dialect:Kamviri
ktivi,8349,pi′uř,straw; chaff,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,8349,p′üř,straw; chaff,,,[+],strand,,,,,,,noun dialect:Kamviri
sec,n257,p′učuk,clothes; dress,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n257,p′uč,cotton cloth,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
ktivi,n257,p′uč,woman's small white hat (pre-Islamic),,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n257,p′uč,cotton cloth,,,,strand,,,,,,,noun dialect:Kamviri
Kam,n257,p′uč,woman's small white hat (pre-Islamic),,,,strand,,,,,,,noun dialect:Kamviri
sanu,n257,p′oć,cotton cloth,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n257,poč,cotton (plant); cotton cloth (hand-loomed),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,8408,p′usuk,ear of corn,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
vagal,n261,vavei,sister's husband; wife's brother; brother's wife's brother; sister's husband's brother (male ego),,,[?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Vagal
ames,n261,vavei,sister's husband; wife's brother (male ego),,,[?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Amesdes
nis,n261,vâvei,"brother-in-law (male ego; SiHu, WiBr, BrWiBr, SiHuBr)",,,[?],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n263,s′u:tu,wife's mother,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Usut
sec,n263,s′ut-nân,wife's mother,,,,morgenstierne,,,,,,,noun f dialect:Prasun%3A%20Sec
sec,n263,süt,mother-in-law,,,,morgenstierne,,,,,,,noun f dialect:Prasun%3A%20Sec
supu,n263,s′ut nân,wife's mother,,,,strand,,,,,,,noun f dialect:Prasun%3A%20Supu
zumu,n267,′ut,road,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Zumu
sec,n267,v′utu,road,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
ktivi,n267,p′ut,path; road,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n267,p′ut,path; road,,,[= T. 14670],strand,,,,,,,noun f dialect:Kamviri
nis,n267,pu˜t,path; road,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,n271,pâl′e,servant,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n271,pâl′a,sentry,,,[+],strand,,,,,,,noun dialect:Kamviri
nis,n271,pâla,field guard,,,[+],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n274,pâl′i,flock (100 animals); group,,,[+],strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n274,pâl′i,flock (100 animals); group,,,[+],strand,,,,,,,noun dialect:Kamviri
sanu,n274,pâl′i,flock (100 animals); group,,,[+],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sec,n278,vi:-,drink,,,,morgenstierne,,,,,,,verb dialect:Prasun%3A%20Sec
ktivi,n278,pai′e-,drink,,,,strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,n278,p′ia-,drink,,,,strand,,,,,,,verb tr dialect:Kamviri
sanu,n278,p′iː-,drink,,,,strand,,,,,,,verb tr dialect:Ashkun%3A%20Sanu
nis,n278,piia-,drink,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,n280,p′ek,drinking-cup for milk or buttermilk,,,[+],strand,,,,,,,noun dialect:Kamviri
ktivi,n281,pi′oz,onion,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
sec,8956,piǰg′im,guest,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,8429,pârn′a,morning,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,8489,pšly′u,woman's long hair,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n282,přâćpř′eć bu-,be smashed into pieces; be beaten [rug or clothes] (for cleaning),,,,strand,,,,,,,verb intr dialect:Kamviri
nis,n282,praća-,shake (a washed skin) to remove water,,,,strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
sec,8587,p′urǰu,thin thread,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
Kam,n283,pili′â-,turn [livestock] loose close to town (during p′âṭli),,,[+],strand,,,,,,,verb tr dialect:Kamviri
nis,n283,pilâ-,bring goats from summer pasture,,,[+],strand,,,,,,,verb tr dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,10993,pals′e-,flash; be shiny,,,[+],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,10993,pils′a-,flash; be shiny,,,[+],strand,,,,,,,verb intr dialect:Kamviri
Kam,n284,pilŋ′i-,turn; walk around; be used; be driven [vehicle],,,,strand,,,,,,,verb intr dialect:Kamviri
sanu,n284,pal′aŋ-ie-,turn; walk around; be used; be driven [vehicle],,,,strand,,,,,,,verb dialect:Ashkun%3A%20Sanu
nis,n284,piliŋa-,turn over; turn around,,,,strand,,,,,,,verb intr dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,8824,ps′ar âmo,spare room,,,[+],strand,,,,,,,noun f dialect:Kamviri
usut,8757,pul-,speak; say,,,[+],buddruss,,,,,,,verb dialect:Prasun%3A%20Usut
ktivi,8770,palṭi′e-,fall down [animate subject],,,[pra-ti- rather than pra-],strand,,,,,,,verb intr dialect:Katavari%3A%20Ktivi
Kam,8770,pilṭ′a-,fall down [animate subject],,,[pra-ti- rather than pra-],strand,,,,,,,verb intr dialect:Kamviri
sec,n285,pâ:r′a,wounded,,,,morgenstierne,,,,,,,adj dialect:Prasun%3A%20Sec
ktivi,n285,př′or,wound,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n285,př′or,wound,,,,strand,,,,,,,noun dialect:Kamviri
nis,8929,praŋaŋ,son (archaic),,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,8932,piy′a,son; brother's son,,,[?],strand,,,,,,,noun dialect:Prasun%3A%20Usut
sec,8932,pi:′e˜,son; boy (big ),,,[?],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,8932,p′inik,small son,,,[?],morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
supu,8932,piy′a~,son,,,[?],strand,,,,,,,noun dialect:Prasun%3A%20Supu
sanu,8932,př′âː˜,child,,,[?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
sanu,8932,přâň′ak,new-born; baby; child (human),,,[?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
supu,n286,vâs′i,Vâsi,,,,strand,,,,,,,noun dialect:Prasun%3A%20Supu
ktivi,n286,přâsi′u,"Přâsi′u, man from Psiŋi′ul",,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n286,přâs′ü˜,"Prasun, man from Přâs′ü˜gal",,,,strand,,,,,,,noun dialect:Kamviri
sanu,n286,př′âu˜,Vâsi,,,[lack of -s- indicates < Pashaī],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n286,pâ˜i,"Vâsi, man from Pâ˜igal",,,[lack of -s- indicates < Pashaī],strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n287,přuštp′o,bed-leg,,,,strand,,,,,,,noun dialect:Katavari%3A%20Ktivi
Kam,n287,přâšp′o,bed-leg,,,,strand,,,,,,,noun dialect:Kamviri
sanu,n287,přostp′âː,bed-leg,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
Kam,n288,pâlṭ′an,infantryman,,,,strand,,,,,,,noun dialect:Kamviri
sec,n291,iv′ik,louse [flea?],,,"[cf. Pok. 102 blou-, plou- ‘flea’]",morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sec,n293,pü:šug′u,flea,,,"[cf. Pok. 102 blou-, plou- ‘flea’; Kmv. pk′i < *pi·ka < *pr̥-ka < IE *pl̥-?]",morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
sanu,n293,p′uc̣,flea,,,"[cf. Pok. 102 blou-, plou- ‘flea’]",strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,n293,prü˜č,flea,,,"[?; cf. Pok. 102 blou-, plou- ‘flea’]",strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
ktivi,n294,pk′i,flea,,,"[cf. Pok. 102 blou-, plou- ‘flea’; Kmv. pk′i < *pi·ka < *pr̥-ka < IE *pl̥-?]",strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n294,pk′i,flea,,,"[cf. Pok. 102 blou-, plou- ‘flea’; Kmv. pk′i < *pi·ka < *pr̥-ka < IE *pl̥-?]",strand,,,,,,,noun f dialect:Kamviri
ktivi,9038.2,p′eṭe-,break,,,[+?; expressive e in onomotopoetic form?],strand,,,,,,,verb tr dialect:Katavari%3A%20Ktivi
Kam,9038.2,p′eṭa-,break,,,[+?; expressive e in onomotopoetic form?],strand,,,,,,,verb tr dialect:Kamviri
ktivi,n295,p′ul,pimple,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
ktivi,n295,p′ul,granule; measure for grain and grain-like objects,,,,strand,,,,,,,noun f dialect:Katavari%3A%20Ktivi
Kam,n295,p′ul,granule; measure for grain and grain-like objects,,,,strand,,,,,,,noun f dialect:Kamviri
Kam,n295,p′ul,pimple,,,,strand,,,,,,,noun f dialect:Kamviri
nis,n295,pol,granule; measure for grain and grain-like objects,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n295,pol,testicle,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
nis,n295,pol,pimple,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
sanu,n296,pol′ak,granule; measure for grain and grain-like objects,,,,strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
nis,9089,pipi,father's sister,,,,strand,,,,,,,noun f dialect:Nuristani%20Kalasha%3A%20Nisheigram
Kam,9101,p′ü bosa˜ via-,blow [animate agent],,,[+],strand,,,,,,,verb tr dialect:Kamviri
nis,9102,pük,soul,,,,strand,,,,,,,noun dialect:Nuristani%20Kalasha%3A%20Nisheigram
usut,n299,y′e,father,,,,strand,,,,,,,noun dialect:Prasun%3A%20Usut
usut,n299,iy′â:,Father!,,,,strand,,,,,,,noun dialect:Prasun%3A%20Usut
sec,n299,y′â,father,,,,morgenstierne,,,,,,,noun dialect:Prasun%3A%20Sec
supu,n299,y′â,father,,,,strand,,,,,,,noun dialect:Prasun%3A%20Supu
Kam,n301,b′odür,man's name,,,[via Prs. bahâdor],strand,,,,,,,noun dialect:Kamviri
sanu,n302,bât′ur,warrior-rank holder (pre-Islamic),,,[via Old Turkish batur?],strand,,,,,,,noun dialect:Ashkun%3A%20Sanu
