humla_til,,zuwu,body,,zuwu,,devries2020humla[p. 49],,,humla:1:til:1
humla_muchu,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:muchu:1
humla_yalbang,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:yalbang:1
humla_kermi,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:kermi:1
humla_yakpa,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:yakpa:1
humla_bargaun,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:bargaun:1
humla_dojam,,ɲiʃu,twenty,,ɲiʃu,,devries2020humla[p. 62],,,humla:160:dojam:1
humla_til,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:til:1
humla_muchu,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:muchu:1
humla_yalbang,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:yalbang:1
humla_kermi,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:kermi:1
humla_yakpa,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:yakpa:1
humla_bargaun,,ɟa,hundred,,ɟa,,devries2020humla[p. 62],,,humla:161:bargaun:1
humla_dojam,,ca,hundred,,ca,,devries2020humla[p. 62],,,humla:161:dojam:1
humla_til,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:til:1
humla_muchu,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:muchu:1
humla_yalbang,,suda,who?,,suda,,devries2020humla[p. 62],,,humla:162:yalbang:1
humla_kermi,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:kermi:1
humla_yakpa,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:yakpa:1
humla_bargaun,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:bargaun:1
humla_dojam,,su,who?,,su,,devries2020humla[p. 62],,,humla:162:dojam:1
humla_til,,tsʲi,what?,,tsʲi,,devries2020humla[p. 62],,,humla:163:til:1
humla_muchu,,tsʲi,what?,,tsʲi,,devries2020humla[p. 62],,,humla:163:muchu:1
humla_yalbang,,tsʲida,what?,,tsʲida,,devries2020humla[p. 62],,,humla:163:yalbang:1
humla_kermi,,tsʲida,what?,,tsʲida,,devries2020humla[p. 62],,,humla:163:kermi:1
humla_yakpa,,tsʲi,what?,,tsʲi,,devries2020humla[p. 62],,,humla:163:yakpa:1
humla_bargaun,,tsʲi,what?,,tsʲi,,devries2020humla[p. 62],,,humla:163:bargaun:1
humla_dojam,,tsʲi,what?,,tsʲi,,devries2020humla[p. 62],,,humla:163:dojam:1
humla_til,,kana,where?,,kana,,devries2020humla[p. 62],,,humla:164:til:1
humla_muchu,,kãla,where?,,kãla,,devries2020humla[p. 62],,,humla:164:muchu:1
humla_yalbang,,kãla,where?,,kãla,,devries2020humla[p. 62],,,humla:164:yalbang:1
humla_kermi,,kana,where?,,kana,,devries2020humla[p. 62],,,humla:164:kermi:1
humla_yakpa,,kana,where?,,kana,,devries2020humla[p. 62],,,humla:164:yakpa:1
humla_bargaun,,kãna,where?,,kãna,,devries2020humla[p. 62],,,humla:164:bargaun:1
humla_dojam,,kʌl,where?,,kʌl,,devries2020humla[p. 62],,,humla:164:dojam:1
humla_til,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:til:1
humla_muchu,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:muchu:1
humla_yalbang,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:yalbang:1
humla_kermi,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:kermi:1
humla_yakpa,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:yakpa:1
humla_bargaun,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:bargaun:1
humla_dojam,,nam,when?,,nam,,devries2020humla[p. 62],,,humla:165:dojam:1
humla_til,,tsʲira tsʲikpa,what kind?,,tsʲira tsʲikpa,,devries2020humla[p. 62],,,humla:166:til:1
humla_muchu,,tsʲida,what kind?,,tsʲida,,devries2020humla[p. 62],,,humla:166:muchu:1
humla_yalbang,,tsʲiduwa,what kind?,,tsʲiduwa,,devries2020humla[p. 62],,,humla:166:yalbang:1
humla_kermi,,tsʲukdawa,what kind?,,tsʲukdawa,,devries2020humla[p. 62],,,humla:166:kermi:1
humla_yakpa,,tsʲida,what kind?,,tsʲida,,devries2020humla[p. 62],,,humla:166:yakpa:1
humla_bargaun,,tsʲugna,what kind?,,tsʲugna,,devries2020humla[p. 62],,,humla:166:bargaun:1
humla_dojam,,tsʲirada,what kind?,,tsʲirada,,devries2020humla[p. 62],,,humla:166:dojam:1
humla_til,,de,this,,de,,devries2020humla[p. 62],,,humla:167:til:1
humla_muchu,,di,this,,di,,devries2020humla[p. 62],,,humla:167:muchu:1
humla_yalbang,,ide,this,,ide,,devries2020humla[p. 62],,,humla:167:yalbang:1
humla_kermi,,di,this,,di,,devries2020humla[p. 62],,,humla:167:kermi:1
humla_yakpa,,di,this,,di,,devries2020humla[p. 62],,,humla:167:yakpa:1
humla_bargaun,,idi,this,,idi,,devries2020humla[p. 62],,,humla:167:bargaun:1
humla_dojam,,hoine,this,,hoine,,devries2020humla[p. 62],,,humla:167:dojam:1
humla_til,,pʰei,that,,pʰei,,devries2020humla[p. 62],,,humla:168:til:1
humla_muchu,,pʰai,that,,pʰai,,devries2020humla[p. 62],,,humla:168:muchu:1
humla_yalbang,,oⁱde,that,,oⁱde,,devries2020humla[p. 62],,,humla:168:yalbang:1
humla_kermi,,pʰaŋɛi,that,,pʰaŋɛi,,devries2020humla[p. 62],,,humla:168:kermi:1
humla_yakpa,,pʰaⁱna,that,,pʰaⁱna,,devries2020humla[p. 62],,,humla:168:yakpa:1
humla_bargaun,,pʰaina,that,,pʰaina,,devries2020humla[p. 62],,,humla:168:bargaun:1
humla_dojam,,pʰaine,that,,pʰaine,,devries2020humla[p. 62],,,humla:168:dojam:1
humla_til,,pʰeigʲa,those,,pʰeigʲa,,devries2020humla[p. 63],,,humla:169:til:1
humla_muchu,,pʰai,those,,pʰai,,devries2020humla[p. 63],,,humla:169:muchu:1
humla_yalbang,,odeja,those,,odeja,,devries2020humla[p. 63],,,humla:169:yalbang:1
humla_kermi,,pʰaŋɛi,those,,pʰaŋɛi,,devries2020humla[p. 63],,,humla:169:kermi:1
humla_yakpa,,pʰaⁱna,those,,pʰaⁱna,,devries2020humla[p. 63],,,humla:169:yakpa:1
humla_bargaun,,pʰaina,those,,pʰaina,,devries2020humla[p. 63],,,humla:169:bargaun:1
humla_dojam,,pʰaine,those,,pʰaine,,devries2020humla[p. 63],,,humla:169:dojam:1
humla_til,,tsʲikpa,same,,tsʲikpa,,devries2020humla[p. 63],,,humla:170:til:1
humla_muchu,,tsʲekpa,same,,tsʲekpa,,devries2020humla[p. 63],,,humla:170:muchu:1
humla_yalbang,,tsʲore,same,,tsʲore,,devries2020humla[p. 63],,,humla:170:yalbang:1
humla_kermi,,tsʲora,same,,tsʲora,,devries2020humla[p. 63],,,humla:170:kermi:1
humla_yakpa,,tsʲikpa,same,,tsʲikpa,,devries2020humla[p. 63],,,humla:170:yakpa:1
humla_bargaun,,tʰakriŋbunaŋ,same,,tʰakriŋbunaŋ,,devries2020humla[p. 63],,,humla:170:bargaun:1
humla_dojam,,otsʲerade,same,,otsʲerade,,devries2020humla[p. 63],,,humla:170:dojam:1
humla_til,,tsaŋma,whole,,tsaŋma,,devries2020humla[p. 63],,,humla:171:til:1
humla_muchu,,tamdzʲet,whole,,tamdzʲet,,devries2020humla[p. 63],,,humla:171:muchu:1
humla_yalbang,,ʂugi,whole,,ʂugi,,devries2020humla[p. 63],,,humla:171:yalbang:1
humla_kermi,,tsʲaŋma,whole,,tsʲaŋma,,devries2020humla[p. 63],,,humla:171:kermi:1
humla_yakpa,,tsʰaŋma,whole,,tsʰaŋma,,devries2020humla[p. 63],,,humla:171:yakpa:1
humla_bargaun,,gaŋpu,whole,,gaŋpu,,devries2020humla[p. 63],,,humla:171:bargaun:1
humla_dojam,,tsʰaŋbo,whole,,tsʰaŋbo,,devries2020humla[p. 63],,,humla:171:dojam:1
humla_til,,tsʲʰak,broken,,tsʲʰak,,devries2020humla[p. 63],,,humla:172:til:1
humla_muchu,,tsʲak,broken,,tsʲak,,devries2020humla[p. 63],,,humla:172:muchu:1
humla_yalbang,,tsʲʰak,broken,,tsʲʰak,,devries2020humla[p. 63],,,humla:172:yalbang:1
humla_kermi,,tsʲʰæk,broken,,tsʲʰæk,,devries2020humla[p. 63],,,humla:172:kermi:1
humla_yakpa,,tsʲʰak,broken,,tsʲʰak,,devries2020humla[p. 63],,,humla:172:yakpa:1
humla_bargaun,,tsʲʰak,broken,,tsʲʰak,,devries2020humla[p. 63],,,humla:172:bargaun:1
humla_dojam,,tsʲʰak,broken,,tsʲʰak,,devries2020humla[p. 63],,,humla:172:dojam:1
humla_til,,ɲuŋmu,few,,ɲuŋmu,,devries2020humla[p. 63],,,humla:173:til:1
humla_muchu,,pili,few,,pili,,devries2020humla[p. 63],,,humla:173:muchu:1
humla_yalbang,,ɲuɲmaⁱ,few,,ɲuɲmaⁱ,,devries2020humla[p. 63],,,humla:173:yalbang:1
humla_kermi,,ɨma,few,,ɨma,,devries2020humla[p. 63],,,humla:173:kermi:1
humla_yakpa,,ɲuŋ,few,,ɲuŋ,,devries2020humla[p. 63],,,humla:173:yakpa:1
humla_bargaun,,ɲuŋsɛ,few,,ɲuŋsɛ,,devries2020humla[p. 63],,,humla:173:bargaun:1
humla_dojam,,ɲuŋse,few,,ɲuŋse,,devries2020humla[p. 63],,,humla:173:dojam:1
humla_til,,maŋbo,many,,maŋbo,,devries2020humla[p. 63],,,humla:174:til:1
humla_muchu,,maŋbu,many,,maŋbu,,devries2020humla[p. 63],,,humla:174:muchu:1
humla_yalbang,,maŋbu,many,,maŋbu,,devries2020humla[p. 63],,,humla:174:yalbang:1
humla_kermi,,maŋbo,many,,maŋbo,,devries2020humla[p. 63],,,humla:174:kermi:1
humla_yakpa,,maŋbo,many,,maŋbo,,devries2020humla[p. 63],,,humla:174:yakpa:1
humla_bargaun,,maŋsɛ,many,,maŋsɛ,,devries2020humla[p. 63],,,humla:174:bargaun:1
humla_dojam,,maŋbo,many,,maŋbo,,devries2020humla[p. 63],,,humla:174:dojam:1
humla_til,,tsʰaŋgo,all,,tsʰaŋgo,,devries2020humla[p. 63],,,humla:175:til:1
humla_muchu,,tamdzʲet,all,,tamdzʲet,,devries2020humla[p. 63],,,humla:175:muchu:1
humla_yalbang,,ʂugi,all,,ʂugi,,devries2020humla[p. 63],,,humla:175:yalbang:1
humla_kermi,,tsʲaŋma,all,,tsʲaŋma,,devries2020humla[p. 63],,,humla:175:kermi:1
humla_yakpa,,tsʰaŋma,all,,tsʰaŋma,,devries2020humla[p. 63],,,humla:175:yakpa:1
humla_bargaun,,tsʰaŋpo,all,,tsʰaŋpo,,devries2020humla[p. 63],,,humla:175:bargaun:1
humla_dojam,,kʰurukʌ,all,,kʰurukʌ,,devries2020humla[p. 63],,,humla:175:dojam:1
humla_til,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:til:1
humla_til,,se,eat,,se,,devries2020humla[p. 63],,,humla:176:til:2
humla_muchu,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:muchu:1
humla_muchu,,se,eat,,se,,devries2020humla[p. 63],,,humla:176:muchu:2
humla_yalbang,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:yalbang:1
humla_kermi,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:kermi:1
humla_kermi,,sõ,eat,,sõ,,devries2020humla[p. 63],,,humla:176:kermi:2
humla_yakpa,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:yakpa:1
humla_yakpa,,so,eat,,so,,devries2020humla[p. 63],,,humla:176:yakpa:2
humla_bargaun,,so,eat,,so,,devries2020humla[p. 63],,,humla:176:bargaun:1
humla_bargaun,,sa,eat,,sa,,devries2020humla[p. 63],,,humla:176:bargaun:2
humla_dojam,,ʒaⁱ,eat,,ʒaⁱ,,devries2020humla[p. 63],,,humla:176:dojam:1
humla_dojam,,dʒaⁱ,eat,,dʒaⁱ,,devries2020humla[p. 63],,,humla:176:dojam:2
humla_til,,dʲak,bite (dog),,dʲak,,devries2020humla[p. 63],,,humla:177:til:1
humla_til,,cap,bite (dog),,cap,,devries2020humla[p. 63],,,humla:177:til:2
humla_muchu,,mu,bite (dog),,mu,,devries2020humla[p. 63],,,humla:177:muchu:1
humla_muchu,,ɟak̚,bite (dog),,ɟak̚,,devries2020humla[p. 63],,,humla:177:muchu:2
humla_yalbang,,dʲak̚,bite (dog),,dʲak̚,,devries2020humla[p. 63],,,humla:177:yalbang:1
humla_yalbang,,ɟap,bite (dog),,ɟap,,devries2020humla[p. 63],,,humla:177:yalbang:2
humla_kermi,,ɟap,bite (dog),,ɟap,,devries2020humla[p. 63],,,humla:177:kermi:1
humla_yakpa,,muŋ,bite (dog),,muŋ,,devries2020humla[p. 63],,,humla:177:yakpa:1
humla_yakpa,,muk,bite (dog),,muk,,devries2020humla[p. 63],,,humla:177:yakpa:2
humla_bargaun,,muk,bite (dog),,muk,,devries2020humla[p. 63],,,humla:177:bargaun:1
humla_dojam,,muk,bite (dog),,muk,,devries2020humla[p. 63],,,humla:177:dojam:1
humla_til,,tori,be hungry,,tori,,devries2020humla[p. 63],,,humla:178:til:1
humla_muchu,,tɔri,be hungry,,tɔri,,devries2020humla[p. 63],,,humla:178:muchu:1
humla_yalbang,,tari,be hungry,,tari,,devries2020humla[p. 63],,,humla:178:yalbang:1
humla_kermi,,tori,be hungry,,tori,,devries2020humla[p. 63],,,humla:178:kermi:1
humla_yakpa,,tokri,be hungry,,tokri,,devries2020humla[p. 63],,,humla:178:yakpa:1
humla_bargaun,,tari,be hungry,,tari,,devries2020humla[p. 63],,,humla:178:bargaun:1
humla_dojam,,tɔri,be hungry,,tɔri,,devries2020humla[p. 63],,,humla:178:dojam:1
humla_til,,tʰuŋ,drink,,tʰuŋ,,devries2020humla[p. 63],,,humla:179:til:1
humla_til,,tuŋ,drink,,tuŋ,,devries2020humla[p. 63],,,humla:179:til:2
humla_muchu,,tuŋ,drink,,tuŋ,,devries2020humla[p. 63],,,humla:179:muchu:1
humla_muchu,,tũ,drink,,tũ,,devries2020humla[p. 63],,,humla:179:muchu:2
humla_yalbang,,tʰuŋ,drink,,tʰuŋ,,devries2020humla[p. 63],,,humla:179:yalbang:1
humla_kermi,,tʰuŋ,drink,,tʰuŋ,,devries2020humla[p. 63],,,humla:179:kermi:1
humla_kermi,,tõ,drink,,tõ,,devries2020humla[p. 63],,,humla:179:kermi:2
humla_yakpa,,tʰoŋ,drink,,tʰoŋ,,devries2020humla[p. 63],,,humla:179:yakpa:1
humla_yakpa,,tũŋ,drink,,tũŋ,,devries2020humla[p. 63],,,humla:179:yakpa:2
humla_bargaun,,tʰuŋ,drink,,tʰuŋ,,devries2020humla[p. 63],,,humla:179:bargaun:1
humla_bargaun,,tuŋ,drink,,tuŋ,,devries2020humla[p. 63],,,humla:179:bargaun:2
humla_dojam,,tuŋ,drink,,tuŋ,,devries2020humla[p. 63],,,humla:179:dojam:1
humla_til,,kumdi,be thirsty,,kumdi,,devries2020humla[p. 63],,,humla:180:til:1
humla_muchu,,kumɖi,be thirsty,,kumɖi,,devries2020humla[p. 63],,,humla:180:muchu:1
humla_yalbang,,kumdi,be thirsty,,kumdi,,devries2020humla[p. 63],,,humla:180:yalbang:1
humla_kermi,,kumdi,be thirsty,,kumdi,,devries2020humla[p. 63],,,humla:180:kermi:1
humla_yakpa,,komdi,be thirsty,,komdi,,devries2020humla[p. 63],,,humla:180:yakpa:1
humla_bargaun,,kumdi,be thirsty,,kumdi,,devries2020humla[p. 63],,,humla:180:bargaun:1
humla_dojam,,kumdi,be thirsty,,kumdi,,devries2020humla[p. 63],,,humla:180:dojam:1
humla_til,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:til:1
humla_til,,ŋʲal,sleep,,ŋʲal,,devries2020humla[p. 64],,,humla:181:til:2
humla_muchu,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:muchu:1
humla_yalbang,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:yalbang:1
humla_kermi,,ŋal,sleep,,ŋal,,devries2020humla[p. 64],,,humla:181:kermi:1
humla_kermi,,ɲɛl,sleep,,ɲɛl,,devries2020humla[p. 64],,,humla:181:kermi:2
humla_yakpa,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:yakpa:1
humla_bargaun,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:bargaun:1
humla_dojam,,ɲal,sleep,,ɲal,,devries2020humla[p. 64],,,humla:181:dojam:1
humla_til,,døʔ,sit,,døʔ,,devries2020humla[p. 64],,,humla:182:til:1
humla_til,,dɛ,sit,,dɛ,,devries2020humla[p. 64],,,humla:182:til:2
humla_muchu,,døt̚,sit,,døt̚,,devries2020humla[p. 64],,,humla:182:muchu:1
humla_muchu,,de,sit,,de,,devries2020humla[p. 64],,,humla:182:muchu:2
humla_yalbang,,dot̚,sit,,dot̚,,devries2020humla[p. 64],,,humla:182:yalbang:1
humla_yalbang,,da,sit,,da,,devries2020humla[p. 64],,,humla:182:yalbang:2
humla_kermi,,dot̚,sit,,dot̚,,devries2020humla[p. 64],,,humla:182:kermi:1
humla_kermi,,da,sit,,da,,devries2020humla[p. 64],,,humla:182:kermi:2
humla_yakpa,,tot̚,sit,,tot̚,,devries2020humla[p. 64],,,humla:182:yakpa:1
humla_yakpa,,ta,sit,,ta,,devries2020humla[p. 64],,,humla:182:yakpa:2
humla_bargaun,,dot̚,sit,,dot̚,,devries2020humla[p. 64],,,humla:182:bargaun:1
humla_bargaun,,dat,sit,,dat,,devries2020humla[p. 64],,,humla:182:bargaun:2
humla_dojam,,tot̚,sit,,tot̚,,devries2020humla[p. 64],,,humla:182:dojam:1
humla_dojam,,ta,sit,,ta,,devries2020humla[p. 64],,,humla:182:dojam:2
humla_til,,ter,give,,ter,,devries2020humla[p. 64],,,humla:183:til:1
humla_til,,tɛ,give,,tɛ,,devries2020humla[p. 64],,,humla:183:til:2
humla_muchu,,ter,give,,ter,,devries2020humla[p. 64],,,humla:183:muchu:1
humla_muchu,,te,give,,te,,devries2020humla[p. 64],,,humla:183:muchu:2
humla_yalbang,,tat,give,,tat,,devries2020humla[p. 64],,,humla:183:yalbang:1
humla_yalbang,,tat̚,give,,tat̚,,devries2020humla[p. 64],,,humla:183:yalbang:2
humla_kermi,,ter,give,,ter,,devries2020humla[p. 64],,,humla:183:kermi:1
humla_kermi,,ta,give,,ta,,devries2020humla[p. 64],,,humla:183:kermi:2
humla_yakpa,,tat,give,,tat,,devries2020humla[p. 64],,,humla:183:yakpa:1
humla_yakpa,,ta,give,,ta,,devries2020humla[p. 64],,,humla:183:yakpa:2
humla_bargaun,,ʈer,give,,ʈer,,devries2020humla[p. 64],,,humla:183:bargaun:1
humla_bargaun,,tat̚,give,,tat̚,,devries2020humla[p. 64],,,humla:183:bargaun:2
humla_dojam,,ter,give,,ter,,devries2020humla[p. 64],,,humla:183:dojam:1
humla_dojam,,ta,give,,ta,,devries2020humla[p. 64],,,humla:183:dojam:2
humla_til,,ʈoŋ,burn (intr.),,ʈoŋ,,devries2020humla[p. 64],,,humla:184:til:1
humla_til,,taŋ,burn (intr.),,taŋ,,devries2020humla[p. 64],,,humla:184:til:2
humla_muchu,,bar,burn (intr.),,bar,,devries2020humla[p. 64],,,humla:184:muchu:1
humla_yalbang,,tsʲʰe,burn (intr.),,tsʲʰe,,devries2020humla[p. 64],,,humla:184:yalbang:1
humla_kermi,,tsʲʰɛ,burn (intr.),,tsʲʰɛ,,devries2020humla[p. 64],,,humla:184:kermi:1
humla_kermi,,toŋ,burn (intr.),,toŋ,,devries2020humla[p. 64],,,humla:184:kermi:2
humla_yakpa,,toŋ,burn (intr.),,toŋ,,devries2020humla[p. 64],,,humla:184:yakpa:1
humla_yakpa,,ʈoŋ,burn (intr.),,ʈoŋ,,devries2020humla[p. 64],,,humla:184:yakpa:2
humla_bargaun,,but̚,burn (intr.),,but̚,,devries2020humla[p. 64],,,humla:184:bargaun:1
humla_bargaun,,pur,burn (intr.),,pur,,devries2020humla[p. 64],,,humla:184:bargaun:2
humla_dojam,,toŋ,burn (intr.),,toŋ,,devries2020humla[p. 64],,,humla:184:dojam:1
humla_dojam,,taŋ,burn (intr.),,taŋ,,devries2020humla[p. 64],,,humla:184:dojam:2
humla_til,,ʃe,die,,ʃe,,devries2020humla[p. 64],,,humla:185:til:1
humla_til,,ɕøʔ,die,,ɕøʔ,,devries2020humla[p. 64],,,humla:185:til:2
humla_muchu,,ʃe,die,,ʃe,,devries2020humla[p. 64],,,humla:185:muchu:1
humla_muchu,,søt̚,die,,søt̚,,devries2020humla[p. 64],,,humla:185:muchu:2
humla_yalbang,,ɕe,die,,ɕe,,devries2020humla[p. 64],,,humla:185:yalbang:1
humla_yalbang,,ɕi,die,,ɕi,,devries2020humla[p. 64],,,humla:185:yalbang:2
humla_kermi,,ʃe,die,,ʃe,,devries2020humla[p. 64],,,humla:185:kermi:1
humla_yakpa,,ʃi,die,,ʃi,,devries2020humla[p. 64],,,humla:185:yakpa:1
humla_bargaun,,ʃi,die,,ʃi,,devries2020humla[p. 64],,,humla:185:bargaun:1
humla_dojam,,ʃe,die,,ʃe,,devries2020humla[p. 64],,,humla:185:dojam:1
humla_til,,se,kill,,se,,devries2020humla[p. 64],,,humla:186:til:1
humla_til,,søʔ,kill,,søʔ,,devries2020humla[p. 64],,,humla:186:til:2
humla_muchu,,ʃe,kill,,ʃe,,devries2020humla[p. 64],,,humla:186:muchu:1
humla_muchu,,sʏt̚,kill,,sʏt̚,,devries2020humla[p. 64],,,humla:186:muchu:2
humla_yalbang,,so,kill,,so,,devries2020humla[p. 64],,,humla:186:yalbang:1
humla_yalbang,,sa,kill,,sa,,devries2020humla[p. 64],,,humla:186:yalbang:2
humla_kermi,,sa,kill,,sa,,devries2020humla[p. 64],,,humla:186:kermi:1
humla_yakpa,,sa,kill,,sa,,devries2020humla[p. 64],,,humla:186:yakpa:1
humla_yakpa,,søt,kill,,søt,,devries2020humla[p. 64],,,humla:186:yakpa:2
humla_bargaun,,sot̚,kill,,sot̚,,devries2020humla[p. 64],,,humla:186:bargaun:1
humla_bargaun,,sat,kill,,sat,,devries2020humla[p. 64],,,humla:186:bargaun:2
humla_dojam,,ʃa,kill,,ʃa,,devries2020humla[p. 64],,,humla:186:dojam:1
humla_til,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:til:1
humla_muchu,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:muchu:1
humla_yalbang,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:yalbang:1
humla_kermi,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:kermi:1
humla_yakpa,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:yakpa:1
humla_bargaun,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:bargaun:1
humla_dojam,,pʰur,fly (bird),,pʰur,,devries2020humla[p. 64],,,humla:187:dojam:1
humla_til,,laː,walk,,laː,,devries2020humla[p. 64],,,humla:188:til:1
humla_til,,lãː,walk,,lãː,,devries2020humla[p. 64],,,humla:188:til:2
humla_muchu,,la,walk,,la,,devries2020humla[p. 64],,,humla:188:muchu:1
humla_muchu,,ɖo,walk,,ɖo,,devries2020humla[p. 64],,,humla:188:muchu:2
humla_yalbang,,la,walk,,la,,devries2020humla[p. 64],,,humla:188:yalbang:1
humla_yalbang,,ɖo,walk,,ɖo,,devries2020humla[p. 64],,,humla:188:yalbang:2
humla_kermi,,la,walk,,la,,devries2020humla[p. 64],,,humla:188:kermi:1
humla_yakpa,,lã,walk,,lã,,devries2020humla[p. 64],,,humla:188:yakpa:1
humla_yakpa,,ɖo,walk,,ɖo,,devries2020humla[p. 64],,,humla:188:yakpa:2
humla_bargaun,,lãŋ,walk,,lãŋ,,devries2020humla[p. 64],,,humla:188:bargaun:1
humla_bargaun,,ɖo,walk,,ɖo,,devries2020humla[p. 64],,,humla:188:bargaun:2
humla_dojam,,pu,walk,,pu,,devries2020humla[p. 64],,,humla:188:dojam:1
humla_dojam,,do,walk,,do,,devries2020humla[p. 64],,,humla:188:dojam:2
humla_til,,pʰur,jump,,pʰur,,devries2020humla[p. 64],,,humla:189:til:1
humla_muchu,,pʰar,jump,,pʰar,,devries2020humla[p. 64],,,humla:189:muchu:1
humla_yalbang,,pʰak̚,jump,,pʰak̚,,devries2020humla[p. 64],,,humla:189:yalbang:1
humla_yalbang,,pʰak,jump,,pʰak,,devries2020humla[p. 64],,,humla:189:yalbang:2
humla_kermi,,pʰa,jump,,pʰa,,devries2020humla[p. 64],,,humla:189:kermi:1
humla_yakpa,,pʰaʔ,jump,,pʰaʔ,,devries2020humla[p. 64],,,humla:189:yakpa:1
humla_yakpa,,pʰʌ,jump,,pʰʌ,,devries2020humla[p. 64],,,humla:189:yakpa:2
humla_bargaun,,tsʲoŋ,jump,,tsʲoŋ,,devries2020humla[p. 64],,,humla:189:bargaun:1
humla_dojam,,pʰar,jump,,pʰar,,devries2020humla[p. 64],,,humla:189:dojam:1
humla_til,,cal cæp,swim,,cal cæp,,devries2020humla[p. 64],,,humla:190:til:1
humla_muchu,,ɟap,swim,,ɟap,,devries2020humla[p. 64],,,humla:190:muchu:1
humla_yalbang,,tsʲal ɟap,swim,,tsʲal ɟap,,devries2020humla[p. 64],,,humla:190:yalbang:1
humla_kermi,,cal ɟap,swim,,cal ɟap,,devries2020humla[p. 64],,,humla:190:kermi:1
humla_yakpa,,cap̚,swim,,cap̚,,devries2020humla[p. 64],,,humla:190:yakpa:1
humla_yakpa,,cap,swim,,cap,,devries2020humla[p. 64],,,humla:190:yakpa:2
humla_bargaun,,tsʲal ɟap,swim,,tsʲal ɟap,,devries2020humla[p. 64],,,humla:190:bargaun:1
humla_dojam,,ɟap,swim,,ɟap,,devries2020humla[p. 64],,,humla:190:dojam:1
humla_til,,lã,go,,lã,,devries2020humla[p. 64],,,humla:191:til:1
humla_til,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:til:2
humla_muchu,,lã,go,,lã,,devries2020humla[p. 64],,,humla:191:muchu:1
humla_muchu,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:muchu:2
humla_yalbang,,laː,go,,laː,,devries2020humla[p. 64],,,humla:191:yalbang:1
humla_yalbang,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:yalbang:2
humla_kermi,,laː,go,,laː,,devries2020humla[p. 64],,,humla:191:kermi:1
humla_kermi,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:kermi:2
humla_yakpa,,laŋ,go,,laŋ,,devries2020humla[p. 64],,,humla:191:yakpa:1
humla_yakpa,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:yakpa:2
humla_bargaun,,laŋ,go,,laŋ,,devries2020humla[p. 64],,,humla:191:bargaun:1
humla_bargaun,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:bargaun:2
humla_dojam,,pu,go,,pu,,devries2020humla[p. 64],,,humla:191:dojam:1
humla_dojam,,ɖo,go,,ɖo,,devries2020humla[p. 64],,,humla:191:dojam:2
humla_til,,soŋ,come,,soŋ,,devries2020humla[p. 64],,,humla:192:til:1
