B,,akaʃ,sky,,akaʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 1, site 0 Bangla]",,,siltripura2011:i001:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,dʒumoi ̯,cloud,,dʒumoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site l Katchaptali]",,,siltripura2011:i005:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site a Boro Pharangsia]",,,siltripura2011:i005:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site j Robertpara]",,,siltripura2011:i005:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site k Bethanipara]",,,siltripura2011:i005:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,tʃoŋmui ̯,cloud,,tʃoŋmui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site c Dolchari]",,,siltripura2011:i005:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site e Pakkhipara]",,,siltripura2011:i005:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site f Tongpaipara]",,,siltripura2011:i005:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site m Laiphu Karbaripara]",,,siltripura2011:i005:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site n Krishna Dayalpara]",,,siltripura2011:i005:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site d Lombapara]",,,siltripura2011:i005:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site h Noimail Gutchagram]",,,siltripura2011:i005:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site i Beltolipara]",,,siltripura2011:i005:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site o Jarichandrapara]",,,siltripura2011:i005:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site r Khumulung]",,,siltripura2011:i005:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,tʃuŋmoi ̯,cloud,,tʃuŋmoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site t Oldlankar]",,,siltripura2011:i005:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,tʃuŋmui ̯,cloud,,tʃuŋmui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site g Mildhanpara]",,,siltripura2011:i005:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,tʃuŋmui ̯,cloud,,tʃuŋmui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site q Satchari Tripura Basti]",,,siltripura2011:i005:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,watui ̯ɾomkha,cloud,,watui ̯ɾomkha,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site s Barbakpur]",,,siltripura2011:i005:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Garo,,gadɨla,cloud,,gadɨla,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site u Gajni]",,,siltripura2011:i005:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,gadla,cloud,,gadla,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site v Nagar Sontosh]",,,siltripura2011:i005:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,gadʒɨla,cloud,,gadʒɨla,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site w Nalchapra]",,,siltripura2011:i005:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site a Boro Pharangsia]",,,siltripura2011:i005:a:2,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site j Robertpara]",,,siltripura2011:i005:j:2,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒuŋmoi ̯,cloud,,dʒuŋmoi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site k Bethanipara]",,,siltripura2011:i005:k:2,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,tʃoŋmui ̯,cloud,,tʃoŋmui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site c Dolchari]",,,siltripura2011:i005:c:2,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site e Pakkhipara]",,,siltripura2011:i005:e:2,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site f Tongpaipara]",,,siltripura2011:i005:f:2,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site m Laiphu Karbaripara]",,,siltripura2011:i005:m:2,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,tʃʊmʊi ̯,cloud,,tʃʊmʊi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site n Krishna Dayalpara]",,,siltripura2011:i005:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site d Lombapara]",,,siltripura2011:i005:d:2,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site h Noimail Gutchagram]",,,siltripura2011:i005:h:2,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site i Beltolipara]",,,siltripura2011:i005:i:2,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site o Jarichandrapara]",,,siltripura2011:i005:o:2,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,tʃumui ̯,cloud,,tʃumui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site r Khumulung]",,,siltripura2011:i005:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,tʃuŋbui ̯,cloud,,tʃuŋbui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site p Doluchara]",,,siltripura2011:i005:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,tʃuŋmui ̯,cloud,,tʃuŋmui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site g Mildhanpara]",,,siltripura2011:i005:g:2,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,tʃuŋmui ̯,cloud,,tʃuŋmui ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 5, site q Satchari Tripura Basti]",,,siltripura2011:i005:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
B,,bɾɪʃʈi,rain,,bɾɪʃʈi,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site 0 Bangla]",,,siltripura2011:i006:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,jatoi ̯,rain,,jatoi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site o Jarichandrapara]",,,siltripura2011:i006:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,watəi ̯,rain,,watəi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site c Dolchari]",,,siltripura2011:i006:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,watəi ̯,rain,,watəi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site e Pakkhipara]",,,siltripura2011:i006:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,watəi ̯,rain,,watəi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site f Tongpaipara]",,,siltripura2011:i006:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,watəi ̯,rain,,watəi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site i Beltolipara]",,,siltripura2011:i006:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,watəi ̯,rain,,watəi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site m Laiphu Karbaripara]",,,siltripura2011:i006:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site a Boro Pharangsia]",,,siltripura2011:i006:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site b Choto Madhuk]",,,siltripura2011:i006:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site g Mildhanpara]",,,siltripura2011:i006:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site j Robertpara]",,,siltripura2011:i006:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site k Bethanipara]",,,siltripura2011:i006:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site l Katchaptali]",,,siltripura2011:i006:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site n Krishna Dayalpara]",,,siltripura2011:i006:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site p Doluchara]",,,siltripura2011:i006:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,watɔi ̯,rain,,watɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site t Oldlankar]",,,siltripura2011:i006:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,watʊi ̯,rain,,watʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site h Noimail Gutchagram]",,,siltripura2011:i006:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,watʊi ̯,rain,,watʊi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site r Khumulung]",,,siltripura2011:i006:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,watui ̯,rain,,watui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site d Lombapara]",,,siltripura2011:i006:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,watui ̯,rain,,watui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site q Satchari Tripura Basti]",,,siltripura2011:i006:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,watui ̯,rain,,watui ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site s Barbakpur]",,,siltripura2011:i006:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Garo,,mɨk̚kha,rain,,mɨk̚kha,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site u Gajni]",,,siltripura2011:i006:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,muk̚kha,rain,,muk̚kha,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site v Nagar Sontosh]",,,siltripura2011:i006:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,raŋ,rain,,raŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 6, site w Nalchapra]",,,siltripura2011:i006:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,ɾɔŋdhɔnu,rainbow,,ɾɔŋdhɔnu,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site 0 Bangla]",,,siltripura2011:i007:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,ɾɔŋdhɔnu,rainbow,,ɾɔŋdhɔnu,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site s Barbakpur]",,,siltripura2011:i007:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,tɔit̯ʃɔŋgli,rainbow,,tɔit̯ʃɔŋgli,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site a Boro Pharangsia]",,,siltripura2011:i007:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,tɔit̯ʃɔŋgli,rainbow,,tɔit̯ʃɔŋgli,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site b Choto Madhuk]",,,siltripura2011:i007:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,tɔit̯ʃɔŋgli,rainbow,,tɔit̯ʃɔŋgli,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site j Robertpara]",,,siltripura2011:i007:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,tɔit̯ʃɔŋgli,rainbow,,tɔit̯ʃɔŋgli,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site k Bethanipara]",,,siltripura2011:i007:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,tɔit̯ʃɔŋgli,rainbow,,tɔit̯ʃɔŋgli,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site l Katchaptali]",,,siltripura2011:i007:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,tʃokləiŋ̯ bakləiŋ̯,rainbow,,tʃokləiŋ̯ bakləiŋ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site c Dolchari]",,,siltripura2011:i007:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Garo,,tʃɛŋroŋ,rainbow,,tʃɛŋroŋ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site w Nalchapra]",,,siltripura2011:i007:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Kokborok,,tʃɔŋlɛiŋ̯ (tɔin̯ uŋmo),rainbow,,tʃɔŋlɛiŋ̯ (tɔin̯ uŋmo),lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site t Oldlankar]",,,siltripura2011:i007:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,tʃokrɛŋ (tʊin̯ uŋgo),rainbow,,tʃokrɛŋ (tʊin̯ uŋgo),lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site r Khumulung]",,,siltripura2011:i007:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,tʃokrɛŋ (tuin̯ uŋgo),rainbow,,tʃokrɛŋ (tuin̯ uŋgo),lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site q Satchari Tripura Basti]",,,siltripura2011:i007:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,tʃoklipani,rainbow,,tʃoklipani,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site f Tongpaipara]",,,siltripura2011:i007:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,tʃuklipani (tɔin̯ uŋu),rainbow,,tʃuklipani (tɔin̯ uŋu),lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site h Noimail Gutchagram]",,,siltripura2011:i007:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,tʃupritɔin̯ ɨŋgɨ,rainbow,,tʃupritɔin̯ ɨŋgɨ,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site g Mildhanpara]",,,siltripura2011:i007:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,totɛkɛlɛŋ,rainbow,,totɛkɛlɛŋ,lexical-similarity group 7,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site e Pakkhipara]",,,siltripura2011:i007:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,tɔid̯ ʒoŋgol,rainbow,,tɔid̯ ʒoŋgol,lexical-similarity group 8,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site n Krishna Dayalpara]",,,siltripura2011:i007:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,toi ̯ʈʃuklok,rainbow,,toi ̯ʈʃuklok,lexical-similarity group 9,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site o Jarichandrapara]",,,siltripura2011:i007:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,doŋgoi ̯(tuin̯ uŋgɔ),rainbow,,doŋgoi ̯(tuin̯ uŋgɔ),lexical-similarity group A,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site p Doluchara]",,,siltripura2011:i007:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,tʃɔŋlɛiŋ̯ (tɔin̯ uŋmo),rainbow,,tʃɔŋlɛiŋ̯ (tɔin̯ uŋmo),lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site t Oldlankar]",,,siltripura2011:i007:t:2,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,tʃoklɛŋ,rainbow,,tʃoklɛŋ,lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site d Lombapara]",,,siltripura2011:i007:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,tʃoklɛŋ,rainbow,,tʃoklɛŋ,lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site m Laiphu Karbaripara]",,,siltripura2011:i007:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,tʃoklɛŋ (tʊin̯ ʊ),rainbow,,tʃoklɛŋ (tʊin̯ ʊ),lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site i Beltolipara]",,,siltripura2011:i007:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,tʃokrɛŋ (tʊin̯ uŋgo),rainbow,,tʃokrɛŋ (tʊin̯ uŋgo),lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site r Khumulung]",,,siltripura2011:i007:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,tʃokrɛŋ (tuin̯ uŋgo),rainbow,,tʃokrɛŋ (tuin̯ uŋgo),lexical-similarity group B,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site q Satchari Tripura Basti]",,,siltripura2011:i007:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Garo,,ʃundaɾi,rainbow,,ʃundaɾi,lexical-similarity group C,"kim-kim-sangma-ahmad2011tripura[wordlist item 7, site u Gajni]",,,siltripura2011:i007:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
B,,bataʃ,wind,,bataʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 8, site 0 Bangla]",,,siltripura2011:i008:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,nəbət,wind,,nəbət,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 8, site o Jarichandrapara]",,,siltripura2011:i008:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,noba,wind,,noba,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 8, site f Tongpaipara]",,,siltripura2011:i008:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
