Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	OCR_Evidence_Only	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
6	ear	HBA	73	64	right	1 lugar	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	HNI	73	64	right	1 lugtue	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	BBG	73	64	right	1 lutue	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	BMA	73	64	right	1 luguc	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	BOP	73	64	right	1 lutur	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	BRA	73	64	right	1 lukuc	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	BGH	73	64	right	1 lutur	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	MU1	73	64	right	1 lutue	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	MU2	73	64	right	1 lutur	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	SA1	73	64	right	1 lukuc	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	SBA	73	64	right	1 lutuc	1 luṯur	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
6	ear	OCU	73	64	right	2 kayo	2 kaŋo	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HO1	74	65	left	f muta, 3 muwa	1 muʃa, 3 muwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HTH	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HKA	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HKE	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HCH	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HCU	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HSU	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HSA	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HJO	74	65	left	3 muve	3 muve	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HDH	74	65	left	1 mute	1 mute	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HBG	74	65	left	1 mut-e	1 mut·e	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HO2	74	65	left	1 muta, 3 mua	1 muʃa, 3 muã	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HRA	74	65	left	3 mus	3 muẽ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HO3	74	65	left	1 muta, 3 mua	1 muʃa, 3 muã	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HOP	74	65	right	1,3 mie	1,3 mɨe	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HBA	74	65	right	5 mo dzangi	5 mo dʒaŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	HNI	74	65	right	3 ma	3 mɨa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	BBG	74	65	right	4 mu	4 mɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	BMA	74	65	right	4 mu	4 mu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	BOP	74	65	right	4 mu-	4 mu·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	BRA	74	65	right	ma	4 mɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	BGH	74	65	right	mu-	4 mu·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	MU1	74	65	right	muhdn	4 muhõn	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	MU2	74	65	right	muhu	4 muhu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	SA1	74	65	right	ma	4 mɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	SBA	74	65	right	mu-	4 mu·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
7	nose	OCU	74	65	right	nakho	2 nakho	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HO1	74	65	left	1 a-	1 a·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HTH	74	65	left	1 a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HKA	74	65	left	1 a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HKE	74	65	left	1 a-a	1 a·a	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HCH	74	65	left	1 a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HCU	74	65	left	1 a-	1 a·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HSU	74	65	left	1a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HSA	74	65	left	1a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HJO	74	65	left	1a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HDH	74	65	left	1 a-a	1 a·a	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HBG	74	65	left	1 a	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HO2	74	65	left	ta	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HRA	74	65	left	motfa	3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HO3	74	65	left	ta	1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HOP	74	65	right	motfa	3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HBA	74	65	right	motfa	3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	HNI	74	65	right	matfam	3 mʌtʃʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	BBG	74	65	right	motfa	3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	BMA	74	65	right	motfon	3 motʃoŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	BOP	74	65	right	motfa	3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	BRA	74	65	right	motfon	3 motʃoŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	BGH	74	65	right	motfan	3 motʃʌŋ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	MU1	74	65	right		3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	MU2	74	65	right	4 trotna	3 motʃa, 4 tʰotna	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	SA1	74	65	right		1 a	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	SBA	74	65	right		3 motʃa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
8	mouth	OCU	74	65	right		2 pat·i	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HO1	74	65	left	data	1 daṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HTH	74	65	left	data	1 ḏʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HKA	74	65	left	data	1 ḏʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HKE	74	65	left	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HCH	74	65	left	data	1 dʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HCU	74	65	left	data	1 ḏata	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HSU	74	65	left	data	1 dʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HSA	74	65	left	data	1 ḏʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HJO	74	65	left	data	1 dʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HDH	74	65	left	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HBG	74	65	left	data	1 datʌ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HO2	74	65	left	data	1 ḏaṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HRA	74	65	left	data	1 dʌ·ta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HO3	74	65	left	danta	1 danta	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HOP	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HBA	74	65	right	gata	1 dʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	HNI	74	65	right	data	1 dʌta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	BBG	74	65	right	da?ta	1 ḏa?ta	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	BMA	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	BOP	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	BRA	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	BGH	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	MU1	74	65	right	data	1 ḏaṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	MU2	74	65	right	data	1 ḏata	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	SA1	74	65	right	data	1 ḏaṯa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	SBA	74	65	right	data	1 data	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
9	teeth	OCU	74	65	right	danto	1 ḏanto	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
10	tongue	HO1	75	66	left	1 leve	1 le?e	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
10	tongue	HTH	75	66	left	1 le?e	1 le?e	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
10	tongue	HKA	75	66	left	1 le?e	1 le?e	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
10	tongue	HKE	75	66	left	1 le?e	1 le?e	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
10	tongue	HCH	75	66	left	1 lee	1 le?e	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
