Form_ID,Source
d1520,"dedr[entry 1520, DEDS 203]"
d1521,dedr[entry 1521]
d1522,"dedr[entry 1522, DEDS 205]"
d1523,"dedr[entry 1523, DED(S) 1276]"
d1524,"dedr[entry 1524, DED(S) 1277]"
d1525,"dedr[entry 1525, DED 1278]"
d1526,"dedr[entry 1526, DED(S) 1279]"
d1527,"dedr[entry 1527, DED 1280]"
d1528,"dedr[entry 1528, DED(N) 1281]"
d1529,"dedr[entry 1529, DEDS 206]"
d153,dedr[entry 153]
d1530,"dedr[entry 1530, DED 1282]"
d1531,"dedr[entry 1531, DED 1283]"
d1532,"dedr[entry 1532, DED(N) 1284]"
d1533,"dedr[entry 1533, DED(S) 1285]"
d1534,"dedr[entry 1534, DED 1286]"
d1535,"dedr[entry 1535, DEDS 207]"
d1536,"dedr[entry 1536, DEDS 209]"
d1537,"dedr[entry 1537, DEDS 208]"
d1538,"dedr[entry 1538, DED(N) 1287]"
d1539,dedr[entry 1539]
d154,"dedr[entry 154, DED 131]"
d1540,"dedr[entry 1540, DED 1288]"
d1541,"dedr[entry 1541, DED 1289]"
d1542,"dedr[entry 1542, DED 1290]"
d1543,"dedr[entry 1543, DED(S) 1291]"
d1544,"dedr[entry 1544, DED 1292]"
d1545,"dedr[entry 1545, DED(S, N) 1293]"
d1546,"dedr[entry 1546, DED(S) 1294]"
d1547,"dedr[entry 1547, DED(S) 1295]"
d1548,"dedr[entry 1548, DED(S, N) 1296]"
d1549,"dedr[entry 1549, DEDS 211]"
d155,"dedr[entry 155, DED(S) 132]"
d1550,"dedr[entry 1550, DEDS 212]"
d1551,"dedr[entry 1551, DEDS 213]"
d1552,"dedr[entry 1552, DED(S, N) 1297]"
d1553,"dedr[entry 1553, DED 1298]"
d1554,"dedr[entry 1554, DED(S) 1299]"
d1555,"dedr[entry 1555, DEN 17]"
d1556,dedr[entry 1556]
d1557,"dedr[entry 1557, DED 1300]"
d1558,"dedr[entry 1558, DED(S) 1301]"
d1559,"dedr[entry 1559, DEDS 215]"
d156,"dedr[entry 156, DED(S, N) 133]"
d1560,"dedr[entry 1560, DED(S) 1302]"
d1561,"dedr[entry 1561, DED 1303]"
d1562,"dedr[entry 1562, DED(S) 1304]"
d1563,"dedr[entry 1563, DEDS 216]"
d1564,"dedr[entry 1564, DED(S, N) 1305]"
d1565,dedr[entry 1565]
d1566,"dedr[entry 1566, DED 1306]"
d1567,"dedr[entry 1567, DEDS 217]"
d1568,dedr[entry 1568]
d1569,"dedr[entry 1569, DEDS 219]"
d157,"dedr[entry 157, DED 1928(b)]"
d1570,"dedr[entry 1570, DED(S) 1307]"
d1571,"dedr[entry 1571, DED(N) 1308]"
d1572,"dedr[entry 1572, DED 1309]"
d1573,"dedr[entry 1573, DED(S) 1310]"
d1574,"dedr[entry 1574, DED(S) 1311]"
d1575,"dedr[entry 1575, DED 1312]"
d1576,"dedr[entry 1576, DEDS 220]"
d1577,"dedr[entry 1577, DED 1313]"
d1578,"dedr[entry 1578, DED(S) 1314]"
d1579,"dedr[entry 1579, DED(S) 1315]"
d158,"dedr[entry 158, DED(S) 134]"
d1580,dedr[entry 1580]
d1581,"dedr[entry 1581, DED(S, N) 1316]"
d1582,"dedr[entry 1582, DEDS 210]"
d1583,"dedr[entry 1583, DED(S) 1317]"
d1584,"dedr[entry 1584, DED(N) 1318]"
d1585,"dedr[entry 1585, DED(S) 1319]"
d1586,"dedr[entry 1586, DED(S, N) 1320]"
d1587,"dedr[entry 1587, DEDS 222]"
d1588,"dedr[entry 1588, DED(S, N) 1321]"
d1589,"dedr[entry 1589, DED(S) 1322]"
d159,"dedr[entry 159, DED 135]"
d1590,"dedr[entry 1590, DED(S) 1323]"
d1591,"dedr[entry 1591, DED 1324]"
d1592,"dedr[entry 1592, DEDS 223]"
d1593,"dedr[entry 1593, DED 1325]"
d1594,"dedr[entry 1594, DED(S, N) 1326]"
d1595,"dedr[entry 1595, DED(S) 1327]"
d1596,"dedr[entry 1596, DED 1328]"
d1597,"dedr[entry 1597, DED(S, N) 1329]"
d1598,"dedr[entry 1598, DED 1330]"
d1599,"dedr[entry 1599, DED 1331]"
d16,"dedr[entry 16, DED 17]"
d160,"dedr[entry 160, DED(S) 136]"
d1600,"dedr[entry 1600, DED 1332]"
d1601,"dedr[entry 1601, DED 1333]"
d1602,"dedr[entry 1602, DED 1334]"
d1603,"dedr[entry 1603, DED(S, N) 1335]"
d1604,"dedr[entry 1604, DED(S) 1336]"
d1605,"dedr[entry 1605, DEDS 224]"
d1606,"dedr[entry 1606, DED(S) 1337]"
d1607,"dedr[entry 1607, DED(N) 1338]"
d1608,"dedr[entry 1608, DED(S) 1339]"
d1609,"dedr[entry 1609, DED 1340]"
d161,"dedr[entry 161, DED 137]"
d1610,"dedr[entry 1610, DED(S, N) 1341]"
d1611,"dedr[entry 1611, DED(S) 1342]"
d1612,"dedr[entry 1612, DED(S) 1343]"
d1613,"dedr[entry 1613, DED 1344]"
d1614,"dedr[entry 1614, DEDS 225]"
d1615,"dedr[entry 1615, DEDS 226]"
d1616,"dedr[entry 1616, DEDS 227]"
d1617,"dedr[entry 1617, DED(N) 1345]"
d1618,"dedr[entry 1618, DED(S) 1347]"
d1619,"dedr[entry 1619, DED(S) 1348]"
d162,"dedr[entry 162, DED(S) 1934(b)]"
d1620,"dedr[entry 1620, DED 1349]"
d1621,"dedr[entry 1621, DED 1350]"
d1622,"dedr[entry 1622, DED(N) 1351]"
d1623,"dedr[entry 1623, DED(S) 1352]"
d1624,"dedr[entry 1624, DED(S) 1353]"
d1625,"dedr[entry 1625, DED(S) 1354]"
d1626,"dedr[entry 1626, DEN 18]"
d1627,"dedr[entry 1627, DED 1355]"
d1628,"dedr[entry 1628, DED(S) 1356]"
d1629,"dedr[entry 1629, DED(S) 1357]"
d163,"dedr[entry 163, DED(S) 138]"
d1630,"dedr[entry 1630, DED 1358]"
d1631,"dedr[entry 1631, DED 1359]"
d1632,"dedr[entry 1632, DED(N) 1360]"
d1633,"dedr[entry 1633, DED 1361]"
d1634,"dedr[entry 1634, DED(S) 1361, DEN 19]"
d1634A,"dedr[entry 1634A, DEDS 228]"
d1635,"dedr[entry 1635, DED 1362, DEDS 229]"
d1636,"dedr[entry 1636, DED(N) 1363]"
d1637,"dedr[entry 1637, DED 1364]"
d1638,"dedr[entry 1638, DED(S, N) 1365]"
d1639,"dedr[entry 1639, DED(S) 1368]"
d164,"dedr[entry 164, DEDS 24]"
d1640,"dedr[entry 1640, DED(S, N) 1369]"
d1641,"dedr[entry 1641, DEDS 230]"
d1642,dedr[entry 1642]
d1643,dedr[entry 1643]
d1644,dedr[entry 1644]
d1645,"dedr[entry 1645, DED(S) 1370]"
d1646,"dedr[entry 1646, DED(S) 1371]"
d1647,"dedr[entry 1647, DED(S) 1372]"
d1648,"dedr[entry 1648, DED(S) 1373]"
d1649,"dedr[entry 1649, DED(N) 1374]"
d165,"dedr[entry 165, DED 139]"
d1650,"dedr[entry 1650, DED(S) 1375]"
d1651,"dedr[entry 1651, DED(N) 1376]"
d1652,"dedr[entry 1652, DED 1377]"
d1653,"dedr[entry 1653, DED 1488]"
d1654,"dedr[entry 1654, DED(S) 1378]"
d1655,"dedr[entry 1655, DED(S, N) 1379]"
d1656,"dedr[entry 1656, DEN 21]"
d1657,"dedr[entry 1657, DED 1380]"
d1658,"dedr[entry 1658, DED(S) 1381]"
d1659,"dedr[entry 1659, DED(S, N) 1382]"
d166,"dedr[entry 166, DED(S) 140]"
d1660,"dedr[entry 1660, DED(N) 1383]"
d1661,"dedr[entry 1661, DED 1384]"
d1662,"dedr[entry 1662, DED(S) 1385]"
d1663,"dedr[entry 1663, DED(S) 1386]"
d1664,"dedr[entry 1664, DEDS 235]"
d1665,"dedr[entry 1665, DEN 20]"
d1666,"dedr[entry 1666, DEDS 234]"
d1667,"dedr[entry 1667, DED 1387]"
d1668,"dedr[entry 1668, DED 1388]"
d1669,"dedr[entry 1669, DED(S) 1389]"
d167,"dedr[entry 167, DED 141]"
d1670,"dedr[entry 1670, DED(S) 1390]"
d1671,"dedr[entry 1671, DED(S) 1391]"
d1672,"dedr[entry 1672, DED(S) 1392]"
d1673,"dedr[entry 1673, DED 1393]"
d1674,"dedr[entry 1674, DED 1394]"
d1675,"dedr[entry 1675, DED 1395]"
d1676,"dedr[entry 1676, DED(S) 1396]"
d1677,"dedr[entry 1677, DED 1397]"
d1678,"dedr[entry 1678, DED(S) 1398]"
d1679,"dedr[entry 1679, DED(S) 1399]"
d168,"dedr[entry 168, DED 142]"
d1680,"dedr[entry 1680, DED(S, N) 1400]"
d1681,"dedr[entry 1681, DED(S) 1401]"
d1682,"dedr[entry 1682, DED(S) 1402]"
d1683,"dedr[entry 1683, DED(S) 1546]"
d1684,"dedr[entry 1684, DED(S) 1404]"
d1685,"dedr[entry 1685, DED(S, N) 1405]"
d1686,"dedr[entry 1686, DED(N) 1406]"
d1687,"dedr[entry 1687, DED 1407]"
d1688,"dedr[entry 1688, DED(S) 1408]"
d1689,"dedr[entry 1689, DED(S) 1409]"
d169,"dedr[entry 169, DED(S) 143]"
d1690,"dedr[entry 1690, DED 1410]"
d1691,"dedr[entry 1691, DEDS 236]"
d1692,"dedr[entry 1692, DED(S) 1411]"
d1693,"dedr[entry 1693, DED(S) 1412]"
d1693A,"dedr[entry 1693A, DED(S) 1413]"
d1694,dedr[entry 1694]
d1695,"dedr[entry 1695, DED(S) 1414]"
d1696,"dedr[entry 1696, DEDS 237]"
d1697,"dedr[entry 1697, DED 1415]"
d1698,"dedr[entry 1698, DED 1416]"
d1699,"dedr[entry 1699, DED 1417]"
d17,"dedr[entry 17, DED 18]"
d170,"dedr[entry 170, DED(S) 144]"
d1700,dedr[entry 1700]
d1701,dedr[entry 1701]
d1702,"dedr[entry 1702, DED 1418]"
d1703,"dedr[entry 1703, DEDS 240]"
d1704,"dedr[entry 1704, DEDS 241]"
d1705,"dedr[entry 1705, DED(S) 1419]"
d1706,dedr[entry 1706]
d1707,"dedr[entry 1707, DED 1420]"
d1708,"dedr[entry 1708, DEDS 242]"
d1709,"dedr[entry 1709, DED(S) 1421]"
d171,"dedr[entry 171, DEDS 25]"
d1710,"dedr[entry 1710, DED 1422]"
d1711,"dedr[entry 1711, DED(S, N) 1423, DEN 22]"
d1712,"dedr[entry 1712, DED(S) 1424]"
d1713,"dedr[entry 1713, DED(S) 1425]"
d1714,"dedr[entry 1714, DED(S) 1426]"
d1715,"dedr[entry 1715, DEDS 243]"
d1716,dedr[entry 1716]
d1717,"dedr[entry 1717, DED 1427]"
d1718,"dedr[entry 1718, DED(S) 1428]"
d1719,"dedr[entry 1719, DED(S) 1429]"
d172,"dedr[entry 172, DEDS 26]"
d1720,"dedr[entry 1720, DED(S) 1430]"
d1721,"dedr[entry 1721, DED(S) 1431]"
d1722,"dedr[entry 1722, DED(S, N) 1432]"
d1723,"dedr[entry 1723, DED(S) 1433]"
d1724,"dedr[entry 1724, DED 1434]"
d1725,"dedr[entry 1725, DED 1435]"
d1726,"dedr[entry 1726, DED 1436]"
d1727,"dedr[entry 1727, DED(S, N) 1437]"
d1728,"dedr[entry 1728, DED(S, N) 1438]"
d1729,"dedr[entry 1729, DED 1439]"
d173,"dedr[entry 173, DED 145]"
d1730,"dedr[entry 1730, DEDS 245]"
d1731,"dedr[entry 1731, DED(S, N) 1440, DEDS 247]"
d1732,"dedr[entry 1732, DED(S) 1441]"
d1733,dedr[entry 1733]
d1734,"dedr[entry 1734, DED(S) 1442]"
d1735,dedr[entry 1735]
d1736,"dedr[entry 1736, DED(S) 1444]"
d1737,"dedr[entry 1737, DED 1445]"
d1738,"dedr[entry 1738, DED 1446]"
d1739,"dedr[entry 1739, DED 1447]"
d174,"dedr[entry 174, DED(S) 146]"
d1740,"dedr[entry 1740, DED 1448]"
d1741,"dedr[entry 1741, DED(S, N) 1449]"
d1742,"dedr[entry 1742, DED 1450]"
d1743,"dedr[entry 1743, DED(S) 1451]"
d1744,"dedr[entry 1744, DED 1452]"
d1745,"dedr[entry 1745, DED(S) 1443]"
d1746,"dedr[entry 1746, DED(N) 1453]"
d1747,"dedr[entry 1747, DED(N) 1454]"
d1748,"dedr[entry 1748, DED(S) 1456]"
d1749,"dedr[entry 1749, DED(S) 1457]"
d175,"dedr[entry 175, DED 147]"
d1750,"dedr[entry 1750, DED 1458]"
d1751,"dedr[entry 1751, DED(S) 1459]"
d1752,"dedr[entry 1752, DED(S, N) 1460]"
d1753,"dedr[entry 1753, DED(N) 1461]"
d1754,"dedr[entry 1754, DED(S) 1462]"
d1755,"dedr[entry 1755, DED 1463]"
d1756,"dedr[entry 1756, DED(S) 1464]"
d1757,dedr[entry 1757]
d1758,"dedr[entry 1758, DED 1465]"
d1759,"dedr[entry 1759, DED 1466]"
d176,"dedr[entry 176, DED(S) 148]"
d1760,"dedr[entry 1760, DED(S) 1467]"
d1761,"dedr[entry 1761, DEDS 249]"
d1762,"dedr[entry 1762, DED(S) 1468]"
d1763,"dedr[entry 1763, DED(S) 1469]"
d1764,"dedr[entry 1764, DED(S, N) 1470]"
d1765,"dedr[entry 1765, DEN 23]"
d1766,"dedr[entry 1766, DED(N) 1471]"
d1767,"dedr[entry 1767, DED(S, N) 1472, DED 1555]"
d1768,"dedr[entry 1768, DEDS 250]"
d1769,"dedr[entry 1769, DED(S) 1473]"
d177,"dedr[entry 177, DED 149]"
d1770,"dedr[entry 1770, DED 1474]"
d1771,"dedr[entry 1771, DED(S, N) 1475]"
d1772,"dedr[entry 1772, DEDS 251]"
d1773,"dedr[entry 1773, DED 1476]"
d1774,"dedr[entry 1774, DED(N) 1477]"
d1775,"dedr[entry 1775, DED(N) 1478]"
d1776,"dedr[entry 1776, DED 1479]"
d1777,"dedr[entry 1777, DEDS 252]"
d1778,dedr[entry 1778]
d1779,"dedr[entry 1779, DED(S, N) 1481]"
d178,"dedr[entry 178, DED(S) 150]"
d1780,"dedr[entry 1780, DED(S, N) 1482]"
d1781,"dedr[entry 1781, DED 1483]"
d1782,dedr[entry 1782]
d1783,"dedr[entry 1783, DEDS 254]"
d1784,"dedr[entry 1784, DED(S) 1484]"
d1785,"dedr[entry 1785, DED(S) 1485]"
d1786,"dedr[entry 1786, DED(S) 1486]"
d1787,"dedr[entry 1787, DED(S) 1487]"
d1788,"dedr[entry 1788, DED(S) 1489]"
d1789,"dedr[entry 1789, DED 1490]"
d179,"dedr[entry 179, DED(S, N) 151]"
d1790,dedr[entry 1790]
d1791,"dedr[entry 1791, DED(S, N) 1491]"
d1792,"dedr[entry 1792, DED 1492]"
d1793,"dedr[entry 1793, DED(N) 1493]"
d1794,"dedr[entry 1794, DED 1494]"
d1795,"dedr[entry 1795, DED(S, N) 1495]"
d1796,"dedr[entry 1796, DED(S, N) 1496]"
d1797,"dedr[entry 1797, DEDS 256]"
d1798,"dedr[entry 1798, DEDS 257]"
d1799,"dedr[entry 1799, DEDS 258]"
d18,"dedr[entry 18, DEDS 4]"
d180,"dedr[entry 180, DEDS 27]"
d1800,"dedr[entry 1800, DEDS 259]"
d1801,"dedr[entry 1801, DED(S) 1497]"
d1802,"dedr[entry 1802, DED 1498]"
d1803,dedr[entry 1803]
d1804,"dedr[entry 1804, DED 1499]"
d1805,"dedr[entry 1805, DED(N) 1500]"
d1806,"dedr[entry 1806, DED(S) 1501]"
d1807,"dedr[entry 1807, DED 1502]"
d1808,"dedr[entry 1808, DED 1503]"
d1809,"dedr[entry 1809, DEDS 262]"
d181,"dedr[entry 181, DED 152]"
d1810,"dedr[entry 1810, DED(S, N) 1504]"
d1811,"dedr[entry 1811, DED 1505]"
d1812,"dedr[entry 1812, DED 1506]"
d1813,"dedr[entry 1813, DED(S) 1507]"
d1814,"dedr[entry 1814, DED(S) 1508]"
d1815,"dedr[entry 1815, DEDS 263]"
d1816,"dedr[entry 1816, DED 1509]"
d1817,"dedr[entry 1817, DED(S, N) 1510, DEDS 347]"
d1818,"dedr[entry 1818, DED(S, N) 1511]"
d1819,"dedr[entry 1819, DED 1512]"
d182,"dedr[entry 182, DED 153]"
d1820,"dedr[entry 1820, DED(S) 1480]"
d1821,"dedr[entry 1821, DED 1513]"
d1822,"dedr[entry 1822, DED(S, N) 1514]"
d1823,"dedr[entry 1823, DED(S, N) 1515]"
d1824,"dedr[entry 1824, DED(S) 1516]"
d1825,dedr[entry 1825]
d1826,"dedr[entry 1826, DED(S) 1472]"
d1827,"dedr[entry 1827, DED(S, N) 1517]"
d1828,"dedr[entry 1828, DED(S) 1518]"
d1829,"dedr[entry 1829, DED(N) 1519]"
d183,"dedr[entry 183, DED(S) 154]"
d1830,"dedr[entry 1830, DED 1520]"
d1831,"dedr[entry 1831, DED(S) 1521]"
d1832,"dedr[entry 1832, DED(S, N) 1522]"
d1833,"dedr[entry 1833, DEDS 266]"
d1834,"dedr[entry 1834, DED 1523]"
d1835,"dedr[entry 1835, DED(N) 1524]"
d1836,"dedr[entry 1836, DEDS 267]"
d1837,"dedr[entry 1837, DED 1525]"
d1838,"dedr[entry 1838, DEDS 268]"
d1839,"dedr[entry 1839, DED(S) 1526]"
d184,"dedr[entry 184, DED(S) 155]"
d1840,"dedr[entry 1840, DED 1527]"
d1841,"dedr[entry 1841, DEDS 269]"
d1842,"dedr[entry 1842, DED(S) 1528]"
d1843,"dedr[entry 1843, DED 1529]"
d1844,"dedr[entry 1844, DED(S) 1530, DED 1534]"
d1845,"dedr[entry 1845, DED 1531]"
d1846,"dedr[entry 1846, DED(N) 1532]"
d1847,"dedr[entry 1847, DED(S, N) 1533]"
d1848,"dedr[entry 1848, DEDS 270]"
d1849,"dedr[entry 1849, DED 1535]"
d185,"dedr[entry 185, DED 156]"
d1850,"dedr[entry 1850, DED(S, N) 1536]"
d1851,"dedr[entry 1851, DED(S, N) 1537]"
d1852,"dedr[entry 1852, DED(S, N) 1538]"
d1853,"dedr[entry 1853, DED(S) 1539]"
d1854,"dedr[entry 1854, DEDS 271]"
d1855,"dedr[entry 1855, DED(S, N) 1540]"
d1856,"dedr[entry 1856, DED 1541]"
d1857,"dedr[entry 1857, DED 1542]"
d1858,"dedr[entry 1858, DED 1543]"
d1859,"dedr[entry 1859, DED(S, N) 1544]"
d186,dedr[entry 186]
d1860,"dedr[entry 1860, DED(N) 1545]"
d1861,"dedr[entry 1861, DED 1392]"
d1862,"dedr[entry 1862, DEDS 272]"
d1863,"dedr[entry 1863, DED(N) 1547]"
d1864,"dedr[entry 1864, DED(S) 1548]"
d1865,"dedr[entry 1865, DED 1549]"
d1866,"dedr[entry 1866, DED 1550]"
d1867,"dedr[entry 1867, DED(S) 1403]"
d1868,"dedr[entry 1868, DED(S, N) 1551]"
d1869,"dedr[entry 1869, DEDS 273]"
d187,"dedr[entry 187, DED(S) 158]"
d1870,"dedr[entry 1870, DEDS 274]"
d1871,"dedr[entry 1871, DED(S) 1552]"
d1872,"dedr[entry 1872, DED 1553]"
d1873,"dedr[entry 1873, DED(S, N) 1554]"
d1874,"dedr[entry 1874, DED(S) 1556]"
d1875,"dedr[entry 1875, DEDS 275]"
d1876,"dedr[entry 1876, DED(S, N) 1557, DED 1367]"
d1877,"dedr[entry 1877, DED(S) 1558]"
d1878,"dedr[entry 1878, DED(S, N) 1559]"
d1879,dedr[entry 1879]
d188,dedr[entry 188]
d1880,"dedr[entry 1880, DED(S) 1366]"
d1881,"dedr[entry 1881, DED 1561]"
d1882,"dedr[entry 1882, DED(S) 1562]"
d1883,"dedr[entry 1883, DED(S, N) 1563]"
d1884,"dedr[entry 1884, DED(S) 1564]"
d1885,"dedr[entry 1885, DEDS 233]"
d1886,"dedr[entry 1886, DED(S) 1565]"
d1887,"dedr[entry 1887, DED 1567]"
d1888,"dedr[entry 1888, DED 1568]"
d1889,"dedr[entry 1889, DED(S) 1569]"
d189,"dedr[entry 189, DED(S) 159]"
d1890,"dedr[entry 1890, DED(S) 1570]"
d1891,"dedr[entry 1891, DED 1571]"
d1892,"dedr[entry 1892, DED(S) 1572]"
d1893,"dedr[entry 1893, DED(S) 1573]"
d1894,"dedr[entry 1894, DED 1574]"
d1895,"dedr[entry 1895, DED 1575]"
d1896,"dedr[entry 1896, DED 1576]"
d1897,"dedr[entry 1897, DED 1577]"
d1898,"dedr[entry 1898, DED(S) 1578, DED 1566]"
d1899,"dedr[entry 1899, DED 1579]"
d19,"dedr[entry 19, DED 19]"
d190,"dedr[entry 190, DED(S, N) 778]"
d1900,"dedr[entry 1900, DED(S) 1580]"
d1901,"dedr[entry 1901, DED(S, N) 1581]"
d1902,"dedr[entry 1902, DED(S, N) 1582]"
d1903,"dedr[entry 1903, DED 1583]"
d1904,"dedr[entry 1904, DED 1584]"
d1905,"dedr[entry 1905, DED(S) 1586]"
d1906,dedr[entry 1906]
d1907,"dedr[entry 1907, DED(S, N) 1587]"
d1908,"dedr[entry 1908, DED 1588]"
d1909,"dedr[entry 1909, DED 1590]"
d191,"dedr[entry 191, DED(S) 160]"
d1910,"dedr[entry 1910, DED(S) 1591]"
d1911,"dedr[entry 1911, DED(S) 1592]"
d1912,"dedr[entry 1912, DEDS 279]"
d1913,"dedr[entry 1913, DED(S) 1593]"
d1914,"dedr[entry 1914, DED(N) 1594]"
d1915,"dedr[entry 1915, DED 1595]"
d1916,"dedr[entry 1916, DED(N) 1596]"
d1917,"dedr[entry 1917, DED 1597]"
d1918,"dedr[entry 1918, DED(S) 1598]"
d1919,"dedr[entry 1919, DED 1599]"
d192,"dedr[entry 192, DED(S) 161]"
d1920,"dedr[entry 1920, DEDS 280]"
d1921,"dedr[entry 1921, DED 1600]"
d1922,"dedr[entry 1922, DEDS 281]"
d1923,"dedr[entry 1923, DED 1601]"
d1924,"dedr[entry 1924, DED 1602]"
d1925,"dedr[entry 1925, DED(S) 1603]"
d1926,"dedr[entry 1926, DED 1604]"
d1927,"dedr[entry 1927, DED(S, N) 1605]"
d1928,"dedr[entry 1928, DED(S) 1606]"
d1929,"dedr[entry 1929, DEDS 282]"
d193,dedr[entry 193]
d1930,"dedr[entry 1930, DED(S) 1589]"
d1931,"dedr[entry 1931, DED(N) 1607]"
d1932,"dedr[entry 1932, DEDS 283]"
d1933,"dedr[entry 1933, DED(S) 1608]"
d1934,"dedr[entry 1934, DEDS 284]"
d1935,"dedr[entry 1935, DEDS 285]"
d1936,"dedr[entry 1936, DED(S, N) 1609]"
d1937,"dedr[entry 1937, DEDS 286]"
d1938,"dedr[entry 1938, DED(S) 1611]"
d1939,"dedr[entry 1939, DED(S) 1612]"
d194,"dedr[entry 194, DED(S) 162]"
d1940,"dedr[entry 1940, DEDS 287]"
d1941,"dedr[entry 1941, DED(S) 1613]"
d1942,"dedr[entry 1942, DED(S) 1614]"
d1943,"dedr[entry 1943, DED(S) 1615]"
d1944,"dedr[entry 1944, DED 1616]"
d1945,"dedr[entry 1945, DED 1618]"
d1946,"dedr[entry 1946, DED(S) 1619]"
d1947,"dedr[entry 1947, DED(S) 1620]"
d1948,"dedr[entry 1948, DED 1621]"
d1949,"dedr[entry 1949, DED 1622]"
d195,"dedr[entry 195, DEDS 28]"
d1950,"dedr[entry 1950, DED 1623]"
d1951,"dedr[entry 1951, DEDS 288]"
d1952,"dedr[entry 1952, DEDS 289]"
d1953,"dedr[entry 1953, DED(N) 1624]"
d1954,"dedr[entry 1954, DED(S) 1625]"
d1955,"dedr[entry 1955, DED 1626]"
d1956,"dedr[entry 1956, DED(S, N) 1627]"
d1957,"dedr[entry 1957, DED(S, N) 1628]"
d1958,"dedr[entry 1958, DED(S) 1629]"
d1959,"dedr[entry 1959, DEDS 290]"
d196,"dedr[entry 196, DED(N) 163, DED 780]"
d1960,"dedr[entry 1960, DED(S, N) 1630]"
d1961,"dedr[entry 1961, DED 1631]"
d1962,"dedr[entry 1962, DED(N) 1632]"
d1963,"dedr[entry 1963, DED(S) 1633]"
d1964,"dedr[entry 1964, DED(S) 1634]"
d1965,"dedr[entry 1965, DED 1635]"
d1966,"dedr[entry 1966, DEDS 291]"
d1967,"dedr[entry 1967, DED(S) 1636]"
d1968,"dedr[entry 1968, DED 1637]"
d1969,"dedr[entry 1969, DED(S) 1638]"
d197,dedr[entry 197]
d1970,"dedr[entry 1970, DED 1639]"
d1971,"dedr[entry 1971, DED 1640]"
d1972,"dedr[entry 1972, DED(S, N) 1641]"
d1973,"dedr[entry 1973, DED(S) 1642]"
d1974,"dedr[entry 1974, DED 1643]"
d1975,"dedr[entry 1975, DED(N) 1644]"
d1976,"dedr[entry 1976, DEN 24]"
d1977,"dedr[entry 1977, DED(S, N) 1645]"
d1978,"dedr[entry 1978, DED 1646]"
d1979,"dedr[entry 1979, DED(S) 1647]"
d198,"dedr[entry 198, DEDS 30]"
d1980,"dedr[entry 1980, DED(S, N) 1648]"
d1981,"dedr[entry 1981, DED(N) 1649]"
d1982,"dedr[entry 1982, DED 1650]"
d1983,"dedr[entry 1983, DED(S, N) 1651]"
d1984,"dedr[entry 1984, DED 1652]"
d1985,"dedr[entry 1985, DED(S) 1653]"
d1986,"dedr[entry 1986, DED 1654]"
d1987,"dedr[entry 1987, DEDS 292]"
d1988,"dedr[entry 1988, DEDS 293]"
d1989,"dedr[entry 1989, DED(S, N) 1655]"
d199,"dedr[entry 199, DED 164]"
d1990,"dedr[entry 1990, DED(S, N) 1656]"
d1991,"dedr[entry 1991, DED(S) 1657]"
d1992,"dedr[entry 1992, DED(S) 1658]"
d1993,"dedr[entry 1993, DED 1659]"
d1994,"dedr[entry 1994, DED 1661]"
d1995,"dedr[entry 1995, DEDS 294]"
d1996,"dedr[entry 1996, DED 1662]"
d1997,"dedr[entry 1997, DEDS 295]"
d1998,"dedr[entry 1998, DED 1663]"
d1999,"dedr[entry 1999, DED 1664]"
d2,"dedr[entry 2, DED 3]"
d20,"dedr[entry 20, DED 20]"
d200,"dedr[entry 200, DED(S) 165]"
d2000,"dedr[entry 2000, DEN 25]"
d2001,"dedr[entry 2001, DED 1665]"
d2002,"dedr[entry 2002, DEDS 296]"
d2003,"dedr[entry 2003, DED 1666]"
d2004,"dedr[entry 2004, DED(S) 1667]"
d2005,"dedr[entry 2005, DED(S, N) 1668]"
d2006,"dedr[entry 2006, DEDS 297]"
d2007,"dedr[entry 2007, DED(S) 1669]"
d2008,"dedr[entry 2008, DED(S) 1670]"
d2009,"dedr[entry 2009, DED(S) 1671]"
d201,"dedr[entry 201, DED 167]"
d2010,"dedr[entry 2010, DED(S) 1672]"
d2011,"dedr[entry 2011, DED(S) 1673]"
d2012,"dedr[entry 2012, DED(S) 1674]"
d2013,"dedr[entry 2013, DED 1675]"
d2014,"dedr[entry 2014, DED 1676]"
d2015,dedr[entry 2015]
d2016,"dedr[entry 2016, DED 1660]"
d2017,"dedr[entry 2017, DED(S, N) 1677, DEDS 299]"
d2018,"dedr[entry 2018, DED(S) 1678]"
d2019,"dedr[entry 2019, DED(S, N) 1679]"
d202,"dedr[entry 202, DED(N) 168]"
d2020,"dedr[entry 2020, DED(S, N) 1680]"
d2021,"dedr[entry 2021, DED(S) 1681]"
d2022,"dedr[entry 2022, DED(S) 1682]"
d2023,"dedr[entry 2023, DED(S) 1683]"
d2024,"dedr[entry 2024, DED(S) 1684]"
d2025,"dedr[entry 2025, DEDS 300]"
d2026,"dedr[entry 2026, DED 1685]"
d2027,"dedr[entry 2027, DED 1686]"
d2028,"dedr[entry 2028, DED(S) 1687]"
d2029,"dedr[entry 2029, DEN 26]"
d203,"dedr[entry 203, DED 169]"
d2030,dedr[entry 2030]
d2031,"dedr[entry 2031, DED(S, N) 1688]"
d2032,"dedr[entry 2032, DED(S, N) 1689]"
d2033,"dedr[entry 2033, DEDS 201]"
d2034,"dedr[entry 2034, DED 1690]"
d2035,"dedr[entry 2035, DED 1691]"
