Kurux,,məⁱjə,sky,,məⁱjə,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 38, wordlist item 1, site A Dima]",,,silkurux2011:i001:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ʃona,gold,,ʃona,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 20, site E Dulhapur]",,,silkurux2011:i020:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,rupa,silver,,rupa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 21, site B Gabindanagar]",,,silkurux2011:i021:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,rupa,silver,,rupa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 21, site C Boldipukur]",,,silkurux2011:i021:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,rupa,silver,,rupa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 21, site D Lohanipara]",,,silkurux2011:i021:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,rupa,silver,,rupa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 21, site E Dulhapur]",,,silkurux2011:i021:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ɪnːe,today,,ɪnːe,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 22, site A Dima]",,,silkurux2011:i022:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ɪnːa,today,,ɪnːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 22, site B Gabindanagar]",,,silkurux2011:i022:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ɪnːa,today,,ɪnːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 22, site C Boldipukur]",,,silkurux2011:i022:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ɪnːe,today,,ɪnːe,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 22, site D Lohanipara]",,,silkurux2011:i022:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ɪnːɛ,today,,ɪnːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 22, site E Dulhapur]",,,silkurux2011:i022:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,t͜ʃɛro,yesterday,,t͜ʃɛro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 23, site B Gabindanagar]",,,silkurux2011:i023:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,t͜ʃɛro,yesterday,,t͜ʃɛro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 23, site C Boldipukur]",,,silkurux2011:i023:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,t͜ʃɛro,yesterday,,t͜ʃɛro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 23, site D Lohanipara]",,,silkurux2011:i023:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,t͜ʃɛro,yesterday,,t͜ʃɛro,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 23, site E Dulhapur]",,,silkurux2011:i023:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,nɛlɛ,tomorrow,,nɛlɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 24, site A Dima]",,,silkurux2011:i024:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,nɛla,tomorrow,,nɛla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 24, site B Gabindanagar]",,,silkurux2011:i024:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,nɛla,tomorrow,,nɛla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 24, site C Boldipukur]",,,silkurux2011:i024:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,nɛla,tomorrow,,nɛla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 24, site D Lohanipara]",,,silkurux2011:i024:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,nɛla,tomorrow,,nɛla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 24, site E Dulhapur]",,,silkurux2011:i024:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,hɛptɛ,week,,hɛptɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 25, site A Dima]",,,silkurux2011:i025:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,hapta,week,,hapta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 25, site B Gabindanagar]",,,silkurux2011:i025:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,hapta,week,,hapta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 25, site C Boldipukur]",,,silkurux2011:i025:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,hapta,week,,hapta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 25, site D Lohanipara]",,,silkurux2011:i025:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,hapta,week,,hapta,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 25, site E Dulhapur]",,,silkurux2011:i025:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,mɛⁱnɛ,month,,mɛⁱnɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 26, site A Dima]",,,silkurux2011:i026:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,mahina,month,,mahina,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 26, site B Gabindanagar]",,,silkurux2011:i026:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mahina,month,,mahina,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 26, site C Boldipukur]",,,silkurux2011:i026:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mahina,month,,mahina,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 26, site D Lohanipara]",,,silkurux2011:i026:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mahina,month,,mahina,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 26, site E Dulhapur]",,,silkurux2011:i026:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,sɛl,year,,sɛl,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 27, site A Dima]",,,silkurux2011:i027:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,bat͜ʃʰar,year,,bat͜ʃʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 27, site B Gabindanagar]",,,silkurux2011:i027:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,bat͜ʃʰar,year,,bat͜ʃʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 27, site C Boldipukur]",,,silkurux2011:i027:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,bat͜ʃʰar,year,,bat͜ʃʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 27, site D Lohanipara]",,,silkurux2011:i027:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,bat͜ʃʰar,year,,bat͜ʃʰar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 27, site E Dulhapur]",,,silkurux2011:i027:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ʊlːa,day,,ʊlːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 28, site B Gabindanagar]",,,silkurux2011:i028:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ʊlːa,day,,ʊlːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 28, site C Boldipukur]",,,silkurux2011:i028:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ʊlːa,day,,ʊlːa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 28, site D Lohanipara]",,,silkurux2011:i028:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ʊlːɛ,day,,ʊlːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 28, site E Dulhapur]",,,silkurux2011:i028:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,pʰɛⁱri,morning,,pʰɛⁱri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 29, site A Dima]",,,silkurux2011:i029:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,pairi,morning,,pairi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 29, site B Gabindanagar]",,,silkurux2011:i029:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,pairi,morning,,pairi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 29, site C Boldipukur]",,,silkurux2011:i029:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,pairi,morning,,pairi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 29, site D Lohanipara]",,,silkurux2011:i029:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,pairi,morning,,pairi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 29, site E Dulhapur]",,,silkurux2011:i029:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site B Gabindanagar]",,,silkurux2011:i030:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site B Gabindanagar]",,,silkurux2011:i030:B:2,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dupahar,noon,,dupahar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site C Boldipukur]",,,silkurux2011:i030:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site D Lohanipara]",,,silkurux2011:i030:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site D Lohanipara]",,,silkurux2011:i030:D:2,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site E Dulhapur]",,,silkurux2011:i030:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dupar,noon,,dupar,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 30, site E Dulhapur]",,,silkurux2011:i030:E:2,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,mɛxɛb,night,,mɛxɛb,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 32, site A Dima]",,,silkurux2011:i032:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,maxa,night,,maxa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 32, site B Gabindanagar]",,,silkurux2011:i032:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,maxa,night,,maxa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 32, site C Boldipukur]",,,silkurux2011:i032:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,maxa,night,,maxa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 32, site D Lohanipara]",,,silkurux2011:i032:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,maxa,night,,maxa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 39, wordlist item 32, site E Dulhapur]",,,silkurux2011:i032:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,xɛʃɛ,paddy rice,,xɛʃɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 33, site B Gabindanagar]",,,silkurux2011:i033:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,xɛs,paddy rice,,xɛs,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 33, site C Boldipukur]",,,silkurux2011:i033:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,xɛsɛ,paddy rice,,xɛsɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 33, site D Lohanipara]",,,silkurux2011:i033:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,xɛʃɛ,paddy rice,,xɛʃɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 33, site E Dulhapur]",,,silkurux2011:i033:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tixil,uncooked rice,,tixil,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 34, site B Gabindanagar]",,,silkurux2011:i034:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tixil,uncooked rice,,tixil,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 34, site C Boldipukur]",,,silkurux2011:i034:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tixil,uncooked rice,,tixil,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 34, site D Lohanipara]",,,silkurux2011:i034:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tihil,uncooked rice,,tihil,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 34, site E Dulhapur]",,,silkurux2011:i034:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tɛkʰil,cooked rice,,tɛkʰil,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 35, site A Dima]",,,silkurux2011:i035:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,mandi,cooked rice,,mandi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 35, site B Gabindanagar]",,,silkurux2011:i035:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mɛndi,cooked rice,,mɛndi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 35, site C Boldipukur]",,,silkurux2011:i035:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mandi,cooked rice,,mandi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 35, site D Lohanipara]",,,silkurux2011:i035:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mandi,cooked rice,,mandi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 35, site E Dulhapur]",,,silkurux2011:i035:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,gohɛm,wheat,,gohɛm,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 36, site A Dima]",,,silkurux2011:i036:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,gohom,wheat,,gohom,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 36, site B Gabindanagar]",,,silkurux2011:i036:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,gohom,wheat,,gohom,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 36, site C Boldipukur]",,,silkurux2011:i036:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,gohom,wheat,,gohom,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 36, site D Lohanipara]",,,silkurux2011:i036:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,gohom,wheat,,gohom,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 36, site E Dulhapur]",,,silkurux2011:i036:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,d͜ʒinxor,corn,,d͜ʒinxor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 37, site B Gabindanagar]",,,silkurux2011:i037:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,d͜ʒinxor,corn,,d͜ʒinxor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 37, site C Boldipukur]",,,silkurux2011:i037:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,d͜ʒinhor,corn,,d͜ʒinhor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 37, site D Lohanipara]",,,silkurux2011:i037:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,d͜ʒinhor,corn,,d͜ʒinhor,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 37, site E Dulhapur]",,,silkurux2011:i037:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,ɛlu,potato,,ɛlu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 38, site A Dima]",,,silkurux2011:i038:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,aluə̯,potato,,aluə̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 38, site B Gabindanagar]",,,silkurux2011:i038:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,alu,potato,,alu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 38, site C Boldipukur]",,,silkurux2011:i038:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,alu,potato,,alu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 38, site D Lohanipara]",,,silkurux2011:i038:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,aluə̯,potato,,aluə̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 38, site E Dulhapur]",,,silkurux2011:i038:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,pʼulkopi,cauliflower,,pʼulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 39, site A Dima]",,,silkurux2011:i039:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,fulkopi,cauliflower,,fulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 39, site B Gabindanagar]",,,silkurux2011:i039:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,fulkopi,cauliflower,,fulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 39, site C Boldipukur]",,,silkurux2011:i039:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,fulkopi,cauliflower,,fulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 39, site D Lohanipara]",,,silkurux2011:i039:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,fulkopi,cauliflower,,fulkopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 39, site E Dulhapur]",,,silkurux2011:i039:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,bɛndɛkobi,cabbage,,bɛndɛkobi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 40, site A Dima]",,,silkurux2011:i040:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 40, site B Gabindanagar]",,,silkurux2011:i040:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 40, site C Boldipukur]",,,silkurux2011:i040:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 40, site D Lohanipara]",,,silkurux2011:i040:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,badʰakopi,cabbage,,badʰakopi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 40, wordlist item 40, site E Dulhapur]",,,silkurux2011:i040:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
